Date,BAM,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2834410236918789,-0.39460281261877617,-0.12537691625490943,-0.4152793614595211,-0.31519067528189537,0.0
2018-09-25,1.0,-0.28370195839983786,-0.39423880823896024,-0.12591522890223203,-0.41493754908667124,-0.3147374021433457,0.0
2018-09-26,1.0,-0.28509127789046657,-0.3962221095334686,-0.12849898580121705,-0.4146805273833672,-0.3110040567951319,0.0
2018-09-27,1.0,-0.2868038311457964,-0.3916535752293113,-0.12980793594486392,-0.4146860588861298,-0.3108751837024274,0.0
2018-09-28,1.0,-0.2856274072572471,-0.3927123454287452,-0.1301185890938577,-0.414555037502534,-0.31096695722683965,0.0
2018-10-01,1.0,-0.28586270683931786,-0.3924435547221448,-0.13014722651597702,-0.41461622279096877,-0.3109748371892659,0.0
2018-10-02,1.0,-0.28731494625836546,-0.3808051105252484,-0.13432873656459138,-0.4178665585074021,-0.3146927600892314,0.0
2018-10-03,1.0,-0.28736943514856506,-0.3809704898083358,-0.1344437683804888,-0.41780752459182635,-0.3146486157590508,0.0
2018-10-04,1.0,-0.2909598072777989,-0.37585900849499176,-0.13485482439457336,-0.42267021681247624,-0.3114999366045391,0.0
2018-10-05,1.0,-0.29064376377593676,-0.3757948873856755,-0.13290770439056523,-0.42357680322261915,-0.31058245294013326,0.0
2018-10-08,1.0,-0.2898132685592834,-0.37414604524062545,-0.13149638176205658,-0.4247001669955974,-0.31005515915186477,0.0
2018-10-09,1.0,-0.28925996204933585,-0.3742441492726123,-0.13004427577482608,-0.42545224541429477,-0.3110183428209994,0.0
2018-10-10,1.0,-0.2899489099094542,-0.37331175072082556,-0.1309120339926147,-0.42579290808842124,-0.3092468005463099,0.0
2018-10-11,1.0,-0.2712987786714328,-0.36821070400158873,-0.10669248336808658,-0.4223513057293219,-0.3138218647602026,0.0
2018-10-12,1.0,-0.2740903047909794,-0.36304101629819296,-0.10547048106750703,-0.41562853907134767,-0.30373233541779504,0.0
2018-10-15,1.0,-0.2667190994666601,-0.374615970703173,-0.09509179836311353,-0.41607884582299015,-0.30528178533683975,0.0
2018-10-16,1.0,-0.26649134880062914,-0.37544239087691705,-0.09449960676366495,-0.4160440424695242,-0.30524970507274873,0.0
2018-10-17,1.0,-0.2590008508569345,-0.3567278473319558,-0.0873708520724444,-0.416312142943965,-0.3116324298043029,0.0
2018-10-18,1.0,-0.2573266096616239,-0.3548685717069843,-0.08889376111476528,-0.42156934395478574,-0.3134302906282735,0.0
2018-10-19,1.0,-0.2572200847416354,-0.3553060926313739,-0.08651926167632591,-0.4231968051429406,-0.3128622217893148,0.0
2018-10-22,1.0,-0.2599712496649855,-0.34960894671442144,-0.07906342128986672,-0.4294764027970665,-0.3183734132495188,0.0
2018-10-23,1.0,-0.2606386865758897,-0.34923148125593745,-0.0807979928385258,-0.4278371860765352,-0.3173702287287165,0.0
2018-10-24,1.0,-0.2607531462233149,-0.3482388452082471,-0.07911199824736496,-0.4285192668143424,-0.3175920741948833,0.0
2018-10-25,1.0,-0.24821373097235166,-0.3280282935455349,-0.07780725022104332,-0.431715535163811,-0.3038688555929935,0.0
2018-10-26,1.0,-0.2410044621665243,-0.323435868223678,-0.06617298015759993,-0.4410187031235166,-0.301884553308649,0.0
2018-10-29,1.0,-0.23600955964127682,-0.32583232767800097,-0.061640756252809924,-0.43927024916589763,-0.3034949480608599,0.0
2018-10-30,1.0,-0.23600955964127682,-0.32583232767800097,-0.061640756252809924,-0.4392465866874896,-0.3035186105392679,0.0
2018-10-31,1.0,-0.23696436572883994,-0.3194113624036035,-0.06256632785416126,-0.4379171285050586,-0.30146451901988064,0.0
2018-11-01,1.0,-0.2322013527207598,-0.3256192114627766,-0.057361016190229305,-0.4389743831451936,-0.3025004124148658,0.0
2018-11-02,1.0,-0.2351324689966178,-0.315130590003758,-0.05557121382938745,-0.4421974821495678,-0.3006858323938369,0.0
2018-11-05,1.0,-0.2333466388034469,-0.3199652492427622,-0.05557773133907817,-0.4425555894714598,-0.2965789288313884,0.0
2018-11-06,1.0,-0.23124456662202486,-0.3187660064378187,-0.05671859213834262,-0.4439275392965391,-0.29891214962054463,0.0
2018-11-07,1.0,-0.22954283970039213,-0.31850947427739557,-0.059569372373148,-0.44220338585080654,-0.2981990654863932,0.0
2018-11-08,1.0,-0.21912499416351497,-0.32163701732268757,-0.048372787972171635,-0.440958117383387,-0.30447775131904564,0.0
2018-11-09,1.0,-0.22013504357374827,-0.3223055536085605,-0.04775589355388893,-0.44092427747015256,-0.30524987733931447,0.0
2018-11-12,1.0,-0.2303549630196989,-0.3132674310060078,-0.03204959429378396,-0.4912276502549128,-0.3266473587208885,0.0
2018-11-13,1.0,-0.22034341704718416,-0.311691400304414,-0.019953386605783864,-0.49945300608828,-0.3267931887366819,0.0
2018-11-14,1.0,-0.22325814297296012,-0.3123420287090467,-0.018813486575420858,-0.5021937145309743,-0.32786494348800616,0.0
2018-11-15,1.0,-0.22359301688617905,-0.312954009574392,-0.017576869030890514,-0.504846738276133,-0.3227189368137757,0.0
2018-11-16,1.0,-0.2221614682388741,-0.3077691137314568,-0.015214910612400153,-0.5049210726511981,-0.3272394446557626,0.0
2018-11-19,1.0,-0.22232785872174554,-0.30689515841513565,-0.01775485465738122,-0.5033869702659663,-0.32645639721436553,0.0
2018-11-20,1.0,-0.20477363136957757,-0.3045321083538549,-0.0,-0.5139230914946014,-0.3446201932184126,0.0
2018-11-21,1.0,-0.2036669032410693,-0.3035722734800094,-0.0,-0.5150934468890466,-0.3434114028862077,0.0
2018-11-23,1.0,-0.2032198406676783,-0.3104135053110774,-0.0,-0.5136333459787557,-0.3437737101669196,0.0
2018-11-26,1.0,-0.20340189310369367,-0.3094441676748986,-0.0,-0.5146964628852039,-0.34476786942803594,0.0
2018-11-27,1.0,-0.20384313911783566,-0.30944633144105843,-0.0,-0.516306025985131,-0.3456449965559013,0.0
2018-11-28,1.0,-0.20482729130042288,-0.3062669264028128,-0.0,-0.5178410224735117,-0.34672399866964415,0.0
2018-11-29,1.0,-0.18416214942257836,-0.30044779637049257,-0.0,-0.5188310157907141,-0.35340560923874614,0.0
2018-11-30,1.0,-0.18429237947122862,-0.30053254159008436,-0.0,-0.5195815071398275,-0.3519722889862859,0.0
2018-12-03,1.0,-0.18117924528301887,-0.3031367924528302,-0.0,-0.5212735849056603,-0.3529245283018868,0.0
2018-12-04,1.0,-0.17624908804217362,-0.30564119460591654,-0.0,-0.5194747122920148,-0.3520745569650044,0.0
2018-12-06,1.0,-0.1743919653807882,-0.2784347302894962,-0.0,-0.5217411427116839,-0.33955059819961586,0.0
2018-12-07,1.0,-0.1662911430628789,-0.28220018118046036,-0.0,-0.5260737265104178,-0.3482613644282363,0.0
2018-12-10,1.0,-0.1533566949465142,-0.283474732571007,-0.0,-0.5287025082995205,-0.3398884175580967,0.0
2018-12-11,1.0,-0.15243255706709707,-0.2839981554069634,-0.0,-0.5282453308738759,-0.3410652524786719,0.0
2018-12-12,1.0,-0.14979785144969388,-0.286173039159062,-0.0,-0.5289823264410304,-0.3453159293057641,0.0
2018-12-13,1.0,-0.15005084119060824,-0.2866980957663154,-0.0,-0.5285635052689961,-0.34565076723978555,0.0
2018-12-14,1.0,-0.15046333741594065,-0.286229288470871,-0.0,-0.5285512906431262,-0.3456658886603656,0.0
2018-12-17,1.0,-0.13801447204682674,-0.2866525326081947,-0.0,-0.5203484352675485,-0.35945061529243677,0.0
2018-12-18,1.0,-0.1367678908806046,-0.2863232109119395,-0.0,-0.5216810285240312,-0.359246117690429,0.0
2018-12-19,1.0,-0.13592792294575787,-0.28664915433890964,-0.0,-0.522143877598046,-0.3595096548228029,0.0
2018-12-20,1.0,-0.13625371381192564,-0.2859577604274626,-0.0,-0.5217992123264009,-0.3591284921347797,0.0
2018-12-21,1.0,-0.13495841035120146,-0.28678373382624767,-0.0,-0.5242837338262477,-0.3645101663585952,0.0
2018-12-24,1.0,-0.1320554517565105,-0.2839019214356561,-0.0,-0.524669573039928,-0.36601849929647307,0.0
2018-12-26,1.0,-0.13242920739822847,-0.28535040616825,-0.0,-0.516522098306485,-0.3604341640277204,0.0
2018-12-27,1.0,-0.11829142111655945,-0.27389896081695086,-0.0,-0.49208241486346666,-0.36504116244545415,0.0
