Date,CRWD,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-03-11,1.0,-1.1637911025145067,-1.5929593810444873,-2.737330754352031,-1.2429400386847194,-0.0,0.0
2020-03-12,1.0,-1.1962772506699502,-1.2931846164988774,-2.5522561019772576,-1.2009125805750707,-0.0,0.0
2020-03-13,1.0,-1.2193663708086786,-0.8295118343195267,-2.0874013806706118,-1.0274285009861934,-0.0,0.0
2020-03-16,1.0,-0.9353588325827966,-1.0324915920880124,-1.9361568716867128,-0.7962150145357122,-0.0,0.0
2020-03-17,1.0,-0.9083943387018057,-0.7731088335773548,-1.2723767691556858,-0.9265495363591996,-0.0,0.0
2020-03-18,1.0,-0.8869789428448647,-0.7817886644702287,-1.2003533400181445,-0.9057441627274029,-0.0,0.0
2020-03-19,1.0,-0.960786166493433,-0.6137201171690446,-1.2024473211754703,-0.9476046489653218,-0.0,0.0
2020-03-20,1.0,-0.9596444528947617,-0.6737332446050005,-1.1803878695693506,-0.9395855119307919,-0.0,0.0
2020-03-23,1.0,-1.0346562044162768,-0.9294301091494392,-1.0458729440169006,-1.0199185151652332,-0.0,0.0
2020-03-24,1.0,-1.0783056495178471,-0.9748573736557783,-0.9812692482455698,-1.0142878780229212,-0.0,0.0
2020-03-25,1.0,-1.0425050657367703,-0.9325196739079215,-0.7829979737052919,-0.9542434381037651,-0.0,0.0
2020-03-26,1.0,-1.0706265333081713,-0.9360728439328175,-0.7567465559539535,-0.9544253632760898,-0.0,0.0
2020-03-27,1.0,-1.0606604946801161,-0.9062226521118327,-0.6982174934365069,-0.9409055317580949,-0.0,0.0
2020-03-30,1.0,-1.0349274830181752,-0.8844776941435653,-0.7344409766844134,-0.9358362401321829,-0.0,0.0
2020-03-31,1.0,-1.0141045015340935,-0.9144571140724458,-0.7294500160278425,-0.9213719833310435,-0.0,0.0
2020-04-01,1.0,-1.0139511481108774,-0.9196322385875034,-0.7200164669289177,-0.9205470679718233,-0.0,0.0
2020-04-02,1.0,-1.0459946685944066,-0.8253286947092576,-0.7069082365698278,-0.9398635521619302,-0.0,0.0
2020-04-03,1.0,-1.0435213999007802,-0.8294321923059577,-0.7063545753844767,-0.9306814594326432,-0.0,0.0
2020-04-06,1.0,-1.0519357458713112,-0.8067412688385525,-0.7073820052341846,-0.9461691183106217,-0.0,0.0
2020-04-07,1.0,-1.0140460569767953,-0.748624014794593,-0.683369292413368,-0.9570692615912993,-0.0,0.0
2020-04-08,1.0,-1.0137384412153236,-0.750330250990753,-0.6808894760017613,-0.958476442095993,-0.0,0.0
2020-04-09,1.0,-1.0226486178648093,-0.7076707407894159,-0.6972006834012354,-0.9533009155824244,-0.0,0.0
2020-04-13,1.0,-1.0671297313931507,-0.6217083571459973,-0.7335033191190047,-0.9738427045324658,-0.0,0.0
2020-04-14,1.0,-1.073175021987687,-0.6039577836411609,-0.748504837291117,-0.9718997361477574,-0.0,0.0
2020-04-15,1.0,-1.048815662966524,-0.6233720828598899,-0.724936631413338,-0.973122978760598,-0.0,0.0
2020-04-16,1.0,-1.0740999650471863,-0.5775078643830828,-0.7448007689619015,-0.972649423278574,-0.0,0.0
2020-04-17,1.0,-1.0739252009786788,-0.5776826284515904,-0.744975533030409,-0.9725183502271934,-0.0,0.0
2020-04-20,1.0,-1.0906516814776093,-0.5419498170412964,-0.7600191671022826,-0.9635825056630076,-0.0,0.0
2020-04-21,1.0,-1.0978160969845507,-0.5519716398967133,-0.775570046829183,-0.9512013654864546,-0.0,0.0
2020-04-22,1.0,-1.0836088393944667,-0.5639899077779711,-0.7543500957021054,-0.948146859230903,-0.0,0.0
2020-04-23,1.0,-1.072122473761818,-0.5749848208864602,-0.7453378436984994,-0.9444444444444444,-0.0,0.0
2020-04-24,1.0,-1.0712612768910479,-0.5774635669673839,-0.7445350451075643,-0.9440058986814713,-0.0,0.0
2020-04-27,1.0,-1.0711808565978844,-0.5759493670886077,-0.74380093636206,-0.9440350268770591,-0.0,0.0
2020-04-28,1.0,-1.0812156370405646,-0.5518420710853283,-0.7470020347201178,-0.9491319970561496,-0.0,0.0
2020-04-29,1.0,-1.0928729449529344,-0.5371101375092179,-0.7554765106493732,-0.9523706242137682,-0.0,0.0
2020-04-30,1.0,-1.0970019928948964,-0.4783814227536609,-0.7779221904514341,-0.9790746035872108,-0.0,0.0
2020-05-01,1.0,-1.1025418958125839,-0.4694496167669857,-0.7775083358593513,-0.9808600008660633,-0.0,0.0
2020-05-04,1.0,-1.1101060376541874,-0.43527375027050424,-0.7899588833585803,-0.992772127245185,-0.0,0.0
2020-05-05,1.0,-1.1141679323063571,-0.43475808201345195,-0.8009112605771318,-0.9894988066825776,-0.0,0.0
2020-05-06,1.0,-1.1122697254084115,-0.44047619047619047,-0.7924487313173444,-0.9996089676746611,-0.0,0.0
2020-05-07,1.0,-1.11567374961978,-0.43896927823404164,-0.7944639986094816,-0.9962629817928996,-0.0,0.0
2020-05-08,1.0,-1.1163841807909605,-0.4387657540199913,-0.7939591481964363,-0.9968274663189917,-0.0,0.0
2020-05-11,1.0,-1.1243163469051132,-0.41509679659692683,-0.8014150533900511,-0.9998263738171715,-0.0,0.0
2020-05-12,1.0,-1.1220751031039722,-0.4206207944432386,-0.7934447579769914,-1.005035815064033,-0.0,0.0
2020-05-13,1.0,-1.1265927017422208,-0.39394990032070726,-0.8002947039958395,-1.0130449856981885,-0.0,0.0
2020-05-14,1.0,-1.1325191633103808,-0.3685851630505392,-0.8146897059460396,-1.0149408860595037,-0.0,0.0
2020-05-15,1.0,-1.1310709029521253,-0.37191585144143363,-0.8153839494416069,-1.0102588520474418,-0.0,0.0
2020-05-18,1.0,-1.1331371191135733,-0.3659106648199446,-0.8115910664819945,-1.017615997229917,-0.0,0.0
2020-05-19,1.0,-1.1525849015790612,-0.28721609344581445,-0.8752325329872377,-1.0112048453385247,-0.0,0.0
2020-05-20,1.0,-1.1616551126516466,-0.27348353552859617,-0.8853552859618717,-1.012261698440208,-0.0,0.0
2020-05-21,1.0,-1.1611269800051933,-0.26460659568943135,-0.8902882368216049,-1.0118583917597161,-0.0,0.0
2020-05-22,1.0,-1.1606022584692597,-0.26751178990178687,-0.8880283822956777,-1.0104270324060052,-0.0,0.0
2020-05-26,1.0,-1.1606733307369423,-0.2680773724522913,-0.888571552209096,-1.0099961054134754,-0.0,0.0
2020-05-27,1.0,-1.1732570239334026,-0.2442767950052029,-0.9164065209850849,-1.0018643773846687,-0.0,0.0
2020-05-28,1.0,-1.153470144536682,-0.19409211579790148,-0.9090640933799672,-0.9572710800219123,-0.0,0.0
2020-05-29,1.0,-1.155223880597015,-0.1775068320369981,-0.9108261509354635,-0.9607735968047089,-0.0,0.0
2020-06-01,1.0,-1.1534253492678002,-0.14643999326712676,-0.9443275542837907,-0.9638528867194076,-0.0,0.0
2020-06-02,1.0,-1.1500084061869538,-0.1505127774041695,-0.9483439811701413,-0.9541862811028917,-0.0,0.0
2020-06-03,1.0,-1.1504439675125195,-0.14871859613685143,-0.9584227580692674,-0.9506375457644236,-0.0,0.0
2020-06-04,1.0,-1.1527795338643738,-0.15408606229190375,-0.9469380874109663,-0.9608041471741054,-0.0,0.0
2020-06-05,1.0,-1.15219495770024,-0.15227913632728649,-0.9423376404730839,-0.9621617071425566,-0.0,0.0
2020-06-08,1.0,-1.145906727059218,-0.11243918805569535,-0.979491696024157,-0.9560895822848515,-0.0,0.0
2020-06-09,1.0,-1.1271063033076762,-0.11707925941335551,-0.9722488038277511,-0.9441647597254004,-0.0,0.0
2020-06-10,1.0,-1.122898984856049,-0.11940422699284407,-0.9727076052587785,-0.9454152105175571,-0.0,0.0
2020-06-11,1.0,-1.1282638570774164,-0.10898263440636322,-0.9848831882730187,-0.9422396202057218,-0.0,0.0
2020-06-12,1.0,-1.1140991634360333,-0.053580901856763924,-1.0061620077535198,-0.9069577637216895,-0.0,0.0
2020-06-15,1.0,-1.118699647787539,-0.027083923727784297,-1.0088660378122343,-0.8937694830168819,-0.0,0.0
2020-06-16,1.0,-1.1176828526226115,-0.03427852825443187,-1.0134680134680134,-0.8912417346152286,-0.0,0.0
2020-06-17,1.0,-1.1144336988629466,-0.030429328693400235,-1.0118156435883947,-0.8897746125520981,-0.0,0.0
2020-06-18,1.0,-1.1127445024905844,-0.03669056007775483,-1.0091523913659741,-0.8911432389746081,-0.0,0.0
2020-06-19,1.0,-1.1147281793489277,-0.03790489317711923,-1.0093241983216443,-0.8920014594397373,-0.0,0.0
2020-06-22,1.0,-1.114249817621788,-0.03789413958012483,-1.0071330145092001,-0.8935721812434142,-0.0,0.0
2020-06-23,1.0,-1.1039008091461697,-0.041987037558874445,-0.999154623404855,-0.8805603639144962,-0.0,0.0
2020-06-24,1.0,-1.0992292870905587,-0.035565189466923566,-0.998956326268465,-0.8804190751445087,-0.0,0.0
2020-06-25,1.0,-1.0960438417536702,-0.02168086723468939,-1.0076803072122886,-0.874714988599544,-0.0,0.0
2020-06-26,1.0,-1.096173815799984,-0.016774502755811167,-1.0070692547328062,-0.8739116542854861,-0.0,0.0
2020-06-29,1.0,-1.0964163141511691,-0.014646021230744672,-1.0062255567084362,-0.8734535876765902,-0.0,0.0
2020-06-30,1.0,-1.1016273133375878,-0.0,-1.0114470325462668,-0.8754387364390555,-0.0,0.0
2020-07-01,1.0,-1.1002707868748007,-0.0,-1.0038228735266008,-0.8780662631411277,-0.0,0.0
2020-07-02,1.0,-1.0714948932219126,-0.0,-0.9772516248839369,-0.8200247601361809,-0.0,0.0
2020-07-06,1.0,-1.0665610142630746,-0.0,-0.977426462061768,-0.8212670557767384,-0.0,0.0
2020-07-07,1.0,-1.0560812637596078,-0.012861612143215791,-0.9677107875323472,-0.82569232551852,-0.0,0.0
2020-07-08,1.0,-1.0568405606827047,-0.00965362783333977,-0.9707302004093139,-0.8242267444105495,-0.0,0.0
2020-07-09,1.0,-1.068255562422744,-0.01599196538936959,-0.9663164400494437,-0.8122296044499382,-0.0,0.0
2020-07-10,1.0,-1.0745293594649967,-0.010591828056747458,-0.9710850825312151,-0.8094630638988752,-0.0,0.0
2020-07-13,1.0,-1.0731331793687453,-0.003117782909930716,-0.9686682063125482,-0.80423402617398,-0.0,0.0
2020-07-14,1.0,-1.0855793595945633,-0.0,-0.9707824617983567,-0.7829609153036934,-0.0,0.0
2020-07-15,1.0,-1.0869431879168905,-0.0,-0.9653070612589129,-0.781185310128038,-0.0,0.0
2020-07-16,1.0,-1.0888846301264852,-0.0,-0.9630509773859715,-0.7809505557684936,-0.0,0.0
2020-07-17,1.0,-1.0878859857482186,-0.0,-0.9621484943682477,-0.781127882920849,-0.0,0.0
2020-07-20,1.0,-1.096081299561167,-0.0,-0.9652398183077988,-0.7880514281314959,-0.0,0.0
2020-07-21,1.0,-1.0941434677139887,-0.0,-0.9691579068961533,-0.787108698163336,-0.0,0.0
2020-07-22,1.0,-1.091486413671003,-0.0,-0.9657840043106766,-0.791547994765607,-0.0,0.0
2020-07-23,1.0,-1.0857197696737044,-0.0,-0.9644145873320538,-0.788637236084453,-0.0,0.0
2020-07-24,1.0,-1.079507193143557,-0.0,-0.9527471686562596,-0.7938475665748393,-0.0,0.0
2020-07-27,1.0,-1.0798086124401916,-0.0,-0.9519617224880383,-0.7959808612440191,-0.0,0.0
2020-07-28,1.0,-1.0741249666017787,-0.0,-0.9503416160922172,-0.7924729951524867,-0.0,0.0
2020-07-29,1.0,-1.0725998007815494,-0.0,-0.9515745919852885,-0.8068730365489235,-0.0,0.0
2020-07-30,1.0,-1.0754891032786256,-0.004573932428796557,-0.9541453664911403,-0.8094322942691317,-0.0,0.0
2020-07-31,1.0,-1.074242191106324,-0.0071164794583782115,-0.9544545314663794,-0.8109324511463302,-0.0,0.0
2020-08-03,1.0,-1.0671664744329104,-0.013264129181084197,-0.9562860438292965,-0.8079200307574009,-0.0,0.0
2020-08-04,1.0,-1.0658926649238811,-0.01245578963555282,-0.9551360910349069,-0.8108949715515915,-0.0,0.0
2020-08-05,1.0,-1.0670787897404392,-0.011442174781139609,-0.9537321455997543,-0.8074028567040393,-0.0,0.0
2020-08-06,1.0,-1.0632882278529536,-0.008088319852800245,-0.9543450760915398,-0.8075669873883544,-0.0,0.0
2020-08-07,1.0,-1.0567542575325577,-0.024081066502273256,-0.9636664868613701,-0.8084688294675194,-0.0,0.0
2020-08-10,1.0,-1.0805444603870167,-0.005118858339473379,-0.9790592158839727,-0.8131616706092217,-0.0,0.0
2020-08-11,1.0,-1.081164807930607,-0.0,-0.9889250309789342,-0.8022769516728624,-0.0,0.0
2020-08-12,1.0,-1.0790654494816647,-0.0,-0.9765201918613646,-0.8125870338851926,-0.0,0.0
2020-08-13,1.0,-1.0734715904710508,-0.011332973556395036,-0.9554390563564876,-0.8145092899545139,-0.0,0.0
2020-08-14,1.0,-1.0732365065300302,-0.010594444658473628,-0.9565435142736063,-0.812112339638633,-0.0,0.0
2020-08-17,1.0,-1.0735967375831954,-0.017889431770091946,-0.9515254106874927,-0.8041780479359828,-0.0,0.0
2020-08-18,1.0,-1.0737859591019372,-0.017637771017060114,-0.9561751453768245,-0.8034428312858628,-0.0,0.0
2020-08-19,1.0,-1.075568400770713,-0.0194990366088632,-0.9548362235067437,-0.8036608863198459,-0.0,0.0
2020-08-20,1.0,-1.0499320138993806,-0.008800423024626077,-0.9355642846351413,-0.782746638465025,-0.0,0.0
2020-08-21,1.0,-1.028602286693233,-0.032363785333879555,-0.8894640795501098,-0.7738631708316264,-0.0,0.0
2020-08-24,1.0,-1.0232257110100227,-0.009393838529531417,-0.9121639113872554,-0.7535781648729613,-0.0,0.0
2020-08-25,1.0,-1.01867296479445,-0.02070263488080301,-0.9091814894088125,-0.7417521588309101,-0.0,0.0
2020-08-26,1.0,-1.0188616565775874,-0.02000590580245091,-0.9106378266646982,-0.7416211427727742,-0.0,0.0
2020-08-27,1.0,-1.0066370870155108,-0.028381797513842545,-0.8960434160830185,-0.7358366029848556,-0.0,0.0
2020-08-28,1.0,-1.0061058096596103,-0.02010895396877628,-0.8961281123176484,-0.7338671346568683,-0.0,0.0
2020-08-31,1.0,-1.0040138660828315,-0.023061485130450646,-0.889655172413793,-0.73223864258347,-0.0,0.0
2020-09-01,1.0,-1.0091152029871508,-0.014313431196690705,-0.9095801149467364,-0.7277153420946663,-0.0,0.0
2020-09-02,1.0,-1.0442900888789304,-0.017140936589737844,-0.9259093285532899,-0.747068489058182,-0.0,0.0
2020-09-03,1.0,-1.041879735732149,-0.02191034302564294,-0.9305737001231758,-0.7382329886902319,-0.0,0.0
2020-09-04,1.0,-1.0326603325415675,-0.02000445368171021,-0.9187574228028503,-0.739979216152019,-0.0,0.0
2020-09-08,1.0,-1.0221704910763774,-0.01858626168569634,-0.9172301666481913,-0.7370949266526253,-0.0,0.0
2020-09-09,1.0,-1.0037180195103994,-0.04387999263758513,-0.8834529725750047,-0.750193263390392,-0.0,0.0
2020-09-10,1.0,-0.9902802645521978,-0.03993861219717178,-0.8741550042021412,-0.7496620016808565,-0.0,0.0
2020-09-11,1.0,-0.9714078637434319,-0.04457329226309115,-0.863562239536148,-0.7443377423446277,-0.0,0.0
2020-09-14,1.0,-0.9610254197677347,-0.049724948764966026,-0.8560385431273145,-0.7286520691762846,-0.0,0.0
2020-09-15,1.0,-0.9614707256586279,-0.0477302950796104,-0.8503396470545952,-0.7345721165941848,-0.0,0.0
2020-09-16,1.0,-0.9620726880172724,-0.04692335372436128,-0.8504138179201153,-0.7389708528247572,-0.0,0.0
2020-09-17,1.0,-0.9433276304533791,-0.05859709153122327,-0.8365412033076705,-0.7258340461933277,-0.0,0.0
2020-09-18,1.0,-0.9421013226853006,-0.0590038860565439,-0.8374986630539413,-0.7265856180255981,-0.0,0.0
2020-09-21,1.0,-0.9297339371638834,-0.058696575148598926,-0.841388338522502,-0.7082507783753184,-0.0,0.0
2020-09-22,1.0,-0.9432196781739562,-0.03586871765790033,-0.85680867654356,-0.7084426171404268,-0.0,0.0
2020-09-23,1.0,-0.9441674622538099,-0.030055514302888865,-0.8560517662034581,-0.7056681164032389,-0.0,0.0
2020-09-24,1.0,-0.9406379832406169,-0.02313217379057813,-0.8483205408069854,-0.7087529047250194,-0.0,0.0
2020-09-25,1.0,-0.9390445972148774,-0.030636347611493035,-0.8478053939714436,-0.7080204477348845,-0.0,0.0
2020-09-28,1.0,-0.9298398026201479,-0.024811481391388952,-0.8281961288529033,-0.6921499808875142,-0.0,0.0
2020-09-29,1.0,-0.9303351276263241,-0.02031602708803612,-0.8289980899461713,-0.6931758985935058,-0.0,0.0
2020-09-30,1.0,-0.9255212475363922,-0.023166557172988485,-0.8204073164828325,-0.6885999792538293,-0.0,0.0
2020-10-01,1.0,-0.9224584167299331,-0.030333356339291875,-0.8163779418869488,-0.6817585754710471,-0.0,0.0
2020-10-02,1.0,-0.9125896934116112,-0.03247845641501013,-0.8134033714423045,-0.6747347821608818,-0.0,0.0
2020-10-05,1.0,-0.9077281926388364,-0.03852090693925154,-0.8077041813878503,-0.6762597331320961,-0.0,0.0
2020-10-06,1.0,-0.906898677810509,-0.03675412756045763,-0.8041720901555115,-0.6775022264848942,-0.0,0.0
2020-10-07,1.0,-0.9012919543372753,-0.04371453961309727,-0.8035067332011757,-0.6693553899788092,-0.0,0.0
2020-10-08,1.0,-0.8927905004240881,-0.04407124681933842,-0.7868363019508057,-0.6690076335877863,-0.0,0.0
2020-10-09,1.0,-0.8936299908564462,-0.04290697280639372,-0.7857021910664093,-0.664262250668834,-0.0,0.0
2020-10-12,1.0,-0.8912126834204757,-0.047562826783606,-0.7776353516613258,-0.6568055321302074,-0.0,0.0
2020-10-13,1.0,-0.8841942113952626,-0.0531015195929782,-0.7772836011995014,-0.6548401226456417,-0.0,0.0
2020-10-14,1.0,-0.8819264977345193,-0.057828494713878166,-0.775029367343514,-0.6414834703809364,-0.0,0.0
2020-10-15,1.0,-0.8831543624161075,-0.05802013422818792,-0.7734228187919463,-0.6410738255033557,-0.0,0.0
2020-10-16,1.0,-0.883013303843705,-0.06290003686203545,-0.7662611842766663,-0.6388860963104454,-0.0,0.0
2020-10-19,1.0,-0.8813207420802358,-0.0612818967249347,-0.7707119415980175,-0.6354564329247874,-0.0,0.0
2020-10-20,1.0,-0.8797271541779517,-0.0629284114087003,-0.767913866318922,-0.6331293677065569,-0.0,0.0
2020-10-21,1.0,-0.8779957883477623,-0.06063442190059164,-0.7726376307784871,-0.6313133001303607,-0.0,0.0
2020-10-22,1.0,-0.8762700534759359,-0.06517379679144385,-0.7726938502673797,-0.6280748663101604,-0.0,0.0
2020-10-23,1.0,-0.8778419523920808,-0.06266484158515007,-0.7707074416585984,-0.6273495142389743,-0.0,0.0
2020-10-26,1.0,-0.8768928023480755,-0.06223734240544327,-0.7711293442732307,-0.6250750450270163,-0.0,0.0
2020-10-27,1.0,-0.877344348579233,-0.05846297345014823,-0.7729771144941536,-0.6224391218894699,-0.0,0.0
2020-10-28,1.0,-0.8741865509761388,-0.064352856109906,-0.7437060408860844,-0.6044172746992704,-0.0,0.0
2020-10-29,1.0,-0.8642710002288854,-0.06385900663767452,-0.7445312755452376,-0.5970964261190858,-0.0,0.0
2020-10-30,1.0,-0.8342198013457225,-0.06164690804229414,-0.7491829541813522,-0.5590515860301185,-0.0,0.0
2020-11-02,1.0,-0.829408385985066,-0.05807645669793861,-0.7471121322356246,-0.5564171293637118,-0.0,0.0
2020-11-03,1.0,-0.8294820717131475,-0.05724302788844622,-0.7502151394422312,-0.5502788844621515,-0.0,0.0
2020-11-04,1.0,-0.8296741758941071,-0.05256459208349243,-0.7495227185948835,-0.5501145475372279,-0.0,0.0
2020-11-05,1.0,-0.8252501191043353,-0.05564554549785612,-0.74365570906781,-0.5515324757821184,-0.0,0.0
2020-11-06,1.0,-0.8225386957624968,-0.05144633341791423,-0.7454009134737376,-0.5523978685612789,-0.0,0.0
