Date,IWF,IWM,LNGR,MTUM,SPY,VLUE,VXX
2018-09-24,-0.2703297212188571,-0.3598916365657127,1.0,-0.08578771881078077,-0.3252523849217376,-0.27419653607483563,0.0
2018-09-25,-0.2731105088828666,-0.35844161860422025,1.0,-0.08966252055682951,-0.32374400667083597,-0.2713038241493526,0.0
2018-09-26,-0.2743371036528834,-0.36016595586871875,1.0,-0.09199425180789914,-0.3234516966437975,-0.26787038753940295,0.0
2018-09-27,-0.27617040005559546,-0.35553290555722855,1.0,-0.09335402719544117,-0.32358868632583565,-0.2678310824897496,0.0
2018-09-28,-0.2769615794596098,-0.35514668396904114,1.0,-0.09338647634054782,-0.3237706817444502,-0.2680168698150809,0.0
2018-10-01,-0.27715980719317757,-0.35488505747126436,1.0,-0.09341397849462366,-0.3239015572858732,-0.26802929180571006,0.0
2018-10-02,-0.277378690272049,-0.35208787134448716,1.0,-0.09454511748621218,-0.324489039254762,-0.26878157297121935,0.0
2018-10-03,-0.2788512963608883,-0.3620044180909197,1.0,-0.09566329496570167,-0.32340425531914896,-0.26538774561097545,0.0
2018-10-04,-0.27862675319238017,-0.3626171702370154,1.0,-0.0957830344474682,-0.3231223687577047,-0.2658572325727444,0.0
2018-10-05,-0.2854972181962691,-0.3702136612277339,1.0,-0.0973865070830801,-0.32217494974052086,-0.2623778577773622,0.0
2018-10-08,-0.2857109453550635,-0.3706596207356139,1.0,-0.09741155563869339,-0.32204737297448965,-0.26244534337222625,0.0
2018-10-09,-0.2863088974628785,-0.3706769554542266,1.0,-0.09860867531860167,-0.32138430959897113,-0.2613819712381621,0.0
2018-10-10,-0.28711690861911776,-0.3697781518105524,1.0,-0.0995628491946607,-0.3217383173200552,-0.2595086144423405,0.0
2018-10-11,-0.26555160957727114,-0.36934356741894836,1.0,-0.06756787719097261,-0.31813495245732615,-0.2705922786115248,0.0
2018-10-12,-0.2636466538843586,-0.3768393818291021,1.0,-0.06190949201875765,-0.32816650881286236,-0.2795167363533461,0.0
2018-10-15,-0.26259781630156276,-0.378430784146257,1.0,-0.059716996375891604,-0.32817801989797096,-0.27942568269430534,0.0
2018-10-16,-0.2624070910853608,-0.379114537648308,1.0,-0.05920779280734961,-0.32817044457781264,-0.2793961497622455,0.0
2018-10-17,-0.261262091202211,-0.3762551819438047,1.0,-0.058014739751266704,-0.3278212805158913,-0.27970981114693694,0.0
2018-10-18,-0.2628156347284677,-0.3791767554479419,1.0,-0.056566355355701606,-0.32703793381759483,-0.28043352934394095,0.0
2018-10-19,-0.2565990138745557,-0.3722967549592937,1.0,-0.049696135764247217,-0.3321866758399266,-0.28253640637541566,0.0
2018-10-22,-0.25544863697953746,-0.3770296029212503,1.0,-0.05417633144248214,-0.3294674230071424,-0.2804813632501206,0.0
2018-10-23,-0.2544505267031602,-0.37853627121762734,1.0,-0.050600303601821606,-0.33336400018400114,-0.28306269837619025,0.0
2018-10-24,-0.25431252587515524,-0.3792952757716546,1.0,-0.0503473020838125,-0.3334560007360044,-0.2826256957541745,0.0
2018-10-25,-0.24791865702197352,-0.36890951276102085,1.0,-0.048928620171966704,-0.3341294754560757,-0.27480551385287294,0.0
2018-10-26,-0.23997194633605573,-0.3658062034795593,1.0,-0.03375489242324834,-0.34831791135947154,-0.2745412999705889,0.0
2018-10-29,-0.23364675640938917,-0.37051568242801414,1.0,-0.027734559967530274,-0.3452614489616451,-0.27766127759363235,0.0
2018-10-30,-0.2353511660426722,-0.37042717307952544,1.0,-0.0288014795435067,-0.34500879606657947,-0.2758130723081781,0.0
2018-10-31,-0.2368125449317038,-0.36257638389647734,1.0,-0.02976725377426312,-0.3437949317038102,-0.2736340762041697,0.0
2018-11-01,-0.23793149946062567,-0.3613133764832794,1.0,-0.03094660194174757,-0.34367134124415677,-0.2735526788924847,0.0
2018-11-02,-0.24403895667748798,-0.3441397067054741,1.0,-0.026620396283443412,-0.35199820888839134,-0.2721146311429531,0.0
2018-11-05,-0.23755488010807163,-0.37210401891252953,1.0,-0.02397838568051334,-0.3596757852077001,-0.25817854328492623,0.0
2018-11-06,-0.2375709267765469,-0.3720841214086283,1.0,-0.024137620462937943,-0.35961001531117714,-0.2582410159416374,0.0
2018-11-07,-0.23701269469703792,-0.37186008823264605,1.0,-0.025029260826505806,-0.3589853245700909,-0.2579229314846493,0.0
2018-11-08,-0.23562197999775256,-0.37201932801438364,1.0,-0.02310371951904708,-0.35862456455781544,-0.25807394089223507,0.0
2018-11-09,-0.23553737582595408,-0.3719602643052996,1.0,-0.023306513237739922,-0.35861014968310334,-0.25807974108868614,0.0
2018-11-12,-0.2355408041981566,-0.3668677535825616,1.0,-0.0230988316027898,-0.3602969209033213,-0.25680069969276315,0.0
2018-11-13,-0.23493854523473706,-0.3670942754158551,1.0,-0.019656569727091587,-0.3616092417220767,-0.25549063066693534,0.0
2018-11-14,-0.23401534526854217,-0.36978956342262304,1.0,-0.01877776282137569,-0.3632610939112487,-0.2575941131601382,0.0
2018-11-15,-0.23451367099955178,-0.37082025997310625,1.0,-0.017503361721201257,-0.3659569699686239,-0.25235320484087853,0.0
2018-11-16,-0.23313418809156208,-0.3658678481125954,1.0,-0.014991832807500393,-0.36649437246872973,-0.25709874471370076,0.0
2018-11-19,-0.23332284455632474,-0.3722466960352423,1.0,-0.0037759597230962874,-0.37548323294075336,-0.26274386406545,0.0
2018-11-20,-0.23103510189424545,-0.37195888320316,1.0,-0.0,-0.3770760391417542,-0.26427417182870994,0.0
2018-11-21,-0.23657617061146186,-0.36892943984652105,1.0,-0.005108528342293707,-0.3774733977290472,-0.24271086621901977,0.0
2018-11-23,-0.23632346048255698,-0.35486462960069637,1.0,-0.009106533044662189,-0.38580005803182826,-0.2458987121398121,0.0
2018-11-26,-0.236758450861876,-0.3663980299977614,1.0,-0.005081710320125363,-0.385717483769868,-0.24470561898365795,0.0
2018-11-27,-0.23475718621674704,-0.3691751472951259,1.0,-0.0,-0.3849089448312802,-0.24290305302624535,0.0
2018-11-28,-0.23457726988661726,-0.3702124810284796,1.0,-0.0,-0.3843853227390412,-0.24274618337648424,0.0
2018-11-29,-0.22114574557708508,-0.36536159269276813,1.0,-0.0,-0.3840952423180951,-0.2463973750720525,0.0
2018-11-30,-0.22209123868413444,-0.36891389933050117,1.0,-0.0,-0.38993305011232454,-0.2433105718543562,0.0
2018-12-03,-0.2207968340077371,-0.36935835297256436,1.0,-0.0,-0.3899684290097381,-0.243163324291876,0.0
2018-12-04,-0.22166829876257454,-0.3692023502181074,1.0,-0.0,-0.3911911332680495,-0.24350129083949076,0.0
2018-12-06,-0.21450607154578274,-0.32228421398096485,1.0,-0.017831747073624327,-0.40562301717536375,-0.2276993764358385,0.0
2018-12-07,-0.20376937660310024,-0.3407605665216906,1.0,-0.0,-0.4283706925393108,-0.257522025203524,0.0
2018-12-10,-0.19580062968382778,-0.3413595849408009,1.0,-0.0,-0.42916056937608094,-0.25089796461354263,0.0
2018-12-11,-0.18793585928130413,-0.34526717896326564,1.0,-0.0,-0.42808599475858394,-0.259672189401679,0.0
2018-12-12,-0.1880732926152138,-0.3452304275402554,1.0,-0.0,-0.4280510827318157,-0.25963353692393115,0.0
2018-12-13,-0.18857972957872388,-0.3533355682199128,1.0,-0.0,-0.42755615152531007,-0.26541513018214324,0.0
2018-12-14,-0.18754613165134537,-0.35733297546355325,1.0,-0.0,-0.4258426714979087,-0.2659643472231542,0.0
2018-12-17,-0.18735321090656942,-0.3574608003220972,1.0,-0.0,-0.4269130113852417,-0.2650591629946093,0.0
2018-12-18,-0.18377077670335545,-0.3534379038367274,1.0,-0.0,-0.4258722873312241,-0.2649837351276681,0.0
2018-12-19,-0.1847552416390009,-0.3531784051157506,1.0,-0.0,-0.42534702880951847,-0.26483367126400925,0.0
2018-12-20,-0.1845346613900129,-0.3496598336964738,1.0,-0.0,-0.42583040597625504,-0.26328427231090756,0.0
