Date,DD,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.33057826579936744,-0.4043683236856239,-0.15587515665095186,-0.5394462015873963,-0.5535298681148177,0.0
2018-09-25,1.0,-0.3288204636674055,-0.41080093452345295,-0.1503324746899898,-0.5448990594860121,-0.560444497693644,0.0
2018-09-26,1.0,-0.32866043613707163,-0.4106757728253055,-0.14992211838006228,-0.5450814761562425,-0.5610771627126767,0.0
2018-09-27,1.0,-0.3277036148192591,-0.4155992200389981,-0.14882255887205642,-0.5458227088645569,-0.5618719064046798,0.0
2018-09-28,1.0,-0.32287360830341244,-0.4285067736776997,-0.14956401049995474,-0.5501010771505296,-0.5661527321002927,0.0
2018-10-01,1.0,-0.3263788098693759,-0.42788461538461536,-0.14876632801161102,-0.5533079342041607,-0.5673681664247702,0.0
2018-10-02,1.0,-0.3277692098339835,-0.4163718286008044,-0.15298315643049384,-0.556230911125223,-0.5705948168980012,0.0
2018-10-03,1.0,-0.32746893987485265,-0.4111423475711133,-0.15229285692693692,-0.5580544723557329,-0.5738943804600828,0.0
2018-10-04,1.0,-0.33140870616686824,-0.40541112454655387,-0.15281136638452236,-0.5632103990326481,-0.5701330108827086,0.0
2018-10-05,1.0,-0.3223725850688689,-0.3983543807830255,-0.14397661171222761,-0.5703306308206999,-0.5788902619126556,0.0
2018-10-08,1.0,-0.3217383447777376,-0.39721117937597883,-0.14293458619443442,-0.571045657149741,-0.5787555716178774,0.0
2018-10-09,1.0,-0.32080472232261176,-0.3973617636429346,-0.14055535477653297,-0.5723707986989519,-0.580592699674738,0.0
2018-10-10,1.0,-0.3210880623838679,-0.41347589021901365,-0.1328703280636023,-0.5797922568460812,-0.5988607633494776,0.0
2018-10-11,1.0,-0.28933767514115855,-0.40979296746631605,-0.08926597556239356,-0.5790935978251127,-0.6199623577211484,0.0
2018-10-12,1.0,-0.29994670772145904,-0.40333372809095214,-0.08751776409284699,-0.565490288962577,-0.6043936522974893,0.0
2018-10-15,1.0,-0.2918760716608526,-0.4150062082421806,-0.07612487435700348,-0.5661916868680896,-0.6071069591438538,0.0
2018-10-16,1.0,-0.2925870073035867,-0.41287441970489963,-0.07791478163162718,-0.5662201720926107,-0.6072917590703452,0.0
2018-10-17,1.0,-0.2845178482532431,-0.3932179566019503,-0.07033880933555887,-0.5662537702421739,-0.6140150516852616,0.0
2018-10-18,1.0,-0.28588176675752514,-0.3958498197485273,-0.06899381576247839,-0.5654913684457341,-0.6147014859755562,0.0
2018-10-19,1.0,-0.2793268389430088,-0.3878551012074899,-0.06224114799043342,-0.5695619203173308,-0.6176573528553929,0.0
2018-10-22,1.0,-0.2778816927753098,-0.39592588262801026,-0.06932429272854805,-0.5652618657937807,-0.6141571194762684,0.0
2018-10-23,1.0,-0.2760291267837219,-0.40157965823007813,-0.0597510129778613,-0.5766927006870632,-0.6220858535439544,0.0
2018-10-24,1.0,-0.27503754527518476,-0.4072263612002709,-0.06192761859889867,-0.5781677905709827,-0.6223681498277335,0.0
2018-10-25,1.0,-0.2577018669441073,-0.38116293855846484,-0.058696029131264094,-0.5840991850182071,-0.6083463383619444,0.0
2018-10-26,1.0,-0.24870079531424963,-0.3761807688994803,-0.04306755864365902,-0.5972034798587385,-0.6060179735278073,0.0
2018-10-29,1.0,-0.24126084342523405,-0.3795413553207936,-0.036216324544075126,-0.5952360502734119,-0.6106959832803688,0.0
2018-10-30,1.0,-0.23321878579610536,-0.3813001145475372,-0.03049828178694158,-0.597766323024055,-0.6209049255441008,0.0
2018-10-31,1.0,-0.23572161422708618,-0.3684450524395805,-0.03183424532603739,-0.5962722298221613,-0.6177325581395349,0.0
2018-11-01,1.0,-0.24088612292671785,-0.36332752861914414,-0.036740986040138174,-0.5962488224042936,-0.6176025578806132,0.0
2018-11-02,1.0,-0.23641991844509927,-0.44563502693692886,-0.034943596154418555,-0.6087150638449862,-0.6507426258296871,0.0
2018-11-05,1.0,-0.23535188216039277,-0.4483856568962952,-0.03499479244160095,-0.6088082130635322,-0.6482368695134653,0.0
2018-11-06,1.0,-0.23997976612015356,-0.4517808789835451,-0.03290981045615497,-0.6065700598089684,-0.6443300502871426,0.0
2018-11-07,1.0,-0.23916599744207487,-0.4514737812676601,-0.03423455578358764,-0.6056333838969691,-0.6438535439160048,0.0
2018-11-08,1.0,-0.23447928098952925,-0.45139857028446007,-0.02951383739210394,-0.6047518761308694,-0.6460712484798149,0.0
2018-11-09,1.0,-0.23463455149501664,-0.45144162316089226,-0.029692691029900332,-0.604591836734694,-0.6459717607973422,0.0
2018-11-12,1.0,-0.23437361337080312,-0.44191687620174525,-0.029167282946309717,-0.6081940541340038,-0.6444904599911255,0.0
2018-11-13,1.0,-0.22327469553450607,-0.4395775725127964,-0.016679414014237805,-0.6149320468317938,-0.647231864446667,0.0
2018-11-14,1.0,-0.22343805153547477,-0.43937522061418993,-0.016707847982115543,-0.614895870102365,-0.6471055418284504,0.0
2018-11-15,1.0,-0.22498234047562984,-0.4439015775841771,-0.012920885330821755,-0.6235283729691548,-0.6378914527902049,0.0
2018-11-16,1.0,-0.22425044091710758,-0.4406819517930629,-0.012257495590828924,-0.6228101116990006,-0.6394473838918283,0.0
2018-11-19,1.0,-0.22416987735654834,-0.4421340548807388,-0.009087968000941148,-0.6249816181877004,-0.6407164495161907,0.0
2018-11-20,1.0,-0.21288203202909603,-0.43949081949903207,-0.0,-0.629934885903678,-0.6507596644570892,0.0
2018-11-21,1.0,-0.2146046755975834,-0.4351632956833903,-0.0,-0.6291334675889444,-0.6396988004553017,0.0
2018-11-23,1.0,-0.21470047562078726,-0.43386536722009855,-0.0003501502728254209,-0.6293659362142919,-0.6396370108838376,0.0
2018-11-26,1.0,-0.21464624361779722,-0.4343398978847557,-0.0,-0.6290882567469,-0.6393289569657185,0.0
2018-11-27,1.0,-0.21177532539382116,-0.4343825524852226,-0.0,-0.6276679381533354,-0.6379465975599103,0.0
2018-11-28,1.0,-0.21058151730567531,-0.44114905022724626,-0.0,-0.6251602377345298,-0.6365225498193684,0.0
2018-11-29,1.0,-0.17989815993519268,-0.43513482235852335,-0.0,-0.6297882189561393,-0.6483913898854299,0.0
2018-11-30,1.0,-0.18090379431287862,-0.4380416823676048,-0.0,-0.6349459404620423,-0.6447433258935041,0.0
2018-12-03,1.0,-0.180932780660309,-0.43807066871503514,-0.0,-0.634916954114612,-0.6447143395460738,0.0
2018-12-04,1.0,-0.18017391304347827,-0.4379130434782609,-0.0,-0.6353913043478261,-0.645072463768116,0.0
2018-12-06,1.0,-0.17556051246854268,-0.41083276138183483,-0.0,-0.6370395790436971,-0.6362960420956303,0.0
2018-12-07,1.0,-0.17279359176083536,-0.41144328422257187,-0.0,-0.6379344871978258,-0.6386783006722929,0.0
2018-12-10,1.0,-0.165753893547835,-0.4106623309943522,-0.0,-0.6392264247817901,-0.6368018711848936,0.0
2018-12-11,1.0,-0.1691149205624804,-0.4096237770615248,-0.0,-0.6399497989104082,-0.6336746627114292,0.0
2018-12-12,1.0,-0.16771781627236668,-0.41051910618989185,-0.0,-0.6398219228903285,-0.6357409891270226,0.0
2018-12-13,1.0,-0.16831004029837948,-0.41355854697190547,-0.0,-0.638657863900083,-0.6375146474606306,0.0
2018-12-14,1.0,-0.16858171840164637,-0.4141656662665066,-0.0,-0.6381695535356999,-0.6373692334076487,0.0
2018-12-17,1.0,-0.16173744402931867,-0.41314205858026976,-0.0,-0.6335168125944728,-0.643612925305878,0.0
2018-12-18,1.0,-0.1551263845498438,-0.4066742402726498,-0.0,-0.6324339676228343,-0.6458392502130076,0.0
2018-12-19,1.0,-0.1621137610506268,-0.40561130219733366,-0.0,-0.6298075556439922,-0.645100770345945,0.0
2018-12-20,1.0,-0.16000906566944303,-0.39469658337582864,-0.0,-0.637089920108788,-0.6412261317921696,0.0
2018-12-21,1.0,-0.15743382581428852,-0.3938246843131162,-0.0,-0.6387186078702788,-0.6349614395886889,0.0
