Date,IWF,IWM,MTUM,NOVA,SPY,VLUE,VXX
2020-03-23,-0.8381860606675459,-1.20082175103987,-0.8168306787054885,1.0,-0.9784417165466166,-0.23820635081667849,0.0
2020-03-24,-0.845679636179889,-1.2064679130874179,-0.7854977261243052,1.0,-0.9645275391611925,-0.25088428499242044,0.0
2020-03-25,-0.8191418829323737,-1.176548588747869,-0.6241238870998295,1.0,-0.9250805076719076,-0.19080318242091307,0.0
2020-03-26,-0.8156467117159989,-1.176168268773199,-0.6390977443609023,1.0,-0.930379746835443,-0.19743980203673742,0.0
2020-03-27,-0.8047942023599368,-1.159017002694416,-0.5926321657530428,1.0,-0.9216761126080089,-0.16742543900399517,0.0
2020-03-30,-0.815281276238455,-1.1779083869763973,-0.5844295176788881,1.0,-0.9336225394159904,-0.15337251609291913,0.0
2020-03-31,-0.8031954887218045,-1.2155545112781956,-0.588016917293233,1.0,-0.9299812030075189,-0.1625,0.0
2020-04-01,-0.8049924924924924,-1.2257882882882885,-0.5712274774774775,1.0,-0.9299455705705706,-0.16023836336336336,0.0
2020-04-02,-0.8299884125144844,-1.1577752027809967,-0.5623174971031286,1.0,-0.9495249130938586,-0.13538818076477405,0.0
2020-04-03,-0.8254856614246068,-1.1646623496762258,-0.5616558741905643,1.0,-0.9366327474560593,-0.13691026827012026,0.0
2020-04-06,-0.8265869151945102,-1.1698428154124358,-0.5649371725321093,1.0,-0.9366161264895443,-0.13868410070941717,0.0
2020-04-07,-0.7940499300257324,-1.1245993408875445,-0.5410139497088168,1.0,-0.9382872105096834,-0.11651844160534512,0.0
2020-04-08,-0.8006153280984526,-1.1393213022914084,-0.5287229645956744,1.0,-0.9616108738577399,-0.16173026587684255,0.0
2020-04-09,-0.8057760744593484,-1.1121908933296831,-0.5382790400583994,1.0,-0.9581622410803905,-0.14805182954649146,0.0
2020-04-13,-0.8131377551020408,-1.0886479591836735,-0.544460641399417,1.0,-0.9591381195335277,-0.15000911078717202,0.0
2020-04-14,-0.8129925743701881,-1.088150881508815,-0.5447587809211425,1.0,-0.9587262539292059,-0.1509270648262038,0.0
2020-04-15,-0.8272972849228515,-1.090746760679456,-0.5534545121560368,1.0,-0.9693695343619797,-0.13767684629824642,0.0
2020-04-16,-0.8283253939171858,-1.0993037742762917,-0.5493312568706487,1.0,-0.9748076218395018,-0.1287101502381825,0.0
2020-04-17,-0.8197985957132298,-1.1330838876570584,-0.5274852180339985,1.0,-0.9902069475240206,-0.14878972653362899,0.0
2020-04-20,-0.8375092114959469,-1.1037675018422992,-0.5437085482682388,1.0,-0.9871499631540162,-0.13361274871039056,0.0
2020-04-21,-0.8411068649569502,-1.1137713522722041,-0.5494267691882684,1.0,-0.9834246512270363,-0.1164878677655509,0.0
2020-04-22,-0.8291063907709211,-1.1309284013916865,-0.5310840505401941,1.0,-0.9836110602453763,-0.10323200878959898,0.0
2020-04-23,-0.8315620705451214,-1.1322491983508933,-0.5313330279431975,1.0,-0.9863948694457169,-0.09931287219422813,0.0
2020-04-24,-0.8303862582097092,-1.1444908832039682,-0.528820098286869,1.0,-0.9874615349285812,-0.1016396454324163,0.0
2020-04-27,-0.8402523308131175,-1.1397096340275523,-0.5438563940813581,1.0,-1.0089057934041468,-0.10566352799294959,0.0
2020-04-28,-0.8430663700407861,-1.1365406006674081,-0.5433351872450871,1.0,-1.0119577308120133,-0.09992584352984797,0.0
2020-04-29,-0.8335650723025584,-1.145995550611791,-0.5362439747868001,1.0,-1.0087133852428625,-0.11026140155728587,0.0
2020-04-30,-0.8342981521789469,-1.1475478164219886,-0.5343861436576668,1.0,-1.0121798731070253,-0.10276478488399018,0.0
2020-05-01,-0.8242697255375471,-1.1680211767984026,-0.5324385826405982,1.0,-1.0114243254539546,-0.10792736729670738,0.0
2020-05-04,-0.8254203529575247,-1.1700402983000602,-0.5292973273426281,1.0,-1.0168604381861133,-0.0904164157672889,0.0
2020-05-05,-0.8242567379827731,-1.1693525979438735,-0.5263036028526443,1.0,-1.0176900991016025,-0.0932666481430027,0.0
2020-05-06,-0.820292945211829,-1.1703902846018357,-0.5177528506535645,1.0,-1.0219245387966998,-0.10484842866413277,0.0
2020-05-07,-0.8244784422809457,-1.1701437181270282,-0.5205377839592026,1.0,-1.0203059805285117,-0.10064904960593417,0.0
2020-05-08,-0.8375122566185741,-1.179576971564645,-0.5188868655740767,1.0,-1.0352990614932063,-0.09795956483167577,0.0
2020-05-11,-0.8370017290527594,-1.1875321276695172,-0.5154913781017805,1.0,-1.0377587737744753,-0.0953315575494182,0.0
2020-05-12,-0.8333411225872785,-1.1890919287750619,-0.5076412581202973,1.0,-1.0391176333130814,-0.10436042435855494,0.0
2020-05-13,-0.8409484169667494,-1.1622784454940842,-0.5203198802787261,1.0,-1.0544825328532013,-0.09853622036196978,0.0
2020-05-14,-0.8435412286848868,-1.163653352020556,-0.5204391497313712,1.0,-1.060126138752628,-0.08404578369539827,0.0
2020-05-15,-0.8447646673528586,-1.1596799850285393,-0.5192757555909048,1.0,-1.0640965659212127,-0.09076448020960044,0.0
2020-05-18,-0.8438406136002244,-1.1525582265456926,-0.5155270788513703,1.0,-1.0652417921616313,-0.09966326816948834,0.0
2020-05-19,-0.847978335979083,-1.1449715192828462,-0.5231114016248015,1.0,-1.0676533756653281,-0.08525539266037911,0.0
2020-05-20,-0.8482922954725973,-1.1503060318646918,-0.5207213941970752,1.0,-1.0715320282203429,-0.08134373685931878,0.0
2020-05-21,-0.861580458417659,-1.1166282298677461,-0.5617263613686638,1.0,-1.0905068950910717,-0.07605779639478515,0.0
2020-05-22,-0.8635635541317251,-1.1135399981155185,-0.5643550362762649,1.0,-1.093847168566852,-0.07589748421746914,0.0
2020-05-26,-0.8632873227493287,-1.1128751118858058,-0.5641400103641588,1.0,-1.0936543081923966,-0.07702454421255948,0.0
2020-05-27,-0.8582473011832367,-1.1181351058313298,-0.5548484419931173,1.0,-1.0949889218875217,-0.08787064535897798,0.0
2020-05-28,-0.8834199338686821,-1.1016532829475674,-0.5752007557864903,1.0,-1.1065186584789797,-0.05682569674067076,0.0
2020-05-29,-0.8956854953164916,-1.090737061216766,-0.5854385466931592,1.0,-1.1184596461349228,-0.04054309773866969,0.0
2020-06-01,-0.895680560155178,-1.0904574916024035,-0.585750106448408,1.0,-1.1182760088943557,-0.040828878270331645,0.0
2020-06-02,-0.9051970302684181,-1.0998952979249952,-0.5933752141633353,1.0,-1.124405101846564,-0.03626499143346659,0.0
2020-06-03,-0.9116621279441975,-1.0999474463714107,-0.6114853566480339,1.0,-1.1262242606659978,-0.028235631360183464,0.0
2020-06-04,-0.9119487841001386,-1.100616310735273,-0.6111031484401127,1.0,-1.1270364531078305,-0.02694567865844919,0.0
2020-06-05,-0.9200918704244221,-1.1027321881429732,-0.6176850567012776,1.0,-1.1292406335231349,-0.015168189865543805,0.0
2020-06-08,-0.9232497013142175,-1.083488649940263,-0.6443488649940263,1.0,-1.1266905615292713,-0.0012903225806451613,0.0
2020-06-09,-0.9254800802522213,-1.079631221935607,-0.6461736887360275,1.0,-1.1256329416260629,-0.0,0.0
2020-06-10,-0.9294314381270903,-1.0733874820831342,-0.6511227902532251,1.0,-1.1238891543239369,-0.0,0.0
2020-06-11,-0.9341237211970551,-1.063151352901807,-0.6612964910603308,1.0,-1.12200019122287,-0.0,0.0
2020-06-12,-0.9205876795162509,-1.035194633408919,-0.6686980347694633,1.0,-1.0996315192743764,-0.0,0.0
2020-06-15,-0.9405036524413688,-1.067329873125721,-0.6677239523260285,1.0,-1.130286428296809,-0.0,0.0
2020-06-16,-0.9410373944511461,-1.077925211097708,-0.6766224366706876,1.0,-1.1295536791314837,-0.0,0.0
2020-06-17,-0.9402257815515246,-1.0704843689695098,-0.6806734851408722,1.0,-1.1330084909301428,-0.0,0.0
2020-06-18,-0.9413836356619066,-1.0676379776148206,-0.6823620223851795,1.0,-1.1330084909301428,-0.0,0.0
2020-06-19,-0.9479696045689948,-1.0675185131407,-0.6859784134359421,1.0,-1.138521852766081,-0.0,0.0
2020-06-22,-0.947478176527643,-1.0658098933074684,-0.7025703200775946,1.0,-1.1338021338506306,-0.0,0.0
2020-06-23,-0.9452886062430215,-1.0636438662070973,-0.7046458565949804,1.0,-1.1409777173649205,-0.0,0.0
2020-06-24,-0.944126213592233,-1.0635922330097087,-0.7060194174757283,1.0,-1.140631067961165,-0.0,0.0
2020-06-25,-0.9397065233183204,-1.053029202382682,-0.7135938786381907,1.0,-1.136519928325827,-0.0,0.0
2020-06-26,-0.941638010364702,-1.0488690850971085,-0.7134208359567976,1.0,-1.139439143701264,-0.0,0.0
2020-06-29,-0.9357784865178311,-1.0446989465545569,-0.716439547694984,1.0,-1.1353532424857447,-0.0,0.0
2020-06-30,-0.9703371225057326,-0.9975606186271162,-0.7552324730448358,1.0,-1.1556813192174464,-0.0,0.0
2020-07-01,-0.9689407628070518,-0.9989256238706842,-0.7460077159740196,1.0,-1.1696537578746886,-0.0,0.0
2020-07-02,-0.9693299472553233,-0.9983883571009963,-0.7464348505567494,1.0,-1.1696132057042392,-0.0,0.0
2020-07-06,-0.9701631018654167,-0.9986326789725559,-0.7452876257447016,1.0,-1.1692059771462058,-0.0,0.0
2020-07-07,-0.9719046223004006,-0.9974592006254275,-0.7467995700185673,1.0,-1.1699403889377502,-0.0,0.0
2020-07-08,-0.9734141335157853,-0.9910077216303391,-0.7533965399276707,1.0,-1.1692894145244845,-0.0,0.0
2020-07-09,-0.9701055099648299,-0.9917936694021101,-0.7522469714732317,1.0,-1.170623290347792,-0.0,0.0
2020-07-10,-0.9726864067233459,-0.9910583406625623,-0.7531027069285644,1.0,-1.1692563275676733,-0.0,0.0
2020-07-13,-0.9806479988271514,-0.9842154131847725,-0.7549723891902458,1.0,-1.1670820505302253,-0.0,0.0
2020-07-14,-0.9740836546439554,-0.9832593098735908,-0.7472790277709991,1.0,-1.1760456830494412,-0.0,0.0
2020-07-15,-0.9750927915608517,-0.9806114475483493,-0.7517093182262161,1.0,-1.176352803281891,-0.0,0.0
2020-07-16,-0.9878239608801956,-0.9564303178484109,-0.7593643031784842,1.0,-1.186356968215159,-0.0,0.0
2020-07-17,-0.987331246331442,-0.9573468988456271,-0.7614459009978477,1.0,-1.1853355507728427,-0.0,0.0
2020-07-20,-1.0003448275862068,-0.9572906403940886,-0.7776847290640394,1.0,-1.1907881773399014,-0.0,0.0
2020-07-21,-0.9826125504876366,-0.9715298985321643,-0.7698748891734803,1.0,-1.2015564968968573,-0.0,0.0
2020-07-22,-0.9866949194303454,-0.967525747794806,-0.7730744591731138,1.0,-1.2005124919923127,-0.0,0.0
2020-07-23,-0.9967329967329968,-0.9664389664389664,-0.7787842787842788,1.0,-1.208048708048708,-0.0,0.0
2020-07-24,-0.9780967885156134,-0.9834245967145183,-0.7601992994918849,1.0,-1.2011247595086576,-0.010310295496028809,0.0
2020-07-27,-0.9861234567901235,-0.9828148148148148,-0.7594074074074073,1.0,-1.2098765432098764,-0.0,0.0
2020-07-28,-0.9940119760479043,-0.9799079526896619,-0.7629534319790172,1.0,-1.2119067649824318,-0.0,0.0
2020-07-29,-0.9981635894381578,-0.9702700019853088,-0.763053404804447,1.0,-1.2146118721461188,-0.017123287671232876,0.0
2020-07-30,-0.9926347009391991,-0.9526445872466633,-0.7632723677706376,1.0,-1.2131487889273356,-0.021453287197231833,0.0
2020-07-31,-0.9952512861100118,-0.9605263157894736,-0.762613771270281,1.0,-1.2096359319351009,-0.018500197863078747,0.0
2020-08-03,-0.9965356824705534,-0.9587251311491637,-0.7617044442244878,1.0,-1.2107294862912006,-0.021330297931307533,0.0
2020-08-04,-0.9893066574680924,-0.9543685014537033,-0.7564677474991377,1.0,-1.2027300054205885,-0.024934706549056326,0.0
2020-08-05,-0.988816081194265,-0.9541804207518353,-0.7558259841355864,1.0,-1.1999802926540868,-0.02803369956151155,0.0
2020-08-06,-0.9776818560847599,-0.9496738117427773,-0.7498896355520674,1.0,-1.1916417324765782,-0.03619953892186197,0.0
2020-08-07,-0.975189152009433,-0.94703743735875,-0.7552815171465068,1.0,-1.182617667288985,-0.05286430185712882,0.0
2020-08-10,-0.9760172989974445,-0.9478572832710832,-0.757568311381954,1.0,-1.1829172400235897,-0.05017692156477296,0.0
2020-08-11,-0.9646355799373041,-0.9591986677115987,-0.7385873824451411,1.0,-1.172903605015674,-0.06274490595611285,0.0
2020-08-12,-0.9653643803585348,-0.9539166017147311,-0.7375779423226811,1.0,-1.1638737334372564,-0.05061379579111458,0.0
2020-08-13,-0.958341444422815,-0.9640840957757446,-0.7202160794237883,1.0,-1.1626922328207125,-0.061319836480436055,0.0
2020-08-14,-0.9663808224517637,-0.967745078931982,-0.7262716819333463,1.0,-1.1630773728318067,-0.048869616059247716,0.0
2020-08-17,-1.0029714738510302,-0.987371236133122,-0.747622820919176,1.0,-1.193244849445325,-0.021246038034865296,0.0
2020-08-18,-1.0005447971868655,-0.9827150710712694,-0.7409241741369917,1.0,-1.1970680005943242,-0.03144965578723193,0.0
2020-08-19,-1.0005946187007582,-0.9862742183241663,-0.7362370546553689,1.0,-1.194390763589515,-0.0376591843813488,0.0
2020-08-20,-1.0000989217528935,-0.9919378771391829,-0.7335047977050153,1.0,-1.1892373132851914,-0.031259273914333766,0.0
