Date,APLT,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-02-24,1.0,-3.772448084235157,-4.332845861362972,-8.776835331968412,-7.260894998537585,-4.105293945598128,0.0
2020-02-25,1.0,-3.1752903907074974,-4.137539598732841,-8.176082365364309,-6.354012671594509,-3.5559662090813093,0.0
2020-02-26,1.0,-3.1037616763443574,-3.8237818732643274,-7.952537238071194,-6.15248674577127,-3.2133299671800053,0.0
2020-02-27,1.0,-3.189489641232946,-3.774128347650329,-7.935826174835776,-6.191763516927742,-3.173572511369379,0.0
2020-02-28,1.0,-2.7506396836473597,-3.9886020004652245,-7.16817864619679,-5.444056757385439,-2.90974645266341,0.0
2020-03-02,1.0,-2.8429464906184854,-3.8505906879777623,-7.10169098911281,-5.463516330785267,-2.9054899235580267,0.0
2020-03-03,1.0,-2.518785495849716,-4.161424202708607,-6.353429445172565,-5.063346439493229,-2.7468326780253385,0.0
2020-03-04,1.0,-2.248887004451982,-4.287894848420606,-6.404706381174475,-4.804748781004877,-2.4538901844392624,0.0
2020-03-05,1.0,-1.9103764570991784,-4.334798394802217,-5.52895088859163,-4.213644181158036,-2.1215364035925854,0.0
2020-03-06,1.0,-1.7231390449438204,-4.007022471910113,-5.140800561797754,-3.7937148876404496,-1.8913272471910114,0.0
2020-03-09,1.0,-1.7296918767507004,-3.9565826330532214,-5.174019607843138,-3.784663865546219,-1.8618697478991597,0.0
2020-03-10,1.0,-1.917070681296249,-2.2208471548864503,-3.783235519265119,-2.7277366675172234,-1.1094667006889511,0.0
2020-03-11,1.0,-1.6331714605902128,-2.6021666044079192,-3.833271074585979,-2.5023035736520978,-0.8808367575644377,0.0
2020-03-12,1.0,-1.5662908680947012,-2.1613303269447575,-3.4431792559188277,-2.3279594137542277,-0.7753100338218715,0.0
2020-03-13,1.0,-1.5839395370807747,-1.5493623051487955,-2.942087860179499,-2.0205007085498345,-0.35153519130845534,0.0
2020-03-16,1.0,-1.275925279329609,-1.8981319832402235,-2.769465782122905,-1.7855272346368716,-0.0,0.0
2020-03-17,1.0,-1.1257600884466559,-1.2598120508568271,-1.6768242122719736,-1.4293117744610284,-0.41811774461028195,0.0
2020-03-18,1.0,-1.0757464431233719,-1.257163850110213,-1.5598824393828066,-1.3822055974884777,-0.4045821922383274,0.0
2020-03-19,1.0,-1.083089335675711,-1.1052117899668163,-1.5235213741948077,-1.3686641941570696,-0.42611750927191105,0.0
2020-03-20,1.0,-1.1068798513899023,-1.2414914084787367,-1.5181450275326742,-1.394015789822862,-0.37384727658727523,0.0
2020-03-23,1.0,-1.1227299940131712,-1.3918712166566887,-1.3890108428124792,-1.3989223707842746,-0.3495642918911728,0.0
2020-03-24,1.0,-1.1517791819088792,-1.42221483205853,-1.3277020285999332,-1.3841702693714664,-0.3652144995011639,0.0
2020-03-25,1.0,-1.1427406199021206,-1.3967248086334547,-1.0961224745890326,-1.3560045175053332,-0.28272054210064,0.0
2020-03-26,1.0,-1.156766917293233,-1.3963659147869676,-1.0775062656641605,-1.3520050125313283,-0.2830200501253133,0.0
2020-03-27,1.0,-1.1584877778461917,-1.3720829998152824,-1.018718059232806,-1.3582907456437412,-0.24967674404285453,0.0
2020-03-30,1.0,-1.136996381921874,-1.3587416446924634,-1.0581958668056664,-1.3610719322990128,-0.217329980989759,0.0
2020-03-31,1.0,-1.1251143780882085,-1.3638748246202648,-1.0496553406941989,-1.3514304886231927,-0.21002867077411091,0.0
2020-04-01,1.0,-1.1252587991718426,-1.3705395201558883,-1.0355620509073193,-1.3492266471806114,-0.20880526123492876,0.0
2020-04-02,1.0,-1.1350720823114195,-1.301250224322546,-1.0153735718131243,-1.3540707064664712,-0.17610815337680205,0.0
2020-04-03,1.0,-1.130730659025788,-1.3059933142311366,-1.0139684813753582,-1.3439589302769819,-0.17484479465138492,0.0
2020-04-06,1.0,-1.1386250970554859,-1.2804156961118078,-1.01391626351311,-1.3569850086603357,-0.1827032192558084,0.0
2020-04-07,1.0,-1.088044860677535,-1.2200832466181062,-0.9747947739623077,-1.3439704012024511,-0.15412186379928317,0.0
2020-04-08,1.0,-1.0991764705882352,-1.2401764705882352,-0.9622941176470589,-1.377470588235294,-0.20323529411764704,0.0
2020-04-09,1.0,-1.0983913424978065,-1.2246270839426734,-0.9633226089499853,-1.3730915472360339,-0.19023106171395146,0.0
2020-04-13,1.0,-1.156135801013792,-1.1145231639750088,-1.013674407638807,-1.4019804314511375,-0.2078274195449723,0.0
2020-04-14,1.0,-1.1548714319414957,-1.120134465675867,-1.0100259495163955,-1.4032200990799717,-0.20942439254541168,0.0
2020-04-15,1.0,-1.1142488111313331,-1.146362942523337,-0.9735219867316385,-1.4019843832560324,-0.2348382551517642,0.0
2020-04-16,1.0,-1.133661336613366,-1.1193697651262227,-0.9890470333274762,-1.4070169273121302,-0.2081063667779535,0.0
2020-04-17,1.0,-1.1235598401128615,-1.1452504114742534,-0.9691982130260992,-1.4166470726545968,-0.22354808370561957,0.0
2020-04-20,1.0,-1.1309265662544687,-1.129109769677079,-0.9750923049873996,-1.4141710133036394,-0.21139307273046942,0.0
2020-04-21,1.0,-1.1323529411764706,-1.1318842277947037,-0.9749238340754628,-1.4184438715725334,-0.2013709866416686,0.0
2020-04-22,1.0,-1.1263938350166385,-1.1399381166442875,-0.9642127386303929,-1.4232004203397746,-0.18430731507968942,0.0
2020-04-23,1.0,-1.1066386652665967,-1.1640998716602498,-0.950239178625598,-1.4208377085520945,-0.19175125422937817,0.0
2020-04-24,1.0,-1.1078763127187865,-1.1613185530921821,-0.9518669778296382,-1.4215285880980164,-0.19171528588098016,0.0
2020-04-27,1.0,-1.108090765910284,-1.1619319839001343,-0.9513504054132883,-1.4239048007933268,-0.18794843376305198,0.0
2020-04-28,1.0,-1.1193360512521842,-1.137041351193943,-0.9562026790914385,-1.4318578916715203,-0.17973209085614444,0.0
2020-04-29,1.0,-1.1417299824663938,-1.1220338983050848,-0.9743424897720631,-1.4446522501461134,-0.16177673874926943,0.0
2020-04-30,1.0,-1.144927536231884,-1.0771782783307142,-0.9916768523368839,-1.463884523601653,-0.142715790699028,0.0
2020-05-01,1.0,-1.1424493125145654,-1.0921696574225122,-0.9860755068748545,-1.464693544628292,-0.14075972966674435,0.0
2020-05-04,1.0,-1.1627622377622377,-1.067948717948718,-1.0048368298368298,-1.48997668997669,-0.10203962703962705,0.0
2020-05-05,1.0,-1.1617338615707296,-1.071836401771149,-0.9955721277091588,-1.4902120717781404,-0.10679328827779072,0.0
2020-05-06,1.0,-1.1764223355012597,-1.0759946094802837,-1.0113083728833423,-1.5032518896115312,-0.0922833538407453,0.0
2020-05-07,1.0,-1.2006121968448316,-1.0864139392512362,-1.0185425005886508,-1.5038262302801977,-0.07717212149752767,0.0
2020-05-08,1.0,-1.1966093713209323,-1.0853543677890274,-1.0264892865552155,-1.5020602778431835,-0.07599481987285142,0.0
2020-05-11,1.0,-1.209718218718748,-1.0563562562503677,-1.041649508794635,-1.5126772163068414,-0.06229778222248368,0.0
2020-05-12,1.0,-1.219006072039144,-1.0557094853504685,-1.0564758592230148,-1.515062194187349,-0.048988976006602604,0.0
2020-05-13,1.0,-1.2217191909689558,-1.033219661335842,-1.0647930385700848,-1.5239299153339603,-0.03598306679209783,0.0
2020-05-14,1.0,-1.2266792142100928,-1.0311728031996237,-1.0602282084460652,-1.533231384542995,-0.030349370662275024,0.0
2020-05-15,1.0,-1.2427241663720985,-1.0450100153175446,-1.0706963591375045,-1.532932720631554,-0.0,0.0
2020-05-18,1.0,-1.2461266568483063,-1.0429455081001473,-1.0519587628865978,-1.5266568483063327,-0.023269513991163476,0.0
2020-05-19,1.0,-1.2696311981648138,-0.9597082524557379,-1.1269925298511851,-1.5256749602964532,-0.0,0.0
2020-05-20,1.0,-1.2706212706212705,-0.923130923130923,-1.1368316368316367,-1.5194220194220194,-0.0,0.0
2020-05-21,1.0,-1.2753495992042594,-0.9155110877069802,-1.1401322333391843,-1.5200397870224096,-0.0,0.0
2020-05-22,1.0,-1.2725093545369506,-0.9112488306828812,-1.14289055191768,-1.5199368568755847,-0.0,0.0
2020-05-26,1.0,-1.2756076134699852,-0.9096339677891655,-1.1438945827232796,-1.5274377745241579,-0.0,0.0
2020-05-27,1.0,-1.2818650421743205,-0.8956771321462041,-1.1576265229615745,-1.522317244611059,-0.0,0.0
2020-05-28,1.0,-1.2940832211622872,-0.8764557850997835,-1.164101363609762,-1.5177035172938491,-0.0,0.0
2020-05-29,1.0,-1.274370112945265,-0.8668983492615118,-1.1478714161598609,-1.5029249927599189,-0.0,0.0
2020-06-01,1.0,-1.2710745715609078,-0.8767948124131542,-1.1336266790180638,-1.5082792959703566,-0.0,0.0
2020-06-02,1.0,-1.2718171296296295,-0.8775462962962962,-1.128298611111111,-1.5093171296296295,-0.0,0.0
2020-06-03,1.0,-1.2741870036519622,-0.8751376731783664,-1.1403976581067763,-1.5071010376210074,-0.0,0.0
2020-06-04,1.0,-1.2810358843339913,-0.85193357333643,-1.1690279874579026,-1.5045871559633028,-0.0,0.0
2020-06-05,1.0,-1.2757263572172706,-0.8492881120500059,-1.1573677508970948,-1.505266813288575,-0.0,0.0
2020-06-08,1.0,-1.2907132459970887,-0.8054730713245996,-1.2206113537117902,-1.5056186317321687,-0.0,0.0
2020-06-09,1.0,-1.2930481906648794,-0.806363265543966,-1.2215488607889984,-1.5062059320552414,-0.0,0.0
2020-06-10,1.0,-1.2922225458782406,-0.8111855519953394,-1.211884648995048,-1.5105155840372853,-0.0,0.0
2020-06-11,1.0,-1.2929557769620694,-0.8106391656470314,-1.214123404999126,-1.5087688632523453,-0.0,0.0
2020-06-12,1.0,-1.2656858255095031,-0.7514884359972521,-1.2388367300206091,-1.4687428440577055,-0.0,0.0
2020-06-15,1.0,-1.2692814199828226,-0.740051531634698,-1.2470083023189236,-1.4693959347265961,-0.0,0.0
2020-06-16,1.0,-1.2711311906668192,-0.7284684890769759,-1.2474551069426971,-1.4718060162415647,-0.0,0.0
2020-06-17,1.0,-1.266392740969012,-0.7212806026365348,-1.2495006562803173,-1.4695543000627747,-0.0,0.0
2020-06-18,1.0,-1.2651035427006676,-0.723258600034229,-1.2475897084830851,-1.4688801414798334,-0.0,0.0
2020-06-19,1.0,-1.267500285485897,-0.7245061093981958,-1.2480872444901223,-1.469567203380153,-0.0,0.0
2020-06-22,1.0,-1.2666971899502089,-0.7226578149144394,-1.2682996623361757,-1.4654037658101071,-0.0,0.0
2020-06-23,1.0,-1.2635428571428573,-0.7177142857142857,-1.2661142857142857,-1.4669142857142858,-0.0,0.0
2020-06-24,1.0,-1.2698495070057083,-0.7178688808164677,-1.2922793057717812,-1.486017413365623,-0.0,0.0
2020-06-25,1.0,-1.2616699162748022,-0.7082234201169858,-1.2856979011354512,-1.479011354513132,-0.0,0.0
2020-06-26,1.0,-1.263855421686747,-0.7057372346528973,-1.2840504876649455,-1.4835915088927136,-0.0,0.0
2020-06-29,1.0,-1.2581549731028956,-0.7008126359162183,-1.2835069245736523,-1.4803708366716264,-0.0,0.0
2020-06-30,1.0,-1.267887807670292,-0.6790497996565541,-1.2949627933600458,-1.4821980538065256,-0.0,0.0
2020-07-01,1.0,-1.261433798307798,-0.6799679853647382,-1.2868168305511092,-1.4886805396752802,-0.0,0.0
2020-07-02,1.0,-1.2505857477570146,-0.69906851820104,-1.2806446082633292,-1.4843133893365337,-0.0,0.0
2020-07-06,1.0,-1.2636561854487034,-0.6994491622676153,-1.2824764746385127,-1.4923112233187974,-0.0,0.0
2020-07-07,1.0,-1.253671177656205,-0.7232363950475094,-1.2759573855456376,-1.5058450906996832,-0.0,0.0
2020-07-08,1.0,-1.2478607936599093,-0.7299144317463963,-1.2740481249641071,-1.4910124619537128,-0.0,0.0
2020-07-09,1.0,-1.2432944690138419,-0.7339612888403882,-1.2719545115157085,-1.4942277870311873,-0.0,0.0
2020-07-10,1.0,-1.239226487634131,-0.747632983301773,-1.260687439031388,-1.4906753887645607,-0.0,0.0
2020-07-13,1.0,-1.2549695507296335,-0.7395151097322763,-1.2636447202114214,-1.4870159715040792,-0.0,0.0
2020-07-14,1.0,-1.2522827772353988,-0.743639809337851,-1.2633664503531843,-1.4835467753976914,-0.0,0.0
2020-07-15,1.0,-1.251646903820817,-0.7316262817207997,-1.2686028527238356,-1.476485077619293,-0.0,0.0
2020-07-16,1.0,-1.247705369435521,-0.7489674162459844,-1.2641693437356587,-1.4757342817806332,-0.0,0.0
2020-07-17,1.0,-1.2614853195164077,-0.7510650546919977,-1.2708117443868738,-1.4736902705814623,-0.0,0.0
2020-07-20,1.0,-1.2801527159136923,-0.7522415688089316,-1.2763348180713832,-1.475964597674553,-0.0,0.0
2020-07-21,1.0,-1.2506810409783806,-0.7831101837361619,-1.2614617747638093,-1.500840433547789,-0.0,0.0
2020-07-22,1.0,-1.2559002609452015,-0.7782545665410264,-1.2652942881994782,-1.4993331400405916,-0.0,0.0
2020-07-23,1.0,-1.2477825135353071,-0.7853357908075107,-1.2534846215873747,-1.4731021771685289,-0.0,0.0
2020-07-24,1.0,-1.2208645533141211,-0.8243804034582133,-1.2368299711815562,-1.4816138328530262,-0.0,0.0
2020-07-27,1.0,-1.2154527672304685,-0.8267172937521574,-1.2363364399953976,-1.4745713956966977,-0.0,0.0
2020-07-28,1.0,-1.2179892961961212,-0.8222362893479888,-1.2307648040513322,-1.4837428785175806,-0.0,0.0
2020-07-29,1.0,-1.2287283236994222,-0.8249132947976879,-1.2352601156069365,-1.4915028901734104,-0.0,0.0
2020-07-30,1.0,-1.2295735583034786,-0.8157286490234601,-1.2376054547555762,-1.4954351092106783,-0.0,0.0
2020-07-31,1.0,-1.2304802635381147,-0.8168525689186846,-1.2378778246546842,-1.4940761717621225,-0.0,0.0
2020-08-03,1.0,-1.2259462583068477,-0.82190118462872,-1.2391216411441779,-1.491707598959838,-0.0,0.0
2020-08-04,1.0,-1.2243541582384558,-0.816621395133792,-1.2371843033000058,-1.5012425590937988,-0.0,0.0
2020-08-05,1.0,-1.225414811817078,-0.8170781060299473,-1.2379025264496732,-1.501011736139215,-0.0,0.0
2020-08-06,1.0,-1.2274067649609715,-0.8106967331598728,-1.2418039895923678,-1.502052616363111,-0.0,0.0
2020-08-07,1.0,-1.2311796775316088,-0.8242663264122492,-1.246317132583227,-1.4980280709894447,-0.0,0.0
2020-08-10,1.0,-1.2232189362810348,-0.8281150529544533,-1.243706232999595,-1.49238960587997,-0.0,0.0
2020-08-11,1.0,-1.2158874733383294,-0.8415864414596184,-1.2275897849772295,-1.479679483484176,-0.0,0.0
2020-08-12,1.0,-1.2072482138741645,-0.8530767457939618,-1.2101290619958516,-1.4912422217100716,-0.0,0.0
2020-08-13,1.0,-1.2143146210325488,-0.8496271029658322,-1.2209053593108632,-1.496502283633,-0.0,0.0
2020-08-14,1.0,-1.2153259361997226,-0.8493989828941285,-1.220584835876098,-1.4936430883032825,-0.0,0.0
2020-08-17,1.0,-1.2142568542568544,-0.8437518037518038,-1.221933621933622,-1.4920634920634923,-0.0,0.0
2020-08-18,1.0,-1.234458155447687,-0.8460143868062461,-1.201941634013685,-1.547868296391602,-0.018012749283583835,0.0
2020-08-19,1.0,-1.2360640411359123,-0.8488372093023258,-1.1911300689493982,-1.5403178684118268,-0.02687857894121772,0.0
2020-08-20,1.0,-1.2369068541300527,-0.8539543057996486,-1.193263034563562,-1.5439367311072056,-0.03016988869361453,0.0
2020-08-21,1.0,-1.2287309048178614,-0.860223266745006,-1.1873090481786135,-1.5527614571092834,-0.0464159811985899,0.0
2020-08-24,1.0,-1.2288255389327367,-0.8742490281540819,-1.1861232182824832,-1.5552479679585347,-0.04552950877606314,0.0
2020-08-25,1.0,-1.232447090726876,-0.8765548546837233,-1.1990213995165948,-1.552260802924011,-0.034899487119023756,0.0
2020-08-26,1.0,-1.2209186367102716,-0.8738781017187774,-1.2038481844312783,-1.5417962104769167,-0.025693670440546722,0.0
2020-08-27,1.0,-1.195579331021104,-0.8980071718299923,-1.193110340367997,-1.5443536535183116,-0.0474398918346952,0.0
2020-08-28,1.0,-1.1964852474432819,-0.8926766192547313,-1.1944281180204537,-1.5444339955330904,-0.04948865640061126,0.0
2020-08-31,1.0,-1.1973320796850209,-0.8928718340483046,-1.1942763119233708,-1.5443380149262502,-0.04765822412881236,0.0
2020-09-01,1.0,-1.1994238344405903,-0.8911164677523665,-1.2013639837732966,-1.542653889117526,-0.04462343465224294,0.0
2020-09-02,1.0,-1.1900147710487443,-0.877695716395864,-1.2092762186115213,-1.55533234859675,-0.07615952732644017,0.0
2020-09-03,1.0,-1.1962495577308645,-0.8691473051067342,-1.1990800801981365,-1.5543696190588512,-0.07807524472225498,0.0
2020-09-04,1.0,-1.130688448074679,-0.8769544924154026,-1.1433488914819137,-1.5614935822637106,-0.1218786464410735,0.0
2020-09-08,1.0,-1.122003849069808,-0.8770630430979179,-1.1372251705837755,-1.5554324371610193,-0.14019945179914853,0.0
2020-09-09,1.0,-1.0843058700574812,-0.8936306102305057,-1.0895314405155898,-1.558613481971782,-0.1801079951228009,0.0
2020-09-10,1.0,-1.0828546562228023,-0.8898752538439223,-1.090977661734842,-1.5611836379460398,-0.17731360603423266,0.0
2020-09-11,1.0,-1.0874215298767729,-0.8892699372239014,-1.0936410137177401,-1.567135549872123,-0.17519181585677748,0.0
2020-09-14,1.0,-1.074829538888247,-0.8922916907430949,-1.0843638044608805,-1.551658384375361,-0.1751993528256096,0.0
2020-09-15,1.0,-1.0754978354978355,-0.8840981240981242,-1.0771139971139971,-1.5531313131313131,-0.18216450216450217,0.0
2020-09-16,1.0,-1.0794294990723563,-0.8703617810760669,-1.067080241187384,-1.5692254174397033,-0.21167671614100186,0.0
2020-09-17,1.0,-1.0805890538033396,-0.8682745825602969,-1.0676600185528757,-1.5690514842300556,-0.21219851576994436,0.0
2020-09-18,1.0,-1.0734083265684797,-0.8638524875333411,-1.0711469326220573,-1.569755305578105,-0.22034094862576828,0.0
2020-09-21,1.0,-1.06788799350687,-0.8708330917734362,-1.0776276885616556,-1.5621195431619226,-0.21896921560670182,0.0
2020-09-22,1.0,-1.0612007896876088,-0.8817210544652189,-1.0774009987225641,-1.5625943560562072,-0.22355127162931132,0.0
2020-09-23,1.0,-1.051472724103875,-0.8759077441468657,-1.084703421832336,-1.560971358856678,-0.2364491953755882,0.0
2020-09-24,1.0,-1.0415557356175484,-0.8652621831230467,-1.0733302465563144,-1.5633175136011115,-0.24424123162403058,0.0
2020-09-25,1.0,-1.0429988974641675,-0.8710033076074972,-1.0769453954621946,-1.566007079440608,-0.2458654906284454,0.0
2020-09-28,1.0,-1.0356440226825598,-0.865061914130309,-1.0635343131581991,-1.5633028584654556,-0.258824210160861,0.0
2020-09-29,1.0,-1.0391316931982635,-0.8548191027496382,-1.0683646888567295,-1.5682778581765557,-0.25811866859623733,0.0
2020-09-30,1.0,-1.038088082302624,-0.8495549647439603,-1.0745000577967865,-1.5586637382961506,-0.25881400994104725,0.0
2020-10-01,1.0,-1.0373000750620704,-0.8453143945955309,-1.0729256885501472,-1.556556383163,-0.261908886194353,0.0
2020-10-02,1.0,-1.02955412561927,-0.8302488468766017,-1.048573543647856,-1.5312339843972438,-0.2548260349638403,0.0
2020-10-05,1.0,-1.006483621807521,-0.8340192817274624,-1.0258781079100188,-1.5083159497096466,-0.2631786660652872,0.0
2020-10-06,1.0,-1.0101338110968032,-0.8287329936733666,-1.035160405352444,-1.4918537595879289,-0.23296567941324675,0.0
2020-10-07,1.0,-1.0017340717122558,-0.8398500867035855,-1.0319404821838116,-1.48330256754489,-0.2368965710130335,0.0
2020-10-08,1.0,-1.008468397734283,-0.8327070831697605,-1.0388088161067803,-1.4939150916942405,-0.2343671134540968,0.0
2020-10-09,1.0,-0.9960799686397491,-0.826062608500868,-1.028672229377835,-1.487763902111217,-0.2614660917287338,0.0
2020-10-12,1.0,-0.979802488422697,-0.8222953746582604,-1.0257211404340791,-1.4796630028455058,-0.27194108129219435,0.0
2020-10-13,1.0,-0.9649142347961684,-0.830418801514814,-1.0237803519714859,-1.4732679884161284,-0.27678770327467145,0.0
2020-10-14,1.0,-0.9714445064138316,-0.828388176240937,-1.035973229224763,-1.4724484104852205,-0.2689905186837703,0.0
2020-10-15,1.0,-0.9698895951823353,-0.82764581242333,-1.0363555258168842,-1.4707259953161593,-0.27132820341251257,0.0
2020-10-16,1.0,-0.9719355018691067,-0.8269820900518886,-1.0362662500697428,-1.4716286335992859,-0.27255481783183616,0.0
2020-10-19,1.0,-0.9694924707194648,-0.8251533742331288,-1.030451756832125,-1.4721695482431678,-0.27997769102063585,0.0
2020-10-20,1.0,-0.9680062426843543,-0.8250376233208853,-1.0303216097207513,-1.4724374338108246,-0.27796666852460844,0.0
2020-10-21,1.0,-0.9659647950089126,-0.8218582887700534,-1.0340352049910873,-1.4701426024955435,-0.27846479500891264,0.0
2020-10-22,1.0,-0.9658033973823449,-0.8221665274296854,-1.0345307713728766,-1.4691729323308274,-0.2778056251740463,0.0
2020-10-23,1.0,-0.9493209672076847,-0.8193110301424312,-1.0304736667770784,-1.4436347576460198,-0.27785138566854367,0.0
2020-10-26,1.0,-0.9491609626849195,-0.8193309781408701,-1.0297527047913446,-1.4438617796423054,-0.2778207109737249,0.0
2020-10-27,1.0,-0.9455527388956244,-0.8181968477901465,-1.0356001322605533,-1.4435137220324037,-0.2680480546676954,0.0
2020-10-28,1.0,-0.9386235800154406,-0.8172493658321385,-1.0389323921914637,-1.4449652586301973,-0.2746774015661189,0.0
2020-10-29,1.0,-0.9330035724100028,-0.816323165704864,-1.0306677658697445,-1.4535861500412202,-0.2624347348172575,0.0
2020-10-30,1.0,-0.9279140259024524,-0.8165334802976025,-1.0514191237255444,-1.456654725819785,-0.25863874345549737,0.0
2020-11-02,1.0,-0.9203720008804755,-0.8118534008364516,-1.0489764472815322,-1.4569117323354612,-0.2648580233325996,0.0
2020-11-03,1.0,-0.9065384825476593,-0.7973452777626043,-1.0229966679412246,-1.4444747910635276,-0.2910362156552138,0.0
2020-11-04,1.0,-0.9074498254799302,-0.7851767015706805,-1.0209969458987782,-1.4455170157068065,-0.29466623036649214,0.0
2020-11-05,1.0,-0.8747963948311435,-0.8023129547182105,-0.991964382669128,-1.4436963839722012,-0.316755348029102,0.0
2020-11-06,1.0,-0.8724317860637026,-0.789433634090662,-1.0053810196760518,-1.457767148603109,-0.3104141754538537,0.0
