Date,IWF,IWM,MTUM,ORAN,SPY,VLUE,VXX
2018-09-24,-0.2244503862150921,-0.362002376708259,-0.0,1.0,-0.45907605466428997,-0.43018419489007725,0.0
2018-09-25,-0.22583838633832445,-0.3613414181413191,-0.0,1.0,-0.45860660809305775,-0.4291548075733201,0.0
2018-09-26,-0.22656172656172655,-0.36199386199386197,-0.0,1.0,-0.4585932085932086,-0.4278784278784279,0.0
2018-09-27,-0.22909297781295604,-0.3572188280689604,-0.0,1.0,-0.4590764055504712,-0.4280838012317891,0.0
2018-09-28,-0.22925839806065404,-0.3573195468262999,-0.0,1.0,-0.4590115272349478,-0.4280660960767823,0.0
2018-10-01,-0.2331925465838509,-0.35786335403726705,-0.0,1.0,-0.4632546583850931,-0.4301863354037267,0.0
2018-10-02,-0.23176746039653282,-0.3705788582245691,-0.0,1.0,-0.46084487396632456,-0.4275929062468865,0.0
2018-10-03,-0.23148171202350423,-0.36762692029977845,-0.0,1.0,-0.46156910589348404,-0.42915120882404206,0.0
2018-10-04,-0.2312023518859933,-0.3691514275748667,-0.0,1.0,-0.46095968907269913,-0.43009118541033436,0.0
2018-10-05,-0.21896089718142117,-0.3609319174275506,-0.0,1.0,-0.46523918221516475,-0.435986502580389,0.0
2018-10-08,-0.2175313413606858,-0.35900104058272636,-0.0,1.0,-0.4657846489272088,-0.4352608889549577,0.0
2018-10-09,-0.21821110009910802,-0.35914271555996036,-0.0,1.0,-0.465609514370664,-0.4347373637264618,0.0
2018-10-10,-0.2179277538278579,-0.3591249194787176,-0.0,1.0,-0.46563599425201924,-0.4348892522669838,0.0
2018-10-11,-0.15294002877838206,-0.36255883715825665,-0.0,1.0,-0.4593810209009097,-0.4639660512645416,0.0
2018-10-12,-0.15803171237168057,-0.3552219384066702,-0.0,1.0,-0.4469131042459878,-0.4495638344016579,0.0
2018-10-15,-0.12757987336265647,-0.38991734738266715,-0.0,1.0,-0.44480158538353715,-0.45444439073904014,0.0
2018-10-16,-0.12076990206535441,-0.4048046155337923,-0.0,1.0,-0.44456026374478813,-0.45399010957044506,0.0
2018-10-17,-0.10950808689826777,-0.3836013015599579,-0.0,1.0,-0.4415255048329984,-0.45791463297923246,0.0
2018-10-18,-0.10933014354066986,-0.3833971291866029,-0.0,1.0,-0.4416985645933014,-0.45794258373205743,0.0
2018-10-19,-0.09641559181928312,-0.37328677640799074,-0.0,1.0,-0.4456400389557947,-0.46001092662533555,0.0
2018-10-22,-0.09675495108565976,-0.36256263421617757,-0.0,1.0,-0.4566690527320449,-0.47005487950369845,0.0
2018-10-23,-0.093027153871941,-0.36511661318902355,-0.0,1.0,-0.4623820698242421,-0.47399549829988985,0.0
2018-10-24,-0.0915506435098799,-0.36354719869862684,-0.0,1.0,-0.46263336682455386,-0.4744988278072819,0.0
2018-10-25,-0.06959195081050866,-0.3338923048257872,-0.0,1.0,-0.46867430594373016,-0.45688932364449414,0.0
2018-10-26,-0.06028409747083959,-0.32661970204411594,-0.0,1.0,-0.47132463332948377,-0.4515301997921238,0.0
2018-10-29,-0.05113636363636364,-0.3278662127346338,-0.0,1.0,-0.46791037909458966,-0.45341829223408175,0.0
2018-10-30,-0.05238938867542507,-0.32795711294664426,-0.0,1.0,-0.46796125440029446,-0.45249982743943123,0.0
2018-10-31,-0.05435653308310256,-0.3183118577346486,-0.0,1.0,-0.46632183644977454,-0.449728789508617,0.0
2018-11-01,-0.04375857338820302,-0.326588934613626,-0.0,1.0,-0.46595793324188384,-0.4499314128943758,0.0
2018-11-02,-0.042695544212994894,-0.33733388513358165,-0.0,1.0,-0.4657653929277602,-0.45339587069480847,0.0
2018-11-05,-0.041324783378151646,-0.3408720034935301,-0.0,1.0,-0.4659265899009401,-0.45020570456687126,0.0
2018-11-06,-0.037712362555035614,-0.3393651598626127,-0.0,1.0,-0.471127913141698,-0.4569511998340287,0.0
2018-11-07,-0.03710617898545714,-0.340247528175344,-0.0,1.0,-0.47030353315356427,-0.45709742100532397,0.0
2018-11-08,-0.04033415096959319,-0.34171796177164804,-0.0,1.0,-0.47417503586800575,-0.45783773777016706,0.0
2018-11-09,-0.040639681547825685,-0.34180379087690066,-0.0,1.0,-0.4740679025203083,-0.45784443055844853,0.0
2018-11-12,-0.04029244891369528,-0.3297661331242216,-0.0,1.0,-0.47995756261820194,-0.4563863646847179,0.0
2018-11-13,-0.029291100364419793,-0.32580046297357385,-0.0,1.0,-0.48137791936925584,-0.4554789026151131,0.0
2018-11-14,-0.0308091119726549,-0.32548003028148015,-0.0,1.0,-0.48230139248927534,-0.4554609896538276,0.0
2018-11-15,-0.030484585542777127,-0.3288111470743521,-0.0,1.0,-0.4888093106535362,-0.4474209765167688,0.0
2018-11-16,-0.028243540406816935,-0.3230712845886018,-0.0,1.0,-0.4881345061389042,-0.4512094557449148,0.0
2018-11-19,-0.026931628045566022,-0.3239359141855188,-0.0,1.0,-0.4893534117215613,-0.45185541726833073,0.0
2018-11-20,-0.00025076940613245186,-0.31811239028838484,-0.0,1.0,-0.49424370226832326,-0.4671378091872792,0.0
2018-11-21,-0.0021049296093431716,-0.31356661083699244,-0.0,1.0,-0.4933230727445566,-0.4543705581458513,0.0
2018-11-23,-0.002128960659524834,-0.3156070935157294,-0.0,1.0,-0.49274115009172653,-0.45437456118497044,0.0
2018-11-26,-0.0023799809601523186,-0.3145428169907974,-0.0,1.0,-0.4940840473276214,-0.45564168819982775,0.0
2018-11-27,-0.002292068535118575,-0.31467150799954613,-0.0,1.0,-0.4956314535345513,-0.45682514467264274,0.0
2018-11-28,-0.0026780445735554445,-0.3143298079978213,-0.0,1.0,-0.49564250374472335,-0.45685624801416186,0.0
2018-11-29,-0.0,-0.3041619797525309,-0.0,1.0,-0.48850393700787403,-0.45707536557930256,0.0
2018-11-30,-0.0,-0.3042353629186441,-0.0,1.0,-0.489214782158843,-0.45583571380372934,0.0
2018-12-03,-0.0,-0.3041327517201061,-0.0,1.0,-0.4888699015154922,-0.45552457615685565,0.0
2018-12-04,-0.0,-0.3052334058637475,-0.0,1.0,-0.48457794028578477,-0.4533749074676417,0.0
2018-12-06,-0.0,-0.2684147010422381,-0.0,1.0,-0.4862314865606144,-0.4395392210641799,0.0
2018-12-07,-0.0,-0.26891254252167235,-0.0,1.0,-0.48794030505870734,-0.4377921650389553,0.0
