Date,ALEX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.28642082161293314,-0.8174399554882384,-0.0,-0.5296899632159748,-0.4575438162653396,0.0
2018-09-25,1.0,-0.2840532076524759,-0.8216179343276176,-0.0,-0.5329137081020743,-0.4620941986294998,0.0
2018-09-26,1.0,-0.2886671639935347,-0.8270545816237722,-0.0,-0.5347507149073728,-0.4578204650006217,0.0
2018-09-27,1.0,-0.2874645384543442,-0.834304953705147,-0.0,-0.5362409202855628,-0.45948810674314927,0.0
2018-09-28,1.0,-0.2871126628842197,-0.8345283371781282,-0.0,-0.5361930294906165,-0.4595673046948064,0.0
2018-10-01,1.0,-0.2874600488813687,-0.842984270226233,-0.0,-0.5390110923105847,-0.4639343234943912,0.0
2018-10-02,1.0,-0.28598890709693686,-0.867893608975167,-0.0,-0.5364616160342871,-0.4610172696331779,0.0
2018-10-03,1.0,-0.28784863703844094,-0.8756751634606272,-0.0,-0.5361508575760447,-0.4589532202533246,0.0
2018-10-04,1.0,-0.29252109071376664,-0.8695061455338241,-0.0,-0.5421340326708585,-0.45549622420929575,0.0
2018-10-05,1.0,-0.28890783366486694,-0.8727542546809384,-0.0,-0.5419784661046383,-0.45382210855356636,0.0
2018-10-08,1.0,-0.2867139479905437,-0.870354609929078,-0.0,-0.5425374310480694,-0.4524507486209614,0.0
2018-10-09,1.0,-0.28110002525890376,-0.8714321798433948,-0.0,-0.5463185147764587,-0.4585122505683253,0.0
2018-10-10,1.0,-0.2827109441585908,-0.8706082894030746,-0.0,-0.5473341961551816,-0.4560434357145111,0.0
2018-10-11,1.0,-0.2168223150651266,-0.8671971000245761,-0.0,-0.526173507004178,-0.4618456623248956,0.0
2018-10-12,1.0,-0.21294235986222457,-0.866552869814369,-0.0,-0.5177553570884263,-0.45087938549699763,0.0
2018-10-15,1.0,-0.19830941376793967,-0.8786791534906349,-0.0,-0.5140476769642423,-0.44961688153733886,0.0
2018-10-16,1.0,-0.19026697177726926,-0.8971777269260106,-0.0,-0.5141113653699466,-0.4495499618611747,0.0
2018-10-17,1.0,-0.17749465377548868,-0.8742206560043372,-0.0,-0.5089605734767024,-0.4512815879039787,0.0
2018-10-18,1.0,-0.17737417547664225,-0.8744314930273185,-0.0,-0.5089003343272792,-0.45125146832926716,0.0
2018-10-19,1.0,-0.16933233308327084,-0.8745086271567893,-0.0,-0.5082670667666916,-0.4486721680420105,0.0
2018-10-22,1.0,-0.16938677547101885,-0.8675447017880714,-0.0,-0.5114604584183366,-0.4517280691227649,0.0
2018-10-23,1.0,-0.1714260003599496,-0.8675685404043433,-0.0,-0.509808626792249,-0.450806887035815,0.0
2018-10-24,1.0,-0.16953368496763369,-0.8670582594102135,-0.0,-0.5096499640374011,-0.4506413330136658,0.0
2018-10-25,1.0,-0.13940948439185052,-0.8326095193680959,-0.0,-0.5176775773120755,-0.4250196741379813,0.0
2018-10-26,1.0,-0.1265091560279591,-0.8220206804921726,-0.0,-0.5214892265033793,-0.41831783259199345,0.0
2018-10-29,1.0,-0.11306973400431344,-0.8277498202731848,-0.0,-0.5153127246585191,-0.4194967649173257,0.0
2018-10-30,1.0,-0.11283643892339543,-0.8277260179434092,-0.0,-0.5152979066022544,-0.41965723487462614,0.0
2018-10-31,1.0,-0.11390591875322294,-0.8205179625279322,-0.0,-0.5133787887469203,-0.4170343207471495,0.0
2018-11-01,1.0,-0.0948752470709559,-0.8369188461428284,-0.0,-0.5140508178406714,-0.41874588215073477,0.0
2018-11-02,1.0,-0.0983298181610899,-0.8184746052556574,-0.0,-0.5183834007866385,-0.41495183263979935,0.0
2018-11-05,1.0,-0.08728022963760315,-0.9253677789738068,-0.0,-0.5704760196148786,-0.40697883028345894,0.0
2018-11-06,1.0,-0.08534395018858887,-0.923816080943543,-0.0,-0.5733101837993174,-0.4110040112554631,0.0
2018-11-07,1.0,-0.08534139551590984,-0.9238183614212591,-0.0,-0.573263088574251,-0.4109917083246027,0.0
2018-11-08,1.0,-0.0650295453870594,-0.9249636250259821,-0.0,-0.5658758202927814,-0.41351664340647915,0.0
