Date,BTO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.13614148233990023,-0.4848591726709326,-0.10175341361414823,-0.3713911422381216,-0.4251272232579231,0.0
2018-09-25,1.0,-0.13498838266491564,-0.48843317506818873,-0.09841903222547732,-0.3745075260127286,-0.4291595110617234,0.0
2018-09-26,1.0,-0.13623613252129085,-0.49015693310757874,-0.10078087488312147,-0.3742134391347198,-0.4256905309443784,0.0
2018-09-27,1.0,-0.13595105054233775,-0.49166898434932116,-0.10045258021288969,-0.37440266997041793,-0.42590579252104876,0.0
2018-09-28,1.0,-0.13351050366995695,-0.49508985067071626,-0.10093647177929638,-0.37494305239179954,-0.42655024044545686,0.0
2018-10-01,1.0,-0.133382274763942,-0.49550667037946483,-0.10113155962838266,-0.3748322912183885,-0.42662582588664155,0.0
2018-10-02,1.0,-0.13460759493670885,-0.48655696202531645,-0.10430379746835443,-0.37711392405063293,-0.42906329113924047,0.0
2018-10-03,1.0,-0.13621473374133422,-0.49589882932527496,-0.1053861195053201,-0.37611417252850504,-0.42578531704715716,0.0
2018-10-04,1.0,-0.13589124634735103,-0.4974209122093762,-0.10547579723033922,-0.37542878922627365,-0.42678185745140385,0.0
2018-10-05,1.0,-0.1268832451320487,-0.49322664776036257,-0.09859975185475908,-0.38001671182234825,-0.43334261767908233,0.0
2018-10-08,1.0,-0.12860592197229634,-0.49757275384419875,-0.09998729190494345,-0.38007370695132797,-0.4354047528275511,0.0
2018-10-09,1.0,-0.12582224261893835,-0.5010708275967569,-0.08979654275661618,-0.3877670695018102,-0.44513283361378814,0.0
2018-10-10,1.0,-0.127368233164189,-0.49991075298977483,-0.09159293163679016,-0.38883647397812166,-0.44220618609276585,0.0
2018-10-11,1.0,-0.09797407009567585,-0.500237316080038,-0.05905423296944868,-0.38467687542154827,-0.45614648647298345,0.0
2018-10-12,1.0,-0.09220108353282096,-0.5099911805468061,-0.053042711351896185,-0.3960690437192894,-0.4685397505354668,0.0
2018-10-15,1.0,-0.07581336696090794,-0.5417402269861286,-0.028827238335435053,-0.3993947036569987,-0.47629255989911723,0.0
2018-10-16,1.0,-0.07384211323804232,-0.5530077276630133,-0.020935400777817064,-0.40072730946007373,-0.47689277236224054,0.0
2018-10-17,1.0,-0.06733416770963704,-0.5391489361702128,-0.015794743429286606,-0.3999249061326658,-0.4809511889862328,0.0
2018-10-18,1.0,-0.06588506438198306,-0.537201262588306,-0.01708502429981462,-0.4032015632045694,-0.48178766471266093,0.0
2018-10-19,1.0,-0.05942965494872882,-0.5349167934931763,-0.01279908185923505,-0.4045807240338315,-0.4832214765100671,0.0
2018-10-22,1.0,-0.06122296235311728,-0.5310480752438689,-0.008856622508295288,-0.40782875533268464,-0.4858418781029364,0.0
2018-10-23,1.0,-0.05820012586532411,-0.5393580868470736,-0.0,-0.4230081812460667,-0.4967400881057269,0.0
2018-10-24,1.0,-0.05662941709453337,-0.5400181214134703,-0.0,-0.42313500453035335,-0.49705527031108426,0.0
2018-10-25,1.0,-0.040329360565748484,-0.5217348301270955,-0.0,-0.42520152316898274,-0.4854112061718016,0.0
2018-10-26,1.0,-0.04418258496650955,-0.5241627387744976,-0.0,-0.42527908707516743,-0.4871495906722897,0.0
2018-10-29,1.0,-0.0391627446123359,-0.5253901411939559,-0.0,-0.4243497646767401,-0.48818429526876395,0.0
2018-10-30,1.0,-0.027041094532295643,-0.5265453824418778,-0.0,-0.4258414712734844,-0.4991325038417687,0.0
2018-10-31,1.0,-0.02733011511325659,-0.5243965837356108,-0.0,-0.42537442752815946,-0.4984527788092586,0.0
2018-11-01,1.0,-0.03400888051000918,-0.520626100761541,-0.0,-0.42668618063651925,-0.4992682261305286,0.0
2018-11-02,1.0,-0.035717819333135455,-0.5117492826753736,-0.0,-0.4286880379934699,-0.4973533194815475,0.0
2018-11-05,1.0,-0.032845271072417886,-0.5200583696082312,-0.0,-0.4295607439651761,-0.4908240997229916,0.0
2018-11-06,1.0,-0.03613117024433673,-0.5225046987832624,-0.0,-0.4272183203086358,-0.4871649025620734,0.0
2018-11-07,1.0,-0.03626468769325912,-0.5225974025974026,-0.0,-0.42753246753246754,-0.4873222016079159,0.0
2018-11-08,1.0,-0.025549511408669113,-0.5227311886184065,-0.0,-0.42373298545302385,-0.48942821276491,0.0
2018-11-09,1.0,-0.024372212227999703,-0.523719165085389,-0.0,-0.42640281919219297,-0.4898346435348333,0.0
2018-11-12,1.0,-0.023677222659323365,-0.518095987411487,-0.0,-0.4281815499606609,-0.4887145948072384,0.0
2018-11-13,1.0,-0.007083709909865898,-0.5165978651163927,-0.0,-0.4303475903173014,-0.4886294242653704,0.0
2018-11-14,1.0,-0.008037328382273905,-0.5160257976254459,-0.0,-0.430595592905653,-0.48829823618507845,0.0
2018-11-15,1.0,-0.007194596711041504,-0.5168852779953015,-0.0,-0.4306235317149569,-0.4924628034455756,0.0
2018-11-16,1.0,-0.01511146576230612,-0.540995461572989,-0.0,-0.44369358136751286,-0.49384070619919207,0.0
2018-11-19,1.0,-0.022395716037334534,-0.5418512123714436,-0.0,-0.4430097840502465,-0.49505792858394015,0.0
2018-11-20,1.0,-0.011755309855991214,-0.5404447550353159,-0.0,-0.44393141488007587,-0.4996630643671849,0.0
2018-11-21,1.0,-0.011135968182948049,-0.5388267462092965,-0.0,-0.4429530201342282,-0.4927914491672881,0.0
2018-11-23,1.0,-0.011072130576497226,-0.5423104675176035,-0.0,-0.44198950013684657,-0.49274713244258667,0.0
