Date,EXEL,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.9068662084912327,-1.7294623932172908,-0.36379985869355774,-1.2765110154794785,-1.1463806281713662,0.0
2018-09-25,1.0,-0.9124791157948848,-1.726641819817504,-0.3716103328621,-1.274000771109112,-1.1411772265775606,0.0
2018-09-26,1.0,-0.9168866284684221,-1.7329556428249533,-0.3779694843236979,-1.2751561192300265,-1.1349385179939484,0.0
2018-09-27,1.0,-0.9229581000193087,-1.7192508206217416,-0.38231318787410695,-1.2763725300894637,-1.1353543155049237,0.0
2018-09-28,1.0,-0.9291795665634673,-1.7195562435500515,-0.3828689370485036,-1.2799277605779154,-1.1384803921568627,0.0
2018-10-01,1.0,-0.9290414140110954,-1.7197780931492712,-0.38349890336730746,-1.2797058444071734,-1.1386917817055866,0.0
2018-10-02,1.0,-0.9321115126484255,-1.6986964377903977,-0.39158492514197213,-1.2856220960247808,-1.1452632937532268,0.0
2018-10-03,1.0,-0.9324507587988377,-1.68214401033258,-0.38915079108814987,-1.294672263480788,-1.1594446238295126,0.0
2018-10-04,1.0,-0.9334667010841509,-1.677529685080021,-0.39003613835828604,-1.295431078988126,-1.156814661848219,0.0
2018-10-05,1.0,-0.9121691081984067,-1.6673091750192752,-0.36622976098689286,-1.3080827550758158,-1.1712927268054485,0.0
2018-10-08,1.0,-0.9082110121146081,-1.6608550733927312,-0.3592718415486187,-1.3122235754118325,-1.1692840202551118,0.0
2018-10-09,1.0,-0.9085838835822809,-1.661644977242131,-0.35938201166741457,-1.3122636066414515,-1.168856978011411,0.0
2018-10-10,1.0,-0.9124438742783835,-1.6601026298909556,-0.36318152661962794,-1.315202052597819,-1.1635022450288646,0.0
2018-10-11,1.0,-0.8292547274749723,-1.6397231491780992,-0.260659992584353,-1.282103571869979,-1.1679644048943272,0.0
2018-10-12,1.0,-0.8455061321618158,-1.6310330099456951,-0.25126609311123316,-1.2485203490145829,-1.12526694734273,0.0
2018-10-15,1.0,-0.8242881479678753,-1.6631783889024092,-0.22030907763446092,-1.247870528109029,-1.128559260160623,0.0
2018-10-16,1.0,-0.8246927102348789,-1.6622246562005598,-0.22118778142874526,-1.2480223926007057,-1.1287574540586587,0.0
2018-10-17,1.0,-0.7985448473282443,-1.6041865458015268,-0.20407919847328246,-1.2314527671755726,-1.125417461832061,0.0
2018-10-18,1.0,-0.7968498299624128,-1.6013960980848396,-0.20595429866953047,-1.2355468050832288,-1.1264840999940338,0.0
2018-10-19,1.0,-0.7775542803052712,-1.5856948470685674,-0.18464177956575756,-1.242087203455008,-1.1261906170502276,0.0
2018-10-22,1.0,-0.7791048306036776,-1.5789038018092592,-0.18033465381659078,-1.2451960030745581,-1.1290723112398746,0.0
2018-10-23,1.0,-0.7796711153479505,-1.5954480457578648,-0.16485938989513824,-1.2695424213536701,-1.1485343183984749,0.0
2018-10-24,1.0,-0.7792293008828441,-1.6017656883798614,-0.16183488427582915,-1.2726079694583632,-1.1497852541159628,0.0
2018-10-25,1.0,-0.7199724280544546,-1.5167442127635131,-0.1454994543052444,-1.2734792348785111,-1.088402550404963,0.0
2018-10-26,1.0,-0.7023255813953487,-1.4940442427680092,-0.12943845717526942,-1.2733976176971071,-1.0729438457175269,0.0
2018-10-29,1.0,-0.6776980855029084,-1.5148246456203762,-0.10442198000790648,-1.2650364262720957,-1.085559383294742,0.0
2018-10-30,1.0,-0.6933454256886974,-1.5192721913615237,-0.1122321732229906,-1.2679968257567171,-1.0754449608887882,0.0
2018-10-31,1.0,-0.6945599640328202,-1.4888164549848264,-0.11481398224120491,-1.258738900753063,-1.06294256490952,0.0
2018-11-01,1.0,-0.6686210395760513,-1.537490134175217,-0.07870109369714737,-1.2741571766828277,-1.0785883414139135,0.0
2018-11-02,1.0,-0.668568523330697,-1.5442322901367076,-0.08021692464128347,-1.2744887583323918,-1.081572703649305,0.0
2018-11-05,1.0,-0.7100969052829008,-1.8563301031572366,-0.05082838386995936,-1.4723351047202249,-1.1623007189746795,0.0
2018-11-06,1.0,-0.7072773919028846,-1.8545147362492962,-0.05312558663412802,-1.475502158813591,-1.1670733996620988,0.0
2018-11-07,1.0,-0.7049314895497885,-1.8737765991033655,-0.06863673675569867,-1.4853823325124706,-1.1816000505146176,0.0
2018-11-08,1.0,-0.668084574002252,-1.8843988489928687,-0.027586638308519953,-1.4782309520830725,-1.197172525960215,0.0
