Date,HBM,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.7104856905355659,-1.59909749435934,-0.0713098206863793,-1.2694454340339627,-1.2872580453627835,0.0
2018-09-25,1.0,-0.710990258770095,-1.6155501105599714,-0.06322835116237376,-1.2832725751508993,-1.30317336998745,0.0
2018-09-26,1.0,-0.7172831365026078,-1.6250824291109645,-0.07127870031772675,-1.2857142857142856,-1.2954259336970204,0.0
2018-09-27,1.0,-0.7184692777578153,-1.6186369625104806,-0.07294286740927057,-1.284525092825488,-1.294166966103725,0.0
2018-09-28,1.0,-0.71708280941261,-1.619064726663074,-0.07400754445841566,-1.2838153403987784,-1.2936949883240525,0.0
2018-10-01,1.0,-0.7182479995186812,-1.6326935804103244,-0.07598820768906805,-1.288791288129475,-1.3007039287648157,0.0
2018-10-02,1.0,-0.7272727272727272,-1.5972817879794623,-0.09133192389006342,-1.3061310782241016,-1.3183932346723044,0.0
2018-10-03,1.0,-0.7264168024624298,-1.587905124026797,-0.0906512161265013,-1.3079244372020038,-1.3225300259520791,0.0
2018-10-04,1.0,-0.7308202653799759,-1.5786489746682748,-0.09203860072376356,-1.313027744270205,-1.3167671893848008,0.0
2018-10-05,1.0,-0.7321644498186216,-1.5915356711003628,-0.08143893591293833,-1.3196493349455864,-1.3211003627569529,0.0
2018-10-08,1.0,-0.7310574018126887,-1.5908157099697886,-0.07939577039274924,-1.3201208459214502,-1.320845921450151,0.0
2018-10-09,1.0,-0.7284980356603202,-1.592323964944092,-0.07210637654880628,-1.3245089150800846,-1.326745240253853,0.0
2018-10-10,1.0,-0.7487010208447948,-1.606210648572651,-0.08325692279479185,-1.348126413594963,-1.326486949080017,0.0
2018-10-11,1.0,-0.6260240387490283,-1.6237517191891409,-0.0,-1.3395921784368834,-1.390480177001734,0.0
2018-10-12,1.0,-0.644560137253742,-1.6176418387268532,-0.0,-1.3046204815713185,-1.3493462698929184,0.0
2018-10-15,1.0,-0.593225348782218,-1.6693662804445493,-0.0,-1.2961693071648144,-1.352802080870182,0.0
2018-10-16,1.0,-0.5795427482733984,-1.715170278637771,-0.0,-1.301559895213146,-1.3575256013336507,0.0
2018-10-17,1.0,-0.5332510142882343,-1.641030164050097,-0.0,-1.3085788204856823,-1.39707179396719,0.0
2018-10-18,1.0,-0.5332862855798636,-1.642143025170548,-0.0,-1.3082215949188427,-1.397318278052223,0.0
2018-10-19,1.0,-0.5110085849442271,-1.6307305962740173,-0.0,-1.3048531215324417,-1.393505810897623,0.0
2018-10-22,1.0,-0.512378839191872,-1.6285180427420296,-0.0,-1.3047997197243957,-1.3933784888473666,0.0
2018-10-23,1.0,-0.509298245614035,-1.631111111111111,-0.0,-1.3102923976608187,-1.3973099415204677,0.0
2018-10-24,1.0,-0.5049666939347902,-1.6295430641579995,-0.0,-1.3103307233843637,-1.3982704218768263,0.0
2018-10-25,1.0,-0.44269284712482465,-1.5383450210378682,-0.0,-1.2952594670406732,-1.3337447405329594,0.0
2018-10-26,1.0,-0.4052657890351608,-1.516358384713659,-0.0,-1.313392212409043,-1.3196689440648781,0.0
2018-10-29,1.0,-0.3623284639220894,-1.5386786188579018,-0.0,-1.297476759628154,-1.3349380256750776,0.0
2018-10-30,1.0,-0.3676283293648597,-1.5397308821086437,-0.0,-1.2983000166122156,-1.3318013179024308,0.0
2018-10-31,1.0,-0.3833029650488653,-1.50030368284468,-0.0,-1.3068853183148363,-1.3310695157639005,0.0
2018-11-01,1.0,-0.4324765172394398,-1.4988469542718938,-0.0,-1.3373643062039484,-1.3559255301198043,0.0
2018-11-02,1.0,-0.5702127659574469,-1.819858156028369,-0.0,-1.4988394584139266,-1.558607350096712,0.0
2018-11-05,1.0,-0.5599895840114576,-1.889395221665256,-0.0,-1.5219061259032614,-1.5387019074279018,0.0
2018-11-06,1.0,-0.5822478235255614,-1.915624795444132,-0.0,-1.519997381684886,-1.5279177849054133,0.0
2018-11-07,1.0,-0.5803034266283024,-1.914857441799634,-0.0,-1.5177216845409365,-1.5264844363065655,0.0
2018-11-08,1.0,-0.5252440364600168,-1.9130519102721575,-0.0,-1.4950546253797918,-1.531191415088241,0.0
2018-11-09,1.0,-0.5244651283045699,-1.9126106909702025,-0.0,-1.4960894576950425,-1.530605649279297,0.0
2018-11-12,1.0,-0.5219992280972597,-1.8793258716068442,-0.0,-1.5069471246622927,-1.5242506110896694,0.0
2018-11-13,1.0,-0.47076041998090995,-1.8710149538657332,-0.0,-1.5060133630289532,-1.5155583837098312,0.0
2018-11-14,1.0,-0.47291706447711795,-1.870027369359048,-0.0,-1.5068423397619504,-1.5151804468206989,0.0
2018-11-15,1.0,-0.47178573700617094,-1.8749284305617404,-0.0,-1.5154271900248109,-1.4996501049685094,0.0
2018-11-16,1.0,-0.478288674298139,-1.8891731150476434,-0.0,-1.5243333120163713,-1.503293470614568,0.0
2018-11-19,1.0,-0.49038214926904344,-1.8908694537060786,-0.0,-1.524621697871249,-1.5060913054629392,0.0
2018-11-20,1.0,-0.42325788402848424,-1.875,-0.0,-1.526322482197355,-1.5335071210579856,0.0
2018-11-21,1.0,-0.42808628388151687,-1.8609521413747563,-0.0,-1.5166970630777936,-1.483177158669266,0.0
2018-11-23,1.0,-0.4273762345096559,-1.8628043026986225,-0.0,-1.5168270742907468,-1.4834874504623514,0.0
2018-11-26,1.0,-0.42690058479532167,-1.8638621643715023,-0.0,-1.5153744576495,-1.4820474124379048,0.0
2018-11-27,1.0,-0.405218918579852,-1.8796888721615856,-0.0,-1.511228202233095,-1.476602684732154,0.0
2018-11-28,1.0,-0.4072517407941786,-1.8743491625368547,-0.0,-1.5134558685151496,-1.4780126717269935,0.0
2018-11-29,1.0,-0.3558672681208676,-1.8458258666501883,-0.0,-1.4995365507013532,-1.4780942964839645,0.0
2018-11-30,1.0,-0.357978822218094,-1.8516316799801846,-0.0,-1.5080190723883833,-1.474704316056722,0.0
2018-12-03,1.0,-0.35381854189874984,-1.8530139868795643,-0.0,-1.5079836613442257,-1.4740685728431737,0.0
2018-12-04,1.0,-0.35377446411929164,-1.859645852749301,-0.0,-1.5181733457595525,-1.481515998757378,0.0
