Date,IWF,IWM,MAXR,MTUM,SPY,VLUE,VXX
2018-11-19,-1.8928046989720997,-3.440261647310105,1.0,-0.86850887731945,-3.1543185155519957,-2.993458817247363,0.0
2018-11-20,-1.7907552083333336,-3.3730468750000004,1.0,-0.7675781250000001,-3.1110677083333336,-2.9782552083333336,0.0
2018-11-21,-1.7303271441202475,-3.284072249589491,1.0,-0.7252747252747253,-3.025262094227611,-2.866110900593659,0.0
2018-11-23,-1.72414661796196,-3.271696687240207,1.0,-0.7217533694419952,-3.019523869504975,-2.8589242977705,0.0
2018-11-26,-1.7228657768823974,-3.278519264668849,1.0,-0.7190883908335431,-3.0157391085368923,-2.855074288592294,0.0
2018-11-27,-1.750417469492614,-3.3836865767501605,1.0,-0.6845215157353886,-3.0964675658317273,-2.9301220295439947,0.0
2018-11-28,-1.7678571428571428,-3.3923395445134576,1.0,-0.6944875776397516,-3.1275879917184266,-2.957815734989648,0.0
2018-11-29,-1.6750125817815804,-3.3121540010065424,1.0,-0.6113487669854052,-3.068319073980876,-2.91482133870156,0.0
2018-11-30,-1.67867489608263,-3.3172943695679553,1.0,-0.6102783725910064,-3.074316664567326,-2.9154805391107192,0.0
2018-12-03,-1.688173406008366,-3.347445810622385,1.0,-0.5972873621498289,-3.1020408163265305,-2.940930409430853,0.0
2018-12-04,-1.6611195158850225,-3.3463187090267272,1.0,-0.5868633383761976,-3.0854765506807866,-2.9272566817952597,0.0
2018-12-06,-1.5005282310130297,-3.071017725085104,1.0,-0.5417302500293462,-2.9132527291935673,-2.711820636224909,0.0
2018-12-07,-1.499236641221374,-3.074456840869055,1.0,-0.5381092190252496,-2.916617733411626,-2.7154433352906637,0.0
2018-12-10,-1.4204011461318051,-3.0412607449856734,1.0,-0.4821776504297995,-2.87163323782235,-2.64595988538682,0.0
2018-12-11,-1.4173653382336053,-3.0526013552314235,1.0,-0.4763983002182153,-2.878258872171816,-2.6603881934076035,0.0
2018-12-12,-1.4243090089048225,-3.0781774025673645,1.0,-0.4731120619868162,-2.9021625997455764,-2.686943448594888,0.0
2018-12-13,-1.4248350885314198,-3.0814720518458514,1.0,-0.4718203911584307,-2.904987848628631,-2.6896192570304365,0.0
2018-12-14,-1.4237346891610816,-3.0679454587474,1.0,-0.4751559972267159,-2.9037439334411834,-2.6847700485324704,0.0
2018-12-17,-1.3858204688393367,-3.051572327044025,1.0,-0.4384219554030875,-2.8695254431103487,-2.6897655803316183,0.0
2018-12-18,-1.358561216384886,-3.027913309883127,1.0,-0.4015658686031998,-2.8646317939407697,-2.694201747418586,0.0
2018-12-19,-1.3570536828963795,-3.0292815798433774,1.0,-0.40165701963454775,-2.8660764952899784,-2.6953807740324596,0.0
2018-12-20,-1.3337086241837424,-2.9833370862418374,1.0,-0.4238910155370413,-2.851609997748255,-2.666178788561135,0.0
2018-12-21,-1.3059502664298401,-2.957371225577265,1.0,-0.39820159857904086,-2.825266429840142,-2.614453818827709,0.0
2018-12-24,-1.2505207762306765,-2.898804955596974,1.0,-0.390198443153163,-2.7991448306106785,-2.6250411139129484,0.0
2018-12-26,-1.2093519803565709,-2.855770257286218,1.0,-0.3465357104729369,-2.7150635208711433,-2.5489484359987187,0.0
2018-12-27,-1.0262924667651403,-2.6627277203348103,1.0,-0.2534711964549483,-2.4845888724766123,-2.4202855736090596,0.0
2018-12-28,-1.0268929244814926,-2.6994145082861962,1.0,-0.2459065197975588,-2.5097747345440116,-2.4415996824451724,0.0
2018-12-31,-1.0636082474226805,-2.8237113402061853,1.0,-0.261340206185567,-2.615257731958763,-2.545360824742268,0.0
2019-01-02,-1.056943159625861,-2.8196114708603144,1.0,-0.249357590708192,-2.609723507040806,-2.542912940692774,0.0
2019-01-03,-1.056452442159383,-2.822005141388175,1.0,-0.2470951156812339,-2.6115167095115677,-2.545706940874036,0.0
2019-01-04,-0.9969721437222447,-2.7997577714977795,1.0,-0.2138675817521195,-2.565199838514332,-2.517056923698022,0.0
2019-01-07,-0.9070675517376025,-2.699921905505662,1.0,-0.21524795001952363,-2.5054666146036704,-2.4341077704021865,0.0
2019-01-08,-1.2158595498998468,-3.10415930246259,1.0,-0.42665252739483916,-3.0777659950512546,-2.9581713208436433,0.0
2019-01-09,-1.3742891151964027,-3.4410792223250897,1.0,-0.47837587620685096,-3.511043512762862,-3.420976061367544,0.0
2019-01-10,-1.3703312656724298,-3.4328890062029824,1.0,-0.4747261449122344,-3.50640095024416,-3.4137521446482775,0.0
2019-01-11,-1.3746687864334923,-3.4154742978272385,1.0,-0.4912559618441971,-3.523449920508744,-3.4436936936936933,0.0
2019-01-14,-1.3953395472703063,-3.433022636484687,1.0,-0.5,-3.5443408788282293,-3.4428761651131827,0.0
2019-01-15,-1.4014065458479847,-3.4649715985934537,1.0,-0.5216391668920746,-3.6046794698404105,-3.5316472815796587,0.0
2019-01-16,-1.4008883953359244,-3.58481399222654,1.0,-0.48598001110494166,-3.710161021654636,-3.699194891726818,0.0
2019-01-17,-1.4153028395579803,-3.5977059728633374,1.0,-0.49629318785844173,-3.7451391803049376,-3.7336690446216254,0.0
2019-01-18,-1.4333238958097396,-3.599377123442809,1.0,-0.5465741789354474,-3.7722253680634203,-3.8047848244620615,0.0
2019-01-22,-1.3578744248181684,-3.854683093364999,1.0,-0.4291227549354312,-4.138043639602197,-4.0636781950423035,0.0
2019-01-23,-1.3568639231000301,-3.8184139381195554,1.0,-0.49339140883148086,-4.199459297086213,-4.151396815860618,0.0
2019-01-24,-1.3624605203790046,-3.8223793051586705,1.0,-0.4874417205594827,-4.209655587306362,-4.157918483982554,0.0
2019-01-25,-1.443993126074051,-3.8501796594282145,1.0,-0.5425714732073114,-4.419465708483049,-4.366505233557257,0.0
2019-01-28,-1.4424668227946917,-3.807962529274005,1.0,-0.5853239656518345,-4.42576112412178,-4.351288056206089,0.0
2019-01-29,-1.4609511690790522,-3.8613010975027837,1.0,-0.605217114681088,-4.5155081915062825,-4.463018927946557,0.0
2019-01-30,-1.4595927457842826,-3.8606426980591793,1.0,-0.6048361438116449,-4.516385618835507,-4.466910594972956,0.0
2019-01-31,-1.4076260370134015,-3.919910657306956,1.0,-0.6008296107211232,-4.497766432673899,-4.527919591576261,0.0
2019-02-01,-1.407880044664221,-3.915297495613336,1.0,-0.6004147391928537,-4.504705694688148,-4.523368958366566,0.0
2019-02-04,-1.408837135109268,-3.916892646355081,1.0,-0.5994576487478067,-4.5051842399106725,-4.521135747328123,0.0
2019-02-05,-1.375793147208122,-3.889752538071066,1.0,-0.5913705583756346,-4.4831852791878175,-4.522842639593908,0.0
2019-02-06,-1.3727820025348545,-3.872623574144487,1.0,-0.5922053231939164,-4.481147021546262,-4.524081115335868,0.0
2019-02-07,-1.371155378486056,-3.893864541832669,1.0,-0.5941035856573705,-4.510438247011952,-4.566693227091633,0.0
2019-02-08,-1.3077622801698,-3.671619163129169,1.0,-0.6058217101273499,-4.265312310491206,-4.310187992722862,0.0
2019-02-11,-1.2919523099850967,-3.569448584202682,1.0,-0.6150521609538002,-4.183159463487332,-4.243517138599105,0.0
2019-02-12,-1.3124439126533052,-3.585103200717918,1.0,-0.6111277295842058,-4.199670954232725,-4.2482799880346995,0.0
2019-02-13,-1.2785841232227488,-3.5813092417061614,1.0,-0.606190758293839,-4.150918246445499,-4.193276066350711,0.0
2019-02-14,-1.2884871832864129,-3.523929471032746,1.0,-0.6443917617424805,-4.162542598903542,-4.197510742332198,0.0
2019-02-15,-1.2895752895752897,-3.5634095634095635,1.0,-0.6351351351351352,-4.163498663498664,-4.198544698544699,0.0
2019-02-19,-1.3150074294205052,-3.5319465081723624,1.0,-0.6442793462109956,-4.173254086181278,-4.194353640416047,0.0
2019-02-20,-1.3166314518563236,-3.6042861454874737,1.0,-0.6306972532447933,-4.256112284938122,-4.284334440084516,0.0
2019-02-21,-1.3191296464188575,-3.6054699304925957,1.0,-0.633575098216984,-4.2624660018132365,-4.289815654276216,0.0
2019-02-22,-1.317618615896041,-3.5997280145058927,1.0,-0.6458144454517981,-4.2638259292837715,-4.283469326080387,0.0
2019-02-25,-1.304485727231536,-3.588128681468056,1.0,-0.6583597643860443,-4.269294668479081,-4.283189850475758,0.0
2019-02-26,-1.3021289445870452,-3.5867431677487547,1.0,-0.6599728219839952,-4.269364336403443,-4.280537520760984,0.0
2019-02-27,-1.3247941445562672,-3.6029277218664224,1.0,-0.6768831960963708,-4.321286977737115,-4.322506861848124,0.0
2019-02-28,-1.324885496183206,-3.6077862595419843,1.0,-0.6804580152671755,-4.3259541984732826,-4.328091603053435,0.0
2019-03-01,-1.3289614152813785,-3.597529357938081,1.0,-0.6994052157999084,-4.315388134817752,-4.309440292816837,0.0
2019-03-04,-1.3721233882813777,-3.84641749632773,1.0,-0.7161743104292476,-4.680430879712747,-4.705891953647789,0.0
2019-03-05,-1.3669099756690997,-3.805028386050284,1.0,-0.6655312246553121,-4.685969180859691,-4.697161394971614,0.0
2019-03-06,-1.3629581576386638,-3.8032760298410637,1.0,-0.6623418747972754,-4.690236782354849,-4.699156665585469,0.0
2019-03-07,-1.3784918456321653,-3.72291296625222,1.0,-0.6801227191990957,-4.697077345389956,-4.668335217180688,0.0
2019-03-08,-1.383806864838233,-3.74199375923797,1.0,-0.772869108227952,-4.788635243882411,-4.7355887666283465,0.0
2019-03-11,-1.3856097975846233,-3.8766797074332366,1.0,-0.8008164653852695,-4.974145262799796,-4.97244429324715,0.0
2019-03-12,-1.396825396825397,-3.80728088336784,1.0,-0.9277087646652864,-5.034679089026915,-5.086783988957902,0.0
2019-03-13,-1.426898570690546,-3.7914585844670228,1.0,-1.0022386774582401,-4.97537454795936,-5.024625452040641,0.0
2019-03-14,-1.4273165690664829,-3.7934894936272823,1.0,-1.0074061315880123,-4.973475714777816,-5.0218739235273855,0.0
2019-03-15,-1.4539759874717242,-3.8087697929354447,1.0,-1.0348007656168436,-5.019662432573517,-5.083173829824256,0.0
2019-03-18,-1.474852335779488,-3.9294791480221942,1.0,-1.1576874888133166,-5.132450331125828,-5.2042240916413105,0.0
2019-03-19,-1.4772398843930636,-3.9678468208092483,1.0,-1.1737716763005779,-5.1786488439306355,-5.266076589595376,0.0
2019-03-20,-1.4922242314647376,-3.972875226039783,1.0,-1.1734177215189874,-5.170162748643761,-5.274502712477395,0.0
2019-03-21,-1.5447720197765977,-4.010620765427578,1.0,-1.2017945431239698,-5.2635048525911,-5.290972349386559,0.0
2019-03-22,-1.5439499816108866,-3.988414858403825,1.0,-1.2802500919455684,-5.300478116954763,-5.2760205958072826,0.0
2019-03-25,-1.4623196151790487,-3.676999821842152,1.0,-1.364510956707643,-5.186174951006592,-5.125957598432211,0.0
2019-03-26,-1.4545454545454546,-3.7145167085878548,1.0,-1.4216672655407834,-5.199425080848005,-5.17606899029824,0.0
2019-03-27,-1.4884901214428132,-3.701830705093348,1.0,-1.4457132499546856,-5.264636577850281,-5.225122349102774,0.0
2019-03-28,-1.4637235389904106,-3.679934865207165,1.0,-1.483083046860865,-5.239551293649358,-5.226524335082323,0.0
2019-03-29,-1.4496923633731453,-3.6661237785016287,1.0,-1.508505247918929,-5.238327904451683,-5.2334419109663415,0.0
2019-04-01,-1.4381210478771453,-3.6776874435411018,1.0,-1.4979223125564587,-5.229990966576333,-5.22330623306233,0.0
2019-04-02,-1.4255471833512738,-3.6485468245425188,1.0,-1.5242195909580194,-5.196986006458558,-5.145317545748116,0.0
2019-04-03,-1.4323402727925343,-3.648959081119885,1.0,-1.523689877961235,-5.1995692749461595,-5.1421392677674085,0.0
2019-04-04,-1.4399141630901287,-3.634656652360515,1.0,-1.4896280400572246,-5.1772174535050075,-5.141452074391989,0.0
2019-04-05,-1.4636542239685657,-3.6054652616538667,1.0,-1.480621539560636,-5.171101982496875,-5.13966779782104,0.0
2019-04-08,-1.463184168300945,-3.587270458192191,1.0,-1.4826172223212692,-5.164913531823855,-5.130326261365663,0.0
2019-04-09,-1.5232788063994247,-3.552939061657379,1.0,-1.5230990472766492,-5.231709509257596,-5.144885852957038,0.0
2019-04-10,-1.5015208445160135,-3.5167292896761495,1.0,-1.5151189837180177,-5.230273752012883,-5.128645553766327,0.0
2019-04-11,-1.5420326223337515,-3.4660333393081197,1.0,-1.5572683276572863,-5.251299516042302,-5.107725398816992,0.0
2019-04-12,-1.5433339314552306,-3.4695855015252106,1.0,-1.5555356181589808,-5.258388659608828,-5.116813206531491,0.0
2019-04-15,-1.532147988505747,-3.480603448275862,1.0,-1.558728448275862,-5.256465517241379,-5.131824712643678,0.0
2019-04-16,-1.5392914943355511,-3.482826829706887,1.0,-1.5738176586944794,-5.258226937601151,-5.128214349937061,0.0
2019-04-17,-1.5412463976945243,-3.463796829971182,1.0,-1.5952809798270893,-5.277377521613833,-5.13364553314121,0.0
2019-04-18,-1.5533575317604356,-3.472232304900181,1.0,-1.5720508166969147,-5.335934664246824,-5.21524500907441,0.0
2019-04-22,-1.5800438596491229,-3.5,1.0,-1.5648757309941521,-5.375365497076023,-5.254385964912281,0.0
2019-04-23,-1.577261076528744,-3.5140974002196996,1.0,-1.569571585499817,-5.386671548883193,-5.260893445624313,0.0
2019-04-24,-1.5623055809698079,-3.4792314730100644,1.0,-1.5884720951509608,-5.387923147301007,-5.280329368709973,0.0
2019-04-25,-1.5913978494623655,-3.4769455075633315,1.0,-1.6170949517040276,-5.3202114087844,-5.219245489338436,0.0
2019-04-26,-1.6158078122134603,-3.453511828351366,1.0,-1.657986429488355,-5.376856776086558,-5.234366403814414,0.0
2019-04-29,-1.6097293343087051,-3.435076810534016,1.0,-1.644842721287491,-5.365947329919532,-5.2326261887344545,0.0
2019-04-30,-1.6101261195393894,-3.4302686894534817,1.0,-1.646316943885944,-5.3624565892889775,-5.229025772253701,0.0
2019-05-01,-1.6233315048454926,-3.4139696471018466,1.0,-1.6489303346132747,-5.374108612177729,-5.224538306820259,0.0
2019-05-02,-1.635608856088561,-3.44760147601476,1.0,-1.6559040590405905,-5.410516605166052,-5.300553505535055,0.0
2019-05-03,-1.6351376316275634,-3.4592647330500648,1.0,-1.6585996674672085,-5.4152965084056905,-5.305745427674118,0.0
2019-05-06,-1.6276276276276278,-3.519331831831832,1.0,-1.6533408408408408,-5.539602102102102,-5.428866366366367,0.0
2019-05-07,-1.6299943192577164,-3.5622041280060595,1.0,-1.6919144101495929,-5.5790569967809125,-5.472637758000379,0.0
2019-05-08,-1.619172932330827,-3.517481203007519,1.0,-1.7280075187969925,-5.5095864661654135,-5.422744360902256,0.0
2019-05-09,-1.6219466366027806,-3.5120255543028933,1.0,-1.730552423900789,-5.510146561443066,-5.415069522735814,0.0
2019-05-10,-1.624341610233258,-3.5146726862302486,1.0,-1.739089541008277,-5.5186230248307,-5.414409330323551,0.0
2019-05-13,-1.6206831831831832,-3.506756756756757,1.0,-1.728415915915916,-5.50563063063063,-5.407094594594595,0.0
2019-05-14,-1.56399845320959,-3.44953596287703,1.0,-2.0781129156999225,-5.693348801237432,-5.550077339520495,0.0
2019-05-15,-1.505547985205373,-3.4925053533190575,1.0,-2.076893128284991,-5.785477905392253,-5.606579715787425,0.0
2019-05-16,-1.4623762376237623,-3.5649504950495046,1.0,-2.1362376237623764,-5.907920792079207,-5.7306930693069305,0.0
2019-05-17,-1.4580939171785219,-3.539132157717456,1.0,-2.161283931048147,-5.892015058450565,-5.763423816128394,0.0
2019-05-20,-1.4376233714962496,-3.502368732727991,1.0,-2.163047769443348,-5.883142518752468,-5.753651796288986,0.0
2019-05-21,-1.413991280221958,-3.5214030915576693,1.0,-2.2001585414189457,-5.903091557669442,-5.779032897344431,0.0
2019-05-22,-1.4232473811442388,-3.5302175664786466,1.0,-2.289887187751813,-6.028404512489928,-5.873287671232877,0.0
2019-05-23,-1.4305863389079185,-3.5194438847471288,1.0,-2.3324602055208543,-6.031835583316543,-5.8347773524078175,0.0
2019-05-24,-1.6807719135084862,-3.8790978842129733,1.0,-2.9209486166007905,-6.994419902348291,-6.774936061381074,0.0
2019-05-28,-1.6982573406540942,-3.9128670327047033,1.0,-3.0007161613750304,-7.251850083552161,-7.008355216042015,0.0
2019-05-29,-1.7076813655761023,-3.898530109056425,1.0,-2.9793741109530583,-7.198198198198198,-6.924134660976765,0.0
2019-05-30,-1.7159496077965295,-3.900404088424055,1.0,-2.98359876396482,-7.215593059187069,-6.954124078916092,0.0
2019-05-31,-1.7118644067796611,-3.9317259489138223,1.0,-2.9775602769157317,-7.253282406302221,-6.997374074958224,0.0
2019-06-03,-1.6841236140599198,-3.8907761264449165,1.0,-3.011559330030668,-7.169851380042463,-6.834158999764096,0.0
2019-06-04,-1.7034938621340887,-3.88385269121813,1.0,-3.0179414542020777,-7.178706326723324,-6.823182247403211,0.0
2019-06-05,-1.6798780487804879,-3.803705440900563,1.0,-3.1146810506566607,-7.203330206378987,-6.650093808630394,0.0
2019-06-06,-1.6652562294311235,-3.8601316408086506,1.0,-3.0700517160319696,-7.2035731076633756,-6.708274565115186,0.0
2019-06-07,-1.6537914691943127,-3.94170616113744,1.0,-3.088151658767772,-7.253791469194312,-6.759241706161137,0.0
2019-06-10,-1.6046128500823724,-3.9333960931984,1.0,-3.055307131089668,-7.20334196281478,-6.7382913626735705,0.0
2019-06-11,-1.5918415468049987,-3.9231313369488325,1.0,-3.1586889884461207,-7.189106342843668,-6.716576279179438,0.0
2019-06-12,-1.5877772534214252,-3.9322793770646527,1.0,-3.162812647475224,-7.19443133553563,-6.718735252477583,0.0
2019-06-13,-1.5960765776412198,-3.9896005672417867,1.0,-3.2034979910186716,-7.169463483809974,-6.676672181517372,0.0
2019-06-14,-1.6021708352996697,-3.954931571495989,1.0,-3.2310051911278905,-7.169183577159036,-6.638744690891929,0.0
2019-06-17,-1.6149053438773064,-3.9748382458662825,1.0,-3.2878025401389883,-7.332614426072369,-6.753654445243231,0.0
2019-06-18,-1.6185567010309279,-3.984655957803884,1.0,-3.2896187964516903,-7.3298969072164954,-6.7528170702469446,0.0
2019-06-19,-1.6043148411569461,-3.8992413466097675,1.0,-3.293266951161688,-7.256282598387862,-6.655049786628734,0.0
2019-06-20,-1.6265520534861508,-3.9438872970391596,1.0,-3.3034861509073545,-7.3018147086914995,-6.702244508118433,0.0
2019-06-21,-1.6269331429931002,-3.9495598382108024,1.0,-3.278134665714966,-7.258624791815371,-6.679514632405425,0.0
2019-06-24,-1.6406511850610483,-3.9202777112760354,1.0,-3.3014124970074215,-7.303327747186976,-6.775197510174766,0.0
2019-06-25,-1.639693559971271,-3.881972707684941,1.0,-3.317452717261192,-7.320325592530524,-6.781182666985875,0.0
2019-06-26,-1.5728967495219883,-3.8881453154875714,1.0,-3.2829827915869982,-7.298996175908221,-6.857791586998088,0.0
2019-06-27,-1.6098265895953756,-3.8894508670520227,1.0,-3.336223506743738,-7.345616570327552,-6.903660886319845,0.0
2019-06-28,-1.621608643457383,-3.805762304921969,1.0,-3.348859543817527,-7.351740696278513,-6.881632653061224,0.0
2019-07-01,-1.6359513010264979,-3.7572212938648843,1.0,-3.3311052757221296,-7.323704941513489,-6.8240630222010035,0.0
2019-07-02,-1.612050488211479,-3.7756608716361035,1.0,-3.315313169802334,-7.297689926172898,-6.8144796380090495,0.0
2019-07-03,-1.6201569396763122,-3.8212358999509566,1.0,-3.4433545855811674,-7.594409024031388,-7.042422756253066,0.0
2019-07-05,-1.6212828704841487,-3.810764315556648,1.0,-3.445072499385599,-7.620791349225854,-7.0781518800688135,0.0
2019-07-08,-1.6056860321384423,-3.8491965389369596,1.0,-3.4425216316440053,-7.6813349814585905,-7.143386897404202,0.0
2019-07-09,-1.5931493346476098,-3.8198620009857076,1.0,-3.434696895022179,-7.662148841793988,-7.132577624445539,0.0
2019-07-10,-1.5812345679012345,-3.82716049382716,1.0,-3.4380246913580246,-7.68641975308642,-7.158271604938271,0.0
2019-07-11,-1.6079980251789683,-3.7985682547519133,1.0,-3.464576647741299,-7.6823006665020985,-7.1320661565045675,0.0
2019-07-12,-1.6154985192497533,-3.7988647581441266,1.0,-3.4632280355380063,-7.679911154985193,-7.121668311944719,0.0
2019-07-15,-1.6253709198813058,-3.8696834817012857,1.0,-3.5247279920870427,-7.6602373887240365,-7.047972304648863,0.0
2019-07-16,-1.6593161546085233,-3.8721506442021805,1.0,-3.584489593657086,-7.661298315163528,-7.0,0.0
2019-07-17,-1.6529859916441387,-3.881789137380192,1.0,-3.532071762103711,-7.58417301548292,-6.925043008110101,0.0
2019-07-18,-1.6565853658536582,-3.8519512195121948,1.0,-3.515365853658537,-7.51170731707317,-6.854634146341463,0.0
2019-07-19,-1.693812668134018,-3.8615798483736854,1.0,-3.5284910736121295,-7.5165077035950105,-6.8552213255074586,0.0
2019-07-22,-1.6830934374237618,-3.827274945108563,1.0,-3.496462551841913,-7.501097828738717,-6.888265430592828,0.0
2019-07-23,-1.6760391198044011,-3.8488997555012228,1.0,-3.500977995110025,-7.519315403422983,-6.90440097799511,0.0
2019-07-24,-1.6923629399090256,-3.7778309791716542,1.0,-3.4768972947091212,-7.297342590375868,-6.69643284654058,0.0
2019-07-25,-1.6837485172004747,-3.6979833926453147,1.0,-3.469039145907473,-7.255278766310796,-6.618742586002373,0.0
2019-07-26,-1.6584507042253522,-3.6267605633802815,1.0,-3.4392018779342726,-7.1915492957746485,-6.558450704225353,0.0
2019-07-29,-1.6555791460250062,-3.591648973814579,1.0,-3.463788629393725,-7.239915074309979,-6.639537626798774,0.0
2019-07-30,-1.6485464429212953,-3.5934767194516666,1.0,-3.477664854644292,-7.254549751831718,-6.660836681635548,0.0
2019-07-31,-1.6474084640989064,-3.6545411317165954,1.0,-3.496671421778412,-7.285306704707561,-6.6916310033285775,0.0
2019-08-01,-1.614059919792404,-3.6786978060863413,1.0,-3.460485963670677,-7.219155461193679,-6.618070299598963,0.0
2019-08-02,-1.5800703399765534,-3.6250879249706918,1.0,-3.475029308323564,-7.177022274325908,-6.589449003516999,0.0
2019-08-05,-1.5714624881291548,-3.6600189933523266,1.0,-3.499762583095917,-7.311965811965812,-6.698480531813866,0.0
2019-08-06,-1.423878568192116,-3.513366560942456,1.0,-3.3269143633892164,-6.942229270502945,-6.448799275033983,0.0
2019-08-07,-1.37102552619794,-3.536050156739812,1.0,-3.2369010300044785,-6.842812360053739,-6.404836542767578,0.0
2019-08-08,-1.3710335448776065,-3.5639165911151403,1.0,-3.277198549410698,-6.957388939256573,-6.495693563009973,0.0
2019-08-09,-1.3325073214687992,-3.5016895697229105,1.0,-3.2509574228429825,-6.908087407073665,-6.534354584365848,0.0
2019-08-12,-1.337303370786517,-3.465168539325843,1.0,-3.3051685393258428,-6.900449438202248,-6.464044943820225,0.0
2019-08-13,-1.3211273857079449,-3.3792720816688853,1.0,-3.260541500221926,-6.824678206835331,-6.407012871726587,0.0
