Date,AGYS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4017327320199383,-1.2722129915341402,-0.0,-0.6991850621093442,-0.5829179523696495,0.0
2018-09-25,1.0,-0.41172504065685617,-1.2733727341239933,-0.0,-0.7006068779501011,-0.5808178969497442,0.0
2018-09-26,1.0,-0.410568944296661,-1.2733155993171081,-0.0,-0.701711200222337,-0.5847063961567476,0.0
2018-09-27,1.0,-0.412009677547297,-1.268710585808908,-0.0,-0.7013048824019354,-0.5842224249395153,0.0
2018-09-28,1.0,-0.4130365785923986,-1.2681107672776322,-0.0,-0.7015789891295723,-0.5845830357851305,0.0
2018-10-01,1.0,-0.41294935451837145,-1.27090367428004,-0.0,-0.7022442899702086,-0.5860973187686197,0.0
2018-10-02,1.0,-0.4129501550202718,-1.275101359408538,-0.0,-0.701407107083234,-0.585420144685587,0.0
2018-10-03,1.0,-0.412105806656605,-1.2675351497338945,-0.0,-0.7030343951068393,-0.5890459925331638,0.0
2018-10-04,1.0,-0.41584630041282955,-1.2608764687202287,-0.0,-0.7074468085106383,-0.5853445538266117,0.0
2018-10-05,1.0,-0.4017776022121272,-1.2569622753308316,-0.0,-0.7068141418131543,-0.5847126209757062,0.0
2018-10-08,1.0,-0.39901458415451324,-1.2536460386283013,-0.0,-0.7065037445802129,-0.5824990145841545,0.0
2018-10-09,1.0,-0.39934565808664113,-1.2542078915211479,-0.0,-0.7063345027395639,-0.581930702826284,0.0
2018-10-10,1.0,-0.4008432168328145,-1.2532408684345324,-0.0,-0.7071594625477756,-0.5790614287402971,0.0
2018-10-11,1.0,-0.29890909090909096,-1.2555406698564595,-0.0,-0.6779712918660288,-0.5953301435406699,0.0
2018-10-12,1.0,-0.3087985505605254,-1.252821500018873,-0.0,-0.6508134224134676,-0.562148492054505,0.0
2018-10-15,1.0,-0.2876434079368065,-1.269889035170209,-0.0,-0.644536392702652,-0.5594508181305248,0.0
2018-10-16,1.0,-0.2872832587354722,-1.2703200812427127,-0.0,-0.6443374581562418,-0.5592958964907662,0.0
2018-10-17,1.0,-0.2581908174195693,-1.220514904148044,-0.0,-0.6407860229749196,-0.5742252428618918,0.0
2018-10-18,1.0,-0.25813601270732517,-1.2209744745299398,-0.0,-0.6406856045214436,-0.574230726607809,0.0
2018-10-19,1.0,-0.23592954703577576,-1.2096744662931633,-0.0,-0.6435973488593504,-0.5725951151634993,0.0
2018-10-22,1.0,-0.23597027492037925,-1.200424643994582,-0.0,-0.6478017351832192,-0.5765640443679759,0.0
2018-10-23,1.0,-0.24982494932743693,-1.2093974571586514,-0.0,-0.6467661691542289,-0.5792887414777962,0.0
2018-10-24,1.0,-0.24842268383573776,-1.2142567243478581,-0.0,-0.6477511714570343,-0.5791609784894661,0.0
2018-10-25,1.0,-0.21153436901468395,-1.160282329573668,-0.0,-0.6388948003121231,-0.5361424416542526,0.0
2018-10-26,1.0,-0.19534997724009942,-1.1426870688749606,-0.0,-0.639027977170069,-0.5244231240589656,0.0
2018-10-29,1.0,-0.15133445885268867,-1.2114659290922805,-0.0,-0.6525737275045799,-0.5767448543410323,0.0
2018-10-30,1.0,-0.1559342753388703,-1.2122029266889585,-0.0,-0.6532556718081473,-0.5740481070003236,0.0
2018-10-31,1.0,-0.15857570573139437,-1.192365269461078,-0.0,-0.6471343028229256,-0.5662603364699174,0.0
2018-11-01,1.0,-0.14380247616336986,-1.2026113561975238,-0.0,-0.6455813291589584,-0.5657108296570372,0.0
2018-11-02,1.0,-0.1505175032675121,-1.1678971351866898,-0.0,-0.6548800734748667,-0.5591154756437882,0.0
2018-11-05,1.0,-0.15093273035613342,-1.1670435274166195,-0.0,-0.654995760316563,-0.5600975127190503,0.0
2018-11-06,1.0,-0.16287234042553192,-1.1800709219858159,-0.0,-0.6514893617021277,-0.5516312056737589,0.0
2018-11-07,1.0,-0.1622205689587983,-1.1796861161299463,-0.0,-0.6499450880362773,-0.5508555638218726,0.0
2018-11-08,1.0,-0.1300887127879659,-1.181983940530874,-0.0,-0.6380307864932151,-0.556330867141204,0.0
2018-11-09,1.0,-0.12895752895752896,-1.1829413829413828,-0.0,-0.641031941031941,-0.5570726570726571,0.0
2018-11-12,1.0,-0.1300904579212277,-1.1620499102460315,-0.0,-0.6660096441519131,-0.5615782619407976,0.0
2018-11-13,1.0,-0.10646149561342431,-1.1596922434201367,-0.0,-0.6627906976744186,-0.5524648377663278,0.0
2018-11-14,1.0,-0.1070347036095931,-1.159037905948693,-0.0,-0.6626753454697344,-0.5520554143896411,0.0
2018-11-15,1.0,-0.10580869565217392,-1.159617391304348,-0.0,-0.6627478260869565,-0.5500869565217392,0.0
2018-11-16,1.0,-0.10243699518147467,-1.1492356224217422,-0.0,-0.6604499601345027,-0.5544424030228446,0.0
2018-11-19,1.0,-0.10726307388000139,-1.1489745636256377,-0.0,-0.6592289273692612,-0.5547072908352708,0.0
2018-11-20,1.0,-0.06629244438322197,-1.1421585508643846,-0.0,-0.6622012535298574,-0.5731110958054962,0.0
2018-11-21,1.0,-0.0759818163174625,-1.1406159209761766,-0.0,-0.6638753118911714,-0.5375465700516115,0.0
2018-11-23,1.0,-0.07778726310397815,-1.1255933071538329,-0.0,-0.6713675943315691,-0.5400034147174322,0.0
2018-11-26,1.0,-0.07779523256608155,-1.1254354210777953,-0.0,-0.671607130660474,-0.5402294925210026,0.0
2018-11-27,1.0,-0.06940908936632387,-1.1265655228591793,-0.0,-0.6648678002918915,-0.5332450870583444,0.0
2018-11-28,1.0,-0.0755168289765932,-1.1122159576285664,-0.0,-0.6830685118742524,-0.5462497864343071,0.0
2018-11-29,1.0,-0.05515077919449504,-1.0971463266545234,-0.0,-0.6751332388855157,-0.5456722660729947,0.0
2018-11-30,1.0,-0.05397909831907194,-1.099874860486353,-0.0,-0.6768356613792403,-0.5514593973010451,0.0
2018-12-03,1.0,-0.049610301592680456,-1.1045408336157236,-0.0,-0.680582853270078,-0.5539139274822095,0.0
2018-12-04,1.0,-0.03973912749636738,-1.1103977291927145,-0.0,-0.6768154631162774,-0.5521913966140641,0.0
2018-12-06,1.0,-0.03128070750081886,-1.0590239109073043,-0.0,-0.6660334097608909,-0.5190959711758926,0.0
2018-12-07,1.0,-0.029029193014645654,-1.0600897742537925,-0.0,-0.666786802529406,-0.5205596146915239,0.0
2018-12-10,1.0,-0.0027843429274452035,-1.065788195681031,-0.0,-0.6662673616731959,-0.5027681548871694,0.0
2018-12-11,1.0,-0.0017809727349264947,-1.0660578978045465,-0.0,-0.6658247522828833,-0.5044362411760897,0.0
2018-12-12,1.0,-0.0016516078888565045,-1.0660643155542602,-0.0,-0.665695132614398,-0.5050357848375919,0.0
