Date,IWF,IWM,MTUM,NVGS,SPY,VLUE,VXX
2018-09-24,-0.583538873994638,-1.624396782841823,-0.0020375335120643434,1.0,-1.1136193029490618,-1.0383914209115281,0.0
2018-09-25,-0.5844496838495338,-1.6221198156682026,-0.004340370806987461,1.0,-1.1117243596613438,-1.0359018326010072,0.0
2018-09-26,-0.5852625937834941,-1.6232047159699894,-0.006002143622722401,1.0,-1.1113612004287248,-1.0332261521972133,0.0
2018-09-27,-0.587243833270908,-1.6135694793728932,-0.00845417090267002,1.0,-1.1098507143239338,-1.031622879768848,0.0
2018-09-28,-0.5904756803085494,-1.613081208485108,-0.009052924791086351,1.0,-1.111259910006428,-1.0328369402185558,0.0
2018-10-01,-0.5932121602058871,-1.6120851428877807,-0.009061176344431933,1.0,-1.1135059782317303,-1.033778349686344,0.0
2018-10-02,-0.5964375771232363,-1.5914480390578893,-0.017168303020548312,1.0,-1.1195879607275068,-1.040452813992167,0.0
2018-10-03,-0.5955086290063244,-1.5823775324257692,-0.01656126058527173,1.0,-1.1210204737914033,-1.0441633615607246,0.0
2018-10-04,-0.5979226897954814,-1.5751151086840134,-0.017774922368561943,1.0,-1.1233001392011992,-1.0397794196380767,0.0
2018-10-05,-0.5745009315943572,-1.5647591163162098,-0.0,1.0,-1.1327122704285335,-1.0514240085174342,0.0
2018-10-08,-0.5687171035142751,-1.558934552607794,-0.0,1.0,-1.1387633579669307,-1.0501355733957147,0.0
2018-10-09,-0.5665071770334928,-1.5590111642743223,-0.0,1.0,-1.1394471026049973,-1.0513556618819777,0.0
2018-10-10,-0.5704408870924852,-1.5582087964686484,-0.0,1.0,-1.1425304472690527,-1.0471201404031272,0.0
2018-10-11,-0.4357587508929483,-1.5304622920706195,-0.0,1.0,-1.0889886723135014,-1.0474027962036943,0.0
2018-10-12,-0.44508118433619864,-1.5216910471019955,-0.0,1.0,-1.0541899160508723,-1.0058814658422561,0.0
2018-10-15,-0.42580903717062424,-1.5331129145376214,-0.0,1.0,-1.0480913736098587,-1.0025548542230238,0.0
2018-10-16,-0.42546583850931674,-1.533510318573432,-0.0,1.0,-1.047786014826688,-1.0022540573031455,0.0
2018-10-17,-0.3843996062992126,-1.4655511811023623,-0.0,1.0,-1.045472440944882,-1.0258366141732285,0.0
2018-10-18,-0.38522479698950285,-1.4687561893444248,-0.0,1.0,-1.0619924737571798,-1.0355020796197267,0.0
2018-10-19,-0.357537799089886,-1.4486959925625091,-0.0,1.0,-1.0584723785291383,-1.028379899202427,0.0
2018-10-22,-0.35764245536806066,-1.4367326974810468,-0.0,1.0,-1.06363414037662,-1.0331621423330888,0.0
2018-10-23,-0.3545142296368989,-1.441315014720314,-0.0,1.0,-1.0716879293424926,-1.0393032384690872,0.0
2018-10-24,-0.3516391833529643,-1.4437573616018846,-0.0,1.0,-1.0726344719277583,-1.0397035728307813,0.0
2018-10-25,-0.29085716960816443,-1.3551331866485652,-0.0,1.0,-1.0603436168718694,-0.9750479846449136,0.0
2018-10-26,-0.2604075220625606,-1.3318393937993809,-0.0,1.0,-1.0687520214388022,-0.9593864066903848,0.0
2018-10-29,-0.2307657017020691,-1.34045969628848,-0.0,1.0,-1.0541358902601277,-0.9624260219296233,0.0
2018-10-30,-0.22713931945336144,-1.3399981656424838,-0.0,1.0,-1.0538383931028157,-0.9649637714390534,0.0
2018-10-31,-0.23975859546452086,-1.3069678127286029,-0.0,1.0,-1.0610826627651793,-0.9642922457937088,0.0
2018-11-01,-0.21753217121474855,-1.3229442365611024,-0.0,1.0,-1.0590490097654468,-0.9637674545952359,0.0
2018-11-02,-0.2195667046750285,-1.3203648802736603,-0.0,1.0,-1.05806157354618,-0.9630102622576967,0.0
2018-11-05,-0.2186203437742215,-1.3223453243970273,-0.0,1.0,-1.0577668353622396,-0.9605617106642959,0.0
2018-11-06,-0.2123470420461864,-1.3250989051430673,-0.0,1.0,-1.078250069003588,-0.9845431962462048,0.0
2018-11-07,-0.21217975254128144,-1.3250080493077596,-0.0,1.0,-1.0780552872452969,-0.9843613449243366,0.0
2018-11-08,-0.162894688811827,-1.3335462675670744,-0.0,1.0,-1.0668917685709072,-0.9995893411206425,0.0
2018-11-09,-0.16187214611872147,-1.3345205479452056,-0.0,1.0,-1.0697260273972602,-1.0000913242009133,0.0
2018-11-12,-0.15988741601597967,-1.3094697657526784,-0.0,1.0,-1.0763119665879788,-0.994007626656982,0.0
2018-11-13,-0.118974957364689,-1.3034736558657212,-0.0,1.0,-1.0784040929898573,-0.9870747688717351,0.0
2018-11-14,-0.11971641389212959,-1.3026563762003052,-0.0,1.0,-1.0782554069819619,-0.9865386341200754,0.0
2018-11-15,-0.11790529946691752,-1.304349773775926,-0.0,1.0,-1.0826949782735293,-0.9747345786856605,0.0
2018-11-16,-0.1111111111111111,-1.2903572387859252,-0.0,1.0,-1.0853254543826663,-0.9898827110752978,0.0
2018-11-19,-0.10981235165032022,-1.2913699673070895,-0.0,1.0,-1.0866138205920552,-0.9906847597294998,0.0
2018-11-20,-0.048224365527356775,-1.280190230676919,-0.0,1.0,-1.0944486421618738,-1.0217787457220322,0.0
2018-11-21,-0.04832191179054647,-1.268186610437533,-0.0,1.0,-1.085002635740643,-0.9914338429098576,0.0
2018-11-23,-0.04926518973459092,-1.2606711998245228,-0.0,1.0,-1.08607150690941,-0.990919061197631,0.0
2018-11-26,-0.04807439249056935,-1.2673918764803929,-0.0,1.0,-1.0831213264321433,-0.9877182208965699,0.0
2018-11-27,-0.03394779273979169,-1.2701878241164422,-0.0,1.0,-1.0747810171264216,-0.978995075609012,0.0
2018-11-28,-0.03774655262698551,-1.2600802932448945,-0.0,1.0,-1.0819951125850933,-0.9839413510211207,0.0
2018-11-29,-0.0,-1.2396452251786791,-0.0,1.0,-1.0752174287436493,-0.9906570223025919,0.0
2018-11-30,-0.0,-1.2415786068578822,-0.0,1.0,-1.076256200129394,-0.995298684494285,0.0
2018-12-03,-0.0,-1.2415844144648938,-0.0,1.0,-1.074781259428473,-0.993793370975389,0.0
2018-12-04,-0.0,-1.2438888172874512,-0.0,1.0,-1.064355372255875,-0.9878420758688834,0.0
2018-12-06,-0.0,-1.1496476670975275,-0.0,1.0,-1.0715506817328941,-0.9484217987741317,0.0
2018-12-07,-0.0,-1.1506386175807666,-0.0,1.0,-1.0718757826195842,-0.951456715919526,0.0
2018-12-10,-0.0,-1.1474686675461743,-0.0,1.0,-1.0573054089709764,-0.917917216358839,0.0
2018-12-11,-0.0,-1.1519160018188583,-0.0,1.0,-1.0522508370881734,-0.9296019180687033,0.0
2018-12-12,-0.0,-1.1521604300186066,-0.0,1.0,-1.051808972503618,-0.93078354351871,0.0
2018-12-13,-0.0,-1.1630217861300514,-0.0,1.0,-1.0552137036421088,-0.9394229170131382,0.0
2018-12-14,-0.0,-1.165162417335607,-0.0,1.0,-1.0542361602129517,-0.9398161627084806,0.0
2018-12-17,-0.0,-1.158426082998883,-0.0,1.0,-1.0346311390624354,-0.9444743266167405,0.0
2018-12-18,-0.0,-1.1485046690526142,-0.0,1.0,-1.0256283680941216,-0.939528569665556,0.0
2018-12-19,-0.0,-1.1620666722088286,-0.0,1.0,-1.042896333859839,-0.9516584919777205,0.0
2018-12-20,-0.0,-1.1456174394120804,-0.0,1.0,-1.0407910490896328,-0.9422402047809751,0.0
2018-12-21,-0.0,-1.1420897236119085,-0.0,1.0,-1.0369884359878618,-0.9216353645534323,0.0
2018-12-24,-0.0,-1.1451268577058873,-0.0,1.0,-1.0391247228836522,-0.921175794400197,0.0
2018-12-26,-0.0,-1.1505376344086022,-0.0,1.0,-1.0068167985392573,-0.9002637451815785,0.0
2018-12-27,-0.0,-1.0922740922740921,-0.0,1.0,-0.894153894153894,-0.9136149136149135,0.0
2018-12-28,-0.0,-1.0987948047895784,-0.0,1.0,-0.8920004680369749,-0.9095128515152697,0.0
2018-12-31,-0.0,-1.0973982915317704,-0.0,1.0,-0.892850177477864,-0.9103639271365604,0.0
2019-01-02,-0.0,-1.1058088841757983,-0.0,1.0,-0.9051490514905148,-0.9166175719728212,0.0
2019-01-03,-0.0,-1.1106948497515576,-0.0,1.0,-0.899479454215632,-0.933354365486237,0.0
2019-01-04,-0.0,-1.1100195694716242,-0.0,1.0,-0.8727592954990215,-0.9311545988258317,0.0
2019-01-07,-0.0,-1.0689351940355571,-0.0,1.0,-0.8543681896386923,-0.9000573504110113,0.0
2019-01-08,-0.0,-1.0485095988702722,-0.0,1.0,-0.8705774588756153,-0.8975611617877179,0.0
