Date,DOCU,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-12-26,1.0,-0.26704976004041425,-1.7623137155847435,-0.01073503409952008,-2.015976256630462,-1.258651174539025,0.0
2018-12-27,1.0,-0.14438659100216464,-1.6808635113789272,-0.05399871292341894,-1.6780553442929853,-1.293102439595156,0.0
2018-12-28,1.0,-0.14560552014502076,-1.6801356645810188,-0.055493830770130405,-1.674814338342787,-1.29156189696509,0.0
2018-12-31,1.0,-0.15346795434591748,-1.6718759145449225,-0.05179982440737489,-1.6789581504243487,-1.2970441908106525,0.0
2019-01-02,1.0,-0.15528169014084509,-1.6817488262910798,-0.01602112676056338,-1.6934859154929578,-1.3220657276995307,0.0
2019-01-03,1.0,-0.15700978381861855,-1.6754349991212139,-0.03005448473841467,-1.692424863788154,-1.3035913058761497,0.0
2019-01-04,1.0,-0.08845351263621608,-1.7037444933920705,-0.03437282633897519,-1.6589380941340135,-1.310920472988639,0.0
2019-01-07,1.0,-0.0,-1.615041782729805,-0.1588857938718663,-1.58974930362117,-1.2072980501392758,0.0
2019-01-08,1.0,-0.004328043502385972,-1.5735767395405618,-0.16968150038841417,-1.6092553545666408,-1.191932083009655,0.0
2019-01-09,1.0,-0.0,-1.5411516931774094,-0.16499473480019952,-1.6153078756304382,-1.2208058526852519,0.0
2019-01-10,1.0,-0.0007196235815112095,-1.534348187102131,-0.16678660393025185,-1.6185441461389425,-1.2151120952117354,0.0
2019-01-11,1.0,-0.004602417655539537,-1.5393700787401576,-0.15881113452367748,-1.6240434734390594,-1.2183098591549295,0.0
2019-01-14,1.0,-0.023291925465838508,-1.5432564330079859,-0.15372670807453417,-1.6323203194321205,-1.1930456965394853,0.0
2019-01-15,1.0,-0.023552230534774177,-1.5331670822942645,-0.15006927126627875,-1.6364089775561097,-1.198503740648379,0.0
2019-01-16,1.0,-0.019845889461721826,-1.5352292255668276,-0.14812351017240424,-1.6418315871168025,-1.1985143300626422,0.0
2019-01-17,1.0,-0.021536051910275772,-1.5005314090731106,-0.17111372154164567,-1.6720366951949432,-1.2285059014376014,0.0
2019-01-18,1.0,-0.02043215405284371,-1.5023510971786835,-0.16967084639498434,-1.6749328257948948,-1.2304635020152261,0.0
2019-01-22,1.0,-0.016682475032081683,-1.5043798471238072,-0.1781509791887519,-1.665792557049601,-1.2144172292584947,0.0
2019-01-23,1.0,-0.0,-1.4937066814527309,-0.20182977543665095,-1.6623232603271416,-1.1868588855004156,0.0
2019-01-24,1.0,-0.0,-1.4984745104565371,-0.1987019470793809,-1.6592888445110112,-1.1907694014533754,0.0
2019-01-25,1.0,-0.0,-1.504138658963391,-0.1897116826842953,-1.6589633909227266,-1.2023776456863506,0.0
2019-01-28,1.0,-0.0,-1.4988351453294875,-0.19286665187486135,-1.6579764810295097,-1.1973041934768138,0.0
2019-01-29,1.0,-0.0,-1.5069648704145626,-0.17686886064709476,-1.6553082856984294,-1.2106110216993176,0.0
2019-01-30,1.0,-0.0,-1.5074651717822058,-0.17921962590886384,-1.6548259976688684,-1.2088027973580509,0.0
2019-01-31,1.0,-0.0,-1.517247107026189,-0.14971485521288966,-1.629920823874647,-1.239853828691656,0.0
2019-02-01,1.0,-0.0,-1.514108664379772,-0.1476706871749474,-1.6233263251078895,-1.2477038840323114,0.0
2019-02-04,1.0,-0.0,-1.5135553834237025,-0.14850060860905168,-1.621887794622109,-1.2488657740400575,0.0
2019-02-05,1.0,-0.0,-1.499972371111234,-0.15864507929491076,-1.6110957617284634,-1.2560645410841578,0.0
2019-02-06,1.0,-0.0,-1.4998892825509302,-0.1537311780336581,-1.6258857395925599,-1.2563662533215236,0.0
2019-02-07,1.0,-0.0,-1.5077930001663986,-0.1477619390981197,-1.6457928892340117,-1.2452160408231183,0.0
2019-02-08,1.0,-0.0,-1.511900160141366,-0.1713512618035231,-1.6334419349494727,-1.2054227179855321,0.0
2019-02-11,1.0,-0.0,-1.5155265775223783,-0.1783069952480937,-1.6400154713227981,-1.1916233837993149,0.0
2019-02-12,1.0,-0.0,-1.4982865354852972,-0.18488834844130003,-1.6478554057041788,-1.1962745965067434,0.0
2019-02-13,1.0,-0.0,-1.492246783239855,-0.20312328164522161,-1.6271307599252174,-1.1762344660728032,0.0
2019-02-14,1.0,-0.0,-1.4921088809458345,-0.203409403354413,-1.626725323068463,-1.176794061039318,0.0
2019-02-15,1.0,-0.0,-1.490402068093064,-0.20246411088498983,-1.629173312799076,-1.17815301688576,0.0
2019-02-19,1.0,-0.0,-1.45949651730379,-0.2179564525859705,-1.6380189765809248,-1.1690341688147865,0.0
2019-02-20,1.0,-0.0,-1.4593067895140945,-0.2183832401009104,-1.6373807173412307,-1.1691894263463858,0.0
2019-02-21,1.0,-0.0,-1.4524762792738442,-0.22536060988317888,-1.636592990731092,-1.1701310810069656,0.0
2019-02-22,1.0,-0.0,-1.4507945205479453,-0.23402739726027397,-1.6318356164383563,-1.1627945205479453,0.0
2019-02-25,1.0,-0.0,-1.4417177914110428,-0.23307405784399648,-1.6333260297984225,-1.1695333041191938,0.0
2019-02-26,1.0,-0.0,-1.4415214293543788,-0.22969417954620192,-1.6358653951551025,-1.1736270963498847,0.0
2019-02-27,1.0,-0.0,-1.4301140100855074,-0.23432361324270995,-1.6401008550756413,-1.1767704450778338,0.0
2019-02-28,1.0,-0.0,-1.4362151197850996,-0.2322241105202566,-1.6454141768543393,-1.168247354859931,0.0
2019-03-01,1.0,-0.0,-1.4349350720508465,-0.23719248260369294,-1.6439099227439593,-1.1630595583803627,0.0
2019-03-04,1.0,-0.0,-1.4297760499370313,-0.23867929693916662,-1.6411323440836665,-1.165963970870065,0.0
2019-03-05,1.0,-0.0,-1.4246785225718193,-0.2340355677154583,-1.6518194254445966,-1.1613679890560877,0.0
2019-03-06,1.0,-0.0,-1.4203501094091904,-0.23851203501094093,-1.6555798687089718,-1.1560175054704596,0.0
2019-03-07,1.0,-0.0,-1.3657884688812525,-0.26275023182239676,-1.6892488954344627,-1.1368570337642503,0.0
2019-03-08,1.0,-0.0,-1.361571148398344,-0.273371104815864,-1.6807038570494661,-1.13216387012421,0.0
2019-03-11,1.0,-0.0,-1.3640128603345865,-0.2711568851833687,-1.6795270012533376,-1.134543076671571,0.0
2019-03-12,1.0,-0.0,-1.3408105765062852,-0.28754876462938883,-1.665149544863459,-1.1247290853922842,0.0
2019-03-13,1.0,-0.0,-1.3437347635299854,-0.28668941979522183,-1.6624410856492766,-1.1245462917817866,0.0
2019-03-14,1.0,-0.0,-1.3470989391643213,-0.2885906040268456,-1.655174280147218,-1.1215631088980298,0.0
2019-03-15,1.0,-0.0,-1.3399468748305958,-0.293435246923619,-1.666341410527457,-1.1211579118555863,0.0
2019-03-18,1.0,-0.0,-1.3660655737704919,-0.2772131147540984,-1.6990163934426228,-1.1221311475409836,0.0
2019-03-19,1.0,-0.0,-1.3663588174217167,-0.27706432045466967,-1.6987267063773976,-1.122629651893546,0.0
2019-03-20,1.0,-0.0,-1.3772088188631764,-0.27031019202363366,-1.7031566278242791,-1.1200831555336725,0.0
2019-03-21,1.0,-0.0,-1.3756764143208529,-0.27275211806504507,-1.7082262913364308,-1.1093194861984148,0.0
2019-03-22,1.0,-0.0,-1.370223189983669,-0.2818726183995645,-1.7040283070223188,-1.0875340228633643,0.0
2019-03-25,1.0,-0.0,-1.2804124818733553,-0.35603415865513727,-1.6678661582254686,-1.066544927224878,0.0
2019-03-26,1.0,-0.0,-1.2704926850258176,-0.3527861445783132,-1.6729776247848536,-1.0824010327022375,0.0
2019-03-27,1.0,-0.0,-1.2646474410611677,-0.3563181354384835,-1.673111003705494,-1.076150582675474,0.0
2019-03-28,1.0,-0.0,-1.2639935414424113,-0.35279870828848225,-1.684714747039828,-1.0806781485468246,0.0
2019-03-29,1.0,-0.0,-1.248021534320323,-0.359892328398385,-1.6840915208613727,-1.0915746971736204,0.0
2019-04-01,1.0,-0.0,-1.2593986984348948,-0.3595439143763782,-1.6854192438014304,-1.0740063464744796,0.0
2019-04-02,1.0,-0.0,-1.2622205583484865,-0.4123970478126002,-1.6613541555246552,-1.0121938175205905,0.0
2019-04-03,1.0,-0.0,-1.2630816293672518,-0.40514141576772394,-1.6975795631406643,-1.0010196962378575,0.0
2019-04-04,1.0,-0.0,-1.2609442060085836,-0.40895922746781116,-1.6996781115879827,-0.9951716738197425,0.0
2019-04-05,1.0,-0.0,-1.2541999892652032,-0.42842574204283185,-1.7029681713273577,-0.9818581933336912,0.0
2019-04-08,1.0,-0.0,-1.2450785817733196,-0.43270932789787053,-1.7043930697849057,-0.9817625918575336,0.0
2019-04-09,1.0,-0.0,-1.2453467789518853,-0.4330311645121493,-1.703803035992061,-0.9817625918575336,0.0
2019-04-10,1.0,-0.0,-1.2272678590553712,-0.4512691442647531,-1.7128092535075508,-0.9636392845667774,0.0
2019-04-11,1.0,-0.0,-1.2408798283261802,-0.44463519313304717,-1.7123390557939915,-0.9669527896995708,0.0
2019-04-12,1.0,-0.0,-1.2414551698234693,-0.44728228792187585,-1.7111659601867255,-0.965659709180662,0.0
2019-04-15,1.0,-0.0,-1.2443764427980888,-0.45181725452300425,-1.6992537714070974,-0.9731035593493317,0.0
2019-04-16,1.0,-0.0,-1.239375402446877,-0.4529405451813694,-1.6998282893324748,-0.973814123202404,0.0
2019-04-17,1.0,-0.0,-1.2249060654857755,-0.4681696188942566,-1.7096618357487925,-0.9650026838432636,0.0
2019-04-18,1.0,-0.0,-1.2536949727181226,-0.43243100068866874,-1.6606452296445409,-0.9507336970916989,0.0
2019-04-22,1.0,-0.0,-1.260421074904782,-0.4138277613203554,-1.665361828184511,-0.9502750740584003,0.0
2019-04-23,1.0,-0.0,-1.2661649353402586,-0.41986432054271783,-1.6829022683909265,-0.9309942760228961,0.0
2019-04-24,1.0,-0.0,-1.2299304677623262,-0.41798356510745893,-1.6849978929624947,-0.9347345132743362,0.0
2019-04-25,1.0,-0.0,-1.2324931449061378,-0.43034170006327777,-1.6847711453279899,-0.9255431343598397,0.0
2019-04-26,1.0,-0.0,-1.199534859136318,-0.45578518949204505,-1.7226597600295999,-0.90776468100851,0.0
2019-04-29,1.0,-0.0,-1.1863761370848318,-0.4485931880685425,-1.727787180029617,-0.9260101544319864,0.0
2019-04-30,1.0,-0.0,-1.1829719725013221,-0.45007932310946597,-1.7283447911158119,-0.9267583289264939,0.0
2019-05-01,1.0,-0.0,-1.1704239480492054,-0.44543582704186685,-1.7630536930468297,-0.9006916213505095,0.0
2019-05-02,1.0,-0.0,-1.1818085947798576,-0.4370155549696809,-1.736356446084893,-0.9176904824677036,0.0
2019-05-03,1.0,-0.0,-1.1769705928937226,-0.43160340003167735,-1.7473206272108124,-0.9236048783063198,0.0
2019-05-06,1.0,-0.0,-1.147500395090344,-0.4436074382342095,-1.74703682242006,-0.9297792761944897,0.0
2019-05-07,1.0,-0.0,-1.133270666875555,-0.4665517781607395,-1.7048409838633871,-0.9175413859731578,0.0
2019-05-08,1.0,-0.0,-1.1290272373540857,-0.5008560311284047,-1.6409857328145268,-0.9171465629053177,0.0
2019-05-09,1.0,-0.0,-1.1231149312882804,-0.4995625096505224,-1.6097071388131143,-0.914509238766792,0.0
2019-05-10,1.0,-0.0,-1.1165093371639645,-0.501282577467679,-1.6114303303919555,-0.901138928791299,0.0
2019-05-13,1.0,-0.0,-1.1219574817705658,-0.489010989010989,-1.6146143576050118,-0.9094176851186198,0.0
2019-05-14,1.0,-0.0,-0.9825248568846038,-0.5981219242743797,-1.551320678919353,-0.8896253891734458,0.0
2019-05-15,1.0,-0.0,-0.9920411041708644,-0.5954563771912149,-1.5628652024984886,-0.8869131573644973,0.0
2019-05-16,1.0,-0.0,-0.9936989615888698,-0.6036394797862688,-1.5594818026010686,-0.8840104849279161,0.0
2019-05-17,1.0,-0.0,-0.9751298996115624,-0.6241234929122736,-1.5385158654088684,-0.9069262977349544,0.0
2019-05-20,1.0,-0.0,-0.9644707992824397,-0.6226828782140722,-1.5144010364759817,-0.8815028901734104,0.0
2019-05-21,1.0,-0.0,-0.9606291374247176,-0.6270469364392016,-1.5099795928525208,-0.879697376934946,0.0
2019-05-22,1.0,-0.0,-0.9578441571308268,-0.6311487591023927,-1.498489126665676,-0.8662010204587111,0.0
2019-05-23,1.0,-0.0,-0.945587653343886,-0.6378611001187179,-1.5088543727740404,-0.8542738425009893,0.0
2019-05-24,1.0,-0.0,-0.9205568399822913,-0.6525653008018102,-1.4930886910325152,-0.8528210930198239,0.0
2019-05-28,1.0,-0.0,-0.9208460104033763,-0.6587987044852293,-1.4851310236529593,-0.8424771812739229,0.0
2019-05-29,1.0,-0.0,-0.9231746031746032,-0.6616849816849817,-1.4833211233211232,-0.8157753357753359,0.0
2019-05-30,1.0,-0.0,-0.9215877030839574,-0.6497713785387683,-1.4764082109154586,-0.8165677595096799,0.0
2019-05-31,1.0,-0.0,-0.9218453452722759,-0.6618813567570198,-1.4810453063409412,-0.8016448488977564,0.0
2019-06-03,1.0,-0.0,-0.9309609231067585,-0.7083292931251819,-1.4788616309512268,-0.7300979346455929,0.0
2019-06-04,1.0,-0.04124327555289898,-0.9066547120940426,-0.7517931858936043,-1.6505279936242279,-0.6309025702331141,0.0
2019-06-05,1.0,-0.04187604690117253,-0.8919597989949748,-0.7773179623608237,-1.6436594738397872,-0.571731205044832,0.0
2019-06-06,1.0,-0.040341578327444054,-0.9263839811542992,-0.7667353749509227,-1.6016882606988614,-0.5725363172359639,0.0
2019-06-07,1.0,-0.0751890634089587,-0.9045956951716114,-0.7480608881132442,-1.5625363583478766,-0.5574461896451425,0.0
2019-06-10,1.0,-0.0,-0.9377443918501749,-0.7193867050833505,-1.7402757769088288,-0.7476332578719901,0.0
2019-06-11,1.0,-0.0,-0.9365841073271414,-0.7398864809081527,-1.7443240454076367,-0.7391124871001032,0.0
2019-06-12,1.0,-0.0,-0.9319552554255375,-0.7393164596113202,-1.743388834476004,-0.7402443424918811,0.0
2019-06-13,1.0,-0.0,-0.911592057577459,-0.7309989280792201,-1.724159052626206,-0.737634628145577,0.0
2019-06-14,1.0,-0.0,-0.9017237862097103,-0.7369441044471644,-1.730926152590779,-0.7303141574867401,0.0
2019-06-17,1.0,-0.0,-0.8672821994119773,-0.7411667612317534,-1.8120905761592823,-0.7375045133336773,0.0
2019-06-18,1.0,-0.0,-0.9074791957409417,-0.7361864888613222,-1.8070501886597403,-0.7180441412105235,0.0
2019-06-19,1.0,-0.0,-0.9011753789050416,-0.7513145685122178,-1.8033302402309517,-0.6993504484998453,0.0
2019-06-20,1.0,-0.0,-0.8937078767299481,-0.7467716211349489,-1.8035190615835777,-0.7008797653958945,0.0
2019-06-21,1.0,-0.0,-0.8962657738861706,-0.7491115117177441,-1.8056657223796035,-0.6996137007468453,0.0
2019-06-24,1.0,-0.0,-0.8927278369711389,-0.7625943932967828,-1.7939381400641354,-0.72302679217958,0.0
2019-06-25,1.0,-0.0,-0.8675881204398316,-0.7586578974411675,-1.7893844414756963,-0.7225362244373651,0.0
2019-06-26,1.0,-0.0,-0.863367457173723,-0.7481351921395133,-1.7775091311281443,-0.7552857657286898,0.0
2019-06-27,1.0,-0.0,-0.8773821080059265,-0.7349920809278087,-1.7593623869616308,-0.7373933479793594,0.0
2019-06-28,1.0,-0.0,-0.8680864102956947,-0.7377049180327868,-1.7644144834278126,-0.7368367294826617,0.0
2019-07-01,1.0,-0.0,-0.8452051990584383,-0.751100194452973,-1.8040118718657252,-0.7168662368232525,0.0
2019-07-02,1.0,-0.0,-0.85350545974079,-0.7511480763343199,-1.7932952342075723,-0.7046127155832228,0.0
2019-07-03,1.0,-0.0,-0.8476122521787881,-0.7580143723561491,-1.78818612710871,-0.7028184088476632,0.0
2019-07-05,1.0,-0.0,-0.8530923899210994,-0.7500127258844489,-1.781012980402138,-0.7062356833799949,0.0
2019-07-08,1.0,-0.0,-0.8587797922183744,-0.7443471175392137,-1.7803014870645752,-0.7092075779181095,0.0
2019-07-09,1.0,-0.0,-0.8561874591441646,-0.7454115754010159,-1.7486800422386486,-0.6780811585457837,0.0
2019-07-10,1.0,-0.0,-0.8175882677916728,-0.7363768771031088,-1.784691878860931,-0.6837426548139219,0.0
