Date,CLDT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2511670779935179,-0.8154381374327258,-0.0,-0.49418691088578987,-0.4126847254021587,0.0
2018-09-25,1.0,-0.25150145685913067,-0.8152167449604567,-0.0,-0.4940239043824702,-0.4124397930665399,0.0
2018-09-26,1.0,-0.2526985637396295,-0.8163787207469744,-0.0,-0.4940973564483036,-0.4104493145796783,0.0
2018-09-27,1.0,-0.25425642549398303,-0.8126578517307979,-0.0,-0.4941019165057198,-0.41031050363987515,0.0
2018-09-28,1.0,-0.2563271375464684,-0.8118959107806692,-0.0,-0.4948104089219331,-0.4109442379182156,0.0
2018-10-01,1.0,-0.25606597397957664,-0.8141058084491947,-0.0,-0.49507279168775487,-0.4119503408854089,0.0
2018-10-02,1.0,-0.25554297294075573,-0.8201513887233282,-0.0,-0.49374180474430795,-0.4106866134223387,0.0
2018-10-03,1.0,-0.2552202794078222,-0.8166274463078252,-0.0,-0.49450418515981054,-0.4124095201215334,0.0
2018-10-04,1.0,-0.25803185946106894,-0.8118803037070121,-0.0,-0.4978710733958613,-0.4097067143069823,0.0
2018-10-05,1.0,-0.2538880133218353,-0.8140295578221178,-0.0,-0.4976062327158108,-0.40812988789437693,0.0
2018-10-08,1.0,-0.2519222205729553,-0.8118747216862106,-0.0,-0.4980258275196675,-0.4068576517737866,0.0
2018-10-09,1.0,-0.24275895188642432,-0.8207521685625957,-0.0,-0.5123810667226941,-0.42560854818861243,0.0
2018-10-10,1.0,-0.24327162531129048,-0.8202466320621682,-0.0,-0.5126766479642354,-0.4241651414683909,0.0
2018-10-11,1.0,-0.17889118959433056,-0.8155968386362975,-0.0,-0.4916737146023506,-0.4302254367289802,0.0
2018-10-12,1.0,-0.1762157791382696,-0.8132147395171538,-0.0,-0.48122906318586123,-0.41717685110315356,0.0
2018-10-15,1.0,-0.1415001448016218,-0.8539820445988995,-0.0,-0.4784535186794092,-0.4220967274833478,0.0
2018-10-16,1.0,-0.13738158009096968,-0.8611988295622448,-0.0,-0.47744589622504857,-0.4210968508271287,0.0
2018-10-17,1.0,-0.12445714285714286,-0.8374857142857143,-0.0,-0.4721714285714286,-0.423,0.0
2018-10-18,1.0,-0.12401085559205828,-0.8368518783030996,-0.0,-0.4728753035280675,-0.4230252821025568,0.0
2018-10-19,1.0,-0.11094729082196829,-0.8308713034109275,-0.0,-0.47302163372933737,-0.420510930278715,0.0
2018-10-22,1.0,-0.11099767455050763,-0.8224150643752481,-0.0,-0.47765299756111396,-0.42484827860019286,0.0
2018-10-23,1.0,-0.11295718741139779,-0.8223986390700311,-0.0,-0.4760136092996881,-0.4239296852849447,0.0
2018-10-24,1.0,-0.11099781912935112,-0.8214801597416943,-0.0,-0.47588296938284197,-0.4239385957458861,0.0
2018-10-25,1.0,-0.082107000412598,-0.7874295145096961,-0.0,-0.48249209187181963,-0.39862467335992297,0.0
2018-10-26,1.0,-0.07365779135748582,-0.7783446093408992,-0.0,-0.4833315146224356,-0.39275971191619374,0.0
2018-10-29,1.0,-0.06132370114880096,-0.7832758480215095,-0.0,-0.47766220363379597,-0.39357975068574996,0.0
2018-10-30,1.0,-0.04326046119081974,-0.7864201900302197,-0.0,-0.4813372900274972,-0.41147804306988645,0.0
2018-10-31,1.0,-0.04552343834578327,-0.7744126881021978,-0.0,-0.4789163148208293,-0.40765400021652054,0.0
2018-11-01,1.0,-0.0269290102573818,-0.7904408779669274,-0.0,-0.4796882188963166,-0.40934802024412026,0.0
2018-11-02,1.0,-0.03165374677002584,-0.7678725236864771,-0.0,-0.4865956072351421,-0.40552325581395343,0.0
2018-11-05,1.0,-0.030269601248452887,-0.7714308776839047,-0.0,-0.4866813754506808,-0.402222461389442,0.0
2018-11-06,1.0,-0.02501216808176951,-0.7696717321940404,-0.0,-0.49572765128981666,-0.4136066194364827,0.0
2018-11-07,1.0,-0.02448185478423001,-0.7697462642202826,-0.0,-0.4946901937471289,-0.41327316453643903,0.0
2018-11-08,1.0,-0.014836316723109175,-0.769311401386873,-0.0,-0.4903778960382734,-0.41321292264688486,0.0
2018-11-09,1.0,-0.015404882245402731,-0.7693300354876869,-0.0,-0.4902408861167868,-0.41348532100225827,0.0
2018-11-12,1.0,-0.014562325681184296,-0.7642673246084531,-0.0,-0.4912304226560824,-0.41176786097403995,0.0
2018-11-13,1.0,-0.0,-0.7624012554193154,-0.0,-0.4909434263372077,-0.4064420033513312,0.0
2018-11-14,1.0,-0.0,-0.7620985979194934,-0.0,-0.4918721898528747,-0.406523532072259,0.0
2018-11-15,1.0,-0.0,-0.7622541201488571,-0.0,-0.491919191919192,-0.4039872408293461,0.0
2018-11-16,1.0,-0.0,-0.7534486417657046,-0.0,-0.49031727504244477,-0.40903544142614595,0.0
2018-11-19,1.0,-0.0,-0.7534221137521222,-0.0,-0.49031727504244477,-0.40906196943972833,0.0
2018-11-20,1.0,-0.0,-0.7413806747738005,-0.0,-0.4812049908992588,-0.41531034846606346,0.0
2018-11-21,1.0,-0.0,-0.739833568849113,-0.0,-0.4825980007327158,-0.3944104254985084,0.0
2018-11-23,1.0,-0.0,-0.73454288776764,-0.0,-0.484797783064495,-0.3949700661420616,0.0
2018-11-26,1.0,-0.0,-0.735009671179884,-0.0,-0.4843170055936014,-0.3945057242929584,0.0
2018-11-27,1.0,-0.0,-0.7348569643647344,-0.0,-0.4787203581747663,-0.38946299815185986,0.0
2018-11-28,1.0,-0.0,-0.7320889305425388,-0.0,-0.4805529522024367,-0.39071123607206076,0.0
2018-11-29,1.0,-0.0,-0.7182786272335817,-0.0,-0.47038650955315475,-0.3897841837918676,0.0
2018-11-30,1.0,-0.0,-0.7185687401716894,-0.0,-0.47093397953133465,-0.388414838493465,0.0
2018-12-03,1.0,-0.0,-0.7184093193474395,-0.0,-0.4706579727326615,-0.38821164402979297,0.0
2018-12-04,1.0,-0.0,-0.7192400637564914,-0.0,-0.4661679263715358,-0.38544398169571703,0.0
2018-12-06,1.0,-0.0,-0.7004988731039022,-0.0,-0.4605839600901516,-0.3712679480361619,0.0
2018-12-07,1.0,-0.0,-0.71497249215898,-0.0,-0.4825955061956913,-0.3732582652064374,0.0
2018-12-10,1.0,-0.0,-0.7141142521514849,-0.0,-0.47692739855461075,-0.36264971015603054,0.0
2018-12-11,1.0,-0.0,-0.7144718354834588,-0.0,-0.47507983139609145,-0.36502746200025543,0.0
2018-12-12,1.0,-0.0,-0.7171678330641648,-0.0,-0.4756594632007998,-0.37068368837960475,0.0
2018-12-13,1.0,-0.0,-0.7133524619562431,-0.0,-0.4796075216477942,-0.3689347748117026,0.0
2018-12-14,1.0,-0.0,-0.7044767709880654,-0.0,-0.4866311529990269,-0.36997387696563033,0.0
2018-12-17,1.0,-0.0,-0.7019213594958027,-0.0,-0.4721237018703274,-0.3775611747595111,0.0
2018-12-18,1.0,-0.0,-0.6995597852362655,-0.0,-0.46927402732893964,-0.3757347515203949,0.0
2018-12-19,1.0,-0.0,-0.7023478016503589,-0.0,-0.4727537490739085,-0.37963365097207674,0.0
2018-12-20,1.0,-0.0,-0.7033040098199672,-0.0,-0.4731229541734861,-0.3808306055646481,0.0
2018-12-21,1.0,-0.0,-0.7048009217769812,-0.0,-0.4733580847522724,-0.3823582127768531,0.0
