Date,IWF,IWM,MTUM,OLN,SPY,VLUE,VXX
2018-09-24,-0.4223872233118521,-0.6956430372653404,-0.06094144017932194,1.0,-0.6581675539366769,-0.6652423648080695,0.0
2018-09-25,-0.4244949406533385,-0.6937432162739401,-0.06438850180315815,1.0,-0.6563495675921711,-0.6622667273554849,0.0
2018-09-26,-0.4241787490369125,-0.6935630734748196,-0.06317853890873433,1.0,-0.6569657491069553,-0.6642501926174966,0.0
2018-09-27,-0.4237145560968771,-0.6963303073849497,-0.06270372577196733,1.0,-0.6574252567382846,-0.6647506221303143,0.0
2018-09-28,-0.4197266242664886,-0.7040303594644928,-0.06370568185811167,1.0,-0.6594398959907235,-0.6669243473066516,0.0
2018-10-01,-0.42780313484060434,-0.7072497611718502,-0.06227222870891272,1.0,-0.6685772918656901,-0.6722923964193469,0.0
2018-10-02,-0.4276103813334277,-0.7138051906667139,-0.06090004602910455,1.0,-0.6674220160747796,-0.6709627164253089,0.0
2018-10-03,-0.42719614921780985,-0.7059885325971543,-0.059885325971543855,1.0,-0.6702413817512565,-0.6759750831740637,0.0
2018-10-04,-0.43613585548496997,-0.6979096426163182,-0.06082975476452425,1.0,-0.682861908648898,-0.6712566987259112,0.0
2018-10-05,-0.4216491924057807,-0.690245111929725,-0.04409889487106829,1.0,-0.6975063757438368,-0.6885449135732502,0.0
2018-10-08,-0.41994342291371994,-0.6870933521923621,-0.04062942008486563,1.0,-0.7003182461103253,-0.688048090523338,0.0
2018-10-09,-0.41671694764862466,-0.6925998225377108,-0.027187222715173025,1.0,-0.7111623779946761,-0.7015439219165928,0.0
2018-10-10,-0.418771134614001,-0.7135405424850708,-0.01895819843154184,1.0,-0.7221742571408015,-0.7239369738830131,0.0
2018-10-11,-0.36059596844872915,-0.701840490797546,-0.0,1.0,-0.7057668711656442,-0.7374934268185802,0.0
2018-10-12,-0.37633399381235444,-0.6983696596794939,-0.0,1.0,-0.6866896096221365,-0.7148121110995238,0.0
2018-10-15,-0.36038566919848786,-0.7104359587972116,-0.0,1.0,-0.6829327506676378,-0.7145284916588632,0.0
2018-10-16,-0.3653004515456756,-0.7054185481069816,-0.0,1.0,-0.6855852726641195,-0.7170892671066342,0.0
2018-10-17,-0.34356815225576776,-0.6664612856849456,-0.0,1.0,-0.683473677004176,-0.729513247073321,0.0
2018-10-18,-0.3449446292042377,-0.6706551925120856,-0.0,1.0,-0.6823122021462612,-0.7305859361607296,0.0
2018-10-19,-0.3312789430672841,-0.6590166167256878,-0.0,1.0,-0.6838055025878508,-0.7309997275946609,0.0
2018-10-22,-0.33147253046497377,-0.6556947375587174,-0.0,1.0,-0.6848662264279393,-0.7318741915719247,0.0
2018-10-23,-0.3254834845113811,-0.6615094985452677,-0.0,1.0,-0.6960123224371042,-0.7398938901249358,0.0
2018-10-24,-0.32439191503939707,-0.6639602603631382,-0.0,1.0,-0.6970537855429942,-0.7404590613223707,0.0
2018-10-25,-0.30727309426091637,-0.6382291596582116,-0.0,1.0,-0.6946780596111147,-0.723878086523582,0.0
2018-10-26,-0.29822335025380714,-0.6292078546620358,-0.0,1.0,-0.6950641196900882,-0.7170718674859738,0.0
2018-10-29,-0.28134871811924317,-0.6345891663618528,-0.0,1.0,-0.6874605127523028,-0.721843514115652,0.0
2018-10-30,-0.2805985037406484,-0.634546965918537,-0.0,1.0,-0.6874147963424772,-0.7224272651704072,0.0
2018-10-31,-0.2895286050286547,-0.6106270911319441,-0.0,1.0,-0.6914234604299864,-0.7210719846291449,0.0
2018-11-01,-0.297214752846662,-0.6067788732861933,-0.0,1.0,-0.6933572353351259,-0.7223716097334263,0.0
2018-11-02,-0.2945921110846408,-0.6622877173876051,-0.0,1.0,-0.7015961610455026,-0.7448864989960182,0.0
2018-11-05,-0.29327708219923787,-0.6655212302667393,-0.0,1.0,-0.701619488296135,-0.7418345127925966,0.0
2018-11-06,-0.29045445254479796,-0.6638958915309667,-0.0,1.0,-0.7054575185664644,-0.7468828779723375,0.0
2018-11-07,-0.28981412133179,-0.6639545176005992,-0.0,1.0,-0.7041601416218425,-0.7464764757949206,0.0
2018-11-08,-0.2666058517467396,-0.6642340698695858,-0.0,1.0,-0.6959929724981416,-0.7517399824312453,0.0
2018-11-09,-0.2713196760362077,-0.6721568093650038,-0.0,1.0,-0.7004015517593412,-0.7591029742054038,0.0
2018-11-12,-0.2707146731760239,-0.6570043395714673,-0.0,1.0,-0.7060279359913209,-0.7565432601030648,0.0
2018-11-13,-0.24903260540395034,-0.6518725394528753,-0.0,1.0,-0.7084020323698643,-0.7555435916417106,0.0
2018-11-14,-0.24940281936547457,-0.6514483733135955,-0.0,1.0,-0.7083403424957104,-0.7552400497930896,0.0
2018-11-15,-0.2508399796368573,-0.6679789580858645,-0.0,1.0,-0.7314101476327847,-0.7436280332597996,0.0
2018-11-16,-0.2496273207751728,-0.663504539910557,-0.0,1.0,-0.7299430817183901,-0.7449180105705381,0.0
2018-11-19,-0.25260054891064954,-0.66279266763799,-0.0,1.0,-0.7284586453427303,-0.7444515976010572,0.0
2018-11-20,-0.2536731023718231,-0.6651962946625495,-0.0,1.0,-0.7304129483220793,-0.7439177496522004,0.0
2018-11-21,-0.2616120448651016,-0.6597392973828691,-0.0,1.0,-0.7304725655966857,-0.7164269594799421,0.0
2018-11-23,-0.2603729842146534,-0.6940438443967133,-0.0,1.0,-0.7316832020728921,-0.7232961712863523,0.0
2018-11-26,-0.2606174313491386,-0.6929899368923759,-0.0,1.0,-0.7330035817840695,-0.7245778611632269,0.0
2018-11-27,-0.25788326636246,-0.6928420622488592,-0.0,1.0,-0.7315262548525506,-0.7230470612272697,0.0
2018-11-28,-0.25993050350889146,-0.6861756489745859,-0.0,1.0,-0.7351979287320296,-0.7253866593990598,0.0
2018-11-29,-0.2301747992171155,-0.6760140379294055,-0.0,1.0,-0.7351015725180536,-0.7331781062293312,0.0
2018-11-30,-0.23107071662668516,-0.678480927120992,-0.0,1.0,-0.739534412271514,-0.729634760279758,0.0
2018-12-03,-0.2283996487198541,-0.6797946362223873,-0.0,1.0,-0.7399513612105654,-0.7295480645815038,0.0
2018-12-04,-0.2230984396589492,-0.6814949617497389,-0.0,1.0,-0.7372695716644762,-0.728204091261416,0.0
2018-12-06,-0.21730909573409407,-0.6508326146089034,-0.0,1.0,-0.734657997744311,-0.714389968818417,0.0
2018-12-07,-0.21019743402246893,-0.6538921757628132,-0.0,1.0,-0.737984444592169,-0.7217642757428704,0.0
2018-12-10,-0.1715118204092444,-0.6731011191311833,-0.0,1.0,-0.7560757565724124,-0.7103503079266273,0.0
2018-12-11,-0.1806618304680513,-0.6704428765444367,-0.0,1.0,-0.7591506840239822,-0.702209414024976,0.0
