Date,IWF,IWM,MMX,MTUM,SPY,VLUE,VXX
2020-02-21,-5.059205190592052,-9.396593673965937,1.0,-30.246553122465528,-26.938361719383614,-8.46147607461476,0.0
2020-02-24,-3.546613545816733,-9.316334661354581,1.0,-30.464541832669322,-26.959362549800794,-8.394422310756973,0.0
2020-02-25,-1.8294168842471714,-5.854221061792864,1.0,-17.296344647519582,-13.20409051348999,-4.332027850304613,0.0
2020-02-26,-1.166877690554571,-3.017219549252976,1.0,-10.19144087110661,-7.772600658394531,-2.174727779184604,0.0
2020-02-27,-1.3094114725602184,-2.869381673702508,1.0,-9.91606655078222,-7.67668239384157,-2.0610876583064317,0.0
2020-02-28,-0.9393063583815029,-1.9342141480869803,1.0,-5.01720341315717,-3.647261216625379,-1.2247453894852738,0.0
2020-03-02,-1.0216473791695029,-1.7904697072838665,1.0,-4.927842069434989,-3.6581347855684134,-1.2166099387338325,0.0
2020-03-03,-0.7681023354066424,-1.949653796502758,1.0,-3.9374486562610023,-3.05797441614834,-1.0225325666001643,0.0
2020-03-04,-0.5375580795043883,-2.5265875064532786,1.0,-4.7289623128549305,-3.262390294269489,-0.8510583376355189,0.0
2020-03-05,-0.4252067151089952,-3.0427211225256827,1.0,-4.328363818591832,-3.040090202956652,-0.6918065647707341,0.0
2020-03-06,-0.298781223603234,-2.981296005792205,1.0,-4.365994931820925,-2.850730059128756,-0.5702908169421986,0.0
2020-03-09,-0.25297997916907766,-2.8212012498553407,1.0,-4.250665432241639,-2.740886471473209,-0.5070015044555028,0.0
2020-03-10,-0.9012204696310041,-1.0375419313396617,1.0,-2.402255370780101,-1.5357933052601527,-0.2604382271072728,0.0
2020-03-11,-0.6591482112436116,-1.3247700170357752,1.0,-2.4169676320272573,-1.3344463373083477,-0.07890971039182283,0.0
2020-03-12,-0.6369213947272506,-1.015125744138015,1.0,-2.130786052727494,-1.2310776333373832,-0.060685214433240195,0.0
2020-03-13,-0.6585623678646934,-0.663463386507784,1.0,-1.4525273880453584,-0.9068325965788968,-0.12348645012492793,0.0
2020-03-16,-0.48051205349287346,-0.8198134787964103,1.0,-1.3358261481611824,-0.7629333098715467,-0.0,0.0
2020-03-17,-0.5403968253968253,-0.5509920634920635,1.0,-0.9444444444444444,-0.8654761904761904,-0.06694444444444445,0.0
2020-03-18,-0.5145272867025366,-0.5541506533435819,1.0,-0.8640276710222906,-0.833704842428901,-0.07678708685626442,0.0
2020-03-19,-0.5083428138035647,-0.5234357224118317,1.0,-0.8563519150549868,-0.8318543799772469,-0.07224118316268488,0.0
2020-03-20,-0.5203492845053085,-0.6113632866594859,1.0,-0.8399369133712877,-0.8384751500230804,-0.03658255116171718,0.0
2020-03-23,-0.5117009996970615,-0.6454104816722206,1.0,-0.7809754619812179,-0.8179339594062406,-0.030710390790669492,0.0
2020-03-24,-0.5478601888516601,-0.6784572037770332,1.0,-0.7272692659153215,-0.8088257691136157,-0.04508071885470606,0.0
2020-03-25,-0.5215011164733847,-0.64971547936325,1.0,-0.6301952027659727,-0.7575451991644456,-0.042570049701073254,0.0
2020-03-26,-0.5334196704798906,-0.6502985826318439,1.0,-0.6161234621195769,-0.7553061371321678,-0.04226922800201453,0.0
2020-03-27,-0.5302129157135316,-0.634946331163118,1.0,-0.5774414921696287,-0.7573464719338378,-0.019285588597571703,0.0
2020-03-30,-0.523101731753488,-0.6333520297272663,1.0,-0.5845894973007081,-0.7606394166725092,-0.003891186987309823,0.0
2020-03-31,-0.5064599483204134,-0.6517214889307912,1.0,-0.5790557999860325,-0.7478874223060269,-0.006739297436971855,0.0
2020-04-01,-0.5098681916451635,-0.663505125880466,1.0,-0.5614059557849223,-0.7486575074970361,-0.0035567333844759054,0.0
2020-04-02,-0.5263031137106485,-0.5987269912265611,1.0,-0.5523481851023567,-0.763220368140375,-0.0,0.0
2020-04-03,-0.5412248883928572,-0.5931222098214286,1.0,-0.5581752232142857,-0.7951660156250001,-0.0,0.0
2020-04-06,-0.5417668583376894,-0.5902422024742987,1.0,-0.5578323749782192,-0.7950862519602718,-0.0,0.0
2020-04-07,-0.5091290945428678,-0.5511669658886894,1.0,-0.5365671894583518,-0.7905558754784731,-0.0,0.0
2020-04-08,-0.5090847457627119,-0.554677966101695,1.0,-0.5321016949152543,-0.7939322033898305,-0.0,0.0
2020-04-09,-0.5095580054617174,-0.5371700212400121,1.0,-0.5360574491756853,-0.7886787363878494,-0.0,0.0
2020-04-13,-0.4962176963888413,-0.6054424097210337,1.0,-0.5251754235837754,-0.7960636659250384,-0.0,0.0
2020-04-14,-0.5017805780030132,-0.5905013011916175,1.0,-0.5374948637172989,-0.7943774825366388,-0.0,0.0
2020-04-15,-0.47435371358227335,-0.6237176856791138,1.0,-0.5131308986458761,-0.8083025577896321,-0.0,0.0
2020-04-16,-0.4707332101047443,-0.6291161771753269,1.0,-0.5104059697405353,-0.812761004997604,-0.0,0.0
2020-04-17,-0.4779669160546366,-0.6199807811105773,1.0,-0.5208662228018396,-0.813130619809184,-0.0,0.0
2020-04-20,-0.5107510234974371,-0.569064574947535,1.0,-0.5506244194447312,-0.8098875012901229,-0.0,0.0
2020-04-21,-0.5082986838940242,-0.5696711453214667,1.0,-0.550943266554414,-0.8073605718016563,-0.0,0.0
2020-04-22,-0.49417432603273315,-0.5788772337444904,1.0,-0.5366795366795367,-0.8070864796528514,-0.0,0.0
2020-04-23,-0.49700578311603877,-0.5767032816617049,1.0,-0.5388221606269035,-0.8094651473154707,-0.0,0.0
2020-04-24,-0.49705872235027004,-0.5938628779799787,1.0,-0.5364133613127386,-0.8127214558464343,-0.0,0.0
2020-04-27,-0.49659067428886283,-0.5894345340588194,1.0,-0.5389834010606791,-0.8187547351745987,-0.0,0.0
2020-04-28,-0.5219313393658908,-0.5425157145817503,1.0,-0.5516336257511915,-0.8376735511501001,-0.0,0.0
2020-04-29,-0.5090644893440354,-0.5682604483808469,1.0,-0.5425546637143647,-0.8398837531137558,-0.0,0.0
2020-04-30,-0.506459503221139,-0.5411857925379819,1.0,-0.5492817032418094,-0.8481413856065043,-0.0,0.0
2020-05-01,-0.5190631995867058,-0.5213018770449458,1.0,-0.5499225073187533,-0.853831582572757,-0.0,0.0
2020-05-04,-0.5183035714285714,-0.4992445054945055,1.0,-0.5554258241758241,-0.8610576923076924,-0.0,0.0
2020-05-05,-0.5186496613840283,-0.5011516380762487,1.0,-0.5469421430781395,-0.8709821582041322,-0.0,0.0
2020-05-06,-0.5349905995404219,-0.49940811921175415,1.0,-0.567439593343082,-0.8798133834691177,-0.0,0.0
2020-05-07,-0.5320463590030021,-0.5027927110242267,1.0,-0.56625706904978,-0.8897926412064512,-0.0,0.0
2020-05-08,-0.5344520188778185,-0.5041775913301869,1.0,-0.5646215696556545,-0.892641146652683,-0.0,0.0
2020-05-11,-0.5462237762237763,-0.47325174825174826,1.0,-0.576923076923077,-0.9001398601398602,-0.0,0.0
2020-05-12,-0.5462689713322091,-0.48777403035413147,1.0,-0.5599704890387859,-0.9191961776278808,-0.0,0.0
2020-05-13,-0.546031634692947,-0.46673447199523027,1.0,-0.5655315119419213,-0.9288745484515835,-0.0,0.0
2020-05-14,-0.5507918115102356,-0.43976263211489164,1.0,-0.5844306330980723,-0.9363741704413779,-0.0,0.0
2020-05-15,-0.5507058079921343,-0.4394620408736569,1.0,-0.5843106959758411,-0.9370040030901048,-0.0,0.0
2020-05-18,-0.5514638769922067,-0.43684617004844484,1.0,-0.582531769992277,-0.9396194621919539,-0.0,0.0
2020-05-19,-0.5509548519185288,-0.46122348123830703,1.0,-0.5674397260757528,-0.9502982809135515,-0.0,0.0
2020-05-20,-0.550421799442307,-0.4604849811160919,1.0,-0.5670466979633616,-0.9517489675620344,-0.0,0.0
2020-05-21,-0.552353336398034,-0.4380635807489657,1.0,-0.5875384560981647,-0.9582729233706991,-0.0,0.0
2020-05-22,-0.5523064396219068,-0.4468439126278897,1.0,-0.5837080043898467,-0.9573406025418628,-0.0,0.0
2020-05-26,-0.5552912776456388,-0.4490752245376123,1.0,-0.587986793993397,-0.9576484788242394,-0.0,0.0
