Date,GLIBA,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.36147304896447674,-0.8497119736661637,-0.0,-0.6256686325606913,-0.5920312714305308,0.0
2018-09-25,1.0,-0.3608576329331047,-0.8504631217838765,-0.0,-0.6262778730703259,-0.592967409948542,0.0
2018-09-26,1.0,-0.3614408233276158,-0.8510463121783877,-0.0,-0.6262435677530017,-0.5918010291595197,0.0
2018-09-27,1.0,-0.36340268019330296,-0.84618021043973,-0.0,-0.62621242759708,-0.5915275730883915,0.0
2018-09-28,1.0,-0.3654604699022467,-0.8455153489967416,-0.0,-0.6268564568684617,-0.592076830732293,0.0
2018-10-01,1.0,-0.36525505293551486,-0.8500274989687887,-0.0,-0.6279045785783033,-0.5941495943902103,0.0
2018-10-02,1.0,-0.3651868917850143,-0.8527904817578488,-0.0,-0.6272136446477081,-0.5934802792201093,0.0
2018-10-03,1.0,-0.3647924113280176,-0.8488452020896343,-0.0,-0.6279557327467694,-0.595270827605169,0.0
2018-10-04,1.0,-0.3649707803368855,-0.8491577861808182,-0.0,-0.6277758679958749,-0.59570299071846,0.0
2018-10-05,1.0,-0.34784394250513345,-0.8406570841889116,-0.0,-0.6318275154004107,-0.6019849418206707,0.0
2018-10-08,1.0,-0.34700369407579695,-0.8400944041592556,-0.0,-0.6317553700916678,-0.6015528800109454,0.0
2018-10-09,1.0,-0.34400656814449915,-0.8400383141762452,-0.0,-0.6330049261083743,-0.6038587848932676,0.0
2018-10-10,1.0,-0.3456224350205198,-0.8390560875512996,-0.0,-0.6339945280437757,-0.6012995896032832,0.0
2018-10-11,1.0,-0.29330008312551953,-0.8238403990024937,-0.0,-0.6099418121363258,-0.5979384871155444,0.0
2018-10-12,1.0,-0.2925129823177546,-0.81716295273779,-0.0,-0.595378952211924,-0.5816078354039309,0.0
2018-10-15,1.0,-0.2838489550867753,-0.8231029165709786,-0.0,-0.5930907778616187,-0.5806896099209343,0.0
2018-10-16,1.0,-0.27496706192358367,-0.84433465085639,-0.0,-0.5935770750988143,-0.5809288537549407,0.0
2018-10-17,1.0,-0.25884489412069916,-0.8136329733761392,-0.0,-0.5868599409799916,-0.5835522262217466,0.0
2018-10-18,1.0,-0.2586743627991439,-0.813606589272975,-0.0,-0.5869381931383358,-0.5835333030676438,0.0
2018-10-19,1.0,-0.24600772698003867,-0.8055698647778493,-0.0,-0.5865099806825499,-0.5814552479072763,0.0
2018-10-22,1.0,-0.24608997876037841,-0.8003475574435219,-0.0,-0.5884340606294651,-0.5832206989766364,0.0
2018-10-23,1.0,-0.24608997876037841,-0.8003797386882924,-0.0,-0.5884340606294651,-0.5832206989766364,0.0
2018-10-24,1.0,-0.24520517035747671,-0.8049833994133385,-0.0,-0.589723753344293,-0.5835347967636915,0.0
2018-10-25,1.0,-0.22376324810516718,-0.7742554329024751,-0.0,-0.5861559266597478,-0.5608076233606945,0.0
2018-10-26,1.0,-0.227526407062904,-0.7760365757527984,-0.0,-0.5866309317357717,-0.5628882232382154,0.0
2018-10-29,1.0,-0.23002689447872174,-0.7781047302641987,-0.0,-0.5925328270843221,-0.5634235089384592,0.0
2018-10-30,1.0,-0.21608103830326053,-0.7793605571383349,-0.0,-0.5941753719531497,-0.5759417537195315,0.0
2018-10-31,1.0,-0.2157087026975503,-0.7859117338671241,-0.0,-0.5967337082578719,-0.5789406793124265,0.0
2018-11-01,1.0,-0.21560653237592933,-0.7859820804473533,-0.0,-0.5967147486814514,-0.578922285060685,0.0
2018-11-02,1.0,-0.21833591600518645,-0.7698048765061194,-0.0,-0.5993485342019544,-0.5749660036051991,0.0
2018-11-05,1.0,-0.2166023898337232,-0.7742302585825378,-0.0,-0.5994499589049757,-0.5708731112094582,0.0
2018-11-06,1.0,-0.21598203838977958,-0.7735192739461784,-0.0,-0.6004174177023053,-0.5723049679031085,0.0
2018-11-07,1.0,-0.21513212090488562,-0.7776123186109879,-0.0,-0.6010075407135163,-0.5745833597363919,0.0
2018-11-08,1.0,-0.20638425385610196,-0.77664574330505,-0.0,-0.5967574046620194,-0.5745197615367631,0.0
2018-11-09,1.0,-0.2076347447191437,-0.7774936061381074,-0.0,-0.596792017934388,-0.575573868839001,0.0
2018-11-12,1.0,-0.20745152705613992,-0.7851032822202509,-0.0,-0.5971993410214168,-0.5784437967304524,0.0
2018-11-13,1.0,-0.18759036901992834,-0.782674294335827,-0.0,-0.5980385993587729,-0.5749984283648709,0.0
2018-11-14,1.0,-0.19034269875267734,-0.7829784553357692,-0.0,-0.6006047625047247,-0.575847297467557,0.0
2018-11-15,1.0,-0.1901639344262295,-0.7880517023959648,-0.0,-0.609142496847415,-0.5652269861286255,0.0
2018-11-16,1.0,-0.1871815837474055,-0.7800805082080634,-0.0,-0.6079627649537707,-0.5695955720485566,0.0
2018-11-19,1.0,-0.18345992625043334,-0.7834788363957262,-0.0,-0.6124680891298181,-0.5723155472911217,0.0
2018-11-20,1.0,-0.16607030759573133,-0.7802259887005649,-0.0,-0.613339610797238,-0.5790646578782171,0.0
2018-11-21,1.0,-0.16099823321554768,-0.7865976779404341,-0.0,-0.6184061080262493,-0.5890017667844523,0.0
2018-11-23,1.0,-0.16234871406959153,-0.7751512859304084,-0.0,-0.6237392839132627,-0.5905509329299042,0.0
2018-11-26,1.0,-0.16092752890629936,-0.7877045555064132,-0.0,-0.6222910216718266,-0.5882352941176471,0.0
2018-11-27,1.0,-0.15232912905356527,-0.7912119019910043,-0.0,-0.618060579372818,-0.5837448494951719,0.0
2018-11-28,1.0,-0.15628349832902452,-0.7792735985875527,-0.0,-0.6273409420518317,-0.5899173970616054,0.0
2018-11-29,1.0,-0.1439792214294655,-0.7713105520090123,-0.0,-0.6236074602578545,-0.5904055576417574,0.0
2018-11-30,1.0,-0.14499388542221944,-0.7746072559656328,-0.0,-0.6290175911699225,-0.587093537361638,0.0
2018-12-03,1.0,-0.14264669007021064,-0.7755767301905717,-0.0,-0.6292627883650953,-0.586917001003009,0.0
