Date,AAN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.47723547623383716,-1.4261974139501001,-0.018484793298124205,-0.7850118375523584,-0.8460207612456748,0.0
2018-09-25,1.0,-0.4765749737694448,-1.4303179599470828,-0.015464622964280826,-0.7887870078919758,-0.8506911181059259,0.0
2018-09-26,1.0,-0.4762209036969421,-1.4304427202190781,-0.013646736649931539,-0.7899132816065724,-0.8538566864445459,0.0
2018-09-27,1.0,-0.4820613474529852,-1.4187967865619864,-0.017436552857403687,-0.7915829833850648,-0.8547106079970787,0.0
2018-09-28,1.0,-0.48053311424528733,-1.4196448947920943,-0.018257337167374137,-0.7913186361769136,-0.854580309461865,0.0
2018-10-01,1.0,-0.48092195344591515,-1.4187585577361936,-0.018575992697398448,-0.7914194431766317,-0.8544500228206299,0.0
2018-10-02,1.0,-0.4820442619210586,-1.408624229979466,-0.02249600730093543,-0.7933378964179785,-0.85658224960073,0.0
2018-10-03,1.0,-0.4817112104350999,-1.4045881601751347,-0.022484721335400894,-0.7939432637051902,-0.8580680470674085,0.0
2018-10-04,1.0,-0.4825401167031364,-1.4017596644784829,-0.023340627279358133,-0.7945386579139314,-0.8565371991247265,0.0
2018-10-05,1.0,-0.47233829941860467,-1.4016624273255813,-0.010128997093023256,-0.7970566860465116,-0.8609647529069767,0.0
2018-10-08,1.0,-0.46987842496824533,-1.3982035928143712,-0.003810560696788242,-0.8032571221193976,-0.8611867174741427,0.0
2018-10-09,1.0,-0.4694488546155591,-1.398729870718984,-0.0025856203220684963,-0.8036289408029031,-0.8617373554093899,0.0
2018-10-10,1.0,-0.46972259037521136,-1.4128696129061742,-0.0,-0.8104748411864174,-0.877107993236141,0.0
2018-10-11,1.0,-0.3735184857597736,-1.4008048823633468,-0.0,-0.7685742083849284,-0.8795329913320361,0.0
2018-10-12,1.0,-0.3758775563598308,-1.3949330658875856,-0.0,-0.7397200540705534,-0.8499542144507914,0.0
2018-10-15,1.0,-0.3645701849836779,-1.4033949945593036,-0.0,-0.735930359085963,-0.8486615886833514,0.0
2018-10-16,1.0,-0.35887834189671686,-1.4135243403291822,-0.0,-0.7346076809196203,-0.8472524601584952,0.0
2018-10-17,1.0,-0.33019755409219187,-1.3639356880184723,-0.0,-0.7259899084922602,-0.8559394509535618,0.0
2018-10-18,1.0,-0.33261876179043043,-1.3710770022294634,-0.0,-0.725390156062425,-0.8583004630423599,0.0
2018-10-19,1.0,-0.3149204187590433,-1.3641586518001532,-0.0,-0.7215082134649757,-0.8550514937441483,0.0
2018-10-22,1.0,-0.31527009783071036,-1.3578477243726075,-0.0,-0.7236495108464484,-0.8567418119948957,0.0
2018-10-23,1.0,-0.31680557918013263,-1.3576288484436128,-0.0,-0.722146623575438,-0.8558428304133355,0.0
2018-10-24,1.0,-0.315038746487269,-1.3531039768372648,-0.0,-0.7262198756706122,-0.8635357234096908,0.0
2018-10-25,1.0,-0.2647750237142739,-1.2966552563203697,-0.0,-0.7384831113127397,-0.8243081618344538,0.0
2018-10-26,1.0,-0.23611356021865632,-1.3771821548227825,-0.0,-0.8910685946041262,-0.9040292717333803,0.0
2018-10-29,1.0,-0.19262313250875562,-1.4199583277918162,-0.0,-0.8859334131311788,-0.9346987631333954,0.0
2018-10-30,1.0,-0.20153661677843404,-1.421992272505218,-0.0,-0.8876848603277523,-0.929830794510814,0.0
2018-10-31,1.0,-0.2032441486313748,-1.4023449552607221,-0.0,-0.8807246440692907,-0.921452814387094,0.0
2018-11-01,1.0,-0.20523901922737697,-1.4014817428117836,-0.0,-0.8813723760804375,-0.921899805962251,0.0
2018-11-02,1.0,-0.21049636697890223,-1.366584960168082,-0.0,-0.8868073185678018,-0.9132452070384313,0.0
2018-11-05,1.0,-0.20414421518377363,-1.3875235466771805,-0.0,-0.889867262452359,-0.8992421255530731,0.0
2018-11-06,1.0,-0.20613996671630028,-1.3879740737496715,-0.0,-0.8882368398002979,-0.8970832968380485,0.0
2018-11-07,1.0,-0.2064598124287843,-1.3887720220878255,-0.0,-0.8894732228942064,-0.8978438075203786,0.0
2018-11-08,1.0,-0.16711508418677315,-1.3915118902968235,-0.0,-0.8755858357923971,-0.9052681826071862,0.0
2018-11-09,1.0,-0.16768649915375602,-1.3912251008983205,-0.0,-0.8754936423208783,-0.9053074686455757,0.0
2018-11-12,1.0,-0.16575277405984198,-1.373559000043176,-0.0,-0.8782867751824186,-0.9000043176028668,0.0
2018-11-13,1.0,-0.12789156368922905,-1.3725146448881858,-0.0,-0.8802753666566896,-0.8952409458246035,0.0
2018-11-14,1.0,-0.13071587600616544,-1.3724524747388251,-0.0,-0.8825141291317007,-0.8958297653707827,0.0
2018-11-15,1.0,-0.12879921343991793,-1.3726755867139744,-0.0,-0.8829564399606721,-0.8903518146454067,0.0
2018-11-16,1.0,-0.12504793148992374,-1.3609134676835242,-0.0,-0.8800647607686081,-0.8945933279366025,0.0
2018-11-19,1.0,-0.12454727512889342,-1.3611998806936811,-0.0,-0.8803954152285994,-0.8947547829051089,0.0
2018-11-20,1.0,-0.08920108327691266,-1.3544769803656058,-0.0,-0.8802471225457008,-0.9076252538930263,0.0
2018-11-21,1.0,-0.09430247172182656,-1.3476749057394217,-0.0,-0.8752408881441139,-0.8720988688730624,0.0
2018-11-23,1.0,-0.09637999581502406,-1.330613098974681,-0.0,-0.8833647206528562,-0.8746181209458046,0.0
2018-11-26,1.0,-0.09530981967281704,-1.336471277352412,-0.0,-0.8805489310070709,-0.8715953307392996,0.0
2018-11-27,1.0,-0.08131401448913314,-1.3429094845532517,-0.0,-0.874344241818636,-0.8649762677991506,0.0
2018-11-28,1.0,-0.07861832476059047,-1.36662066658303,-0.0,-0.8716597666541211,-0.8649270271400493,0.0
2018-11-29,1.0,-0.029308129171330265,-1.35501388716163,-0.0,-0.8778344318699997,-0.883264933880529,0.0
2018-11-30,1.0,-0.029737464227945754,-1.3568910455808554,-0.0,-0.8809257185516984,-0.8799303222595496,0.0
2018-12-03,1.0,-0.024934546814611644,-1.3625067531064288,-0.0,-0.8854257573868595,-0.882890745127374,0.0
2018-12-04,1.0,-0.014208193529679797,-1.367341866534112,-0.0,-0.8803694958783811,-0.8803694958783811,0.0
2018-12-06,1.0,-0.0006040592783505154,-1.3131040592783505,-0.0,-0.8662210051546392,-0.8471730025773195,0.0
