Date,IWF,IWM,MTUM,SPY,VHI,VLUE,VXX
2018-09-24,-1.2821859736429824,-2.845452032070777,-0.15445581052437565,-2.0033176665745094,1.0,-1.9303290019353057,0.0
2018-09-25,-1.2822357498616492,-2.848828629404169,-0.15264711307876774,-2.0059952038369304,1.0,-1.9334993543626637,0.0
2018-09-26,-1.298886080688945,-2.8870167555929984,-0.14097163718056727,-2.0460544790789106,1.0,-1.9877375269119164,0.0
2018-09-27,-1.3066055389221556,-2.8680763473053887,-0.1468001497005988,-2.047062125748503,1.0,-1.9877432634730539,0.0
2018-09-28,-1.307431158053565,-2.9010750660128255,-0.1513579781214636,-2.0649754809505847,1.0,-2.0054696341003395,0.0
2018-10-01,-1.3281934132876452,-2.9208071578145822,-0.1523891109841995,-2.09137635636779,1.0,-2.025699600228441,0.0
2018-10-02,-1.3435764886080797,-2.886655179015891,-0.17250622247750336,-2.117939881294275,1.0,-2.0523645414512734,0.0
2018-10-03,-1.352725871701021,-2.8698709304565595,-0.16962049701406282,-2.148333654401849,1.0,-2.091504527066076,0.0
2018-10-04,-1.360161740637335,-2.855107345720612,-0.17204197554635603,-2.1572157504573024,1.0,-2.0828920766342542,0.0
2018-10-05,-1.323168392788646,-2.8403337169159957,-0.1267740698120445,-2.1838319907940162,1.0,-2.115554276946682,0.0
2018-10-08,-1.3176166794185158,-2.8339709257842385,-0.12012241775057383,-2.1812356541698548,1.0,-2.1108454475899006,0.0
2018-10-09,-1.3144497607655503,-2.837033492822967,-0.10985645933014355,-2.188133971291866,1.0,-2.12,0.0
2018-10-10,-1.329289596273292,-2.886645962732919,-0.10122282608695651,-2.222049689440994,1.0,-2.1657608695652173,0.0
2018-10-11,-1.1279202279202278,-2.9181386514719847,-0.0,-2.199145299145299,1.0,-2.2515669515669514,0.0
2018-10-12,-1.188031736927636,-2.965204091387057,-0.0,-2.184303603861964,1.0,-2.2218717139852786,0.0
2018-10-15,-1.122932116371934,-3.0089370602776193,-0.0,-2.1622932116371936,1.0,-2.2133485453508275,0.0
2018-10-16,-1.1133834300389993,-3.0272995339103965,-0.0,-2.1600875107010364,1.0,-2.211262246742129,0.0
2018-10-17,-1.0272544357051399,-2.8650996890433507,-0.0,-2.085421620632888,1.0,-2.1679165904518016,0.0
2018-10-18,-1.0391921800073773,-2.897639247510144,-0.0,-2.0982109922537813,1.0,-2.1866469937292514,0.0
2018-10-19,-0.9834612573099416,-2.863669590643275,-0.0,-2.103527046783626,1.0,-2.186769005847953,0.0
2018-10-22,-0.9850910088722218,-2.8429525290405193,-0.0,-2.1181743345833715,1.0,-2.2003109850910088,0.0
2018-10-23,-1.0017427994863328,-2.8522289488167307,-0.0,-2.116400660429279,1.0,-2.2023481929921114,0.0
2018-10-24,-0.9935926773455377,-2.842929061784897,-0.0,-2.1140503432494278,1.0,-2.202745995423341,0.0
2018-10-25,-0.8813878429263045,-2.7419759727452035,-0.0,-2.1940111170880403,1.0,-2.1479289940828403,0.0
2018-10-26,-0.8197967300044189,-2.6957136544410076,-0.0,-2.206098099867433,1.0,-2.1161290322580646,0.0
2018-10-29,-0.7601592904335234,-2.827043171327722,-0.0,-2.2449995474703592,1.0,-2.218390804597701,0.0
2018-10-30,-0.7504520795660037,-2.824864376130199,-0.0,-2.2430379746835443,1.0,-2.223236889692586,0.0
2018-10-31,-0.7938210487715438,-2.8046387972130544,-0.0,-2.3043637697103043,1.0,-2.264851485148515,0.0
2018-11-01,-0.7493372337507999,-2.8336228174421794,-0.0,-2.2971935277447666,1.0,-2.2614498583051468,0.0
2018-11-02,-0.7465728715728716,-2.7677669552669553,-0.0,-2.276424963924964,1.0,-2.2280844155844153,0.0
2018-11-05,-0.7392097819144082,-2.858198740761018,-0.0,-2.3126197645770596,1.0,-2.21489186969614,0.0
2018-11-06,-0.7426825932342481,-2.8583021792650682,-0.0,-2.3080149539527675,1.0,-2.2092641561046777,0.0
2018-11-07,-0.7800378429517502,-2.971050141911069,-0.0,-2.405108798486282,1.0,-2.304635761589404,0.0
2018-11-08,-0.6844117098638822,-2.9648517620734665,-0.0,-2.363602461308969,1.0,-2.310274100316987,0.0
2018-11-09,-0.6844361602982293,-2.9632805219012117,-0.0,-2.362907735321528,1.0,-2.309040074557316,0.0
2018-11-12,-0.6793553764934704,-2.9076595350560344,-0.0,-2.3780679818468093,1.0,-2.296749096971381,0.0
2018-11-13,-0.5916651265939753,-2.924228423581593,-0.0,-2.4135095176492327,1.0,-2.311033080761412,0.0
2018-11-14,-0.5927944572748268,-2.922401847575058,-0.0,-2.41284064665127,1.0,-2.309745958429561,0.0
2018-11-15,-0.5935358399703647,-2.93934061863308,-0.0,-2.436006667901463,1.0,-2.292091127986664,0.0
2018-11-16,-0.5806392189370913,-2.9052224371373305,-0.0,-2.425163488993276,1.0,-2.299622363452151,0.0
2018-11-19,-0.5893038266482249,-2.9059474412171507,-0.0,-2.4246196403872755,1.0,-2.301060396496081,0.0
2018-11-20,-0.44699272358846825,-2.90024868748273,-0.0,-2.4644929538546556,1.0,-2.3988210371189096,0.0
2018-11-21,-0.4699669360764144,-2.9054004408523144,-0.0,-2.482733284349743,1.0,-2.326322556943424,0.0
2018-11-23,-0.47577214721657113,-2.9367486591455516,-0.0,-2.494081745884964,1.0,-2.3406695024967634,0.0
2018-11-26,-0.47439926062846577,-2.9372458410351197,-0.0,-2.491959334565619,1.0,-2.3385397412199627,0.0
2018-11-27,-0.44228274967574577,-2.9777654252362424,-0.0,-2.501019084676672,1.0,-2.34343153603854,0.0
2018-11-28,-0.44172007058604995,-3.000650134670753,-0.0,-2.5002321909538403,1.0,-2.3451286337884274,0.0
2018-11-29,-0.34697202860505116,-2.927672671313479,-0.0,-2.4526115687516974,1.0,-2.324975106363719,0.0
2018-11-30,-0.3452768729641694,-2.9277053926891066,-0.0,-2.453040173724213,1.0,-2.3221136445892148,0.0
2018-12-03,-0.33959168793292016,-2.954611738971929,-0.0,-2.477397010572366,1.0,-2.3425082026977764,0.0
2018-12-04,-0.3163606764945283,-2.9479063036990145,-0.0,-2.455005878628923,1.0,-2.3248620783214253,0.0
2018-12-06,-0.2633769322235434,-2.704688296245966,-0.0,-2.355529131985731,1.0,-2.1697808731102426,0.0
2018-12-07,-0.2574585635359116,-2.7083722906927323,-0.0,-2.3592010199745004,1.0,-2.174755631109222,0.0
2018-12-10,-0.17934872902475496,-2.691144708423326,-0.0,-2.326466190397076,1.0,-2.109985047350058,0.0
2018-12-11,-0.18397009966777408,-2.688870431893688,-0.0,-2.3262458471760796,1.0,-2.106478405315615,0.0
2018-12-12,-0.1815761005242573,-2.6945993176333527,-0.0,-2.330365315802613,1.0,-2.115086960139802,0.0
2018-12-13,-0.18478351547509803,-2.7021773588053724,-0.0,-2.33377825978143,1.0,-2.121548344039376,0.0
2018-12-14,-0.2394170714781402,-2.7018563497571133,-0.0,-2.5108431644691187,1.0,-2.222328244274809,0.0
2018-12-17,-0.17481219619973484,-2.7697746354396817,-0.0,-2.5351303579319486,1.0,-2.3581087052585064,0.0
2018-12-18,-0.12826353600841073,-2.7355878745400384,-0.0,-2.5282109689854564,1.0,-2.3691957245487996,0.0
2018-12-19,-0.10431846454593922,-2.7819441976186248,-0.0,-2.5858361471476807,1.0,-2.4136307090812155,0.0
2018-12-20,-0.0972868557379928,-2.7278953376064625,-0.0,-2.5745017121784177,1.0,-2.380806040916674,0.0
2018-12-21,-0.07612757451985748,-2.7199096202311632,-0.0,-2.568871121925784,1.0,-2.3254540714347787,0.0
2018-12-24,-0.0,-2.721212121212121,-0.0,-2.6734402852049914,1.0,-2.5180035650623886,0.0
2018-12-26,-0.0,-2.7521382594127504,-0.0,-2.595538312318138,1.0,-2.4698880169297244,0.0
2018-12-27,-0.0,-2.526238591916558,-0.0,-2.26246740547588,1.0,-2.359925032594524,0.0
2018-12-28,-0.0,-2.525189224383495,-0.0,-2.258240416700578,1.0,-2.355253519980467,0.0
2018-12-31,-0.0,-2.522664275232349,-0.0,-2.2665090494048585,1.0,-2.3634436654165984,0.0
2019-01-02,-0.0,-2.530840968586387,-0.0,-2.269633507853403,1.0,-2.380153795811518,0.0
2019-01-03,-0.0,-2.5522560422337706,-0.0,-2.2746844840386045,1.0,-2.4219252660232615,0.0
2019-01-04,-0.0,-2.532736884912566,-0.0,-2.202602684017893,1.0,-2.3980479869865796,0.0
2019-01-07,-0.0,-2.4066364063233685,-0.0,-2.1241978400375645,1.0,-2.29511660666771,0.0
2019-01-08,-0.0,-2.396189583821348,-0.0,-2.122667291325057,1.0,-2.289372999141095,0.0
2019-01-09,-0.0,-2.374620711118027,-0.0,-2.1147592001867266,1.0,-2.2909048471174045,0.0
2019-01-10,-0.0,-2.3689539683775993,-0.0,-2.128436794142846,1.0,-2.2913778331645767,0.0
2019-01-11,-0.0,-2.347231982509565,-0.0,-2.141641289919576,1.0,-2.319356601858359,0.0
