Date,IWF,IWM,LYV,MTUM,SPY,VLUE,VXX
2018-09-24,-0.5944004349176762,-0.8457595526561043,1.0,-0.19850885368126744,-0.6926452314383348,-0.5518794656725691,0.0
2018-09-25,-0.5962270010092383,-0.8438009471314338,1.0,-0.20165359832311155,-0.690862510674637,-0.5491033304867634,0.0
2018-09-26,-0.5965143810891589,-0.8441951636067226,1.0,-0.20242207817412566,-0.6906028024686565,-0.5478011101191631,0.0
2018-09-27,-0.5982004343779087,-0.8386208501396214,1.0,-0.20396369841762332,-0.6902730375426621,-0.5473549488054608,0.0
2018-09-28,-0.5982624209750611,-0.8383430942869333,1.0,-0.20428189116859946,-0.690183454214017,-0.5474149633479424,0.0
2018-10-01,-0.5976016764979819,-0.84015057435579,1.0,-0.20478888543930454,-0.6901195280968643,-0.548121701334989,0.0
2018-10-02,-0.5973602484472049,-0.8433229813664596,1.0,-0.20427018633540373,-0.6894021739130435,-0.5475931677018633,0.0
2018-10-03,-0.5972810254418333,-0.8310739949504758,1.0,-0.20217517964653328,-0.6958632744222178,-0.5578558943484171,0.0
2018-10-04,-0.5990295031055901,-0.8267857142857143,1.0,-0.2027562111801242,-0.6980590062111801,-0.5553183229813665,0.0
2018-10-05,-0.6035482239427304,-0.8337937205773646,1.0,-0.1999377504571451,-0.6997237676535814,-0.553554059837373,0.0
2018-10-08,-0.6019108280254778,-0.8305499456268449,1.0,-0.19659779400341776,-0.7021516234270624,-0.552547770700637,0.0
2018-10-09,-0.6029988734801695,-0.8308277978479587,1.0,-0.198422872237113,-0.7013168628364993,-0.5509847337140193,0.0
2018-10-10,-0.6026115766907035,-0.8376534788540246,1.0,-0.19465991034885988,-0.703956343792633,-0.5590333268368739,0.0
2018-10-11,-0.5563929808534125,-0.8436298580183472,1.0,-0.1200182710974078,-0.7007727151612044,-0.5856648014921396,0.0
2018-10-12,-0.5739051782618527,-0.8394889575638802,1.0,-0.11641667294791587,-0.6802216024722997,-0.5587171176603603,0.0
2018-10-15,-0.5795355861808571,-0.8355673022465547,1.0,-0.1192373041344157,-0.6827260713611479,-0.5586936001510289,0.0
2018-10-16,-0.5765724876129958,-0.8528688679602102,1.0,-0.10753054200234502,-0.6851242482696017,-0.5601951662317031,0.0
2018-10-17,-0.5644986753237061,-0.822866524870331,1.0,-0.09705586029329452,-0.6816672263890444,-0.5653942311280271,0.0
2018-10-18,-0.564881507743982,-0.8236238104123903,1.0,-0.09651054301175592,-0.68147042358649,-0.5655159544691173,0.0
2018-10-19,-0.5568573653183048,-0.8140966222980237,1.0,-0.08531385562270587,-0.6861073004337992,-0.5652738126135479,0.0
2018-10-22,-0.55586478162455,-0.8178411072767079,1.0,-0.08972503617945007,-0.6836617314186054,-0.563657278563212,0.0
2018-10-23,-0.561068986024383,-0.819097531965507,1.0,-0.09898156407969076,-0.6771112102289623,-0.5606601248884924,0.0
2018-10-24,-0.5612134747813139,-0.8235622557230597,1.0,-0.09893914014517029,-0.6782802903405918,-0.560320119114089,0.0
2018-10-25,-0.5350893083583929,-0.7817108075794356,1.0,-0.09409079381181842,-0.6820405057787762,-0.5301619506539618,0.0
2018-10-26,-0.5255972696245734,-0.7719777258846776,1.0,-0.08349200646667865,-0.687228309682055,-0.524375785881085,0.0
2018-10-29,-0.5136170060480264,-0.7821994775077836,1.0,-0.07067959775256773,-0.6817807679919837,-0.5304369609562323,0.0
2018-10-30,-0.5170080206244629,-0.7822615296476655,1.0,-0.07275852191349184,-0.6815024348324263,-0.5270696075623031,0.0
2018-10-31,-0.5191157624946604,-0.7663035739712373,1.0,-0.07464758650149508,-0.6779510180834402,-0.5216787697565144,0.0
2018-11-01,-0.5291069577958045,-0.7584962298538398,1.0,-0.08322910338419755,-0.6796983883071864,-0.5230318407604616,0.0
2018-11-02,-0.5353244444444445,-0.7354311111111111,1.0,-0.07904,-0.6867555555555556,-0.51904,0.0
2018-11-05,-0.5266136542732288,-0.779712013754567,1.0,-0.07457554266064906,-0.7001576044129236,-0.5008596604341286,0.0
2018-11-06,-0.5281667442610035,-0.7806109658704294,1.0,-0.07416824839737851,-0.6989936611395624,-0.49933746373956955,0.0
2018-11-07,-0.5258713232662994,-0.7799685106992056,1.0,-0.0778644528733987,-0.6965218635940743,-0.4981034852930652,0.0
2018-11-08,-0.5104825527681046,-0.7839528107455049,1.0,-0.060621135669106666,-0.6929145050103049,-0.5054011797313623,0.0
2018-11-09,-0.5082008040701604,-0.7853203828227844,1.0,-0.06179955171309638,-0.6963389902871171,-0.5061728395061729,0.0
2018-11-12,-0.5080321997233944,-0.7745310117380049,1.0,-0.06142061775240256,-0.6991382673144437,-0.503102946913011,0.0
2018-11-13,-0.4964251752192441,-0.7743105695065684,1.0,-0.04377839608354171,-0.7066882682351283,-0.5007924488430247,0.0
2018-11-14,-0.4979215106038188,-0.7735503417177482,1.0,-0.04368350595363912,-0.7072148242091172,-0.5004932008736701,0.0
2018-11-15,-0.49930828987974885,-0.7797524032492639,1.0,-0.04089957787946508,-0.7113617821290483,-0.5159093327657763,0.0
2018-11-16,-0.49750451311458005,-0.7735301405259991,1.0,-0.0395030264415419,-0.7101695515203003,-0.5190258751902588,0.0
2018-11-19,-0.4977705428551207,-0.7718522188406823,1.0,-0.04409370797650223,-0.7074810673083728,-0.5176233279071414,0.0
2018-11-20,-0.48043983928949036,-0.7698949742722211,1.0,-0.021956720941707197,-0.7169944315218159,-0.5350320716148587,0.0
2018-11-21,-0.48240818615082703,-0.7650336417157275,1.0,-0.023969722455845246,-0.7135898514157556,-0.519273899635548,0.0
2018-11-23,-0.4828106363572582,-0.7696976075212236,1.0,-0.02255665473935312,-0.7131130288360346,-0.5198905493580299,0.0
2018-11-26,-0.4829317974292337,-0.7804312706328581,1.0,-0.019140268314953992,-0.7117721430076561,-0.5177354779799115,0.0
2018-11-27,-0.4810990549527476,-0.7826391319565977,1.0,-0.011900595029751486,-0.7099754987749387,-0.5145957297864894,0.0
2018-11-28,-0.4799859179721879,-0.8118641084316142,1.0,-0.0036261221615912693,-0.7088540749867981,-0.5161415243795106,0.0
2018-11-29,-0.4655533817775293,-0.8035215204024595,1.0,-0.0,-0.7061556735606485,-0.5183761878144215,0.0
