Date,IWF,IWM,MTUM,SPY,VLUE,VXX,YLCO
2018-09-24,-0.14513459188901587,-0.3554762936980254,-0.0,-0.265833760296378,-0.20415402199188112,0.0,1.0
2018-09-25,-0.1463722148893836,-0.35491814582061026,-0.0,-0.26544000315202615,-0.20330568743720573,0.0,1.0
2018-09-26,-0.1451682910468374,-0.35461468650120354,-0.0,-0.26632600718147026,-0.20684212603085667,0.0,1.0
2018-09-27,-0.14437858130804188,-0.3575182770203517,-0.0,-0.26668642560758743,-0.2072910491997629,0.0,1.0
2018-09-28,-0.14561705325186372,-0.3570821221648771,-0.0,-0.26707005991576205,-0.20762887821083229,0.0,1.0
2018-10-01,-0.14563721224586662,-0.35723044062969705,-0.0,-0.2670872557550827,-0.20775650660549008,0.0,1.0
2018-10-02,-0.14511403230915426,-0.3616962305986696,-0.0,-0.2661149825783972,-0.20680234399746594,0.0,1.0
2018-10-03,-0.14461099780202372,-0.35529989505158316,-0.0,-0.26880655828597455,-0.2114413575968793,0.0,1.0
2018-10-04,-0.14706348263435112,-0.35174844560611457,-0.0,-0.2719892281493802,-0.20931844283394715,0.0,1.0
2018-10-05,-0.13596767836026805,-0.3452502956247537,-0.0,-0.27558139534883724,-0.21405202995664172,0.0,1.0
2018-10-08,-0.14011103814697629,-0.3535311324697033,-0.0,-0.27771476329771355,-0.21857401548166275,0.0,1.0
2018-10-09,-0.14000915222538352,-0.35351465350868466,-0.0,-0.2776506635363403,-0.21845964067567297,0.0,1.0
2018-10-10,-0.14019769685156824,-0.3531892042403389,-0.0,-0.2777302651206269,-0.21778476103343347,0.0,1.0
2018-10-11,-0.11136526644309612,-0.3448155543063175,-0.0,-0.26537693604977997,-0.216895729544265,0.0,1.0
2018-10-12,-0.11374906661050373,-0.33996438760075814,-0.0,-0.25572000229757413,-0.20519251756686896,0.0,1.0
2018-10-15,-0.10539281213000802,-0.34636978191956613,-0.0,-0.25348508574265743,-0.20438834358171332,0.0,1.0
2018-10-16,-0.09969163586217464,-0.35839190975081886,-0.0,-0.2532416540575741,-0.2039991572657103,0.0,1.0
2018-10-17,-0.09246212121212122,-0.34448863636363636,-0.0,-0.2509280303030303,-0.20607954545454546,0.0,1.0
2018-10-18,-0.09351452920075162,-0.347675897280164,-0.0,-0.24996678497542094,-0.20682521305065768,0.0,1.0
2018-10-19,-0.08716789146410403,-0.3424910495571887,-0.0,-0.24968908988128888,-0.2049368758243829,0.0,1.0
2018-10-22,-0.08712020886147792,-0.33355405047485714,-0.0,-0.25831473003140487,-0.21287222369366982,0.0,1.0
2018-10-23,-0.085667215815486,-0.33401503531594995,-0.0,-0.2599935617034975,-0.21394080554450948,0.0,1.0
2018-10-24,-0.08503427121596545,-0.3349301321619267,-0.0,-0.2600446851213693,-0.21344719203241563,0.0,1.0
2018-10-25,-0.07058127933187981,-0.31482576401463364,-0.0,-0.26299841099737625,-0.19929049185174233,0.0,1.0
2018-10-26,-0.0599702899480991,-0.3090578979221303,-0.0,-0.26911438369981844,-0.19581124947273826,0.0,1.0
2018-10-29,-0.05338981503460113,-0.31069804809465557,-0.0,-0.2656891923968813,-0.19614001132068581,0.0,1.0
2018-10-30,-0.040065158503550774,-0.31294384654806356,-0.0,-0.268266344534739,-0.20903799692510436,0.0,1.0
2018-10-31,-0.043058892043386476,-0.3022130013831259,-0.0,-0.26778044696804254,-0.2068501128339521,0.0,1.0
2018-11-01,-0.03293445842729323,-0.3104495526296646,-0.0,-0.26780388448388737,-0.20739070342620208,0.0,1.0
2018-11-02,-0.03355485346987689,-0.3072956385953444,-0.0,-0.26827541126484367,-0.20661292079747248,0.0,1.0
2018-11-05,-0.03069490355624977,-0.3157579280031967,-0.0,-0.2694612953612554,-0.200352355697628,0.0,1.0
2018-11-06,-0.02733285956376756,-0.3143278849833269,-0.0,-0.27411213761183695,-0.20641775542557264,0.0,1.0
2018-11-07,-0.02789041095890411,-0.31521461187214617,-0.0,-0.2759086757990868,-0.20748858447488586,0.0,1.0
2018-11-08,-0.023361170241799033,-0.31466623000927896,-0.0,-0.273893346433055,-0.2074668413296218,0.0,1.0
2018-11-09,-0.02262880029127981,-0.3150555252139086,-0.0,-0.27522301110504277,-0.20760968505370472,0.0,1.0
2018-11-12,-0.022410760096752913,-0.3239023675144763,-0.0,-0.27537931539983873,-0.21076742651909405,0.0,1.0
2018-11-13,-0.005712830216141474,-0.3233025252892802,-0.0,-0.28025616767338624,-0.21008296339422167,0.0,1.0
2018-11-14,-0.003882712770828373,-0.328876760498892,-0.0,-0.2841706195857219,-0.21451988058826763,0.0,1.0
2018-11-15,-0.0034010478904311055,-0.3303612464380917,-0.0,-0.28464013236510705,-0.22000183840426507,0.0,1.0
2018-11-16,-0.00029395013870772176,-0.32444746559864784,-0.0,-0.2857746504749132,-0.22669067259466114,0.0,1.0
2018-11-19,-0.0,-0.3359079857864223,-0.0,-0.29867215260893965,-0.23562745464746587,0.0,1.0
2018-11-20,-0.0,-0.3345030986336146,-0.0,-0.2973381617262749,-0.23480549540804901,0.0,1.0
2018-11-21,-0.0,-0.3321229412527558,-0.0,-0.29708950108379495,-0.22342849732293385,0.0,1.0
2018-11-23,-0.0,-0.3285820066641984,-0.0,-0.29870418363569046,-0.22388004442798964,0.0,1.0
2018-11-26,-0.0,-0.32754563142777726,-0.0,-0.3002316316130826,-0.22527564161956826,0.0,1.0
2018-11-27,-0.0,-0.3271181742585235,-0.0,-0.2977917398133604,-0.2230065601034833,0.0,1.0
2018-11-28,-0.0,-0.3237817052429195,-0.0,-0.30028470014050135,-0.2246358056644236,0.0,1.0
2018-11-29,-0.0,-0.32402389627684175,-0.0,-0.3005345219819853,-0.2249986128322267,0.0,1.0
2018-11-30,-0.0,-0.32570144653036975,-0.0,-0.30115313910088576,-0.2300521790800884,0.0,1.0
2018-12-03,-0.0,-0.3256953986704794,-0.0,-0.30112897834886915,-0.23004790730493554,0.0,1.0
2018-12-04,-0.0,-0.32570856581459584,-0.0,-0.29920106771460875,-0.22876156227408384,0.0,1.0
2018-12-06,-0.0,-0.296893126450116,-0.0,-0.30039153132250584,-0.2153784802784223,0.0,1.0
2018-12-07,-0.0,-0.29697892314105,-0.0,-0.3008028416607767,-0.2144837709998369,0.0,1.0
2018-12-10,-0.0,-0.29604814082989045,-0.0,-0.29665888270163465,-0.20359259924555417,0.0,1.0
2018-12-11,-0.0,-0.29675702883439997,-0.0,-0.29427626375206734,-0.20662256417631408,0.0,1.0
2018-12-12,-0.0,-0.2967730337078652,-0.0,-0.29441797752808985,-0.20656179775280897,0.0,1.0
2018-12-13,-0.0,-0.30165237020316027,-0.0,-0.2941580135440181,-0.210058690744921,0.0,1.0
2018-12-14,-0.0,-0.307132907614103,-0.0,-0.29137647207800427,-0.2104958483330017,0.0,1.0
2018-12-17,-0.0,-0.3050688586055231,-0.0,-0.2829151344725647,-0.21459730333838056,0.0,1.0
2018-12-18,-0.0,-0.3036845135290731,-0.0,-0.2817177605066206,-0.213676597582038,0.0,1.0
2018-12-19,-0.0,-0.30382206866767436,-0.0,-0.28192255092492624,-0.21372273806953143,0.0,1.0
2018-12-20,-0.0,-0.29845795230410616,-0.0,-0.28328850636542946,-0.21133225748610365,0.0,1.0
2018-12-21,-0.0,-0.29787576152787953,-0.0,-0.2829042574098226,-0.20579565147481824,0.0,1.0
