Date,CAI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.901868213394483,-1.8894584204491804,-0.18122344371754232,-1.3309502933836916,-1.4409523167194982,0.0
2018-09-25,1.0,-0.9034106228093827,-1.8864923159881373,-0.18468589916419523,-1.3284578053383662,-1.437382043677541,0.0
2018-09-26,1.0,-0.9039735099337748,-1.889917556426544,-0.17914583051763752,-1.3347073928909312,-1.4498580889309365,0.0
2018-09-27,1.0,-0.9046654513537237,-1.8846127877928567,-0.1804064546620755,-1.3335358854905137,-1.448585510769023,0.0
2018-09-28,1.0,-0.9080281119070144,-1.8839032301662384,-0.18103797810514935,-1.3350452763887013,-1.4496553588322745,0.0
2018-10-01,1.0,-0.970299823633157,-1.9600705467372135,-0.18708994708994708,-1.4196825396825399,-1.5176014109347444,0.0
2018-10-02,1.0,-0.9704388316636094,-1.9612671087907436,-0.18802031889374912,-1.418865528432341,-1.5166502045999717,0.0
2018-10-03,1.0,-0.9705778593099555,-1.9611232625414519,-0.18866859521625626,-1.4187539688139421,-1.516474987652579,0.0
2018-10-04,1.0,-0.9705653435222527,-1.9720512276232929,-0.18991013939007995,-1.4189485601075496,-1.5241633057383428,0.0
2018-10-05,1.0,-0.9469275709157459,-1.9607939748011542,-0.16189202505806996,-1.4292250299148308,-1.5399450974871542,0.0
2018-10-08,1.0,-0.9420971364402021,-1.9532565974171814,-0.1548989331836047,-1.4312886019090398,-1.5369876473891073,0.0
2018-10-09,1.0,-0.9397445847738659,-1.9664855711564244,-0.13504550906653498,-1.452268397657518,-1.5621251675721444,0.0
2018-10-10,1.0,-0.9394816750229502,-1.9700586116799659,-0.1324765200197726,-1.453781512605042,-1.5657792528776215,0.0
2018-10-11,1.0,-0.8283577014620878,-1.9581774906494391,-0.0,-1.4181570894253657,-1.5957157429445767,0.0
2018-10-12,1.0,-0.8482299098128955,-1.9534257638982369,-0.0,-1.3777089783281735,-1.5510835913312695,0.0
2018-10-15,1.0,-0.7989123136833625,-1.9980529072109576,-0.0,-1.365852020948033,-1.5513629649523297,0.0
2018-10-16,1.0,-0.7889710827168795,-2.020376597175521,-0.0,-1.3651647612642905,-1.5505043712172157,0.0
2018-10-17,1.0,-0.7376465937541178,-1.9336539728554485,-0.0,-1.3510343918829886,-1.5662142574779285,0.0
2018-10-18,1.0,-0.7368247694334652,-1.9325428194993415,-0.0,-1.3519762845849803,-1.5662714097496706,0.0
2018-10-19,1.0,-0.7018904823989569,-1.908083441981747,-0.0,-1.3471316818774446,-1.561799217731421,0.0
2018-10-22,1.0,-0.702184545158135,-1.8917508966416696,-0.0,-1.3567655689598959,-1.570329312031301,0.0
2018-10-23,1.0,-0.7019889142484513,-1.8917508966416696,-0.0,-1.3568307792631238,-1.570394522334529,0.0
2018-10-24,1.0,-0.7023754989856684,-1.88757280282704,-0.0,-1.3676460964596557,-1.586414501668739,0.0
2018-10-25,1.0,-0.6197209653092006,-1.7824283559577674,-0.0,-1.3673328305681247,-1.5151458019105077,0.0
2018-10-26,1.0,-0.5795553347410259,-1.7546267544404421,-0.0,-1.37989069680785,-1.4963358588995155,0.0
2018-10-29,1.0,-0.5325407145953309,-1.782339463743885,-0.0,-1.3624992259582638,-1.5150164096848102,0.0
2018-10-30,1.0,-0.5278534290666006,-1.7817529091359248,-0.0,-1.3620326813567714,-1.5180737806387719,0.0
2018-10-31,1.0,-0.5304496997916922,-1.7426173263080504,-0.0,-1.3505697831148142,-1.503063350079647,0.0
2018-11-01,1.0,-0.7887441086775714,-1.862350984197394,-0.0,-1.582617133351816,-1.6973246465206544,0.0
2018-11-02,1.0,-0.8003994765479715,-1.7977133411391968,-0.0,-1.602245333700668,-1.6871685377780838,0.0
2018-11-05,1.0,-0.7941480206540448,-1.8146643717728055,-0.0,-1.602685025817556,-1.673184165232358,0.0
2018-11-06,1.0,-0.7978943022295623,-1.8168180567024494,-0.0,-1.5988164051747866,-1.6678364987613543,0.0
2018-11-07,1.0,-0.7965996696035242,-1.8200715859030838,-0.0,-1.5976734581497798,-1.6689151982378856,0.0
2018-11-08,1.0,-0.7346049046321526,-1.8219346049046319,-0.0,-1.5757493188010898,-1.6797683923705722,0.0
2018-11-09,1.0,-0.733823729737093,-1.8214820869091404,-0.0,-1.576624438087454,-1.679130908595559,0.0
2018-11-12,1.0,-0.7323790787599213,-1.7850892069737465,-0.0,-1.591954412862085,-1.6743775863238586,0.0
2018-11-13,1.0,-0.6765516777620872,-1.7782933225741375,-0.0,-1.598009548786228,-1.6716427947010961,0.0
2018-11-14,1.0,-0.6776709473542661,-1.7771801250588315,-0.0,-1.597929133328851,-1.6708801183352384,0.0
2018-11-15,1.0,-0.6775191712632854,-1.7844746401183913,-0.0,-1.6096461724741022,-1.6551190636351407,0.0
2018-11-16,1.0,-0.6686128447755184,-1.7648479967787396,-0.0,-1.6090866384806388,-1.6684786255955977,0.0
2018-11-19,1.0,-0.669730926659062,-1.7642085486143728,-0.0,-1.6081325907535398,-1.66798631148091,0.0
2018-11-20,1.0,-0.5871345808084171,-1.7461543583938204,-0.0,-1.6156356129719651,-1.7101951122061663,0.0
2018-11-21,1.0,-0.5834046756667763,-1.7275600921962462,-0.0,-1.5998024366150805,-1.6746789594995062,0.0
2018-11-23,1.0,-0.5832511019011907,-1.7206762712979409,-0.0,-1.6005525952239983,-1.6739688178409315,0.0
2018-11-26,1.0,-0.5818540433925049,-1.7259697567389871,-0.0,-1.596712689020381,-1.6700854700854701,0.0
2018-11-27,1.0,-0.5618388402768709,-1.7272430455792087,-0.0,-1.583387749771451,-1.6575029384876583,0.0
2018-11-28,1.0,-0.5605753514220333,-1.741157240928408,-0.0,-1.5802549852893102,-1.656096763648251,0.0
2018-11-29,1.0,-0.49848592229882094,-1.7123252367759811,-0.0,-1.5699375040268024,-1.6621351717028543,0.0
2018-11-30,1.0,-0.4992587818240412,-1.7142765066065095,-0.0,-1.5734450531743474,-1.658395101514663,0.0
2018-12-03,1.0,-0.49500805152979066,-1.715426731078905,-0.0,-1.5732045088566828,-1.657584541062802,0.0
2018-12-04,1.0,-0.4794379931994611,-1.718868287675627,-0.0,-1.5645088856098028,-1.6527234233656252,0.0
2018-12-06,1.0,-0.453701411240406,-1.5933399356276303,-0.0,-1.5483411735578112,-1.5943302797722205,0.0
2018-12-07,1.0,-0.4542922572259702,-1.593241319551897,-0.0,-1.5484929132883583,-1.593241319551897,0.0
2018-12-10,1.0,-0.3935392740895412,-1.6147515814039182,-0.0,-1.5626727261561137,-1.5704108579500091,0.0
2018-12-11,1.0,-0.3815619422733707,-1.6232998953781772,-0.0,-1.5628038648532219,-1.5865591728721766,0.0
2018-12-12,1.0,-0.3842270516530198,-1.6233454411130952,-0.0,-1.5642430585482976,-1.5848057624823,0.0
2018-12-13,1.0,-0.3834470884830597,-1.6152616368443706,-0.0,-1.5696980876836992,-1.5805201992252351,0.0
2018-12-14,1.0,-0.38977635782747605,-1.5979356107151634,-0.0,-1.5768616367657902,-1.5793806832145492,0.0
2018-12-17,1.0,-0.3626810044601943,-1.5938779250931752,-0.0,-1.5556302315635118,-1.597666035314963,0.0
2018-12-18,1.0,-0.3366444579043004,-1.5709267110841914,-0.0,-1.5476680799515448,-1.6017565112053302,0.0
2018-12-19,1.0,-0.34653405300503365,-1.5704408999939354,-0.0,-1.5458790708957486,-1.6017951361513736,0.0
2018-12-20,1.0,-0.3435468336142548,-1.5446063086925115,-0.0,-1.5443655189019987,-1.58728629906092,0.0
2018-12-21,1.0,-0.33371394230769236,-1.556189903846154,-0.0,-1.5624399038461538,-1.5572716346153848,0.0
