Date,IWF,IWM,MTUM,SPY,VG,VLUE,VXX
2018-09-24,-0.5600177591217307,-1.0833467872134321,-0.1575314820794317,-0.6827575072650952,1.0,-0.5525508556667743,0.0
2018-09-25,-0.5680971659919029,-1.0831983805668017,-0.1665182186234818,-0.6821862348178138,1.0,-0.5485425101214575,0.0
2018-09-26,-0.5769089499244991,-1.098028812798433,-0.1754070930090193,-0.6882422560502797,1.0,-0.5425458107170551,0.0
2018-09-27,-0.5802544653780279,-1.0891036620177799,-0.17796264578745616,-0.6884022510398825,1.0,-0.5423293369219476,0.0
2018-09-28,-0.5776118794109248,-1.091706441480031,-0.1786807000367152,-0.6885734100273324,1.0,-0.5428956064129238,0.0
2018-10-01,-0.5804330065359478,-1.090890522875817,-0.17826797385620916,-0.6912173202614379,1.0,-0.5441176470588236,0.0
2018-10-02,-0.5803261269361232,-1.0946503739425395,-0.17765335730924844,-0.6905472230168785,1.0,-0.5436266296129797,0.0
2018-10-03,-0.582147105878492,-1.0799113918857939,-0.1742626246051606,-0.7037371292611889,1.0,-0.5622102801821389,0.0
2018-10-04,-0.5814612509753995,-1.0831245636371103,-0.17462729475543143,-0.7029036100045176,1.0,-0.5648691938067272,0.0
2018-10-05,-0.5693370956528852,-1.0774956038113932,-0.1606755817282133,-0.7098515519568152,1.0,-0.5721179405389931,0.0
2018-10-08,-0.568004573108489,-1.0753337960883589,-0.1587521946837614,-0.7102609121718182,1.0,-0.5707811032624229,0.0
2018-10-09,-0.5712416697330226,-1.0769450917862544,-0.16423402428553904,-0.7086553007073062,1.0,-0.5673985036182999,0.0
2018-10-10,-0.5718080758541769,-1.0761811345430767,-0.1647866601275135,-0.7088033349681216,1.0,-0.5654324015040052,0.0
2018-10-11,-0.5442081701175153,-1.0689103845231434,-0.12998640978495482,-0.6933407946278679,1.0,-0.5606763130546006,0.0
2018-10-12,-0.5582974691041181,-1.0645161290322582,-0.12611047498716785,-0.6694436767086509,1.0,-0.5299877600979191,0.0
2018-10-15,-0.5448957881880148,-1.087703400181238,-0.10586659312083843,-0.6692801702060597,1.0,-0.532209132815886,0.0
2018-10-16,-0.5423748866190795,-1.1007611310486254,-0.09673857317506013,-0.6707418069960958,1.0,-0.5330677919312221,0.0
2018-10-17,-0.5286374402982178,-1.0679920785927854,-0.08713547936162779,-0.6641168019259892,1.0,-0.5351609521220829,0.0
2018-10-18,-0.5270601033451183,-1.0657368196122614,-0.08858152997396947,-0.6677415595011461,1.0,-0.5360348109872178,0.0
2018-10-19,-0.5179328962591593,-1.0581951407635946,-0.0777477824913228,-0.669687620516776,1.0,-0.5329733898958735,0.0
2018-10-22,-0.5185056673606292,-1.0551700208188757,-0.07641298480993138,-0.6709075487701442,1.0,-0.5343511450381679,0.0
2018-10-23,-0.5259451302093411,-1.0587780056494989,-0.08752853770847038,-0.6647448051696785,1.0,-0.5324846186588245,0.0
2018-10-24,-0.526018493442179,-1.0603938561535189,-0.08511626107478625,-0.6652609587186135,1.0,-0.5321313885557318,0.0
2018-10-25,-0.49199925051527077,-1.0110548997564175,-0.07850852538879521,-0.6712385235150834,1.0,-0.494622447067641,0.0
2018-10-26,-0.478886827458256,-0.9995547309833024,-0.060445269016697584,-0.6827829313543599,1.0,-0.4889053803339517,0.0
2018-10-29,-0.469699209223265,-1.0067622496489543,-0.05084620501071613,-0.6775921956987657,1.0,-0.4903185278249944,0.0
2018-10-30,-0.4822011272619401,-1.0090477603085137,-0.05732720261050134,-0.6788045090477604,1.0,-0.4807178878671018,0.0
2018-10-31,-0.48500018404682144,-0.9881105753303641,-0.059741598262598006,-0.6743107446534398,1.0,-0.4737365185703243,0.0
2018-11-01,-0.4855133821742812,-0.9875934175164747,-0.06030261753120053,-0.6742995987188455,1.0,-0.4737694658174723,0.0
2018-11-02,-0.5014324542716521,-0.9500844780724308,-0.04793212370528172,-0.6989274957760964,1.0,-0.47454638948064354,0.0
2018-11-05,-0.5764218730970649,-0.9859538018105793,-0.01010839118255998,-0.8236917955588032,1.0,-0.6634189907847198,0.0
2018-11-06,-0.5954460132212519,-1.0060393373051497,-0.0,-0.8232677711580838,1.0,-0.6559209989390353,0.0
2018-11-07,-0.5955996407870031,-1.0063270471058863,-0.0,-0.8238223528451302,1.0,-0.6562168340272675,0.0
2018-11-08,-0.5679980595084089,-1.005012936610608,-0.0,-0.8112063389391979,1.0,-0.6584734799482536,0.0
2018-11-09,-0.5675828617623282,-1.0046887631366208,-0.0,-0.8115198059822151,1.0,-0.6582861762328214,0.0
2018-11-12,-0.5672094056805785,-1.0037978263504506,-0.0,-0.8116035715728658,1.0,-0.6576299947476869,0.0
2018-11-13,-0.5330385852090032,-1.0057475884244373,-0.0,-0.8232315112540193,1.0,-0.657274919614148,0.0
2018-11-14,-0.5318300785182203,-1.0093013891685123,-0.0,-0.8254479565129857,1.0,-0.6600362391785787,0.0
2018-11-15,-0.5312927909786549,-1.009987917841321,-0.0,-0.8257752718485702,1.0,-0.6603302456705598,0.0
2018-11-16,-0.5262079768646825,-0.998232718801462,-0.0,-0.8245170100815359,1.0,-0.6675101417841507,0.0
2018-11-19,-0.5238401543780654,-1.0002412157272655,-0.0,-0.8271287287931174,1.0,-0.669052022191847,0.0
2018-11-20,-0.4940673564779674,-0.992289560944429,-0.0,-0.8278934121689107,1.0,-0.6807558627302146,0.0
2018-11-21,-0.5001583155228371,-0.9840497110741708,-0.0,-0.8222116678540331,1.0,-0.6514287975936041,0.0
2018-11-23,-0.5005339978640087,-0.9808947430876944,-0.0,-0.8227522645464974,1.0,-0.6513587278984219,0.0
2018-11-26,-0.49926793557833093,-0.9893553875984331,-0.0,-0.8201495785683195,1.0,-0.648371651299909,0.0
2018-11-27,-0.4886605244507442,-0.9931884400346483,-0.0,-0.8139617292700213,1.0,-0.6414678321127648,0.0
2018-11-28,-0.4863137966395836,-1.0066656148931137,-0.0,-0.8107990849570088,1.0,-0.6404117693460598,0.0
2018-11-29,-0.44417978054590185,-0.9943769768440782,-0.0,-0.8129173337498536,1.0,-0.6534031004724902,0.0
2018-11-30,-0.44475256805843066,-0.9955473967894388,-0.0,-0.8152169667617076,1.0,-0.6502753583564427,0.0
2018-12-03,-0.439362493636684,-1.0021145788463799,-0.0,-0.8204565923953481,1.0,-0.6539530876767045,0.0
2018-12-04,-0.43531434376587347,-1.002891415621459,-0.0,-0.8175282303754934,1.0,-0.6515844176141914,0.0
2018-12-06,-0.43146196589384933,-0.9661237785016286,-0.0,-0.8074726959187584,1.0,-0.6270933128951907,0.0
2018-12-07,-0.441875648066362,-0.9673950612542724,-0.0,-0.8099005338146625,1.0,-0.6211452052690195,0.0
2018-12-10,-0.4125765121849219,-0.9748317682393645,-0.0,-0.8125308900125461,1.0,-0.6019465460213664,0.0
2018-12-11,-0.4122500190099613,-0.9748688312675844,-0.0,-0.8122576229944491,1.0,-0.6026537905862673,0.0
2018-12-12,-0.4130641420478309,-0.9746017261701075,-0.0,-0.8124405916124862,1.0,-0.602030341051671,0.0
2018-12-13,-0.4115586690017513,-0.9692758699459376,-0.0,-0.8252112997791822,1.0,-0.6011573897814666,0.0
2018-12-14,-0.4080113028868184,-0.9843057889109516,-0.0,-0.8217122346112723,1.0,-0.6044753322132275,0.0
2018-12-17,-0.3932007453321672,-0.9836863520553677,-0.0,-0.8092177814959881,1.0,-0.6166102597254439,0.0
2018-12-18,-0.38732021196063593,-0.9778198334595005,-0.0,-0.8055261165783498,1.0,-0.6143830431491294,0.0
2018-12-19,-0.38739591218773656,-0.9777441332323997,-0.0,-0.805450416351249,1.0,-0.6144208932626798,0.0
2018-12-20,-0.3851801649158478,-0.9622726759290637,-0.0,-0.8097819948040214,1.0,-0.6079295154185022,0.0
2018-12-21,-0.3824710163959029,-0.9619555021948749,-0.0,-0.8092897610025138,1.0,-0.598244100101302,0.0
2018-12-24,-0.378220491312163,-0.9591821449970042,-0.0,-0.8082684242061114,1.0,-0.5990862792091073,0.0
2018-12-26,-0.380261302056269,-0.9707148689778041,-0.0,-0.7795635067923687,1.0,-0.5811372578130799,0.0
2018-12-27,-0.3438104795355172,-0.9349508995770912,-0.0,-0.7196616729983514,1.0,-0.5855135832556806,0.0
2018-12-28,-0.3355466226401551,-0.9464862536788458,-0.0,-0.7227406503481445,1.0,-0.5843442681788817,0.0
2018-12-31,-0.33286627865200835,-0.9518933678235253,-0.0,-0.7235036286556011,1.0,-0.584465042753467,0.0
2019-01-02,-0.3323156495815524,-0.9519054631658345,-0.0,-0.7231780467655615,1.0,-0.5844258467727452,0.0
2019-01-03,-0.34111226797831473,-0.9487667396689764,-0.0,-0.7298675187592001,1.0,-0.5705310020464581,0.0
2019-01-04,-0.3189027003857694,-0.956029432776111,-0.0,-0.721531647378197,1.0,-0.5754393484783541,0.0
2019-01-07,-0.31516889738687065,-0.9441257701295942,-0.0,-0.7158841441824233,1.0,-0.5656469088591459,0.0
2019-01-08,-0.3195555240993701,-0.9222521055984146,-0.0,-0.7333852360393517,1.0,-0.563627999150683,0.0
2019-01-09,-0.3183006997950095,-0.916095285219481,-0.0,-0.7330529440870855,1.0,-0.5668339577295539,0.0
2019-01-10,-0.3193698784967505,-0.913287651879062,-0.0,-0.7341763209946313,1.0,-0.565202034473015,0.0
2019-01-11,-0.3169543577252992,-0.9144692717709768,-0.0,-0.734759433795757,1.0,-0.5637685763705037,0.0
2019-01-14,-0.320950598538084,-0.9126734701084078,-0.0,-0.7349835799286698,1.0,-0.5625904869522229,0.0
2019-01-15,-0.31505106548397355,-0.907092624659858,-0.0,-0.7324097960914584,1.0,-0.5793547019118634,0.0
2019-01-16,-0.31457258007494876,-0.9089655660043838,-0.0,-0.7329067383157746,1.0,-0.5788729406773668,0.0
2019-01-17,-0.31377812312365344,-0.9090876982304948,-0.0,-0.7324903754459082,1.0,-0.5766255783562321,0.0
2019-01-18,-0.3134948834565094,-0.901648664013644,-0.0,-0.736888857305287,1.0,-0.601158328595793,0.0
2019-01-22,-0.09144521295959228,-1.0459410265744449,-0.0,-0.9453221696396069,1.0,-0.5575900982890426,0.0
2019-01-23,-0.08823529411764705,-1.0184644577433952,-0.0,-0.9584367245657568,1.0,-0.5839658444022771,0.0
2019-01-24,-0.09536317536755316,-1.0133158221152092,-0.0,-0.9585567837729377,1.0,-0.5809346612673744,0.0
2019-01-25,-0.0,-1.0203007799380528,-0.0,-1.1377392991752808,1.0,-0.5737209389110721,0.0
2019-01-28,-0.0,-0.9997382198952879,-0.0,-1.1665295437546745,1.0,-0.5734854151084516,0.0
2019-01-29,-0.0,-0.9966306016247988,-0.0,-1.1680206656433678,1.0,-0.5790872674179177,0.0
2019-01-30,-0.0,-0.995470878874083,-0.0,-1.1657059440035933,1.0,-0.5818610570444678,0.0
2019-01-31,-0.0,-1.009181532004197,-0.0,-1.1325888172687752,1.0,-0.6057937340728525,0.0
2019-02-01,-0.0,-1.0073020033701554,-0.0,-1.127466766523123,1.0,-0.6098483430069276,0.0
2019-02-04,-0.0,-1.0084250730172994,-0.0,-1.1269752115629446,1.0,-0.6090766119973039,0.0
2019-02-05,-0.0,-1.0373013786108711,-0.0,-1.124938957965516,1.0,-0.5942301190789226,0.0
2019-02-06,-0.01563640154279162,-1.074672504256576,-0.0,-0.9697348761249522,1.0,-0.4147121164738177,0.0
2019-02-07,-0.01980508179603202,-1.0780717020536026,-0.0,-0.9815871910894535,1.0,-0.40121823877479984,0.0
2019-02-08,-0.030978635423845623,-1.0864231564438318,-0.0,-0.9688490696071675,1.0,-0.3596485182632667,0.0
