Date,CPSI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.48430577457385293,-1.0910865810618007,-0.1101223999399264,-0.6447022602688293,-0.42438236840129157,0.0
2018-09-25,1.0,-0.4836000753153832,-1.0962907173790246,-0.10649595179815477,-0.6492939182828092,-0.4300884955752213,0.0
2018-09-26,1.0,-0.48423906903174785,-1.0970888411855535,-0.10785975219372576,-0.6489285579783829,-0.427936579670847,0.0
2018-09-27,1.0,-0.48435440750084724,-1.0962458108973154,-0.10818240012049554,-0.6487555070226306,-0.42790977896599774,0.0
2018-09-28,1.0,-0.48087741156038816,-1.1035979914675125,-0.109072375127421,-0.6511496205685808,-0.4307396081096387,0.0
2018-10-01,1.0,-0.4815926446563581,-1.1148512594506288,-0.10998822233197827,-0.655636184035561,-0.43721743094867216,0.0
2018-10-02,1.0,-0.48158284867145623,-1.1182574980043334,-0.10947656517276769,-0.6549967689208195,-0.4369179305888166,0.0
2018-10-03,1.0,-0.4812055794154536,-1.1079776519326516,-0.10797765193265174,-0.6593059936908517,-0.44426285583976277,0.0
2018-10-04,1.0,-0.4813196001672304,-1.1072555205047316,-0.10847174185701797,-0.6592299798563338,-0.4443768765915396,0.0
2018-10-05,1.0,-0.4667373442883647,-1.1021544053614025,-0.09246147438567263,-0.670099579720571,-0.4548483586384461,0.0
2018-10-08,1.0,-0.46528356174755814,-1.1000984326493526,-0.08609070947224957,-0.6782766714621035,-0.45612175361550694,0.0
2018-10-09,1.0,-0.46435737270490257,-1.1006246450880182,-0.08366458451637328,-0.6795002839295855,-0.4576187772099186,0.0
2018-10-10,1.0,-0.4677682191988479,-1.0998976768863455,-0.08659567211126691,-0.6823056808276803,-0.45317770114071326,0.0
2018-10-11,1.0,-0.4129084426801926,-1.108501488587496,-0.008343441026206492,-0.6737604293012828,-0.47197412430624475,0.0
2018-10-12,1.0,-0.42011148917686236,-1.102258741765004,-0.004054151885904582,-0.6513429378122059,-0.4420111489176862,0.0
2018-10-15,1.0,-0.3996462987692641,-1.1224961201140506,-0.0,-0.6466957808496049,-0.4403219403038943,0.0
2018-10-16,1.0,-0.389919076822586,-1.1483107740320064,-0.0,-0.6485466487643793,-0.4421018253075444,0.0
2018-10-17,1.0,-0.3702239789196311,-1.1098173272086316,-0.0,-0.6384289427767689,-0.4424028771854859,0.0
2018-10-18,1.0,-0.369507939898882,-1.1085594246243682,-0.0,-0.6398917610197251,-0.4424980417289753,0.0
2018-10-19,1.0,-0.35699653881472065,-1.1016811471356924,-0.0,-0.6377763650490923,-0.43536766264038995,0.0
2018-10-22,1.0,-0.3580796832467211,-1.104712412062078,-0.0,-0.6370771025559444,-0.43535899883338636,0.0
2018-10-23,1.0,-0.3558938053097346,-1.1059823008849559,-0.0,-0.6403185840707964,-0.43762831858407086,0.0
2018-10-24,1.0,-0.3541563494870888,-1.1020516448532012,-0.0,-0.6414927484966396,-0.4395825963919349,0.0
2018-10-25,1.0,-0.32792675399492494,-1.0619984911871614,-0.0,-0.6335985186201221,-0.4056306151841438,0.0
2018-10-26,1.0,-0.3098152229191389,-1.0467536870656045,-0.0,-0.6378030174605865,-0.3960332259705035,0.0
2018-10-29,1.0,-0.2952345620721055,-1.0527132305824423,-0.0,-0.6295909075579239,-0.39502883545242995,0.0
2018-10-30,1.0,-0.2777252465216804,-1.0551465622045118,-0.0,-0.6324800756450089,-0.4116236660813184,0.0
2018-10-31,1.0,-0.2819997319394183,-1.0341777241656616,-0.0,-0.6291716928025733,-0.4054081222356253,0.0
2018-11-01,1.0,-0.2559543777255955,-1.058168399865817,-0.0,-0.6313988594431399,-0.4090573633009058,0.0
2018-11-02,1.0,-0.26013198240234636,-1.0334622050393283,-0.0,-0.6359818690841221,-0.40331289161445144,0.0
2018-11-05,1.0,-0.24869379898253813,-1.1206860992712773,-0.0,-0.6756840368486181,-0.3923071634813694,0.0
2018-11-06,1.0,-0.2504810996563574,-1.121340206185567,-0.0,-0.6741237113402063,-0.3904810996563574,0.0
2018-11-07,1.0,-0.2546933667083855,-1.1317619246280073,-0.0,-0.6885690446391323,-0.401543596161869,0.0
2018-11-08,1.0,-0.2245453292918159,-1.1348511986773215,-0.0,-0.6784238082116285,-0.406654725819785,0.0
2018-11-09,1.0,-0.22534289061961543,-1.135019642980219,-0.0,-0.6783375835688193,-0.4074023020194362,0.0
2018-11-12,1.0,-0.22438338307433706,-1.1223285650578025,-0.0,-0.6806970601351583,-0.4030393468491647,0.0
2018-11-13,1.0,-0.22192016517549898,-1.1321403991741226,-0.0,-0.6850997935306262,-0.40203028217481074,0.0
2018-11-14,1.0,-0.22226809799064134,-1.131674924304982,-0.0,-0.6850055050922103,-0.40173410404624277,0.0
2018-11-15,1.0,-0.22129795132682525,-1.1322356661625188,-0.0,-0.6853086759246527,-0.3985288051698061,0.0
2018-11-16,1.0,-0.21774000068547147,-1.1223566507865785,-0.0,-0.68362066010899,-0.40367412688076226,0.0
2018-11-19,1.0,-0.2202913453299057,-1.1216795201371037,-0.0,-0.6823307626392459,-0.4032904884318766,0.0
2018-11-20,1.0,-0.16355810616929697,-1.1182619389219102,-0.0,-0.6962150713944114,-0.43799959007993444,0.0
2018-11-21,1.0,-0.17077959446193428,-1.1143833993432855,-0.0,-0.6945262516502487,-0.40543651196641955,0.0
2018-11-23,1.0,-0.17235315997700607,-1.1008014066885334,-0.0,-0.7008419842423833,-0.4074324552801542,0.0
2018-11-26,1.0,-0.1718998208672728,-1.1026126339270625,-0.0,-0.6993950045628147,-0.4059553182140805,0.0
2018-11-27,1.0,-0.16374210030926448,-1.1047129218771008,-0.0,-0.6937945408094661,-0.3993209627537986,0.0
2018-11-28,1.0,-0.16943824781991482,-1.090008787940242,-0.0,-0.7097275738524977,-0.4108024065436355,0.0
2018-11-29,1.0,-0.1400988776055585,-1.076930785676109,-0.0,-0.7067744521646178,-0.4166889363976483,0.0
2018-11-30,1.0,-0.14022312779744808,-1.0776939007281716,-0.0,-0.708163537978489,-0.414189324604182,0.0
2018-12-03,1.0,-0.138255616008545,-1.0780733669348108,-0.0,-0.7079007977569344,-0.4136653426349344,0.0
2018-12-04,1.0,-0.13325122332811826,-1.0797243766851967,-0.0,-0.7048700109849871,-0.41093838420824874,0.0
2018-12-06,1.0,-0.12622648230303424,-1.0333538421683237,-0.0,-0.6999125675981996,-0.3787442116511771,0.0
2018-12-07,1.0,-0.13262461917417515,-1.0337395475465094,-0.0,-0.7007519284371557,-0.3739547546509367,0.0
2018-12-10,1.0,-0.10188485373920304,-1.0455640111742608,-0.0,-0.707542625951257,-0.3560029541148894,0.0
2018-12-11,1.0,-0.1056062162856409,-1.0440213203185205,-0.0,-0.7082584125353198,-0.3530375032108914,0.0
2018-12-12,1.0,-0.10687905453144068,-1.0437086518080803,-0.0,-0.7087802684822404,-0.35214207720470164,0.0
2018-12-13,1.0,-0.10669831900423456,-1.0397792891056077,-0.0,-0.7111831130501732,-0.3503464647760811,0.0
2018-12-14,1.0,-0.10768243785084201,-1.0382357658380112,-0.0,-0.711178829190056,-0.35063352044907775,0.0
2018-12-17,1.0,-0.10290397976499216,-1.0389651970672047,-0.0,-0.708577466141581,-0.3513271219543431,0.0
2018-12-18,1.0,-0.09859199897832126,-1.0377701861370965,-0.0,-0.7075444589891766,-0.3488075093387823,0.0
2018-12-19,1.0,-0.09970946010663773,-1.037355129146579,-0.0,-0.7069697646946138,-0.34871172695635516,0.0
2018-12-20,1.0,-0.09741291634884314,-1.0225972540045767,-0.0,-0.7142130689041445,-0.3440122044241038,0.0
2018-12-21,1.0,-0.09299826141931405,-1.0250987829935199,-0.0,-0.7175912754860122,-0.3253674727358937,0.0
2018-12-24,1.0,-0.06219612300309401,-1.003851739597146,-0.0,-0.7250741933446991,-0.3660415482730315,0.0
2018-12-26,1.0,-0.0628791195047214,-1.012256894503158,-0.0,-0.7018322806578701,-0.3498217747482959,0.0
2018-12-27,1.0,-0.04862630683199611,-0.9831023583758813,-0.0,-0.6584305859469973,-0.3490153172866521,0.0
2018-12-28,1.0,-0.03860355824102048,-0.9983521010711344,-0.0,-0.6647136012694926,-0.34996490585614454,0.0
2018-12-31,1.0,-0.038301898309222975,-0.9991454556552524,-0.0,-0.6645608252456815,-0.3499359091741439,0.0
2019-01-02,1.0,-0.033390306433890855,-1.0003662556464412,-0.0,-0.6641435722134049,-0.354230252716396,0.0
2019-01-03,1.0,-0.027447140540375146,-1.0041614393684404,-0.0,-0.6619442489519904,-0.36632905969829566,0.0
2019-01-04,1.0,-0.0,-1.015980275773902,-0.0,-0.6528779715703285,-0.37500380482756523,0.0
2019-01-07,1.0,-0.0,-0.9898721319311663,-0.0,-0.6437320745697896,-0.35396749521988524,0.0
2019-01-08,1.0,-0.0,-0.9825246771836698,-0.0,-0.6474815853040289,-0.35213073688605256,0.0
2019-01-09,1.0,-0.0,-0.976770504496992,-0.0,-0.6466436357138602,-0.3547263088927273,0.0
2019-01-10,1.0,-0.0,-0.9748794571105422,-0.0,-0.6477468896958152,-0.3537412941246503,0.0
