Date,CELH,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.8961808073483202,-3.8048102489726854,-0.09983079526226735,-2.7841430988639115,-2.5010877447425672,0.0
2018-09-25,1.0,-1.8961399276236428,-3.794089264173703,-0.10566948130277443,-2.7756332931242462,-2.4913148371531966,0.0
2018-09-26,1.0,-1.8969843184559712,-3.795295536791315,-0.10772014475271412,-2.7750301568154403,-2.487816646562123,0.0
2018-09-27,1.0,-1.9167372624954617,-3.7802250998426725,-0.11775384243011014,-2.7885755778772845,-2.4988502965024812,0.0
2018-09-28,1.0,-1.9188763772853858,-3.7799975783993225,-0.11962707349558058,-2.7895629010776126,-2.500060540016951,0.0
2018-10-01,1.0,-1.9472331047992164,-3.8128060724779624,-0.12487757100881489,-2.8267629774730656,-2.5312193927522033,0.0
2018-10-02,1.0,-1.946775969656185,-3.8037440352379788,-0.12981769240181085,-2.824788939190016,-2.53028263795424,0.0
2018-10-03,1.0,-1.9550202777436403,-3.7865306624062924,-0.12658227848101267,-2.853631559542829,-2.567776821924542,0.0
2018-10-04,1.0,-1.9659579697677276,-3.768465036254148,-0.1300233501290402,-2.867272950718938,-2.5576993978124616,0.0
2018-10-05,1.0,-1.9078548015054027,-3.721500546315406,-0.07041398567439601,-2.872040791550322,-2.568410829185383,0.0
2018-10-08,1.0,-1.8968561064087064,-3.702660217654172,-0.05380894800483676,-2.8778718258766625,-2.560822249093108,0.0
2018-10-09,1.0,-1.9023740310077522,-3.708817829457365,-0.05947189922480621,-2.880450581395349,-2.5614098837209305,0.0
2018-10-10,1.0,-1.9025039312930931,-3.7021894278456515,-0.06108624652231765,-2.878190395548567,-2.552316438853272,0.0
2018-10-11,1.0,-1.5494517543859647,-3.4360745614035086,-0.0,-2.595504385964912,-2.3838815789473684,0.0
2018-10-12,1.0,-1.589184474487571,-3.45082860880942,-0.0,-2.547208896641954,-2.3155255124291325,0.0
2018-10-15,1.0,-1.5048248942860238,-3.512956738588312,-0.0,-2.520329610755719,-2.304239401496259,0.0
2018-10-16,1.0,-1.5024197096348437,-3.6054773427188738,-0.0,-2.5540035195776505,-2.33688957325121,0.0
2018-10-17,1.0,-1.3879885605338418,-3.4004872365215553,-0.0,-2.4855417858277726,-2.317974790806059,0.0
2018-10-18,1.0,-1.433453828458758,-3.498849819257312,-0.0,-2.6032424142841495,-2.4185562493153685,0.0
2018-10-19,1.0,-1.3688908239904214,-3.4672907369108525,-0.0,-2.622727767497551,-2.426036791117884,0.0
2018-10-22,1.0,-1.3670721112076456,-3.444939183318853,-0.0,-2.622393570807993,-2.425825369244136,0.0
2018-10-23,1.0,-1.3716766142159524,-3.4426478567552907,-0.0,-2.6161692892023876,-2.4213781877373846,0.0
2018-10-24,1.0,-1.3729959646635403,-3.4475951575962487,-0.0,-2.6380194132402663,-2.4477042207438107,0.0
2018-10-25,1.0,-1.1717705735660848,-3.113715710723192,-0.0,-2.5000498753117206,-2.189625935162095,0.0
2018-10-26,1.0,-1.0929328278409642,-3.027121609798775,-0.0,-2.476718188004277,-2.1242344706911633,0.0
2018-10-29,1.0,-1.0195487259288076,-3.085197432406147,-0.0,-2.4613888348570323,-2.159599299747131,0.0
2018-10-30,1.0,-0.9899785950574042,-3.0881494454173968,-0.0,-2.4649737302977237,-2.1863202957773886,0.0
2018-10-31,1.0,-0.9938709059567132,-2.996456617506225,-0.0,-2.4372725531507373,-2.1491093660218348,0.0
2018-11-01,1.0,-0.942868061526703,-3.0324830419413398,-0.0,-2.4312601509506067,-2.1471290723225374,0.0
2018-11-02,1.0,-0.9617501898253608,-2.932327258921792,-0.0,-2.4644077448747153,-2.1328777524677296,0.0
2018-11-05,1.0,-0.9521957697050175,-2.956843403205919,-0.0,-2.464194252110405,-2.111732903348193,0.0
2018-11-06,1.0,-0.9627276176024279,-2.964908952959029,-0.0,-2.45646813353566,-2.099962063732929,0.0
2018-11-07,1.0,-0.9583648750946253,-2.961014383043149,-0.0,-2.4485238455715366,-2.094625283875852,0.0
2018-11-08,1.0,-0.8571561858555701,-2.9598805747340924,-0.0,-2.40921813771226,-2.1039373017353986,0.0
2018-11-09,1.0,-0.8561432969493424,-2.959137979289113,-0.0,-2.4106726373728895,-2.103274559193955,0.0
2018-11-12,1.0,-0.8474028969462127,-2.892056462773319,-0.0,-2.4089860688255373,-2.0774979241627456,0.0
2018-11-13,1.0,-0.7651365812447198,-2.9696799023749176,-0.0,-2.5093400919928657,-2.142870552895898,0.0
2018-11-14,1.0,-0.7655340717101558,-2.9691195795006573,-0.0,-2.508916838746011,-2.14257555847569,0.0
2018-11-15,1.0,-0.7592160522631826,-2.957256182921139,-0.0,-2.4994867008866075,-2.1168455436304248,0.0
2018-11-16,1.0,-0.748013090229079,-2.937914913510986,-0.0,-2.51229546517064,-2.1519401589527813,0.0
2018-11-19,1.0,-0.7500701000093467,-2.9362557248340964,-0.0,-2.509954201327227,-2.1503878867183848,0.0
2018-11-20,1.0,-0.615249699990769,-2.8996584510292625,-0.0,-2.512600387704237,-2.20354472445306,0.0
2018-11-21,1.0,-0.6279154518950437,-2.875546647230321,-0.0,-2.4996355685131197,-2.1075983965014577,0.0
2018-11-23,1.0,-0.6322016929098024,-2.8384454355146995,-0.0,-2.517429689633203,-2.113679803404023,0.0
2018-11-26,1.0,-0.631002373562169,-2.8644330838050025,-0.0,-2.5196275333211613,-2.114113565820705,0.0
2018-11-27,1.0,-0.5948197790255388,-2.8712189820684655,-0.0,-2.4989132403550083,-2.091468936786814,0.0
2018-11-28,1.0,-0.5969932983155226,-2.8663285636660025,-0.0,-2.500271689911248,-2.092646259735555,0.0
2018-11-29,1.0,-0.4938195302843016,-2.795956206957443,-0.0,-2.458679145329331,-2.080875860851139,0.0
2018-11-30,1.0,-0.49605810966427494,-2.807511737089202,-0.0,-2.473381167508194,-2.0812295154575247,0.0
2018-12-03,1.0,-0.48910926155480783,-2.810430316982469,-0.0,-2.473968478838321,-2.0807508411545954,0.0
2018-12-04,1.0,-0.4628215257659556,-2.805372662628391,-0.0,-2.44930208058994,-2.061364234922307,0.0
2018-12-06,1.0,-0.41291552681754123,-2.5611373621818783,-0.0,-2.395092431401807,-1.9205836027522174,0.0
2018-12-07,1.0,-0.42739452442373305,-2.5695265041191644,-0.0,-2.406008155113589,-1.9185320795539653,0.0
2018-12-10,1.0,-0.33745395006139994,-2.580843225542366,-0.0,-2.4045845272206305,-1.863774048301269,0.0
2018-12-11,1.0,-0.31529665230361287,-2.6208982432880346,-0.0,-2.429151474975141,-1.921030825323169,0.0
2018-12-12,1.0,-0.3161252900232019,-2.6205667882001986,-0.0,-2.428737156115347,-1.921030825323169,0.0
2018-12-13,1.0,-0.3165,-2.6214166666666667,-0.0,-2.4648333333333334,-1.9305,0.0
2018-12-14,1.0,-0.32229892705647506,-2.604591200199617,-0.0,-2.4641936288779838,-1.9262247359228144,0.0
2018-12-17,1.0,-0.2691862388355938,-2.6040357260999007,-0.0,-2.4291266953357593,-1.9676645716175984,0.0
2018-12-18,1.0,-0.22441299190051542,-2.5668821075022494,-0.0,-2.417737053096621,-1.972265401292645,0.0
2018-12-19,1.0,-0.23031592732034703,-2.566050090031102,-0.0,-2.4161892290063838,-1.972008512031429,0.0
2018-12-20,1.0,-0.2238670943334156,-2.5461797845217533,-0.0,-2.4706801546179786,-1.983633522493626,0.0
2018-12-21,1.0,-0.20853540252182348,-2.5163271904300033,-0.0,-2.4379243452958295,-1.9200614290333011,0.0
2018-12-24,1.0,-0.17419150786747847,-2.443109037716454,-0.0,-2.382541314145647,-1.9070925911283307,0.0
2018-12-26,1.0,-0.16813744631003516,-2.470285044904334,-0.0,-2.3110503709488484,-1.8598984771573606,0.0
2018-12-27,1.0,-0.059582004959263205,-2.2585901523202265,-0.0,-2.0171448813319164,-1.7494155154091393,0.0
2018-12-28,1.0,-0.055221664427632045,-2.2592802092908153,-0.0,-2.012727144170261,-1.7434066322562398,0.0
2018-12-31,1.0,-0.05494660915069655,-2.2609433561982883,-0.0,-2.0125167951347147,-1.7432289088466162,0.0
2019-01-02,1.0,-0.047067955684143674,-2.258485639686684,-0.0,-2.0069860983699104,-1.744125326370757,0.0
2019-01-03,1.0,-0.06347862886161659,-2.2524333474396956,-0.0,-2.0180561433206377,-1.71914233319227,0.0
2019-01-04,1.0,-0.0,-2.2672341613173317,-0.0,-1.9817890036282444,-1.7284398548702204,0.0
2019-01-07,1.0,-0.0,-2.1875811189288887,-0.0,-1.9670059430288953,-1.6764806339230822,0.0
2019-01-08,1.0,-0.0,-2.192528735632184,-0.0,-1.9684592227695676,-1.6808292282430213,0.0
2019-01-09,1.0,-0.0,-2.1735723047567124,-0.0,-1.9604061605560854,-1.6807959656535367,0.0
2019-01-10,1.0,-0.0,-2.167529989094875,-0.0,-1.9689203925845151,-1.6792529989094875,0.0
2019-01-11,1.0,-0.0,-2.1689161272551996,-0.0,-1.9983473350778131,-1.7188403801129322,0.0
2019-01-14,1.0,-0.0,-2.1717116125481564,-0.0,-2.0024766097963678,-1.705283434232251,0.0
2019-01-15,1.0,-0.0,-2.1831367106176263,-0.0,-2.0107564191533656,-1.745732130464955,0.0
2019-01-16,1.0,-0.0,-2.1808554817275745,-0.0,-1.9839424141749724,-1.7565753045404209,0.0
2019-01-17,1.0,-0.0,-2.1667934444367614,-0.0,-1.9877601825599889,-1.7605974690546988,0.0
2019-01-18,1.0,-0.0,-2.151568065935601,-0.0,-2.003841586924635,-1.8292938464762174,0.0
2019-01-22,1.0,-0.0,-2.2418482130143813,-0.0,-2.1702975936209596,-1.707318809625516,0.0
2019-01-23,1.0,-0.0,-2.1356316946868126,-0.0,-2.185287649854579,-1.772788536568064,0.0
2019-01-24,1.0,-0.0,-2.160145392345521,-0.0,-2.1736868362910697,-1.793172261421139,0.0
2019-01-25,1.0,-0.0,-2.1210105389042533,-0.0,-2.3949473054787354,-1.9584423350026159,0.0
2019-01-28,1.0,-0.0,-1.992657215557979,-0.0,-2.409741912031988,-1.8676844783715014,0.0
2019-01-29,1.0,-0.0,-1.9593964134713513,-0.0,-2.4233124362151917,-1.9069835252952325,0.0
2019-01-30,1.0,-0.0,-1.9574126741048639,-0.0,-2.4231021658280465,-1.9119084080799242,0.0
2019-01-31,1.0,-0.0,-1.9885735080058222,-0.0,-2.3494177583697233,-1.9401018922852984,0.0
2019-02-01,1.0,-0.0,-1.9799898865852779,-0.0,-2.321823304197067,-1.9220544679621467,0.0
2019-02-04,1.0,-0.0,-1.9913413666209685,-0.0,-2.322245472256296,-1.902013132260625,0.0
2019-02-05,1.0,-0.0,-1.988518197573657,-0.0,-2.3159300982091278,-1.9168110918544197,0.0
2019-02-06,1.0,-0.0,-1.9822254335260114,-0.0,-2.3172687861271677,-1.9259393063583816,0.0
2019-02-07,1.0,-0.0,-1.9879431088008086,-0.0,-2.318099776189445,-1.9137246408201574,0.0
2019-02-08,1.0,-0.0,-1.961247568969243,-0.0,-2.3232010372397895,-1.9186054887272201,0.0
2019-02-11,1.0,-0.0,-1.9255941631149318,-0.0,-2.3320811962724846,-1.9661200606804885,0.0
2019-02-12,1.0,-0.0,-1.907216494845361,-0.0,-2.358661956600101,-1.9434071083555617,0.0
2019-02-13,1.0,-0.0,-1.938833260774924,-0.0,-2.37287766652155,-1.9440574662603396,0.0
2019-02-14,1.0,-0.0,-1.8704376908535698,-0.0,-2.4327468372836996,-1.967427657408754,0.0
2019-02-15,1.0,-0.0,-1.901137357830271,-0.0,-2.426800816564596,-1.962817147856518,0.0
2019-02-19,1.0,-0.0,-1.8338694688683967,-0.0,-2.406104796625921,-1.9084995353492031,0.0
2019-02-20,1.0,-0.0,-1.850129013761468,-0.0,-2.401662844036697,-1.9156393348623852,0.0
2019-02-21,1.0,-0.0,-1.8402354123304385,-0.0,-2.4119715782674227,-1.9249982056987007,0.0
2019-02-22,1.0,-0.0,-1.8419014841901484,-0.0,-2.4083315408331543,-1.9196959919695988,0.0
2019-02-25,1.0,-0.0,-1.800903061944405,-0.0,-2.377310568646818,-1.8769578100747848,0.0
2019-02-26,1.0,-0.0,-1.8026798307475318,-0.0,-2.3709449929478135,-1.878561354019746,0.0
2019-02-27,1.0,-0.0,-1.7907864057090372,-0.0,-2.3950399208648343,-1.8798841235073838,0.0
2019-02-28,1.0,-0.0,-1.7856891578132696,-0.0,-2.3796524308731444,-1.87054105396468,0.0
2019-03-01,1.0,-0.0,-1.7911638083139247,-0.0,-2.3799138965346884,-1.8865833862657913,0.0
2019-03-04,1.0,-0.0,-1.7861422428984284,-0.0,-2.364206668076408,-1.8983576513709735,0.0
2019-03-05,1.0,-0.0,-1.7697912981959674,-0.0,-2.3932790944464095,-1.9115670321896001,0.0
2019-03-06,1.0,-0.0,-1.7645309734513275,-0.0,-2.4068672566371685,-1.9083185840707968,0.0
2019-03-07,1.0,-0.0,-1.7248326875660445,-0.0,-2.4341669601972526,-1.8857344135258893,0.0
2019-03-08,1.0,-0.0,-1.7103606182026332,-0.0,-2.5295506582713223,-1.9152117916428164,0.0
