Date,CVI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5649141347424043,-1.4026420079260238,-0.20190224570673712,-1.0926287978863936,-1.0219286657859974,0.0
2018-09-25,1.0,-0.5858256782738731,-1.413480025635548,-0.2187566759239479,-1.1002990813928648,-1.022324289681692,0.0
2018-09-26,1.0,-0.5863063447981202,-1.4141209143345441,-0.2199316385387738,-1.0999786370433668,-1.0204550309762872,0.0
2018-09-27,1.0,-0.5880940950552088,-1.4060916413292794,-0.2219021710140289,-1.0988424814637008,-1.0192030724915986,0.0
2018-09-28,1.0,-0.5853385263831831,-1.4088993224137012,-0.22290988635757347,-1.0987568692311795,-1.0194739369364563,0.0
2018-10-01,1.0,-0.5866595517609391,-1.4075773745997866,-0.22299893276414087,-1.0994130202774812,-1.0194770544290288,0.0
2018-10-02,1.0,-0.5896860986547086,-1.3871449925261585,-0.2307281657057442,-1.1051142430066199,-1.0257847533632287,0.0
2018-10-03,1.0,-0.5890856716099435,-1.3808279099541239,-0.2302891283473808,-1.105995945801771,-1.0282726981756107,0.0
2018-10-04,1.0,-0.5887925497752087,-1.3914044101905372,-0.2308392207236138,-1.1053307642903019,-1.0357525155213017,0.0
2018-10-05,1.0,-0.5662612035851472,-1.382255655142979,-0.20811993171148102,-1.1225992317541613,-1.0558045241143832,0.0
2018-10-08,1.0,-0.5629460006390457,-1.3770902119501542,-0.2014059005218873,-1.128607945468101,-1.055224198530195,0.0
2018-10-09,1.0,-0.5772266065388952,-1.3900252321898319,-0.21876845439415904,-1.1309926450850916,-1.051591775379825,0.0
2018-10-10,1.0,-0.5767474345887283,-1.3925213560414764,-0.217052597646806,-1.1321119647558158,-1.054209423521195,0.0
2018-10-11,1.0,-0.48856286480517436,-1.4219908502918441,-0.08408266288058054,-1.1419782300047325,-1.1219435242151758,0.0
2018-10-12,1.0,-0.48773545849720557,-1.4067998344028152,-0.07596770854895467,-1.1143138066652867,-1.0900952183812875,0.0
2018-10-15,1.0,-0.46537925336913305,-1.4416275107141012,-0.04492177415190788,-1.1154541229927195,-1.096039655083389,0.0
2018-10-16,1.0,-0.4660710596984094,-1.4398884527990086,-0.04642635819045651,-1.1155752943606692,-1.0962611030778764,0.0
2018-10-17,1.0,-0.4402871877844069,-1.3819900899989888,-0.029224390737182727,-1.1041055718475072,-1.1005157245424209,0.0
2018-10-18,1.0,-0.44136395831225333,-1.3846504097945966,-0.027876150966305777,-1.1039664069614488,-1.101386218759486,0.0
2018-10-19,1.0,-0.42169347065090557,-1.3829841205418294,-0.0,-1.1399726041296738,-1.1286591243468114,0.0
2018-10-22,1.0,-0.42305337279314215,-1.4037656903765692,-0.012501275640371467,-1.1365445453617717,-1.126747627308909,0.0
2018-10-23,1.0,-0.43047102746381627,-1.4065360814197307,-0.024190661279599037,-1.1292896230757428,-1.1238173170357488,0.0
2018-10-24,1.0,-0.43008225616921275,-1.4037705001788179,-0.01578705359423696,-1.1321207786236143,-1.127318244520513,0.0
2018-10-25,1.0,-0.38026716432570473,-1.3274727433454474,-0.012474216678125922,-1.1187015027993321,-1.0721933012474216,0.0
2018-10-26,1.0,-0.42509066762016656,-1.3804975226030547,-0.03785053889768606,-1.1467538437962916,-1.1178934463911732,0.0
2018-10-29,1.0,-0.3962543376199224,-1.413604817309655,-0.007603592569912227,-1.142733210859359,-1.142835272504593,0.0
2018-10-30,1.0,-0.3870408163265306,-1.4149999999999998,-0.001173469387755102,-1.1450510204081632,-1.1538265306122448,0.0
2018-10-31,1.0,-0.38779846216106845,-1.387849048968029,-0.004502225819506273,-1.1359267503035209,-1.1426042088223392,0.0
2018-11-01,1.0,-0.37347876584355905,-1.3991314447305963,-0.0,-1.1347775589557136,-1.1423521688633036,0.0
2018-11-02,1.0,-0.3935222672064777,-1.3434716599190282,-0.0,-1.1767206477732794,-1.1469635627530366,0.0
2018-11-05,1.0,-0.38551224210472956,-1.3722309525016474,-0.0,-1.1817813149490546,-1.129669995437725,0.0
2018-11-06,1.0,-0.3919412062848454,-1.3770400405473897,-0.0,-1.1769893563101876,-1.1224024328433857,0.0
2018-11-07,1.0,-0.3981629599050519,-1.4113731358687238,-0.0,-1.2016615924454306,-1.149027297590175,0.0
2018-11-08,1.0,-0.3724828784626393,-1.4050904630481447,-0.0,-1.1869569661657977,-1.1463763671675355,0.0
2018-11-09,1.0,-0.3767759142432169,-1.4104221162230086,-0.0,-1.1899779453249217,-1.1518182284454017,0.0
2018-11-12,1.0,-0.3749425873947435,-1.3840265373819851,-0.0,-1.1981627966317936,-1.1462107680530746,0.0
2018-11-13,1.0,-0.3298588271011486,-1.3807114304508425,-0.0,-1.2058391944542832,-1.1435510803015736,0.0
2018-11-14,1.0,-0.3285119772634998,-1.387332521315469,-0.0,-1.2104141291108403,-1.148853024766545,0.0
2018-11-15,1.0,-0.326461351433492,-1.387194813088846,-0.0,-1.212085908215986,-1.1396515044068483,0.0
2018-11-16,1.0,-0.31899605303106976,-1.371723509766218,-0.0,-1.2143507742131363,-1.1552474445906284,0.0
2018-11-19,1.0,-0.3156668017835428,-1.3749493311714631,-0.0,-1.218382650993109,-1.1578334008917712,0.0
2018-11-20,1.0,-0.2458075237951352,-1.3636500982021456,-0.0,-1.229692299944604,-1.1968575313491465,0.0
2018-11-21,1.0,-0.25104644209687066,-1.352252342037074,-0.0,-1.2235399641219853,-1.156218855889974,0.0
2018-11-23,1.0,-0.25233830845771144,-1.3388557213930348,-0.0,-1.2274129353233831,-1.1565174129353233,0.0
2018-11-26,1.0,-0.25547993193874485,-1.3382544289860874,-0.0,-1.2414172755479933,-1.169352417175458,0.0
2018-11-27,1.0,-0.24711040255081704,-1.3367875647668392,-0.0,-1.2351036269430051,-1.1630131526504583,0.0
2018-11-28,1.0,-0.2470599960135539,-1.340641817819414,-0.0,-1.2333067570261111,-1.1620490332868247,0.0
2018-11-29,1.0,-0.19266416880299742,-1.324245710905147,-0.0,-1.2351607178071387,-1.1779727864326563,0.0
2018-11-30,1.0,-0.19319358816276203,-1.326066584463625,-0.0,-1.2386189889025894,-1.1743526510480888,0.0
2018-12-03,1.0,-0.18817602607793746,-1.3315552921420457,-0.0,-1.2424556724453004,-1.1768163184669334,0.0
2018-12-04,1.0,-0.17607679054885556,-1.3358109771105096,-0.0,-1.2367708589712034,-1.1737632291410287,0.0
2018-12-06,1.0,-0.16401527972535176,-1.2384314104733816,-0.0,-1.2811759586093514,-1.1517334751704464,0.0
2018-12-07,1.0,-0.16808510638297872,-1.2381044487427464,-0.0,-1.2814313346228239,-1.148017408123791,0.0
2018-12-10,1.0,-0.12898142400076404,-1.240867198319087,-0.0,-1.2807411298409817,-1.124683634974452,0.0
2018-12-11,1.0,-0.1195179109474389,-1.2466402027834904,-0.0,-1.2797359988521688,-1.1367832034052323,0.0
2018-12-12,1.0,-0.11971494164912953,-1.2466041706523818,-0.0,-1.2795102353166252,-1.1369810598813852,0.0
2018-12-13,1.0,-0.11964464823040549,-1.241056502841859,-0.0,-1.2817977742752065,-1.1337345369441658,0.0
2018-12-14,1.0,-0.1249463084045244,-1.2272705579153342,-0.0,-1.287548322435928,-1.132868801603589,0.0
2018-12-17,1.0,-0.1134050042812292,-1.2251926553134813,-0.0,-1.280182665778708,-1.138093425934735,0.0
2018-12-18,1.0,-0.09527403075181587,-1.2084237336100367,-0.0,-1.2739364210923498,-1.1389019903782662,0.0
2018-12-19,1.0,-0.0851928895612708,-1.2147787443267777,-0.0,-1.283093797276853,-1.144572617246596,0.0
2018-12-20,1.0,-0.08236179014667169,-1.1929766829635202,-0.0,-1.2901936818352766,-1.135436254230914,0.0
2018-12-21,1.0,-0.07490531631364847,-1.1906298218543974,-0.0,-1.2900360031795015,-1.1201664562584748,0.0
2018-12-24,1.0,-0.051994434137291275,-1.1665120593692022,-0.0,-1.2833024118738403,-1.1364100185528756,0.0
2018-12-26,1.0,-0.05062187342236908,-1.1770618201844967,-0.0,-1.247602001009684,-1.1141860571848181,0.0
2018-12-27,1.0,-0.021737213403880074,-1.1242504409171075,-0.0,-1.1626543209876543,-1.1005291005291005,0.0
2018-12-28,1.0,-0.017225428432970615,-1.1285959733908983,-0.0,-1.161901405348253,-1.0977576104674216,0.0
2018-12-31,1.0,-0.01696259417544169,-1.1297968894567563,-0.0,-1.1616513195576508,-1.0974578138079922,0.0
