Date,IWF,IWM,MTUM,SPY,VLUE,VXX,XNCR
2018-12-07,-0.5506103086189436,-1.5341399712168862,-0.0,-1.168967539043761,-1.076488460103406,0.0,1.0
2018-12-10,-0.5076704096156888,-1.5440455479993673,-0.0,-1.1699087985660817,-1.0501871474511044,0.0,1.0
2018-12-11,-0.5076444538169549,-1.5439160691691272,-0.0,-1.1696014339940954,-1.0508224377899622,0.0,1.0
2018-12-12,-0.5078553353015606,-1.543757908055673,-0.0,-1.1694432728806412,-1.0509805989034164,0.0,1.0
2018-12-13,-0.5073715248525695,-1.537963352990733,-0.0,-1.1722304128053918,-1.0478096040438079,0.0,1.0
2018-12-14,-0.512469746395875,-1.523466273808271,-0.0,-1.178417341892034,-1.0471430074713248,0.0,1.0
2018-12-17,-0.5020459553037456,-1.5226104291260099,-0.0,-1.1698142902108908,-1.0515685657328715,0.0,1.0
2018-12-18,-0.48263834660836064,-1.5057525118434065,-0.0,-1.1633088656358996,-1.0541933468686553,0.0,1.0
2018-12-19,-0.46802173685860593,-1.515780123314871,-0.0,-1.1778660257080156,-1.063538509771136,0.0,1.0
2018-12-20,-0.46667359343342507,-1.4976881915943685,-0.0,-1.1768403553431348,-1.0538729284638164,0.0,1.0
2018-12-21,-0.4591979301423027,-1.5044760672703752,-0.0,-1.186959896507115,-1.0239586028460543,0.0,1.0
2018-12-24,-0.42446524064171126,-1.4718222953517073,-0.0,-1.1840292060880298,-1.061600164541341,0.0,1.0
2018-12-26,-0.4260279563309866,-1.495102540557086,-0.0,-1.1425874910723395,-1.0378532802775227,0.0,1.0
2018-12-27,-0.34558283110392474,-1.4440197951883975,-0.0,-1.048753001126954,-1.0614434808172866,0.0,1.0
2018-12-28,-0.34229206442453614,-1.4470064130807265,-0.0,-1.0474372154501395,-1.0586968228325255,0.0,1.0
2018-12-31,-0.3423899740539482,-1.4472022323395506,-0.0,-1.0473393058207274,-1.0585499583884075,0.0,1.0
2019-01-02,-0.34221743177698294,-1.4488266131007788,-0.0,-1.0491891627063838,-1.0590857870755965,0.0,1.0
2019-01-03,-0.35814751286449403,-1.4444008821367311,-0.0,-1.0626317079147267,-1.0355305072286203,0.0,1.0
2019-01-04,-0.3171147477108903,-1.458308981102669,-0.0,-1.048509643483343,-1.0465127605688682,0.0,1.0
2019-01-07,-0.2904103053435114,-1.4190362595419848,-0.0,-1.0427480916030534,-1.0188454198473282,0.0,1.0
2019-01-08,-0.29180562172463076,-1.4118151500714626,-0.0,-1.0444497379704623,-1.0161505478799429,0.0,1.0
2019-01-09,-0.28513597180549605,-1.3923893889603278,-0.0,-1.0501976472829453,-1.0348621231604516,0.0,1.0
2019-01-10,-0.28746905351361646,-1.3867834698152732,-0.0,-1.0545134260140925,-1.032279565796991,0.0,1.0
2019-01-11,-0.2947293447293447,-1.3435422602089266,-0.0,-1.054463437796771,-1.0556030389363722,0.0,1.0
2019-01-14,-0.30812351543942995,-1.3428028503562948,-0.0,-1.0577197149643704,-1.0419002375296913,0.0,1.0
2019-01-15,-0.30271650130045274,-1.3673056545612177,-0.0,-1.0731143435121857,-1.073403333012234,0.0,1.0
2019-01-16,-0.28648414569600156,-1.3640956551027281,-0.0,-1.066833469662705,-1.0941634990136169,0.0,1.0
2019-01-17,-0.2838000096056865,-1.3647279189280055,-0.0,-1.0649344411891841,-1.0893809135007924,0.0,1.0
2019-01-18,-0.2878501959645812,-1.3541878356800698,-0.0,-1.0753374945565395,-1.121256108772439,0.0,1.0
2019-01-22,-0.0,-1.5407245440540676,-0.0,-1.301297023306664,-1.1274163892063807,0.0,1.0
2019-01-23,-0.0,-1.4963885429638852,-0.0,-1.3155666251556661,-1.1693648816936486,0.0,1.0
2019-01-24,-0.0,-1.4973326020840603,-0.0,-1.3174951388542653,-1.170962756144987,0.0,1.0
2019-01-25,-0.0,-1.4550742384815551,-0.0,-1.4532374100719425,-1.193989489259656,0.0,1.0
2019-01-28,-0.0,-1.425683952633728,-0.0,-1.4912209064924458,-1.1872192731727236,0.0,1.0
2019-01-29,-0.0,-1.4128487330432558,-0.0,-1.5002303557716918,-1.2058868697210137,0.0,1.0
2019-01-30,-0.0,-1.4123152457423414,-0.0,-1.4992072827699074,-1.2027821817623894,0.0,1.0
2019-01-31,-0.0,-1.4167177287581698,-0.0,-1.4454146241830066,-1.244076797385621,0.0,1.0
2019-02-01,-0.0,-1.4411503267973855,-0.0,-1.523346405228758,-1.2642614379084967,0.0,1.0
2019-02-04,-0.0,-1.4305787714166318,-0.0,-1.5197450898453821,-1.2732971165900544,0.0,1.0
2019-02-05,-0.0,-1.3982342492947444,-0.0,-1.5135304565876082,-1.3124020478528888,0.0,1.0
2019-02-06,-0.0,-1.369573148485954,-0.0,-1.5132641892948349,-1.3289727419607025,0.0,1.0
2019-02-07,-0.0,-1.3733008197571859,-0.0,-1.483812389747847,-1.3312234097748261,0.0,1.0
2019-02-08,-0.0,-1.3689861871253584,-0.0,-1.4926765702371645,-1.3507427677873338,0.0,1.0
2019-02-11,-0.0,-1.3760074879101452,-0.0,-1.4900941188705734,-1.3338359939680724,0.0,1.0
2019-02-12,-0.0,-1.37640625,-0.0,-1.50796875,-1.32390625,0.0,1.0
2019-02-13,-0.0,-1.4206083689330382,-0.0,-1.457820783365073,-1.268516135673478,0.0,1.0
2019-02-14,-0.0,-1.4347222222222222,-0.0,-1.4596193415637861,-1.2497427983539096,0.0,1.0
2019-02-15,-0.0,-1.4565228596464102,-0.0,-1.4535333230245864,-1.2443173032317922,0.0,1.0
2019-02-19,-0.0,-1.4403750064389842,-0.0,-1.4687065368567453,-1.2421573172616287,0.0,1.0
2019-02-20,-0.0,-1.3901059710617483,-0.0,-1.4802323211738333,-1.2244242918280006,0.0,1.0
2019-02-21,-0.0,-1.3786914921127489,-0.0,-1.5290923196276185,-1.2641841220584433,0.0,1.0
2019-02-22,-0.0,-1.3719566007371646,-0.0,-1.5401547007215906,-1.2792399937704408,0.0,1.0
2019-02-25,-0.0,-1.3586001255492781,-0.0,-1.566122619794936,-1.306444862942038,0.0,1.0
2019-02-26,-0.0,-1.3470271963251033,-0.0,-1.5698700214020986,-1.3031267943832543,0.0,1.0
2019-02-27,-0.0,-1.3717868009652712,-0.0,-1.5699821634665825,-1.3043227363340677,0.0,1.0
2019-02-28,-0.0,-1.3816880962256326,-0.0,-1.5584301119867277,-1.2444525093322272,0.0,1.0
2019-03-01,-0.0,-1.3911779968863518,-0.0,-1.5409963674104825,-1.2572392319667878,0.0,1.0
2019-03-04,-0.0,-1.4021175005189954,-0.0,-1.526520656009965,-1.2612621963877935,0.0,1.0
2019-03-05,-0.0,-1.3641630457272917,-0.0,-1.554883095385889,-1.2537243947858474,0.0,1.0
2019-03-06,-0.0,-1.3683339367920135,-0.0,-1.5495784410076037,-1.254590596389593,0.0,1.0
2019-03-07,-0.0,-1.3730692256376045,-0.0,-1.5395391799661313,-1.2189664904808335,0.0,1.0
2019-03-08,-0.0,-1.359618672607637,-0.0,-1.5971711310294805,-1.2242888969483448,0.0,1.0
2019-03-11,-0.0,-1.3487935796550106,-0.0,-1.5784564073166918,-1.2841211110532076,0.0,1.0
2019-03-12,-0.0,-1.2773038441284885,-0.0,-1.6160610847814638,-1.3725645076355975,0.0,1.0
2019-03-13,-0.0,-1.2776989755713162,-0.0,-1.6058838980824797,-1.3698975571315997,0.0,1.0
2019-03-14,-0.0,-1.2779292982272108,-0.0,-1.6061051085702298,-1.3609042274205392,0.0,1.0
2019-03-15,-0.0,-1.2833703821318938,-0.0,-1.6135281041600509,-1.3958399491902191,0.0,1.0
2019-03-18,-0.0,-1.299896868045378,-0.0,-1.6609129891982846,-1.467187754437388,0.0,1.0
2019-03-19,-0.0,-1.3022410331542678,-0.0,-1.6377991209506755,-1.4861359813337673,0.0,1.0
2019-03-20,-0.0,-1.3066964042865692,-0.0,-1.6384703258445306,-1.494641788609041,0.0,1.0
2019-03-21,-0.0,-1.3181743194940885,-0.0,-1.794500962331592,-1.3863073962056638,0.0,1.0
2019-03-22,-0.0,-1.3041576703759066,-0.0,-1.8674085146431931,-1.3646127442838951,0.0,1.0
2019-03-25,-0.0,-1.2231291771666484,-0.0,-1.8941054015558234,-1.3610715459625287,0.0,1.0
2019-03-26,-0.0,-1.2513634110064453,-0.0,-1.9062413926072828,-1.3511265355588606,0.0,1.0
2019-03-27,-0.0,-1.2534344433454225,-0.0,-1.9013627871194636,-1.340312122211232,0.0,1.0
2019-03-28,-0.0,-1.2572136563876652,-0.0,-1.8988986784140967,-1.3505506607929514,0.0,1.0
2019-03-29,-0.0,-1.252230421852627,-0.0,-1.899988985571098,-1.3549950435069942,0.0,1.0
2019-04-01,-0.0,-1.2877107364685003,-0.0,-1.9184782608695652,-1.3394520851818987,0.0,1.0
2019-04-02,-0.0,-1.298149379432624,-0.0,-1.9297983156028369,-1.3128324468085106,0.0,1.0
2019-04-03,-0.0,-1.2992854373234366,-0.0,-1.929762366365701,-1.3101977510663048,0.0,1.0
2019-04-04,-0.0,-1.2987308097323063,-0.0,-1.9301114005431468,-1.3134733691736407,0.0,1.0
2019-04-05,-0.0,-1.2801935053380782,-0.0,-1.959297153024911,-1.32100756227758,0.0,1.0
2019-04-08,-0.0,-1.284290803829882,-0.0,-1.954742818971276,-1.3276553106212425,0.0,1.0
2019-04-09,-0.0,-1.2685516316495307,-0.0,-2.00860527492177,-1.3107398301296378,0.0,1.0
2019-04-10,-0.0,-1.272106559211999,-0.0,-2.007779270203716,-1.3167114394448176,0.0,1.0
2019-04-11,-0.0,-1.2449173900868105,-0.0,-2.052478297395688,-1.3032203864463736,0.0,1.0
2019-04-12,-0.0,-1.2476590972806278,-0.0,-2.057583403420241,-1.3017101205494814,0.0,1.0
2019-04-15,-0.0,-1.2515437296508365,-0.0,-2.0511395531604357,-1.3108790838666218,0.0,1.0
2019-04-16,-0.0,-1.2443840887229107,-0.0,-2.0913257511458156,-1.3226956374130028,0.0,1.0
2019-04-17,-0.0,-1.2243011850087884,-0.0,-2.1380620286896863,-1.3075352951182175,0.0,1.0
2019-04-18,-0.0,-1.2383493216779247,-0.0,-2.13044218652438,-1.3075438496906397,0.0,1.0
2019-04-22,-0.0,-1.2362931722329875,-0.0,-2.141456742277442,-1.3215547703180213,0.0,1.0
2019-04-23,-0.0,-1.2308131241084166,-0.0,-2.158174037089872,-1.317089871611983,0.0,1.0
2019-04-24,-0.0,-1.2328565775340607,-0.0,-2.111877437955792,-1.3085533382328,0.0,1.0
2019-04-25,-0.0,-1.21481649554711,-0.0,-2.131431164558398,-1.3262238357252254,0.0,1.0
2019-04-26,-0.0,-1.2004431566388274,-0.0,-2.1424919038690984,-1.3385603090733482,0.0,1.0
2019-04-29,-0.0,-1.1960042891811051,-0.0,-2.1198713245668492,-1.3277837349737571,0.0,1.0
2019-04-30,-0.0,-1.205494876703074,-0.0,-2.1230717261569643,-1.3013737191757684,0.0,1.0
2019-05-01,-0.0,-1.1932598177112637,-0.0,-2.149375492292112,-1.2835602565545179,0.0,1.0
2019-05-02,-0.0,-1.1897346525747694,-0.0,-2.1462221722509556,-1.285810658871149,0.0,1.0
2019-05-03,-0.0,-1.2156785392245268,-0.0,-2.137736699729486,-1.2822926059513076,0.0,1.0
2019-05-06,-0.0,-1.204849168311249,-0.0,-2.1398928672117283,-1.2938257682548633,0.0,1.0
2019-05-07,-0.0,-1.220680318158741,-0.0,-2.1324533197946636,-1.2879223782929994,0.0,1.0
2019-05-08,-0.0,-1.2140894049021258,-0.03326041841942902,-2.06551124572326,-1.2960345504515116,0.0,1.0
2019-05-09,-0.0,-1.2189973614775724,-0.023746701846965697,-2.0529950036490203,-1.318138438219278,0.0,1.0
2019-05-10,-0.0,-1.2175889549893366,-0.02778089572342575,-2.0565720058367942,-1.3103603097990795,0.0,1.0
2019-05-13,-0.0,-1.197069054000114,-0.0621543023322119,-2.1008724411244795,-1.3421337743057535,0.0,1.0
2019-05-14,-0.0,-1.2000222556056308,-0.13019529293940912,-1.9673955377510712,-1.2662883213709453,0.0,1.0
2019-05-15,-0.0,-1.2041339350381635,-0.13387932475346814,-1.9742046910691402,-1.259123070923171,0.0,1.0
2019-05-16,-0.0,-1.2066434916956355,-0.16117640567235006,-1.9268884842465377,-1.223141863929813,0.0,1.0
2019-05-17,-0.0,-1.2040951853901494,-0.1563364692861096,-1.9076923076923078,-1.2658550083010514,0.0,1.0
2019-05-20,-0.0,-1.1735258325035955,-0.1767894678614891,-1.9100011063170705,-1.2712689456798318,0.0,1.0
2019-05-21,-0.0,-1.1791987587964758,-0.1730481520474317,-1.9150551338172548,-1.273840527511498,0.0,1.0
2019-05-22,-0.0,-1.1715835501190015,-0.17811479492998283,-1.9115514473902695,-1.2736480876736593,0.0,1.0
2019-05-23,-0.0,-1.1693865132488799,-0.18266305249764897,-1.91115782486032,-1.2687392819605023,0.0,1.0
2019-05-24,-0.0,-1.1221125751143943,-0.2121395887314626,-1.900380395832185,-1.278295385633166,0.0,1.0
2019-05-28,-0.0,-1.1068239444383199,-0.2117186638738838,-1.9054679748649543,-1.2880608532686584,0.0,1.0
2019-05-29,-0.0,-1.1190083553210202,-0.21377528583992964,-1.9033641160949868,-1.2608289357959541,0.0,1.0
2019-05-30,-0.0,-1.1170201076804747,-0.20882320624107242,-1.9038567190418638,-1.2641467970552687,0.0,1.0
2019-05-31,-0.0,-1.1287845546292234,-0.21155111891180342,-1.8975427819218955,-1.2469284774023692,0.0,1.0
2019-06-03,-0.0,-1.137936672298218,-0.2329282249713881,-1.8847893618180827,-1.194234018202627,0.0,1.0
2019-06-04,-0.0,-1.1459706859913912,-0.22922682940118783,-1.8733177137252766,-1.2001852558164878,0.0,1.0
2019-06-05,-0.0,-1.1237319231599394,-0.27482192963522556,-1.8999028707101229,-1.0976149363263543,0.0,1.0
2019-06-06,-0.0,-1.1543427548418597,-0.21607985677860359,-1.8892746704280368,-1.165355612217219,0.0,1.0
2019-06-07,-0.0,-1.194204316859675,-0.2142662969608003,-1.8682107323438262,-1.1601152612406893,0.0,1.0
2019-06-10,-0.0,-1.1941387950757163,-0.22426190216799216,-1.87030177579257,-1.1585684715110578,0.0,1.0
2019-06-11,-0.0,-1.1931867891513561,-0.25404636920384954,-1.8715551181102366,-1.1492782152230971,0.0,1.0
2019-06-12,-0.0,-1.1923603130301537,-0.25042412302303946,-1.8735839763585618,-1.1561867235812402,0.0,1.0
2019-06-13,-0.0,-1.2102005039991235,-0.2703517037361674,-1.8588254629122383,-1.1388188890106279,0.0,1.0
2019-06-14,-0.0,-1.2038941150732883,-0.2927149420258149,-1.8565412382410849,-1.11605775541457,0.0,1.0
2019-06-17,-0.0,-1.2122042068361087,-0.29141104294478526,-1.8515556529360209,-1.1224802804557406,0.0,1.0
2019-06-18,-0.0,-1.237695012085256,-0.28323445396616126,-1.8610195561415075,-1.1113491540320808,0.0,1.0
2019-06-19,-0.0,-1.2363756468127272,-0.2799185291203347,-1.8673345810855446,-1.1212154574479798,0.0,1.0
2019-06-20,-0.0,-1.2415256572782891,-0.2741002039354021,-1.8706388138676073,-1.1255029487956787,0.0,1.0
2019-06-21,-0.0,-1.2479061053559621,-0.2740246859158034,-1.859323341415032,-1.1289398280802292,0.0,1.0
2019-06-24,-0.0,-1.2182149563680547,-0.2774770794211863,-1.8576714901137743,-1.169667513531426,0.0,1.0
2019-06-25,-0.0,-1.237332154500746,-0.27330496767420015,-1.8486489473393382,-1.1664916837044814,0.0,1.0
2019-06-26,-0.0,-1.2515131926896634,-0.238878768290533,-1.9122642063818533,-1.4738202973497094,0.0,1.0
2019-06-27,-0.0,-1.2344145523047036,-0.2534879613822335,-1.9105198092659093,-1.488491199152293,0.0,1.0
2019-06-28,-0.0,-1.239503872357771,-0.2637279450299889,-1.8600128108076632,-1.459849764164677,0.0,1.0
2019-07-01,-0.0,-1.2184615384615387,-0.27593613933236577,-1.8679825834542816,-1.4430769230769234,0.0,1.0
2019-07-02,-0.0,-1.2036299765807963,-0.2815573770491803,-1.9125292740046838,-1.4570843091334895,0.0,1.0
2019-07-03,-0.0,-1.2009135093986063,-0.2845347543479534,-1.91345084031153,-1.456988932482286,0.0,1.0
2019-07-05,-0.0,-1.1890261755577678,-0.2894536511096797,-1.9168472214089127,-1.460443871874451,0.0,1.0
2019-07-08,-0.0,-1.1783027738598966,-0.29783732957216735,-1.9322402444757876,-1.4685002350728724,0.0,1.0
2019-07-09,-0.0,-1.1692632072156495,-0.29776268009839524,-1.919643903010425,-1.4701885908398735,0.0,1.0
2019-07-10,-0.0,-1.1205586722767649,-0.2871669004207574,-1.9609630668536702,-1.4751636278634876,0.0,1.0
2019-07-11,-0.0,-1.1167251461988303,-0.2953216374269006,-1.9637426900584793,-1.4721637426900585,0.0,1.0
2019-07-12,-0.0,-1.1456135237540075,-0.2855727193238123,-1.9271349460798601,-1.4708248324103759,0.0,1.0
2019-07-15,-0.0,-1.1469508998776865,-0.2975712039140311,-1.929815364901858,-1.4501718213058419,0.0,1.0
2019-07-16,-0.0,-1.14454260141811,-0.27356736022317796,-1.9252005114494943,-1.4686155992095782,0.0,1.0
2019-07-17,-0.0,-1.1437445573294631,-0.2734978229317852,-1.9172133526850508,-1.4710595065312049,0.0,1.0
2019-07-18,-0.0,-1.1440329218106997,-0.27293803976120096,-1.9184489653973225,-1.4606735060569178,0.0,1.0
2019-07-19,-0.0,-1.1448888372903,-0.2814767516108434,-1.9124049457247345,-1.4660707029662738,0.0,1.0
2019-07-22,-0.0,-1.0963027151935296,-0.26031195840554594,-1.9146158290005777,-1.5057770075101098,0.0,1.0
2019-07-23,-0.0,-1.0947684143738825,-0.25771471419507413,-1.9078271904020303,-1.5077579742746727,0.0,1.0
2019-07-24,-0.0,-1.098810404690079,-0.2680289145654277,-1.858159257783596,-1.466845011099095,0.0,1.0
2019-07-25,-0.0,-1.069090909090909,-0.28034090909090914,-1.887784090909091,-1.4445454545454548,0.0,1.0
2019-07-26,-0.0,-1.0739213914614865,-0.28574655522927495,-1.8640162638355546,-1.4234809125818841,0.0,1.0
2019-07-29,-0.0,-1.0394283454781676,-0.2858837485172005,-1.8671976501157996,-1.4561938654465347,0.0,1.0
2019-07-30,-0.0,-1.0401264179694114,-0.289576161182911,-1.856481742762007,-1.457475026807382,0.0,1.0
2019-07-31,-0.0,-1.0682742263383782,-0.2873842331149763,-1.8439688276485204,-1.447537836006325,0.0,1.0
2019-08-01,-0.0,-1.089361222303659,-0.2857303940914473,-1.8316513502847156,-1.4311890398601794,0.0,1.0
2019-08-02,-0.0,-1.0660770617395223,-0.31517575484452454,-1.8166967102298333,-1.435218566922037,0.0,1.0
2019-08-05,-0.0,-1.0572605212681936,-0.29544172402121177,-1.8436195419158297,-1.4451088796118696,0.0,1.0
2019-08-06,-0.0,-1.0541819801759662,-0.2901213943646286,-1.770018933066043,-1.4542822140550173,0.0,1.0
2019-08-07,-0.0,-1.0635458942569633,-0.27831211430477565,-1.7633846667037305,-1.4542725301606714,0.0,1.0
2019-08-08,-0.0,-1.0886962935644477,-0.33253426762554555,-2.0172721126067983,-1.7080951502858197,0.0,1.0
2019-08-09,-0.0,-1.0525283481458783,-0.31682500766166105,-2.0004903463070796,-1.7594851363775668,0.0,1.0
2019-08-12,-0.0,-1.0364149092692496,-0.36604953408533597,-2.0157552721922514,-1.712236390387445,0.0,1.0
2019-08-13,-0.0,-1.028240627297231,-0.36100220534182803,-2.0224822347463856,-1.7142244547904928,0.0,1.0
2019-08-14,-0.0,-1.0385248399878086,-0.35446510210301735,-1.9993294727217312,-1.7033831149039929,0.0,1.0
2019-08-15,-0.0,-1.085043812267435,-0.3872884407634138,-1.9559476653462973,-1.5734005521546035,0.0,1.0
2019-08-16,-0.0,-1.059687953555878,-0.4086236090953072,-2.0041727140783743,-1.5749274310595065,0.0,1.0
2019-08-19,-0.0,-1.0228943246174238,-0.4246294734305338,-2.0210266297144237,-1.5562718399807205,0.0,1.0
2019-08-20,-0.0,-1.033207002346147,-0.43602237863201593,-2.0136557781387237,-1.5328761354749443,0.0,1.0
2019-08-21,-0.0,-1.0451434746067956,-0.4205186697082483,-2.0165686156801534,-1.520830832032657,0.0,1.0
2019-08-22,-0.0,-1.0443673762257835,-0.4273499162879694,-2.01154030136331,-1.4961731643147573,0.0,1.0
2019-08-23,-0.0,-1.055495234648329,-0.43569791289661,-2.0453010013270596,-1.495656894679696,0.0,1.0
2019-08-26,-0.0,-1.0279981058363916,-0.4252397300816858,-2.0078726174973363,-1.4581508227773174,0.0,1.0
2019-08-27,-0.0,-1.0266402978129363,-0.39483480688692413,-1.9494532340623547,-1.4457305723592369,0.0,1.0
2019-08-28,-0.0,-1.0230111008325624,-0.39824236817761327,-1.939986123959297,-1.4203862164662349,0.0,1.0
2019-08-29,-0.0,-1.0206792975970425,-0.40064695009242146,-1.9398105360443625,-1.4152033271719038,0.0,1.0
2019-08-30,-0.0,-0.9939467312348669,-0.4133517813905223,-1.9585495215035165,-1.399169837426496,0.0,1.0
2019-09-03,-0.0,-0.992402440428226,-0.40998043052837574,-1.9566593760791986,-1.3966847012777712,0.0,1.0
2019-09-04,-0.0,-0.994408255029688,-0.41747852654637685,-1.9578025018735226,-1.3949962529544013,0.0,1.0
2019-09-05,-0.0,-0.9990224828934506,-0.40750963141854984,-1.9621643378759126,-1.381404174573055,0.0,1.0
