Date,IWF,IWM,MTUM,SPY,STE,VLUE,VXX
2018-09-24,-0.26027786324584035,-0.4362026934273745,-0.1206361979598116,-0.30212302667392493,1.0,-0.24756810489692552,0.0
2018-09-25,-0.26110309253957364,-0.4353216761706457,-0.1220452878404278,-0.30132740221943544,1.0,-0.2463384047512008,0.0
2018-09-26,-0.2613808442173008,-0.4356426272950975,-0.122704902517509,-0.301107325383305,1.0,-0.24522051864470942,0.0
2018-09-27,-0.2609611742424242,-0.43733428030303034,-0.12232481060606061,-0.3013257575757576,1.0,-0.24550189393939395,0.0
2018-09-28,-0.25953638150261643,-0.43863803187081196,-0.12265290175928777,-0.3013283451329529,1.0,-0.2456846541803803,0.0
2018-10-01,-0.2589450736931899,-0.4401924079427515,-0.122908866878347,-0.30126534287474527,1.0,-0.24624425382683285,0.0
2018-10-02,-0.25897046973503346,-0.4405365691804522,-0.12297957055505522,-0.30122766270085793,1.0,-0.24629094184007205,0.0
2018-10-03,-0.2597939123415167,-0.44653117431976824,-0.12374756636117575,-0.30029915950425,1.0,-0.24390996723491146,0.0
2018-10-04,-0.26692391977514174,-0.44009337335048354,-0.12400552617788575,-0.31070458768043446,1.0,-0.24029345910151967,0.0
2018-10-05,-0.26769853553994527,-0.44202881295392304,-0.12296701988331944,-0.31013215859030835,1.0,-0.23838552208596264,0.0
2018-10-08,-0.26686642410406414,-0.44044136881405915,-0.1213288625716392,-0.31152647975077885,1.0,-0.23790159568143446,0.0
2018-10-09,-0.2697675526340859,-0.44136419929503673,-0.12682194912832237,-0.30944555587310657,1.0,-0.2342335905496809,0.0
2018-10-10,-0.270112616366277,-0.44084664650841643,-0.1272826837456251,-0.3095402490416895,1.0,-0.23311349729768338,0.0
2018-10-11,-0.25526432904691637,-0.4396739512332232,-0.1075586161665847,-0.3043356053685616,1.0,-0.235448434169536,0.0
2018-10-12,-0.2628368662739459,-0.4362447237812514,-0.10770443898139988,-0.2921285773922723,1.0,-0.2202792337306925,0.0
2018-10-15,-0.2605291201408516,-0.43999907334476207,-0.1041792151230135,-0.2918500671825048,1.0,-0.22008061900569895,0.0
2018-10-16,-0.259159695024449,-0.4460383305137772,-0.09971958934903015,-0.2922991355936131,1.0,-0.22018029709624343,0.0
2018-10-17,-0.25960624260835286,-0.44741785126266725,-0.09964520093685504,-0.29248892702270246,1.0,-0.21976671381861185,0.0
2018-10-18,-0.25962341155736945,-0.4475002318894351,-0.09957332343938409,-0.29245895556998425,1.0,-0.21973842871718763,0.0
2018-10-19,-0.2564049300650879,-0.4442597978119375,-0.09627013802335779,-0.2930342057886719,1.0,-0.2181138346489406,0.0
2018-10-22,-0.2546721937889349,-0.45334753711122944,-0.1037261758643848,-0.28894652740788773,1.0,-0.21514091845950764,0.0
2018-10-23,-0.25357830514765584,-0.45507690166330295,-0.09972858236481313,-0.2933630268865845,1.0,-0.21806203168858887,0.0
2018-10-24,-0.2541893614555569,-0.4538185189477344,-0.09716073704948429,-0.29393904276277666,1.0,-0.2186811913315564,0.0
2018-10-25,-0.23271527698782848,-0.42939369810032985,-0.08993288590604027,-0.31868956887726085,1.0,-0.20432260266181324,0.0
2018-10-26,-0.22784638349843941,-0.4250011308635274,-0.08336725923915501,-0.32324603066901886,1.0,-0.2022436332383408,0.0
2018-10-29,-0.227601482686918,-0.42579784829581413,-0.08215803272760148,-0.32352409366241747,1.0,-0.20111201518850014,0.0
2018-10-30,-0.20979896637297088,-0.4353072422193384,-0.06604740113380234,-0.3351091683172825,1.0,-0.23047150695535368,0.0
2018-10-31,-0.21397013843260757,-0.42096200466728595,-0.06695063098987244,-0.3355008269705689,1.0,-0.2282891904751116,0.0
2018-11-01,-0.21435692921236293,-0.4204885343968096,-0.06738874286232212,-0.3354482008519895,1.0,-0.228269736245808,0.0
2018-11-02,-0.21415455761340194,-0.42141772266678756,-0.06755378233173893,-0.3352526466121098,1.0,-0.2285494072042255,0.0
2018-11-05,-0.21255042378642977,-0.4257127317227938,-0.06755654262792911,-0.3355618002991434,1.0,-0.22485609391288583,0.0
2018-11-06,-0.2142484874577961,-0.4267974892932406,-0.0668464344791643,-0.33464004894518595,1.0,-0.22347102943509098,0.0
2018-11-07,-0.2290744794820439,-0.447831757417672,-0.04385392892076948,-0.3637104662536681,1.0,-0.24444547952862267,0.0
2018-11-08,-0.22463280506763808,-0.4484534886419008,-0.03944590110680558,-0.3621829825741931,1.0,-0.24563194653920226,0.0
2018-11-09,-0.22338277278741037,-0.44859921546781795,-0.04022468258942043,-0.3633451709490983,1.0,-0.2455724995938073,0.0
2018-11-12,-0.22351035520074047,-0.43963901423116974,-0.039824135138262176,-0.36721045933125074,1.0,-0.24385051486752288,0.0
2018-11-13,-0.21490986019131716,-0.43984547461368656,-0.029525386313465785,-0.3725625459896983,1.0,-0.24266464311994113,0.0
2018-11-14,-0.21401746423058313,-0.44243485473354377,-0.02868465313457595,-0.37414464437942074,1.0,-0.24470658710227403,0.0
2018-11-15,-0.21407448479807784,-0.44378985306348767,-0.02795490250438961,-0.37445707420755936,1.0,-0.25006930967563074,0.0
2018-11-16,-0.21386509017850955,-0.442717594623929,-0.02794263676881509,-0.37415421564325796,1.0,-0.2506061935662656,0.0
2018-11-19,-0.21392782100718097,-0.4422868226003833,-0.029093260061419105,-0.3734558636772957,1.0,-0.2502482163060796,0.0
2018-11-20,-0.21208976221776335,-0.4426301344588206,-0.02603842339537351,-0.3747088263105699,1.0,-0.2508591065292097,0.0
2018-11-21,-0.21164900616386176,-0.444467530069026,-0.02352425144862294,-0.37638802317796705,1.0,-0.2525105616732461,0.0
2018-11-23,-0.21134329735215426,-0.43901651443860135,-0.02539440907832826,-0.37798689916043915,1.0,-0.25274471814743055,0.0
2018-11-26,-0.21126175982291087,-0.4412008854454898,-0.024810920494373733,-0.3769830289614462,1.0,-0.25161409334071205,0.0
2018-11-27,-0.20973266211525643,-0.4444980805921431,-0.018021745626738386,-0.37647978300347107,1.0,-0.2499827598096683,0.0
2018-11-28,-0.21091377565105363,-0.43712616177417873,-0.019669642035520383,-0.38030275144934206,1.0,-0.2525075917916628,0.0
2018-11-29,-0.21252765486725664,-0.43796091445427726,-0.0211790191740413,-0.3803926991150443,1.0,-0.2525350294985251,0.0
2018-11-30,-0.2133342551622419,-0.4385601032448378,-0.020095870206489678,-0.3817293510324484,1.0,-0.250852691740413,0.0
2018-12-03,-0.21348210992253783,-0.4409120250829952,-0.01482386573220214,-0.38406030984876427,1.0,-0.25216709701217266,0.0
2018-12-04,-0.21054569725425212,-0.4417362885221754,-0.015926718681672766,-0.3823793412966927,1.0,-0.250960896683468,0.0
2018-12-06,-0.1982239852149023,-0.40363767495323316,-0.04266492370799432,-0.37893574342446307,1.0,-0.23034100385404224,0.0
2018-12-07,-0.19562567713976164,-0.4058098591549296,-0.03909353557240881,-0.38156825568797403,1.0,-0.2350126399422174,0.0
2018-12-10,-0.19854173271138081,-0.40716000181151213,-0.03704542366740637,-0.38410850957837056,1.0,-0.2375118880485485,0.0
2018-12-11,-0.20349232232640305,-0.40442542012048743,-0.04085700049825611,-0.3853331521492957,1.0,-0.23069257598405582,0.0
2018-12-12,-0.20277802954772048,-0.40514819178827155,-0.040016314692286774,-0.3855025831596121,1.0,-0.2324843650865585,0.0
2018-12-13,-0.2044049459041731,-0.40983271206473315,-0.037480680061823805,-0.3852395672333848,1.0,-0.23595326847895262,0.0
2018-12-14,-0.20407650298197105,-0.42871832369810114,-0.027877430706304412,-0.38347462468295135,1.0,-0.24088842172611566,0.0
2018-12-17,-0.20086191171105436,-0.42901769427216346,-0.02471725647573878,-0.3802444363371032,1.0,-0.2453484129879606,0.0
2018-12-18,-0.2002368588867632,-0.42860071057666027,-0.023321490388995173,-0.3805001366493577,1.0,-0.24483009929853328,0.0
2018-12-19,-0.192205835349984,-0.432514497054929,-0.023240947901922285,-0.38676316149947493,1.0,-0.2482763344139537,0.0
2018-12-20,-0.1876293819240656,-0.4253053982119702,-0.03130189494756477,-0.3861552810573489,1.0,-0.2444550603971883,0.0
2018-12-21,-0.18781806978707866,-0.42714347657408885,-0.029393642027431024,-0.3882105935781282,1.0,-0.2495492822748123,0.0
2018-12-24,-0.18375941903612814,-0.4234525462699479,-0.030778336786031372,-0.3869146538575364,1.0,-0.25157647915860404,0.0
2018-12-26,-0.18302635178262058,-0.4238169052612383,-0.029771131576547826,-0.39030728549284216,1.0,-0.25264429652594145,0.0
2018-12-27,-0.16784563037249284,-0.4120925859598854,-0.03306321633237822,-0.36812768624641834,1.0,-0.2574543338108882,0.0
2018-12-28,-0.16858186053804627,-0.4113746836010125,-0.033107094057299016,-0.3686132204376946,1.0,-0.2583159733888852,0.0
2018-12-31,-0.16784282097811234,-0.4124157089410131,-0.033425185384322424,-0.36848354504110936,1.0,-0.2581266662186079,0.0
2019-01-02,-0.16790333789145687,-0.4126521553946513,-0.03438767961622094,-0.36896142034118673,1.0,-0.25779551211638907,0.0
2019-01-03,-0.17163675617325597,-0.40770476318985294,-0.05766203391355192,-0.3805604281923267,1.0,-0.23134529753069763,0.0
2019-01-04,-0.1706604324956166,-0.4082632738389606,-0.057119093647439646,-0.3807939576495976,1.0,-0.2310839365193544,0.0
2019-01-07,-0.1585173326217953,-0.39639339159050985,-0.069975318524448,-0.376737153403153,1.0,-0.22193315989593754,0.0
2019-01-08,-0.15924881795378365,-0.3872006037869875,-0.07236564629625518,-0.38129592221802927,1.0,-0.21969411085706675,0.0
2019-01-09,-0.1603943649433601,-0.39336345225112945,-0.07199608305699597,-0.382391560768255,1.0,-0.21741259208154362,0.0
2019-01-10,-0.16048778316792026,-0.39305265031821623,-0.0720993368641239,-0.3824157728425831,1.0,-0.21723263162579554,0.0
2019-01-11,-0.16233693834318208,-0.3884491024640428,-0.07153528821496265,-0.38445757609543985,1.0,-0.22312409410190656,0.0
2019-01-14,-0.1606935642238686,-0.38686066232259214,-0.07395340533785594,-0.38358029099348384,1.0,-0.22647951441578146,0.0
2019-01-15,-0.15734665084092894,-0.3901641547040513,-0.07782231876917566,-0.38281862360871616,1.0,-0.23131704476742887,0.0
2019-01-16,-0.15944587196961235,-0.3824600603284549,-0.08761032286895319,-0.3828845939001229,1.0,-0.22198637023796222,0.0
2019-01-17,-0.15970823824226965,-0.38591309795498274,-0.08352351546068824,-0.3847272564550051,1.0,-0.2235870586655927,0.0
2019-01-18,-0.1566254218222722,-0.3834195725534308,-0.08598425196850393,-0.3856467941507311,1.0,-0.23804274465691788,0.0
2019-01-22,-0.09397346525747696,-0.43514729030807286,-0.030425005621767486,-0.5228243759838094,1.0,-0.16631436923768833,0.0
2019-01-23,-0.08113092962054927,-0.4123349603005016,-0.051598101621718885,-0.5243707685732922,1.0,-0.17980611349782946,0.0
2019-01-24,-0.06698136423633638,-0.4179959283205441,-0.06563905232779257,-0.5042618403096266,1.0,-0.18230832904539254,0.0
2019-01-25,-0.02107452966714906,-0.4301736613603473,-0.03651863241678727,-0.624706041968162,1.0,-0.1487201519536903,0.0
2019-01-28,-0.01930685235005539,-0.42850360590509345,-0.03945018425157688,-0.625053692944182,1.0,-0.1484412090520652,0.0
2019-01-29,-0.019574525929450148,-0.4187679829629126,-0.04397471623734113,-0.6299191191463331,1.0,-0.1533564421486667,0.0
2019-01-30,-0.02436094996374184,-0.4182605148658448,-0.04559463379260333,-0.6256798404641044,1.0,-0.15226160261058738,0.0
2019-01-31,-0.0007679277244494637,-0.42233766233766235,-0.03672501411631847,-0.6226764539808018,1.0,-0.17612648221343874,0.0
2019-02-01,-0.0,-0.4217705510388437,-0.03654019873532068,-0.6227416440831075,1.0,-0.17730352303523034,0.0
2019-02-04,-0.0,-0.4190714898613558,-0.03845459061554442,-0.6198572912432823,1.0,-0.18066657634466876,0.0
2019-02-05,-0.0,-0.41429506420817447,-0.04249700963686836,-0.6134871019431719,1.0,-0.1865986594145659,0.0
2019-02-06,-0.011449429795724034,-0.4049017162808624,-0.028680254834833472,-0.6339129843335525,1.0,-0.18826943569047996,0.0
2019-02-07,-0.007935068468305068,-0.4057540582207309,-0.030765394032828512,-0.6316767933254738,1.0,-0.19103110546839575,0.0
2019-02-08,-0.0,-0.40826457521080783,-0.04526702330220329,-0.6359144074712123,1.0,-0.17730528606401305,0.0
2019-02-11,-0.0,-0.40386537063953487,-0.041560683139534885,-0.6360601380813953,1.0,-0.18956667877906977,0.0
2019-02-12,-0.0,-0.4153832133418391,-0.032762234575776907,-0.6411191105440627,1.0,-0.18907773626173335,0.0
2019-02-13,-0.0,-0.4193717277486911,-0.03630776234919189,-0.6348736626451171,1.0,-0.18577282039608467,0.0
2019-02-14,-0.0,-0.4210945500056889,-0.04216634429400387,-0.6316532028672204,1.0,-0.1806576402321083,0.0
2019-02-15,-0.0,-0.4483410379614237,-0.03265547787671077,-0.626101610001594,1.0,-0.1701546239154692,0.0
2019-02-19,-0.001796638693684474,-0.4428600668622501,-0.034954856610038436,-0.6262309249277933,1.0,-0.16838370744354234,0.0
2019-02-20,-0.006224395101966909,-0.42375681854190717,-0.04144315429709604,-0.6259478056177996,1.0,-0.16606686132047715,0.0
2019-02-21,-0.006195590729225551,-0.4329903900508762,-0.04411531938948559,-0.6212549462973431,1.0,-0.156608253250424,0.0
2019-02-22,-0.004747264671308437,-0.4357988968261145,-0.04414956144316846,-0.6193597974500408,1.0,-0.1565467040419568,0.0
2019-02-25,-0.0,-0.4328189346970177,-0.04566230710051138,-0.6239308503416753,1.0,-0.1603385074897045,0.0
2019-02-26,-0.0,-0.43167989866775236,-0.04869828775644071,-0.6242337879713193,1.0,-0.15729117188030128,0.0
2019-02-27,-0.0,-0.4365241004752206,-0.04643584521384929,-0.6209549671871464,1.0,-0.15904050690201402,0.0
2019-02-28,-0.0,-0.4358643484560355,-0.046522684053246395,-0.6198949560807752,1.0,-0.16157294213528933,0.0
2019-03-01,-0.0,-0.43726519712126016,-0.04856741954465216,-0.620083284298194,1.0,-0.15724437604671163,0.0
2019-03-04,-0.0,-0.44110718492343937,-0.0461402555042131,-0.6214777566367673,1.0,-0.1563830751109903,0.0
2019-03-05,-0.0,-0.43764748593211106,-0.04336086404066073,-0.6289027046650936,1.0,-0.15910328553276457,0.0
2019-03-06,-0.0,-0.4374872341874134,-0.04461793341352155,-0.6266709030252139,1.0,-0.160701722533645,0.0
2019-03-07,-0.0,-0.44299725915690763,-0.04317394160418602,-0.6266337463474302,1.0,-0.1523546333839219,0.0
2019-03-08,-0.0,-0.44063138769021115,-0.04487849193731546,-0.6449920508744038,1.0,-0.14067681126504655,0.0
2019-03-11,-0.0,-0.4392134576040009,-0.04701068424641964,-0.6430779722664242,1.0,-0.14394180495567174,0.0
2019-03-12,-0.0,-0.4242597200977146,-0.057213305632291496,-0.6421999497728362,1.0,-0.15937992283281202,0.0
2019-03-13,-0.0,-0.4231870119759108,-0.06961141260790914,-0.6357079068489386,1.0,-0.16134276751162097,0.0
2019-03-14,-0.0,-0.41992727937981655,-0.07621944247524526,-0.6328294724324818,1.0,-0.15783576116535936,0.0
2019-03-15,-0.0,-0.4202409198758898,-0.07658788100018252,-0.6338976090527468,1.0,-0.15071180872421974,0.0
