Date,IWF,IWM,MTUM,SPY,TRIL,VLUE,VXX
2018-11-30,-0.746394865987165,-2.4758021895054734,-0.0,-1.801434503586259,1.0,-1.5263873159682897,0.0
2018-12-03,-0.7416069407770652,-2.4766503206337234,-0.0,-1.800754432289702,1.0,-1.5251603168615617,0.0
2018-12-04,-0.7212207463630612,-2.628241619228336,-0.0,-1.9143738140417457,1.0,-1.6425521821631877,0.0
2018-12-06,-0.6940089373627206,-2.4715594940543815,-0.0,-1.8655608573808982,1.0,-1.542831174733015,0.0
2018-12-07,-0.6816351341083504,-2.4823341691360836,-0.0,-1.8758453005090796,1.0,-1.558392219436213,0.0
2018-12-10,-0.638535270330987,-2.475812490639509,-0.0,-1.8559982027856823,1.0,-1.518047027107983,0.0
2018-12-11,-0.6548752154687851,-2.4716330660271306,-0.0,-1.8624747058382674,1.0,-1.5055834519973021,0.0
2018-12-12,-0.6704614450516091,-2.497571341833637,-0.0,-1.9009562841530059,1.0,-1.5205676988463874,0.0
2018-12-13,-0.6790962237320272,-2.562016116290093,-0.0,-2.0549059883077896,1.0,-1.6041238742297361,0.0
2018-12-14,-0.6743687470223917,-2.595759885659838,-0.0,-2.054867397173257,1.0,-1.615372399555344,0.0
2018-12-17,-0.6104398260028999,-2.647494763976156,-0.0,-2.062348960850653,1.0,-1.7350571934912196,0.0
2018-12-18,-0.5778326299864638,-2.6163707301536743,-0.0,-2.042280436340473,1.0,-1.7259335934389681,0.0
2018-12-19,-0.5583480070433808,-2.6352649271650392,-0.0,-2.066992156234993,1.0,-1.7432367536417481,0.0
2018-12-20,-0.5506501846203242,-2.609969497511639,-0.0,-2.116391074008669,1.0,-1.7499598651468937,0.0
2018-12-21,-0.5394387714078958,-2.6364878990110157,-0.0,-2.152528744874166,1.0,-1.7120688268875133,0.0
2018-12-24,-0.47823651784285487,-2.5850536085773723,-0.0,-2.156024963994239,1.0,-1.7820451272203555,0.0
2018-12-26,-0.4828222828704447,-2.6598169850698348,-0.0,-2.115748916358966,1.0,-1.7686627066944935,0.0
2018-12-27,-0.35944700460829493,-2.530633829417542,-0.0,-1.9187126992520964,1.0,-1.745788320616454,0.0
2018-12-28,-0.33067301051339115,-2.599953955951193,-0.0,-1.9656204435576698,1.0,-1.7777607244263678,0.0
2018-12-31,-0.32249113611839064,-2.623554801911516,-0.0,-1.976028981039001,1.0,-1.7856482195159549,0.0
2019-01-02,-0.30756080503535627,-2.645582407335457,-0.0,-1.9962701064573785,1.0,-1.8211982283005672,0.0
2019-01-03,-0.2705441199936174,-2.7189245252912078,-0.0,-2.038216052337641,1.0,-1.9505345460347854,0.0
2019-01-04,-0.19770841564598973,-2.736230738838404,-0.0,-2.0072698538127227,1.0,-1.960726985381272,0.0
2019-01-07,-0.13063063063063063,-2.674355389872631,-0.0,-2.0292016154085117,1.0,-1.9321994408201304,0.0
2019-01-08,-0.12867447452105796,-2.6689676568680683,-0.0,-2.0296284805708527,1.0,-1.9288761343364618,0.0
2019-01-09,-0.11082352941176471,-2.649019607843137,-0.0,-2.078117647058823,1.0,-2.005176470588235,0.0
2019-01-10,-0.11384470735720442,-2.6406017394029617,-0.0,-2.080545326333934,1.0,-2.0001567029695213,0.0
2019-01-11,-0.12010690143059267,-2.6138971859770477,-0.0,-2.09353875176859,1.0,-2.032856469108631,0.0
2019-01-14,-0.1415546647803191,-2.6097618486206082,-0.0,-2.0950247583117187,1.0,-2.0135188241766877,0.0
2019-01-15,-0.140238603144505,-2.61886703010192,-0.0,-2.1039740854862923,1.0,-2.0376866556055937,0.0
2019-01-16,-0.07427289480009615,-2.667895200705072,-0.0,-2.11689768448041,1.0,-2.1531127313516545,0.0
2019-01-17,-0.07594226142742581,-2.6625501202886928,-0.0,-2.1241379310344826,1.0,-2.156615878107458,0.0
2019-01-18,-0.08399804655705681,-2.6632752726680775,-0.0,-2.1558684681751585,1.0,-2.2362038092137393,0.0
2019-01-22,-0.0,-2.9276871851788613,-0.0,-2.3486724152650904,1.0,-2.2611628105523773,0.0
2019-01-23,-0.0,-2.8548912112386504,-0.0,-2.3766489635086514,1.0,-2.3345040260407743,0.0
2019-01-24,-0.0,-2.8531360234018757,-0.0,-2.406349479480341,1.0,-2.3440591929794374,0.0
2019-01-25,-0.0,-2.750706214689265,-0.0,-2.6506885593220337,1.0,-2.426288841807909,0.0
2019-01-28,-0.0,-2.7531492897346554,-0.0,-2.720896989189672,1.0,-2.4601089966943626,0.0
2019-01-29,-0.0,-2.7382580529062444,-0.0,-2.7396976786035627,1.0,-2.5197048767320496,0.0
2019-01-30,-0.0,-2.7296908698777855,-0.0,-2.7287023723939607,1.0,-2.5279475197699495,0.0
2019-01-31,-0.0,-2.7809369076631465,-0.0,-2.6265908475494175,1.0,-2.618467370701327,0.0
2019-02-01,-0.0,-2.7801989150090414,-0.0,-2.648191681735985,1.0,-2.6132007233273056,0.0
2019-02-04,-0.0,-2.7894974692697034,-0.0,-2.6506688358640633,1.0,-2.5982465654374547,0.0
2019-02-05,-0.0,-2.7481230543856436,-0.0,-2.678264054202527,1.0,-2.72935359824208,0.0
2019-02-06,-0.0,-2.8075804484473217,-0.0,-2.7260531006661037,1.0,-2.8481095787597335,0.0
2019-02-07,-0.0,-2.8022163786626595,-0.0,-2.7222952667167544,1.0,-2.866829451540195,0.0
2019-02-08,-0.0,-2.7785183774519138,-0.0,-2.7733764997143404,1.0,-2.970100933155589,0.0
2019-02-11,-0.0,-2.7599961645411835,-0.0,-2.7929811103653273,1.0,-3.035669766995877,0.0
2019-02-12,-0.0,-2.7808967235102506,-0.0,-2.7966085456984096,1.0,-3.0027783100210765,0.0
2019-02-13,-0.0,-2.8227646838757954,-0.0,-2.661896745230078,1.0,-2.8681257014590344,0.0
2019-02-14,-0.0,-2.788512490537472,-0.0,-2.771385314155942,1.0,-2.902630582891749,0.0
2019-02-15,-0.0,-2.922759547111879,-0.0,-2.77067741316446,1.0,-2.901650355018231,0.0
2019-02-19,-0.0,-2.869333591631151,-0.0,-2.878826036419992,1.0,-2.9380085238279734,0.0
2019-02-20,-0.0,-2.893497431921698,-0.0,-2.8704331815098363,1.0,-2.9269309041573797,0.0
2019-02-21,-0.0,-2.900096993210475,-0.0,-2.8765276430649855,1.0,-2.9226964112512124,0.0
2019-02-22,-0.0,-2.9309672386895476,-0.0,-2.901521060842434,1.0,-2.917901716068643,0.0
2019-02-25,-0.6703446565831888,-3.321348871807588,-0.17406397222910985,-3.5771138110587657,1.0,-3.654971485246715,0.0
2019-02-26,-0.6667077986179665,-3.300468904244817,-0.17818361303060218,-3.5609575518262586,1.0,-3.6331441263573545,0.0
2019-02-27,-0.6747716613181931,-3.289064428536164,-0.1863737348802765,-3.5673907677116765,1.0,-3.625030856578623,0.0
2019-02-28,-0.6629793510324484,-3.2763028515240906,-0.18854473942969519,-3.5501474926253684,1.0,-3.6132005899705013,0.0
2019-03-01,-0.658237171617972,-3.2805057697029216,-0.18426221458384484,-3.54578934446354,1.0,-3.6072919224159095,0.0
2019-03-04,-0.6479516288252715,-3.282823297137216,-0.19027640671273444,-3.5672507403751235,1.0,-3.651530108588352,0.0
2019-03-05,-0.6912734968255945,-3.2712560687165446,-0.17241379310344826,-3.631022034109299,1.0,-3.682683928793726,0.0
2019-03-06,-0.7026756689172293,-3.2671917979494873,-0.19104776194048514,-3.652663165791448,1.0,-3.689672418104526,0.0
2019-03-07,-0.7250529463062166,-3.186620156970226,-0.2139030771147378,-3.6683692537685313,1.0,-3.66413354927121,0.0
2019-03-08,-0.6956413138503809,-3.144123891594854,-0.3127263644311228,-3.6830273510678153,1.0,-3.6535531410016238,0.0
2019-03-11,-0.6859367023991833,-3.198825931597754,-0.3448187850944359,-3.754849412965799,1.0,-3.77718223583461,0.0
2019-03-12,-0.6861052072263549,-3.187566418703507,-0.4764877789585547,-3.9301275239107336,1.0,-4.003453772582359,0.0
2019-03-13,-0.7311003497444175,-3.2144202313693837,-0.5509819747107882,-3.9412160344363727,1.0,-4.013855259617971,0.0
2019-03-14,-0.7285810356422328,-3.2094149293880294,-0.549831876260928,-3.9474108944182915,1.0,-4.014660390047075,0.0
2019-03-15,-0.7389362565976452,-3.205034510759237,-0.5624577074028962,-3.96941399377453,1.0,-4.057653268371904,0.0
2019-03-18,-0.7420674093921873,-3.3541108447327597,-0.6598505147369905,-4.130447045550698,1.0,-4.216048512198562,0.0
2019-03-19,-0.7267433603181366,-3.3911376224968044,-0.6456469251526772,-4.1657435023434175,1.0,-4.273398664962363,0.0
2019-03-20,-0.7486377975336966,-3.410668196157155,-0.6525666762259823,-4.201319185546315,1.0,-4.325781474046458,0.0
2019-03-21,-0.8047535724701079,-3.4480898221055702,-0.6703120443277923,-4.323563721201516,1.0,-4.334791484397783,0.0
2019-03-22,-0.8003551872132603,-3.455823590350747,-0.76335651916531,-4.419564895663756,1.0,-4.360367026787036,0.0
2019-03-25,-0.7575845550878211,-3.1688198577442295,-0.9249528233415589,-4.380461605457976,1.0,-4.284076063289302,0.0
2019-03-26,-0.7419545320342487,-3.248302332447594,-0.9870091526424566,-4.43209329790375,1.0,-4.352819604369649,0.0
2019-03-27,-0.739047339017936,-3.206850926198177,-0.987797706556895,-4.426933254925022,1.0,-4.340782122905028,0.0
2019-03-28,-0.7136752136752137,-3.200559976422045,-1.0215148835838492,-4.43236074270557,1.0,-4.367963454170351,0.0
2019-03-29,-0.6971571660038296,-3.1841213728089555,-1.0512593901900131,-4.425688613934305,1.0,-4.371630578877595,0.0
2019-04-01,-0.6821280379371666,-3.2320687611144043,-1.049199762892709,-4.46339656194428,1.0,-4.392412566686426,0.0
2019-04-02,-0.6964813719692489,-3.2241277350680067,-1.1268480189237136,-4.43110585452395,1.0,-4.305440567711413,0.0
2019-04-03,-0.7040816326530612,-3.2240461401952087,-1.1249630286897367,-4.43419106773144,1.0,-4.301094350783791,0.0
2019-04-04,-0.7173396674584323,-3.227880047505938,-1.1217339667458432,-4.4581353919239906,1.0,-4.320665083135392,0.0
2019-04-05,-0.7489577129243598,-3.21039309112567,-1.1255211435378203,-4.471858248957713,1.0,-4.333085169743895,0.0
2019-04-08,-0.7507792786106575,-3.1901439810004453,-1.1249814457473652,-4.4573252189401815,1.0,-4.320172183464449,0.0
2019-04-09,-0.8069027075275215,-3.1408806902707527,-1.1600714073192502,-4.478726569473371,1.0,-4.2899434692055936,0.0
2019-04-10,-0.8239975972368224,-3.1094758972818743,-1.2189517945637485,-4.545877759423337,1.0,-4.318816639135005,0.0
2019-04-11,-0.8640820636596771,-3.0591341077085534,-1.2615779152209985,-4.585005279831045,1.0,-4.315432191884145,0.0
2019-04-12,-0.8690100645936607,-3.04266185969656,-1.2658855340243351,-4.55715787892444,1.0,-4.287066246056781,0.0
2019-04-15,-0.8595302619692863,-3.05420054200542,-1.2655826558265582,-4.57031014754592,1.0,-4.30593194820837,0.0
2019-04-16,-0.8601324902137909,-3.0563083408611864,-1.2684432399879555,-4.568654019873532,1.0,-4.30201746461909,0.0
2019-04-17,-0.8565008987417616,-2.9749850209706414,-1.322648292390653,-4.565308568004793,1.0,-4.259436788496106,0.0
2019-04-18,-0.8601796407185629,-2.971556886227545,-1.323502994011976,-4.559431137724551,1.0,-4.255389221556887,0.0
2019-04-22,-0.8857142857142858,-2.9880574452003024,-1.3153439153439155,-4.617233560090702,1.0,-4.310959939531368,0.0
2019-04-23,-0.891071158785315,-2.984891977640127,-1.3169663091101376,-4.609910862668077,1.0,-4.305333131893035,0.0
2019-04-24,-0.8697415865384616,-2.952974759615385,-1.3210637019230769,-4.586087740384616,1.0,-4.294170673076923,0.0
2019-04-25,-0.8692237994563576,-2.966173361522199,-1.3557837511325883,-4.607671398369073,1.0,-4.3023255813953485,0.0
2019-04-26,-0.8936592818945761,-2.9532467532467535,-1.4103896103896105,-4.693200916730329,1.0,-4.328495034377387,0.0
2019-04-29,-0.8899236641221374,-2.944580152671756,-1.4038167938931299,-4.694351145038167,1.0,-4.334656488549618,0.0
2019-04-30,-0.8910119229593396,-2.937633751146438,-1.4127178232956281,-4.704983185570162,1.0,-4.339651482726994,0.0
2019-05-01,-0.9190813810110976,-2.969173859432799,-1.3873304562268807,-4.766954377311961,1.0,-4.370376078914921,0.0
2019-05-02,-0.8904964971063053,-2.9640572646969234,-1.352116966189461,-4.68184587267743,1.0,-4.341455985379226,0.0
2019-05-03,-0.8921508974749011,-2.956951627623973,-1.35564344386979,-4.673562519014299,1.0,-4.333130514146638,0.0
2019-05-06,-0.8766546329723225,-2.8492779783393503,-1.3737966305655835,-4.628158844765343,1.0,-4.314229843561974,0.0
2019-05-07,-0.8611528069648754,-2.8542479735815074,-1.402431702191534,-4.596217352146503,1.0,-4.296457520264185,0.0
2019-05-08,-0.8536042717294572,-2.807920498368437,-1.4314743399584695,-4.50771284485316,1.0,-4.231385345594779,0.0
2019-05-09,-0.860530606195346,-2.8008003557136503,-1.4357492218763894,-4.506447309915518,1.0,-4.217726396917148,0.0
2019-05-10,-0.8602134598280462,-2.799584939223243,-1.4417432552623775,-4.510672991402312,1.0,-4.211384524162466,0.0
2019-05-13,-0.8560011839573775,-2.7942874056533964,-1.4355483202604706,-4.503921858813082,1.0,-4.20956045582359,0.0
2019-05-14,-0.7244687131050768,-2.625442739079103,-1.7002656434474617,-4.516824085005903,1.0,-4.1911157024793395,0.0
2019-05-15,-0.6849800620292422,-2.6394919509673604,-1.7515876532269974,-4.538325210456358,1.0,-4.154630039875941,0.0
2019-05-16,-0.6801301967746708,-2.6481728066281995,-1.7668294126350053,-4.540464565764166,1.0,-4.159343098091433,0.0
2019-05-17,-0.6648928307464893,-2.6063562453806357,-1.8004434589800444,-4.533481152993348,1.0,-4.176940133037694,0.0
2019-05-20,-0.6602856722132233,-2.575173023118834,-1.8137240465321751,-4.515829774701811,1.0,-4.160506552790459,0.0
2019-05-21,-0.6513359614542269,-2.548547233172726,-1.8132574098408527,-4.469849613082203,1.0,-4.117681413345014,0.0
2019-05-22,-0.649736760606999,-2.6161350263239393,-1.9862186435428926,-4.829978321461753,1.0,-4.402756271291422,0.0
2019-05-23,-0.6184926184926185,-2.634032634032634,-1.9875679875679877,-4.866355866355866,1.0,-4.433411033411033,0.0
2019-05-24,-0.5906432748538012,-2.554786088027085,-2.015389350569406,-4.824561403508772,1.0,-4.404124345952601,0.0
2019-05-28,-0.6142704680591554,-2.525232504955024,-1.9928342735173046,-4.7571276109162985,1.0,-4.356609239213295,0.0
2019-05-29,-0.6510742038701813,-2.547463050434253,-1.99512418101478,-4.742191071156483,1.0,-4.300929452994058,0.0
2019-05-30,-0.6486035215543412,-2.534760170006072,-1.9767759562841534,-4.726472374013358,1.0,-4.292653309046752,0.0
2019-05-31,-0.6495064540622627,-2.5432042520880787,-1.9719058466211083,-4.726499620349278,1.0,-4.2950645406226275,0.0
2019-06-03,-0.6366239638281838,-2.5299171062547097,-2.019743782969103,-4.692690278824416,1.0,-4.192614920874152,0.0
2019-06-04,-0.6911742366702112,-2.507975087346195,-2.041470454200213,-4.765760291660337,1.0,-4.184262494303509,0.0
2019-06-05,-0.6533687943262412,-2.4095744680851063,-2.059692671394799,-4.676418439716312,1.0,-3.97621158392435,0.0
2019-06-06,-0.646771327014218,-2.445349526066351,-2.0105154028436023,-4.674911137440758,1.0,-4.032731042654028,0.0
2019-06-07,-0.628558849427649,-2.438655708834752,-2.0064572938068683,-4.617258585265629,1.0,-3.984737305547402,0.0
2019-06-10,-0.6044470450555881,-2.4353423054417784,-2.0007314218841428,-4.607519016968988,1.0,-3.9803978935049735,0.0
2019-06-11,-0.6040798094103633,-2.466349017272186,-2.109142346634902,-4.6816557474687315,1.0,-4.028588445503276,0.0
2019-06-12,-0.6063179853971091,-2.4686335866487856,-2.1083296081060943,-4.683951721054984,1.0,-4.033825063328863,0.0
2019-06-13,-0.6090702947845805,-2.548148148148148,-2.179138321995465,-4.735903250188964,1.0,-4.044897959183673,0.0
2019-06-14,-0.6273649159981837,-2.508248827001665,-2.2349023762675952,-4.758740729529287,1.0,-4.006205539579233,0.0
2019-06-17,-0.6284769207637949,-2.4890993835513457,-2.218764095624718,-4.716583972334987,1.0,-3.982408660351827,0.0
2019-06-18,-0.6261668172237278,-2.48780487804878,-2.2253839205058714,-4.724330021077988,1.0,-3.992171032821439,0.0
2019-06-19,-0.6300179748352307,-2.450868783702816,-2.249101258238466,-4.701917315757939,1.0,-3.947124026363092,0.0
2019-06-20,-0.6393811955542205,-2.471012316010814,-2.2335536197056176,-4.7134274556924,1.0,-3.962150796034845,0.0
2019-06-21,-0.6431137724550898,-2.4706586826347303,-2.219910179640719,-4.691766467065869,1.0,-3.944610778443114,0.0
2019-06-24,-0.6380009004952725,-2.4436440042023113,-2.2317274500975537,-4.70013507429086,1.0,-3.9945970283656016,0.0
2019-06-25,-0.6237787464301818,-2.4428077558995938,-2.231023598376672,-4.72358334585901,1.0,-4.009469412295204,0.0
2019-06-26,-0.5799849510910459,-2.447103085026336,-2.218058690744921,-4.734236267870579,1.0,-4.069375470278405,0.0
2019-06-27,-0.6009070294784581,-2.4315948601662885,-2.239758125472411,-4.749055177626606,1.0,-4.095842781557067,0.0
2019-06-28,-0.6172299336149668,-2.371001810500905,-2.2512070006035003,-4.76161738080869,1.0,-4.086602293301146,0.0
2019-07-01,-0.6442003911539039,-2.3428614412516926,-2.2486836166691737,-4.755077478561757,1.0,-4.053557996088461,0.0
2019-07-02,-0.6292573143285821,-2.3545386346586645,-2.238859714928732,-4.736684171042761,1.0,-4.0445611402850705,0.0
2019-07-03,-0.6359274254011097,-2.349827560353876,-2.240515819463188,-4.730844204528415,1.0,-4.037636827110512,0.0
2019-07-05,-0.6361593768723787,-2.3214499700419413,-2.2402636309167168,-4.7332234871180345,1.0,-4.047932893948472,0.0
2019-07-08,-0.6301761782864026,-2.34693570245445,-2.238217135973498,-4.762686342418311,1.0,-4.079807257943081,0.0
2019-07-09,-0.6295793758480326,-2.332428765264586,-2.246796321423187,-4.77174732398613,1.0,-4.095733453942409,0.0
2019-07-10,-0.6324992463069038,-2.3213747362074164,-2.244196563159482,-4.777359059391016,1.0,-4.09828157974073,0.0
2019-07-11,-0.6479298881837413,-2.313689936536718,-2.265639165911151,-4.787095799335146,1.0,-4.095950438198851,0.0
2019-07-12,-0.6585107989729647,-2.3058450385138194,-2.2644615616976287,-4.786286059507627,1.0,-4.0883552333484365,0.0
2019-07-15,-0.6765106769650159,-2.342874451007118,-2.2941087384522185,-4.77116462214145,1.0,-4.059972739663789,0.0
2019-07-16,-0.7004545454545454,-2.3434848484848483,-2.3337878787878785,-4.760151515151515,1.0,-4.013636363636364,0.0
2019-07-17,-0.6974045801526717,-2.382748091603053,-2.3398473282442747,-4.798015267175572,1.0,-4.049160305343512,0.0
2019-07-18,-0.7012353210309592,-2.3802043617508004,-2.346347414976361,-4.791520512429464,1.0,-4.0317218240048796,0.0
2019-07-19,-0.7361195851128738,-2.380567419158023,-2.3479255643685177,-4.775320317266627,1.0,-4.01327028676022,0.0
2019-07-22,-0.7303113553113553,-2.3591269841269846,-2.3286019536019538,-4.781593406593407,1.0,-4.062728937728938,0.0
2019-07-23,-0.7257448433919023,-2.3702062643239112,-2.3291061879297175,-4.786249045072575,1.0,-4.067532467532468,0.0
2019-07-24,-0.7259146341463414,-2.36265243902439,-2.3437499999999996,-4.7698170731707314,1.0,-4.041768292682926,0.0
2019-07-25,-0.7398484848484848,-2.311212121212121,-2.3486363636363636,-4.760303030303031,1.0,-3.9915151515151512,0.0
2019-07-26,-0.7373616512114866,-2.247532156745438,-2.3308405623691297,-4.698623990427759,1.0,-3.942267424469039,0.0
2019-07-29,-0.7361797752808988,-2.218576779026217,-2.3394756554307112,-4.707715355805243,1.0,-3.979325842696629,0.0
2019-07-30,-0.7282950967161493,-2.2172739541160595,-2.3472784525416106,-4.712100764732344,1.0,-3.989953516269306,0.0
2019-07-31,-0.7071848169905105,-2.2842295526434704,-2.3518602199126373,-4.722548576592859,1.0,-3.996686247928905,0.0
2019-08-01,-0.6891245891843442,-2.3192411114430835,-2.33492680011951,-4.662682999701225,1.0,-3.9327756199581714,0.0
2019-08-02,-0.68836026331538,-2.2902453620586476,-2.3882405745062836,-4.660383004189108,1.0,-3.933871932974267,0.0
2019-08-05,-0.6686046511627907,-2.278771615980918,-2.366875372689326,-4.661598091830649,1.0,-3.931574239713775,0.0
2019-08-06,-0.6010460554990555,-2.2389946244370185,-2.3077146593055353,-4.516780473630684,1.0,-3.8641580706087457,0.0
2019-08-07,-0.5700490054770828,-2.279331219371577,-2.254684347074085,-4.458633611991929,1.0,-3.850677428653791,0.0
2019-08-08,-0.5660811978116902,-2.2729628563201842,-2.2446012093291103,-4.45709761013533,1.0,-3.8560322487762746,0.0
2019-08-09,-0.5279954409460037,-2.221826471007266,-2.2115685995156005,-4.409744977917082,1.0,-3.87576577860094,0.0
2019-08-12,-0.5360411899313501,-2.2053775743707096,-2.2734553775743707,-4.442076659038902,1.0,-3.845108695652174,0.0
2019-08-13,-0.5288338316958564,-2.1825430727609283,-2.262850633632351,-4.430442830699131,1.0,-3.8341164744411222,0.0
2019-08-14,-0.4811510791366906,-2.2506474820143882,-2.297841726618705,-4.476834532374101,1.0,-3.882014388489208,0.0
2019-08-15,-0.4508885521421684,-2.198649951783992,-2.2347430775588926,-4.273729163796666,1.0,-3.617991458878633,0.0
2019-08-16,-0.4474300675210142,-2.1715584952459697,-2.2525837122778007,-4.2928207248174175,1.0,-3.6154058150751,0.0
2019-08-19,-0.44326530612244897,-2.1053061224489795,-2.2383673469387757,-4.2601360544217695,1.0,-3.5585034013605443,0.0
2019-08-20,-0.4320703653585927,-2.105548037889039,-2.2368064952638704,-4.235994587280109,1.0,-3.5213802435723958,0.0
2019-08-21,-0.4472972972972973,-2.100135135135135,-2.2814864864864868,-4.208378378378378,1.0,-3.4760810810810816,0.0
