Date,EGOV,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.8105691056910569,-1.5888346883468836,-0.07149051490514906,-1.02710027100271,-0.9220596205962059,0.0
2018-09-25,1.0,-0.8196150918777863,-1.589485701859302,-0.08149396542350767,-1.0273458736544525,-0.9185604001304774,0.0
2018-09-26,1.0,-0.8195721983345126,-1.590486039296794,-0.07886572688183748,-1.0298263756599357,-0.924073368529908,0.0
2018-09-27,1.0,-0.8219915208174802,-1.5805522339384714,-0.08136753994999457,-1.0288074790738124,-0.9227633438417219,0.0
2018-09-28,1.0,-0.8267429193899782,-1.5806644880174292,-0.08218954248366012,-1.0316993464052286,-0.9253812636165576,0.0
2018-10-01,1.0,-0.8271786492374728,-1.5797385620915032,-0.08251633986928104,-1.031862745098039,-0.925326797385621,0.0
2018-10-02,1.0,-0.8277820246805723,-1.5965381675221142,-0.07950202031232936,-1.0316151578027737,-0.9248116195260456,0.0
2018-10-03,1.0,-0.8267866884888161,-1.5858701582105839,-0.0784506273867976,-1.0342607746863066,-0.9301691216584834,0.0
2018-10-04,1.0,-0.8265924349107581,-1.5867037825446209,-0.079689973254735,-1.033840947546531,-0.9313902079580808,0.0
2018-10-05,1.0,-0.809193031963966,-1.5780105280295218,-0.057415748629728126,-1.0414066315732349,-0.940793400987681,0.0
2018-10-08,1.0,-0.8064376286983852,-1.5735883819226182,-0.04990787905061233,-1.048336404031646,-0.9406632708355911,0.0
2018-10-09,1.0,-0.8063292511108702,-1.5741302698601929,-0.04904085835049312,-1.0486073480004334,-0.9408258372168635,0.0
2018-10-10,1.0,-0.8079089924160348,-1.572481040086674,-0.05054171180931744,-1.0492416034669556,-0.9368905742145179,0.0
2018-10-11,1.0,-0.7036574579886583,-1.5554341605535613,-0.0,-1.0042661672129443,-0.9392331304302586,0.0
2018-10-12,1.0,-0.7274746848522421,-1.5611179995866913,-0.0,-0.9756664600123992,-0.9021492043810704,0.0
2018-10-15,1.0,-0.6945287971588863,-1.5885531936795514,-0.0,-0.9654639971177107,-0.8984507694683206,0.0
2018-10-16,1.0,-0.691432981733985,-1.5925906869050683,-0.0,-0.9641368664780036,-0.8971957808078209,0.0
2018-10-17,1.0,-0.653378853298524,-1.5223918064062658,-0.0,-0.9458781002108646,-0.898935636108043,0.0
2018-10-18,1.0,-0.6524576994527288,-1.5205603253502034,-0.0,-0.9484360094391726,-0.8994326454787367,0.0
2018-10-19,1.0,-0.6272659548050658,-1.5016637695555004,-0.0,-0.9452197665756146,-0.892326794139558,0.0
2018-10-22,1.0,-0.6269857029388403,-1.4904686258935662,-0.0,-0.9499602859412232,-0.8967930897537728,0.0
2018-10-23,1.0,-0.6309937456567061,-1.490668122704259,-0.0,-0.9469373572917701,-0.8951156557132929,0.0
2018-10-24,1.0,-0.6284396846645842,-1.4854975457385096,-0.0,-0.9470970300956914,-0.8970201794833655,0.0
2018-10-25,1.0,-0.5680630759000664,-1.402536335138216,-0.0,-0.9437636553624014,-0.8353757005794623,0.0
2018-10-26,1.0,-0.5372567409144198,-1.3797420867526378,-0.0,-0.9519343493552169,-0.8203516998827668,0.0
2018-10-29,1.0,-0.5128026070763501,-1.3864059590316575,-0.0,-0.9363594040968343,-0.8199255121042831,0.0
2018-10-30,1.0,-0.5016983853706203,-1.3862547112744872,-0.0,-0.9365315713554512,-0.8286259364385091,0.0
2018-10-31,1.0,-0.5149909357132897,-1.356017291870032,-0.0,-0.9467763677776229,-0.8305210802770419,0.0
2018-11-01,1.0,-0.4878773803994426,-1.3784486762656758,-0.0,-0.9464468183929402,-0.8319554110543428,0.0
2018-11-02,1.0,-0.49327870361845133,-1.3376760887579413,-0.0,-0.951477764478409,-0.8211951017401713,0.0
2018-11-05,1.0,-0.4846261031119369,-1.386716209939619,-0.0,-0.9676265675801208,-0.8057129586623317,0.0
2018-11-06,1.0,-0.5053465903761374,-1.4153456523778258,-0.0,-0.9698902541975425,-0.79936216114811,0.0
2018-11-07,1.0,-0.5040524713047553,-1.4150855001171234,-0.0,-0.9675802295619582,-0.7982197235886624,0.0
2018-11-08,1.0,-0.4743388200480858,-1.4075272794525615,-0.0,-0.9482152764934345,-0.7935546513778435,0.0
2018-11-09,1.0,-0.4744798890429959,-1.4070735090152566,-0.0,-0.9481276005547851,-0.7934812760055479,0.0
2018-11-12,1.0,-0.4740211883924459,-1.3807461999078767,-0.0,-0.961262091202211,-0.7901427913403962,0.0
2018-11-13,1.0,-0.4357045143638851,-1.3784313725490196,-0.0,-0.9640218878248974,-0.7817601459188327,0.0
2018-11-14,1.0,-0.43741446948271145,-1.3777483806222062,-0.0,-0.9648298512909407,-0.7815892710519113,0.0
2018-11-15,1.0,-0.4360036413290851,-1.3772416932180247,-0.0,-0.9649977241693218,-0.7734638142922167,0.0
2018-11-16,1.0,-0.4288444909661857,-1.3639921722113502,-0.0,-0.9687343558003003,-0.7894688936421973,0.0
2018-11-19,1.0,-0.43323617815830223,-1.363830949995446,-0.0,-0.9675289188450679,-0.7895527825849349,0.0
2018-11-20,1.0,-0.38428558534163737,-1.3517465475223396,-0.0,-0.9682733098655113,-0.8087372506543912,0.0
2018-11-21,1.0,-0.39072670530539455,-1.3405706642888988,-0.0,-0.959384752563531,-0.7676326348640214,0.0
2018-11-23,1.0,-0.3923611111111111,-1.3241631054131053,-0.0,-0.9658119658119657,-0.7692307692307693,0.0
2018-11-26,1.0,-0.391215344221441,-1.329936362422678,-0.0,-0.962885496862623,-0.7660985269903431,0.0
2018-11-27,1.0,-0.37688019819500973,-1.3350291983719695,-0.0,-0.9549637232348257,-0.7571668731198018,0.0
2018-11-28,1.0,-0.377455317642895,-1.3339231994337286,-0.0,-0.9551406830649444,-0.7574765528225094,0.0
2018-11-29,1.0,-0.3334060278274523,-1.314171064683561,-0.0,-0.9497099489684651,-0.7643826056614471,0.0
2018-11-30,1.0,-0.33337694051979766,-1.3147130647130647,-0.0,-0.9507238792953079,-0.7619047619047619,0.0
2018-12-03,1.0,-0.3301080892608089,-1.3159431659693164,-0.0,-0.9508804044630405,-0.7615062761506275,0.0
2018-12-04,1.0,-0.32116503168677835,-1.3179529473044536,-0.0,-0.9446132476777498,-0.7569233440402813,0.0
2018-12-06,1.0,-0.3099912100791093,-1.2339374659913775,-0.0,-0.9335314553597589,-0.7081746264283622,0.0
2018-12-07,1.0,-0.31757606235856173,-1.2347665744698684,-0.0,-0.9350850725002096,-0.7033358477914676,0.0
2018-12-10,1.0,-0.27877682936935444,-1.2457528797547028,-0.0,-0.9389243391066545,-0.6800778984005966,0.0
2018-12-11,1.0,-0.27010086754389606,-1.250965090697771,-0.0,-0.9387323066705408,-0.6910879581586484,0.0
2018-12-12,1.0,-0.27228175097599466,-1.2509759946839438,-0.0,-0.9401113049256583,-0.6898413489492483,0.0
2018-12-13,1.0,-0.27135323672299966,-1.2449445667068055,-0.0,-0.9483037827513184,-0.6877050201386871,0.0
2018-12-14,1.0,-0.27506949342405507,-1.2343691656640252,-0.0,-0.9523295855287723,-0.6871343816122474,0.0
2018-12-17,1.0,-0.2520963278119708,-1.2353257053162048,-0.0,-0.9358916105580569,-0.7073402453632947,0.0
2018-12-18,1.0,-0.23676241918323923,-1.2203535477534988,-0.0,-0.9285538914804813,-0.7063589491775104,0.0
2018-12-19,1.0,-0.24210784915858002,-1.2194652581582934,-0.0,-0.9268722106211358,-0.7060148220939279,0.0
2018-12-20,1.0,-0.24007968775410635,-1.2005204098227353,-0.0,-0.928240364286876,-0.696861278256627,0.0
2018-12-21,1.0,-0.23448665670798174,-1.2002906859380678,-0.0,-0.9282570955630022,-0.674310630223263,0.0
