Date,IWF,IWM,KURA,MTUM,SPY,VLUE,VXX
2018-09-24,-0.9826822658470487,-1.9684050499041574,1.0,-0.19637781743671096,-1.348139335051887,-1.114217727543129,0.0
2018-09-25,-0.9886258431424415,-1.9654146276947493,1.0,-0.20473482343605345,-1.3454569501388707,-1.1086496495172595,0.0
2018-09-26,-0.9902096976913408,-1.967453859892836,1.0,-0.20777932129390753,-1.345108156380234,-1.1045180922140636,0.0
2018-09-27,-0.9948450201572929,-1.9538034498711254,1.0,-0.21161853149163967,-1.3448549335800675,-1.1037604917057695,0.0
2018-09-28,-0.9937227434914762,-1.9535483018369235,1.0,-0.21256772829390774,-1.3442579622043083,-1.1035416941984935,0.0
2018-10-01,-0.9939213742979848,-1.9526263627353815,1.0,-0.21308225966303268,-1.34410307234886,-1.1034687809712584,0.0
2018-10-02,-0.9957058862390169,-1.9355222302966242,1.0,-0.21959437140780866,-1.3476250247737331,-1.107815287044989,0.0
2018-10-03,-0.9946534653465346,-1.9277887788778878,1.0,-0.21914191419141915,-1.3484488448844885,-1.1105610561056107,0.0
2018-10-04,-0.9990106193522856,-1.9177494888199988,1.0,-0.22063188444034035,-1.3537365609128686,-1.1048083899478927,0.0
2018-10-05,-0.985032495240596,-1.9134773189785337,1.0,-0.20022319963237709,-1.3585636447187028,-1.1073984113437931,0.0
2018-10-08,-0.9825055693880225,-1.9099069584589177,1.0,-0.196763202725724,-1.3582754553793737,-1.104770017035775,0.0
2018-10-09,-0.9828964613368283,-1.9108125819134993,1.0,-0.19652686762778504,-1.358453473132372,-1.1043905635648754,0.0
2018-10-10,-0.9828320555664768,-1.911408164602582,1.0,-0.1955966188323177,-1.358757617456261,-1.1039905641832122,0.0
2018-10-11,-0.8863316711417978,-1.9456591228743128,1.0,-0.034266717811021606,-1.3615266589950132,-1.1651962664620892,0.0
2018-10-12,-0.9235125676105631,-1.9583200763601654,1.0,-0.02220808145084314,-1.3346484250715875,-1.1246579700922685,0.0
2018-10-15,-0.8934348239771646,-1.994798604503647,1.0,-0.0,-1.329908024104028,-1.1250237868696478,0.0
2018-10-16,-0.9079492573468476,-1.988716771849302,1.0,-0.0,-1.341620450054185,-1.1363549435838591,0.0
2018-10-17,-0.8668283883809169,-1.9103688499098093,1.0,-0.0,-1.3147975368538907,-1.1280089568949432,0.0
2018-10-18,-0.865708776513031,-1.9080674255147103,1.0,-0.0,-1.3177209678422592,-1.1285065621695591,0.0
2018-10-19,-0.8341751878772946,-1.8862880374522606,1.0,-0.0,-1.3181594185043735,-1.1213502525563632,0.0
2018-10-22,-0.8494307519079194,-1.941323658200926,1.0,-0.0,-1.3296634555235831,-1.1349931189791067,0.0
2018-10-23,-0.9239915074309979,-2.173389950460014,1.0,-0.0,-1.591790516631281,-1.3879688605803253,0.0
2018-10-24,-0.9211048158640228,-2.1793201133144477,1.0,-0.0,-1.5937677053824362,-1.3879603399433427,0.0
2018-10-25,-0.8311758725855642,-2.0614029142663504,1.0,-0.0,-1.5862419518807187,-1.2986106404608608,0.0
2018-10-26,-0.8004,-2.0228,1.0,-0.0,-1.5735333333333332,-1.2699333333333334,0.0
2018-10-29,-0.7481461687487475,-2.069142895316989,1.0,-0.0,-1.563163872002138,-1.3000200414189325,0.0
2018-10-30,-0.7514872000534724,-2.070249314885369,1.0,-0.0,-1.5640665730900343,-1.29824209611657,0.0
2018-10-31,-0.7560362505788186,-2.024078851623999,1.0,-0.0,-1.5533505325130648,-1.2816034927564992,0.0
2018-11-01,-0.703868948525005,-2.0881001531597523,1.0,-0.0,-1.5676233601917828,-1.299527202503829,0.0
2018-11-02,-0.7158925499536853,-2.023554320497552,1.0,-0.0,-1.587600899827974,-1.289268228132857,0.0
2018-11-05,-0.7095238095238096,-2.0410052910052907,1.0,-0.0,-1.5881613756613757,-1.2750000000000001,0.0
2018-11-06,-0.7052498838521272,-2.0410831618769496,1.0,-0.0,-1.600451317448729,-1.2903033118736311,0.0
2018-11-07,-0.7035269159374171,-2.0399761336515514,1.0,-0.0,-1.5976531424025457,-1.2883850437549722,0.0
2018-11-08,-0.6574885546108566,-2.029954218443427,1.0,-0.0,-1.5710922171353825,-1.281621975147155,0.0
2018-11-09,-0.6577949254512163,-2.029230970442061,1.0,-0.0,-1.570821344493853,-1.2814543552184148,0.0
2018-11-12,-0.6588696504410324,-1.9943809212675598,1.0,-0.0,-1.597843841881738,-1.2826527278667104,0.0
2018-11-13,-0.6118064516129033,-1.9834193548387096,1.0,-0.0,-1.5926451612903225,-1.263741935483871,0.0
2018-11-14,-0.6152802893309222,-1.9833376388530093,1.0,-0.0,-1.5951304572461895,-1.2645311289072592,0.0
2018-11-15,-0.6127078231730892,-1.983503028740817,1.0,-0.0,-1.5973707952055676,-1.250612192292821,0.0
2018-11-16,-0.6101651352566987,-1.973012915247703,1.0,-0.0,-1.5920452354944419,-1.2502088286320119,0.0
2018-11-19,-0.6045776918117345,-1.9823984526112188,1.0,-0.0,-1.6027724049000647,-1.2576402321083173,0.0
2018-11-20,-0.5045352203280797,-1.97613380508202,1.0,-0.0,-1.6292055323255064,-1.3229977484721775,0.0
2018-11-21,-0.5077186963979418,-1.9594689028651293,1.0,-0.0,-1.616479257988692,-1.269169684264024,0.0
2018-11-23,-0.5134963076139547,-1.9300993124522536,1.0,-0.0,-1.6411382734912148,-1.281512605042017,0.0
2018-11-26,-0.5119949093223035,-1.9369392300349981,1.0,-0.0,-1.6370983137130128,-1.2773146675151128,0.0
2018-11-27,-0.49273255813953487,-1.9392062689585443,1.0,-0.0,-1.6244312436804855,-1.2631445904954501,0.0
2018-11-28,-0.49101038237528494,-1.9562547480374781,1.0,-0.0,-1.6209166877690555,-1.2625348189415042,0.0
2018-11-29,-0.45296536257164216,-1.9239970097184151,1.0,-0.0,-1.599302267630202,-1.2534886618489909,0.0
2018-11-30,-0.4540240633376972,-1.9267502026058227,1.0,-0.0,-1.6038900317935292,-1.2493610124057104,0.0
2018-12-03,-0.45222374486109385,-1.926124330384951,1.0,-0.0,-1.6027158340600474,-1.247913292637349,0.0
2018-12-04,-0.46785623892685396,-1.9467856238926853,1.0,-0.0,-1.6371171855226525,-1.2757529739306503,0.0
2018-12-06,-0.4447766658530632,-1.8297534781547475,1.0,-0.0,-1.6205150109836464,-1.2069807175982425,0.0
2018-12-07,-0.4648552502453386,-1.836543179587831,1.0,-0.0,-1.6302747791952894,-1.2017909715407262,0.0
2018-12-10,-0.40729501729683804,-1.8527644595496753,1.0,-0.0,-1.638465740122595,-1.170601444437701,0.0
2018-12-11,-0.4309190505173463,-1.8497261107729763,1.0,-0.0,-1.650943396226415,-1.1548387096774193,0.0
2018-12-12,-0.43428745432399507,-1.8498172959805115,1.0,-0.0,-1.6529841656516442,-1.1530450669914738,0.0
2018-12-13,-0.4345524249984787,-1.8466500334692388,1.0,-0.0,-1.6527718614982048,-1.1513418122071442,0.0
2018-12-14,-0.4339588156451809,-1.8549409041062508,1.0,-0.0,-1.6499939076398196,-1.1535274765444132,0.0
2018-12-17,-0.391526973483694,-1.8671136848521792,1.0,-0.0,-1.632490094483389,-1.2045717768972874,0.0
2018-12-18,-0.3728475620808411,-1.8498580146214731,1.0,-0.0,-1.6218959579481604,-1.1973294664974927,0.0
2018-12-19,-0.3974187264093511,-1.856629733349568,1.0,-0.0,-1.6272373067088763,-1.2066236454401558,0.0
2018-12-20,-0.39160286790618537,-1.8309636650868877,1.0,-0.0,-1.650808117632762,-1.2026977761574917,0.0
2018-12-21,-0.3830972272672237,-1.830609032570529,1.0,-0.0,-1.650502482140695,-1.1898534931589781,0.0
2018-12-24,-0.32878374279648165,-1.7956323930846223,1.0,-0.0,-1.6711555959963604,-1.27054898392478,0.0
2018-12-26,-0.3240069498532143,-1.7989335570067702,1.0,-0.0,-1.6292612785333414,-1.2389910730333713,0.0
2018-12-27,-0.2566659070191431,-1.7157019143117593,1.0,-0.0,-1.5010824977210573,-1.2238491340018232,0.0
2018-12-28,-0.2354331162469022,-1.7602443663189444,1.0,-0.0,-1.5279810961904214,-1.2396980001152673,0.0
2018-12-31,-0.22898466878796642,-1.7779577668498696,1.0,-0.0,-1.5342204223315012,-1.2442580271912063,0.0
2019-01-02,-0.22770156855935636,-1.7795334838224228,1.0,-0.0,-1.5360884412803149,-1.244660531342247,0.0
2019-01-03,-0.22976335127003414,-1.7782213736041195,1.0,-0.0,-1.5365966556732047,-1.2413932766302145,0.0
