Date,EBR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.566575398032654,-2.636345198255755,-0.25119156272183346,-2.4188216205253017,-2.267924145624176,0.0
2018-09-25,1.0,-1.5667815160113496,-2.6329550060802593,-0.25334414268342115,-2.4160924199432507,-2.264592622618565,0.0
2018-09-26,1.0,-1.5679537853450896,-2.634438025742374,-0.2557008209182122,-2.4155265024830244,-2.2609709131448263,0.0
2018-09-27,1.0,-1.5768841166936791,-2.612641815235008,-0.2625607779578606,-2.416632901134522,-2.2608387358184765,0.0
2018-09-28,1.0,-1.5950050968399592,-2.6260958205912335,-0.263506625891947,-2.433333333333333,-2.275637104994903,0.0
2018-10-01,1.0,-1.6073110792545566,-2.6346508294081503,-0.2637722711447881,-2.4479827974605777,-2.285992217898833,0.0
2018-10-02,1.0,-1.6084281759458627,-2.6497487952424894,-0.2623808059058751,-2.447349533476879,-2.285348098021122,0.0
2018-10-03,1.0,-1.6970940909581937,-2.740844766122934,-0.2662849735335422,-2.6237441935832346,-2.4746678189478235,0.0
2018-10-04,1.0,-1.7070828331332533,-2.7884972170686457,-0.26803448652188144,-2.6411655571319437,-2.5086761977518277,0.0
2018-10-05,1.0,-1.6834126369370364,-2.8175279406882816,-0.2096934823503375,-2.740400575412194,-2.6145844860019913,0.0
2018-10-08,1.0,-1.6939299263557241,-2.8396563267127872,-0.19080562374469984,-2.790783307297478,-2.643160008926579,0.0
2018-10-09,1.0,-1.9054412321676557,-3.2649917939654087,-0.22105794722888525,-3.185077641711905,-3.048099987375331,0.0
2018-10-10,1.0,-1.9352371239163693,-3.2955124936257016,-0.23291687914329426,-3.2243753187149413,-3.0604283528811833,0.0
2018-10-11,1.0,-1.6787479406919277,-3.0870793127794776,-0.003765591903977407,-3.0283596140268303,-2.969522240527183,0.0
2018-10-12,1.0,-1.6596571428571427,-2.9982857142857147,-0.0,-2.919657142857143,-2.8510857142857144,0.0
2018-10-15,1.0,-1.5845542305508233,-3.0404315729699034,-0.0,-2.8931289040318005,-2.839068710959682,0.0
2018-10-16,1.0,-1.5722450845907636,-3.102423411065386,-0.0,-2.90546410608139,-2.8510516689529033,0.0
2018-10-17,1.0,-1.4640017667844523,-2.9073542402826855,-0.0,-2.839774734982332,-2.8313825088339226,0.0
2018-10-18,1.0,-1.464913250082882,-2.9118134600508343,-0.0,-2.8407558846281358,-2.8334622610233176,0.0
2018-10-19,1.0,-1.3982107789657428,-2.851407375081824,-0.0,-2.8372245254200306,-2.823041675758237,0.0
2018-10-22,1.0,-1.4129139072847683,-2.846799116997792,-0.0,-2.897461368653422,-2.880242825607064,0.0
2018-10-23,1.0,-1.4401866044651783,-2.871042985671443,-0.0,-2.904143063423304,-2.8920359880039985,0.0
2018-10-24,1.0,-1.4306448038998447,-2.855860846443607,-0.0,-2.9010635940616,-2.8914247728783513,0.0
2018-10-25,1.0,-1.2581852198316184,-2.5956761251429166,-0.0,-2.8338010601808543,-2.706371479056231,0.0
2018-10-26,1.0,-1.1850385708485587,-2.514413317092976,-0.0,-2.807450263905806,-2.643219650832318,0.0
2018-10-29,1.0,-1.1313976899438383,-2.7362509272014415,-0.0,-2.9077037194023525,-2.821235562148988,0.0
2018-10-30,1.0,-1.166399487015069,-2.7640269317088815,-0.0,-2.9333119589612053,-2.823447686224217,0.0
2018-10-31,1.0,-1.1598782280075584,-2.6693260550073483,-0.0,-2.8922947722023933,-2.776086500104976,0.0
2018-11-01,1.0,-1.1041317114093958,-2.7149748322147653,-0.0,-2.889576342281879,-2.777894295302014,0.0
2018-11-02,1.0,-1.1101335265500465,-2.6062519407928786,-0.0,-2.8914191077528204,-2.7430907773522413,0.0
2018-11-05,1.0,-1.098377703826955,-2.6711730449251245,-0.0,-2.9095257903494174,-2.720257903494176,0.0
2018-11-06,1.0,-1.1159254244349548,-2.6895115092177897,-0.0,-2.90303093427768,-2.707009686490991,0.0
2018-11-07,1.0,-1.118865752851313,-2.7097415506958247,-0.0,-2.91378047504447,-2.721146803390185,0.0
2018-11-08,1.0,-1.0165019970569686,-2.7723355055707377,-0.0,-2.926844649989489,-2.795249106579777,0.0
2018-11-09,1.0,-1.0187250157795076,-2.7748790237744583,-0.0,-2.9283610351357034,-2.7977067115505996,0.0
2018-11-12,1.0,-1.039020739790464,-2.762882189437674,-0.0,-3.036561898652983,-2.852148813341886,0.0
2018-11-13,1.0,-0.9423199490121096,-2.758763543658381,-0.0,-3.0642659868281283,-2.8572339069471,0.0
2018-11-14,1.0,-0.9414145717937793,-2.77002556455049,-0.0,-3.0737111205794627,-2.8667447805709414,0.0
2018-11-15,1.0,-0.9378921620759333,-2.7727321067744337,-0.0,-3.0831649473572265,-2.8410081888758905,0.0
2018-11-16,1.0,-0.9225166262007811,-2.7317639607304973,-0.0,-3.063232344558218,-2.838805024807347,0.0
2018-11-19,1.0,-0.916118769883351,-2.7498409331919405,-0.0,-3.083881230116649,-2.854612937433722,0.0
2018-11-20,1.0,-0.7690691321706241,-2.7132801008615255,-0.0,-3.0977096028577433,-2.9263500735448624,0.0
2018-11-21,1.0,-0.770856966071981,-2.6611323089615344,-0.0,-3.061771681963494,-2.8187068165411984,0.0
2018-11-23,1.0,-0.7713022921163531,-2.6281221091581863,-0.0,-3.064343714667489,-2.8146777674992287,0.0
2018-11-26,1.0,-0.7687724704673857,-2.6384180790960454,-0.0,-3.0575243965074472,-2.807601438109913,0.0
2018-11-27,1.0,-0.7353941267387945,-2.684389489953632,-0.0,-3.069345698093766,-2.81483771251932,0.0
2018-11-28,1.0,-0.7504938143258135,-2.6742904667844893,-0.0,-3.1183075163738434,-2.8528953113629276,0.0
2018-11-29,1.0,-0.6326907301066448,-2.6322805578342905,-0.0,-3.1119770303527488,-2.877358490566038,0.0
2018-11-30,1.0,-0.6317138171381714,-2.631918819188192,-0.0,-3.1132636326363268,-2.8732062320623206,0.0
2018-12-03,1.0,-0.6258918415882535,-2.66828663013132,-0.0,-3.1455899079722878,-2.9005273498087063,0.0
2018-12-04,1.0,-0.5956987034369211,-2.6749331138094257,-0.0,-3.129038896892365,-2.8905124511216296,0.0
2018-12-06,1.0,-0.5518165574746874,-2.4328965654159225,-0.0,-3.144034147309907,-2.797796307325789,0.0
2018-12-07,1.0,-0.56159348301212,-2.433936022253129,-0.0,-3.147029604609577,-2.791972978342937,0.0
2018-12-10,1.0,-0.4569262577532736,-2.4645072363886973,-0.0,-3.1720980604509204,-2.7519936989268485,0.0
2018-12-11,1.0,-0.45687278456085073,-2.465340685309177,-0.0,-3.1705395825128004,-2.7536431666010244,0.0
2018-12-12,1.0,-0.4635277860033561,-2.4714243411311814,-0.0,-3.1808311124272035,-2.7549106702201165,0.0
2018-12-13,1.0,-0.4623571147024044,-2.456346078044935,-0.0,-3.1890027591643677,-2.7465510445407966,0.0
2018-12-14,1.0,-0.46994589276930643,-2.4343334972946384,-0.0,-3.1916379734382683,-2.741859321200197,0.0
2018-12-17,1.0,-0.4160491419656786,-2.418291731669267,-0.0,-3.1459633385335413,-2.7700858034321376,0.0
2018-12-18,1.0,-0.36769230769230776,-2.3635576923076926,-0.0,-3.1206730769230773,-2.7634615384615384,0.0
2018-12-19,1.0,-0.3798151001540832,-2.3646956856702617,-0.0,-3.12037750385208,-2.765215716486903,0.0
2018-12-20,1.0,-0.3717327250261382,-2.3054842695561257,-0.0,-3.1013211671894307,-2.7261667141906667,0.0
2018-12-21,1.0,-0.35093664689823967,-2.295020239103831,-0.0,-3.10006589475666,-2.667513884966582,0.0
2018-12-24,1.0,-0.28710575139146566,-2.215398886827458,-0.0,-3.07152133580705,-2.7024118738404455,0.0
