Date,CPLG,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-01-30,1.0,-0.0,-0.5905463867969877,-0.0,-0.8069540137798429,-0.8071142445120973,0.0
2019-01-31,1.0,-0.0,-0.5907842636352025,-0.0,-0.7801124026056967,-0.8223591774172946,0.0
2019-02-01,1.0,-0.0,-0.5897329547267333,-0.0,-0.7780684682385222,-0.8227036339852598,0.0
2019-02-04,1.0,-0.0,-0.5898854591341487,-0.0,-0.7827606290040768,-0.8629715912767747,0.0
2019-02-05,1.0,-0.0,-0.580735902741852,-0.0,-0.7801991722710812,-0.8724133471288154,0.0
2019-02-06,1.0,-0.0,-0.5837487860148916,-0.0,-0.7731628358692133,-0.8803820006474588,0.0
2019-02-07,1.0,-0.0,-0.5837676842889055,-0.0,-0.7728317524037683,-0.8808313639159571,0.0
2019-02-08,1.0,-0.0,-0.5874697238818021,-0.0,-0.7731632488293235,-0.8688196350718553,0.0
2019-02-11,1.0,-0.0,-0.5898313844563602,-0.0,-0.7771819885005491,-0.8631694553911751,0.0
2019-02-12,1.0,-0.0,-0.6106045364571503,-0.0,-0.7702891261316805,-0.8640685336015836,0.0
2019-02-13,1.0,-0.0,-0.6105940146079762,-0.0,-0.7664339732402561,-0.8548574752763236,0.0
2019-02-14,1.0,-0.0,-0.6078334972140282,-0.0,-0.7753523434939364,-0.8944608325139298,0.0
2019-02-15,1.0,-0.0,-0.6073161138062148,-0.0,-0.7756653992395437,-0.8948472531794939,0.0
2019-02-19,1.0,-0.0,-0.5906446129707112,-0.0,-0.7871012029288702,-0.8910499476987447,0.0
2019-02-20,1.0,-0.0,-0.5963195900302819,-0.0,-0.7995075039100197,-0.9318824664736615,0.0
2019-02-21,1.0,-0.0,-0.6135511967860641,-0.0,-0.8135444448195538,-0.948887613517437,0.0
2019-02-22,1.0,-0.0,-0.6178729739789531,-0.0,-0.8241802862653538,-0.9416979663655127,0.0
2019-02-25,1.0,-0.0,-0.6130308358128211,-0.0,-0.8238098458209359,-0.9442453340546388,0.0
2019-02-26,1.0,-0.0,-0.6136110078095947,-0.0,-0.8241996010683256,-0.9429662936542818,0.0
2019-02-27,1.0,-0.0,-0.6155953065296047,-0.0,-0.8232171237277246,-0.9426165759307477,0.0
2019-02-28,1.0,-0.0,-0.6190025359256128,-0.0,-0.8253592561284869,-0.9368723584108198,0.0
2019-03-01,1.0,-0.0,-0.619916844133455,-0.0,-0.8304769631207113,-0.9299259709968564,0.0
2019-03-04,1.0,-0.0,-0.6287110236487633,-0.0,-0.837885522342483,-0.9263393614494622,0.0
2019-03-05,1.0,-0.0,-0.6153767612824177,-0.0,-0.8645429174324416,-0.9235246069021849,0.0
2019-03-06,1.0,-0.0,-0.6125395906412833,-0.0,-0.8736164560841877,-0.9194905152743249,0.0
2019-03-07,1.0,-0.0,-0.5856642762464739,-0.0,-0.9012677157325902,-0.9118036909900419,0.0
2019-03-08,1.0,-0.0,-0.5848472477376336,-0.0,-0.9034496836088999,-0.9137238892290944,0.0
2019-03-11,1.0,-0.0,-0.5820701898129182,-0.0,-0.9151645500477945,-0.9166666666666667,0.0
2019-03-12,1.0,-0.0,-0.5795772246846232,-0.0,-0.9141493351517218,-0.9157517899761336,0.0
2019-03-13,1.0,-0.0,-0.5854099815661911,-0.0,-0.9109373933228647,-0.9173209530961973,0.0
2019-03-14,1.0,-0.0,-0.5872701845345704,-0.0,-0.9079714841218406,-0.9157144318995805,0.0
2019-03-15,1.0,-0.0,-0.5855846636648929,-0.0,-0.9109701187065086,-0.9145858916632558,0.0
2019-03-18,1.0,-0.0,-0.5883957182791301,-0.0,-0.9104452171541555,-0.9101724960796346,0.0
2019-03-19,1.0,-0.0,-0.5855711559432935,-0.0,-0.913610959651036,-0.9086695747001091,0.0
2019-03-20,1.0,-0.0,-0.586354961832061,-0.0,-0.9133724100327154,-0.908124318429662,0.0
2019-03-21,1.0,-0.0,-0.5854123413090091,-0.0,-0.9283890949933631,-0.889792723188455,0.0
2019-03-22,1.0,-0.0,-0.5868288017488728,-0.0,-0.9296351960650362,-0.8993031834950129,0.0
2019-03-25,1.0,-0.0,-1.0417367583541715,-0.0,-1.2566947033416684,-1.2480563764491928,0.0
2019-03-26,1.0,-0.0,-1.0365448504983388,-0.0,-1.2590451918263323,-1.255404359896236,0.0
2019-03-27,1.0,-0.0,-1.0327213233957462,-0.0,-1.2590438102163242,-1.2528631157971277,0.0
2019-03-28,1.0,-0.0,-1.0355016137097142,-0.0,-1.2571025955725261,-1.2530569571344152,0.0
2019-03-29,1.0,-0.0,-1.05492944841488,-0.0,-1.269149715961151,-1.257192596664834,0.0
2019-04-01,1.0,-0.0,-1.0554130793185565,-0.0,-1.2686847407950175,-1.2554955119985345,0.0
2019-04-02,1.0,-0.0,-1.0553846153846154,-0.0,-1.2721469575200917,-1.2648909299655569,0.0
2019-04-03,1.0,-0.0,-1.0576674663221997,-0.0,-1.293550470566525,-1.2622255028603064,0.0
2019-04-04,1.0,-0.0,-1.0597718139405978,-0.0,-1.2919303432029194,-1.2674488429026747,0.0
2019-04-05,1.0,-0.0,-1.059576040271556,-0.0,-1.2921535122153973,-1.2665681429824966,0.0
2019-04-08,1.0,-0.0,-1.0640758732361786,-0.0,-1.2935461485079807,-1.268794818413139,0.0
2019-04-09,1.0,-0.0,-1.0647265661145553,-0.0,-1.2934209308781344,-1.2684833903951145,0.0
2019-04-10,1.0,-0.0,-1.058440358495796,-0.0,-1.2979303335489234,-1.2634204933936986,0.0
2019-04-11,1.0,-0.0,-1.0628872653287709,-0.0,-1.2967261629520022,-1.264450198834736,0.0
2019-04-12,1.0,-0.0,-1.0624855464594607,-0.0,-1.296794782850007,-1.2658063919337679,0.0
2019-04-15,1.0,-0.0,-1.0634737182746983,-0.0,-1.292080809948685,-1.26744024779252,0.0
2019-04-16,1.0,-0.0,-1.062913141959044,-0.0,-1.2927934174640594,-1.2668608144963713,0.0
2019-04-17,1.0,-0.0,-1.0639212423738214,-0.0,-1.2977907191717508,-1.2602144573858385,0.0
2019-04-18,1.0,-0.0,-1.0595249098807653,-0.0,-1.2979480543488309,-1.2639800351233943,0.0
2019-04-22,1.0,-0.0,-1.0607699061879015,-0.0,-1.2972873053283425,-1.2632284301492676,0.0
2019-04-23,1.0,-0.0,-1.060536044362292,-0.0,-1.2981515711645102,-1.2623844731977818,0.0
2019-04-24,1.0,-0.0,-1.0419706344076092,-0.0,-1.3010434943208051,-1.274217379259396,0.0
2019-04-25,1.0,-0.0,-1.0469990766389659,-0.0,-1.3002308402585412,-1.2695752539242846,0.0
2019-04-26,1.0,-0.0,-1.041420391577392,-0.0,-1.3173716291097155,-1.2589120797931288,0.0
2019-04-29,1.0,-0.0,-1.04496303142329,-0.0,-1.319177449168207,-1.256977818853974,0.0
2019-04-30,1.0,-0.0,-1.0470773214946356,-0.0,-1.3187199408065116,-1.2586477987421385,0.0
2019-05-01,1.0,-0.0,-1.0518182659387434,-0.0,-1.3193300638475063,-1.2554362912926806,0.0
2019-05-02,1.0,-0.0,-1.0449053284570158,-0.0,-1.318179713902134,-1.2663302624878479,0.0
2019-05-03,1.0,-0.0,-1.060541343609267,-0.0,-1.3161706671618925,-1.2660754909698686,0.0
2019-05-06,1.0,-0.0,-1.0556096655999259,-0.0,-1.3164973795278512,-1.2658967580353417,0.0
2019-05-07,1.0,-0.0,-1.067066090752868,-0.0,-1.3143374669081789,-1.263109005619804,0.0
2019-05-08,1.0,-0.0,-1.05176394532693,-0.0,-1.3027336534909493,-1.2631603250831178,0.0
2019-05-09,1.0,-0.0,-1.0507340042470685,-0.0,-1.3050041547410212,-1.2606407533930384,0.0
2019-05-10,1.0,-0.0,-1.05085840871331,-0.0,-1.3047812442311244,-1.2594609562488461,0.0
2019-05-13,1.0,-0.0,-1.0501684589467855,-0.0,-1.305349148474639,-1.2597960031384132,0.0
2019-05-14,1.0,-0.0,-1.0076360310928212,-0.0,-1.3198902606310015,-1.2449474165523549,0.0
2019-05-15,1.0,-0.0,-1.0071350164654227,-0.0,-1.3208470545188438,-1.2457921697768022,0.0
2019-05-16,1.0,-0.0,-1.0241160556022018,-0.0,-1.3525981901296764,-1.2879466368131358,0.0
2019-05-17,1.0,-0.0,-1.023846189742872,-0.0,-1.3549395678753091,-1.2877875775817815,0.0
2019-05-20,1.0,-0.0,-1.019823173569102,-0.0,-1.3489064681247092,-1.2845974872033505,0.0
2019-05-21,1.0,-0.0,-1.0239323388633301,-0.0,-1.341140387564478,-1.281983363539198,0.0
2019-05-22,1.0,-0.0,-1.0143818139642775,-0.0,-1.345349106935746,-1.2795639062862445,0.0
2019-05-23,1.0,-0.0,-1.0054619514904646,-0.0,-1.3486854286243288,-1.2746713571560822,0.0
2019-05-24,1.0,-0.0,-0.979186856800037,-0.0,-1.3541464765332967,-1.2815542941529374,0.0
2019-05-28,1.0,-0.0,-0.9826909762289406,-0.0,-1.353334871913224,-1.2797138241403183,0.0
2019-05-29,1.0,-0.0,-0.9906120570639669,-0.0,-1.3494247583985275,-1.2619420156465717,0.0
2019-05-30,1.0,-0.0,-0.9880421285011267,-0.0,-1.3473301752288092,-1.2638090419905255,0.0
2019-05-31,1.0,-0.0,-0.9857963686508849,-0.0,-1.3449781659388649,-1.2658699149620778,0.0
2019-06-03,1.0,-0.0,-0.9925966547847547,-0.0,-1.3453523443926516,-1.2320628827346678,0.0
2019-06-04,1.0,-0.0,-0.9978541752271378,-0.0,-1.3512304250559284,-1.216454366981692,0.0
2019-06-05,1.0,-0.0,-0.9811669294886235,-0.0,-1.3618833070511376,-1.162423969362469,0.0
2019-06-06,1.0,-0.0,-0.9800135043889264,-0.0,-1.3529597119063697,-1.1684897591717307,0.0
2019-06-07,1.0,-0.0,-0.9888943842453127,-0.0,-1.343374848253226,-1.1639314779011736,0.0
2019-06-10,1.0,-0.0,-0.9933360349407897,-0.0,-1.3459858615876445,-1.1633571975325319,0.0
2019-06-11,1.0,-0.0,-1.0006777822963264,-0.0051059599656590295,-1.3505941891464461,-1.1621255252812794,0.0
2019-06-12,1.0,-0.0,-1.0019886106842628,-0.00537828798698364,-1.3493175449697188,-1.1629304890174454,0.0
2019-06-13,1.0,-0.0,-1.01683638832315,-0.02231274043901335,-1.335958361620276,-1.1508033491740213,0.0
2019-06-14,1.0,-0.0,-1.0131221719457013,-0.030045248868778282,-1.337239819004525,-1.1444796380090496,0.0
2019-06-17,1.0,-0.0,-1.00814332247557,-0.03221136445892146,-1.3400289540354688,-1.1436391603329716,0.0
2019-06-18,1.0,-0.0,-1.014632824496432,-0.03459488754403396,-1.329328877246861,-1.1377472676361664,0.0
2019-06-19,1.0,-0.0,-0.99761304269501,-0.052422986849216355,-1.3260223383174206,-1.1275896234912628,0.0
2019-06-20,1.0,-0.0,-1.0006763154335183,-0.05225663916317237,-1.3265701789981514,-1.1292664231931107,0.0
2019-06-21,1.0,-0.0,-1.0027973290019851,-0.055675870781447395,-1.324129218552608,-1.129173434398123,0.0
2019-06-24,1.0,-0.0,-0.9996830714900167,-0.06392900801376375,-1.3200977950830806,-1.1438855435323945,0.0
2019-06-25,1.0,-0.0,-0.9899968315756122,-0.0661295432942561,-1.3241750780790296,-1.146019101072738,0.0
2019-06-26,1.0,-0.0,-0.9887665896634508,-0.055804683607374186,-1.313991937310323,-1.1710830275852697,0.0
2019-06-27,1.0,-0.0,-0.9886482313944512,-0.07156154928937929,-1.3199836534532081,-1.1605594151568812,0.0
2019-06-28,1.0,-0.0,-0.9602143700608593,-0.08166045962394405,-1.3369515850667637,-1.1628667453901353,0.0
2019-07-01,1.0,-0.0,-0.9549083650880058,-0.08451279259662493,-1.3399564507348938,-1.1570041734712393,0.0
2019-07-02,1.0,-0.0,-0.9580029900783763,-0.08145698364517737,-1.3379241607393648,-1.1530829520228334,0.0
2019-07-03,1.0,-0.0,-0.9416347731000546,-0.10082923273191179,-1.3569345726262072,-1.1568252232549663,0.0
2019-07-05,1.0,-0.0,-0.9302293828509011,-0.1032222829055161,-1.3573184052430365,-1.160431458219552,0.0
