Date,CPLG,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-07-08,1.0,-0.0,-0.9322897706589006,-0.09997269748816891,-1.355888241718238,-1.1622224244630506,0.0
2019-07-09,1.0,-0.0,-0.9271586413858957,-0.09894057200018189,-1.3567953439730824,-1.1639612604010368,0.0
2019-07-10,1.0,-0.0,-0.9234684519442408,-0.09473587674247984,-1.378760088041086,-1.1884629493763759,0.0
2019-07-11,1.0,-0.0,-0.9190602918234377,-0.1030100027530513,-1.3813893732219877,-1.1849132788840966,0.0
2019-07-12,1.0,-0.0,-0.9339032910461482,-0.10194888766317337,-1.3812741312741312,-1.1793068578782866,0.0
2019-07-15,1.0,-0.0,-0.9460975946281561,-0.11865887871958791,-1.376305017706848,-1.1581658464793265,0.0
2019-07-16,1.0,-0.0,-0.9437643810400369,-0.13106304647952138,-1.3750115048320295,-1.1520938794293605,0.0
2019-07-17,1.0,-0.0,-0.9573151013997321,-0.12662262669192037,-1.3789901602993486,-1.156649882200767,0.0
2019-07-18,1.0,-0.0,-0.9580157960371345,-0.1294166551198559,-1.3820146875433004,-1.1492309824026603,0.0
2019-07-19,1.0,-0.0,-0.9617448422610787,-0.13238967527060783,-1.3854195577759274,-1.1462207419742807,0.0
2019-07-22,1.0,-0.0,-0.9537756801776791,-0.12789191190079585,-1.3897371830464555,-1.1556542661484361,0.0
2019-07-23,1.0,-0.0,-0.9574674873883463,-0.12755125653723332,-1.3883463692321933,-1.1547183783033275,0.0
2019-07-24,1.0,-0.0,-0.9562485562485562,-0.13739893739893738,-1.3823515823515822,-1.144005544005544,0.0
2019-07-25,1.0,-0.0,-0.937551886357347,-0.14583525505027212,-1.3970574670233373,-1.131629923438797,0.0
2019-07-26,1.0,-0.0,-0.9248997279977871,-0.14821815499515928,-1.4032548061407957,-1.1337882070904985,0.0
2019-07-29,1.0,-0.0,-0.9098247232472325,-0.15161439114391145,-1.4030442804428045,-1.1480166051660516,0.0
2019-07-30,1.0,-0.0,-0.9077533324108668,-0.15635810156358101,-1.3976292606429592,-1.15059268483926,0.0
2019-07-31,1.0,-0.0,-0.9189536688095766,-0.12618044779428064,-1.3013079139880293,-1.0871647084903568,0.0
2019-08-01,1.0,-0.0,-0.9180680570801317,-0.10827661909989024,-1.2913282107574093,-1.0731064763995608,0.0
2019-08-02,1.0,-0.0,-0.9113285363285363,-0.11293436293436293,-1.293173043173043,-1.070068445068445,0.0
2019-08-05,1.0,-0.0,-0.9072598301077152,-0.10959803835712409,-1.2975742184079166,-1.0642788335230755,0.0
2019-08-06,1.0,-0.0,-0.8987716887132796,-0.0883009792131936,-1.2533069919257862,-1.0544579969077479,0.0
2019-08-07,1.0,-0.0,-0.9192139737991266,-0.0672146587892799,-1.2376487712989126,-1.0571110540285984,0.0
2019-08-08,1.0,-0.0,-0.9188471585799324,-0.06492227313605413,-1.239133227699028,-1.059526358614192,0.0
2019-08-09,1.0,-0.0,-0.9006754747440419,-0.05722418114618293,-1.2225243213390544,-1.067844853222312,0.0
2019-08-12,1.0,-0.0,-0.8933745657883589,-0.07845463017876811,-1.2215962043548252,-1.0427857324409049,0.0
2019-08-13,1.0,-0.0,-0.878202418195654,-0.07241904117696796,-1.226811532933119,-1.0501817874355288,0.0
2019-08-14,1.0,-0.0,-0.8876347708894878,-0.06616408355795148,-1.2146226415094339,-1.0431688005390836,0.0
2019-08-15,1.0,-0.0,-0.8851520887441123,-0.10736452876700267,-1.2699300083637806,-1.139543073469208,0.0
2019-08-16,1.0,-0.0,-0.8895154185022026,-0.10612334801762115,-1.2655506607929514,-1.1441409691629956,0.0
2019-08-19,1.0,-0.0,-0.8897450574611422,-0.10325392981374663,-1.2670952401919775,-1.1430584298357624,0.0
2019-08-20,1.0,-0.0,-0.8960609799083539,-0.11398484314416638,-1.2659940077546703,-1.1299788508988369,0.0
2019-08-21,1.0,-0.0,-0.8920692236558194,-0.1358492227751112,-1.2561539477740105,-1.1194680523140605,0.0
2019-08-22,1.0,-0.0,-0.8954081632653061,-0.12772695285010555,-1.2560256861365235,-1.1191502463054188,0.0
2019-08-23,1.0,-0.0,-0.8947692578417139,-0.12867889666094762,-1.2564779376182305,-1.1193524262021028,0.0
2019-08-26,1.0,-0.0,-0.8702815796356028,-0.12575189608578152,-1.2627495423241217,-1.1000348705431087,0.0
2019-08-27,1.0,-0.0,-0.8661126098685928,-0.12222608998346532,-1.2591593420938128,-1.1037333565399008,0.0
2019-08-28,1.0,-0.0,-0.8554903239834747,-0.1304631441617743,-1.2646662317895196,-1.098151772124375,0.0
2019-08-29,1.0,-0.0,-0.855042839124951,-0.130691949723829,-1.2649067107380507,-1.0985082416387597,0.0
2019-08-30,1.0,-0.0,-0.8435453796452886,-0.1350765361432722,-1.2685052686353584,-1.0891982134339362,0.0
2019-09-03,1.0,-0.0,-0.8446989415235121,-0.13951067152524727,-1.2649661634565332,-1.0888426166926948,0.0
2019-09-04,1.0,-0.0,-0.8184782608695652,-0.14956521739130435,-1.2733478260869566,-1.1064782608695651,0.0
2019-09-05,1.0,-0.0,-0.8315191465371439,-0.14705754802896917,-1.2736458649551152,-1.0844355782991457,0.0
2019-09-06,1.0,-0.0,-0.8307725600519368,-0.14615884007790522,-1.2750054100843973,-1.0760874269638605,0.0
2019-09-09,1.0,-0.0,-0.8249880782069624,-0.145445875059609,-1.2787098452334504,-1.086053669744657,0.0
2019-09-10,1.0,-0.0,-0.8402366863905326,-0.1104246432300731,-1.2775844065436828,-1.1226070309780718,0.0
2019-09-11,1.0,-0.0,-0.8274511510509596,-0.13072805605117715,-1.2828669654902303,-1.110753296488098,0.0
2019-09-12,1.0,-0.0,-0.8252773547966065,-0.13212964977159017,-1.2824450728736132,-1.1108113987383075,0.0
2019-09-13,1.0,-0.0,-0.8236036192796241,-0.12667478684531058,-1.2825387158517487,-1.1172350791717418,0.0
2019-09-16,1.0,-0.0,-0.8259185094898137,-0.11892738986592373,-1.2878286609785825,-1.120450983806373,0.0
2019-09-17,1.0,-0.0,-0.8332027509358405,-0.11626186123443893,-1.2878471315400017,-1.115434839383651,0.0
2019-09-18,1.0,-0.0,-0.829801122764263,-0.11023108055180816,-1.289394664693851,-1.1223726010705426,0.0
2019-09-19,1.0,-0.0,-0.8375740676193796,-0.10918438480306726,-1.2816747995817357,-1.1284419658417568,0.0
2019-09-20,1.0,-0.0,-0.8447779425879068,-0.12538172934298927,-1.2711805252595758,-1.121280865544019,0.0
2019-09-23,1.0,-0.0,-0.8500131107420681,-0.1310200157328905,-1.262389651254261,-1.1268245782711301,0.0
2019-09-24,1.0,-0.0,-0.8494689453210368,-0.12941999213252328,-1.2635167620962455,-1.1284147034398357,0.0
2019-09-25,1.0,-0.0,-0.8375180123138728,-0.13016898825378806,-1.2712108641544038,-1.1277673464040872,0.0
2019-09-26,1.0,-0.0,-0.8142348754448399,-0.2369661921708185,-1.2895017793594308,-1.1076957295373666,0.0
2019-09-27,1.0,-0.0,-0.7959632204530164,-0.24705090827539805,-1.3115048217089031,-1.1307916573222696,0.0
2019-09-30,1.0,-0.0,-0.7527568978709996,-0.28046090831345366,-1.320655354008192,-1.1471845883782688,0.0
2019-10-01,1.0,-0.0,-0.7675493716337523,-0.2677737881508079,-1.314811490125673,-1.1381956912028726,0.0
2019-10-02,1.0,-0.0,-0.7746007329321811,-0.3118128760801701,-1.3260190924308919,-1.111840021716509,0.0
2019-10-03,1.0,-0.0,-0.81700845475805,-0.29546681057744195,-1.3110271631588415,-1.073709300233855,0.0
2019-10-04,1.0,-0.0,-0.8331226295828065,-0.3086960447895972,-1.2989886219974716,-1.074318222864367,0.0
2019-10-07,1.0,-0.0,-0.8458385876418664,-0.30098180508016575,-1.285399027202306,-1.0714736083588543,0.0
2019-10-08,1.0,-0.0,-0.8469677186979425,-0.2929629462878754,-1.2898563774706227,-1.0724866057358966,0.0
2019-10-09,1.0,-0.0,-0.8507844016136262,-0.2814881219184222,-1.2899596593455849,-1.0600627521290902,0.0
2019-10-10,1.0,-0.0,-0.8816294806144843,-0.3376463057790783,-1.267373811265545,-1.0854517190929043,0.0
2019-10-11,1.0,-0.0,-0.8932454847032804,-0.3879008477699963,-1.2413380022115739,-1.0849152230003687,0.0
2019-10-14,1.0,-0.0,-0.8628230616302187,-0.43122659392482315,-1.266124185121827,-1.0632484164778768,0.0
2019-10-15,1.0,-0.0,-0.8625092524056255,-0.43731495188749075,-1.2660991857883048,-1.060279422649889,0.0
2019-10-16,1.0,-0.0,-0.8794504015225363,-0.4567144780207028,-1.2594810379241517,-1.0462331151650188,0.0
2019-10-17,1.0,-0.0,-0.8713893669473,-0.4703939718126425,-1.259872552211731,-1.0497232429415322,0.0
2019-10-18,1.0,-0.0,-0.8846351370278726,-0.4852233997852374,-1.2446892945515664,-1.0542042112143424,0.0
2019-10-21,1.0,-0.0,-0.858977952167414,-0.4873878923766816,-1.2444413303437967,-1.0802970852017937,0.0
2019-10-22,1.0,-0.0,-0.8691211291146294,-0.4794558707460885,-1.2324156181809742,-1.0618413111100793,0.0
2019-10-23,1.0,-0.0,-0.8622034886327967,-0.3909690148423837,-1.1914263934352718,-1.0395049549347561,0.0
2019-10-24,1.0,-0.0,-0.8538694923696962,-0.44156138205859713,-1.1968029706108774,-1.0361363945116153,0.0
2019-10-25,1.0,-0.0,-0.8540638442381708,-0.4409327597917138,-1.1966945890876162,-1.0362689608331448,0.0
2019-10-28,1.0,-0.0,-0.8758068915355941,-0.45904173106646057,-1.2033366669697245,-1.0076825165924175,0.0
2019-10-29,1.0,-0.0,-0.8747591522157996,-0.5055050922102945,-1.1984585741811176,-1.0088998990733096,0.0
2019-10-30,1.0,-0.0,-0.8719207303087297,-0.505757144823157,-1.1996421854213497,-1.0100463324005688,0.0
2019-10-31,1.0,-0.0,-0.8688298556852653,-0.514063792627999,-1.1981340196709256,-1.014982994760548,0.0
2019-11-01,1.0,-0.0,-0.8859238881247135,-0.5243466299862449,-1.1867950481430538,-0.9879871618523614,0.0
2019-11-04,1.0,-0.0,-0.8807616606399048,-0.5260218794342473,-1.189270838101341,-0.9813246670023344,0.0
2019-11-05,1.0,-0.0,-0.8990360223236936,-0.6221115262211152,-1.1532217148655504,-0.9379641160463079,0.0
2019-11-06,1.0,-0.0,-0.8944503884262921,-0.6239475275619855,-1.1557891798855653,-0.9776247848537006,0.0
2019-11-07,1.0,-0.0,-0.9001721971424582,-0.6217713035789082,-1.1551635872853352,-0.9768697351887188,0.0
2019-11-08,1.0,-0.0,-0.9046189917936694,-0.6427667057444314,-1.165955451348183,-0.9759906213364596,0.0
2019-11-11,1.0,-0.0,-0.8880158095327719,-0.6756693172728556,-1.1593657366018915,-0.982167223450807,0.0
2019-11-12,1.0,-0.0,-0.8779064294455426,-0.6807869716652546,-1.1623835074837616,-0.9856914242680974,0.0
2019-11-13,1.0,-0.0,-0.887402026381189,-0.7563085452112407,-1.1545115656662206,-0.9809309883387497,0.0
2019-11-14,1.0,-0.0,-0.8820973210448402,-0.7644811613581013,-1.1466501122200468,-0.9820447925122964,0.0
2019-11-15,1.0,-0.0,-0.8804395178856672,-0.790744953773174,-1.1737257369669394,-0.9955951401326298,0.0
2019-11-18,1.0,-0.0,-0.878823186717157,-0.8032818720264103,-1.1812311874939314,-0.9915040295174289,0.0
2019-11-19,1.0,-0.01474336548553151,-0.9464740866610025,-0.8190814133639863,-1.1969613673846768,-1.0205407566595033,0.0
2019-11-20,1.0,-0.01654255584986756,-0.9455245139687141,-0.8180818631615774,-1.1960617722025089,-1.0214903293517916,0.0
2019-11-21,1.0,-0.069353042421788,-0.9138402348891365,-0.8617495190847423,-1.1700415105801356,-1.0472309405689988,0.0
2019-11-22,1.0,-0.07120429454066646,-0.907981363314089,-0.856578547553935,-1.1752253620986528,-1.053327256153145,0.0
2019-11-25,1.0,-0.07249164726131416,-0.907563025210084,-0.8566872532145389,-1.1744456818872129,-1.0510782626303534,0.0
2019-11-26,1.0,-0.07416557426641122,-0.8871634566905315,-0.8556519108601393,-1.1680447716043159,-1.0567712009680348,0.0
2019-11-27,1.0,-0.07421402660217655,-0.8797359935509875,-0.8528315195485692,-1.170143087464732,-1.061416767432487,0.0
2019-11-29,1.0,-0.09094134941957724,-0.8783393318801642,-0.868150250925128,-1.1756982815430628,-1.0560652912252242,0.0
2019-12-02,1.0,-0.11114532019704433,-0.8875718390804599,-0.9102011494252874,-1.1732861247947455,-1.0491071428571428,0.0
2019-12-03,1.0,-0.06726684199878616,-0.8885292332591543,-0.8842302245599839,-1.1726684199878616,-1.045013149908962,0.0
2019-12-04,1.0,-0.07446484731662778,-0.918382875114132,-0.8815055290656385,-1.1626762706705893,-1.0354570356092117,0.0
2019-12-05,1.0,-0.08674069904303772,-0.9067089708817359,-0.9074765876874263,-1.1527045698787166,-1.0638145437797453,0.0
2019-12-06,1.0,-0.1410150608623891,-0.9454301629874149,-0.9049412007427274,-1.149319166494739,-1.0170724159273778,0.0
2019-12-09,1.0,-0.13614900314795383,-0.9065582371458553,-0.9614375655823715,-1.193704092339979,-1.0487932843651626,0.0
2019-12-10,1.0,-0.23426183844011142,-0.9097493036211699,-1.1390529247910863,-1.2851810584958219,-1.0027855153203342,0.0
2019-12-11,1.0,-0.2407748562496511,-0.9001283983698989,-1.14709987160163,-1.2864958410093228,-1.0080946798414558,0.0
2019-12-12,1.0,-0.24547933010627052,-0.8908362543815723,-1.1372614477271463,-1.2828131085517165,-1.0075112669003505,0.0
2019-12-13,1.0,-0.24373500027906458,-0.8901043701512531,-1.1528157615672268,-1.2871016353184128,-1.007534743539655,0.0
2019-12-16,1.0,-0.24528301886792453,-0.8890811655688289,-1.154069442893826,-1.287763760187563,-1.0059729820252317,0.0
2019-12-17,1.0,-0.340933829848181,-0.850472643941564,-1.214265253509023,-1.320137496419364,-1.0032655399598969,0.0
2019-12-18,1.0,-0.42104949314251644,-0.8768038163387002,-1.2751937984496127,-1.3549194991055458,-1.035062611806798,0.0
2019-12-19,1.0,-0.41724858251268276,-0.9033124440465533,-1.2772306774097284,-1.3371530886302596,-1.033422858848105,0.0
2019-12-20,1.0,-0.4181021547326091,-0.9114098793589821,-1.2876177900486165,-1.3485985234979894,-1.0363723666046454,0.0
2019-12-23,1.0,-0.41613753444351265,-0.9206900682880077,-1.2820773930753564,-1.3396429855037737,-1.0316281298670182,0.0
2019-12-24,1.0,-0.4164020847061643,-0.9211046546456599,-1.2813155214760679,-1.3402623854310192,-1.0314503085125502,0.0
2019-12-26,1.0,-0.40892771661081856,-0.9188606988989948,-1.2805768310196268,-1.3364049784585927,-1.0390138822403063,0.0
2019-12-27,1.0,-0.4109080011986814,-0.9226251123763859,-1.2851063829787235,-1.335810608330836,-1.038957147138148,0.0
2019-12-30,1.0,-0.4349288331031169,-0.9174223770344124,-1.307248813885052,-1.3410605969611435,-1.0049846856044682,0.0
2019-12-31,1.0,-0.4242769710788431,-0.9287171486859475,-1.3061922476899075,-1.3398535941437657,-1.00120004800192,0.0
2020-01-02,1.0,-0.42328010565494056,-0.9328250690358987,-1.3069996398127026,-1.339056309280826,-1.000960499459719,0.0
2020-01-03,1.0,-0.40761262346422555,-0.9370633582269333,-1.319380872079017,-1.3407612623464227,-1.0178872560828716,0.0
2020-01-06,1.0,-0.43237357851439634,-0.9494314057585289,-1.3178683764819745,-1.3321437212678442,-1.0170578272441326,0.0
2020-01-07,1.0,-0.42391962232175284,-0.9472218859702215,-1.3259895896380582,-1.3316184481297664,-1.0237864665294758,0.0
2020-01-08,1.0,-0.42904109589041095,-0.9555555555555556,-1.3367427701674277,-1.3445966514459664,-1.0224048706240487,0.0
2020-01-09,1.0,-0.43977369509672704,-0.9672709575374133,-1.3210852901812873,-1.3338605669789514,-1.0214137972989414,0.0
