Date,IWF,IWM,MTUM,SPY,TOWN,VLUE,VXX
2018-09-24,-0.12311085490864432,-0.6706935010902528,-0.02563974034436953,-0.3312113085540991,1.0,-0.3556730745131457,0.0
2018-09-25,-0.12184365707373619,-0.6776372158661357,-0.02010987349427952,-0.3373317877123129,1.0,-0.3631369386623658,0.0
2018-09-26,-0.12135506003430531,-0.6775804661487237,-0.0179093936030673,-0.3386388860861669,1.0,-0.3669659973766522,0.0
2018-09-27,-0.12068312154207614,-0.6814794229846145,-0.017078038551903596,-0.33936285779248665,1.0,-0.36770835964934445,0.0
2018-09-28,-0.12037996109440921,-0.6816057398378091,-0.01738119899957052,-0.33928706768056993,1.0,-0.36770835964934445,0.0
2018-10-01,-0.11987756754022058,-0.6839016492967722,-0.017783061823332995,-0.33944652433471617,1.0,-0.3685874734392391,0.0
2018-10-02,-0.12117421825143586,-0.7167326100829611,-0.008985322271857053,-0.3390427568602425,1.0,-0.36671346522016596,0.0
2018-10-03,-0.12102577188058178,-0.7131155907119162,-0.0086246491451901,-0.3401377902526154,1.0,-0.368767542740495,0.0
2018-10-04,-0.11957359362959158,-0.7251220138710506,-0.00811713331620858,-0.3387361931672232,1.0,-0.377189827896224,0.0
2018-10-05,-0.1097264515468666,-0.7227667033445072,-0.0,-0.34307428542183777,1.0,-0.38337726144476575,0.0
2018-10-08,-0.10785190484707566,-0.7209801466642818,-0.0,-0.3437412167514117,1.0,-0.38252804251731104,0.0
2018-10-09,-0.10266383479618209,-0.7216663681261035,-0.0,-0.34688707489956244,1.0,-0.3877018347450037,0.0
2018-10-10,-0.10415760521939364,-0.7210182934629654,-0.0,-0.34785723423308174,1.0,-0.3855187412050659,0.0
2018-10-11,-0.05320078926992532,-0.7206334140919649,-0.0,-0.33089392312111293,1.0,-0.3929615106026925,0.0
2018-10-12,-0.04635728542914171,-0.7256487025948104,-0.0,-0.33003992015968064,1.0,-0.39298902195608787,0.0
2018-10-15,-0.00832243789600724,-0.7750176003218344,-0.0,-0.3294780247410238,1.0,-0.4014884843608568,0.0
2018-10-16,-0.005607241639426704,-0.7795071662056827,-0.0,-0.32868996731204425,1.0,-0.40065375911491075,0.0
2018-10-17,-0.0,-0.7586061193547584,-0.0,-0.32349066686550837,1.0,-0.40342504908905624,0.0
2018-10-18,-0.0,-0.75771056490295,-0.0,-0.3241792380147625,1.0,-0.40338494420558196,0.0
2018-10-19,-0.0,-0.7544523597506679,-0.0,-0.319209458790937,1.0,-0.3998713762738696,0.0
2018-10-22,-0.0,-0.7563360063360063,-0.0,-0.31907731907731907,1.0,-0.3996138996138996,0.0
2018-10-23,-0.0,-0.7566549348138601,-0.0,-0.32104793535914344,1.0,-0.40083279631190205,0.0
2018-10-24,-0.0,-0.7563464348515243,-0.0,-0.31986031651682884,1.0,-0.40045075166555216,0.0
2018-10-25,-0.0,-0.7496130316208447,-0.0,-0.3147588511338788,1.0,-0.39257020712021823,0.0
2018-10-26,-0.0,-0.7486733490566038,-0.0,-0.31539897798742134,1.0,-0.39268867924528306,0.0
2018-10-29,-0.0,-0.751841609358557,-0.0,-0.3037860062161964,1.0,-0.39169379114559116,0.0
2018-10-30,-0.0,-0.7509899894237154,-0.0,-0.3002680965147453,1.0,-0.4083429667707898,0.0
2018-10-31,-0.0,-0.7424465011507762,-0.0,-0.29964252485186815,1.0,-0.40634640810929923,0.0
2018-11-01,-0.0,-0.7477371691374334,-0.0,-0.29495082929693234,1.0,-0.40361563677283624,0.0
2018-11-02,-0.0,-0.7238815067658173,-0.0,-0.3105693039132025,1.0,-0.403705961233695,0.0
2018-11-05,-0.0,-0.7251718590024866,-0.0,-0.3103456681780508,1.0,-0.40217444298181465,0.0
2018-11-06,-0.0,-0.7268650532524189,-0.0,-0.30979015866052495,1.0,-0.40052643123492,0.0
2018-11-07,-0.0,-0.7268938286048553,-0.0,-0.3098859315589354,1.0,-0.40058009164473046,0.0
2018-11-08,-0.0,-0.7246924343698538,-0.0,-0.2974426038942168,1.0,-0.3996415770609319,0.0
2018-11-09,-0.0,-0.7245246457551169,-0.0,-0.2982681361269226,1.0,-0.39939445319123174,0.0
2018-11-12,-0.0,-0.7190905356754536,-0.0,-0.299321042839539,1.0,-0.39783023654770816,0.0
2018-11-13,-0.0,-0.7156806295283336,-0.0,-0.29214049229883404,1.0,-0.39129600307086987,0.0
2018-11-14,-0.0,-0.7154680228374035,-0.0,-0.29223240416446766,1.0,-0.3911864894688864,0.0
2018-11-15,-0.0,-0.7161065770523283,-0.0,-0.29157465194431104,1.0,-0.3927028324531925,0.0
2018-11-16,-0.0,-0.7170894590179687,-0.0,-0.29249543576438936,1.0,-0.39266839627174016,0.0
2018-11-19,-0.0,-0.7173374984981377,-0.0,-0.292875165204854,1.0,-0.39279106091553523,0.0
2018-11-20,-0.0,-0.7083313405710459,-0.0,-0.2843034100148261,1.0,-0.3986799942608446,0.0
2018-11-21,-0.0,-0.7077007281899957,-0.0,-0.2817571748131931,1.0,-0.39024796535148254,0.0
2018-11-23,-0.0,-0.7005230622919639,-0.0,-0.2856157869709938,1.0,-0.39144079885877325,0.0
2018-11-26,-0.0,-0.7041721145845714,-0.0,-0.2836562462855105,1.0,-0.3894449066920242,0.0
2018-11-27,-0.0,-0.7045303762676522,-0.0,-0.2790256847692162,1.0,-0.385863899156478,0.0
2018-11-28,-0.0,-0.7136110122226178,-0.0,-0.27568529725881097,1.0,-0.3840512637949448,0.0
2018-11-29,-0.0,-0.710119540774056,-0.0,-0.2736181796662327,1.0,-0.3834063202745887,0.0
2018-11-30,-0.0,-0.7102951968373458,-0.0,-0.2732760457353881,1.0,-0.3837085434273134,0.0
2018-12-03,-0.0,-0.7126625306044831,-0.0,-0.27725878913214,1.0,-0.38712591219187525,0.0
2018-12-04,-0.0,-0.7154922894424675,-0.0,-0.2720996441281139,1.0,-0.38491103202846977,0.0
2018-12-06,-0.0,-0.7367231638418079,-0.0,-0.273734823897103,1.0,-0.39367712465440563,0.0
2018-12-07,-0.0,-0.7371586671478407,-0.0,-0.2729941056177072,1.0,-0.39571755082401056,0.0
2018-12-10,-0.0,-0.7385709852228509,-0.0,-0.265678340375755,1.0,-0.3830361192675882,0.0
2018-12-11,-0.0,-0.7397820163487739,-0.0,-0.2617476934843922,1.0,-0.3886180027725991,0.0
2018-12-12,-0.0,-0.739945483238487,-0.0,-0.26132179235808906,1.0,-0.38981875567882934,0.0
2018-12-13,-0.0,-0.7464863176609087,-0.0,-0.2613699156716239,1.0,-0.3946856305408068,0.0
2018-12-14,-0.0,-0.7512386358170187,-0.0,-0.25895906489008613,1.0,-0.39494444177209104,0.0
2018-12-17,-0.0,-0.7514473083667635,-0.0,-0.25506257656921855,1.0,-0.39563765644142307,0.0
2018-12-18,-0.0,-0.7448806480131897,-0.0,-0.24883515328188097,1.0,-0.39571336407732194,0.0
2018-12-19,-0.0,-0.7456941919433547,-0.0,-0.25021529040283225,1.0,-0.39620610467897804,0.0
2018-12-20,-0.0,-0.7591530550514216,-0.0,-0.25505142165759226,1.0,-0.4056624319419238,0.0
2018-12-21,-0.0,-0.7646036077370748,-0.0,-0.26099345584506534,1.0,-0.38922025548767236,0.0
2018-12-24,-0.0,-0.7445294089356995,-0.0,-0.25203193382388306,1.0,-0.408070023565623,0.0
2018-12-26,-0.0,-0.7457692307692309,-0.0,-0.25036057692307695,1.0,-0.4077163461538462,0.0
2018-12-27,-0.0,-0.7329045121169685,-0.0,-0.23400821248012152,1.0,-0.4066364434739265,0.0
2018-12-28,-0.0,-0.7403708987161199,-0.0,-0.23323823109843084,1.0,-0.4039467427484546,0.0
2018-12-31,-0.0,-0.7459859926628234,-0.0,-0.2330268235742532,1.0,-0.4031873838677403,0.0
2019-01-02,-0.0,-0.7454883100804723,-0.0,-0.23067949145278796,1.0,-0.4046473977429646,0.0
2019-01-03,-0.0,-0.7462099542334096,-0.0,-0.22723588863463004,1.0,-0.4102307398932113,0.0
2019-01-04,-0.0,-0.7505398799212132,-0.0,-0.20916490661857187,1.0,-0.41337003725764737,0.0
2019-01-07,-0.0,-0.74324006029772,-0.0,-0.20487092519314115,1.0,-0.40726870171471646,0.0
2019-01-08,-0.0,-0.7309556297934409,-0.0,-0.2156401449207171,1.0,-0.406013268715005,0.0
2019-01-09,-0.0,-0.7279544866821824,-0.0,-0.21543597338787407,1.0,-0.40750405529303896,0.0
2019-01-10,-0.0,-0.7255464159811986,-0.0,-0.2181433607520564,1.0,-0.4064864864864865,0.0
2019-01-11,-0.0,-0.7115248977288757,-0.0,-0.2213053086942211,1.0,-0.41823012178492497,0.0
2019-01-14,-0.0,-0.7085801598495534,-0.0,-0.22357780912082745,1.0,-0.4185472496473907,0.0
2019-01-15,-0.0,-0.7006695270875571,-0.0,-0.22629544061483334,1.0,-0.4305012023197699,0.0
2019-01-16,-0.0,-0.6899460979610967,-0.0,-0.22137333020857744,1.0,-0.43222404499648465,0.0
2019-01-17,-0.0,-0.6975688893068749,-0.0,-0.22112762155553467,1.0,-0.43245086052854326,0.0
2019-01-18,-0.0,-0.6925134322705864,-0.0,-0.2290468413453573,1.0,-0.4453833226821937,0.0
2019-01-22,-0.0,-0.8003444343596545,-0.0,-0.06839814750168725,1.0,-0.4585166049942982,0.0
2019-01-23,-0.0,-0.7898854428611344,-0.0,-0.06838502374965075,1.0,-0.470126664803949,0.0
2019-01-24,-0.0,-0.785353358947491,-0.0,-0.0760041914076144,1.0,-0.46720223541739436,0.0
2019-01-25,-0.0,-0.8269474388698999,-0.0,-0.09515500633410616,1.0,-0.46812629968688,0.0
2019-01-28,-0.0,-0.8245166519655756,-0.0,-0.09354661835172956,1.0,-0.46589744201015565,0.0
2019-01-29,-0.0,-0.8119001002817439,-0.0,-0.09225920443149802,1.0,-0.4835012654601022,0.0
2019-01-30,-0.0,-0.8091415191264665,-0.0,-0.08986213652545814,1.0,-0.49031132774233627,0.0
2019-01-31,-0.0,-0.8131563210142329,-0.0,-0.08573137184547303,1.0,-0.4931706733644301,0.0
2019-02-01,-0.0,-0.811940227022367,-0.0,-0.08906077877292974,1.0,-0.4937497006561617,0.0
2019-02-04,-0.0,-0.8090878588889421,-0.0,-0.0868762881656521,1.0,-0.5006231126875329,0.0
2019-02-05,-0.0,-0.8127669786417085,-0.0,-0.08941684665226782,1.0,-0.4976481881449484,0.0
2019-02-06,-0.0,-0.8114100408359356,-0.0,-0.08493874609656499,1.0,-0.5057650732644727,0.0
2019-02-07,-0.0,-0.8073821637707593,-0.0,-0.08517327445521744,1.0,-0.5073917634635692,0.0
2019-02-08,-0.0,-0.8152087785434724,-0.0,-0.09775013806516676,1.0,-0.48817441832544956,0.0
2019-02-11,-0.0,-0.8078237020641872,-0.0,-0.09697829957176539,1.0,-0.501010441226002,0.0
2019-02-12,-0.0,-0.8160364838452814,-0.0,-0.10016166783292714,1.0,-0.49675457857780564,0.0
2019-02-13,-0.0,-0.8113643474284614,-0.0,-0.10124906741113332,1.0,-0.4940434646578903,0.0
2019-02-14,-0.0,-0.802511993442781,-0.0,-0.11586027337817313,1.0,-0.49239410814589807,0.0
2019-02-15,-0.0,-0.7907917549605087,-0.0,-0.1205451743402042,1.0,-0.496701020997881,0.0
2019-02-19,-0.0,-0.7966717535062859,-0.0,-0.12331952619722404,1.0,-0.502313300874452,0.0
2019-02-20,-0.0,-0.803699747523791,-0.0,-0.11638182171295398,1.0,-0.5075742862691784,0.0
2019-02-21,-0.0,-0.8057747881201583,-0.0,-0.11552004662570728,1.0,-0.5071517035382113,0.0
2019-02-22,-0.0,-0.8017287427766716,-0.0,-0.12023503132132278,1.0,-0.5060700237944933,0.0
2019-02-25,-0.0,-0.7980750534707369,-0.0,-0.12237507291464127,1.0,-0.5100379156134552,0.0
2019-02-26,-0.0,-0.8006956437136672,-0.0,-0.12521586846009777,1.0,-0.5064334881910831,0.0
2019-02-27,-0.0,-0.8020187279581661,-0.0,-0.12316672747172563,1.0,-0.5070169038063966,0.0
2019-02-28,-0.0,-0.7993184860654741,-0.0,-0.12245345016429354,1.0,-0.5122064013630279,0.0
2019-03-01,-0.0,-0.801742389214708,-0.0,-0.12186990484997444,1.0,-0.5098921957511011,0.0
2019-03-04,-0.0,-0.7996205025907996,-0.0,-0.11893351497311894,1.0,-0.514097355681514,0.0
2019-03-05,-0.0,-0.7853678746374869,-0.0,-0.13898569444105963,1.0,-0.5127092827724028,0.0
2019-03-06,-0.0,-0.7832472720187063,-0.0,-0.13920011691348402,1.0,-0.5132745518316446,0.0
2019-03-07,-0.0,-0.7980217364757601,-0.0,-0.12558309927952133,1.0,-0.5186958114543901,0.0
2019-03-08,-0.0,-0.8048619271445359,-0.0,-0.11821876224050137,1.0,-0.5250195848021935,0.0
2019-03-11,-0.0,-0.802302129962123,-0.0,-0.12268188302425108,1.0,-0.5345565448374244,0.0
2019-03-12,-0.0,-0.7908652060898625,-0.0,-0.13068449065478402,1.0,-0.5540042084416388,0.0
2019-03-13,-0.0,-0.7985069055617768,-0.0,-0.13704118452158767,1.0,-0.5529177553813612,0.0
2019-03-14,-0.0,-0.7946413051575576,-0.0,-0.14104442402721562,1.0,-0.5474907501676144,0.0
2019-03-15,-0.0,-0.7867987455821593,-0.0,-0.14333714968390662,1.0,-0.5587883916571257,0.0
2019-03-18,-0.0,-0.7931388763594447,-0.0,-0.15100486142434721,1.0,-0.5617451009873202,0.0
2019-03-19,-0.0,-0.7944620332680035,-0.0,-0.15008291873963514,1.0,-0.5681441278456204,0.0
2019-03-20,-0.0,-0.8072091615376854,-0.0,-0.15036323277166785,1.0,-0.5648774089395621,0.0
2019-03-21,-0.0,-0.8097007380446871,-0.0,-0.14624406025679912,1.0,-0.571605499949449,0.0
2019-03-22,-0.0,-0.8049548977258291,-0.0,-0.1785287765214077,1.0,-0.55748951848558,0.0
2019-03-25,-0.0,-0.8182213246759886,-0.0,-0.17986144840103277,1.0,-0.5582197908944503,0.0
2019-03-26,-0.0,-0.8256180350967082,-0.0,-0.1796080440630204,1.0,-0.5565774305110799,0.0
2019-03-27,-0.0,-0.8327373755562987,-0.0,-0.17775834126514545,1.0,-0.562009621073753,0.0
2019-03-28,-0.0,-0.8318704795243365,-0.0,-0.17600576561735862,1.0,-0.5660343363105196,0.0
2019-03-29,-0.0,-0.8331102990375213,-0.0,-0.1754336301405116,1.0,-0.5649287148077616,0.0
2019-04-01,-0.0,-0.838595949458298,-0.0,-0.1773849043979516,1.0,-0.5574255642193572,0.0
2019-04-02,-0.0,-0.8406462936196571,-0.0,-0.186170761924427,1.0,-0.5542277513937642,0.0
2019-04-03,-0.0,-0.8426882164618403,-0.0,-0.1773985335123412,1.0,-0.5617577197149644,0.0
2019-04-04,-0.0,-0.8385651378981793,-0.0,-0.16256791903793166,1.0,-0.5739963433162516,0.0
2019-04-05,-0.0,-0.8290799194089993,-0.0,-0.1616727798729142,1.0,-0.5922921940383324,0.0
2019-04-08,-0.0,-0.8333505340832861,-0.0,-0.16040559368388463,1.0,-0.5863821662624491,0.0
2019-04-09,-0.0,-0.8192338490946194,-0.0,-0.19112442848655492,1.0,-0.572753338671764,0.0
2019-04-10,-0.0,-0.8168159640653639,-0.0,-0.1946459457366342,1.0,-0.5700493068642383,0.0
2019-04-11,-0.0,-0.8288862510322048,-0.0,-0.17593930635838154,1.0,-0.5756864161849712,0.0
2019-04-12,-0.0,-0.8267592544788064,-0.0,-0.1765966234704941,1.0,-0.5781145128814085,0.0
2019-04-15,-0.0,-0.8272185071389844,-0.0,-0.17600888177428933,1.0,-0.5786837417056105,0.0
2019-04-16,-0.0,-0.8261846352485475,-0.0,-0.1761136216914138,1.0,-0.5800129115558426,0.0
2019-04-17,-0.0,-0.810794012534314,-0.0,-0.17750038846014402,1.0,-0.6014398922670534,0.0
2019-04-18,-0.0,-0.8016314903534896,-0.0,-0.18184643273339376,1.0,-0.6061893046743494,0.0
2019-04-22,-0.0,-0.8047378640776699,-0.0,-0.18120388349514563,1.0,-0.6030550161812298,0.0
2019-04-23,-0.0,-0.8130882314812414,-0.0,-0.1760740491067956,1.0,-0.603593559594493,0.0
2019-04-24,-0.0,-0.816451093449691,-0.0,-0.18061399407822973,1.0,-0.6002025868786037,0.0
2019-04-25,-0.0,-0.8136910797389699,-0.0,-0.18485297558692768,1.0,-0.6013831474403972,0.0
2019-04-26,-0.0,-0.8186152516176355,-0.0,-0.16812930605401724,1.0,-0.6328818798627301,0.0
2019-04-29,-0.0,-0.8149098910310142,-0.0,-0.16714689857502096,1.0,-0.6373899832355406,0.0
2019-04-30,-0.0,-0.8132640747153576,-0.0,-0.16273151791804397,1.0,-0.647436906448397,0.0
2019-05-01,-0.0,-0.8144438310066515,-0.0,-0.1799826484738544,1.0,-0.6345926334884455,0.0
2019-05-02,-0.0,-0.8136141347215649,-0.0,-0.1680338644370826,1.0,-0.6475784824104748,0.0
2019-05-03,-0.0,-0.8174480056792786,-0.0,-0.16567191649357135,1.0,-0.6461493965766572,0.0
2019-05-06,-0.0,-0.8123785004991332,-0.0,-0.16631639783533864,1.0,-0.6483213366258603,0.0
2019-05-07,-0.0,-0.8191823899371069,-0.0,-0.15898846960167715,1.0,-0.642374213836478,0.0
2019-05-08,-0.0,-0.8157502938487657,-0.0,-0.17077184275826038,1.0,-0.6254930129293457,0.0
2019-05-09,-0.0,-0.8158286535196552,-0.0,-0.17254799529841972,1.0,-0.6236123808280004,0.0
2019-05-10,-0.0,-0.8179943620797661,-0.0,-0.17200877009814156,1.0,-0.620145124243057,0.0
