Date,GLO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.16689291546164592,-0.29695646186232266,-0.05538177024926715,-0.23120659466052843,-0.21694308367270654,0.0
2018-09-25,1.0,-0.16584173059099605,-0.29973772948669913,-0.052631578947368425,-0.23363767229989552,-0.2201297548855278,0.0
2018-09-26,1.0,-0.16578257182859737,-0.2996785707243005,-0.05247382224763859,-0.23367711147482795,-0.2203269507601901,0.0
2018-09-27,1.0,-0.16732690829539407,-0.2958473757858846,-0.05358796980626342,-0.23380437139084334,-0.22030390823626797,0.0
2018-09-28,1.0,-0.166495841053337,-0.2966058264674577,-0.053829778846532894,-0.2337879922734261,-0.22036504119525366,0.0
2018-10-01,1.0,-0.1681698869131027,-0.2959008466715349,-0.05340543527600703,-0.2352720598393495,-0.22084509266020644,0.0
2018-10-02,1.0,-0.16930245414519537,-0.2867973701356394,-0.056625007403897414,-0.2379119034926652,-0.22373590791525994,0.0
2018-10-03,1.0,-0.16981318572699416,-0.2905604428190175,-0.05715132944548779,-0.23722447365819904,-0.22212118216862706,0.0
2018-10-04,1.0,-0.17123206450847858,-0.28805486382860984,-0.05739357286849283,-0.23912012332503263,-0.2205423139254516,0.0
2018-10-05,1.0,-0.17754631470143914,-0.29549972171424027,-0.059493519917309376,-0.23785481434364317,-0.2173411783414169,0.0
2018-10-08,1.0,-0.1810012836970475,-0.30323331193838254,-0.061577342747111685,-0.2387676508344031,-0.22117698973042363,0.0
2018-10-09,1.0,-0.18170147038173756,-0.3032637259031915,-0.06312812180297285,-0.2379490882830836,-0.2199354075143929,0.0
2018-10-10,1.0,-0.1814533927209984,-0.30371975442397975,-0.06259780907668232,-0.23793186469242808,-0.220617150194615,0.0
2018-10-11,1.0,-0.17086668643146555,-0.3007807095562803,-0.04939223243403498,-0.23338274533056627,-0.22205751556477912,0.0
2018-10-12,1.0,-0.17192989342701812,-0.29799218857333515,-0.048419069301878274,-0.22816038939373123,-0.21616847559419836,0.0
2018-10-15,1.0,-0.178060350766687,-0.2904356041966025,-0.054878648898687085,-0.22939590181682185,-0.21563687183827726,0.0
2018-10-16,1.0,-0.17727075869128708,-0.29367297925115166,-0.05246269538170794,-0.22955628174337575,-0.2155990393322572,0.0
2018-10-17,1.0,-0.17462213172527216,-0.28708199545774926,-0.050356331740935074,-0.2288550395489075,-0.21695120996162584,0.0
2018-10-18,1.0,-0.17341640706126688,-0.28540919688865374,-0.05139207272869766,-0.23148964517329884,-0.21755912145614137,0.0
2018-10-19,1.0,-0.1750019627855853,-0.2885294810394912,-0.0504435895422784,-0.23139279265133073,-0.21743738713982882,0.0
2018-10-22,1.0,-0.1777581294822674,-0.2831712348953728,-0.04299047057667747,-0.23796050692602416,-0.22296885745161607,0.0
2018-10-23,1.0,-0.17624157625343373,-0.28787968617221005,-0.0349795458587775,-0.24752475247524755,-0.22960020552953503,0.0
2018-10-24,1.0,-0.17605689450809958,-0.28806795732911894,-0.03465033583563809,-0.24743184512050573,-0.22929672066376927,0.0
2018-10-25,1.0,-0.16833803913932432,-0.2758640833414468,-0.03386233083438808,-0.2483886671210204,-0.22077694479602766,0.0
2018-10-26,1.0,-0.16725632751448236,-0.27465883908090666,-0.032833093581120486,-0.2490766299910579,-0.22009253139458032,0.0
2018-10-29,1.0,-0.17027700938948845,-0.27363930338567033,-0.03335021623095804,-0.25182140491681926,-0.21895819534811237,0.0
2018-10-30,1.0,-0.17216852443682285,-0.27355990334398633,-0.034492166185984885,-0.2515394808636683,-0.21693039208044276,0.0
2018-10-31,1.0,-0.17567646203084086,-0.26164290563475906,-0.035263311027058486,-0.251905731742799,-0.2151682668994278,0.0
2018-11-01,1.0,-0.17821013184210016,-0.2589270111259976,-0.037766256965884155,-0.2517815188054601,-0.2150249509718258,0.0
2018-11-02,1.0,-0.17644075071208395,-0.26778259003472626,-0.03858909828709664,-0.25065355651800697,-0.21744898357329587,0.0
2018-11-05,1.0,-0.17578216431302177,-0.26948583911991886,-0.03862058203947882,-0.25074120308964654,-0.21590465787625807,0.0
2018-11-06,1.0,-0.17889049272422267,-0.2718175789021964,-0.03708110638629891,-0.2493660515741427,-0.21343580540709242,0.0
2018-11-07,1.0,-0.17916999980488946,-0.27194505687471954,-0.036641757555655276,-0.24970245644157416,-0.21362651942325325,0.0
2018-11-08,1.0,-0.18126722840218176,-0.2721745420421888,-0.0376923227307384,-0.2509432855662646,-0.21293816347676486,0.0
2018-11-09,1.0,-0.1802342634779718,-0.2722775181368427,-0.03828780382878038,-0.2518234615459825,-0.21281213946303212,0.0
2018-11-12,1.0,-0.1802743049441412,-0.2735810295239773,-0.03797616951341199,-0.2516092426287883,-0.21308524583749097,0.0
2018-11-13,1.0,-0.17981565380409312,-0.27327761287298863,-0.03606858303390095,-0.251581784096235,-0.2120762380877988,0.0
2018-11-14,1.0,-0.18039797691811985,-0.2728426643754028,-0.03606787869319846,-0.2516745103399793,-0.21181823507586556,0.0
2018-11-15,1.0,-0.1804527474249011,-0.27376336505698506,-0.035581404456977245,-0.2516155563388556,-0.21681745192495985,0.0
2018-11-16,1.0,-0.17949670531646558,-0.2703791330191815,-0.034139569442543455,-0.25170600082122674,-0.21958039223354123,0.0
2018-11-19,1.0,-0.18030572899336478,-0.26889275997729545,-0.04127928597991819,-0.2484782055547944,-0.21833591043432307,0.0
2018-11-20,1.0,-0.17247298404400577,-0.26738969297390086,-0.03249717161471541,-0.2520578941208598,-0.22619279834588224,0.0
2018-11-21,1.0,-0.17193243137561584,-0.2692969422069289,-0.029737233127395006,-0.2537733635723782,-0.2303706889809963,0.0
2018-11-23,1.0,-0.17208255893573315,-0.27129022791744106,-0.029130392252763378,-0.25338941602269394,-0.23048028954318692,0.0
2018-11-26,1.0,-0.17202323898202304,-0.27434909332759533,-0.028246708788951698,-0.2523229201306703,-0.2292208681363823,0.0
2018-11-27,1.0,-0.17180048471581583,-0.27448987569384725,-0.02736298960206395,-0.25203267922758193,-0.22881322805097334,0.0
2018-11-28,1.0,-0.17198647407204706,-0.2729227341138758,-0.02785324759093841,-0.2526533883231368,-0.22919802193076758,0.0
2018-11-29,1.0,-0.16990812086690205,-0.27179447164621656,-0.026354290618964944,-0.2526773696428223,-0.2299904414489983,0.0
2018-11-30,1.0,-0.17235241187746958,-0.2750088024725167,-0.02280818434333555,-0.2581080552404053,-0.22782754978287234,0.0
2018-12-03,1.0,-0.17231196464192122,-0.2752571674424062,-0.021922791097899633,-0.258301717057144,-0.22787186607736534,0.0
2018-12-04,1.0,-0.1745101880877743,-0.27529388714733544,-0.020219435736677116,-0.2602664576802508,-0.22895768025078372,0.0
2018-12-06,1.0,-0.1713642363537542,-0.26415094339622647,-0.026224862178740586,-0.25720164609053503,-0.22220281077723428,0.0
2018-12-07,1.0,-0.1693192638799821,-0.26566781321051713,-0.023513865407411724,-0.2590217454672652,-0.22579140675100567,0.0
2018-12-10,1.0,-0.16381243234884799,-0.2666228544920365,-0.02189964434822947,-0.25935518787691353,-0.22119993814751815,0.0
2018-12-11,1.0,-0.1529579000662071,-0.2784593215718347,-0.00981423063441991,-0.26317326790512907,-0.24286326284223234,0.0
2018-12-12,1.0,-0.15174566023015407,-0.28024185683635655,-0.007957870099473376,-0.26415057538521547,-0.24638189974644037,0.0
2018-12-13,1.0,-0.15144188585801469,-0.279427535242849,-0.00850117963616511,-0.2645504708795601,-0.2458907715405463,0.0
2018-12-14,1.0,-0.15163622897460383,-0.2758103182801567,-0.010466408092463016,-0.26569473950922873,-0.24544409144950977,0.0
2018-12-17,1.0,-0.15536678932122447,-0.2773232600015658,-0.011743521490644327,-0.27196038518750487,-0.24084005323729743,0.0
2018-12-18,1.0,-0.1555372839216147,-0.2779311289912101,-0.011100017619075586,-0.27243006205829956,-0.2406569957518451,0.0
2018-12-19,1.0,-0.15380548647960682,-0.27847506412641226,-0.011317577490160758,-0.2733645317303362,-0.24109572947465294,0.0
2018-12-20,1.0,-0.15166969537096744,-0.2750454305645114,-0.015221681614787895,-0.27291556754010593,-0.23915039959356746,0.0
2018-12-21,1.0,-0.15286649395851049,-0.27984654023374933,-0.011351276524215399,-0.27848201396167466,-0.25502798267644905,0.0
2018-12-24,1.0,-0.15882352941176472,-0.2874403815580286,-0.0060810810810810806,-0.28318759936406995,-0.25174880763116053,0.0
2018-12-26,1.0,-0.1582696593441579,-0.28728907991085645,-0.00529290035020694,-0.28589621139764404,-0.2530842088506845,0.0
2018-12-27,1.0,-0.15317753501511228,-0.282926058355228,-0.007664803144939847,-0.2776318128839809,-0.25404476403073817,0.0
2018-12-28,1.0,-0.15435431871674676,-0.2818489289740699,-0.0077137601613955975,-0.2784667418263811,-0.2555034711920726,0.0
2018-12-31,1.0,-0.14761544284632855,-0.29594804573887407,-0.006813020439061317,-0.283596956054026,-0.25813777441332325,0.0
2019-01-02,1.0,-0.147454150819411,-0.29658097532806305,-0.003086481212290169,-0.28393635874868073,-0.2602202353690834,0.0
2019-01-03,1.0,-0.13808512343699905,-0.3037632253927541,-0.0,-0.2811598268675857,-0.28083921128566847,0.0
2019-01-04,1.0,-0.12403162686686368,-0.30920054308761286,-0.0,-0.27723424646593725,-0.28617921891222753,0.0
2019-01-07,1.0,-0.11566773894337985,-0.2982968561899311,-0.0,-0.2794892542085216,-0.28006157368119833,0.0
2019-01-08,1.0,-0.11429814844120906,-0.3040037980693148,-0.0,-0.27775360025320467,-0.2821055546763728,0.0
2019-01-09,1.0,-0.1147761696398519,-0.30621498010176806,-0.0,-0.27794167145148196,-0.28099075375690497,0.0
2019-01-10,1.0,-0.11428797875923835,-0.30755513285383107,-0.0,-0.27767540470387764,-0.2819156313776774,0.0
2019-01-11,1.0,-0.11542430737477177,-0.3039414146225292,-0.0,-0.27897515281416213,-0.2862387870127808,0.0
2019-01-14,1.0,-0.11859190723901045,-0.3039947583687408,-0.0,-0.2803081443831156,-0.28257157606321726,0.0
