Date,AIG,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.15764268704367623,-0.52398398450789,-0.05095124695784157,-0.43563708685525865,-0.4486954701279669,0.0
2018-09-25,1.0,-0.15908020718882437,-0.5226285774080469,-0.05326217757547219,-0.4343902056192121,-0.4466855020143358,0.0
2018-09-26,1.0,-0.15888755167181204,-0.522500130814714,-0.05266600387211553,-0.43464496886609805,-0.44759562555596255,0.0
2018-09-27,1.0,-0.15944454614398912,-0.5206464604199901,-0.05319176756714349,-0.4344517377546484,-0.4473704856298543,0.0
2018-09-28,1.0,-0.15652925915249352,-0.5258785607589297,-0.05377499410361907,-0.43570324169920593,-0.4487538981629498,0.0
2018-10-01,1.0,-0.15717468221727166,-0.525252260516315,-0.05375442274931202,-0.43601100773162105,-0.4486961079806054,0.0
2018-10-02,1.0,-0.157611971591058,-0.5228660534109075,-0.05482611316403281,-0.43635505936001256,-0.4491443247634772,0.0
2018-10-03,1.0,-0.1573790248631088,-0.5168854305850298,-0.053970499620110565,-0.4386020068642092,-0.4530902040923263,0.0
2018-10-04,1.0,-0.15842128696016552,-0.5148364455385904,-0.05434355603278947,-0.4396197260560983,-0.4517455412094388,0.0
2018-10-05,1.0,-0.14432368731177161,-0.5098337043341625,-0.04027759591462616,-0.45483828728558334,-0.4695822967133691,0.0
2018-10-08,1.0,-0.14304763896878103,-0.5078962505882968,-0.03840924541128484,-0.4562045704125921,-0.4691209538252366,0.0
2018-10-09,1.0,-0.1408410138248848,-0.5097402597402597,-0.03149874319229158,-0.4609604105571848,-0.47530896522832006,0.0
2018-10-10,1.0,-0.14087898856110778,-0.5093317278747743,-0.031699081223987645,-0.4610894432374421,-0.4745962358977044,0.0
2018-10-11,1.0,-0.11583645411173242,-0.5054378494844304,-0.004899194582670702,-0.4565741548248089,-0.4822500384753502,0.0
2018-10-12,1.0,-0.11019312196633275,-0.5131415883507178,-0.0,-0.466461840338738,-0.49204791903335743,0.0
2018-10-15,1.0,-0.08726147498710676,-0.5349922640536359,-0.0,-0.4628416709644147,-0.493527591542032,0.0
2018-10-16,1.0,-0.09216101694915255,-0.5300227366680447,-0.0,-0.4654557668458041,-0.49607275733774286,0.0
2018-10-17,1.0,-0.07732510707729962,-0.5039771568427494,-0.0,-0.4638996532735061,-0.5042575973893535,0.0
2018-10-18,1.0,-0.07641670706503713,-0.5023346005664276,-0.0,-0.4674048937310234,-0.5053198275202204,0.0
2018-10-19,1.0,-0.06874555250584528,-0.499161329673681,-0.0,-0.46792721358137646,-0.5055911355087933,0.0
2018-10-22,1.0,-0.07267270348613498,-0.520842418490111,-0.0,-0.46684452197111564,-0.5048867455044507,0.0
2018-10-23,1.0,-0.06366627187787867,-0.5423081984471642,-0.0,-0.4973285958678773,-0.5286221871298855,0.0
2018-10-24,1.0,-0.0623764724484149,-0.5455503728885025,-0.0,-0.4983793185232035,-0.5289482699554643,0.0
2018-10-25,1.0,-0.05028862655364294,-0.5320089448229237,-0.0,-0.49784180144573303,-0.520073846793905,0.0
2018-10-26,1.0,-0.03798545567074114,-0.5234927020475527,-0.0,-0.5030945381401826,-0.514209087627005,0.0
2018-10-29,1.0,-0.041707709056975475,-0.5242106900305874,-0.0,-0.5109647985898699,-0.5152936907045466,0.0
2018-10-30,1.0,-0.057842626367899955,-0.5279051589369463,-0.0,-0.5139134966128192,-0.5058363731109954,0.0
2018-10-31,1.0,-0.05775796908801834,-0.5284749915291787,-0.0,-0.51408762738812,-0.5060598952224568,0.0
2018-11-01,1.0,-0.05559463332030741,-0.5299465937215058,-0.0,-0.5137683991142373,-0.5059007424775303,0.0
2018-11-02,1.0,-0.05345164527544499,-0.5568319864786352,-0.0,-0.5150266730048064,-0.5155548513178049,0.0
2018-11-05,1.0,-0.049683042789223454,-0.5680665610142631,-0.0,-0.5164289487585842,-0.5071579503433703,0.0
2018-11-06,1.0,-0.044581764175462786,-0.5660372354532436,-0.0,-0.5242932159338036,-0.5171855938046995,0.0
2018-11-07,1.0,-0.04546663121510237,-0.567482052645573,-0.0,-0.5270406806700346,-0.5188513693166711,0.0
2018-11-08,1.0,-0.016776037256562237,-0.5750423370025403,-0.0,-0.5230207451312447,-0.53125,0.0
2018-11-09,1.0,-0.01685452717362544,-0.5749060697465206,-0.0,-0.5230724453616976,-0.5310895909403609,0.0
2018-11-12,1.0,-0.0160856494910606,-0.5651336954801962,-0.0,-0.5265808765360477,-0.5292178682558937,0.0
2018-11-13,1.0,-0.00781599515776731,-0.5657254138266796,-0.0,-0.5282770599226295,-0.529829732361378,0.0
2018-11-14,1.0,-0.007659104069063536,-0.5659841027530663,-0.0,-0.5283465810391115,-0.5300047375901458,0.0
2018-11-15,1.0,-0.006755335926821575,-0.5664493744085796,-0.0,-0.5302018715171907,-0.5251287982336242,0.0
2018-11-16,1.0,-0.007706064909789069,-0.567224238598706,-0.0,-0.5303245489453474,-0.524801430750618,0.0
2018-11-19,1.0,-0.006630183119343297,-0.5678541359713745,-0.0,-0.5312565775626183,-0.5252841507051147,0.0
2018-11-20,1.0,-0.0,-0.5534622549919971,-0.0,-0.5261210674083597,-0.5443047938915274,0.0
2018-11-21,1.0,-0.0,-0.551095365860012,-0.0,-0.5281721326421631,-0.525671416291125,0.0
2018-11-23,1.0,-0.0,-0.557809277677709,-0.0,-0.526744459237215,-0.5259352076643955,0.0
2018-11-26,1.0,-0.0,-0.5572122414873616,-0.0,-0.5274441194902861,-0.5266085230833507,0.0
2018-11-27,1.0,-0.0,-0.5567208848405986,-0.0,-0.5229407937540664,-0.5228106701366299,0.0
2018-11-28,1.0,-0.0,-0.56183110694477,-0.0,-0.52061036898159,-0.5215217561128037,0.0
2018-11-29,1.0,-0.0,-0.5536753861678181,-0.0,-0.514010711790732,-0.5197029677352584,0.0
2018-11-30,1.0,-0.0,-0.5551001348967521,-0.0,-0.5143198090692124,-0.5247483656739649,0.0
2018-12-03,1.0,-0.0,-0.5554691146724755,-0.0,-0.5137181681448058,-0.524065141849489,0.0
2018-12-04,1.0,-0.0,-0.5574041969622481,-0.0,-0.5085258881672575,-0.5215928791368024,0.0
2018-12-06,1.0,-0.0,-0.5513946480541891,-0.0,-0.5061941432508306,-0.5179643031910784,0.0
2018-12-07,1.0,-0.0,-0.5563431479462013,-0.0,-0.5095030378563639,-0.5305862803136522,0.0
2018-12-10,1.0,-0.0,-0.5560311284046693,-0.0,-0.5084046692607004,-0.529597924773022,0.0
2018-12-11,1.0,-0.0,-0.5566108732321265,-0.0,-0.5061113273647333,-0.5322953159465421,0.0
2018-12-12,1.0,-0.0,-0.5578947368421053,-0.0,-0.505679012345679,-0.5355425601039636,0.0
2018-12-13,1.0,-0.0,-0.5674820143884892,-0.0,-0.5062393721386527,-0.5423675604970569,0.0
2018-12-14,1.0,-0.0,-0.5657450759854569,-0.0,-0.5074939185477754,-0.54241322486987,0.0
2018-12-17,1.0,-0.0,-0.5634835712607981,-0.0,-0.4888169741890022,-0.5575332098024375,0.0
2018-12-18,1.0,-0.0,-0.5524170517680045,-0.0,-0.48333246793706836,-0.56041331325614,0.0
2018-12-19,1.0,-0.0,-0.5525461580409774,-0.0,-0.4834713962969696,-0.5607779999480641,0.0
2018-12-20,1.0,-0.0,-0.547622837737451,-0.0,-0.5313594396688953,-0.5741006049028972,0.0
2018-12-21,1.0,-0.0,-0.5473229202577634,-0.0,-0.5308812219894455,-0.5736826752234215,0.0
