Date,IWF,IWM,MCA,MTUM,SPY,VLUE,VXX
2018-09-24,-0.088199424362164,-0.21838463664894223,1.0,-0.0,-0.1723986535928582,-0.14709660633852056,0.0
2018-09-25,-0.08763565954538799,-0.2189264387640541,1.0,-0.0,-0.17279812557965474,-0.14775704127955222,0.0
2018-09-26,-0.08703649444932773,-0.21859231044698374,1.0,-0.0,-0.1730149428655142,-0.14911938014780088,0.0
2018-09-27,-0.08897891448652871,-0.21515033190160093,1.0,-0.0,-0.17348366523493428,-0.14935572042171028,0.0
2018-09-28,-0.08940575204674556,-0.21507511515486907,1.0,-0.0,-0.17363563860088868,-0.14951415224857176,0.0
2018-10-01,-0.08915101256129947,-0.2163443523029049,1.0,-0.0,-0.1737402043044038,-0.15000244383258118,0.0
2018-10-02,-0.08894505136148705,-0.21870210337518345,1.0,-0.0,-0.17330833197456383,-0.14956791129952718,0.0
2018-10-03,-0.0886418465149638,-0.21557344982721524,1.0,-0.0,-0.17433331159940013,-0.15149638130012386,0.0
2018-10-04,-0.0898127475106338,-0.21370251462655432,1.0,-0.0,-0.17581199784879648,-0.1503560893727286,0.0
2018-10-05,-0.08685072835220452,-0.21117347435356712,1.0,-0.0,-0.17477208578009928,-0.14936897771144922,0.0
2018-10-08,-0.08822188944592746,-0.21386483495019207,1.0,-0.0,-0.1749625626668403,-0.15066085031577578,0.0
2018-10-09,-0.08947642615264392,-0.21418338108882523,1.0,-0.0,-0.17460601719197708,-0.14976230789268039,0.0
2018-10-10,-0.08994907008152042,-0.21364531298306136,1.0,-0.0,-0.17478887677563176,-0.1487869567339766,0.0
2018-10-11,-0.06634081526123475,-0.20452712001138898,1.0,-0.0,-0.16308388300985463,-0.14785112070738227,0.0
2018-10-12,-0.0710721636624462,-0.1994791991517495,1.0,-0.0,-0.1526850870080459,-0.1360475269756128,0.0
2018-10-15,-0.058675333965755874,-0.21058115484503057,1.0,-0.0,-0.1499152450118968,-0.13598121394025162,0.0
2018-10-16,-0.05780176033340591,-0.211939787889155,1.0,-0.0,-0.14962833950175722,-0.13569495847976862,0.0
2018-10-17,-0.05310334206068073,-0.20251039581087324,1.0,-0.0,-0.1477437240104728,-0.13676266748806407,0.0
2018-10-18,-0.05293954605648117,-0.2022112038434295,1.0,-0.0,-0.14794739921776354,-0.13672199809060392,0.0
2018-10-19,-0.047196874904629656,-0.19611194189275793,1.0,-0.0,-0.14740440076906644,-0.13519699697866755,0.0
2018-10-22,-0.047060798949794695,-0.19208987803574973,1.0,-0.0,-0.1498526964937186,-0.1374425668971623,0.0
2018-10-23,-0.047556545892982506,-0.19205762949848906,1.0,-0.0,-0.14940020145905192,-0.13719056194865845,0.0
2018-10-24,-0.04687261980928007,-0.1897145294458154,1.0,-0.0,-0.1491789294092557,-0.13754074886512505,0.0
2018-10-25,-0.03389277181735892,-0.1712742435709092,1.0,-0.0,-0.1533484693347579,-0.12540622356764458,0.0
2018-10-26,-0.0289160534969108,-0.16756860374242447,1.0,-0.0,-0.1551380922187652,-0.12291903210109559,0.0
2018-10-29,-0.020643042502968906,-0.17036374565660417,1.0,-0.0,-0.15046842699429677,-0.12464996261380798,0.0
2018-10-30,-0.02528894306316361,-0.17095736713024834,1.0,-0.0,-0.15088188213179032,-0.12145154421159296,0.0
2018-10-31,-0.027099281248173904,-0.16388125986092444,1.0,-0.0,-0.15016361830187577,-0.11973353590837375,0.0
2018-11-01,-0.018978379246412356,-0.17048424064584883,1.0,-0.0,-0.15022117111198705,-0.12017693688958964,0.0
2018-11-02,-0.02029533716447225,-0.1639339492252855,1.0,-0.0,-0.15180039281297739,-0.11881865134211102,0.0
2018-11-05,-0.019547669260417424,-0.16593702276198094,1.0,-0.0,-0.15191622427459822,-0.1170387608173951,0.0
2018-11-06,-0.017774928608893296,-0.1650445830176584,1.0,-0.0,-0.15413194242088699,-0.12000990733725742,0.0
2018-11-07,-0.017517801756148706,-0.16515952412156162,1.0,-0.0,-0.15361204549094987,-0.11988700071352643,0.0
2018-11-08,-0.017420791430775275,-0.16492264702886,1.0,-0.0,-0.153585306573911,-0.11945685552531618,0.0
2018-11-09,-0.017585745064927504,-0.16501193734350436,1.0,-0.0,-0.15356955686251675,-0.11959180108309556,0.0
2018-11-12,-0.017553021730931036,-0.15760002321060726,1.0,-0.0,-0.15703426465894915,-0.11847564336901965,0.0
2018-11-13,-0.008459969549854932,-0.15456321277757032,1.0,-0.0,-0.15726350866105543,-0.11604090660997961,0.0
2018-11-14,-0.008861759425493715,-0.1542549371633752,1.0,-0.0,-0.1573141831238779,-0.11584919210053858,0.0
2018-11-15,-0.008647268868398032,-0.1541450962958714,1.0,-0.0,-0.1577875611260092,-0.1134613454175211,0.0
2018-11-16,-0.007029348604151754,-0.15053686471009303,1.0,-0.0,-0.1577093772369363,-0.1163493199713672,0.0
2018-11-19,-0.005476388450841529,-0.15164721736387876,1.0,-0.0,-0.15927402012787797,-0.11719758006709292,0.0
2018-11-20,-0.0,-0.14776534321762064,1.0,-0.0,-0.15795851450566684,-0.11988024805759498,0.0
2018-11-21,-0.0,-0.14567603937955947,1.0,-0.0,-0.1569941213966995,-0.11387492032013599,0.0
2018-11-23,-0.0,-0.14180974083877088,1.0,-0.0,-0.15906356597925012,-0.11453482611711088,0.0
2018-11-26,-0.0,-0.1432209865014008,1.0,-0.0,-0.15812038373376347,-0.11360613521238362,0.0
2018-11-27,-0.0,-0.14299608152679502,1.0,-0.0,-0.15535759591802217,-0.11116905815690807,0.0
2018-11-28,-0.0,-0.14250267862177862,1.0,-0.0,-0.15581119945863645,-0.1115011560367676,0.0
2018-11-29,-0.0,-0.1424784625579854,1.0,-0.0,-0.1558027720203601,-0.11169860270998123,0.0
2018-11-30,-0.0,-0.1423998871968415,1.0,-0.0,-0.15558375634517765,-0.11205583756345176,0.0
2018-12-03,-0.0,-0.14325902260422116,1.0,-0.0,-0.1570420842816551,-0.11334624464581067,0.0
2018-12-04,-0.0,-0.1430487890983549,1.0,-0.0,-0.15630869166137118,-0.11277271764456684,0.0
2018-12-06,-0.0,-0.11965729422477304,1.0,-0.0,-0.15741839353218728,-0.10257719157859882,0.0
2018-12-07,-0.0,-0.11955202471587774,1.0,-0.0,-0.15738442016992166,-0.10229780425907536,0.0
2018-12-10,-0.0,-0.11811981466041578,1.0,-0.0,-0.1540122739636155,-0.09467900441479983,0.0
2018-12-11,-0.0,-0.11806201126483294,1.0,-0.0,-0.15549297315032534,-0.09353639197243943,0.0
2018-12-12,-0.0,-0.11868514005640592,1.0,-0.0,-0.15514361600175244,-0.09524657046630707,0.0
2018-12-13,-0.0,-0.1180729487442688,1.0,-0.0,-0.1556422363648806,-0.09492917265448574,0.0
2018-12-14,-0.0,-0.12424175884500316,1.0,-0.0,-0.15269124145692092,-0.09544918068783795,0.0
2018-12-17,-0.0,-0.1231687614666338,1.0,-0.0,-0.15001779895396916,-0.0959637448999151,0.0
2018-12-18,-0.0,-0.12156589655360751,1.0,-0.0,-0.1487792888743241,-0.09510350101043204,0.0
2018-12-19,-0.0,-0.1215878521391214,1.0,-0.0,-0.1487894470920785,-0.09516461607789051,0.0
2018-12-20,-0.0,-0.11783764651428727,1.0,-0.0,-0.1499516724069864,-0.09353771594266033,0.0
2018-12-21,-0.0,-0.11926077240509453,1.0,-0.0,-0.15149230199750482,-0.10020427468776134,0.0
2018-12-24,-0.0,-0.11227606140757507,1.0,-0.0,-0.1476835819267581,-0.10345485779728956,0.0
2018-12-26,-0.0,-0.11361573578617971,1.0,-0.0,-0.1414540971836519,-0.09959495522832876,0.0
