Date,IWF,IWM,MATW,MTUM,SPY,VLUE,VXX
2018-09-24,-0.27317500604302636,-0.8697123519458545,1.0,-0.037557408750302154,-0.43168358714044,-0.4093848199178149,0.0
2018-09-25,-0.2727856422172623,-0.885743113095056,1.0,-0.027822790228391476,-0.44565383557036714,-0.42544409453633775,0.0
2018-09-26,-0.2735306709069782,-0.8867347562840194,1.0,-0.029447740199376186,-0.4452632866491346,-0.42294049293621183,0.0
2018-09-27,-0.27366682974559686,-0.886252446183953,1.0,-0.029659980430528376,-0.44523605675146766,-0.4229146281800391,0.0
2018-09-28,-0.27641206183988976,-0.8852900658196846,1.0,-0.02966477881524568,-0.4462880759222409,-0.423756314097658,0.0
2018-10-01,-0.2761735615641363,-0.8857825274826224,1.0,-0.030008880178828426,-0.4461830541690908,-0.42398260709801877,0.0
2018-10-02,-0.276612109278858,-0.9088112232340635,1.0,-0.02399704651735171,-0.4450836820083682,-0.42207112970711297,0.0
2018-10-03,-0.2771801115871891,-0.8967972627230975,1.0,-0.02157763324188527,-0.453037822508554,-0.4338953793039672,0.0
2018-10-04,-0.28069039913700106,-0.8910155648019725,1.0,-0.022222222222222223,-0.45760517799352746,-0.4305748189243334,0.0
2018-10-05,-0.2997330821165018,-0.9212121212121213,1.0,-0.02647197362223269,-0.4626471973622232,-0.43014601978332545,0.0
2018-10-08,-0.29847699795886323,-0.91954780970325,1.0,-0.02097660543256398,-0.46977547495682215,-0.43143350604490505,0.0
2018-10-09,-0.2998649115641984,-0.9201407433005561,1.0,-0.023750431968835414,-0.46853696082435364,-0.4292984826112909,0.0
2018-10-10,-0.29935544725672064,-0.9221506052507468,1.0,-0.022260650841062726,-0.46888853953780857,-0.4314730388303726,0.0
2018-10-11,-0.2533186179833839,-0.9232655814096079,1.0,-0.0,-0.45215978417486746,-0.4369845795395322,0.0
2018-10-12,-0.25982724655250794,-0.9219578724049099,1.0,-0.0,-0.4334899227155629,-0.4154871950295499,0.0
2018-10-15,-0.20968387354941978,-0.9975682580724597,1.0,-0.0,-0.4382983962815895,-0.43260381075507126,0.0
2018-10-16,-0.19719804050048365,-1.0395956192080875,1.0,-0.0,-0.4449748822116134,-0.4384224156759961,0.0
2018-10-17,-0.18021646885185413,-1.0100239837648362,1.0,-0.0,-0.44037882049074467,-0.4442223725478137,0.0
2018-10-18,-0.18133949191685914,-1.0136412625096227,1.0,-0.0,-0.4393225558121632,-0.44498845265588916,0.0
2018-10-19,-0.1731954967943802,-1.0150618117120158,1.0,-0.0,-0.4372220006748673,-0.4421301266910028,0.0
2018-10-22,-0.17324500874045448,-1.0079430797068114,1.0,-0.0,-0.44048823872174686,-0.4451191461956021,0.0
2018-10-23,-0.18420404139970428,-1.013091424346969,1.0,-0.0,-0.43762321340561855,-0.44544726466239526,0.0
2018-10-24,-0.1823357439606093,-1.0128327434989999,1.0,-0.0,-0.4369903062009539,-0.4452685028465918,0.0
2018-10-25,-0.1628922483888454,-0.9900018069023669,1.0,-0.0,-0.4336866831295549,-0.4249533216888514,0.0
2018-10-26,-0.14205769691165906,-0.9807277950682308,1.0,-0.0,-0.4491560928896337,-0.4206368206847019,0.0
2018-10-29,-0.11664576240817058,-0.9989547870751956,1.0,-0.0,-0.4397658723048438,-0.4309562205100639,0.0
2018-10-30,-0.10440315449874538,-0.9998506392639503,1.0,-0.0,-0.44112199784920536,-0.44180905723503405,0.0
2018-10-31,-0.11093610698365527,-0.9792867756315007,1.0,-0.0,-0.4424368499257058,-0.43913818722139675,0.0
2018-11-01,-0.10530222063887901,-0.9829889561809763,1.0,-0.0,-0.44169338558365995,-0.43878399239995247,0.0
2018-11-02,-0.1039219230074101,-1.0121995300921742,1.0,-0.0,-0.4450569311404301,-0.4510512681486837,0.0
2018-11-05,-0.10512673679134393,-1.0095843756593026,1.0,-0.0,-0.44528165405828996,-0.4539618433346394,0.0
2018-11-06,-0.1078466823359248,-1.0110890134394022,1.0,-0.0,-0.44334960525522815,-0.4510335683722052,0.0
2018-11-07,-0.1076302075488749,-1.010964846221044,1.0,-0.0,-0.4428713437961262,-0.4508238696267735,0.0
2018-11-08,-0.09109396495005682,-1.0117530952808182,1.0,-0.0,-0.43543274119265507,-0.4523296847897601,0.0
2018-11-09,-0.09102598606501001,-1.011393199964116,1.0,-0.0,-0.43572261595048,-0.452199395951078,0.0
2018-11-12,-0.09016369003249947,-1.0044127731894212,1.0,-0.0,-0.4370732579981514,-0.44995378514565126,0.0
2018-11-13,-0.07386901942207484,-1.0066023211747988,1.0,-0.0,-0.4348945997157745,-0.4453162008526764,0.0
2018-11-14,-0.07323359502295955,-1.007702562583321,1.0,-0.0,-0.4354021626425714,-0.4461561250185158,0.0
2018-11-15,-0.07224706126195482,-1.0085275219850178,1.0,-0.0,-0.4353773724572884,-0.44479317798241197,0.0
2018-11-16,-0.06500014915132894,-1.0009247382394177,1.0,-0.0,-0.4476329684097486,-0.46946872296632164,0.0
2018-11-19,-0.05045411838396493,-1.053523332289383,1.0,-0.0,-0.5108675227059192,-0.5170059505167555,0.0
2018-11-20,-0.05618613425562019,-1.0620971545354503,1.0,-0.0,-0.5125609180946392,-0.5133155164282345,0.0
2018-11-21,-0.06329588014981273,-1.0606741573033707,1.0,-0.0,-0.5122034956304619,-0.4849250936329588,0.0
2018-11-23,-0.06286163522012579,-1.0811006289308176,1.0,-0.0,-0.5120125786163522,-0.4887106918238993,0.0
2018-11-26,-0.061977234136217835,-1.0863782152065908,1.0,-0.0,-0.5098107037293251,-0.4863216149927677,0.0
2018-11-27,-0.049802297119186587,-1.0966861231406515,1.0,-0.0,-0.5081591665097596,-0.4834933785225633,0.0
2018-11-28,-0.04674399546113598,-1.117096387820715,1.0,-0.0,-0.5051377419151485,-0.48297925991300517,0.0
2018-11-29,-0.036242997089292975,-1.1088854808926167,1.0,-0.0,-0.5015179493599574,-0.48317736534067784,0.0
2018-11-30,-0.035479426316778355,-1.1096949959291038,1.0,-0.0,-0.5015031001440471,-0.4847811110415231,0.0
2018-12-03,-0.03448815447688793,-1.1096610646887617,1.0,-0.0,-0.5011423027571746,-0.48433636904203053,0.0
2018-12-04,-0.025175698891144776,-1.1163829454942995,1.0,-0.0,-0.4982976729657973,-0.4836482898641262,0.0
2018-12-06,-0.017000458645467054,-1.0861641950772052,1.0,-0.0,-0.4921265861489069,-0.4623757835193395,0.0
2018-12-07,-0.027697687258450402,-1.0879700631863076,1.0,-0.0,-0.4951229985890437,-0.4565057358444267,0.0
2018-12-10,-0.0,-1.1032938236996863,1.0,-0.0,-0.502513787744904,-0.4412078369237333,0.0
2018-12-11,-0.006376033436041367,-1.1014979102474145,1.0,-0.0,-0.5098081088501785,-0.43308215625858015,0.0
2018-12-12,-0.009936406995230525,-1.102360278830867,1.0,-0.0,-0.5136969548734255,-0.4313623578329461,0.0
2018-12-13,-0.009142053445850914,-1.097413318657127,1.0,-0.0,-0.521249923561426,-0.42970708738457775,0.0
2018-12-14,-0.01566515726349284,-1.0795802227389548,1.0,-0.0,-0.533380247215763,-0.4309448047974544,0.0
2018-12-17,-0.01096685504811364,-1.0809836566366275,1.0,-0.0,-0.5306552619520392,-0.43222850160378806,0.0
2018-12-18,-0.0023384353741496594,-1.075801749271137,1.0,-0.0,-0.5270286686103013,-0.4317298347910593,0.0
2018-12-19,-0.0,-1.0767127449491114,1.0,-0.0,-0.5287558863739936,-0.4326295002278596,0.0
2018-12-20,-0.0,-1.0626002238964025,1.0,-0.0,-0.5352636833983843,-0.4277631539136486,0.0
2018-12-21,-0.0,-1.0672233442860157,1.0,-0.0,-0.5398969041087631,-0.4073493503753052,0.0
2018-12-24,-0.0,-1.0407458563535912,1.0,-0.0,-0.5299063175594523,-0.43202017775642565,0.0
2018-12-26,-0.0,-1.0428366161767346,1.0,-0.0,-0.5235885769023528,-0.42701909836556307,0.0
2018-12-27,-0.0,-1.007713946002378,1.0,-0.0,-0.4656207406548154,-0.426674013281907,0.0
2018-12-28,-0.0,-1.0090998666898512,1.0,-0.0,-0.4642091230510636,-0.4247377267721556,0.0
2018-12-31,-0.0,-1.0114815888663382,1.0,-0.0,-0.46372861699043205,-0.4241809220063787,0.0
2019-01-02,-0.0,-1.0109804148800554,1.0,-0.0,-0.4621335033028161,-0.4240931741800904,0.0
2019-01-03,-0.0,-1.0109246863137153,1.0,-0.0,-0.46147381842417917,-0.4253962734359153,0.0
2019-01-04,-0.0,-1.012376666089666,1.0,-0.0,-0.4485603831284981,-0.4240378512492066,0.0
2019-01-07,-0.0,-0.9941715000568634,1.0,-0.0,-0.4401512566814512,-0.4088479472307518,0.0
2019-01-08,-0.0,-0.9812970058180787,1.0,-0.0,-0.4498368099900667,-0.4069533134667234,0.0
2019-01-09,-0.0,-0.980561861520999,1.0,-0.0,-0.44982973893303063,-0.40729284903518725,0.0
2019-01-10,-0.0,-0.9801952105322892,1.0,-0.0,-0.4500056747247759,-0.40716150266712064,0.0
2019-01-11,-0.0,-0.9901842555458956,1.0,-0.0,-0.4336595899823316,-0.38065456993016794,0.0
2019-01-14,-0.0,-0.9813445378151261,1.0,-0.0,-0.4220728291316527,-0.3977310924369748,0.0
