Date,IWF,IWM,MTUM,NMY,SPY,VLUE,VXX
2018-09-24,-0.08777774235710414,-0.21286939335012273,-0.0,1.0,-0.15915394178966494,-0.13414517517294142,0.0
2018-09-25,-0.08799808734459676,-0.21276697481670387,-0.0,1.0,-0.1591010519604718,-0.13401338858782277,0.0
2018-09-26,-0.08712646979051995,-0.2124156416024506,-0.0,1.0,-0.15957497726511272,-0.13631359785574118,0.0
2018-09-27,-0.08893176635677952,-0.20914990990416357,-0.0,1.0,-0.16000382707977867,-0.13653107110395307,0.0
2018-09-28,-0.0885355194743054,-0.20968770933682096,-0.0,1.0,-0.1600689017193531,-0.13665507671696067,0.0
2018-10-01,-0.08857124625103695,-0.20984621274966497,-0.0,1.0,-0.1601206049390594,-0.13674940973773214,0.0
2018-10-02,-0.08948602977548709,-0.20667315578675263,-0.0,1.0,-0.16141952161355694,-0.13809060300946244,0.0
2018-10-03,-0.0891033822590938,-0.20274409700063814,-0.0,1.0,-0.16285896617740905,-0.14069878749202297,0.0
2018-10-04,-0.09041170183917947,-0.20074651863903908,-0.0,1.0,-0.1645052718891069,-0.13947775597773207,0.0
2018-10-05,-0.08447579047468104,-0.1958316823837071,-0.0,1.0,-0.16445043188842223,-0.14015373642919407,0.0
2018-10-08,-0.08439366809805257,-0.19581993059626993,-0.0,1.0,-0.16428718566290068,-0.14005926254575415,0.0
2018-10-09,-0.08807138434180652,-0.19735484178270327,-0.0,1.0,-0.16398075671212867,-0.13832303955035485,0.0
2018-10-10,-0.08802475993968734,-0.1971748273946512,-0.0,1.0,-0.16390762637885883,-0.13808427902547415,0.0
2018-10-11,-0.07002367651382678,-0.18839077080206126,-0.0,1.0,-0.1536342674981817,-0.13543584902740596,0.0
2018-10-12,-0.07125509783256197,-0.18318593532817057,-0.0,1.0,-0.14600803433686171,-0.12697612610548503,0.0
2018-10-15,-0.0619718309859155,-0.1906966121050628,-0.0,1.0,-0.1435249333840883,-0.12647125999238676,0.0
2018-10-16,-0.06126954641655374,-0.19180230522100583,-0.0,1.0,-0.14329217229776026,-0.1262390182255584,0.0
2018-10-17,-0.057374078995047706,-0.1838839231791279,-0.0,1.0,-0.141623384466723,-0.12696279743930425,0.0
2018-10-18,-0.05701992753623188,-0.18315217391304348,-0.0,1.0,-0.14242149758454106,-0.12705314009661836,0.0
2018-10-19,-0.05027598689623192,-0.1762576476043739,-0.0,1.0,-0.14301955094164634,-0.12629579213474743,0.0
2018-10-22,-0.05120581433762801,-0.18291437667057092,-0.0,1.0,-0.1420097906718323,-0.12550680241463197,0.0
2018-10-23,-0.05401466434280906,-0.18345453452731533,-0.0,1.0,-0.1402578279944708,-0.1247671134082577,0.0
2018-10-24,-0.053399150774955356,-0.18049783192546023,-0.0,1.0,-0.14054224369457907,-0.12595837897042717,0.0
2018-10-25,-0.043483995779106575,-0.16514245515300738,-0.0,1.0,-0.1415904560909837,-0.11537108688005628,0.0
2018-10-26,-0.03884032634032634,-0.16168414918414917,-0.0,1.0,-0.14326923076923076,-0.11306818181818182,0.0
2018-10-29,-0.035853163087637835,-0.1615351131746953,-0.0,1.0,-0.14103308183401042,-0.11253627394080093,0.0
2018-10-30,-0.03379995648074273,-0.16152897657213316,-0.0,1.0,-0.1410894320736926,-0.1142235439181838,0.0
2018-10-31,-0.03534099439856788,-0.1553675578910897,-0.0,1.0,-0.14033897326326733,-0.11263498296471677,0.0
2018-11-01,-0.03129958171065916,-0.15835857493148708,-0.0,1.0,-0.1400980816385403,-0.11262079907687869,0.0
2018-11-02,-0.031893448524118066,-0.15536357091432684,-0.0,1.0,-0.14069114470842334,-0.11195104391648668,0.0
2018-11-05,-0.031806139492023267,-0.15558947186546104,-0.0,1.0,-0.14070149167770546,-0.11174624200886943,0.0
2018-11-06,-0.03172934280076623,-0.15555011450216763,-0.0,1.0,-0.14093128429663984,-0.11206809638345985,0.0
2018-11-07,-0.03135978805505961,-0.15597822956862292,-0.0,1.0,-0.1403991245752462,-0.11210620284513044,0.0
2018-11-08,-0.027387247947031255,-0.15529472462272667,-0.0,1.0,-0.13825472576923628,-0.11218596385628503,0.0
2018-11-09,-0.026799541152853452,-0.15559219959850873,-0.0,1.0,-0.13924577000286778,-0.11227416117006021,0.0
2018-11-12,-0.02677716653568622,-0.1487461598914053,-0.0,1.0,-0.14221618918339643,-0.1111238122454812,0.0
2018-11-13,-0.022201429057502553,-0.1460247249631394,-0.0,1.0,-0.14089259385278438,-0.1085970284677328,0.0
2018-11-14,-0.02222915308060903,-0.14599223113782642,-0.0,1.0,-0.1408885990529927,-0.10856559584904589,0.0
2018-11-15,-0.02205195025918477,-0.14578081182902303,-0.0,1.0,-0.1408803784380931,-0.10761125116845595,0.0
2018-11-16,-0.020785317364930785,-0.142810683935919,-0.0,1.0,-0.140647314169365,-0.10972385221215163,0.0
2018-11-19,-0.020786493021677344,-0.14283290204895432,-0.0,1.0,-0.14068355038956998,-0.1097583393430337,0.0
2018-11-20,-0.012546063180398888,-0.1400320684126136,-0.0,1.0,-0.14076345326169515,-0.11315367520886664,0.0
2018-11-21,-0.015044519496469145,-0.13727077343902644,-0.0,1.0,-0.1393502107349206,-0.10392999692968989,0.0
2018-11-23,-0.015648535564853558,-0.1319246861924686,-0.0,1.0,-0.14223152022315202,-0.10486750348675036,0.0
2018-11-26,-0.01517666587621532,-0.1349858416214482,-0.0,1.0,-0.14113741299223034,-0.10362817168603271,0.0
2018-11-27,-0.013558049309582411,-0.1350520768150404,-0.0,1.0,-0.13975220057569562,-0.1022207389484516,0.0
2018-11-28,-0.013561255146322466,-0.13544564370757758,-0.0,1.0,-0.1396600645376655,-0.1022310003338155,0.0
2018-11-29,-0.00905553786294845,-0.13336841085002976,-0.0,1.0,-0.13910081555226317,-0.10311405269935336,0.0
2018-11-30,-0.009364307581487484,-0.13398163155051324,-0.0,1.0,-0.1404923187743285,-0.10141434290542879,0.0
2018-12-03,-0.009014997299655186,-0.13404788611468849,-0.0,1.0,-0.14043177821167932,-0.10131139822469638,0.0
2018-12-04,-0.00981819694637434,-0.1338214696786898,-0.0,1.0,-0.14137926252582822,-0.10174591948523803,0.0
2018-12-06,-0.009707156142661256,-0.11473451267360876,-0.0,1.0,-0.1406247878680913,-0.09259133551461504,0.0
2018-12-07,-0.014319906437838278,-0.11488563113661708,-0.0,1.0,-0.14126798487774364,-0.0894416188429842,0.0
2018-12-10,-0.008348956717605643,-0.11502407574756207,-0.0,1.0,-0.14092067816727588,-0.08448766539431624,0.0
2018-12-11,-0.00805407155577141,-0.11522583778533269,-0.0,1.0,-0.1408720522367924,-0.0849252603745076,0.0
2018-12-12,-0.00794721645033327,-0.11532234125806191,-0.0,1.0,-0.1408640742639717,-0.08513911001969938,0.0
2018-12-13,-0.007447885043513459,-0.11333738109694395,-0.0,1.0,-0.14414086217364905,-0.08432840855427377,0.0
2018-12-14,-0.00822945334844315,-0.11121903836813987,-0.0,1.0,-0.14529706977497167,-0.08433166046084938,0.0
2018-12-17,-0.0069342525145080726,-0.11069221344033178,-0.0,1.0,-0.1439362318060025,-0.08489410117276387,0.0
2018-12-18,-0.007503070051145028,-0.11237061927317382,-0.0,1.0,-0.1450683508090091,-0.08454448537845971,0.0
2018-12-19,-0.0067351428687119535,-0.11266179864757252,-0.0,1.0,-0.14555467073384712,-0.08478991483216132,0.0
2018-12-20,-0.005530735278286145,-0.10735816557218215,-0.0,1.0,-0.14958553127354934,-0.08320325115728282,0.0
2018-12-21,-0.00513338722716249,-0.10738345459444892,-0.0,1.0,-0.14978442468337377,-0.08505793586634332,0.0
2018-12-24,-0.0,-0.09967987784460011,-0.0,1.0,-0.1478991146412355,-0.09185764609759038,0.0
2018-12-26,-0.0,-0.10010396950227933,-0.0,1.0,-0.1437711604595985,-0.08906720695262724,0.0
2018-12-27,-0.0,-0.09463286137635825,-0.0,1.0,-0.13284162001975636,-0.08961475139940732,0.0
2018-12-28,-0.0,-0.09674106261110013,-0.0,1.0,-0.13199025610639278,-0.08801106063598657,0.0
2018-12-31,-0.0,-0.09795552745284013,-0.0,1.0,-0.13167878596269364,-0.08766729897776372,0.0
2019-01-02,-0.0,-0.0980381823212427,-0.0,1.0,-0.13187262019262438,-0.08762961303837995,0.0
2019-01-03,-0.0,-0.10080901856763926,-0.0,1.0,-0.12584880636604776,-0.09960212201591512,0.0
2019-01-04,-0.0,-0.1022791759597746,-0.0,1.0,-0.11634751164662875,-0.1010914177873385,0.0
2019-01-07,-0.0,-0.09372434017595309,-0.0,1.0,-0.11433040078201369,-0.09530140110785273,0.0
2019-01-08,-0.0,-0.0952238066039582,-0.0,1.0,-0.11363191608720043,-0.09577174466086548,0.0
2019-01-09,-0.0,-0.09630799759784851,-0.0,1.0,-0.1138541476278754,-0.09535497010365805,0.0
2019-01-10,-0.0,-0.09689892102306868,-0.0,1.0,-0.11361914465605978,-0.09574940564830055,0.0
2019-01-11,-0.0,-0.09243466659690794,-0.0,1.0,-0.11514113061448714,-0.10038716090721218,0.0
2019-01-14,-0.0,-0.09217464117962607,-0.0,1.0,-0.1136973217673457,-0.10251076134029385,0.0
2019-01-15,-0.0,-0.09115084823475471,-0.0,1.0,-0.11351280539726208,-0.10536451169188446,0.0
2019-01-16,-0.0,-0.0902273351918018,-0.0,1.0,-0.11111547371314147,-0.1074378002015522,0.0
2019-01-17,-0.0,-0.0905712229274357,-0.0,1.0,-0.11092063076621082,-0.10715173722436694,0.0
2019-01-18,-0.0,-0.09134438305709024,-0.0,1.0,-0.11294396211523285,-0.11115495922125758,0.0
2019-01-22,-0.0,-0.06508273332760926,-0.0,1.0,-0.08487985575330871,-0.07662492180504617,0.0
2019-01-23,-0.0,-0.06223670030371314,-0.0,1.0,-0.08514989712942099,-0.07726315273831684,0.0
2019-01-24,-0.0,-0.0628935440401813,-0.0,1.0,-0.08438074237412715,-0.07777777777777778,0.0
2019-01-25,-0.0,-0.052379240081505456,-0.0,1.0,-0.07603979383914658,-0.07017859283231451,0.0
2019-01-28,-0.0,-0.051274362818590706,-0.0,1.0,-0.07812893553223389,-0.06999700149925038,0.0
2019-01-29,-0.0,-0.048841487609268104,-0.0,1.0,-0.08288143133694856,-0.07067707143458342,0.0
2019-01-30,-0.0,-0.04860243972721161,-0.0,1.0,-0.08272500240130631,-0.06932571318797426,0.0
2019-01-31,-0.0,-0.05202152449131574,-0.0,1.0,-0.07420664472577895,-0.07491531938405363,0.0
2019-02-01,-0.0,-0.05297232250300842,-0.0,1.0,-0.07566787003610109,-0.07472924187725632,0.0
2019-02-04,-0.0,-0.052929351293440716,-0.0,1.0,-0.07478964284424543,-0.0760415538141153,0.0
2019-02-05,-0.0,-0.054562739930442736,-0.0,1.0,-0.07680180993296991,-0.07204832906121761,0.0
2019-02-06,-0.0,-0.054353332850835934,-0.0,1.0,-0.07244698559745241,-0.07943113555764639,0.0
2019-02-07,-0.0,-0.05267725837170617,-0.0,1.0,-0.07360351020998578,-0.07913643048289495,0.0
2019-02-08,-0.0,-0.053857368338614646,-0.0,1.0,-0.07611118474161717,-0.07489427328698628,0.0
2019-02-11,-0.0,-0.05204636001448751,-0.0,1.0,-0.08122660871664857,-0.07401907521429434,0.0
2019-02-12,-0.0,-0.057779177212890415,-0.0,1.0,-0.0815884126772674,-0.07168202681263852,0.0
2019-02-13,-0.0,-0.05786933433330511,-0.0,1.0,-0.0813847996225913,-0.07040123867471483,0.0
2019-02-14,-0.0,-0.056106130361037065,-0.0,1.0,-0.08561909377271626,-0.0698085776593167,0.0
2019-02-15,-0.0,-0.061593280733010944,-0.0,1.0,-0.08293640693742502,-0.06747142735943958,0.0
2019-02-19,-0.0,-0.061006030369814244,-0.0,1.0,-0.08288731200503742,-0.06702429100772565,0.0
2019-02-20,-0.0,-0.06229714673254856,-0.0,1.0,-0.08198905197887903,-0.06679019522356246,0.0
2019-02-21,-0.0,-0.061123154618449575,-0.0,1.0,-0.08209904203655036,-0.06785675358176599,0.0
2019-02-22,-0.0,-0.060525295599922466,-0.0,1.0,-0.08223492924985462,-0.06871486722232992,0.0
2019-02-25,-0.0,-0.06018889455410688,-0.0,1.0,-0.0842984436836866,-0.06948794522543521,0.0
2019-02-26,-0.0,-0.06108946109674521,-0.0,1.0,-0.08371878452367944,-0.06922339172767114,0.0
2019-02-27,-0.0,-0.0602374535654454,-0.0,1.0,-0.08365503678345108,-0.07007065336149756,0.0
2019-02-28,-0.0,-0.060470256746581165,-0.0,1.0,-0.08395880395443173,-0.07008914474483227,0.0
2019-03-01,-0.0,-0.0599504662004662,-0.0,1.0,-0.08527583527583528,-0.06883741258741259,0.0
2019-03-04,-0.0,-0.059970142369919044,-0.0,1.0,-0.08255756089864183,-0.0711970967702783,0.0
2019-03-05,-0.0,-0.05630362394575019,-0.0,1.0,-0.08903094086478866,-0.06993899326738448,0.0
2019-03-06,-0.0,-0.05646592594393523,-0.0,1.0,-0.08812088205976028,-0.0710413070433493,0.0
2019-03-07,-0.0,-0.054512534480453984,-0.0,1.0,-0.08886539559865358,-0.07179225450524346,0.0
2019-03-08,-0.0,-0.05215279042934353,-0.0,1.0,-0.09203862269994534,-0.07035889961741665,0.0
2019-03-11,-0.0,-0.05232034653103934,-0.0,1.0,-0.09219331759667097,-0.07223858078018154,0.0
2019-03-12,-0.0,-0.04702933985330073,-0.0,1.0,-0.09530562347188265,-0.08014669926650367,0.0
2019-03-13,-0.0,-0.0490338104942667,-0.0,1.0,-0.09847275763007342,-0.08019250128907113,0.0
2019-03-14,-0.0,-0.04901551605617205,-0.0,1.0,-0.09884120593145437,-0.07967936757340666,0.0
2019-03-15,-0.0,-0.04989500313148555,-0.0,1.0,-0.09781287224766981,-0.08031339416192851,0.0
2019-03-18,-0.0,-0.0525224602626123,-0.0,1.0,-0.09942985487214927,-0.08212804817849738,0.0
2019-03-19,-0.0,-0.05220675355450237,-0.0,1.0,-0.09993335308056872,-0.08204976303317536,0.0
2019-03-20,-0.0,-0.053156515720783074,-0.0,1.0,-0.09909531342693297,-0.0836464306901325,0.0
2019-03-21,-0.0,-0.0525275973625071,-0.0,1.0,-0.10761119205788655,-0.07464253080779393,0.0
