Date,IWF,IWM,LOCO,MTUM,SPY,VLUE,VXX
2018-09-24,-0.43440479203577154,-1.1761579347000761,1.0,-0.0,-0.808487302792542,-0.7993335020669873,0.0
2018-09-25,-0.4334515665906596,-1.1778988261126593,1.0,-0.0,-0.8098978126847395,-0.8013681276919179,0.0
2018-09-26,-0.43242215556212765,-1.1776162913515567,1.0,-0.0,-0.8106383877645866,-0.8042587350542904,0.0
2018-09-27,-0.4381467246695105,-1.1678844448198673,1.0,-0.0,-0.8122650673649533,-0.805211808928496,0.0
2018-09-28,-0.435571150756743,-1.1723598545700515,1.0,-0.0,-0.8132662551788281,-0.8064175192356473,0.0
2018-10-01,-0.4355706118992166,-1.1764556426000423,1.0,-0.0,-0.8142705907262333,-0.8083421554096972,0.0
2018-10-02,-0.4349044585987261,-1.193163481953291,1.0,-0.0,-0.8122292993630574,-0.8059872611464969,0.0
2018-10-03,-0.4355434736439706,-1.1943252771524444,1.0,-0.0,-0.8121309943507625,-0.8055897719067239,0.0
2018-10-04,-0.4360292243649648,-1.1939512360886926,1.0,-0.0,-0.8121230141874097,-0.8056239911647269,0.0
2018-10-05,-0.4138062225228272,-1.1842238755495436,1.0,-0.0,-0.8162411227595536,-0.8129861345958742,0.0
2018-10-08,-0.4095097210481826,-1.1805156382079458,1.0,-0.0,-0.8232882502113271,-0.813229078613694,0.0
2018-10-09,-0.4034961483111826,-1.181791246931347,1.0,-0.0,-0.8274782019808685,-0.8198594768475409,0.0
2018-10-10,-0.4085611358338631,-1.1818181818181819,1.0,-0.0,-0.831786395422759,-0.8159779614325069,0.0
2018-10-11,-0.3070581962842965,-1.1698314399376615,1.0,-0.0,-0.7972767912069885,-0.8270516343353976,0.0
2018-10-12,-0.3096930533117932,-1.16046042003231,1.0,-0.0,-0.7707996768982229,-0.7978594507269791,0.0
2018-10-15,-0.2944090872472408,-1.1708692499798599,1.0,-0.0,-0.7664545234834448,-0.79630226375574,0.0
2018-10-16,-0.28701686435891227,-1.1863552005164204,1.0,-0.0,-0.7657145162591785,-0.7954893891713064,0.0
2018-10-17,-0.2623210189067321,-1.1405347678190016,1.0,-0.0,-0.7544893600189859,-0.7979590222292541,0.0
2018-10-18,-0.2612979817965968,-1.1386624455876535,1.0,-0.0,-0.7582113177681045,-0.7990898298377523,0.0
2018-10-19,-0.2375137427359824,-1.1255300769593215,1.0,-0.0,-0.762721847023716,-0.8007303282550651,0.0
2018-10-22,-0.2386693896787369,-1.126030948079491,1.0,-0.0,-0.7623517398476161,-0.8004084518105412,0.0
2018-10-23,-0.24946804318701238,-1.1310978012451731,1.0,-0.0,-0.7593979036961147,-0.8004964930254551,0.0
2018-10-24,-0.24713345679498797,-1.1327475471846802,1.0,-0.0,-0.7596437999921194,-0.8007407699278931,0.0
2018-10-25,-0.1972207375734901,-1.076849660227533,1.0,-0.0,-0.7793387798732534,-0.7642589906085363,0.0
2018-10-26,-0.17145126517644388,-1.062218692083664,1.0,-0.0,-0.7932977797949998,-0.7553235750217481,0.0
2018-10-29,-0.1515812431842966,-1.068025420223367,1.0,-0.0,-0.783514458692137,-0.7572669499492348,0.0
2018-10-30,-0.10752027052991585,-1.097644391499827,1.0,-0.0,-0.8134342696845098,-0.8241555547016101,0.0
2018-10-31,-0.12227444333153556,-1.0720779721087912,1.0,-0.0,-0.827991370675707,-0.8300331304414825,0.0
2018-11-01,-0.07401451264953912,-1.1420670719748969,1.0,-0.0,-0.8518140811923907,-0.8544420474602863,0.0
2018-11-02,-0.08070858477710725,-1.104963986762702,1.0,-0.0,-0.8607358380377651,-0.8469145415612225,0.0
2018-11-05,-0.23262219821766134,-1.7110450985687282,1.0,-0.0,-1.325627869295166,-1.13173102889549,0.0
2018-11-06,-0.2312435765673176,-1.7104451776924323,1.0,-0.0,-1.3300156866987611,-1.137447936387732,0.0
2018-11-07,-0.23344550586191926,-1.7154798089448546,1.0,-0.0,-1.3364090316977855,-1.1423686495874945,0.0
2018-11-08,-0.17842768983096327,-1.718540381003488,1.0,-0.0,-1.318379393614167,-1.1508988462570433,0.0
2018-11-09,-0.1816324335950102,-1.7212065813528337,1.0,-0.0,-1.319980643079901,-1.1541025916765244,0.0
2018-11-12,-0.18438950663931772,-1.6957789053222496,1.0,-0.0,-1.3547986613408183,-1.162906185900896,0.0
2018-11-13,-0.12836716114175548,-1.6979596208429282,1.0,-0.0,-1.3680179938949286,-1.1609810956996733,0.0
2018-11-14,-0.12821612349914235,-1.699989279588336,1.0,-0.0,-1.3693181818181819,-1.1626822469982847,0.0
2018-11-15,-0.1252405388069275,-1.6990057729313663,1.0,-0.0,-1.3701090442591404,-1.1509514646140688,0.0
2018-11-16,-0.11876817056099925,-1.6920426402498117,1.0,-0.0,-1.3879078281468722,-1.1852051254441693,0.0
2018-11-19,-0.1224083149334913,-1.691475039043567,1.0,-0.0,-1.3865043890354893,-1.1849318757068232,0.0
2018-11-20,-0.03929546549601156,-1.6814604636222497,1.0,-0.0,-1.4018416403447722,-1.2309010118314685,0.0
2018-11-21,-0.03984819734345351,-1.6625026354627874,1.0,-0.0,-1.3869386464263123,-1.1816360952983342,0.0
2018-11-23,-0.04134013569662863,-1.6441908168095514,1.0,-0.0,-1.3920475464156106,-1.181980750013149,0.0
2018-11-26,-0.039934757445017365,-1.653793538882458,1.0,-0.0,-1.3891928864569083,-1.1786278017468166,0.0
2018-11-27,-0.018753939903341038,-1.6709392729565034,1.0,-0.0,-1.3882643412481614,-1.1752469006093718,0.0
2018-11-28,-0.01938636124829253,-1.672375748660292,1.0,-0.0,-1.3871493117579068,-1.1748450141851423,0.0
