Date,HA,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4827125757069961,-1.241451666746149,-0.0,-0.9484477085221041,-1.0962849921312414,0.0
2018-09-25,1.0,-0.48091091761553917,-1.2475839632571046,-0.0,-0.9533059037412687,-1.1024303894364176,0.0
2018-09-26,1.0,-0.4800421173542644,-1.247391595673399,-0.0,-0.9538623528285634,-1.1048147793624965,0.0
2018-09-27,1.0,-0.4896492236917769,-1.2359593636189379,-0.0,-0.9584531339850488,-1.1079643473260494,0.0
2018-09-28,1.0,-0.491299554192033,-1.2353674320502372,-0.0,-0.9588226834763435,-1.1081443842577057,0.0
2018-10-01,1.0,-0.4913172790943106,-1.2376475103137292,-0.0,-0.9591768204931401,-1.108989734241581,0.0
2018-10-02,1.0,-0.49577945840448895,-1.3075872163942426,-0.0,-0.9646255184191266,-1.111197853134911,0.0
2018-10-03,1.0,-0.494807664180196,-1.298376480912681,-0.0,-0.9667007946955294,-1.1155477548632442,0.0
2018-10-04,1.0,-0.4966138855054812,-1.2942752740560293,-0.0,-0.9681851400730817,-1.1129841656516444,0.0
2018-10-05,1.0,-0.4747430676750049,-1.284322280395579,-0.0,-0.9694105099864263,-1.1193038588326547,0.0
2018-10-08,1.0,-0.47489691971865144,-1.2859083191850593,-0.0,-0.9698277952946883,-1.1202037351443124,0.0
2018-10-09,1.0,-0.4744603444094106,-1.28619936939122,-0.0,-0.9698763036623818,-1.1203492602473926,0.0
2018-10-10,1.0,-0.4760292457922371,-1.3075224495804503,-0.0,-0.9812061435791747,-1.142254281368075,0.0
2018-10-11,1.0,-0.357583523158694,-1.289673500379651,-0.0,-0.9392558845861808,-1.1591685649202734,0.0
2018-10-12,1.0,-0.3515964658033753,-1.276050675517741,-0.0,-0.9123463138703194,-1.1349165536908046,0.0
2018-10-15,1.0,-0.3387766528250828,-1.2833481080576683,-0.0,-0.9087855176596837,-1.1347921429571222,0.0
2018-10-16,1.0,-0.3386208827097136,-1.2836148175795465,-0.0,-0.9086031538676869,-1.1345992348605018,0.0
2018-10-17,1.0,-0.3138017853055619,-1.2365300984206913,-0.0,-0.8940260929274433,-1.13339436942092,0.0
2018-10-18,1.0,-0.3127605956471936,-1.2345017182130584,-0.0,-0.899335624284078,-1.135303550973654,0.0
2018-10-19,1.0,-0.2905423821204688,-1.2209503043517762,-0.0,-0.8965203961115654,-1.1345507404379032,0.0
2018-10-22,1.0,-0.29080914088410337,-1.2088501203943482,-0.0,-0.903230203080278,-1.1402934896188268,0.0
2018-10-23,1.0,-0.29861742768782973,-1.211024195015463,-0.0,-0.899445151901037,-1.1388484627978899,0.0
2018-10-24,1.0,-0.2950611113635331,-1.2092325866690898,-0.0,-0.8989958653278204,-1.1402608023990186,0.0
2018-10-25,1.0,-0.26187431091510477,-1.1583682469680265,-0.0,-0.8851598676957001,-1.1047409040793825,0.0
2018-10-26,1.0,-0.2638809387521465,-1.154242437585311,-0.0,-0.8838448329003566,-1.1011844480648143,0.0
2018-10-29,1.0,-0.24315443592552025,-1.1595180722891567,-0.0,-0.8733844468784228,-1.1051040525739322,0.0
2018-10-30,1.0,-0.20633868187243073,-1.1744242584979887,-0.0,-0.8889625602263185,-1.150554745170844,0.0
2018-10-31,1.0,-0.20802775460014933,-1.156602696412103,-0.0,-0.883360414562382,-1.143603706468754,0.0
2018-11-01,1.0,-0.17096276712932362,-1.1951971799955936,-0.0,-0.8892267019167216,-1.1508702357347431,0.0
2018-11-02,1.0,-0.17754432042022325,-1.1579339023856423,-0.0,-0.8983585029546948,-1.1434887283869557,0.0
2018-11-05,1.0,-0.1705895244356783,-1.1818540433925049,-0.0,-0.9023011176857331,-1.128336620644313,0.0
2018-11-06,1.0,-0.17099899180291941,-1.1813878051987903,-0.0,-0.9025555604260729,-1.128523210450182,0.0
2018-11-07,1.0,-0.16998508902727832,-1.1841505131128847,-0.0,-0.9018507148495746,-1.129550039470222,0.0
2018-11-08,1.0,-0.14330407577996002,-1.1811940557921266,-0.0,-0.8890675241157555,-1.1316155383679498,0.0
2018-11-09,1.0,-0.14378204571130615,-1.1809767967324236,-0.0,-0.8889806204918744,-1.131398279308247,0.0
2018-11-12,1.0,-0.14335255104252462,-1.156053578395249,-0.0,-0.9047206207464563,-1.130694871906021,0.0
2018-11-13,1.0,-0.11302517398401925,-1.1510439041154739,-0.0,-0.9027407852908326,-1.1290918463785549,0.0
2018-11-14,1.0,-0.12206552397483185,-1.1606856151008895,-0.0,-0.9179865480581471,-1.13859839444565,0.0
2018-11-15,1.0,-0.11998440072796601,-1.1606291706387033,-0.0,-0.918623797556114,-1.1339370829361295,0.0
2018-11-16,1.0,-0.11322063285652363,-1.1478110099696575,-0.0,-0.9231035977459906,-1.1504984828781968,0.0
2018-11-19,1.0,-0.11330241428633349,-1.1477179142646614,-0.0,-0.922976897403667,-1.1504486151445537,0.0
2018-11-20,1.0,-0.04520530201632054,-1.1404084452312075,-0.0,-0.9373084063727818,-1.1947238892966625,0.0
2018-11-21,1.0,-0.05486915486915486,-1.1372801372801373,-0.0,-0.9403260403260403,-1.1575289575289576,0.0
2018-11-23,1.0,-0.05555793715437047,-1.1331504265443477,-0.0,-0.9410125605521499,-1.1571569425987054,0.0
2018-11-26,1.0,-0.05429514946176609,-1.1421280610713214,-0.0,-0.9382853711884034,-1.1540078054638248,0.0
