Date,CQP,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3097977111781755,-0.6589775002241014,-0.0,-0.5263094989093734,-0.4929333373173574,0.0
2018-09-25,1.0,-0.31224611708482675,-0.6578853046594982,-0.0,-0.5255376344086021,-0.4911887694145759,0.0
2018-09-26,1.0,-0.3152590022729992,-0.661353032659409,-0.0,-0.5264684770905611,-0.4877377676755593,0.0
2018-09-27,1.0,-0.31836112605343375,-0.6551909628832706,-0.0,-0.5269858346781424,-0.4878967186659494,0.0
2018-09-28,1.0,-0.31760451842333326,-0.6558885933717838,-0.0,-0.526910318859636,-0.4879717897379195,0.0
2018-10-01,1.0,-0.3217328693147726,-0.656576263050522,-0.0,-0.531441257650306,-0.4903696147845914,0.0
2018-10-02,1.0,-0.325816718712467,-0.6431059332212347,-0.0,-0.537352870526063,-0.4963668027864521,0.0
2018-10-03,1.0,-0.32588722752657173,-0.642646970515823,-0.0,-0.5373806521347505,-0.49654716867831616,0.0
2018-10-04,1.0,-0.32807201800450114,-0.638649662415604,-0.0,-0.5399249812453114,-0.4941035258814704,0.0
2018-10-05,1.0,-0.31718390632934085,-0.6321276023776099,-0.0,-0.5412049344365124,-0.49640072881507813,0.0
2018-10-08,1.0,-0.31403430275913496,-0.6285458612975391,-0.0,-0.5446383296047725,-0.4956301267710664,0.0
2018-10-09,1.0,-0.3218081125580003,-0.6330489447687472,-0.0,-0.5453375243227061,-0.4933692560993863,0.0
2018-10-10,1.0,-0.3287238839621224,-0.6349616714264241,-0.0,-0.5521118292499624,-0.49039531038629186,0.0
2018-10-11,1.0,-0.2837285363859362,-0.6184441069968462,-0.0,-0.5309251255694428,-0.48712183156173344,0.0
2018-10-12,1.0,-0.2819629415170817,-0.6132599884192241,-0.0,-0.5227562246670527,-0.4772148233931674,0.0
2018-10-15,1.0,-0.24269892159720197,-0.6638297872340425,-0.0,-0.5223258525211308,-0.4857767414747887,0.0
2018-10-16,1.0,-0.24319361044715213,-0.66326590100857,-0.0,-0.5225033521832916,-0.48597912901533263,0.0
2018-10-17,1.0,-0.22937175329334444,-0.636053152713601,-0.0,-0.5165169474499899,-0.4880750796429698,0.0
2018-10-18,1.0,-0.23223815155623503,-0.6447341852482188,-0.0,-0.5163123431505466,-0.49127412236420803,0.0
2018-10-19,1.0,-0.21688471558214764,-0.6336778219919269,-0.0,-0.5201110761214967,-0.49211302281640945,0.0
2018-10-22,1.0,-0.21786604763133008,-0.6372911472215057,-0.0,-0.5192732066603616,-0.4915025936434242,0.0
2018-10-23,1.0,-0.21642240513953023,-0.6378810910029541,-0.0,-0.5210657641896349,-0.49267215418590643,0.0
2018-10-24,1.0,-0.21741642830314062,-0.6503712692496606,-0.0,-0.5261333102192945,-0.49530496085059667,0.0
2018-10-25,1.0,-0.19544394820370214,-0.6175107440802226,-0.0,-0.5241987584618409,-0.47175641133676016,0.0
2018-10-26,1.0,-0.17994215151852264,-0.6066025141840027,-0.0,-0.5301201468461453,-0.4645121815552342,0.0
2018-10-29,1.0,-0.17105336066936336,-0.6086053083615006,-0.0,-0.5259599933506954,-0.46492491826896437,0.0
2018-10-30,1.0,-0.18050772136429286,-0.6104321742028663,-0.0,-0.5274136207088101,-0.45914342850794354,0.0
2018-10-31,1.0,-0.18619223761938936,-0.590929166896704,-0.0,-0.5274940650361618,-0.4558052227681775,0.0
2018-11-01,1.0,-0.1901655656596368,-0.5889051659802648,-0.0,-0.5284557339893309,-0.45650791895851184,0.0
2018-11-02,1.0,-0.19406430338004946,-0.5684528716680406,-0.0,-0.5332508931025007,-0.45223962627095354,0.0
2018-11-05,1.0,-0.19520981136226145,-0.5660507067040643,-0.0,-0.5335203211791234,-0.45504042237254577,0.0
2018-11-06,1.0,-0.19601319769040418,-0.5663458894693428,-0.0,-0.53288424525708,-0.4543029969755292,0.0
2018-11-07,1.0,-0.19595876288659791,-0.5662955326460481,-0.0,-0.532701030927835,-0.454213058419244,0.0
2018-11-08,1.0,-0.18395762804411925,-0.5646499945396964,-0.0,-0.526837392159004,-0.45467948017909793,0.0
2018-11-09,1.0,-0.18171803134209147,-0.5729708887603624,-0.0,-0.5385992453661627,-0.4608774683962653,0.0
2018-11-12,1.0,-0.18142163452305834,-0.5583111574442402,-0.0,-0.5451153603467669,-0.4585608076595978,0.0
2018-11-13,1.0,-0.16284129228761016,-0.5543348199717176,-0.0,-0.5472370281736103,-0.4550473186119874,0.0
2018-11-14,1.0,-0.16034288540264308,-0.5661730362392505,-0.0,-0.5563095859548863,-0.46468115504025054,0.0
2018-11-15,1.0,-0.1600791600241878,-0.5699246880325436,-0.0,-0.5632455609916992,-0.4553900280358419,0.0
2018-11-16,1.0,-0.17215406562054208,-0.6169186875891584,-0.0,-0.5945791726105564,-0.46941512125534957,0.0
2018-11-19,1.0,-0.17347520967649913,-0.6164203799851657,-0.0,-0.5937696125977063,-0.46910480972214297,0.0
2018-11-20,1.0,-0.1412895542701599,-0.609844618350913,-0.0,-0.5984461835091301,-0.4858795508676421,0.0
2018-11-21,1.0,-0.1399411964265521,-0.6083625466470655,-0.0,-0.5979305665498135,-0.4808605676806514,0.0
2018-11-23,1.0,-0.13960808779740805,-0.617389331594022,-0.0,-0.5968862547145733,-0.4819499191787426,0.0
2018-11-26,1.0,-0.14073757653424462,-0.6154065214295884,-0.0,-0.6035597323081303,-0.4880820162323793,0.0
2018-11-27,1.0,-0.1355259427275305,-0.6158491635951233,-0.0,-0.5998015310462148,-0.4840657782818259,0.0
2018-11-28,1.0,-0.143778059168873,-0.5994589616668585,-0.0,-0.6292736272591228,-0.5053240474271901,0.0
2018-11-29,1.0,-0.11951476492866703,-0.5897143833470969,-0.0,-0.6276447304724208,-0.5107497793091665,0.0
2018-11-30,1.0,-0.11961163942827857,-0.5900575138090086,-0.0,-0.6287512100677638,-0.508797904447355,0.0
2018-12-03,1.0,-0.11729712805624341,-0.5911536162582188,-0.0,-0.6291236159735861,-0.5087524549568783,0.0
2018-12-04,1.0,-0.11320915440967688,-0.5921403827588165,-0.0,-0.6268953376114487,-0.5072122210233404,0.0
2018-12-06,1.0,-0.10850139707306276,-0.5431986056934185,-0.0,-0.6295404874540073,-0.48524082219824605,0.0
2018-12-07,1.0,-0.10627110200918802,-0.5438645043449383,-0.0,-0.630375823324293,-0.4869651851441856,0.0
2018-12-10,1.0,-0.08717934663450998,-0.546316597237448,-0.0,-0.6321530366147775,-0.47497807498355626,0.0
2018-12-11,1.0,-0.08639403574169499,-0.5467328143843877,-0.0,-0.6316741585352483,-0.47615393049007787,0.0
2018-12-12,1.0,-0.08650604391086258,-0.5467203903187786,-0.0,-0.6315544226077899,-0.4762218019351479,0.0
2018-12-13,1.0,-0.08631123524740546,-0.5435800542183521,-0.0,-0.633861825351187,-0.4745201128179851,0.0
