Date,ASMB,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-12-10,1.0,-0.5038269060936119,-2.336694141889903,-0.0,-1.9609949955843389,-1.5579923461878127,0.0
2018-12-11,1.0,-0.5153121319199059,-2.3330388692579507,-0.0,-1.9644434628975265,-1.548733804475854,0.0
2018-12-12,1.0,-0.512644695126447,-2.3372410233724104,-0.0,-1.9669689596696898,-1.556145395561454,0.0
2018-12-13,1.0,-0.5116484812739605,-2.3273370687112944,-0.0,-1.980462990268357,-1.5530816868180475,0.0
2018-12-14,1.0,-0.510455922559669,-2.3429394812680115,-0.0,-1.9782014335328455,-1.5577477277765461,0.0
2018-12-17,1.0,-0.4765819997063574,-2.337982675084422,-0.0,-1.950154162384378,-1.5763470855968287,0.0
2018-12-18,1.0,-0.443264474832703,-2.3105906313645623,-0.0,-1.9407913878382312,-1.5792115216758802,0.0
2018-12-19,1.0,-0.4317900109369304,-2.319358366751732,-0.0,-1.9528253736784544,-1.5873860736419978,0.0
2018-12-20,1.0,-0.42554426705370096,-2.2854136429608127,-0.0,-1.9694484760522497,-1.576487663280116,0.0
2018-12-21,1.0,-0.41309515234459404,-2.2798386515882734,-0.0,-1.96268817978823,-1.547432111215155,0.0
2018-12-24,1.0,-0.3504834752489537,-2.239933612353875,-0.0,-1.9860730264107371,-1.6396305383172174,0.0
2018-12-26,1.0,-0.3540926556949177,-2.3132748495613717,-0.0,-1.9523671427535705,-1.6303197273979555,0.0
2018-12-27,1.0,-0.24391244870041037,-2.2019151846785223,-0.0,-1.7788645690834475,-1.6152530779753762,0.0
2018-12-28,1.0,-0.2375486780077885,-2.207556193208991,-0.0,-1.7765935642549702,-1.6103026576484252,0.0
2018-12-31,1.0,-0.23469876222389388,-2.2148669903576557,-0.0,-1.77802092593859,-1.6109553443205908,0.0
2019-01-02,1.0,-0.229398511640609,-2.2131494503993996,-0.0,-1.7741517034204957,-1.6107052638765618,0.0
2019-01-03,1.0,-0.2349409918821202,-2.209700525274575,-0.0,-1.7762466743979808,-1.6007913227368853,0.0
2019-01-04,1.0,-0.1653916457924311,-2.23234716674565,-0.0,-1.7539096879019702,-1.618373840633674,0.0
2019-01-07,1.0,-0.12254837435829934,-2.1634197709622223,-0.0,-1.730683164407003,-1.5648282216664473,0.0
2019-01-08,1.0,-0.12429452684079276,-2.1473290458065364,-0.0,-1.7329702060637882,-1.5578816117600736,0.0
2019-01-09,1.0,-0.11215138128832335,-2.1228324652205446,-0.0,-1.7558515197468187,-1.602360387683787,0.0
2019-01-10,1.0,-0.11862468039294846,-2.142712959224869,-0.0,-1.8256627640963532,-1.641569102408828,0.0
2019-01-11,1.0,-0.11151648654230054,-2.157912851930887,-0.0,-1.8947477111585322,-1.7194878502099538,0.0
2019-01-14,1.0,-0.10567135239941831,-2.162315629111557,-0.0,-1.9047157399072088,-1.7520254829997923,0.0
2019-01-15,1.0,-0.09417784538791316,-2.1473516802655235,-0.0,-1.892131102198866,-1.7810814548471856,0.0
2019-01-16,1.0,-0.10482035721674367,-2.1324736225087926,-0.0,-1.8969036618164263,-1.7618784911385421,0.0
2019-01-17,1.0,-0.1027882960413081,-2.129845094664372,-0.0,-1.8952839931153185,-1.7568330464716009,0.0
2019-01-18,1.0,-0.10174278432182958,-2.0889991044981744,-0.0,-1.886202383412551,-1.8115313081215128,0.0
2019-01-22,1.0,-0.0,-2.246756024525881,-0.0,-2.1035220305147586,-1.7792670754313418,0.0
2019-01-23,1.0,-0.0,-2.1821563997996707,-0.0,-2.132360306217357,-1.8400944408671387,0.0
2019-01-24,1.0,-0.0,-2.1836194563662374,-0.0,-2.1281831187410587,-1.8412732474964235,0.0
2019-01-25,1.0,-0.0,-2.12640283520378,-0.0,-2.320289427052569,-1.9366509155345537,0.0
2019-01-28,1.0,-0.0,-2.070686223925702,-0.0,-2.3775337215301833,-1.9226063241689393,0.0
2019-01-29,1.0,-0.0,-2.06653851840899,-0.0,-2.3779387845630637,-1.9486914091379566,0.0
2019-01-30,1.0,-0.0,-2.0609514006323066,-0.0,-2.3634291596206163,-1.92801999852952,0.0
2019-01-31,1.0,-0.0,-2.0214440433212992,-0.0,-2.3115523465703967,-1.887220216606498,0.0
2019-02-01,1.0,-0.0,-2.0205054151624546,-0.0,-2.312202166064982,-1.8875812274368229,0.0
2019-02-04,1.0,-0.0,-2.0264809870842053,-0.0,-2.3056497582798183,-1.8833249152175484,0.0
2019-02-05,1.0,-0.0,-1.98578820785657,-0.0,-2.3150644996720353,-1.987245827563589,0.0
2019-02-06,1.0,-0.0,-1.968949102892713,-0.0,-2.3520322226290737,-2.0024166971805197,0.0
2019-02-07,1.0,-0.0,-1.982276805412561,-0.0,-2.3846889248418885,-1.987056920135314,0.0
2019-02-08,1.0,-0.0,-1.9839852398523985,-0.0,-2.4206642066420665,-1.975350553505535,0.0
2019-02-11,1.0,-0.0,-1.9760737108039828,-0.0,-2.464333481943825,-1.9901174022886017,0.0
2019-02-12,1.0,-0.0,-1.9930659111243663,-0.0,-2.478303012227856,-1.9846406203399944,0.0
2019-02-13,1.0,-0.0,-2.033662044932157,-0.0,-2.439979239267443,-1.9409060576851784,0.0
2019-02-14,1.0,-0.0,-1.9222863058266784,-0.0,-2.4968944099378882,-1.9750813368825793,0.0
2019-02-15,1.0,-0.0,-1.9621364278806814,-0.0,-2.5000371940787027,-1.9766421185747232,0.0
2019-02-19,1.0,-0.0,-1.9048005908419496,-0.0,-2.5254062038404728,-1.9553175775480058,0.0
2019-02-20,1.0,-0.0,-1.933894674643622,-0.0,-2.513331856119359,-1.9388433414580102,0.0
2019-02-21,1.0,-0.0,-1.9195325294030074,-0.0,-2.551436653267828,-1.9728301324996278,0.0
2019-02-22,1.0,-0.0,-1.93184023889511,-0.0,-2.569914147069802,-1.9637178051511757,0.0
2019-02-25,1.0,-0.0,-1.9162276080084297,-0.0,-2.610191178684329,-2.0003010687942195,0.0
2019-02-26,1.0,-0.0,-1.8630570902394108,-0.0,-2.571049723756906,-1.9323756906077347,0.0
2019-02-27,1.0,-0.0,-1.8518272914824638,-0.0,-2.594385499557913,-1.9218980253463012,0.0
2019-02-28,1.0,-0.0,-1.8643379366368806,-0.0,-2.606602171183812,-1.9139649951997637,0.0
2019-03-01,1.0,-0.0,-1.8622524386639079,-0.0,-2.6066361217853977,-1.9210759680756728,0.0
2019-03-04,1.0,-0.0,-1.8498268366369464,-0.0,-2.5595018790067057,-1.9593250313167787,0.0
2019-03-05,1.0,-0.0,-1.8243642814902423,-0.0,-2.5998669426374925,-1.9678444707273801,0.0
2019-03-06,1.0,-0.0,-1.8205734555128585,-0.0,-2.6038279633461427,-1.9654892107596806,0.0
2019-03-07,1.0,-0.0,-1.8057522123893806,-0.0,-2.615044247787611,-1.953834808259587,0.0
2019-03-08,1.0,-0.0,-1.7630760112609276,-0.0,-2.702326270558601,-1.943102681878797,0.0
2019-03-11,1.0,-0.0,-1.7659382064807836,-0.0,-2.735795026375282,-2.034061793519216,0.0
2019-03-12,1.0,-0.0,-1.6565118050266565,-0.0,-2.7916984006092918,-2.167936024371668,0.0
2019-03-13,1.0,-0.0,-1.6855578687639756,-0.0,-2.8414681162772766,-2.1836687485542448,0.0
2019-03-14,1.0,-0.0,-1.6906524227394124,-0.0,-2.7822205265165967,-2.1577260587562,0.0
2019-03-15,1.0,-0.0,-1.6463201156861251,-0.0,-2.777228099550955,-2.1873810792297737,0.0
2019-03-18,1.0,-0.0,-1.6949165636588381,-0.0,-2.807478368355995,-2.223269468479604,0.0
2019-03-19,1.0,-0.0,-1.6958554066687441,-0.0,-2.831645372390153,-2.263088189467124,0.0
2019-03-20,1.0,-0.0,-1.6969839037349586,-0.0,-2.8277855914986714,-2.288873261447101,0.0
2019-03-21,1.0,-0.0,-1.7036257309941518,-0.0,-2.827680311890838,-2.2659649122807015,0.0
2019-03-22,1.0,-0.0,-1.6952208487520666,-0.0,-2.9180379497677347,-2.260136997086843,0.0
2019-03-25,1.0,-0.0,-1.4974008844751339,-0.0,-2.9934052292652646,-2.267747691830243,0.0
2019-03-26,1.0,-0.0,-1.5094708829054475,-0.0,-2.9917814652473385,-2.3258453350031307,0.0
2019-03-27,1.0,-0.0,-1.410937860050695,-0.0,-2.975343728396958,-2.2947999078270223,0.0
2019-03-28,1.0,-0.0,-1.4078549848942599,-0.0,-2.978387171740646,-2.3602912696568286,0.0
2019-03-29,1.0,-0.0,-1.4111925897336937,-0.0,-2.97221150135083,-2.335623311462756,0.0
2019-04-01,1.0,-0.0,-1.4438937504840084,-0.0,-2.980097576086115,-2.3201424920622626,0.0
2019-04-02,1.0,-0.0,-1.4817710349098228,-0.0,-3.023453827695642,-2.235312330675749,0.0
2019-04-03,1.0,-0.0,-1.4838285360569483,-0.0,-3.0277777777777777,-2.22585886722377,0.0
2019-04-04,1.0,-0.0,-1.4799070847851337,-0.0,-3.012233836624081,-2.2507936507936512,0.0
2019-04-05,1.0,-0.0,-1.4546441308730036,-0.0,-3.0351217242983406,-2.2633741665374476,0.0
2019-04-08,1.0,-0.0,-1.4434514637904468,-0.0,-3.0029275808936826,-2.2577812018489984,0.0
2019-04-09,1.0,-0.0,-1.411037254598856,-0.0,-3.0772144071726695,-2.240918225382594,0.0
2019-04-10,1.0,-0.0,-1.384995368941031,-0.0,-3.1040444581661006,-2.229391787588762,0.0
2019-04-11,1.0,-0.0,-1.2988161010260457,-0.0,-3.3007103393843726,-2.2931333859510654,0.0
2019-04-12,1.0,-0.0,-1.2997077178292125,-0.0,-3.294415040682518,-2.305395370882376,0.0
2019-04-15,1.0,-0.0,-1.3156597774244834,-0.0,-3.2905405405405403,-2.342845786963434,0.0
2019-04-16,1.0,-0.0,-1.5000862961684502,-0.0,-3.4841215050051777,-2.6453227476700034,0.0
2019-04-17,1.0,-0.0,-1.4651264933239634,-0.0,-3.544711876317639,-2.7744202389318344,0.0
2019-04-18,1.0,-0.0,-1.4588235294117646,-0.0,-3.537928007023705,-2.7828797190517998,0.0
2019-04-22,1.0,-0.0,-1.4580051331976283,-0.0,-3.574475617311267,-2.8178599876095234,0.0
2019-04-23,1.0,-0.0,-1.4842180136925403,-0.0,-3.5782875433448917,-2.828754334489197,0.0
2019-04-24,1.0,-0.0,-1.454962101181033,-0.0,-3.5223867442270405,-2.8363299841353777,0.0
2019-04-25,1.0,-0.0,-1.479142680010628,-0.0,-3.5504384022672926,-2.827118944291914,0.0
2019-04-26,1.0,-0.0,-1.4216316113702367,-0.0,-3.57581624570976,-2.803044970518349,0.0
2019-04-29,1.0,-0.0,-1.407391113066432,-0.0,-3.574395072591289,-2.8171579410470744,0.0
2019-04-30,1.0,-0.0,-1.4224462954844368,-0.0,-3.55817623849189,-2.787461639631741,0.0
2019-05-01,1.0,-0.0,-1.4121206805823538,-0.0,-3.5820031573408175,-2.77626732152254,0.0
2019-05-02,1.0,-0.0,-1.4191459572978646,-0.0,-3.5363143157157855,-2.7949772488624434,0.0
2019-05-03,1.0,-0.0,-1.4226731980405878,-0.0,-3.533327501749475,-2.791375087473758,0.0
2019-05-06,1.0,-0.0,-1.3389771032546713,-0.0,-3.5929467497148875,-2.840775506623388,0.0
2019-05-07,1.0,-0.0,-1.4314574314574313,-0.0,-3.671356421356421,-2.9160353535353534,0.0
2019-05-08,1.0,-0.0,-1.4352322367834536,-0.002496211108139431,-3.5907105286618526,-2.8866006953730943,0.0
2019-05-09,1.0,-0.0,-1.4318161574775097,-0.005700543333036431,-3.588135744188118,-2.881535583860337,0.0
2019-05-10,1.0,-0.0,-1.4319073083778966,-0.013368983957219253,-3.5950089126559717,-2.872459893048129,0.0
2019-05-13,1.0,-0.0,-1.4143274594881785,-0.02054369963694324,-3.5631807314265473,-2.857079606836093,0.0
2019-05-14,1.0,-0.0,-1.2528625954198473,-0.2241498959056211,-3.429476058292852,-2.7680430256766138,0.0
2019-05-15,1.0,-0.0,-1.265210608424337,-0.2436297451898076,-3.436817472698908,-2.721355520887502,0.0
2019-05-16,1.0,-0.0,-1.27552969781174,-0.2646752344564085,-3.417766585620007,-2.725599166377214,0.0
2019-05-17,1.0,-0.0,-1.2593012111178878,-0.27942842206151436,-3.3945281868083996,-2.77982051058639,0.0
2019-05-20,1.0,-0.0,-1.239304347826087,-0.2955652173913043,-3.384347826086956,-2.7764347826086957,0.0
2019-05-21,1.0,-0.0,-1.240576689247872,-0.30997047073128364,-3.363557408372416,-2.7709744658676394,0.0
2019-05-22,1.0,-0.0,-1.2133622559652928,-0.3378741865509761,-3.3644251626898045,-2.761127982646421,0.0
2019-05-23,1.0,-0.0,-1.1927512355848433,-0.3716292378392439,-3.382294285962022,-2.724009364432498,0.0
2019-05-24,1.0,-0.0,-1.0967660857908847,-0.3957774798927614,-3.2386896782841825,-2.646782841823056,0.0
2019-05-28,1.0,-0.0,-1.1039702233250621,-0.3737799834574028,-3.1775847808105877,-2.615963606286187,0.0
2019-05-29,1.0,-0.0,-1.1035758323057954,-0.37344841759145087,-3.1632552404438963,-2.5801068639539664,0.0
2019-05-30,1.0,-0.0,-1.0985765706806283,-0.3574116492146597,-3.147987565445026,-2.576652486910995,0.0
2019-05-31,1.0,-0.0,-1.1180612411986244,-0.3436220730309481,-3.1458162764041266,-2.579744555428197,0.0
2019-06-03,1.0,-0.0,-1.1146982478909797,-0.3866807268007787,-3.118510707332901,-2.4916450356911097,0.0
2019-06-04,1.0,-0.0,-1.0953654188948307,-0.37935504780424567,-3.1204829039053634,-2.507292173067574,0.0
2019-06-05,1.0,-0.0,-1.0747277208045154,-0.4238810716273153,-3.0976230224978134,-2.353525717465617,0.0
2019-06-06,1.0,-0.0,-1.0868080374870939,-0.3832896513382575,-3.082519259788738,-2.3895639742673342,0.0
2019-06-07,1.0,-0.0,-1.1404319757711006,-0.3788953534709492,-3.0651151669721846,-2.3855901809197415,0.0
2019-06-10,1.0,-0.0,-1.135268389662028,-0.3568190854870775,-3.0753876739562624,-2.3848906560636185,0.0
2019-06-11,1.0,-0.0,-1.131424905781413,-0.4015716462192286,-3.1011947718707398,-2.3843316494266698,0.0
2019-06-12,1.0,-0.0,-1.1412320756228471,-0.4053512777377233,-3.090362893535208,-2.3739485700552754,0.0
2019-06-13,1.0,-0.0,-1.195365304151915,-0.45123913743160604,-3.07145156099131,-2.3282909559060188,0.0
2019-06-14,1.0,-0.0,-1.185402280391842,-0.47856110486590653,-3.0669664364862697,-2.2986189176168303,0.0
2019-06-17,1.0,-0.0,-1.1931306306306306,-0.4749839124839125,-3.067969755469756,-2.307673745173745,0.0
2019-06-18,1.0,-0.0,-1.217457886676876,-0.46909002982187475,-3.0740710889014267,-2.2993471427420005,0.0
2019-06-19,1.0,-0.0,-1.1982765628810668,-0.5249979676449069,-3.1286074302902205,-2.277457117307536,0.0
2019-06-20,1.0,-0.0,-1.2123533246414602,-0.508800521512386,-3.1399119947848764,-2.28756518904824,0.0
2019-06-21,1.0,-0.0,-1.23951850638716,-0.49975433999344904,-3.1366688503111693,-2.3127251883393383,0.0
2019-06-24,1.0,-0.0,-1.2182699416741969,-0.5125277252936827,-3.1277417234864044,-2.356362441468824,0.0
2019-06-25,1.0,-0.0,-1.1974040910211123,-0.5177031134477943,-3.138338946849585,-2.361373531586297,0.0
2019-06-26,1.0,-0.0,-1.2216374269005847,-0.49490392648287385,-3.1396825396825396,-2.4979949874686715,0.0
2019-06-27,1.0,-0.0,-1.2473109517601044,-0.4485821382007823,-3.0655964797913953,-2.3871414602346808,0.0
2019-06-28,1.0,-0.0,-1.2303997394773263,-0.4510298786941301,-3.0740047219734596,-2.38598062362615,0.0
2019-07-01,1.0,-0.0,-1.2013236375520875,-0.47266933573004327,-3.131873519078356,-2.3647356810196913,0.0
2019-07-02,1.0,-0.0,-1.1853409184598895,-0.4833869239013934,-3.1860004946821667,-2.3900568884491715,0.0
2019-07-03,1.0,-0.0,-1.202127659574468,-0.4705591291439881,-3.1751608114794654,-2.3989774039254494,0.0
2019-07-05,1.0,-0.0,-1.2213822006738435,-0.4546799243980606,-3.1498068863505626,-2.3917330922836713,0.0
2019-07-08,1.0,-0.0,-1.2342941611234293,-0.4385316580438532,-3.141414141414141,-2.3979633735731296,0.0
2019-07-09,1.0,-0.0,-1.2385358663609563,-0.4291680314444808,-3.1399443170651815,-2.381100556829348,0.0
2019-07-10,1.0,-0.0,-1.1857446113651207,-0.4202318745917701,-3.1741508817766166,-2.384552580013063,0.0
2019-07-11,1.0,-0.0,-1.184815511740162,-0.43123619406037794,-3.1797431072568108,-2.3855027407346805,0.0
2019-07-12,1.0,-0.0,-1.2092033079505444,-0.4274134119380988,-3.1748137230819617,-2.3765659543109803,0.0
2019-07-15,1.0,-0.0,-1.2283445226788932,-0.452922875388898,-3.1637465203864417,-2.3423121008678565,0.0
2019-07-16,1.0,-0.0,-1.2249448664543003,-0.5229927305399004,-3.139753328432574,-2.2802417708078084,0.0
2019-07-17,1.0,-0.0,-1.213009582588923,-0.5272048075361377,-3.107438687672568,-2.273103784310541,0.0
2019-07-18,1.0,-0.0,-1.2180067950169877,-0.5610742598285068,-3.068354635172302,-2.241789354473386,0.0
2019-07-19,1.0,-0.0,-1.2234455958549222,-0.5676813471502591,-3.068086139896373,-2.2365608808290154,0.0
2019-07-22,1.0,-0.0,-1.1928455284552846,-0.5608130081300813,-3.1108943089430894,-2.265528455284553,0.0
2019-07-23,1.0,-0.0,-1.1897560975609756,-0.5645528455284553,-3.1101626016260164,-2.265609756097561,0.0
2019-07-24,1.0,-0.0,-1.1909719398129321,-0.5954453029686864,-3.103619357462383,-2.243432289548597,0.0
2019-07-25,1.0,-0.0,-1.1506738106835526,-0.6146289982139957,-3.1367916869621695,-2.2161065107972076,0.0
2019-07-26,1.0,-0.0,-1.1737240379971021,-0.6098856866849138,-3.089116084366447,-2.177507647721784,0.0
2019-07-29,1.0,-0.0,-1.121933505487411,-0.6136216914138153,-3.100145255003228,-2.234021949644932,0.0
2019-07-30,1.0,-0.0,-1.1188670109748224,-0.6196739832149774,-3.090784377017431,-2.240397030342156,0.0
2019-07-31,1.0,-0.0,-1.197454778293581,-0.6024491756042901,-3.0176084520569875,-2.186329438130303,0.0
2019-08-01,1.0,-0.0,-1.2398751400672323,-0.5864414919161198,-3.0139266848087085,-2.1635184888746597,0.0
2019-08-02,1.0,-0.0,-1.2055367777241268,-0.6533075808788026,-3.028166747143087,-2.1606309351360053,0.0
2019-08-05,1.0,-0.0,-1.2005783597076072,-0.6353120732588963,-3.0306048678608724,-2.1661980881998555,0.0
2019-08-06,1.0,-0.0,-1.1928650181130884,-0.621357694125059,-2.9017955583556465,-2.1592376752244444,0.0
2019-08-07,1.0,-0.0,-1.2048646528050215,-0.5829737151824245,-2.883248332679482,-2.17504903883876,0.0
2019-08-08,1.0,-0.0,-1.2834665759482904,-0.7632250382718149,-3.0933832284402105,-2.364772920564722,0.0
2019-08-09,1.0,-0.0,-1.2353739189418347,-0.7343564524334407,-3.0696964558249955,-2.4395455316262504,0.0
2019-08-12,1.0,-0.0,-1.2175093315235834,-0.7757889379029522,-3.0912792670512386,-2.398625721072277,0.0
2019-08-13,1.0,-0.0,-1.19909771876064,-0.7698331630915901,-3.1218079673135852,-2.4212631937351037,0.0
2019-08-14,1.0,-0.0,-1.2181741335587488,-0.7601859678782755,-3.075908706677937,-2.3988165680473372,0.0
2019-08-15,1.0,-0.0,-1.2702055642697927,-0.7839511268884669,-2.9836539255345498,-2.2177825476760504,0.0
2019-08-16,1.0,-0.0,-1.256817994562083,-0.7892395155310208,-2.9756941583587375,-2.2175166845184147,0.0
2019-08-19,1.0,-0.0,-1.209448947842463,-0.805698845492508,-2.9848522066650287,-2.1879963972815855,0.0
2019-08-20,1.0,-0.0,-1.2117829204693613,-0.8169817470664928,-2.9630867014341593,-2.1567796610169494,0.0
2019-08-21,1.0,-0.0,-1.2075777202072537,-0.892244170984456,-2.901797279792746,-2.094235751295337,0.0
2019-08-22,1.0,-0.0,-1.208390480032271,-0.8946349334409036,-2.894957644211375,-2.0697862041145623,0.0
2019-08-23,1.0,-0.0,-1.2134432056875102,-0.8973178219421555,-2.902569074163839,-2.065519470027468,0.0
2019-08-26,1.0,-0.0,-1.1619236883942767,-0.9032591414944356,-2.8800476947535776,-2.003974562798092,0.0
2019-08-27,1.0,-0.0,-1.1518212183871481,-0.8936694766979482,-2.8808652775568637,-2.026483219341498,0.0
2019-08-28,1.0,-0.0,-1.133788829744975,-0.9066497179629776,-2.8883768967982837,-2.0158894097084294,0.0
2019-08-29,1.0,-0.0,-1.0989376882828603,-0.9211986681465039,-2.8966228000634215,-2.0109402251466624,0.0
2019-08-30,1.0,-0.0,-1.0746304055656575,-0.9395999683769468,-2.9031543995572773,-1.9883785279468735,0.0
2019-09-03,1.0,-0.0,-1.097075098814229,-0.9678260869565217,-2.885375494071146,-1.9548616600790514,0.0
2019-09-04,1.0,-0.0,-1.080347963621985,-0.9743772241992882,-2.8910241202056146,-1.962514827995255,0.0
2019-09-05,1.0,-0.0,-1.1085344691591734,-0.9663196087710995,-2.898564442341063,-1.9142609244360307,0.0
2019-09-06,1.0,-0.0,-1.0867930440231865,-0.9945950180166067,-2.8956603477988407,-1.856258812470625,0.0
2019-09-09,1.0,-0.0,-1.090624265684969,-0.995848672358424,-2.8943369624813973,-1.8519620897626694,0.0
