Date,IWF,IWM,MAS,MTUM,SPY,VLUE,VXX
2018-09-24,-0.34840041279669764,-0.5543269939554769,1.0,-0.040689960194604156,-0.5178534571723427,-0.4872770160695857,0.0
2018-09-25,-0.346984671835237,-0.5600106527785997,1.0,-0.03604190092915902,-0.5226963366278037,-0.49340119547848726,0.0
2018-09-26,-0.34681858538029003,-0.5598697839597514,1.0,-0.035395087303936076,-0.5229949689257176,-0.49437703462562893,0.0
2018-09-27,-0.34755087553241837,-0.5573237103644109,1.0,-0.03611571225745386,-0.5227756743965926,-0.49411381921438713,0.0
2018-09-28,-0.3462300706954181,-0.5584050640399918,1.0,-0.03661963498683705,-0.5225840802200727,-0.49409885526666075,0.0
2018-10-01,-0.3502655549951043,-0.5583479215500103,1.0,-0.03581283565261253,-0.5266296768833635,-0.4960092573361422,0.0
2018-10-02,-0.35009797517962116,-0.5633869722700553,1.0,-0.03473665459295766,-0.5257110622884626,-0.4950121726738317,0.0
2018-10-03,-0.34994505657687625,-0.5539485016780018,1.0,-0.033203647055329515,-0.5303376793086039,-0.5025095779751121,0.0
2018-10-04,-0.3518375586296978,-0.5501988956836669,1.0,-0.033752894377486194,-0.5327138870747492,-0.5001187436917414,0.0
2018-10-05,-0.34478371501272265,-0.5454760636724066,1.0,-0.024823954080123084,-0.5377833007870289,-0.50588792236227,0.0
2018-10-08,-0.3437536934168538,-0.5435527715400071,1.0,-0.022810542489067484,-0.5391797659851081,-0.5054367096087933,0.0
2018-10-09,-0.3460696752824274,-0.5441828828295973,1.0,-0.02714851836517419,-0.5374992606612645,-0.5024250310522269,0.0
2018-10-10,-0.34820273725372236,-0.5662806437058204,1.0,-0.018318544141976235,-0.5491352083020002,-0.5260339900736952,0.0
2018-10-11,-0.29978542664824664,-0.560918256371065,1.0,-0.0,-0.5378442726551248,-0.5408130272478763,0.0
2018-10-12,-0.30233167408959916,-0.5545367216836957,1.0,-0.0,-0.526271359124385,-0.5278141647017728,0.0
2018-10-15,-0.27341794259765967,-0.5847062932991791,1.0,-0.0,-0.5222681492693718,-0.5304768003725913,0.0
2018-10-16,-0.273447051289515,-0.5847354019910345,1.0,-0.0,-0.5222390405775164,-0.5304476916807359,0.0
2018-10-17,-0.2575500704002759,-0.5561621792477228,1.0,-0.0,-0.5204735496106434,-0.5392661130427286,0.0
2018-10-18,-0.25832614322691977,-0.5585562266321541,1.0,-0.0,-0.5194708081679609,-0.5396893874029336,0.0
2018-10-19,-0.2536456539212309,-0.5573257549661269,1.0,-0.0,-0.5197783901710874,-0.5398438397060512,0.0
2018-10-22,-0.2536229804574282,-0.5525870232731656,1.0,-0.0,-0.5218239733693001,-0.5416535139323327,0.0
2018-10-23,-0.24946756461175384,-0.5550279168825188,1.0,-0.0,-0.527801761353825,-0.5457318828066541,0.0
2018-10-24,-0.24979735988883742,-0.5515863825845297,1.0,-0.0,-0.5360120426123205,-0.5574339972209356,0.0
2018-10-25,-0.2309436743487258,-0.5253281174703065,1.0,-0.0,-0.5379142217308729,-0.5405505003259915,0.0
2018-10-26,-0.2194628041063142,-0.516804950077345,1.0,-0.0,-0.5416678385599776,-0.5345802278160596,0.0
2018-10-29,-0.2583227857416184,-0.5372796043917228,1.0,-0.0,-0.5950607835634181,-0.5528507932770141,0.0
2018-10-30,-0.2548407980695662,-0.537196162674357,1.0,-0.0,-0.5951091754458242,-0.5555882526043199,0.0
2018-10-31,-0.25313061759239514,-0.5901709271503002,1.0,-0.0,-0.6206696931842418,-0.5828585356936108,0.0
2018-11-01,-0.2537099673949477,-0.5898771977938263,1.0,-0.0,-0.6207453454002498,-0.5828991071700642,0.0
2018-11-02,-0.25188189387654775,-0.6099179647893815,1.0,-0.0,-0.6209481672658003,-0.5897317725135958,0.0
2018-11-05,-0.24900942961575082,-0.6178394815247105,1.0,-0.0,-0.6215253248149399,-0.5831618392358018,0.0
2018-11-06,-0.25017659162802125,-0.6184699487116488,1.0,-0.0,-0.620589048247904,-0.5818924480206382,0.0
2018-11-07,-0.24956262852582792,-0.6187041527270496,1.0,-0.0,-0.6194100856327307,-0.5815966360762408,0.0
2018-11-08,-0.22317426436956853,-0.6226863851196829,1.0,-0.0,-0.613081262387559,-0.5903033999085227,0.0
2018-11-09,-0.22435525713413706,-0.6234701663360293,1.0,-0.0,-0.6129406378757821,-0.5912406531359683,0.0
2018-11-12,-0.2242612374083204,-0.6068352658328008,1.0,-0.0,-0.6224169938220884,-0.5897927508445175,0.0
2018-11-13,-0.2049376000966972,-0.60333000936754,1.0,-0.0,-0.6254494908288761,-0.5880699845888859,0.0
2018-11-14,-0.2074455205811138,-0.6032990314769976,1.0,-0.0,-0.6274213075060533,-0.5884987893462469,0.0
2018-11-15,-0.20709898024026388,-0.6062880140406088,1.0,-0.0,-0.6334916936484402,-0.5791145943656005,0.0
2018-11-16,-0.20510342744979615,-0.6005133625245357,1.0,-0.0,-0.6322512456590669,-0.5818813226634456,0.0
2018-11-19,-0.20680596654387343,-0.5999456488918413,1.0,-0.0,-0.6312579262032731,-0.5815266622380579,0.0
2018-11-20,-0.18071456474052708,-0.5942486252591724,1.0,-0.0,-0.6348748459989784,-0.5950899966946123,0.0
2018-11-21,-0.18793648898704707,-0.5902823374917925,1.0,-0.0,-0.6358861099504566,-0.57043514594401,0.0
2018-11-23,-0.1887169394996571,-0.5838327817037898,1.0,-0.0,-0.6383099263500015,-0.5709514864179861,0.0
2018-11-26,-0.18789505068574838,-0.5887000596302921,1.0,-0.0,-0.6362254025044723,-0.5686940966010734,0.0
2018-11-27,-0.18306343782498885,-0.5893923636903877,1.0,-0.0,-0.6333085722775219,-0.5655623235774774,0.0
2018-11-28,-0.18219381688466113,-0.5947086801426873,1.0,-0.0,-0.6312722948870393,-0.5645065398335316,0.0
2018-11-29,-0.17163958641063515,-0.5886262924667651,1.0,-0.0,-0.6285672082717872,-0.5653766617429837,0.0
2018-11-30,-0.17051073279052556,-0.590259067357513,1.0,-0.0,-0.6293708364174686,-0.5706587712805329,0.0
2018-12-03,-0.17099105503228482,-0.5903678692020615,1.0,-0.0,-0.629613174574966,-0.5709377406551744,0.0
2018-12-04,-0.17142094650693868,-0.5904993476455938,1.0,-0.0,-0.6314197604080181,-0.5719072470644052,0.0
2018-12-06,-0.1660360756709195,-0.5725472943246811,1.0,-0.0,-0.631148262208535,-0.563220413550374,0.0
2018-12-07,-0.16533216014078314,-0.5726939433934595,1.0,-0.0,-0.6314415603460919,-0.5635430415016865,0.0
2018-12-10,-0.14333517618645794,-0.5781418220967789,1.0,-0.0,-0.635842523350889,-0.552448569848983,0.0
2018-12-11,-0.14184686126713422,-0.5788539332382643,1.0,-0.0,-0.6352550857076336,-0.554291202235092,0.0
2018-12-12,-0.13853963067767439,-0.5819598004609237,1.0,-0.0,-0.6366288398144637,-0.5601096881472623,0.0
2018-12-13,-0.13872040125976903,-0.5808935028578094,1.0,-0.0,-0.6369998833547182,-0.5594890936661612,0.0
2018-12-14,-0.1418036609537134,-0.5725778244141309,1.0,-0.0,-0.641162411099452,-0.5591990206365862,0.0
2018-12-17,-0.12470198290399487,-0.5741989881956154,1.0,-0.0,-0.63042972611502,-0.5781531662499273,0.0
2018-12-18,-0.1176606765633591,-0.5679601817287381,1.0,-0.0,-0.6287582834158058,-0.5793616344011344,0.0
2018-12-19,-0.11896287293457188,-0.5676129293630813,1.0,-0.0,-0.6280927163816303,-0.5791011951268918,0.0
2018-12-20,-0.11512330509699617,-0.5547717482436614,1.0,-0.0,-0.643817398594929,-0.5773511810113042,0.0
2018-12-21,-0.11144378868576364,-0.5557794731538794,1.0,-0.0,-0.6475888872894775,-0.5640996113430258,0.0
2018-12-24,-0.09860526391156171,-0.5425723859438096,1.0,-0.0,-0.6457313056677264,-0.5770255176561561,0.0
2018-12-26,-0.0975129770121499,-0.5438366322514403,1.0,-0.0,-0.6384975186811934,-0.5722434544521134,0.0
2018-12-27,-0.07230957275404189,-0.5246402577920996,1.0,-0.0,-0.6006167009278294,-0.5803933551863992,0.0
2018-12-28,-0.07406376940626565,-0.5234544543987535,1.0,-0.0,-0.6020533081075065,-0.582716598964999,0.0
2018-12-31,-0.07575420238227765,-0.5210954024268062,1.0,-0.0,-0.6025548257820328,-0.5836301903595681,0.0
2019-01-02,-0.07529215358931553,-0.5209794101279911,1.0,-0.0,-0.602392877017251,-0.583750695603784,0.0
2019-01-03,-0.07464098853389736,-0.5213737058889013,1.0,-0.0,-0.6017199153957477,-0.585272180785929,0.0
2019-01-04,-0.055600210648853905,-0.5277308129382744,1.0,-0.0,-0.5966351617284293,-0.5917292607888246,0.0
2019-01-07,-0.05394271178942712,-0.5250774165007741,1.0,-0.0,-0.5959964609599646,-0.5898584383985844,0.0
2019-01-08,-0.05281963217372036,-0.5306060270330156,1.0,-0.0,-0.5945047640150676,-0.5918734766230888,0.0
2019-01-09,-0.05185390149418927,-0.5260099612617598,1.0,-0.0,-0.5944936358605424,-0.5946596568898727,0.0
2019-01-10,-0.0498265093684941,-0.5318528799444829,1.0,-0.0,-0.595058986814712,-0.5991117279666898,0.0
2019-01-11,-0.05212414214664777,-0.5200466783362507,1.0,-0.0,-0.5972604262176655,-0.6090133644522241,0.0
2019-01-14,-0.059416666666666666,-0.5207777777777778,1.0,-0.0,-0.5966111111111111,-0.6009722222222222,0.0
