Date,ICPT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.9686338728979027,-1.823266360143604,-0.2976632865150847,-1.1761037979467155,-1.032751779303395,0.0
2018-09-25,1.0,-0.9800341189107222,-1.8235925949327099,-0.3104189044038668,-1.176154672395274,-1.0281165097617995,0.0
2018-09-26,1.0,-0.9826114448308567,-1.8268732216250394,-0.31501738855516914,-1.1760354094214351,-1.0226367372747391,0.0
2018-09-27,1.0,-0.992780697865873,-1.8119181812424798,-0.3211322905452473,-1.1807991894116903,-1.026090811221582,0.0
2018-09-28,1.0,-1.0027972027972027,-1.8137952956134775,-0.3214240305149396,-1.187476160203433,-1.03191354100445,0.0
2018-10-01,1.0,-1.0059175362687707,-1.8124204632221939,-0.32132858233647243,-1.1902519725120897,-1.03308729956732,0.0
2018-10-02,1.0,-1.0068706660729054,-1.8010687702780073,-0.3257204656784783,-1.1923150327628984,-1.0356892932120365,0.0
2018-10-03,1.0,-1.0157763098826396,-1.8357596357339832,-0.3307253254665555,-1.1968832168280636,-1.0339896107227602,0.0
2018-10-04,1.0,-1.0216094902212247,-1.8255210003206155,-0.33222186598268677,-1.204488618146842,-1.028406540557871,0.0
2018-10-05,1.0,-1.031640675344761,-1.8488207243201442,-0.32549297589895604,-1.2101430596726381,-1.0280319628818146,0.0
2018-10-08,1.0,-1.0298420883016435,-1.8460199806638735,-0.3161456654850145,-1.2225588140509183,-1.0308088946181113,0.0
2018-10-09,1.0,-1.037092084006462,-1.8513085621970922,-0.3263974151857835,-1.2213893376413572,-1.025848142164782,0.0
2018-10-10,1.0,-1.0372189196174721,-1.851835099508917,-0.32573016283277334,-1.2215688808477643,-1.0253295425174462,0.0
2018-10-11,1.0,-0.9570101669386216,-1.862495293083971,-0.20189531818752351,-1.2030877369147734,-1.0513367641521274,0.0
2018-10-12,1.0,-0.9754403373852643,-1.8580997271148598,-0.19151575291490947,-1.169064748201439,-1.0078144381046887,0.0
2018-10-15,1.0,-0.9597871813907448,-1.884434545904479,-0.16592427616926503,-1.1676565206632021,-1.0087849542192526,0.0
2018-10-16,1.0,-0.9622933564485172,-1.8793882731719398,-0.17082533589251442,-1.1689059500959695,-1.0102160856912885,0.0
2018-10-17,1.0,-0.9362685477985893,-1.8226100705424468,-0.14570664072001946,-1.1598759425930432,-1.0168450498662125,0.0
2018-10-18,1.0,-0.940101151666565,-1.8309060995673634,-0.14240448479678264,-1.1601974285540186,-1.0198647248796537,0.0
2018-10-19,1.0,-0.9288221764919502,-1.8251422345962958,-0.12322963321631764,-1.160876407214623,-1.0145260864302141,0.0
2018-10-22,1.0,-0.9277831675964103,-1.833555663351928,-0.13291292747999028,-1.157106475867087,-1.0121877273829734,0.0
2018-10-23,1.0,-0.9268827687058251,-1.8447477455520351,-0.11997319034852548,-1.175237631001706,-1.026200341213746,0.0
2018-10-24,1.0,-0.9313056198951603,-1.8412775813726685,-0.10526636596367182,-1.1823723028160429,-1.035048153114714,0.0
2018-10-25,1.0,-0.8815137939165291,-1.7692171657627918,-0.08895307710445649,-1.1780829992926196,-0.9770101391181324,0.0
2018-10-26,1.0,-0.862414737946715,-1.7499562758701102,-0.06587768903398822,-1.1866145863697313,-0.965078994928001,0.0
2018-10-29,1.0,-0.8361733061936609,-1.7806920616458275,-0.035882523989531845,-1.1790055248618785,-0.9838325094504216,0.0
2018-10-30,1.0,-0.8445143256464012,-1.782087118565106,-0.04035639412997904,-1.1795364546936873,-0.9769974376892615,0.0
2018-10-31,1.0,-0.8538180976089852,-1.7442829850055,-0.041625658542233546,-1.1795287442829852,-0.9701267874717767,0.0
2018-11-01,1.0,-0.8924389526331274,-1.7344513092085907,-0.06725507502206532,-1.201353339217417,-0.9886437187408061,0.0
2018-11-02,1.0,-0.8913558318531675,-1.7577264653641207,-0.06862048549437537,-1.2044997039668444,-0.9985198342214328,0.0
2018-11-05,1.0,-0.881870580545487,-1.8017707528670748,-0.06577930952522432,-1.2150454572464198,-0.9776576148315409,0.0
2018-11-06,1.0,-0.8861827254366165,-1.8043245812047048,-0.06433408577878104,-1.212130212664845,-0.9733871925864324,0.0
2018-11-07,1.0,-0.8808080808080808,-1.8052287581699344,-0.07474747474747474,-1.2082590612002377,-0.9727272727272727,0.0
2018-11-08,1.0,-0.854567944866584,-1.8113918831360076,-0.04464864228073275,-1.1993285032691288,-0.9803852270719209,0.0
2018-11-09,1.0,-0.8540047114252061,-1.8105418138987042,-0.04564193168433451,-1.1991166077738515,-0.9800353356890459,0.0
2018-11-12,1.0,-0.8528082633957391,-1.7972885732730792,-0.043547156523270146,-1.2007746933505488,-0.9745290216562004,0.0
2018-11-13,1.0,-0.8440329458496407,-1.804077340966178,-0.021847070506454815,-1.2034581459197382,-0.9679887843916116,0.0
2018-11-14,1.0,-0.8446443172526573,-1.803118794533349,-0.022018455787875247,-1.2032472841957715,-0.9674103492582642,0.0
2018-11-15,1.0,-0.8450251373786977,-1.8067929381503567,-0.018765345492809542,-1.2050157839354614,-0.9703612767450018,0.0
2018-11-16,1.0,-0.8426671333566679,-1.7989732819974333,-0.017442538793606348,-1.202485124256213,-0.9720569361801424,0.0
2018-11-19,1.0,-0.8426028596440035,-1.8009337613072656,-0.013889699445579225,-1.2050189670265539,-0.9735628829880362,0.0
2018-11-20,1.0,-0.7523214390001752,-1.8014950651170942,-0.0,-1.2389184138293523,-1.0473631957016878,0.0
2018-11-21,1.0,-0.778225806451613,-1.810542309490416,-0.0,-1.2581229546517065,-0.9969027582982702,0.0
2018-11-23,1.0,-0.7790229381894589,-1.79927625051071,-0.0,-1.261308585770151,-0.9970816552851223,0.0
2018-11-26,1.0,-0.7774664331582019,-1.8093987157034441,-0.0,-1.2576765907764156,-0.9931115002918856,0.0
2018-11-27,1.0,-0.7585584536562645,-1.8234163949697253,-0.0,-1.2530857009781091,-0.9870167675826734,0.0
2018-11-28,1.0,-0.7563250553806692,-1.8381135595196454,-0.0,-1.2492130115424975,-0.9858342077649529,0.0
2018-11-29,1.0,-0.7108794563151529,-1.8167943327765939,-0.0,-1.2414905258307896,-0.9901514715198986,0.0
2018-11-30,1.0,-0.7093775262732417,-1.8215729298995267,-0.0,-1.24431227624437,-0.9990761057858876,0.0
2018-12-03,1.0,-0.7057940904893815,-1.8225415512465375,-0.0,-1.2441712834718375,-0.998499538319483,0.0
