Date,IWF,IWM,MTUM,SPY,VEDL,VLUE,VXX
2018-09-24,-0.5274157204082535,-0.89024875182256,-0.09238722219767596,-0.9537401139928423,1.0,-0.9544912296204657,0.0
2018-09-25,-0.526799929241111,-0.8924907128958075,-0.09065982664072175,-0.9555545727932072,1.0,-0.9568813019635592,0.0
2018-09-26,-0.5295576318469646,-0.8965150777133242,-0.09507151397068592,-0.9557189036000531,1.0,-0.9512465128636586,0.0
2018-09-27,-0.5498612478739593,-0.8876555366574165,-0.10267657327007429,-0.9715781935368365,1.0,-0.9641034822307761,0.0
2018-09-28,-0.5487826709631222,-0.8882921589688506,-0.10338345864661654,-0.9711331901181525,1.0,-0.9638381668456856,0.0
2018-10-01,-0.5593090384268447,-0.8941908713692945,-0.10215587227133321,-0.9831318780443803,1.0,-0.9714053761500991,0.0
2018-10-02,-0.5595093131285798,-0.8932936454246154,-0.10318856266630587,-0.9828169395210391,1.0,-0.9711811662833175,0.0
2018-10-03,-0.5592188345661194,-0.8808858019123219,-0.10138913945516868,-0.9883186000360815,1.0,-0.9803355583618979,0.0
2018-10-04,-0.5585512351533216,-0.8854265456351895,-0.1018832136566861,-0.9870839542970691,1.0,-0.9831549473874363,0.0
2018-10-05,-0.5452419499910056,-0.8760568447562511,-0.08648138154344306,-0.9957726209749955,1.0,-0.9937039035797804,0.0
2018-10-08,-0.5483725339713782,-0.8829398221299264,-0.08789670895219177,-0.997697620874904,1.0,-0.9976073314974493,0.0
2018-10-09,-0.5902245088868101,-0.9338166510757717,-0.12507015902712817,-1.0216089803554724,1.0,-1.0065481758652948,0.0
2018-10-10,-0.5948199147580909,-0.9328368694674722,-0.12908060512388178,-1.0255725727132219,1.0,-1.0013114139852934,0.0
2018-10-11,-0.5254005203341092,-0.9379250536309279,-0.023734538317586377,-1.0272490757223058,1.0,-1.050025103838605,0.0
2018-10-12,-0.5441163189740811,-0.9300099340738734,-0.016752460941027728,-1.0035220807369276,1.0,-1.0211324844215661,0.0
2018-10-15,-0.547876430412954,-0.9272694377855172,-0.017006648876023336,-1.007417793658691,1.0,-1.0234746031028088,0.0
2018-10-16,-0.5474198362805843,-0.9287684862738003,-0.0159196779883316,-1.0072814436253448,1.0,-1.0232463479715979,0.0
2018-10-17,-0.522575771042574,-0.8747222469113857,-0.0,-1.0060883477024265,1.0,-1.0406630521731401,0.0
2018-10-18,-0.5253164556962026,-0.8827776787306115,-0.0,-1.0055714031021572,1.0,-1.0434569441968267,0.0
2018-10-19,-0.5091793850917938,-0.8671975226719753,-0.0,-1.0053970360539703,1.0,-1.0420703384207033,0.0
2018-10-22,-0.5127275980852682,-0.8523240728313872,-0.0,-1.0372209546816982,1.0,-1.0713998121057575,0.0
2018-10-23,-0.5264812901486905,-0.8596648847760658,-0.0,-1.0340056601230851,1.0,-1.0720093436952518,0.0
2018-10-24,-0.5243333034030708,-0.8576367064739159,-0.0,-1.0345245577803717,1.0,-1.0729999102092125,0.0
2018-10-25,-0.4717743687801486,-0.787666768067446,-0.0,-1.0540611012124634,1.0,-1.032245447829299,0.0
2018-10-26,-0.444105254106114,-0.7702295984177486,-0.0,-1.065095880987187,1.0,-1.0201221085217989,0.0
2018-10-29,-0.4132882400787705,-0.7829958474249754,-0.0,-1.0533413245430028,1.0,-1.0313369579177192,0.0
2018-10-30,-0.39059217014707776,-0.7867587153209554,-0.0,-1.0574160627760387,1.0,-1.0532138416019896,0.0
2018-10-31,-0.39466746045245793,-0.7609287293757441,-0.0,-1.0519220955944888,1.0,-1.0449055961898281,0.0
2018-11-01,-0.355212025451595,-0.8028355468249563,-0.0,-1.0588888414399795,1.0,-1.0534654310970661,0.0
2018-11-02,-0.35540905004495055,-0.8104370906288797,-0.0,-1.0591634915878247,1.0,-1.0559955477546128,0.0
2018-11-05,-0.3444569159039889,-0.8621136245898807,-0.0,-1.0747711966845104,1.0,-1.035745121740632,0.0
2018-11-06,-0.34820696500237347,-0.8645837828507315,-0.0,-1.071462477883744,1.0,-1.0311569498985889,0.0
2018-11-07,-0.3470682141778487,-0.8662035638779825,-0.0,-1.069983172973206,1.0,-1.031367303792553,0.0
2018-11-08,-0.31530838886041346,-0.8632752434648898,-0.0,-1.0571074662566204,1.0,-1.035665470698787,0.0
2018-11-09,-0.3162279952144933,-0.863698513074688,-0.0,-1.05682789266792,1.0,-1.0359767561100668,0.0
2018-11-12,-0.31660907035283076,-0.8371944195571484,-0.0,-1.0763684457528053,1.0,-1.0362643457485388,0.0
2018-11-13,-0.29272419627749574,-0.8275380710659899,-0.0,-1.077284263959391,1.0,-1.0325719120135364,0.0
2018-11-14,-0.3008588642481733,-0.8377131137033714,-0.0,-1.0921676708114345,1.0,-1.042216809810708,0.0
2018-11-15,-0.300012810111448,-0.8406422135872581,-0.0,-1.099363764464751,1.0,-1.030018361159742,0.0
2018-11-16,-0.30017064846416386,-0.8383959044368601,-0.0,-1.0977815699658704,1.0,-1.0298634812286689,0.0
2018-11-19,-0.3016252186153649,-0.837776735059506,-0.0,-1.0968306104167556,1.0,-1.029433093034168,0.0
2018-11-20,-0.23489932885906042,-0.827754651261575,-0.0,-1.1126922096678278,1.0,-1.0723812760173308,0.0
2018-11-21,-0.2348577449947313,-0.8182086406743941,-0.0,-1.1083667017913594,1.0,-1.0535721812434142,0.0
2018-11-23,-0.23506345659231775,-0.8198338744360586,-0.0,-1.1079394527132438,1.0,-1.0535902517181768,0.0
2018-11-26,-0.2351031079998313,-0.8195504575549277,-0.0,-1.1084215409269178,1.0,-1.054021001138616,0.0
2018-11-27,-0.2165131412152455,-0.8409532662891912,-0.0,-1.1126088058818557,1.0,-1.0553959266458208,0.0
2018-11-28,-0.21702019775204937,-0.8412913039803938,-0.0,-1.1121017493450518,1.0,-1.0551001436660188,0.0
2018-11-29,-0.17702070808283232,-0.825442551770207,-0.0,-1.1092184368737477,1.0,-1.0633350033400135,0.0
2018-11-30,-0.1807167883827937,-0.8433872261387142,-0.0,-1.1322554772257167,1.0,-1.0650090759424207,0.0
2018-12-03,-0.17533539294934192,-0.8505649837064624,-0.0,-1.1375851707647382,1.0,-1.0686021414363707,0.0
2018-12-04,-0.17569229464399305,-0.8517026419575081,-0.0,-1.1418514906068444,1.0,-1.0714558330859592,0.0
2018-12-06,-0.1653924040170269,-0.7601768814315825,-0.0,-1.1633260321527463,1.0,-1.0438484109600366,0.0
2018-12-07,-0.1524747537713502,-0.7691060964966961,-0.0,-1.1735028882516727,1.0,-1.060674063915555,0.0
2018-12-10,-0.11771715013559042,-0.7715917495274879,-0.0,-1.177130413345386,1.0,-1.0423206508340865,0.0
2018-12-11,-0.09563598759048605,-0.7888314374353672,-0.0,-1.1798138572905894,1.0,-1.0722233712512927,0.0
2018-12-12,-0.09974721312834114,-0.7903526584061995,-0.0,-1.183788487837222,1.0,-1.0701587170030253,0.0
2018-12-13,-0.10146856928901277,-0.7988101676581936,-0.0,-1.1841327952739527,1.0,-1.0758414111577983,0.0
2018-12-14,-0.1122185154295246,-0.7723519599666389,-0.0,-1.2062135112593828,1.0,-1.0793577981651377,0.0
2018-12-17,-0.08770253427503116,-0.7721645201495637,-0.0,-1.1908184461985873,1.0,-1.1038637307852097,0.0
2018-12-18,-0.06176580465734092,-0.7610310904487153,-0.0,-1.2025237640612676,1.0,-1.1256070731808558,0.0
2018-12-19,-0.07856964032379203,-0.7633313861303512,-0.0,-1.2022031210882083,1.0,-1.128431945255779,0.0
2018-12-20,-0.07813536828135367,-0.7480507631055077,-0.0,-1.2015593895155938,1.0,-1.1195670205706703,0.0
2018-12-21,-0.0699962789928474,-0.7536693264977053,-0.0,-1.2155290031835282,1.0,-1.0952577831066275,0.0
2018-12-24,-0.04243269862114248,-0.724844057780696,-0.0,-1.2127380170715694,1.0,-1.1237688772160208,0.0
2018-12-26,-0.04244861483467381,-0.7348281745064587,-0.0,-1.1799902510358276,1.0,-1.1048013648549841,0.0
2018-12-27,-0.0,-0.6887097402344511,-0.0,-1.0901195622541573,1.0,-1.115706663551038,0.0
2018-12-28,-0.0,-0.6996136886877122,-0.0,-1.0899832208217897,1.0,-1.11253755804425,0.0
2018-12-31,-0.0,-0.705751347972181,-0.0,-1.0896303821208095,1.0,-1.1118230835352034,0.0
2019-01-02,-0.0,-0.7045365815569611,-0.0,-1.087881627235106,1.0,-1.1116576872023114,0.0
2019-01-03,-0.0,-0.7109890109890109,-0.0,-1.125274725274725,1.0,-1.0883830455259027,0.0
2019-01-04,-0.0,-0.7083072590738423,-0.0,-1.1158870463078847,1.0,-1.0869055068836044,0.0
2019-01-07,-0.0,-0.680166147455867,-0.0,-1.100765355178647,1.0,-1.0650744202146072,0.0
2019-01-08,-0.0,-0.6581748318924112,-0.0,-1.1208837656099906,1.0,-1.063400576368876,0.0
2019-01-09,-0.0,-0.6475529303467321,-0.0,-1.1195535440319115,1.0,-1.0684258975145748,0.0
2019-01-10,-0.0,-0.643714296668328,-0.0,-1.123567074339608,1.0,-1.0666334394049763,0.0
2019-01-11,-0.0,-0.630865524921281,-0.0,-1.1290607480224255,1.0,-1.0800245756854314,0.0
2019-01-14,-0.0,-0.633538225124856,-0.0,-1.1300422589320018,1.0,-1.0781406069919326,0.0
