Date,IWF,IWM,KR,MTUM,SPY,VLUE,VXX
2018-09-24,-0.45233626395337345,-1.3047021633902993,1.0,-0.0,-1.0414896769732291,-1.1407191544008692,0.0
2018-09-25,-0.4532438036930977,-1.3036930976597216,1.0,-0.0,-1.0407326947763405,-1.1395773674335934,0.0
2018-09-26,-0.4522233201581028,-1.3036561264822133,1.0,-0.0,-1.041798418972332,-1.1430335968379446,0.0
2018-09-27,-0.45919778699861685,-1.2923829282750443,1.0,-0.0,-1.0439636435487059,-1.1442402687215965,0.0
2018-09-28,-0.4564980698802336,-1.2997129565475602,1.0,-0.0,-1.0462238938929032,-1.1465901217460162,0.0
2018-10-01,-0.4568445016331783,-1.2995149955458773,1.0,-0.0,-1.0461744036424825,-1.1464911412451748,0.0
2018-10-02,-0.45734937373137285,-1.3023417000841626,1.0,-0.0,-1.045497301846626,-1.1456012673894747,0.0
2018-10-03,-0.4573666468372,-1.2873785445171524,1.0,-0.0,-1.0539361491175887,-1.1586853063652587,0.0
2018-10-04,-0.45938583457157006,-1.2825160970777614,1.0,-0.0,-1.0554234769687965,-1.1555720653789003,0.0
2018-10-05,-0.43735841623165567,-1.2714468629961588,1.0,-0.0,-1.0557963163596966,-1.1600512163892445,0.0
2018-10-08,-0.4328093431232445,-1.2680727344404474,1.0,-0.0,-1.065392007096043,-1.1615335337308432,0.0
2018-10-09,-0.42760627280796926,-1.2687148633987573,1.0,-0.0,-1.0684485649472335,-1.166683104842687,0.0
2018-10-10,-0.43155893536121676,-1.2950770462277366,1.0,-0.0,-1.08375025015009,-1.192565539323594,0.0
2018-10-11,-0.2973952544338665,-1.2763253274054027,1.0,-0.0,-1.0431063644710772,-1.215725124438216,0.0
2018-10-12,-0.28969834945930567,-1.2559760956175299,1.0,-0.0,-1.0117150445835705,-1.1854961107949156,0.0
2018-10-15,-0.25842271889618673,-1.2782686764636393,1.0,-0.0,-1.003732930113878,-1.184803666776922,0.0
2018-10-16,-0.24889648298447958,-1.3057098106222413,1.0,-0.0,-1.0055531824006836,-1.1861502681665006,0.0
2018-10-17,-0.21024726692628914,-1.246516210763384,1.0,-0.0,-1.0135128794632384,-1.2216487589733966,0.0
2018-10-18,-0.20914081929519965,-1.2445685326826523,1.0,-0.0,-1.0163295950448126,-1.222373422176341,0.0
2018-10-19,-0.17657472978009692,-1.2268449496831906,1.0,-0.0,-1.0253447633246366,-1.2301994036526278,0.0
2018-10-22,-0.17720810999766953,-1.2140293637846655,1.0,-0.0,-1.032906082498252,-1.2367746446049872,0.0
2018-10-23,-0.1879323237988409,-1.219059637315386,1.0,-0.0,-1.0300056085249578,-1.2367732286408675,0.0
2018-10-24,-0.18587430285419693,-1.2148849416506537,1.0,-0.0,-1.0374935557950977,-1.2484416740872664,0.0
2018-10-25,-0.12123663161678801,-1.132560438572841,1.0,-0.0,-1.0430933764716457,-1.1967286779904738,0.0
2018-10-26,-0.09141360326762565,-1.1119250577162139,1.0,-0.0,-1.0539868584620848,-1.1823832356597408,0.0
2018-10-29,-0.0632409325283152,-1.1167423207439073,1.0,-0.0,-1.0404124983473624,-1.186637874046979,0.0
2018-10-30,-0.0369108209780925,-1.1244523124585086,1.0,-0.0,-1.0484620491259127,-1.215932728479752,0.0
2018-10-31,-0.04019721062450031,-1.1311628320156346,1.0,-0.0,-1.0515234964910722,-1.2187527760504575,0.0
2018-11-01,-0.01048562669391745,-1.1579064291109433,1.0,-0.0,-1.0529168703070155,-1.2217532323277203,0.0
2018-11-02,-0.025847137718168493,-1.1085846249500377,1.0,-0.0,-1.0843362792556734,-1.2223653239774392,0.0
2018-11-05,-0.017231347625654567,-1.1546793179071746,1.0,-0.0,-1.0985543570693284,-1.2052544421071476,0.0
2018-11-06,-0.018172052636290396,-1.1544624474084684,1.0,-0.0,-1.098245456986841,-1.2049503177871275,0.0
2018-11-07,-0.017033261802575108,-1.15379113018598,1.0,-0.0,-1.0960300429184548,-1.203817954220315,0.0
2018-11-08,-0.0,-1.144080893716607,1.0,-0.0,-1.0703845984015543,-1.2010862365876274,0.0
2018-11-09,-0.0,-1.1437086092715232,1.0,-0.0,-1.0708609271523177,-1.2004415011037526,0.0
2018-11-12,-0.0,-1.116904814244889,1.0,-0.0,-1.0826994943943724,-1.1970103319410859,0.0
2018-11-13,-0.0,-1.1008498583569404,1.0,-0.0,-1.0719982567008064,-1.1853998692525605,0.0
2018-11-14,-0.0,-1.10022659926791,1.0,-0.0,-1.0723374586020569,-1.1851141711696007,0.0
2018-11-15,-0.0,-1.100758632717126,1.0,-0.0,-1.0725497035228462,-1.1866498081618417,0.0
2018-11-16,-0.0,-1.0855948076839308,1.0,-0.0,-1.0719170623339287,-1.1984579866707321,0.0
2018-11-19,-0.0,-1.0854566836534691,1.0,-0.0,-1.0717365738925912,-1.1983971427326974,0.0
2018-11-20,-0.0,-1.0584455058619193,1.0,-0.0,-1.0583586626139818,-1.225358228397742,0.0
2018-11-21,-0.0,-1.0444291963290162,1.0,-0.0,-1.0483317608714298,-1.1958143923149498,0.0
2018-11-23,-0.0,-1.0267746219423382,1.0,-0.0,-1.0580902197660969,-1.1990746690656726,0.0
2018-11-26,-0.0,-1.034190231362468,1.0,-0.0,-1.0547557840616968,-1.1955869751499573,0.0
2018-11-27,-0.0,-1.0386223967224308,1.0,-0.0,-1.043103448275862,-1.1859423011266645,0.0
2018-11-28,-0.0,-1.0294532552472961,1.0,-0.0,-1.0529218142179284,-1.1924079852947465,0.0
2018-11-29,-0.0,-0.9992409867172675,1.0,-0.0,-1.0298545224541429,-1.1876449504532995,0.0
2018-11-30,-0.0,-1.0001265128832286,1.0,-0.0,-1.031965588495762,-1.1850040062413023,0.0
2018-12-03,-0.0,-1.0092808407848455,1.0,-0.0,-1.0386489808026445,-1.1898970208077295,0.0
2018-12-04,-0.0,-1.0108539572599038,1.0,-0.0,-1.0280006757327478,-1.184475040121632,0.0
2018-12-06,-0.0,-0.9193069508276732,1.0,-0.0,-1.006670191564648,-1.1412128360515719,0.0
2018-12-07,-0.0,-0.9315545719086847,1.0,-0.0,-1.0247141276281815,-1.142300913971884,0.0
2018-12-10,-0.0,-0.9241750242639922,1.0,-0.0,-1.0077644775153671,-1.1120592041410546,0.0
2018-12-11,-0.0,-0.9254238659814672,1.0,-0.0,-1.005260389268806,-1.1157285639137295,0.0
2018-12-12,-0.0,-0.9277289124883465,1.0,-0.0,-1.0104981557293988,-1.1151149122451463,0.0
2018-12-13,-0.0,-0.9253290139704393,1.0,-0.0,-1.0107714112168456,-1.113302287912533,0.0
2018-12-14,-0.0,-0.9121777489983407,1.0,-0.0,-1.0206402525395606,-1.11429033955239,0.0
2018-12-17,-0.0,-0.9042750181144835,1.0,-0.0,-0.9950889622413654,-1.1260365510023347,0.0
2018-12-18,-0.0,-0.8842994976477155,1.0,-0.0,-0.9804242085958058,-1.1221991866677299,0.0
2018-12-19,-0.0,-0.8856253491898795,1.0,-0.0,-0.9821214781706441,-1.122994652406417,0.0
2018-12-20,-0.0,-0.866642888281219,1.0,-0.0,-0.9836325446835493,-1.1128284389489953,0.0
2018-12-21,-0.0,-0.8619156304108295,1.0,-0.0,-0.9798913898945381,-1.0933417283173303,0.0
2018-12-24,-0.0,-0.8279318279318278,1.0,-0.0,-0.9620139620139619,-1.11009711009711,0.0
2018-12-26,-0.0,-0.8284899406459569,1.0,-0.0,-0.9329376397132505,-1.0927310568102981,0.0
2018-12-27,-0.0,-0.7678827289760829,1.0,-0.0,-0.8305227965759213,-1.0754619934604503,0.0
2018-12-28,-0.0,-0.7759635186819652,1.0,-0.0,-0.82932480141218,-1.0722271256251839,0.0
2018-12-31,-0.0,-0.7781047675103001,1.0,-0.0,-0.8289434961742201,-1.0715494408475572,0.0
2019-01-02,-0.0,-0.7768956518543023,1.0,-0.0,-0.8251552909177786,-1.0734737383761532,0.0
2019-01-03,-0.0,-0.7772466539196942,1.0,-0.0,-0.8410428004118253,-1.0586851007501104,0.0
2019-01-04,-0.0,-0.7823559520327582,1.0,-0.0,-0.8092644047967242,-1.0644194208832993,0.0
2019-01-07,-0.0,-0.7414773743516365,1.0,-0.0,-0.7974602038991235,-1.0382400286174207,0.0
2019-01-08,-0.0,-0.7275256849315068,1.0,-0.0,-0.8050442351598174,-1.0347816780821917,0.0
2019-01-09,-0.0,-0.7229842875975345,1.0,-0.0,-0.8039334449709624,-1.0359853208394199,0.0
2019-01-10,-0.0,-0.7194134227708995,1.0,-0.0,-0.8127519891533164,-1.0357869197559495,0.0
2019-01-11,-0.0,-0.717558343161431,1.0,-0.0,-0.8155176727064793,-1.0407776705621672,0.0
2019-01-14,-0.0,-0.7186295503211991,1.0,-0.0,-0.8204496788008565,-1.0298001427551748,0.0
2019-01-15,-0.0,-0.714622641509434,1.0,-0.0,-0.8208619210977702,-1.037985991995426,0.0
2019-01-16,-0.0,-0.7099696807561976,1.0,-0.0,-0.8176208311039772,-1.0393436775459246,0.0
2019-01-17,-0.0,-0.708499714774672,1.0,-0.0,-0.8178479749001711,-1.039004563605248,0.0
2019-01-18,-0.0,-0.7095036276129588,1.0,-0.0,-0.8265570002155017,-1.0556353710221966,0.0
2019-01-22,-0.0,-0.6526791953219815,1.0,-0.0,-0.84241109190541,-1.1826339597660993,0.0
2019-01-23,-0.0,-0.6213932551103241,1.0,-0.0,-0.8554719208914472,-1.2128994170171945,0.0
2019-01-24,-0.0,-0.6229290432087378,1.0,-0.0,-0.8546179107782002,-1.2123537876831114,0.0
2019-01-25,-0.0,-0.5414926732973958,1.0,-0.0,-0.9276820286994154,-1.3270063017234834,0.0
2019-01-28,-0.0,-0.5127695366263954,1.0,-0.0,-0.9827573023398073,-1.3276877198348371,0.0
2019-01-29,-0.0,-0.4795984579564106,1.0,-0.0,-0.9819840451925645,-1.3553952440932862,0.0
2019-01-30,-0.0,-0.47942605526875187,1.0,-0.0,-0.9769207409656847,-1.3396219252960826,0.0
2019-01-31,-0.0,-0.4933835272644308,1.0,-0.0,-0.9366111491368165,-1.37253783557685,0.0
2019-02-01,-0.0,-0.49179328991964666,1.0,-0.0,-0.9422293308960737,-1.3741955139190374,0.0
2019-02-04,-0.0,-0.49649390243902436,1.0,-0.0,-0.9488567073170732,-1.3656249999999999,0.0
2019-02-05,-0.0,-0.47896966487631437,1.0,-0.0,-0.9392541039412966,-1.3642484302897344,0.0
2019-02-06,-0.0,-0.47307473982970677,1.0,-0.0,-0.9424787133396405,-1.3687417218543048,0.0
2019-02-07,-0.0,-0.4705682076114095,1.0,-0.0,-0.9447681016872209,-1.367632594386018,0.0
2019-02-08,-0.0,-0.4702780622889875,1.0,-0.0,-0.9643791965403437,-1.3588255377261864,0.0
2019-02-11,-0.0,-0.46009747182455074,1.0,-0.0,-0.9668367346938775,-1.3805589399939082,0.0
2019-02-12,-0.0,-0.45640790429232125,1.0,-0.0,-0.9849405649199251,-1.3808049535603717,0.0
2019-02-13,-0.0,-0.47588929776142286,1.0,-0.0,-0.9827506899724011,-1.3745400183992642,0.0
2019-02-14,-0.0,-0.4222614163567348,1.0,-0.0,-1.0200912541697023,-1.391894482573521,0.0
2019-02-15,-0.0,-0.45452453105220764,1.0,-0.0,-1.003874333499559,-1.3776132571253215,0.0
2019-02-19,-0.0,-0.44424446656965616,1.0,-0.0,-1.0105307497893852,-1.374588343417324,0.0
2019-02-20,-0.0,-0.4543086939869782,1.0,-0.0,-1.0057832248180774,-1.369858291842206,0.0
2019-02-21,-0.0,-0.5034123293835309,1.0,-0.0,-0.958189590520474,-1.2882105894705267,0.0
2019-02-22,-0.0,-0.3507264856883997,1.0,-0.0,-0.8639642965001174,-1.1408677561155667,0.0
2019-02-25,-0.0,-0.34247994652406416,1.0,-0.0,-0.8571858288770052,-1.1425802139037433,0.0
2019-02-26,-0.0,-0.3432860773037314,1.0,-0.0,-0.8554232981142169,-1.144877624715795,0.0
2019-02-27,-0.0,-0.3399344350036797,1.0,-0.0,-0.8650899846122968,-1.1400950023416072,0.0
2019-02-28,-0.0,-0.3600484098702347,1.0,-0.0,-0.8877496133933975,-1.11396490284408,0.0
2019-03-01,-0.0,-0.36449258299976456,1.0,-0.0,-0.8798479599044705,-1.119378384742171,0.0
2019-03-04,-0.0,-0.3467529355379823,1.0,-0.0,-0.8962034849885319,-1.1803772551436102,0.0
2019-03-05,-0.0,-0.3339994487320838,1.0,-0.0,-0.9337444873208378,-1.1776805402425579,0.0
2019-03-06,-0.0,-0.3319088810007927,1.0,-0.0,-0.942309680532102,-1.1720370817107213,0.0
2019-03-07,-0.0,-0.3169229710668456,1.0,-0.0,-0.9537619981422231,-1.1696425499707572,0.0
