Date,IWF,IWM,KR,MTUM,SPY,VLUE,VXX
2019-03-08,-0.0,-0.32955807239618035,1.0,-0.0,-1.109001406469761,-1.2626767340291658,0.0
2019-03-11,-0.0,-0.3283406643409677,1.0,-0.0,-1.1436751099651143,-1.319884726224784,0.0
2019-03-12,-0.0,-0.28192409735840346,1.0,-0.0,-1.1774906755873418,-1.3856653977775215,0.0
2019-03-13,-0.0,-0.3045433400527213,1.0,-0.0,-1.1871220344239417,-1.3849046363777329,0.0
2019-03-14,-0.0,-0.3035008907133452,1.0,-0.0,-1.1882890558438541,-1.3808767717450237,0.0
2019-03-15,-0.0,-0.29458208548870135,1.0,-0.0,-1.1976196958500254,-1.397222978491696,0.0
2019-03-18,-0.0,-0.32415128640872626,1.0,-0.0,-1.2207643362447143,-1.407184918784334,0.0
2019-03-19,-0.0,-0.32757593805836804,1.0,-0.0,-1.2212030970815961,-1.4218781020448679,0.0
2019-03-20,-0.0,-0.33589672072359245,1.0,-0.0,-1.2225365581543608,-1.4261067059807944,0.0
2019-03-21,-0.0,-0.3391764051196438,1.0,-0.0,-1.2359885523491532,-1.3997535575164957,0.0
2019-03-22,-0.0,-0.33309329492718837,1.0,-0.0,-1.2806048967834853,-1.386941910705713,0.0
2019-03-25,-0.0,-0.20782870260429037,1.0,-0.0,-1.3496398321855458,-1.400419536135518,0.0
2019-03-26,-0.0,-0.21843057709899374,1.0,-0.0,-1.335202640894086,-1.4236566837688422,0.0
2019-03-27,-0.0,-0.20181955424893727,1.0,-0.0,-1.3446823725716102,-1.4263239442215248,0.0
2019-03-28,-0.0,-0.1968569723493137,1.0,-0.0,-1.3406803262383131,-1.4409787149393276,0.0
2019-03-29,-0.0,-0.19725591568900377,1.0,-0.0,-1.3378802942930998,-1.4417975740703917,0.0
2019-04-01,-0.0,-0.20579110651499485,1.0,-0.0,-1.3383581258451995,-1.433259088378013,0.0
2019-04-02,-0.0,-0.23125546632742308,1.0,-0.0,-1.3728234078079034,-1.3714717341178342,0.0
2019-04-03,-0.0,-0.23249780474175782,1.0,-0.0,-1.36944200526862,-1.3893988983795005,0.0
2019-04-04,-0.0,-0.23113490192945313,1.0,-0.0,-1.375464387009148,-1.3881676187432588,0.0
2019-04-05,-0.0,-0.22171057900216226,1.0,-0.0,-1.3897253143269,-1.3927284375750781,0.0
2019-04-08,-0.0,-0.22200995024875625,1.0,-0.0,-1.3825671641791046,-1.3755223880597016,0.0
2019-04-09,-0.0,-0.19112343966712897,1.0,-0.0,-1.4340003962750147,-1.3376263126609866,0.0
2019-04-10,-0.0,-0.17863931569776648,1.0,-0.0,-1.4565578964042452,-1.3248851576112783,0.0
2019-04-11,-0.0,-0.20434712993355217,1.0,-0.0,-1.4725002001441039,-1.325994716195661,0.0
2019-04-12,-0.0,-0.20077344505317438,1.0,-0.0,-1.484611666129552,-1.3430148243635194,0.0
2019-04-15,-0.0,-0.20324415930274783,1.0,-0.0,-1.479159100996651,-1.3526207480934513,0.0
2019-04-16,-0.0,-0.21300322061191626,1.0,-0.0,-1.470893719806763,-1.3418679549114332,0.0
2019-04-17,-0.0,-0.2039081385979049,1.0,-0.0,-1.4848912167606767,-1.3402095084609185,0.0
2019-04-18,-0.0,-0.20165402063511179,1.0,-0.0,-1.4817535830422737,-1.3312055883415632,0.0
2019-04-22,-0.0,-0.2019928997902211,1.0,-0.0,-1.4917298692915928,-1.3404873325802809,0.0
2019-04-23,-0.0,-0.21270071814734126,1.0,-0.0,-1.4880174291938997,-1.3338174776083274,0.0
2019-04-24,-0.0,-0.18369407204005817,1.0,-0.0,-1.4963656921337425,-1.3580600872233888,0.0
2019-04-25,-0.0,-0.19614916903121202,1.0,-0.0,-1.5103769760843129,-1.3469801378192134,0.0
2019-04-26,-0.0,-0.17747703812078355,1.0,-0.0,-1.5469397707876127,-1.3396326099325366,0.0
2019-04-29,-0.0,-0.14907035793267262,1.0,-0.0,-1.5610615119993447,-1.3852076337128347,0.0
2019-04-30,-0.0,-0.15777595404185474,1.0,-0.0,-1.5602379975379566,-1.3853918752564627,0.0
2019-05-01,-0.0,-0.15166947307897652,1.0,-0.0,-1.572056347283256,-1.383219023368516,0.0
2019-05-02,-0.0,-0.15025864192462435,1.0,-0.0,-1.560390836686099,-1.394777896379013,0.0
2019-05-03,-0.0,-0.15110126738033713,1.0,-0.0,-1.5589598457815512,-1.3914933759895,0.0
2019-05-06,-0.0,-0.11902910236993984,1.0,-0.0,-1.5757030002865213,-1.3983872948303384,0.0
2019-05-07,-0.0,-0.11988375900458415,1.0,-0.0,-1.5721185330713818,-1.4009905042567123,0.0
2019-05-08,-0.0,-0.12967783924503742,1.0,-0.0,-1.541002277904328,-1.3970061828831761,0.0
2019-05-09,-0.0,-0.13198403648802737,1.0,-0.0,-1.542107835152305,-1.3981918879296302,0.0
2019-05-10,-0.0,-0.1327469663653392,1.0,-0.0,-1.5464207182995358,-1.3928251486277385,0.0
2019-05-13,-0.0,-0.12883235485975214,1.0,-0.0,-1.5517775603392043,-1.3963225701239401,0.0
2019-05-14,-0.0,-0.0734692239788139,1.0,-0.0,-1.5583420271246289,-1.3807479335526844,0.0
2019-05-15,-0.0,-0.07304816274021066,1.0,-0.0,-1.5815711184369223,-1.3656428399131624,0.0
2019-05-16,-0.0,-0.0737011033099298,1.0,-0.0,-1.5724774322968906,-1.3658575727181546,0.0
2019-05-17,-0.0,-0.06334329805283995,1.0,-0.0,-1.5579704290215721,-1.418477821766179,0.0
2019-05-20,-0.0,-0.059355568117580554,1.0,-0.0,-1.5592344343050957,-1.4192037470725996,0.0
2019-05-21,-0.0,-0.05733870967741936,1.0,-0.0,-1.556693548387097,-1.418266129032258,0.0
2019-05-22,-0.0,-0.04615260915011659,1.0,-0.0,-1.5599823108466673,-1.4141674037147223,0.0
2019-05-23,-0.0,-0.05244362410721451,1.0,-0.0,-1.5637589278549073,-1.3963165075034107,0.0
2019-05-24,-0.0,-0.029916919635724553,1.0,-0.0,-1.5631490653459017,-1.4011423550087871,0.0
2019-05-28,-0.0,-0.030474897152214724,1.0,-0.0,-1.5630466908974718,-1.400567160602309,0.0
2019-05-29,-0.0,-0.036868928173276,1.0,-0.0,-1.5656155438764134,-1.3790810638636726,0.0
2019-05-30,-0.0,-0.037227265488135056,1.0,-0.0,-1.5662525879917184,-1.3780856824335084,0.0
2019-05-31,-0.0,-0.039958567387753476,1.0,-0.0,-1.558822357674993,-1.3851240986414883,0.0
2019-06-03,-0.0,-0.05485098287888396,1.0,-0.0,-1.5791058972733039,-1.3293040583386175,0.0
2019-06-04,-0.0,-0.045132147244125696,1.0,-0.0,-1.5854895589808615,-1.3318143994928084,0.0
2019-06-05,-0.0,-0.039249346494479344,1.0,-0.0,-1.5909640669501774,-1.271273067769498,0.0
2019-06-06,-0.0,-0.045504214798626284,1.0,-0.0,-1.562285357477365,-1.2948407742741177,0.0
2019-06-07,-0.0,-0.06692742285962626,1.0,-0.0,-1.3687165000724324,-1.185969868173258,0.0
2019-06-10,-0.0,-0.08042309071351739,1.0,-0.0,-1.3281104338472571,-1.176980996773037,0.0
2019-06-11,-0.0,-0.08123309897241754,1.0,-0.0,-1.338705606634217,-1.1855777897962863,0.0
2019-06-12,-0.0,-0.08510561603345108,1.0,-0.0,-1.3337178285631894,-1.1858193353038713,0.0
2019-06-13,-0.0,-0.11340763986581541,1.0,-0.0,-1.328175161418317,-1.1654943548677994,0.0
2019-06-14,-0.0,-0.10651376806384356,1.0,-0.0,-1.3488029333525056,-1.1394780358041556,0.0
2019-06-17,-0.0,-0.10988022875229292,1.0,-0.0,-1.3446390677265043,-1.1422148688990397,0.0
2019-06-18,-0.0,-0.12185916100506848,1.0,-0.0,-1.3374671986771631,-1.135303210036306,0.0
2019-06-19,-0.0,-0.09875655861424568,1.0,-0.0,-1.3694027168834901,-1.1256019550061094,0.0
2019-06-20,-0.0,-0.10450502358745364,1.0,-0.0,-1.3676401742950772,-1.1290287730922972,0.0
2019-06-21,-0.0,-0.11688593320803818,1.0,-0.0,-1.3532600838513806,-1.1441376319213532,0.0
2019-06-24,-0.0,-0.12056711739621678,1.0,-0.0,-1.3484710427524873,-1.1757116302802784,0.0
2019-06-25,-0.0,-0.11511683009514087,1.0,-0.0,-1.352458717602887,-1.1776692304888274,0.0
2019-06-26,-0.0,-0.11583278712402593,1.0,-0.0,-1.3424368217901101,-1.1831257737965188,0.0
2019-06-27,-0.0,-0.12130967623925372,1.0,-0.0,-1.376477044082678,-1.1605633802816904,0.0
2019-06-28,-0.0,-0.09952814660375288,1.0,-0.0,-1.396210541716961,-1.1620395771608323,0.0
2019-07-01,-0.0,-0.09777761532275751,1.0,-0.0,-1.3991885371737702,-1.1582718034944075,0.0
2019-07-02,-0.0,-0.10292239775256302,1.0,-0.0,-1.3836331132109891,-1.1618446495676602,0.0
2019-07-03,-0.0,-0.10752178510227148,1.0,-0.0,-1.374120392314143,-1.1644365041747182,0.0
2019-07-05,-0.0,-0.09963207169137737,1.0,-0.0,-1.3748133037047832,-1.168445593967433,0.0
2019-07-08,-0.0,-0.104545620238399,1.0,-0.0,-1.3689352240002914,-1.1717639339481647,0.0
2019-07-09,-0.0,-0.09603119647217463,1.0,-0.0,-1.371296330041182,-1.1771201574401398,0.0
2019-07-10,-0.0,-0.07075196735645584,1.0,-0.0,-1.3892815505683473,-1.1831827455552317,0.0
2019-07-11,-0.0,-0.0712228904683798,1.0,-0.0,-1.3904137051211958,-1.1833424457809367,0.0
2019-07-12,-0.0,-0.06496012817245021,1.0,-0.0,-1.4007573826603066,-1.175545279102793,0.0
2019-07-15,-0.0,-0.09367724097788124,1.0,-0.0,-1.3980646100116414,-1.146245634458673,0.0
2019-07-16,-0.0,-0.11006595307600822,1.0,-0.0,-1.4082243125382923,-1.0857029588784375,0.0
2019-07-17,-0.0,-0.1334862714173059,1.0,-0.0,-1.3865151623772312,-1.0644849093124955,0.0
2019-07-18,-0.0,-0.1332187980958517,1.0,-0.0,-1.3846236443680875,-1.0613837288378252,0.0
2019-07-19,-0.0,-0.12976448438776597,1.0,-0.0,-1.3752975027530105,-1.0472096905971369,0.0
2019-07-22,-0.0,-0.12064676616915423,1.0,-0.0,-1.3708244491826582,-1.062224591329069,0.0
2019-07-23,-0.0,-0.13086260145083675,1.0,-0.0,-1.3816706169647348,-1.0786468433527259,0.0
2019-07-24,-0.0,-0.1336873452692763,1.0,-0.0,-1.3857414516881346,-1.0685300132754476,0.0
2019-07-25,-0.0,-0.1351592948832553,1.0,-0.0,-1.3799120391890443,-1.0605713877069403,0.0
2019-07-26,-0.0,-0.13661435536101918,1.0,-0.0,-1.371659371552614,-1.0503540799259812,0.0
2019-07-29,-0.0,-0.12630305617817625,1.0,-0.0,-1.372469491585726,-1.0590600206354288,0.0
2019-07-30,-0.0,-0.12821151519464807,1.0,-0.0,-1.369795744075155,-1.0604583303679453,0.0
2019-07-31,-0.0,-0.13601818310959585,1.0,-0.0,-1.3626322892250868,-1.0527381206051567,0.0
2019-08-01,-0.0,-0.14812320561443307,1.0,-0.0,-1.3542693084748165,-1.0420728033176194,0.0
2019-08-02,-0.0,-0.130476597563582,1.0,-0.0,-1.3965590938234664,-1.0349789841134145,0.0
2019-08-05,-0.0,-0.11853819643882828,1.0,-0.0,-1.4393308443423323,-1.0320577254451466,0.0
2019-08-06,-0.0,-0.12270327349524815,1.0,-0.0,-1.3707849348820837,-1.0263991552270328,0.0
2019-08-07,-0.0,-0.13187083187083187,1.0,-0.0,-1.3522990522990523,-1.0257985257985258,0.0
2019-08-08,-0.0,-0.12653567132076846,1.0,-0.0,-1.44774160621195,-1.0712332762203347,0.0
2019-08-09,-0.0,-0.09259798921754336,1.0,-0.0,-1.4248506484044878,-1.1252732041381321,0.0
2019-08-12,-0.0,-0.09068300594701749,1.0,-0.0,-1.4315732564426022,-1.0819967561722834,0.0
2019-08-13,-0.0,-0.07016155146979455,1.0,-0.0,-1.4362609290109019,-1.091605800021588,0.0
2019-08-14,-0.0,-0.08267956295898263,1.0,-0.0,-1.4151173204370409,-1.0845065377037435,0.0
2019-08-15,-0.0,-0.11138353765323994,1.0,-0.0,-1.3806304728546412,-1.01061295971979,0.0
2019-08-16,-0.0,-0.10263857782754758,1.0,-0.0,-1.386688129899216,-1.0101133818589025,0.0
2019-08-19,-0.0,-0.08251616941372836,1.0,-0.0,-1.3903261701091871,-1.004450935391891,0.0
2019-08-20,-0.0,-0.08914044379824834,1.0,-0.0,-1.3822134524180427,-0.9904109114826739,0.0
2019-08-21,-0.0,-0.0949220505375229,1.0,-0.0,-1.3847696083514813,-0.977047253620934,0.0
2019-08-22,-0.0,-0.09825793568821868,1.0,-0.0,-1.3573986091028025,-0.9871583006265923,0.0
2019-08-23,-0.0,-0.09375862068965518,1.0,-0.0,-1.3586551724137932,-0.9958620689655173,0.0
2019-08-26,-0.0,-0.07850790849229516,1.0,-0.0,-1.3476002986898377,-0.9680944946032176,0.0
2019-08-27,-0.0,-0.07835415535035307,1.0,-0.0,-1.3518468223791418,-0.9646931015752309,0.0
2019-08-28,-0.0,-0.0912433610241046,1.0,-0.0,-1.341958327658995,-0.9714013346043853,0.0
2019-08-29,-0.0,-0.028993331216259126,1.0,-0.0,-1.2042235630358844,-0.9423944109241029,0.0
2019-08-30,-0.0,-0.031545145447676615,1.0,-0.0,-1.186783780380305,-0.9299206649036645,0.0
2019-09-03,-0.0,-0.06441975539165344,1.0,-0.0,-1.1585597360968474,-0.8890548657143745,0.0
2019-09-04,-0.0,-0.03761530790326602,1.0,-0.0,-1.1712166542009474,-0.9076290201944652,0.0
2019-09-05,-0.0,-0.026735970618444394,1.0,-0.0,-1.169068442839802,-0.9166173861620341,0.0
2019-09-06,-0.0,-0.020984665052461667,1.0,-0.0,-1.1889240702800026,-0.8943006146395978,0.0
2019-09-09,-0.0,-0.03841403162055336,1.0,-0.0,-1.1739748023715415,-0.8755558300395256,0.0
2019-09-10,-0.0,-0.040985885041850696,1.0,-0.0,-1.1655805046792476,-0.8820458967785774,0.0
2019-09-11,-0.0,-0.051897442241672594,1.0,-0.0,-1.144372622398169,-0.8965453252095383,0.0
2019-09-12,-0.0,-0.024671867261020306,1.0,-0.0,-1.1665737989103517,-0.9043462109955424,0.0
2019-09-13,-0.0,-0.02090032154340836,1.0,-0.0,-1.1658731140242393,-0.9050210239920851,0.0
2019-09-16,-0.0,-0.024309220738900964,1.0,-0.0,-1.1692642036634586,-0.9110835144365104,0.0
2019-09-17,-0.0,-0.0,1.0,-0.0,-1.1783121315544525,-0.9243872168786844,0.0
2019-09-18,-0.0,-0.006949184091332133,1.0,-0.0,-1.1704101259539617,-0.924955016442266,0.0
2019-09-19,-0.0,-0.009409061267583766,1.0,-0.0,-1.1674378163525139,-0.9284849237648667,0.0
2019-09-20,-0.0,-0.0,1.0,-0.0,-1.1806425477548224,-0.9354959334392821,0.0
2019-09-23,-0.0,-0.0037043954675631927,1.0,-0.0,-1.1721454364338189,-0.9371186651724566,0.0
2019-09-24,-0.0,-0.007062410553170307,1.0,-0.0,-1.1713956816626223,-0.9327048721299235,0.0
