Date,IFF,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.35018963337547404,-0.47567876708205403,-0.06513755944855817,-0.5803082294864848,-0.5387393895611342,0.0
2018-09-25,1.0,-0.34945750452079566,-0.4779083785412899,-0.06314044605183845,-0.5821579264617239,-0.5411995177817963,0.0
2018-09-26,1.0,-0.3490070622321482,-0.47814933301140816,-0.06030059757348947,-0.5841733566729039,-0.5464175771111245,0.0
2018-09-27,1.0,-0.35101474623805073,-0.47251289164982957,-0.06194023099424022,-0.5840595880703235,-0.5460933023732698,0.0
2018-09-28,1.0,-0.3536533816425121,-0.4720108695652174,-0.06189613526570049,-0.584963768115942,-0.5467995169082126,0.0
2018-10-01,1.0,-0.3533373603141045,-0.47284808215040774,-0.06224705527031108,-0.5847780126849894,-0.5469948655995167,0.0
2018-10-02,1.0,-0.35327532028039643,-0.47616026105873827,-0.061699299008943685,-0.5840887116267828,-0.5462895818225767,0.0
2018-10-03,1.0,-0.3530887330754352,-0.4670877659574468,-0.06023331721470019,-0.5884308510638299,-0.5533728239845261,0.0
2018-10-04,1.0,-0.3635065329687025,-0.4608629595867517,-0.060832573685809785,-0.6034639927073837,-0.5498936493467032,0.0
2018-10-05,1.0,-0.3505792442530479,-0.45284163280160133,-0.0462182325468551,-0.6173955237459817,-0.5656577909868381,0.0
2018-10-08,1.0,-0.3495236939506098,-0.45106486256901884,-0.040652873005278804,-0.6251441053334141,-0.5674109580729324,0.0
2018-10-09,1.0,-0.3476029996660291,-0.4522877007620609,-0.03476333606582263,-0.6289886753499104,-0.5724565078786775,0.0
2018-10-10,1.0,-0.3470988930787009,-0.45502371974212386,-0.03272108016056441,-0.6300024327940639,-0.5761464542026516,0.0
2018-10-11,1.0,-0.31126652047650094,-0.44271913708291355,-0.0,-0.6224441415278847,-0.5868843714810644,0.0
2018-10-12,1.0,-0.31707745448158775,-0.4323810081376969,-0.0,-0.6081318423979861,-0.5696387799309174,0.0
2018-10-15,1.0,-0.2827043840600974,-0.4712717882504841,-0.0,-0.6055813134573624,-0.5748576794412817,0.0
2018-10-16,1.0,-0.27719195182846235,-0.4816860038184756,-0.0,-0.6045821706564841,-0.5737993831693348,0.0
2018-10-17,1.0,-0.27663260512097726,-0.48123678646934465,-0.0,-0.6046217993892413,-0.5738489546629082,0.0
2018-10-18,1.0,-0.27583269693943485,-0.47958644187276045,-0.0,-0.607296011278858,-0.5745168301709452,0.0
2018-10-19,1.0,-0.263624435048841,-0.46799825047383004,-0.0,-0.6097390290129757,-0.5745443942265637,0.0
2018-10-22,1.0,-0.2637459054749649,-0.45621782873186706,-0.0,-0.6203497894244268,-0.5843472157229761,0.0
2018-10-23,1.0,-0.26765342537881004,-0.456736675832212,-0.0,-0.6177382554261979,-0.5830749429591061,0.0
2018-10-24,1.0,-0.2661738063234177,-0.4524282625211852,-0.0,-0.618578692069429,-0.5849161358190637,0.0
2018-10-25,1.0,-0.2390625,-0.41380681818181825,-0.0,-0.6264204545454546,-0.5616193181818182,0.0
2018-10-26,1.0,-0.22936270919028567,-0.40525159181833553,-0.0,-0.6275708570462614,-0.5551924268890518,0.0
2018-10-29,1.0,-0.20841756513926327,-0.41531895777178796,-0.0,-0.6202549415992813,-0.5637353998203055,0.0
2018-10-30,1.0,-0.2032447301204143,-0.415331069132961,-0.0,-0.6204002582311169,-0.5678839082718163,0.0
2018-10-31,1.0,-0.20294622023558517,-0.41803716510640687,-0.0,-0.6212926260155744,-0.5690028393916392,0.0
2018-11-01,1.0,-0.1897394136807818,-0.4282545209479951,-0.0,-0.6207738964394024,-0.5692463214646749,0.0
2018-11-02,1.0,-0.1928579412093439,-0.4113948809656868,-0.0,-0.6244271822957417,-0.5655526992287918,0.0
2018-11-05,1.0,-0.19022877734014917,-0.41864297885415797,-0.0,-0.6249615911058969,-0.5595407692952317,0.0
2018-11-06,1.0,-0.19317451894880888,-0.42086742815650574,-0.0,-0.6225877621694081,-0.5561203116709024,0.0
2018-11-07,1.0,-0.19387783653711635,-0.42203195388790954,-0.0,-0.6247516718430847,-0.5574302582612832,0.0
2018-11-08,1.0,-0.1543601549778202,-0.44202369588410356,-0.0,-0.6278847773597619,-0.5833286540513224,0.0
2018-11-09,1.0,-0.15280045032367012,-0.4445820433436532,-0.0,-0.6323670137911623,-0.5847734309034619,0.0
2018-11-12,1.0,-0.15213123948401572,-0.43421200224341006,-0.0,-0.6353897924845766,-0.5825294447560292,0.0
2018-11-13,1.0,-0.13821432549849616,-0.4287345438342431,-0.0,-0.637156065500724,-0.5807897961457057,0.0
2018-11-14,1.0,-0.13867617164657067,-0.428308874718053,-0.0,-0.637158530812286,-0.58051850407953,0.0
2018-11-15,1.0,-0.13786964141652988,-0.42793557181405956,-0.0,-0.6379391882493671,-0.578156730742482,0.0
2018-11-16,1.0,-0.13608859775729987,-0.42253247474186745,-0.0,-0.6365326967913845,-0.580492949927834,0.0
2018-11-19,1.0,-0.1359296063953811,-0.4226114472880697,-0.0,-0.6366513073891078,-0.5805806917226447,0.0
2018-11-20,1.0,-0.11845486446906689,-0.4171755408803294,-0.0,-0.6388328589980934,-0.5886546378933989,0.0
2018-11-21,1.0,-0.120538775958083,-0.4114339011878309,-0.0,-0.6372863687487997,-0.5739993964831427,0.0
2018-11-23,1.0,-0.12092462091091064,-0.4094162165126546,-0.0,-0.6377745482464559,-0.573966930817955,0.0
2018-11-26,1.0,-0.12019191226867716,-0.41359835503769704,-0.0,-0.635887594242632,-0.5719533927347498,0.0
2018-11-27,1.0,-0.11208191126279864,-0.41701023890784983,-0.0,-0.6328737201365188,-0.5684095563139931,0.0
2018-11-28,1.0,-0.11260375709916993,-0.4161751856705985,-0.0,-0.6330821319353429,-0.5685889034512888,0.0
2018-11-29,1.0,-0.08778574327066144,-0.4083322061409441,-0.0,-0.6334640876504802,-0.5756526443933451,0.0
2018-11-30,1.0,-0.08820743226784312,-0.4094243104988226,-0.0,-0.6359379651933851,-0.5730370530760278,0.0
2018-12-03,1.0,-0.08661545120103874,-0.40986799394070544,-0.0,-0.6358472192166197,-0.572711534299935,0.0
2018-12-04,1.0,-0.07988125759006882,-0.4132505734718661,-0.0,-0.6335987046282553,-0.5719875860207799,0.0
2018-12-06,1.0,-0.07436642027455122,-0.3737064413938753,-0.0,-0.6352428722280887,-0.5565733896515311,0.0
2018-12-07,1.0,-0.07748561170072338,-0.3732509636200433,-0.0,-0.6353556153968003,-0.5539627224246264,0.0
2018-12-10,1.0,-0.06005809541255594,-0.37447988904299584,-0.0,-0.6377672519823097,-0.5446052390547719,0.0
2018-12-11,1.0,-0.06595995288574794,-0.3727522575579113,-0.0,-0.6394450988090564,-0.5393011385944249,0.0
2018-12-12,1.0,-0.06645900952779814,-0.37270966390953825,-0.0,-0.6394618364569155,-0.5388964506334416,0.0
2018-12-13,1.0,-0.06574711440311984,-0.3688329363729159,-0.0,-0.6455361582956003,-0.5372052241735807,0.0
2018-12-14,1.0,-0.06596685950629565,-0.36972854113766657,-0.0,-0.6448784063244418,-0.537184890447894,0.0
2018-12-17,1.0,-0.05207952825757971,-0.3696446276679017,-0.0,-0.6357824975212649,-0.5516881490372071,0.0
2018-12-18,1.0,-0.048134464276421915,-0.3662122079408856,-0.0,-0.6355830774834781,-0.5519592027891971,0.0
2018-12-19,1.0,-0.05037599854284302,-0.3656943613228904,-0.0,-0.6344617626395358,-0.5515339179308372,0.0
2018-12-20,1.0,-0.04961525507163769,-0.3571780190170221,-0.0,-0.6366038811306579,-0.547451874498018,0.0
2018-12-21,1.0,-0.047057606784569245,-0.3561123177164133,-0.0,-0.6378891302099494,-0.5445237356500156,0.0
2018-12-24,1.0,-0.030646612675151046,-0.33940095127908465,-0.0,-0.6374084072502892,-0.5635685820799589,0.0
2018-12-26,1.0,-0.029870594854483148,-0.33993146130632707,-0.0,-0.6292772748197023,-0.558360186179735,0.0
2018-12-27,1.0,-0.016850421260531514,-0.3250081252031301,-0.0,-0.5992899822495562,-0.5589139728493212,0.0
2018-12-28,1.0,-0.018899611480135355,-0.3238751723273593,-0.0,-0.6015791452562977,-0.5622258428374483,0.0
2018-12-31,1.0,-0.019325730041358565,-0.32357438275473116,-0.0,-0.6014538162677027,-0.5622258428374483,0.0
2019-01-02,1.0,-0.01958817185422989,-0.32389455995585764,-0.0,-0.6023174738531765,-0.5622883800255825,0.0
2019-01-03,1.0,-0.023087914567195608,-0.3226542327843373,-0.0,-0.6043969817753378,-0.556691985660926,0.0
2019-01-04,1.0,-0.016459052478863374,-0.32352794036720195,-0.0,-0.6030066536595127,-0.5583821101605884,0.0
2019-01-07,1.0,-0.011952290029012819,-0.3143055521114886,-0.0,-0.6011853100900141,-0.5522850695563766,0.0
2019-01-08,1.0,-0.01297961407941344,-0.3103960763914691,-0.0,-0.6026355552252854,-0.5510391122340293,0.0
2019-01-09,1.0,-0.010269989358806207,-0.30149224182731565,-0.0,-0.6042713256947709,-0.5586626741567473,0.0
2019-01-10,1.0,-0.011428571428571429,-0.29875077303648734,-0.0,-0.6063574520717377,-0.557204700061843,0.0
2019-01-11,1.0,-0.01385555583046738,-0.28139149367840266,-0.0,-0.6089269366850583,-0.5700571541678007,0.0
2019-01-14,1.0,-0.02024221453287197,-0.2826495304003955,-0.0,-0.6062036579337617,-0.562506178942165,0.0
2019-01-15,1.0,-0.01881653874721466,-0.2828670462985888,-0.0,-0.6054964100024759,-0.5686803664273336,0.0
2019-01-16,1.0,-0.010664885061737558,-0.28508153317001955,-0.0,-0.601242174547794,-0.5774626976467968,0.0
2019-01-17,1.0,-0.006547736706859063,-0.2896076299663965,-0.0,-0.6002915595967582,-0.5743971140541609,0.0
2019-01-18,1.0,-0.00899557676059838,-0.2897470304656826,-0.0,-0.5997465334724914,-0.5864768152676308,0.0
2019-01-22,1.0,-0.0,-0.19013542054913657,-0.0,-0.6726549881972916,-0.6220151571623804,0.0
2019-01-23,1.0,-0.0,-0.16694873071179692,-0.0,-0.6822050771528124,-0.6396217023394724,0.0
2019-01-24,1.0,-0.0,-0.1669031792267284,-0.0,-0.6838698434037891,-0.6388328727562427,0.0
2019-01-25,1.0,-0.0,-0.08912530737190746,-0.0,-0.7517689566919254,-0.6682641641993275,0.0
