Date,IWF,IWM,MTUM,QSR,SPY,VLUE,VXX
2018-09-24,-0.3562486674179891,-0.5870671012153148,-0.1368828241600926,1.0,-0.5395205750662484,-0.42618257135024823,0.0
2018-09-25,-0.35746688993758563,-0.585659917795707,-0.13901659308875017,1.0,-0.5382249961942457,-0.424235043385599,0.0
2018-09-26,-0.3580780707630473,-0.5864441873211133,-0.1403994884598989,1.0,-0.5378783265330979,-0.4220814810303879,0.0
2018-09-27,-0.360187410630077,-0.5805165961848551,-0.14207916273692536,1.0,-0.5378015759530257,-0.42182603669110713,0.0
2018-09-28,-0.35873798223195813,-0.5817512474138979,-0.14250943166605817,1.0,-0.5376049653158086,-0.4218997200924911,0.0
2018-10-01,-0.3586490187129165,-0.581926061159288,-0.14270500532481362,1.0,-0.5375019017191541,-0.42199908717480605,0.0
2018-10-02,-0.3585152705459639,-0.5871319387351177,-0.14146950458268628,1.0,-0.5366462653390579,-0.42121129076459307,0.0
2018-10-03,-0.35829300216114207,-0.5845737071195933,-0.14126563784129303,1.0,-0.5372112135878002,-0.42248805284144525,0.0
2018-10-04,-0.3642931171127233,-0.5779125769676279,-0.14183381088825214,1.0,-0.5455099676888374,-0.41864293117112716,0.0
2018-10-05,-0.3544930176077717,-0.571372191863995,-0.13214936247723133,1.0,-0.5523375834851244,-0.4254705525197328,0.0
2018-10-08,-0.35664849635572976,-0.5769277883260856,-0.12264959882403381,1.0,-0.5717216880014699,-0.4344643841489557,0.0
2018-10-09,-0.3609874420461175,-0.579139672694894,-0.12978599281525377,1.0,-0.5700205717092942,-0.4304706929902668,0.0
2018-10-10,-0.3673444201042856,-0.5807596186479899,-0.13405942426953812,1.0,-0.5766560735552745,-0.4265218598623924,0.0
2018-10-11,-0.3446692842041679,-0.5726366656599214,-0.10631229235880399,1.0,-0.5697674418604651,-0.42688009664753845,0.0
2018-10-12,-0.35376950386348044,-0.5652614934813092,-0.1050150660819237,1.0,-0.5539544735821474,-0.4053820221366986,0.0
2018-10-15,-0.3567396433798274,-0.5623487948388638,-0.10686658104596637,1.0,-0.5556883008273349,-0.4050954272572504,0.0
2018-10-16,-0.35569427436456497,-0.5664705355276126,-0.10379020937247993,1.0,-0.5558077715719364,-0.4050356918849497,0.0
2018-10-17,-0.3427149880766626,-0.5348720817263815,-0.08967527305914563,1.0,-0.5582182706744782,-0.41855330173403593,0.0
2018-10-18,-0.3452957147916421,-0.5401664502420022,-0.08735686459685989,1.0,-0.5579919726124425,-0.4204049108723882,0.0
2018-10-19,-0.3354357966380145,-0.5303781500278699,-0.07659811658403497,1.0,-0.5673130518966174,-0.42394461231554553,0.0
2018-10-22,-0.33830305520500104,-0.5240806503683269,-0.06888151909136267,1.0,-0.5738561324215655,-0.42975376397734283,0.0
2018-10-23,-0.3374198859293232,-0.5261950961368849,-0.06488504733345093,1.0,-0.5784970894337625,-0.43296877756218033,0.0
2018-10-24,-0.3392106732492874,-0.5229950924211701,-0.058126891768785445,1.0,-0.5817978782802904,-0.43656880895706607,0.0
2018-10-25,-0.3124072170834761,-0.4836416581020898,-0.05312892543108371,1.0,-0.5945243804956035,-0.41109969167523125,0.0
2018-10-26,-0.30213199694215576,-0.4769670715478921,-0.03658087714827713,1.0,-0.6073784648489481,-0.40827883009145216,0.0
2018-10-29,-0.29538852065999155,-0.47993230856014674,-0.030263714567761953,1.0,-0.6049922436891835,-0.40989987307855025,0.0
2018-10-30,-0.31889932349499045,-0.48865355521936465,-0.039534153512402595,1.0,-0.6111666143350556,-0.3961978705791683,0.0
2018-10-31,-0.32434733257661746,-0.468416572077185,-0.04083427922814983,1.0,-0.6112939841089671,-0.3927639046538025,0.0
2018-11-01,-0.3343508401563347,-0.46144409893589705,-0.04892591219011211,1.0,-0.6134425013550908,-0.3946309873619947,0.0
2018-11-02,-0.3378286298336267,-0.44639713815229126,-0.0469592868093805,1.0,-0.6166032593265574,-0.391317926296065,0.0
2018-11-05,-0.3385401874467481,-0.44493041749502976,-0.046890088043169555,1.0,-0.6167282022152797,-0.39301334848054525,0.0
2018-11-06,-0.33613803689701244,-0.44367378265442453,-0.048239006225304866,1.0,-0.6185508399897666,-0.39600329742175727,0.0
2018-11-07,-0.33793712267912057,-0.4452671147055473,-0.0454493678095455,1.0,-0.6212552682537874,-0.39779587652352205,0.0
2018-11-08,-0.3237123310906315,-0.44874766777859443,-0.030135127494770167,1.0,-0.6189574263583423,-0.40538248431051055,0.0
2018-11-09,-0.32403087624056326,-0.4489213108264767,-0.030112817032827213,1.0,-0.6187689088698505,-0.4056323691576894,0.0
2018-11-12,-0.32509939937399546,-0.4324507232890618,-0.028226602374305614,1.0,-0.6294729718297944,-0.40461889857034095,0.0
2018-11-13,-0.3160104105448745,-0.428595416002015,-0.017015084095933733,1.0,-0.6351271933506843,-0.40181344975232985,0.0
2018-11-14,-0.3158778583223712,-0.4288113297321504,-0.016961012063030034,1.0,-0.6351982983011,-0.4019703882000616,0.0
2018-11-15,-0.3160424818334265,-0.42887087758524317,-0.015846841811067634,1.0,-0.6371436556735607,-0.3969536053661263,0.0
2018-11-16,-0.3142216617626454,-0.4226145439260193,-0.006165055345383214,1.0,-0.6450329270001401,-0.4142636962309093,0.0
2018-11-19,-0.31259142567795656,-0.4284629233712164,-0.0,1.0,-0.6527793406098796,-0.4192640936198942,0.0
2018-11-20,-0.306813396591898,-0.4260408186182308,-0.0,1.0,-0.6543331181044889,-0.4201454198366132,0.0
2018-11-21,-0.30902496861486956,-0.4207839308132236,-0.0,1.0,-0.6527270191100573,-0.4072534523643465,0.0
2018-11-23,-0.30721795964762716,-0.4601307189542484,-0.0,1.0,-0.6568059107701052,-0.4175333901676613,0.0
2018-11-26,-0.3063016969386885,-0.4662175606151047,-0.0,1.0,-0.6547568289701827,-0.4151957022256332,0.0
2018-11-27,-0.3038017747285459,-0.46571031667280927,-0.0,1.0,-0.6528789725852635,-0.4126102117767131,0.0
2018-11-28,-0.3027148166009475,-0.47150435448639755,-0.0,1.0,-0.6508184164988228,-0.41176136847181644,0.0
