Date,CEQP,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3735287667227137,-0.9510563637692814,-0.0,-0.6752686599897653,-0.6553841655091747,0.0
2018-09-25,1.0,-0.37124861059651726,-0.9702482400889219,-0.0,-0.6904038532789923,-0.6731752500926269,0.0
2018-09-26,1.0,-0.3701479257034812,-0.9699699699699698,-0.0,-0.6911355800244688,-0.6761947132317502,0.0
2018-09-27,1.0,-0.3730878921441535,-0.9634060520760028,-0.0,-0.6913219008111412,-0.676025037964369,0.0
2018-09-28,1.0,-0.3720232583978371,-0.9642976186067184,-0.0,-0.6911966223473205,-0.6760490352209179,0.0
2018-10-01,1.0,-0.3727709318342578,-0.9741632850601243,-0.0,-0.6947991511857339,-0.6811362197982205,0.0
2018-10-02,1.0,-0.3824529924114986,-0.9508429591417141,-0.0,-0.7093940413442488,-0.6954880191394713,0.0
2018-10-03,1.0,-0.383073413366244,-0.9527282246905268,-0.0,-0.7091888253113429,-0.6948651782041213,0.0
2018-10-04,1.0,-0.3851328624285234,-0.9485742048809658,-0.0,-0.7112905034196659,-0.6923795642261839,0.0
2018-10-05,1.0,-0.36004632743032206,-0.9396622580886199,-0.0,-0.7255846970036613,-0.7107898079653291,0.0
2018-10-08,1.0,-0.3562134148614891,-0.9351627456097833,-0.0,-0.7278624958055255,-0.7091831027925879,0.0
2018-10-09,1.0,-0.35166393075660346,-0.9354947022832412,-0.0,-0.7303014475451426,-0.7133263691986271,0.0
2018-10-10,1.0,-0.36003596987522946,-0.9381018397092434,-0.0,-0.7385065008055752,-0.7102176926823784,0.0
2018-10-11,1.0,-0.28604575281876515,-0.9196969147663416,-0.0,-0.708552369212921,-0.7111264184461443,0.0
2018-10-12,1.0,-0.2853515485301481,-0.9105214219297618,-0.0,-0.6899005793576998,-0.6905085473142122,0.0
2018-10-15,1.0,-0.254401314144913,-0.9402921115594757,-0.0,-0.6845337999500054,-0.6918544441666964,0.0
2018-10-16,1.0,-0.2546246696664524,-0.9400757088779372,-0.0,-0.6845582458395829,-0.6919148632240555,0.0
2018-10-17,1.0,-0.23492876693101267,-0.9029756474138536,-0.0,-0.676257983016352,-0.6948557793529371,0.0
2018-10-18,1.0,-0.2382849687951765,-0.9127675328796587,-0.0,-0.676316067839639,-0.6985649307147139,0.0
2018-10-19,1.0,-0.22048951048951052,-0.9011888111888113,-0.0,-0.6772727272727274,-0.6975174825174826,0.0
2018-10-22,1.0,-0.22093673540720027,-0.8983222649423278,-0.0,-0.6779098217406501,-0.6981125480601188,0.0
2018-10-23,1.0,-0.2329060579455663,-0.9047234416154522,-0.0,-0.6753292361720807,-0.6988937664618086,0.0
2018-10-24,1.0,-0.23053986740098925,-0.9025853299189672,-0.0,-0.6752376609253867,-0.6995474795664223,0.0
2018-10-25,1.0,-0.19202578893790295,-0.8531387852052934,-0.0,-0.6819138106549032,-0.6661689854088904,0.0
2018-10-26,1.0,-0.1693410031284691,-0.8409190298381943,-0.0,-0.6949574460927777,-0.6586941164597842,0.0
2018-10-29,1.0,-0.15138029111594445,-0.8466454743182199,-0.0,-0.686565166471474,-0.6616028107746361,0.0
2018-10-30,1.0,-0.1523710719186105,-0.8467253438639938,-0.0,-0.6866236069743314,-0.6609216559017436,0.0
2018-10-31,1.0,-0.1678119105362436,-0.8254850444624091,-0.0,-0.7048976017246026,-0.6701697655618433,0.0
2018-11-01,1.0,-0.12940057088487156,-0.8706334103574827,-0.0,-0.7158828326763627,-0.6822414027456845,0.0
2018-11-02,1.0,-0.14352372194407548,-0.8299444841796942,-0.0,-0.7470454003610232,-0.6853649398862437,0.0
2018-11-05,1.0,-0.14484850550424322,-0.8273746634402372,-0.0,-0.747418288401895,-0.6885245901639344,0.0
2018-11-06,1.0,-0.13998151381328952,-0.8263325459587143,-0.0,-0.7568381773989251,-0.7002156721782891,0.0
2018-11-07,1.0,-0.13902205177372962,-0.8282769483632378,-0.0,-0.7560265717025064,-0.7008971373784413,0.0
2018-11-08,1.0,-0.11789844995421091,-0.825662246040091,-0.0,-0.7461588033782179,-0.7020655971237663,0.0
2018-11-09,1.0,-0.11767498643516008,-0.8253865979381444,-0.0,-0.7464392295170917,-0.701709169831796,0.0
2018-11-12,1.0,-0.11664641555285542,-0.8086944781963008,-0.0,-0.7517213446739571,-0.6981233967868233,0.0
2018-11-13,1.0,-0.09539418670769642,-0.8037595745392514,-0.0,-0.7519483560223433,-0.6937485366424725,0.0
2018-11-14,1.0,-0.09381297863764612,-0.8099892516458418,-0.0,-0.7563146580679834,-0.6987437861077522,0.0
2018-11-15,1.0,-0.09254412455539897,-0.8099120864371518,-0.0,-0.7568619555734515,-0.6961613314542647,0.0
2018-11-16,1.0,-0.08571428571428572,-0.8011118598382749,-0.0,-0.7654312668463611,-0.7169811320754716,0.0
2018-11-19,1.0,-0.0943568577034982,-0.8033696461194939,-0.0,-0.7658840246295419,-0.7195683063806753,0.0
2018-11-20,1.0,-0.06304398964949423,-0.7957455388648049,-0.0,-0.7682898141613738,-0.7334744765937427,0.0
2018-11-21,1.0,-0.060827087794432556,-0.7927261777301928,-0.0,-0.7665618308351179,-0.7257427730192719,0.0
2018-11-23,1.0,-0.06072316687949458,-0.8059009342025674,-0.0,-0.7660125008401102,-0.7278042879225753,0.0
2018-11-26,1.0,-0.06139967011142155,-0.8044568620190528,-0.0,-0.7694146160837513,-0.7309724980644293,0.0
2018-11-27,1.0,-0.055842327545753176,-0.8040155527250787,-0.0,-0.7652007776362539,-0.7268217470000671,0.0
2018-11-28,1.0,-0.05627995843528978,-0.8041765829785809,-0.0,-0.764857707907351,-0.7266785103744177,0.0
2018-11-29,1.0,-0.02541670808894191,-0.7918944891805018,-0.0,-0.7629983099711701,-0.733472512178149,0.0
2018-11-30,1.0,-0.025796611293477895,-0.7934281640637951,-0.0,-0.7659736728671375,-0.7305613581352166,0.0
2018-12-03,1.0,-0.021812749003984062,-0.7973107569721115,-0.0,-0.7687583001328021,-0.7322045152722444,0.0
2018-12-04,1.0,-0.02297549280767182,-0.7987147043153969,-0.0,-0.7730420884389985,-0.7350492807671818,0.0
2018-12-06,1.0,-0.013333333333333334,-0.739546925566343,-0.0,-0.773915857605178,-0.7094498381877022,0.0
2018-12-07,1.0,-0.02201900314557188,-0.7405713915101988,-0.0,-0.7760482537211791,-0.7042189577455654,0.0
2018-12-10,1.0,-0.0,-0.7494611548978607,-0.0,-0.7808911050345826,-0.686633424481261,0.0
2018-12-11,1.0,-0.0,-0.7572334778950095,-0.0,-0.7743219625865753,-0.7049323580814293,0.0
2018-12-12,1.0,-0.0,-0.7587514585764293,-0.0,-0.7741475431090367,-0.7083819525476468,0.0
2018-12-13,1.0,-0.0,-0.759329507505755,-0.0,-0.7740492170022372,-0.7088480368316961,0.0
2018-12-14,1.0,-0.0,-0.7357872937403969,-0.0,-0.8593426414590154,-0.7451065535439909,0.0
2018-12-17,1.0,-0.0,-0.7344976124486592,-0.0,-0.8346745917788092,-0.7700604401108625,0.0
2018-12-18,1.0,-0.0,-0.7242798353909465,-0.0,-0.8272932430638524,-0.7671578388424267,0.0
2018-12-19,1.0,-0.0,-0.7481421154433472,-0.0,-0.8569683396111167,-0.7882859954528487,0.0
2018-12-20,1.0,-0.0,-0.7328339575530586,-0.0,-0.860276006343422,-0.7810507136349832,0.0
2018-12-21,1.0,-0.0,-0.7348341232227489,-0.0,-0.8632701421800949,-0.7871360866621531,0.0
2018-12-24,1.0,-0.0,-0.703670064251354,-0.0,-0.8507417499243113,-0.8095334207959095,0.0
2018-12-26,1.0,-0.0,-0.7028546568053278,-0.0,-0.8408018473277333,-0.8029517084434925,0.0
2018-12-27,1.0,-0.0,-0.6646095188859091,-0.0,-0.7751462082781351,-0.7913664415651556,0.0
2018-12-28,1.0,-0.0,-0.6697143964848797,-0.0,-0.7732618247609201,-0.787832773326441,0.0
2018-12-31,1.0,-0.0,-0.6712014476830608,-0.0,-0.7728624054805144,-0.7873392360886706,0.0
2019-01-02,1.0,-0.0,-0.67412306295792,-0.0,-0.7722557219736756,-0.7955326460481099,0.0
2019-01-03,1.0,-0.0,-0.6814338415330873,-0.0,-0.76422578433613,-0.8190395351114883,0.0
2019-01-04,1.0,-0.0,-0.6814598540145985,-0.0,-0.7433901054339009,-0.8192700729927006,0.0
2019-01-07,1.0,-0.0,-0.6548472394787983,-0.0,-0.73133900410972,-0.7996750453980694,0.0
2019-01-08,1.0,-0.0,-0.6420738103563368,-0.0,-0.7395975714421946,-0.7970692011824915,0.0
2019-01-09,1.0,-0.0,-0.6361616353998033,-0.0,-0.7386280671682063,-0.7995429006761261,0.0
