Date,CEO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.499898262320433,-0.8721360843201889,-0.20416717535506448,-0.8195173564481342,-0.6737883042363569,0.0
2018-09-25,1.0,-0.5136741973840666,-0.8767067120423142,-0.21673705358973308,-0.8220509245971545,-0.6710402230513757,0.0
2018-09-26,1.0,-0.5133494647910429,-0.876594348521511,-0.215436984784481,-0.8227453553705452,-0.6731329204773818,0.0
2018-09-27,1.0,-0.5161647203441918,-0.8684695759065766,-0.2177422659291129,-0.8225363654988732,-0.6726490473263675,0.0
2018-09-28,1.0,-0.5263591772804089,-0.871027575120564,-0.21693252545237213,-0.829108445653518,-0.6783726969209843,0.0
2018-10-01,1.0,-0.5261002647253474,-0.8790536068828589,-0.217819324950364,-0.8311962276637987,-0.6822054930509596,0.0
2018-10-02,1.0,-0.52986743993372,-0.8566694283347142,-0.2263463131731566,-0.8389395194697598,-0.6906379453189727,0.0
2018-10-03,1.0,-0.5293314013661768,-0.8492237631960258,-0.22550196646657006,-0.8410267025460567,-0.6948457876216104,0.0
2018-10-04,1.0,-0.5417567792380635,-0.8412909665613043,-0.2264598236566295,-0.8586757611046416,-0.6908168358010315,0.0
2018-10-05,1.0,-0.5445185493955814,-0.8479366402667777,-0.22300958732805334,-0.8624010004168403,-0.6905377240516882,0.0
2018-10-08,1.0,-0.542266411515101,-0.843747399950079,-0.2189450037440719,-0.8656710208836009,-0.6894916382394541,0.0
2018-10-09,1.0,-0.5443759886770461,-0.8445175256015319,-0.22271251352926486,-0.864374323536758,-0.6868287403213721,0.0
2018-10-10,1.0,-0.5483225672015003,-0.8433840383413211,-0.22633882058762242,-0.8676807668264221,-0.6818503854969785,0.0
2018-10-11,1.0,-0.49337600777863305,-0.8394846655592919,-0.15164283109832677,-0.8618077219138678,-0.705100676579022,0.0
2018-10-12,1.0,-0.4997800615827568,-0.8278082137001639,-0.14799856040308712,-0.8432438917103211,-0.6800495861158875,0.0
2018-10-15,1.0,-0.4925742574257426,-0.8377115937400191,-0.1372564675822421,-0.8438997125519004,-0.6808527626956244,0.0
2018-10-16,1.0,-0.4895320443537088,-0.8596133061126455,-0.12285336856010567,-0.8475641487530523,-0.6834394139546055,0.0
2018-10-17,1.0,-0.4724617141057439,-0.8186291878272509,-0.10849966536750522,-0.8446124168339829,-0.6926105271446006,0.0
2018-10-18,1.0,-0.4748422712933754,-0.8235015772870663,-0.10626971608832808,-0.8443217665615143,-0.6942429022082018,0.0
2018-10-19,1.0,-0.4653193905925665,-0.8132221047272157,-0.09638507030117886,-0.8485097716680374,-0.6930638781185133,0.0
2018-10-22,1.0,-0.4654368855990287,-0.8129479497121372,-0.09732503035287667,-0.8478831316335722,-0.692907218109897,0.0
2018-10-23,1.0,-0.4694309452892303,-0.8131760464022575,-0.10511051889010817,-0.8416679730365262,-0.6897240946856874,0.0
2018-10-24,1.0,-0.4694182978220629,-0.8243865936749242,-0.10708518766492063,-0.8461659643180655,-0.6913079437595998,0.0
2018-10-25,1.0,-0.4389954896414647,-0.7756669979359375,-0.10454093723721428,-0.8460362357617919,-0.6570980811864536,0.0
2018-10-26,1.0,-0.4246720752141936,-0.7670028053681097,-0.08029418454772917,-0.8653423307301539,-0.6537645007202971,0.0
2018-10-29,1.0,-0.4002513232550169,-0.8053767944861201,-0.049960016754883665,-0.8681695289592932,-0.6841704428620388,0.0
2018-10-30,1.0,-0.4117691984572498,-0.8072707832130447,-0.05594378890289075,-0.8688662313361593,-0.6748004735173941,0.0
2018-10-31,1.0,-0.4134137551686203,-0.7894237699632032,-0.05849550472288608,-0.8639277720875536,-0.6681840597852888,0.0
2018-11-01,1.0,-0.3904067770739525,-0.8358391208120278,-0.024650843318324046,-0.8809432954285278,-0.684079981683584,0.0
2018-11-02,1.0,-0.39796692459414357,-0.807199211045365,-0.019685935366408742,-0.8892808375056896,-0.6789182218176302,0.0
2018-11-05,1.0,-0.3962464454976304,-0.8112985781990522,-0.01975355450236967,-0.8892511848341232,-0.674919431279621,0.0
2018-11-06,1.0,-0.39045990117825924,-0.808931965032307,-0.02269099201824401,-0.8952489547700494,-0.683466362599772,0.0
2018-11-07,1.0,-0.3898176291793313,-0.808548632218845,-0.023632218844984804,-0.8944148936170213,-0.6829407294832827,0.0
2018-11-08,1.0,-0.3686929632702315,-0.8149935892601251,-0.0005656535183648842,-0.8918093370540764,-0.6949996228976543,0.0
2018-11-09,1.0,-0.3706193353474321,-0.8167296072507553,-0.0,-0.8921827794561934,-0.6969410876132931,0.0
2018-11-12,1.0,-0.3697716482025774,-0.8105735172205893,-0.0,-0.8930966915366644,-0.6947396186600346,0.0
2018-11-13,1.0,-0.3367281985996181,-0.808889055303853,-0.0,-0.9045943011195567,-0.694125135732205,0.0
2018-11-14,1.0,-0.33382716049382716,-0.8307692307692308,-0.0,-0.9218613485280153,-0.7122507122507123,0.0
2018-11-15,1.0,-0.33357397978569797,-0.8353598297742988,-0.0,-0.9306178281024393,-0.7001291891481115,0.0
2018-11-16,1.0,-0.33093334343855396,-0.8272765167304559,-0.0,-0.9281518814657622,-0.7030580923869794,0.0
2018-11-19,1.0,-0.3274500872997798,-0.830410688529568,-0.0,-0.9322477795490776,-0.7054960904881196,0.0
2018-11-20,1.0,-0.28504602384185906,-0.8211483325788442,-0.0,-0.9389995473064735,-0.7272521502942508,0.0
2018-11-21,1.0,-0.28168376584188287,-0.8218542546771272,-0.0,-0.9414604707302352,-0.7268783946891972,0.0
2018-11-23,1.0,-0.28177358490566035,-0.8238867924528301,-0.0,-0.9409056603773585,-0.7270188679245283,0.0
2018-11-26,1.0,-0.28434504792332266,-0.822493534154876,-0.0,-0.9558040468583601,-0.7407956792940819,0.0
2018-11-27,1.0,-0.2828947368421052,-0.8227487070276847,-0.0,-0.9566473988439306,-0.7406069364161849,0.0
2018-11-28,1.0,-0.28239948267336146,-0.8269998858838297,-0.0,-0.954733919129674,-0.7397770930807561,0.0
2018-11-29,1.0,-0.24365444000903816,-0.8150937711832492,-0.0,-0.9558258642765685,-0.7512992392859833,0.0
2018-11-30,1.0,-0.2444218302427258,-0.8171264887682798,-0.0,-0.9597467209407508,-0.7477385798281321,0.0
2018-12-03,1.0,-0.2447410088215336,-0.8172359194752319,-0.0,-0.9599638090929653,-0.7479831109100505,0.0
2018-12-04,1.0,-0.24258749952906605,-0.8175036732848585,-0.0,-0.959951776362883,-0.7473910258825303,0.0
2018-12-06,1.0,-0.2368924889543446,-0.7412739322533137,-0.0,-0.9819955817378497,-0.7216863033873343,0.0
2018-12-07,1.0,-0.2190185646787455,-0.755906097697087,-0.0,-0.9984374418691172,-0.7469771940920421,0.0
2018-12-10,1.0,-0.18491484184914844,-0.7646538376465384,-0.0,-1.0071886750718868,-0.7297426822974268,0.0
2018-12-11,1.0,-0.1793329890061241,-0.7675791337711207,-0.0,-1.0059027521581938,-0.7364421161366487,0.0
2018-12-12,1.0,-0.1807180016972291,-0.767368925949157,-0.0,-1.0062723683725048,-0.7352691583957496,0.0
2018-12-13,1.0,-0.1796641446761395,-0.7618748846650673,-0.0,-1.0158700867318693,-0.7333456357261486,0.0
2018-12-14,1.0,-0.19249192380528016,-0.7317218075823401,-0.0,-1.0478630574430954,-0.7411161858081764,0.0
2018-12-17,1.0,-0.18502055783975999,-0.7301552024298996,-0.0,-1.0439678482794383,-0.7450087046708894,0.0
2018-12-18,1.0,-0.17323327079424639,-0.7182062318360739,-0.0,-1.0414229481661332,-0.7459073685759482,0.0
2018-12-19,1.0,-0.15130111524163567,-0.7365799256505576,-0.0,-1.0669144981412637,-0.7626765799256505,0.0
2018-12-20,1.0,-0.1497929300399349,-0.7216757876053839,-0.0,-1.0703298328649606,-0.7558793077947048,0.0
2018-12-21,1.0,-0.1450283359093251,-0.7200632957974535,-0.0,-1.0728637668359462,-0.7420328254949585,0.0
2018-12-24,1.0,-0.11455165084832716,-0.6932830078053428,-0.0,-1.0766609256476969,-0.7799846091831873,0.0
2018-12-26,1.0,-0.11486658195679798,-0.6994735886730805,-0.0,-1.0521691777092033,-0.7639135959339264,0.0
2018-12-27,1.0,-0.07652453966253588,-0.6654764405236994,-0.0,-0.9867324791710425,-0.7718966603654693,0.0
2018-12-28,1.0,-0.07141857372804256,-0.671040660648051,-0.0,-0.9871229617188048,-0.7696129890125272,0.0
2018-12-31,1.0,-0.0704235211760588,-0.6734686734336717,-0.0,-0.9869793489674483,-0.7693384669233462,0.0
2019-01-02,1.0,-0.067974404699465,-0.6728556942550438,-0.0,-0.9855239693695582,-0.7703066540788138,0.0
2019-01-03,1.0,-0.08285204242360601,-0.6699569463404389,-0.0,-0.9992999404949422,-0.7481885960306626,0.0
2019-01-04,1.0,-0.05229622923992897,-0.679816162389889,-0.0,-0.9918178336408898,-0.7578426934995299,0.0
2019-01-07,1.0,-0.04367082088783603,-0.6601091770522196,-0.0,-0.9863013698630138,-0.7431936004394548,0.0
