Date,IWF,IWM,MTUM,SPY,TCMD,VLUE,VXX
2018-09-24,-0.9568829385513216,-2.035702025403364,-0.3075180226570546,-1.3349124613800205,1.0,-1.2308273257809819,0.0
2018-09-25,-0.9668249707481589,-2.035996971574093,-0.3185353431068897,-1.3348475462867369,1.0,-1.226581320118384,0.0
2018-09-26,-0.9777685435279452,-2.053535563404668,-0.32897015028741605,-1.3430292956575942,1.0,-1.2223838215942933,0.0
2018-09-27,-0.9892428343396489,-2.0392810049274757,-0.3353459643278507,-1.3492261780831425,1.0,-1.227010895967798,0.0
2018-09-28,-0.9864667915885904,-2.0412242348532166,-0.336456381428274,-1.3488791727392602,1.0,-1.227149698105351,0.0
2018-10-01,-0.9863175441033477,-2.0438255313237947,-0.33733851923878316,-1.3494235310459786,1.0,-1.2285039588831783,0.0
2018-10-02,-0.9880869444057406,-2.066880312108123,-0.3335655566392643,-1.3496586317402814,1.0,-1.2285077330360874,0.0
2018-10-03,-0.9905080960357342,-2.074958123953099,-0.33591568955890566,-1.3502931323283083,1.0,-1.2276661083193747,0.0
2018-10-04,-1.006659656501928,-2.066666666666667,-0.3389414651244304,-1.3726603575184018,1.0,-1.225236593059937,0.0
2018-10-05,-0.9933714764164108,-2.0634245046050794,-0.3216578286352219,-1.373569634384594,1.0,-1.2253698018420318,0.0
2018-10-08,-0.9927313391109868,-2.0636706737489514,-0.3107352530053117,-1.3907604137545428,1.0,-1.2311993290466872,0.0
2018-10-09,-0.9932196281280582,-2.0645882846358172,-0.31105829721795053,-1.3906752411575563,1.0,-1.2306025443869706,0.0
2018-10-10,-0.993361285814116,-2.064220824598183,-0.3109014675052411,-1.3906359189378057,1.0,-1.2290006988120195,0.0
2018-10-11,-0.8830827321151642,-2.074843233767109,-0.1531926370440294,-1.3669341244690176,1.0,-1.264580945317241,0.0
2018-10-12,-0.8988711819389109,-2.0652722443559095,-0.14043824701195218,-1.3238379814077024,1.0,-1.2117529880478088,0.0
2018-10-15,-0.8787538034131498,-2.0924725492790053,-0.11139039555496759,-1.3204788993253076,1.0,-1.211535917449398,0.0
2018-10-16,-0.8769342679539744,-2.0978045232112157,-0.10706255786271657,-1.3201296124851212,1.0,-1.2110170612352864,0.0
2018-10-17,-0.8400154450093315,-2.0165390308256645,-0.08546238496685758,-1.2923611558015315,1.0,-1.2009781839243194,0.0
2018-10-18,-0.8386308068459658,-2.0143482177325955,-0.08634667352979024,-1.2939776090593231,1.0,-1.2008107064727833,0.0
2018-10-19,-0.8151861549268792,-2.000447027268663,-0.05741107350405517,-1.3071715946101283,1.0,-1.2058241267003,0.0
2018-10-22,-0.8153541546911924,-1.9998722616082265,-0.060995082071916715,-1.3056779715143387,1.0,-1.2050201187967045,0.0
2018-10-23,-0.8165219611848826,-1.9985316649642493,-0.06473442288049029,-1.3018386108273747,1.0,-1.2023748723186927,0.0
2018-10-24,-0.8252035125953464,-2.0007691814627266,-0.04371514646497019,-1.3185693224793282,1.0,-1.2215883597205306,0.0
2018-10-25,-0.752071696028482,-1.898348781535817,-0.02265054324473636,-1.3194401816954147,1.0,-1.1459087839911608,0.0
2018-10-26,-0.7187480859925277,-1.8925093403564648,-0.0,-1.3643045262448705,1.0,-1.1493232069578,0.0
2018-10-29,-0.6793405523786349,-1.907652999148315,-0.0,-1.3433507726000729,1.0,-1.153120817617715,0.0
2018-10-30,-0.6530351048269136,-1.912786445636275,-0.0,-1.348976109215017,1.0,-1.1797903461725987,0.0
2018-10-31,-0.6552804385806374,-1.871257304656907,-0.0,-1.3356828724621965,1.0,-1.1622386890776553,0.0
2018-11-01,-0.6163912676396092,-1.908153419370402,-0.0,-1.3384392714992162,1.0,-1.1677119768423592,0.0
2018-11-02,-0.6279362416107382,-1.8481543624161076,-0.0,-1.3577420901246404,1.0,-1.1585570469798658,0.0
2018-11-05,-0.6231363391413688,-1.859589246152925,-0.0,-1.357283994970361,1.0,-1.147655828992276,0.0
2018-11-06,-0.636920122426934,-1.873972273900258,-0.0,-1.3526975934705634,1.0,-1.1377303006661466,0.0
2018-11-07,-0.6492284994159955,-1.9242023729021946,-0.0,-1.3934345607671974,1.0,-1.1806110530521914,0.0
2018-11-08,-0.5977568960290996,-1.9183388905729006,-0.0,-1.367323431342831,1.0,-1.1790239466505,0.0
2018-11-09,-0.5992963726798496,-1.9187795705447046,-0.0,-1.3675239597234017,1.0,-1.180213514497149,0.0
2018-11-12,-0.5997577225923683,-1.8858267716535435,-0.0,-1.3912174439733496,1.0,-1.1801938219261054,0.0
2018-11-13,-0.5537229592446516,-1.875164336082228,-0.0,-1.3846659495637625,1.0,-1.1623042906657106,0.0
2018-11-14,-0.5541347992351816,-1.874581739961759,-0.0,-1.3844407265774377,1.0,-1.1619263862332696,0.0
2018-11-15,-0.5537982266954229,-1.8795830337886412,-0.0,-1.3879702851665467,1.0,-1.1696022046489334,0.0
2018-11-16,-0.5461979228840874,-1.860510922764713,-0.0,-1.38420675659544,1.0,-1.177808284588755,0.0
2018-11-19,-0.5497522831731629,-1.8596072345251595,-0.0,-1.3824986569569628,1.0,-1.1772219900913268,0.0
2018-11-20,-0.5159914712153518,-1.8481994787964937,-0.0,-1.376924899312959,1.0,-1.181710495143331,0.0
2018-11-21,-0.5236423220973783,-1.8343867041198503,-0.0,-1.366690074906367,1.0,-1.1273408239700375,0.0
2018-11-23,-0.5286702626641652,-1.8073991557223266,-0.0,-1.3888367729831146,1.0,-1.1381918386491559,0.0
2018-11-26,-0.5271285965942455,-1.8226071638285377,-0.0,-1.3868467410452143,1.0,-1.1354081033470347,0.0
2018-11-27,-0.5058589172720881,-1.8393484883993438,-0.0,-1.3837004921490508,1.0,-1.1300093742676354,0.0
2018-11-28,-0.5046635771690033,-1.8512348213761953,-0.0,-1.380888132809292,1.0,-1.1293482724233002,0.0
2018-11-29,-0.4440525067946568,-1.8254785173191466,-0.0,-1.3741976522292256,1.0,-1.1389579598681547,0.0
2018-11-30,-0.4463715992807008,-1.8330529613086608,-0.0,-1.3846510818492952,1.0,-1.1367828760368932,0.0
2018-12-03,-0.44256404312043585,-1.8336038020169236,-0.0,-1.3839689347397706,1.0,-1.1356207256288398,0.0
2018-12-04,-0.429601846508944,-1.8362377380265436,-0.0,-1.3753606462781303,1.0,-1.1290825158684363,0.0
2018-12-06,-0.40977881257275905,-1.724264094461999,-0.0,-1.3496867897333555,1.0,-1.0598148456122845,0.0
2018-12-07,-0.41407029604168977,-1.7241933695531655,-0.0,-1.3498170528883466,1.0,-1.0557711497948774,0.0
2018-12-10,-0.3673737152853706,-1.7303192652525694,-0.0,-1.3461075880166193,1.0,-1.0230701946205991,0.0
2018-12-11,-0.36543088363954507,-1.7311351706036746,-0.0,-1.3453630796150482,1.0,-1.0261373578302713,0.0
2018-12-12,-0.36408404464871963,-1.732435981615233,-0.0,-1.345753994309477,1.0,-1.029382797110965,0.0
2018-12-13,-0.36343768781074137,-1.7249084849478227,-0.0,-1.3497240889471671,1.0,-1.0254603070534885,0.0
2018-12-14,-0.3660787418773549,-1.7191066455523398,-0.0,-1.3503522088134114,1.0,-1.024954950035494,0.0
2018-12-17,-0.3465443292252565,-1.7157283240132475,-0.0,-1.3328085129485858,1.0,-1.0340409359900102,0.0
2018-12-18,-0.33238269479121824,-1.7003874300473525,-0.0,-1.32135170038743,1.0,-1.0268510546706844,0.0
2018-12-19,-0.30668636463121035,-1.7353359597286058,-0.0,-1.3678594878529218,1.0,-1.0617750054716568,0.0
2018-12-20,-0.30156045395024006,-1.7109886512439982,-0.0,-1.386894369271061,1.0,-1.0566346573548668,0.0
2018-12-21,-0.2929008501651595,-1.7087778198949477,-0.0,-1.3843071424703524,1.0,-1.0290247468457248,0.0
2018-12-24,-0.26439678284182305,-1.6780160857908848,-0.0,-1.3730831099195708,1.0,-1.0464343163538874,0.0
2018-12-26,-0.2629374337221633,-1.6935312831389184,-0.0,-1.328844114528102,1.0,-1.0169671261930011,0.0
2018-12-27,-0.1760659551868899,-1.6301148146274849,-0.0,-1.2194122704971928,1.0,-1.0323200647412878,0.0
2018-12-28,-0.17021276595744683,-1.6361247283570024,-0.0,-1.218577854146662,1.0,-1.0288573305705768,0.0
2018-12-31,-0.17091166363452598,-1.6353850818677986,-0.0,-1.2183646654538103,1.0,-1.0289064079239945,0.0
2019-01-02,-0.17012993579048485,-1.6367359320491432,-0.0,-1.2197279943374286,1.0,-1.029222913190758,0.0
2019-01-03,-0.19035314384151594,-1.6337335967978925,-0.0,-1.2397020823833411,1.0,-1.0028373106348483,0.0
2019-01-04,-0.1538964303670186,-1.6426344896933134,-0.0,-1.223931623931624,1.0,-1.00718954248366,0.0
2019-01-07,-0.13252243856981705,-1.5981656775712394,-0.0,-1.2040315856589339,1.0,-0.9698857226936094,0.0
2019-01-08,-0.13571009389671362,-1.5818172926447576,-0.0,-1.2086267605633803,1.0,-0.9642507824726135,0.0
2019-01-09,-0.2563135641640955,-1.8307050622785965,-0.0,-1.4427494000685637,1.0,-1.1838647011770083,0.0
2019-01-10,-0.2580792508850063,-1.8251684366792282,-0.0,-1.4454721936736326,1.0,-1.1809409615165012,0.0
2019-01-11,-0.26128497053607186,-1.8103438411808455,-0.0,-1.4521425710853022,1.0,-1.197379712798215,0.0
