Date,IWF,IWM,MTUM,RDHL,SPY,VLUE,VXX
2018-09-24,-1.254548620179333,-2.26830329938191,-0.4911639244363193,1.0,-1.909027596413337,-1.7825367807086272,0.0
2018-09-25,-1.2615398014283226,-2.264936422226093,-0.5008709284096847,1.0,-1.9059397317540498,-1.7760843058700575,0.0
2018-09-26,-1.2720272989762884,-2.281651938052323,-0.5113308250940589,1.0,-1.913203254877942,-1.7714585703036136,0.0
2018-09-27,-1.2757686932215235,-2.2644129979035643,-0.5152865129280224,1.0,-1.910988819007687,-1.7686932215234101,0.0
2018-09-28,-1.280017490161784,-2.264713598600787,-0.5163095758635768,1.0,-1.9132487975513774,-1.770791429820726,0.0
2018-10-01,-1.279902003674862,-2.267039986000525,-0.5174555954151719,1.0,-1.9134657450345611,-1.7718085571791058,0.0
2018-10-02,-1.2827018986787997,-2.2450783095633913,-0.5260302738647301,1.0,-1.9183655612914516,-1.7774958439058535,0.0
2018-10-03,-1.2825763542487092,-2.2248184125317234,-0.5233219567690558,1.0,-1.9277150608208629,-1.7928590181149908,0.0
2018-10-04,-1.2887625710537822,-2.211456055968518,-0.525142107564495,1.0,-1.9349365981635331,-1.784783559247923,0.0
2018-10-05,-1.2571627018579614,-2.189789894078833,-0.4926202465705851,1.0,-1.9449557214794233,-1.797621114776871,0.0
2018-10-08,-1.2503678061445263,-2.1785374296841193,-0.48247511899610557,1.0,-1.9493725659887495,-1.793509303331891,0.0
2018-10-09,-1.26361579954759,-2.192448233861145,-0.4962589176961893,1.0,-1.9545850008700192,-1.793283452235949,0.0
2018-10-10,-1.268143219819662,-2.213779217368467,-0.4903265341854154,1.0,-1.9680469228749016,-1.8139718112579883,0.0
2018-10-11,-1.1289976035038425,-2.121312288240641,-0.3584827700190067,1.0,-1.8753821998181968,-1.77968762912156,0.0
2018-10-12,-1.1860021560660088,-2.1520855792354254,-0.3477900323409901,1.0,-1.85886060203997,-1.7477402769715564,0.0
2018-10-15,-1.182903573501368,-2.158527485283144,-0.3383633197910621,1.0,-1.861785921565376,-1.749523256778045,0.0
2018-10-16,-1.1836136915223032,-2.22637877646665,-0.30554858147125286,1.0,-1.8838396518537115,-1.7693530839400786,0.0
2018-10-17,-1.1300422901756668,-2.1085718932986337,-0.2644762524398178,1.0,-1.8574333116460637,-1.7722836694860118,0.0
2018-10-18,-1.1460950973146093,-2.144370534614437,-0.25548164572554816,1.0,-1.8727929703539459,-1.793463086146013,0.0
2018-10-19,-1.1288399436946261,-2.156413016477602,-0.2103171317380144,1.0,-1.938146890784135,-1.8464850542353233,0.0
2018-10-22,-1.1317944899478778,-2.1437081161578555,-0.20129064283941425,1.0,-1.944403077686771,-1.852072474559444,0.0
2018-10-23,-1.1315833057303741,-2.1467373302418022,-0.19766478966545212,1.0,-1.9491553494534613,-1.8557469360715466,0.0
2018-10-24,-1.131271249689029,-2.1549050501699973,-0.1910606186250933,1.0,-1.9553030931254665,-1.8599386350443652,0.0
2018-10-25,-1.0497035653374482,-2.06675871030618,-0.14521237716234872,1.0,-2.0423130025176643,-1.8175911638106066,0.0
2018-10-26,-1.0116880019082453,-2.014152818637195,-0.11552834539238292,1.0,-2.0307704540033398,-1.7788820863480959,0.0
2018-10-29,-0.9787166955699197,-2.0227810184455306,-0.08592148825476903,1.0,-2.012848809711493,-1.7824373324925114,0.0
2018-10-30,-0.9656503584652959,-2.024028992357993,-0.07673520838257308,1.0,-2.015284014811314,-1.7967383597258335,0.0
2018-10-31,-0.9872501180544624,-1.9762317015583186,-0.07594837084841807,1.0,-2.031008972139147,-1.7999370376200219,0.0
2018-11-01,-0.959968541093197,-2.0151789225324417,-0.043020055053086904,1.0,-2.038379866299646,-1.8081793157687769,0.0
2018-11-02,-0.9600094095506939,-2.001568258448992,-0.04681251470242295,1.0,-2.0320708852818945,-1.8009095899004157,0.0
2018-11-05,-0.9613996547936609,-2.0001569119723834,-0.04597520790836341,1.0,-2.0335791620900676,-1.8045661383963598,0.0
2018-11-06,-1.0017450622669948,-2.0519552629491553,-0.025462044895692874,1.0,-2.0479892123423493,-1.8049496311572937,0.0
2018-11-07,-0.9954044845891767,-2.049996038348784,-0.03549639489739324,1.0,-2.0411219396244356,-1.8012043419697332,0.0
2018-11-08,-0.94,-2.04640625,-0.0,1.0,-2.017265625,-1.808828125,0.0
2018-11-09,-0.9470372730168843,-2.095412551768079,-0.0,1.0,-2.071838165020707,-1.8499522140809173,0.0
2018-11-12,-0.9403586381230745,-2.0569555257129313,-0.0,1.0,-2.0685678173631405,-1.833557153013666,0.0
2018-11-13,-0.8698993740591079,-2.0797876554948105,-0.0,1.0,-2.115997147611125,-1.8576182552888045,0.0
2018-11-14,-0.8866773675762439,-2.1064205457463885,-0.0,1.0,-2.149117174959872,-1.8834670947030496,0.0
2018-11-15,-0.8964221532429342,-2.1470347982355826,-0.0,1.0,-2.1854272177748735,-1.9396340467243913,0.0
2018-11-16,-0.8867335196449121,-2.1375143843498274,-0.0,1.0,-2.2093539372020383,-1.9861088278809798,0.0
2018-11-19,-0.8988217846255253,-2.1405619181016724,-0.0,1.0,-2.210183735684271,-1.9897009145587872,0.0
2018-11-20,-0.8119762427792694,-2.106500691562932,-0.0,1.0,-2.2035635831095925,-2.0139939793344723,0.0
2018-11-21,-0.8353179424868368,-2.1041717294451194,-0.0,1.0,-2.2157958687727826,-1.945159983799109,0.0
2018-11-23,-0.8354358725537764,-2.092996927058062,-0.0,1.0,-2.2154294032023287,-1.942907973475659,0.0
2018-11-26,-0.83345466310766,-2.1062039957939014,-0.0,1.0,-2.2110329208121002,-1.9379600420609884,0.0
2018-11-27,-0.8059641507917369,-2.113415320311872,-0.0,1.0,-2.196366851539265,-1.9221927497789566,0.0
2018-11-28,-0.8051958497546852,-2.123381323896083,-0.0,1.0,-2.193436821362503,-1.9210970803506797,0.0
2018-11-29,-0.7187747348424884,-2.0844546461928126,-0.0,1.0,-2.1805445622922273,-1.9314548044958046,0.0
2018-11-30,-0.7186040990741474,-2.0848302603466013,-0.0,1.0,-2.182321753580755,-1.9275144417187622,0.0
2018-12-03,-0.7153694192018965,-2.082813117344923,-0.0,1.0,-2.1793757408139074,-1.9244567364677994,0.0
2018-12-04,-0.6888125848438872,-2.138704783198914,-0.0,1.0,-2.2039447416753175,-1.9537650722670286,0.0
2018-12-06,-0.6590840157719139,-1.95215347285411,-0.0,1.0,-2.1329238701850164,-1.8385653624507128,0.0
2018-12-07,-0.6497948016415869,-1.9591123271013833,-0.0,1.0,-2.140902872777018,-1.8501291989664082,0.0
2018-12-10,-0.5716656608328303,-1.9883826191913092,-0.0,1.0,-2.1634731442365718,-1.8203077851538922,0.0
2018-12-11,-0.5697577906889005,-1.9896627178751978,-0.0,1.0,-2.1624537840488944,-1.8235871123519203,0.0
2018-12-12,-0.5709219858156028,-1.9892108042854988,-0.0,1.0,-2.1620642824807605,-1.822695035460993,0.0
2018-12-13,-0.5698973429951691,-1.9801479468599037,-0.0,1.0,-2.177838164251208,-1.820350241545894,0.0
2018-12-14,-0.5712991620744319,-1.9809013361515813,-0.0,1.0,-2.1764173020306483,-1.8202611912131048,0.0
2018-12-17,-0.5204351439147844,-1.9950895217949687,-0.0,1.0,-2.156757573468309,-1.8822240688977867,0.0
2018-12-18,-0.4930270713699755,-1.960623461853979,-0.0,1.0,-2.134611082109031,-1.8693414870609293,0.0
2018-12-19,-0.4644535394876459,-2.0074276186145217,-0.0,1.0,-2.1934970441109596,-1.913824465666212,0.0
2018-12-20,-0.45814513700692555,-1.9697380307136403,-0.0,1.0,-2.2025745257452574,-1.897395362842517,0.0
2018-12-21,-0.44370663284339323,-1.9584421398194434,-0.0,1.0,-2.1941356412743414,-1.864731776467955,0.0
2018-12-24,-0.3733081285444234,-1.9337618147448017,-0.0,1.0,-2.252249527410208,-2.0020415879017013,0.0
2018-12-26,-0.3648688915375447,-1.920515494636472,-0.0,1.0,-2.2010578069129916,-1.9629022646007153,0.0
2018-12-27,-0.23196894848271,-1.8209597741707833,-0.0,1.0,-2.0310515172900496,-1.9731827805222302,0.0
2018-12-28,-0.21480221182475545,-1.849992910818092,-0.0,1.0,-2.0450163051183896,-1.9792995888274494,0.0
2018-12-31,-0.21288217351209474,-1.8558558558558558,-0.0,1.0,-2.0456125416755335,-1.9793573100659714,0.0
2019-01-02,-0.20874061481796288,-1.8534494970959061,-0.0,1.0,-2.042357274401473,-1.9786088681116303,0.0
2019-01-03,-0.1818050749711649,-1.900735294117647,-0.0,1.0,-2.063581314878893,-2.0626441753171854,0.0
2019-01-04,-0.10169612824733415,-1.926715809060331,-0.0,1.0,-2.041222357403564,-2.0870249767408575,0.0
2019-01-07,-0.05782831784773264,-1.8430869504923035,-0.0,1.0,-2.0082512827624464,-2.02468450977673,0.0
2019-01-08,-0.06586412065864121,-1.805797703057977,-0.0,1.0,-2.029196070291961,-2.0176421751764217,0.0
2019-01-09,-0.06755629691409507,-1.8236725048651654,-0.0,1.0,-2.0385043091465107,-2.020433694745621,0.0
2019-01-10,-0.07247488839285715,-1.8200334821428572,-0.0,1.0,-2.0585239955357144,-2.0244140625,0.0
2019-01-11,-0.06381221174364976,-1.818613616025332,-0.0,1.0,-2.024161905417498,-1.9771460039925652,0.0
2019-01-14,-0.07375401929260451,-1.759512325830654,-0.0,1.0,-1.964429260450161,-1.9011254019292605,0.0
2019-01-15,-0.07202905373596073,-1.763871141300693,-0.0,1.0,-1.967987087228462,-1.9215818145134171,0.0
2019-01-16,-0.08222103577148958,-1.735384410037373,-0.0,1.0,-1.9592231713828083,-1.8970234917245061,0.0
2019-01-17,-0.08531944722611656,-1.7285533079644835,-0.0,1.0,-1.963148407770879,-1.898991922024167,0.0
2019-01-18,-0.10194699837750135,-1.72789345592212,-0.0,1.0,-1.980732828555976,-1.9498377501352084,0.0
2019-01-22,-0.0,-1.7613026278609778,-0.0,1.0,-2.267730997456909,-2.035108787793162,0.0
2019-01-23,-0.0,-1.705413555427915,-0.0,1.0,-2.3461372774267666,-2.128230901780586,0.0
2019-01-24,-0.0,-1.6717524597176672,-0.0,1.0,-2.359118779409668,-2.098745187508912,0.0
2019-01-25,-0.0,-1.5922417681551646,-0.0,1.0,-2.6001353179972937,-2.325364606826041,0.0
2019-01-28,-0.0,-1.549628168159053,-0.0,1.0,-2.6958567309151618,-2.3429200182121717,0.0
2019-01-29,-0.0,-1.56811797752809,-0.0,1.0,-2.755071785268415,-2.4794787765293385,0.0
