Date,IWF,IWM,MTUM,SI,SPY,VLUE,VXX
2020-07-06,-0.6245183044315992,-0.6385276172125882,-0.5445166987797045,1.0,-0.9344091201027617,-0.27219813744380217,0.0
2020-07-07,-0.6175538529423563,-0.6483212322997313,-0.5391311324160616,1.0,-0.9349753299370211,-0.2714108066910024,0.0
2020-07-08,-0.6174830505074819,-0.648734304168171,-0.538612749227745,1.0,-0.9361335098487584,-0.2707104745857905,0.0
2020-07-09,-0.6147491679031158,-0.6483137506516421,-0.5375546376869712,1.0,-0.9361992220395396,-0.27324858643782335,0.0
2020-07-10,-0.6088143212651521,-0.6547724171148751,-0.5308260415830457,1.0,-0.9378662599341736,-0.2814883198201814,0.0
2020-07-13,-0.6027501909854851,-0.6566282015198425,-0.5300550842346509,1.0,-0.9402516987656308,-0.2910216718266254,0.0
2020-07-14,-0.5901514238663293,-0.6539342089408363,-0.5192191830341005,1.0,-0.9489898381331084,-0.3042133590392417,0.0
2020-07-15,-0.5932380340507549,-0.651060070671378,-0.5185913909412142,1.0,-0.9493254095727593,-0.30320430452939284,0.0
2020-07-16,-0.5926595189334618,-0.6524916676705618,-0.5179295667188692,1.0,-0.9494036863028551,-0.30313616833313256,0.0
2020-07-17,-0.5923947960167041,-0.6522646964343077,-0.5179489238676517,1.0,-0.9489238676517828,-0.303886925795053,0.0
2020-07-20,-0.5947271119684913,-0.6516759102965999,-0.5171609999196205,1.0,-0.949963829274174,-0.30548187444739167,0.0
2020-07-21,-0.5799044598771628,-0.6587049897635583,-0.5068443659427563,1.0,-0.9514270804062462,-0.3174099795271165,0.0
2020-07-22,-0.5717785005822591,-0.6665060434485804,-0.5001405453158254,1.0,-0.9541822270409187,-0.3229731357667751,0.0
2020-07-23,-0.5718014617299815,-0.6683800497951972,-0.5008834631756486,1.0,-0.9536583406955265,-0.3210183920970203,0.0
2020-07-24,-0.5561705370392652,-0.6776160109092367,-0.4923996310111098,1.0,-0.9520715517587134,-0.3324910760839049,0.0
2020-07-27,-0.5599085732616891,-0.6784425374929827,-0.49101772395540944,1.0,-0.9570935921084289,-0.3235223353917716,0.0
2020-07-28,-0.5580584392160006,-0.6774219407591486,-0.48899755501222497,1.0,-0.9577938995550924,-0.32594492765241095,0.0
2020-07-29,-0.5560942383203782,-0.6758955044474718,-0.48781953682186074,1.0,-0.9580495231989743,-0.3289125731228464,0.0
2020-07-30,-0.5555244083136439,-0.6716190781306316,-0.48800608706099075,1.0,-0.9579512234191663,-0.33154459172640266,0.0
2020-07-31,-0.5554443154058708,-0.6716591245845182,-0.48792599415321775,1.0,-0.9581114092347123,-0.3314644988186296,0.0
2020-08-03,-0.5398066819075121,-0.6852765411302291,-0.49496651024746324,1.0,-0.9523523041751895,-0.3382665543657001,0.0
2020-08-04,-0.5388100392911556,-0.6831448961590891,-0.4941063266778927,1.0,-0.9532114505653114,-0.3400288669713736,0.0
2020-08-05,-0.5410500140376208,-0.6823486945012635,-0.49496651024746324,1.0,-0.9541170336501824,-0.33830666185376806,0.0
2020-08-06,-0.5410684206304645,-0.6811181519210716,-0.495468035614021,1.0,-0.9539584503088152,-0.33897489371941925,0.0
2020-08-07,-0.5400625601539942,-0.6812239332691691,-0.49582932306705163,1.0,-0.9527189605389798,-0.34039140198909207,0.0
2020-08-10,-0.5333654154635868,-0.6868383060635227,-0.4920195700994546,1.0,-0.9525184472248958,-0.3455646454924607,0.0
2020-08-11,-0.545556895858464,-0.6851226377161239,-0.5052271813429835,1.0,-0.9554081222356252,-0.3295938882187374,0.0
2020-08-12,-0.5399236487844083,-0.6863572433192687,-0.49399236487844084,1.0,-0.9588507132810931,-0.33936106088004825,0.0
2020-08-13,-0.5377233487251557,-0.6881750652479421,-0.48958040554105603,1.0,-0.9587231479622567,-0.34105601284882553,0.0
2020-08-14,-0.5367009315772566,-0.6878011564407324,-0.48875682621265654,1.0,-0.9590427240603918,-0.34315772566655955,0.0
2020-08-17,-0.5354646959595147,-0.6867619889147722,-0.488713952927946,1.0,-0.95891236243875,-0.3464936942726323,0.0
2020-08-18,-0.5349743013170575,-0.6863154513331191,-0.48570510761323477,1.0,-0.9598859620944427,-0.34849823321554774,0.0
2020-08-19,-0.5322464059111718,-0.6894225363424624,-0.48457955184322543,1.0,-0.9589189623323429,-0.35057425106417156,0.0
2020-08-20,-0.5309475037153071,-0.6910069486283488,-0.48371289713620114,1.0,-0.9582278989436479,-0.3526127645901113,0.0
2020-08-21,-0.5291353760893136,-0.6916589695192964,-0.48214931127263966,1.0,-0.9578330187542669,-0.35516645917834627,0.0
2020-08-24,-0.5284761828259298,-0.6944332878142823,-0.48164511205719335,1.0,-0.9568640051409751,-0.35492810667523494,0.0
2020-08-25,-0.5296433161953727,-0.6947300771208227,-0.48650385604113117,1.0,-0.9550931876606684,-0.35073907455012854,0.0
2020-08-26,-0.5293810499256939,-0.6947021729525645,-0.4864039844157931,1.0,-0.9548539984737117,-0.3511668072458529,0.0
2020-08-27,-0.5228385646624387,-0.699285542265393,-0.4828610419844264,1.0,-0.9527976238259613,-0.3560247250541864,0.0
2020-08-28,-0.5217810254145421,-0.6997631188019432,-0.4823142088569478,1.0,-0.9541494359015538,-0.3569277713092705,0.0
2020-08-31,-0.5253215434083602,-0.6993569131832797,-0.4860530546623794,1.0,-0.9559083601286175,-0.35269292604501606,0.0
2020-09-01,-0.5253024639253989,-0.6992644398890631,-0.48643434221632703,1.0,-0.9562683387595965,-0.3521443787933598,0.0
2020-09-02,-0.5264342861737628,-0.6998753668636675,-0.48679290797250024,1.0,-0.9564186065211273,-0.3508623808949463,0.0
2020-09-03,-0.5321898780045898,-0.7090228288440633,-0.4961146676329669,1.0,-0.9535773241534806,-0.33534645891210696,0.0
2020-09-04,-0.49702345279475807,-0.7147309121419153,-0.46430141036397776,1.0,-0.9606056973910264,-0.3587039034719725,0.0
2020-09-08,-0.496145396444977,-0.714120231675654,-0.46407030157779106,1.0,-0.9587377671260235,-0.3613740762931895,0.0
2020-09-09,-0.4785651793525809,-0.7223415254911317,-0.4393939393939394,1.0,-0.9570905909488586,-0.37942416288872977,0.0
2020-09-10,-0.4709897610921502,-0.7233510596079054,-0.429399158663386,1.0,-0.9569013413762998,-0.3879276133026431,0.0
2020-09-11,-0.46583432421720167,-0.7268331351565596,-0.42794292508917947,1.0,-0.954855330955212,-0.38806975822433604,0.0
2020-09-14,-0.46303640834457055,-0.7213849448718966,-0.42722297136511467,1.0,-0.9575632585071786,-0.39684302371698266,0.0
2020-09-15,-0.46282041107848576,-0.723077533529085,-0.42837870010316637,1.0,-0.9577017697008173,-0.395920958654075,0.0
2020-09-16,-0.4617978419549349,-0.7233021263091081,-0.4253014915899714,1.0,-0.957989527134243,-0.3986036178990796,0.0
2020-09-17,-0.4617978419549349,-0.7233021263091081,-0.42534116153602025,1.0,-0.9576324976198032,-0.39892097746747057,0.0
2020-09-18,-0.4576492981203902,-0.7227377270203822,-0.42465699103814736,1.0,-0.9563803632326116,-0.40399714489650246,0.0
2020-09-21,-0.4551653056370412,-0.7254816459208754,-0.4270990248156664,1.0,-0.9530246570998178,-0.40339332434789504,0.0
2020-09-22,-0.44718001750059666,-0.744212870893326,-0.4179858404263782,1.0,-0.9595497573780924,-0.4084400604566065,0.0
2020-09-23,-0.43961333439414435,-0.74285941602355,-0.4221099530591137,1.0,-0.9574349590261756,-0.41602355000397806,0.0
2020-09-24,-0.4337645844908326,-0.7384316215572666,-0.4166203666957696,1.0,-0.9590046829113422,-0.420787364076514,0.0
2020-09-25,-0.4338042701801731,-0.7385506786252877,-0.41681879514247167,1.0,-0.9586871973966189,-0.42074767838717364,0.0
2020-09-28,-0.42985133795837466,-0.7358969276511398,-0.40991080277502484,1.0,-0.9590089197224976,-0.4296134786917741,0.0
2020-09-29,-0.42945441578509447,-0.7345378184555648,-0.41019850231784144,1.0,-0.9589920361345536,-0.428939339910456,0.0
2020-09-30,-0.4295732794484726,-0.7344981972344388,-0.41035698720234554,1.0,-0.9585958239232932,-0.4290582035738341,0.0
2020-10-01,-0.4295618413754853,-0.7348070675857699,-0.41003090087948657,1.0,-0.9581649631566438,-0.42908644322953815,0.0
2020-10-02,-0.4284356435643564,-0.7318415841584158,-0.409029702970297,1.0,-0.9594059405940594,-0.4317227722772277,0.0
2020-10-05,-0.4218106995884774,-0.7370212092434315,-0.40190724912947134,1.0,-0.9592434314656537,-0.43696581196581197,0.0
2020-10-06,-0.4234038347499506,-0.7272978849575015,-0.39770705673057916,1.0,-0.9634315082032022,-0.4415101798774461,0.0
2020-10-07,-0.41798418972332013,-0.7359288537549407,-0.3949407114624506,1.0,-0.9588142292490118,-0.4449407114624506,0.0
2020-10-08,-0.41742014450981163,-0.733564970189916,-0.39416433055632333,1.0,-0.959489872468117,-0.4437556757610455,0.0
2020-10-09,-0.41748262792166774,-0.7336149715729627,-0.39414876816171823,1.0,-0.9596493998736576,-0.4433038534428301,0.0
2020-10-12,-0.4118134796857109,-0.7322225293165396,-0.3929008567931457,1.0,-0.9576736289335491,-0.4537055316460694,0.0
2020-10-13,-0.4120434353405726,-0.7321224086870681,-0.39289239881539983,1.0,-0.9581441263573545,-0.4534649555774926,0.0
2020-10-14,-0.41295162882527153,-0.7320829220138204,-0.3948667324777888,1.0,-0.9567620927936822,-0.45200394866732485,0.0
2020-10-15,-0.4136419289861369,-0.7327303605987597,-0.3951972826730913,1.0,-0.9568703345313796,-0.45120265413325955,0.0
2020-10-16,-0.4107396870554765,-0.7377113956061324,-0.3925636162478267,1.0,-0.9564959696538643,-0.4538090722301248,0.0
2020-10-19,-0.40830696202531647,-0.7363528481012658,-0.393631329113924,1.0,-0.9596518987341771,-0.45775316455696197,0.0
2020-10-20,-0.40688042487416276,-0.737307280726091,-0.3939994451270263,1.0,-0.9576711188617179,-0.46748048036146017,0.0
2020-10-21,-0.40724591723481846,-0.7371571270017441,-0.39305533534168385,1.0,-0.9584588552402092,-0.4679324560012684,0.0
2020-10-22,-0.41546432841769626,-0.7304503786369071,-0.39358310083698683,1.0,-0.9738142686329214,-0.47233957752092465,0.0
2020-10-23,-0.41557510849225626,-0.7300234900664888,-0.3908508181709599,1.0,-0.9733646534219851,-0.47151331767328897,0.0
2020-10-26,-0.4186027975929542,-0.7353445183915833,-0.3899892400270992,1.0,-0.9778424261746305,-0.46331646275853827,0.0
2020-10-27,-0.4257071681131469,-0.7341288974606237,-0.41714882674381226,1.0,-0.9888701382192221,-0.4521054323368692,0.0
2020-10-28,-0.43367653539521656,-0.7362685789832139,-0.40551259965546255,1.0,-0.9844557509715156,-0.4462962221064861,0.0
2020-10-29,-0.4098966613672496,-0.7387917329093799,-0.40079491255961847,1.0,-0.9751589825119238,-0.44988076311605724,0.0
2020-10-30,-0.4079888712241654,-0.7356120826709062,-0.40357710651828305,1.0,-0.975596184419714,-0.4517488076311606,0.0
2020-11-02,-0.3953045685279188,-0.7326697335025381,-0.39867544416243655,1.0,-0.9751348350253807,-0.46391180203045684,0.0
2020-11-03,-0.4003804843248385,-0.7279140739566407,-0.39689271134715237,1.0,-0.9757837580753835,-0.4624073560302802,0.0
2020-11-04,-0.4004037685060565,-0.7214789011163012,-0.39533686960652364,1.0,-0.9769218589185338,-0.4643733671126593,0.0
2020-11-05,-0.3894287745911354,-0.7287666903689659,-0.38737457533380737,1.0,-0.9762977008769852,-0.4685549498301335,0.0
2020-11-06,-0.3896936594633104,-0.7334362384231774,-0.3836776695955038,1.0,-0.9772817224728885,-0.4737592020897649,0.0
