Date,IWF,IWM,MTUM,SPY,STRA,VLUE,VXX
2018-09-24,-0.4099010634750065,-1.0977137140104496,-0.0,-0.6107014488457406,1.0,-0.5871716011412902,0.0
2018-09-25,-0.41388508131737856,-1.0962842218352906,-0.0,-0.6097877227429334,1.0,-0.5846700996554662,0.0
2018-09-26,-0.4137739413922128,-1.0963212684770127,-0.0,-0.6097877227429334,1.0,-0.5847441929389101,0.0
2018-09-27,-0.4136767976278725,-1.097553743513714,-0.0,-0.6101186063750927,1.0,-0.585137138621201,0.0
2018-09-28,-0.41254957192098146,-1.0983655164745563,-0.0,-0.6100959934768911,1.0,-0.5852637040880619,0.0
2018-10-01,-0.41242120875046345,-1.099406748238784,-0.0,-0.6101965146459029,1.0,-0.585799035965888,0.0
2018-10-02,-0.41322804285767245,-1.0968005042079114,-0.0,-0.6108701293886478,1.0,-0.5865124383642902,0.0
2018-10-03,-0.4185204538668259,-1.116004777545536,-0.0,-0.6131307853090475,1.0,-0.584764108689161,0.0
2018-10-04,-0.4182022051952906,-1.1193421790319567,-0.0,-0.6125957764903756,1.0,-0.5874789758923565,0.0
2018-10-05,-0.4124472967426588,-1.121450692138353,-0.0,-0.6112831610760792,1.0,-0.5860229095929256,0.0
2018-10-08,-0.4089115544967243,-1.1171456223942824,-0.0,-0.6124553305539012,1.0,-0.5839413341274569,0.0
2018-10-09,-0.42100928421683137,-1.1254492362982929,-0.0,-0.6150419287211739,1.0,-0.58217280622941,0.0
2018-10-10,-0.42611271513742555,-1.1257264989313436,-0.0,-0.6193708050545578,1.0,-0.5784243878660618,0.0
2018-10-11,-0.3463836876607149,-1.1137227916410126,-0.0,-0.5831733729310782,1.0,-0.5784288870377747,0.0
2018-10-12,-0.34248591220702773,-1.111769139657586,-0.0,-0.5703671799289328,1.0,-0.5646602778076881,0.0
2018-10-15,-0.3180256281766769,-1.133796263154127,-0.0,-0.5639988546066289,1.0,-0.5634977450068007,0.0
2018-10-16,-0.30923983330938354,-1.1547636154619918,-0.0,-0.5645926138813048,1.0,-0.5638741198448053,0.0
2018-10-17,-0.30752141039882464,-1.1498190418174652,-0.0,-0.5628336976385853,1.0,-0.5631561973698356,0.0
2018-10-18,-0.3088103355463844,-1.1537412524672528,-0.0,-0.5619953346492015,1.0,-0.5641844607931096,0.0
2018-10-19,-0.2978101148441401,-1.150545687994864,-0.0,-0.5585633782723446,1.0,-0.5596333547328625,0.0
2018-10-22,-0.29770611109129175,-1.1398451714173594,-0.0,-0.5646962291748421,1.0,-0.5652313510042453,0.0
2018-10-23,-0.29793457710555415,-1.1397638497485107,-0.0,-0.5644775799950058,1.0,-0.5650840081332714,0.0
2018-10-24,-0.2985079979915357,-1.1523204935083566,-0.0,-0.5686105731296176,1.0,-0.5671042249479952,0.0
2018-10-25,-0.2569364864395597,-1.1035177275410633,-0.0,-0.5808243914296628,1.0,-0.5313400701461958,0.0
2018-10-26,-0.24373067674338714,-1.0889041566472002,-0.0,-0.5809687392648574,1.0,-0.5216420474063895,0.0
2018-10-29,-0.22038011895809118,-1.1015587611950501,-0.0,-0.5694605865864496,1.0,-0.5269706706775141,0.0
2018-10-30,-0.22300116271116888,-1.1017714246631558,-0.0,-0.5697284727446823,1.0,-0.5252718692291908,0.0
2018-10-31,-0.23088695415589716,-1.0767242552033736,-0.0,-0.5713168276424976,1.0,-0.5219698000272072,0.0
2018-11-01,-0.225464551414886,-1.0799673879811122,-0.0,-0.5702687094472941,1.0,-0.5213506811156028,0.0
2018-11-02,-0.23445056989210947,-1.0432915074238172,-0.0,-0.5865322826123719,1.0,-0.5178408360672371,0.0
2018-11-05,-0.2272094995759118,-1.0696522476675148,-0.0,-0.5925360474978796,1.0,-0.5032739609838847,0.0
2018-11-06,-0.22238872049858666,-1.068078874774376,-0.0,-0.6011306746585839,1.0,-0.5140142356026292,0.0
2018-11-07,-0.22192349578001636,-1.0677919956438877,-0.0,-0.6000544514021237,1.0,-0.5134767220255921,0.0
2018-11-08,-0.19393122049898856,-1.0697909642616321,-0.0,-0.5894807821982468,1.0,-0.5183074848280513,0.0
2018-11-09,-0.2083617359690979,-1.201772324471711,-0.0,-0.7397182458532151,1.0,-0.6371657956525032,0.0
2018-11-12,-0.21191466420209487,-1.2343653727664816,-0.0,-0.7498074553296364,1.0,-0.6548444239063462,0.0
2018-11-13,-0.16715599165572126,-1.2516418141080121,-0.0,-0.7773313760333772,1.0,-0.6669628370547787,0.0
2018-11-14,-0.16661512293180764,-1.2529766506881088,-0.0,-0.7781042214318848,1.0,-0.6680454615741456,0.0
2018-11-15,-0.16607814985836794,-1.2571883124442202,-0.0,-0.780606107640371,1.0,-0.676458034224516,0.0
2018-11-16,-0.16143757979032072,-1.2448450617045148,-0.0,-0.7789469611977252,1.0,-0.6833533212116523,0.0
2018-11-19,-0.17613036851772246,-1.2532338114033372,-0.0,-0.7857673218961272,1.0,-0.6927976865059204,0.0
2018-11-20,-0.15782514001244555,-1.250272246421904,-0.0,-0.7845364032358432,1.0,-0.6966397013067828,0.0
2018-11-21,-0.16522274845019444,-1.2443109622270996,-0.0,-0.7807939624966308,1.0,-0.6600823995995534,0.0
2018-11-23,-0.16638474550207594,-1.2335076118714439,-0.0,-0.7840612025219129,1.0,-0.6604259572504997,0.0
2018-11-26,-0.16680133902805033,-1.2325599292008158,-0.0,-0.7860633344876679,1.0,-0.6623571511023894,0.0
2018-11-27,-0.15987904769195438,-1.2323356043787799,-0.0,-0.7796065222383832,1.0,-0.6557835106790171,0.0
2018-11-28,-0.15880617600858205,-1.2404888701582315,-0.0,-0.7771732883797555,1.0,-0.654840810696908,0.0
2018-11-29,-0.13121385098098515,-1.2234907193891051,-0.0,-0.7695157449060598,1.0,-0.6560692549049257,0.0
2018-11-30,-0.13201332626637388,-1.2266601044900434,-0.0,-0.7744377981373514,1.0,-0.6527599000530022,0.0
2018-12-03,-0.130977602905569,-1.2264300847457628,-0.0,-0.7738347457627118,1.0,-0.6520505447941889,0.0
2018-12-04,-0.11896402008532489,-1.234794427454978,-0.0,-0.7704911843545891,1.0,-0.6511873749386491,0.0
2018-12-06,-0.11036457759665161,-1.1858134155744025,-0.0,-0.7569849836619305,1.0,-0.6183133237874949,0.0
2018-12-07,-0.1008514873382727,-1.1921191345055107,-0.0,-0.7634265914703823,1.0,-0.6297320210844484,0.0
2018-12-10,-0.08857142857142856,-1.1936263736263735,-0.0,-0.7604029304029304,1.0,-0.6203663003663004,0.0
2018-12-11,-0.09127536444216541,-1.1923668595707275,-0.0,-0.7608233829023515,1.0,-0.6182697238297561,0.0
2018-12-12,-0.09298406301520425,-1.1920864627221102,-0.0,-0.7616413262502288,1.0,-0.6169994504488001,0.0
2018-12-13,-0.09404941081458097,-1.1954406960096913,-0.0,-0.7614992107485041,1.0,-0.6199111633199956,0.0
2018-12-14,-0.10486932802536032,-1.1688230307051495,-0.0,-0.7869069998894173,1.0,-0.6254930148549523,0.0
2018-12-17,-0.07776141384388807,-1.1750368188512517,-0.0,-0.7726804123711339,1.0,-0.6564064801178203,0.0
2018-12-18,-0.06709790593136718,-1.1658078427073055,-0.0,-0.7668018857581407,1.0,-0.6548624054380002,0.0
2018-12-19,-0.047279577438776636,-1.1830236767258893,-0.0,-0.7918590477597606,1.0,-0.6715546854799984,0.0
2018-12-20,-0.04966557037803481,-1.1821809984849045,-0.0,-0.7912863530542108,1.0,-0.6722220169247255,0.0
2018-12-21,-0.044540810701554516,-1.1825364742199844,-0.0,-0.790672889640219,1.0,-0.6572342067546213,0.0
2018-12-24,-0.03299473838059047,-1.1719526454253144,-0.0,-0.7856620871090325,1.0,-0.6632928968137972,0.0
2018-12-26,-0.03180583227676145,-1.175185654772686,-0.0,-0.7658757471472559,1.0,-0.6496649157761275,0.0
2018-12-27,-0.0,-1.1333588743382557,-0.0,-0.6968863193089997,1.0,-0.6526539426023963,0.0
2018-12-28,-0.0,-1.1335747614736402,-0.0,-0.6964621491747336,1.0,-0.6520997283933422,0.0
2018-12-31,-0.0,-1.1401262776014234,-0.0,-0.6964802734851921,1.0,-0.6517598632574041,0.0
2019-01-02,-0.0,-1.1391725628245792,-0.0,-0.6929699208811125,1.0,-0.6532710606113415,0.0
2019-01-03,-0.00038386376326074825,-1.1399008933556674,-0.0,-0.7121370742601899,1.0,-0.637248743718593,0.0
2019-01-04,-0.0,-1.1403533127407766,-0.0,-0.6958664491722487,1.0,-0.6344358449311075,0.0
2019-01-07,-0.0,-1.1113078416016888,-0.0,-0.6825904865674691,1.0,-0.6110524702918043,0.0
2019-01-08,-0.0,-1.0868195823348168,-0.0,-0.7197535090722355,1.0,-0.6169120164327284,0.0
2019-01-09,-0.0,-1.0699489848324033,-0.0,-0.7224295545588386,1.0,-0.6314582120724485,0.0
2019-01-10,-0.0,-1.0661142876707639,-0.0,-0.7274968329510049,1.0,-0.6301913924744068,0.0
2019-01-11,-0.0,-1.0566736380155655,-0.0,-0.7315802105118798,1.0,-0.6402441114958686,0.0
2019-01-14,-0.0,-1.053737276808664,-0.0,-0.7295657836115015,1.0,-0.6438191850303301,0.0
2019-01-15,-0.0,-1.0519931271477665,-0.0,-0.7269759450171821,1.0,-0.6574570446735395,0.0
2019-01-16,-0.0,-1.0519431474869543,-0.0,-0.7159777533644603,1.0,-0.6651675363911014,0.0
2019-01-17,-0.0,-1.044898660254208,-0.0,-0.7209549982823771,1.0,-0.669391961525249,0.0
2019-01-18,-0.0,-1.0351842241826674,-0.0,-0.7272790174710259,1.0,-0.6971112264314133,0.0
2019-01-22,-0.0,-1.139931261836291,-0.0,-0.7513502139299993,1.0,-0.6157676930630568,0.0
2019-01-23,-0.0,-1.1097668202440825,-0.0,-0.7584496887419547,1.0,-0.6488235501002356,0.0
2019-01-24,-0.0,-1.1016370357331453,-0.0,-0.7732441471571906,1.0,-0.6455905650413658,0.0
2019-01-25,-0.0,-1.1029570085408742,-0.0,-0.8401636402784755,1.0,-0.6454819493289313,0.0
2019-01-28,-0.0,-1.0897583429228999,-0.0,-0.861982163406214,1.0,-0.6443469505178366,0.0
2019-01-29,-0.0,-1.0615279377880185,-0.0,-0.8783122119815668,1.0,-0.660426267281106,0.0
2019-01-30,-0.0,-1.0653356877725322,-0.0,-0.8827705502901005,1.0,-0.6555911924754044,0.0
2019-01-31,-0.0,-1.0820140244343237,-0.0,-0.8283091158823104,1.0,-0.7042217884768307,0.0
2019-02-01,-0.0,-1.080646911972213,-0.0,-0.8382358261876334,1.0,-0.6991931690726871,0.0
2019-02-04,-0.0,-1.082558518143338,-0.0,-0.8393328750768786,1.0,-0.6959227234904671,0.0
2019-02-05,-0.0,-1.0959192564623874,-0.0,-0.8473714783618936,1.0,-0.6872277083938426,0.0
2019-02-06,-0.0,-1.0926955068831499,-0.0,-0.8505684501107842,1.0,-0.6890051214994006,0.0
2019-02-07,-0.0,-1.1014571948998177,-0.0,-0.8689617486338796,1.0,-0.672568306010929,0.0
2019-02-08,-0.0,-1.0971522453450164,-0.0,-0.8817086527929902,1.0,-0.6721066082511866,0.0
2019-02-11,-0.0,-1.078368988846224,-0.0,-0.8890839275918815,1.0,-0.6895227646736148,0.0
2019-02-12,-0.0,-1.0934287812041117,-0.0,-0.8905286343612335,1.0,-0.687114537444934,0.0
2019-02-13,-0.0,-1.1043172064703077,-0.0,-0.8852657447823058,1.0,-0.678391959798995,0.0
2019-02-14,-0.0,-1.1041482789055606,-0.0,-0.8805898793762872,1.0,-0.692814062959694,0.0
2019-02-15,-0.0,-1.1043420713996839,-0.0,-0.8799220559579396,1.0,-0.6923416302069929,0.0
2019-02-19,-0.0,-1.0882859130689517,-0.0,-0.887289904427112,1.0,-0.6862206598557252,0.0
2019-02-20,-0.0,-1.0605752099770935,-0.0,-0.8939024833654511,1.0,-0.681489292077228,0.0
2019-02-21,-0.0,-1.0291325458366547,-0.0,-0.8958982534966302,1.0,-0.6984201753750272,0.0
2019-02-22,-0.0,-1.0439260270938688,-0.0,-0.9471780296039275,1.0,-0.7001587242995829,0.0
2019-02-25,-0.0,-1.037164793590742,-0.0,-0.9607581321167611,1.0,-0.7111383108935129,0.0
2019-02-26,-0.0,-1.040409662696204,-0.0,-0.9622620505399087,1.0,-0.7080411146981335,0.0
2019-02-27,-0.0,-1.038086046252645,-0.0,-0.9704146404840565,1.0,-0.70355247039608,0.0
2019-02-28,-0.0,-1.041615576115632,-0.0,-0.9738787946345633,1.0,-0.7001820681455059,0.0
2019-03-01,-0.0,-1.0482521661189124,-0.0,-1.0017179563788468,1.0,-0.6847176576038243,0.0
2019-03-04,-0.0,-1.1167124362495096,-0.0,-1.0944684189878384,1.0,-0.7118870145154963,0.0
2019-03-05,-0.0,-1.0956058170985066,-0.0,-1.1108149425737919,1.0,-0.7134569401434675,0.0
2019-03-06,-0.0,-1.0925156739811912,-0.0,-1.1141065830721004,1.0,-0.7118338557993731,0.0
2019-03-07,-0.0,-1.0849793114216564,-0.0,-1.1238191896322898,1.0,-0.6947068467483799,0.0
2019-03-08,-0.0,-1.0775879079679547,-0.0,-1.1738032282252655,1.0,-0.6950945183314259,0.0
2019-03-11,-0.0,-1.0717821782178218,-0.0,-1.1792558288086874,1.0,-0.7412567869690195,0.0
2019-03-12,-0.0,-1.0224519463737682,-0.0,-1.206913261185592,1.0,-0.8087546438378291,0.0
2019-03-13,-0.0,-1.036648789208516,-0.0,-1.2160328295140581,1.0,-0.8103364212579229,0.0
2019-03-14,-0.0,-1.0411676342820024,-0.0,-1.2096950996711462,1.0,-0.809021152206569,0.0
2019-03-15,-0.0,-1.0360635696821514,-0.0,-1.2138549307253463,1.0,-0.8250611246943765,0.0
