Date,FMBH,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.21021465581051074,-0.8107384843136137,-0.001366509138529864,-0.42395946022889025,-0.4006149291123385,0.0
2018-09-25,1.0,-0.21313249238304052,-0.8090207579942481,-0.005467126057120078,-0.42230701329764514,-0.39750562373643894,0.0
2018-09-26,1.0,-0.2136226436585227,-0.8096702545703058,-0.0066632496155817535,-0.4219773335611367,-0.3956090893558859,0.0
2018-09-27,1.0,-0.21472270437925048,-0.8060780240730727,-0.007654440429103947,-0.42176251316051555,-0.3952707509319068,0.0
2018-09-28,1.0,-0.21234905445431762,-0.809125085440875,-0.008287764866712235,-0.4222488038277512,-0.39598997493734334,0.0
2018-10-01,1.0,-0.2123896325833096,-0.8090287667331245,-0.00851609228140131,-0.42221589290800343,-0.39604101395613783,0.0
2018-10-02,1.0,-0.21293501167625448,-0.8044939340434015,-0.0102807996810389,-0.4230506350743293,-0.39707808851170473,0.0
2018-10-03,1.0,-0.21471218397371808,-0.813683759462934,-0.011512641051278388,-0.4224539351521212,-0.39437223253820886,0.0
2018-10-04,1.0,-0.21408547399736827,-0.8166085016305281,-0.011699753990502888,-0.42153441272384,-0.39661879970250014,0.0
2018-10-05,1.0,-0.20734870727744362,-0.8161682962287279,-0.004731906160029646,-0.4234485904050625,-0.39884837946466745,0.0
2018-10-08,1.0,-0.2107709522853126,-0.8240036725676412,-0.006570453045648868,-0.424984936734284,-0.40286345508277627,0.0
2018-10-09,1.0,-0.20752113161980332,-0.82643321258122,-0.0,-0.43065378644126273,-0.41041343223506405,0.0
2018-10-10,1.0,-0.21020390555347848,-0.8258031117885594,-0.0,-0.43257312127922687,-0.40740847257772284,0.0
2018-10-11,1.0,-0.15339827566901804,-0.8227522113984996,-0.0,-0.4115440600156758,-0.4115440600156758,0.0
2018-10-12,1.0,-0.1511908392713561,-0.8217484126764077,-0.0,-0.400421437879502,-0.39925693847561483,0.0
2018-10-15,1.0,-0.11695174523710193,-0.8623557224308164,-0.0,-0.3976081212626895,-0.40433875677930753,0.0
2018-10-16,1.0,-0.11245616964434797,-0.8704012912561919,-0.0,-0.39667167585016977,-0.4033505871876218,0.0
2018-10-17,1.0,-0.09201407985920139,-0.8379991200087998,-0.0,-0.3993785062149378,-0.42055329446705536,0.0
2018-10-18,1.0,-0.09120915392232369,-0.8365881835185388,-0.0,-0.4016943558147211,-0.4210859280448894,0.0
2018-10-19,1.0,-0.07960661111869963,-0.8326184947411556,-0.0,-0.4006829668078131,-0.41898647725720534,0.0
2018-10-22,1.0,-0.08113212711794816,-0.8384474310896999,-0.0,-0.39958393780965157,-0.4180877562751485,0.0
2018-10-23,1.0,-0.07814900153609831,-0.8400811937678296,-0.0,-0.4038292736449418,-0.4209732280008778,0.0
2018-10-24,1.0,-0.0761095890410959,-0.8386849315068493,-0.0,-0.4035342465753425,-0.4213972602739726,0.0
2018-10-25,1.0,-0.06707002740320699,-0.8314567110725235,-0.0,-0.4010907019019453,-0.41354423854356026,0.0
2018-10-26,1.0,-0.09474992233612924,-0.8661639696122454,-0.0,-0.41946962636617807,-0.4437572368606851,0.0
2018-10-29,1.0,-0.08331926863572434,-0.8714205344585092,-0.0,-0.4134177215189873,-0.4447819971870605,0.0
2018-10-30,1.0,-0.05660804802763855,-0.8789964035907456,-0.0,-0.42191261008693687,-0.47430124883187497,0.0
2018-10-31,1.0,-0.06073227703824614,-0.8622970196718543,-0.0,-0.42070751132749845,-0.47054850420735655,0.0
2018-11-01,1.0,-0.06187714655706323,-0.8616350430718992,-0.0,-0.4209503969371094,-0.4706942176679241,0.0
2018-11-02,1.0,-0.06573309060355693,-0.8419269009942585,-0.0,-0.42615880128833494,-0.4669093964430752,0.0
2018-11-05,1.0,-0.06261376046596287,-0.8508582789616645,-0.0,-0.4270112850382235,-0.4597742992355297,0.0
2018-11-06,1.0,-0.07021282561758685,-0.8579480133471665,-0.0,-0.4231556515155763,-0.45271009169166926,0.0
2018-11-07,1.0,-0.07017888184825885,-0.857903886053945,-0.0,-0.4230639825043459,-0.45264397465373185,0.0
2018-11-08,1.0,-0.04728112650971226,-0.8611899593699561,-0.0,-0.41590137474258365,-0.45850726331607944,0.0
2018-11-09,1.0,-0.04654270125821178,-0.8612626656274357,-0.0,-0.4173254648702817,-0.4584957131722525,0.0
2018-11-12,1.0,-0.04573983559209064,-0.8563652521661853,-0.0,-0.41815707620528775,-0.45689846700733167,0.0
2018-11-13,1.0,-0.024767887153208254,-0.8573160316279582,-0.0,-0.4188500427032537,-0.4541146651238394,0.0
2018-11-14,1.0,-0.025400148764428775,-0.8568004628226674,-0.0,-0.4188820628667456,-0.453814154659908,0.0
2018-11-15,1.0,-0.025206577080377265,-0.8636730378655092,-0.0,-0.4228918009069916,-0.4704114848510141,0.0
2018-11-16,1.0,-0.026137059511217503,-0.8638590435896009,-0.0,-0.42320325112731727,-0.4703000612369871,0.0
2018-11-19,1.0,-0.029264353733919918,-0.8632288244138776,-0.0,-0.4219245976499415,-0.47003953889847966,0.0
2018-11-20,1.0,-0.0,-0.8576731301939059,-0.0,-0.4240997229916898,-0.48831024930747924,0.0
2018-11-21,1.0,-0.0,-0.8557327467693153,-0.0,-0.42183117954357985,-0.471954907891119,0.0
2018-11-23,1.0,-0.0,-0.8429949699018718,-0.0,-0.4304169758940106,-0.47527555592204723,0.0
2018-11-26,1.0,-0.0,-0.850030258018375,-0.0,-0.42801342355724264,-0.4726577543048909,0.0
2018-11-27,1.0,-0.0,-0.8518599682244015,-0.0,-0.4208075384868241,-0.4666082287843094,0.0
2018-11-28,1.0,-0.0,-0.8555573824399868,-0.0,-0.4191329606489093,-0.46566370711388794,0.0
2018-11-29,1.0,-0.0,-0.8555406257712452,-0.0,-0.4203252255463844,-0.4663394301697425,0.0
2018-11-30,1.0,-0.0,-0.8557328507978286,-0.0,-0.42035422492734553,-0.4656193452870538,0.0
2018-12-03,1.0,-0.0,-0.855522060838586,-0.0,-0.4198410523431077,-0.4651137297889833,0.0
2018-12-04,1.0,-0.0,-0.8610190838649618,-0.0,-0.4139309476220464,-0.46302330038605816,0.0
2018-12-06,1.0,-0.0,-0.8294101876675603,-0.0,-0.407372654155496,-0.4441823056300268,0.0
2018-12-07,1.0,-0.0,-0.8374793153026069,-0.0,-0.4138567126929441,-0.4614111710929658,0.0
2018-12-10,1.0,-0.0,-0.8471471795980118,-0.0,-0.4126053598443916,-0.4417819321374541,0.0
2018-12-11,1.0,-0.0,-0.8473261815332235,-0.0,-0.4111924770989272,-0.4436998405707029,0.0
2018-12-12,1.0,-0.0,-0.8478325536115092,-0.0,-0.410719597609454,-0.44568538900457016,0.0
2018-12-13,1.0,-0.0,-0.8476620601995836,-0.0,-0.41090407550639585,-0.4458447142818509,0.0
2018-12-14,1.0,-0.0,-0.8437685861043525,-0.0,-0.4135712354690457,-0.4461205731278724,0.0
2018-12-17,1.0,-0.0,-0.8545300453824703,-0.0,-0.4360817978019575,-0.44329925091585104,0.0
2018-12-18,1.0,-0.0,-0.8446008369110374,-0.0,-0.4289712515624151,-0.4436715395902397,0.0
2018-12-19,1.0,-0.0,-0.8444921471659149,-0.0,-0.4289984239986957,-0.44375305689908157,0.0
2018-12-20,1.0,-0.0,-0.8526773505442214,-0.0,-0.43206804134988785,-0.4500082043428322,0.0
2018-12-21,1.0,-0.0,-0.8565316911003324,-0.0,-0.43612730939015754,-0.4322578887132814,0.0
2018-12-24,1.0,-0.0,-0.8344943485213997,-0.0,-0.4259344591114846,-0.45011248746374655,0.0
2018-12-26,1.0,-0.0,-0.8442096206071361,-0.0,-0.40579710144927533,-0.4388427307681966,0.0
2018-12-27,1.0,-0.0,-0.8119072433559146,-0.0,-0.34465867639395525,-0.4489577905158937,0.0
2018-12-28,1.0,-0.0,-0.8165711307972904,-0.0,-0.3429650859822825,-0.4459874934861907,0.0
2018-12-31,1.0,-0.0,-0.8161234008181557,-0.0,-0.34326063732770523,-0.446207561426822,0.0
2019-01-02,1.0,-0.0,-0.8195541834545549,-0.0,-0.34877819057087545,-0.44793574381246404,0.0
2019-01-03,1.0,-0.0,-0.82183908045977,-0.0,-0.3430168477405133,-0.4594027187319582,0.0
2019-01-04,1.0,-0.0,-0.8282466684086751,-0.0,-0.32027697935719884,-0.46446302586882676,0.0
2019-01-07,1.0,-0.0,-0.8100923805357556,-0.0,-0.3126270554025887,-0.4505802732816963,0.0
2019-01-08,1.0,-0.0,-0.7962786872606717,-0.0,-0.3245354783994243,-0.4491531957544139,0.0
2019-01-09,1.0,-0.0,-0.787017787017787,-0.0,-0.32455532455532454,-0.4550961217627884,0.0
2019-01-10,1.0,-0.0,-0.7845451280209349,-0.0,-0.32703063266458,-0.45397403663605107,0.0
2019-01-11,1.0,-0.0,-0.7816912255480823,-0.0,-0.3284643425578888,-0.4570005647687016,0.0
2019-01-14,1.0,-0.0,-0.7834412913839194,-0.0,-0.3368805264240181,-0.4501336623483446,0.0
2019-01-15,1.0,-0.0,-0.7797055189456343,-0.0,-0.3353068369028006,-0.45912273476112025,0.0
2019-01-16,1.0,-0.0,-0.780791977372075,-0.0,-0.3255592697351504,-0.46497814348161476,0.0
2019-01-17,1.0,-0.0,-0.7858412093430506,-0.0,-0.32489505807215885,-0.4645257654966393,0.0
2019-01-18,1.0,-0.0,-0.7773602508616893,-0.0,-0.33223624536761087,-0.48194987949309354,0.0
2019-01-22,1.0,-0.0,-0.8971497472998281,-0.0,-0.20582877959927137,-0.4624797968136689,0.0
2019-01-23,1.0,-0.0,-0.8281052365292183,-0.0,-0.18676954211990895,-0.5148241841639262,0.0
2019-01-24,1.0,-0.0,-0.8235844523683079,-0.0,-0.19378903977948056,-0.5115191057835774,0.0
2019-01-25,1.0,-0.0,-0.8572665240859558,-0.0,-0.15470007129035543,-0.5341175272431001,0.0
2019-01-28,1.0,-0.0,-0.8611881587573755,-0.0,-0.13190276867214687,-0.5284684048615664,0.0
2019-01-29,1.0,-0.0,-0.8425246648115357,-0.0,-0.14717935745003796,-0.5400202377940805,0.0
2019-01-30,1.0,-0.0,-0.8418376381896836,-0.0,-0.14660122947709278,-0.541349389056136,0.0
2019-01-31,1.0,-0.0,-0.8535041523192223,-0.0,-0.11489771116062386,-0.5634747822564311,0.0
2019-02-01,1.0,-0.0,-0.8525416856722923,-0.0,-0.12052100755156858,-0.5610207288023922,0.0
2019-02-04,1.0,-0.0,-0.8503749493311714,-0.0,-0.12155451965950548,-0.5614866234292663,0.0
2019-02-05,1.0,-0.0,-0.8649879180974183,-0.0,-0.1356988426809106,-0.5428462418924075,0.0
2019-02-06,1.0,-0.0,-0.8448910202735277,-0.0,-0.14056989165461417,-0.5519017533176017,0.0
2019-02-07,1.0,-0.0,-0.8343392509911867,-0.0,-0.13596302936942853,-0.555014015505442,0.0
2019-02-08,1.0,-0.0,-0.8374924227116589,-0.0,-0.1433117801576076,-0.5449585774904021,0.0
2019-02-11,1.0,-0.0,-0.836738310422521,-0.0,-0.15450241766031242,-0.5403407508670667,0.0
2019-02-12,1.0,-0.0,-0.8352088402270883,-0.0,-0.1602544606650446,-0.5390054744525548,0.0
