Date,IWF,IWM,MTUM,SPY,VLUE,VXX,ZLAB
2018-09-24,-1.3355377654020189,-2.3866167768882702,-0.3611207796728159,-1.8927079707622696,-1.7257222415593456,0.0,1.0
2018-09-25,-1.3366663768367968,-2.3828362751065124,-0.36431614642205024,-1.889487870619946,-1.7215894270063474,0.0,1.0
2018-09-26,-1.3393369877316628,-2.3864961280779604,-0.3687461933350735,-1.8896719742451928,-1.716523101018011,0.0,1.0
2018-09-27,-1.3523361227336121,-2.3700313807531384,-0.37648186889818686,-1.8964435146443515,-1.7215829846582984,0.0,1.0
2018-09-28,-1.348993288590604,-2.3721781574130567,-0.3778436328771899,-1.8956680902989627,-1.7214329294866209,0.0,1.0
2018-10-01,-1.3491371797106502,-2.3711870315495904,-0.3785950845389577,-1.8953285689384696,-1.7211957469060486,0.0,1.0
2018-10-02,-1.352659110723627,-2.347253705318222,-0.3882301656495205,-1.9018308631211858,-1.7284219703574544,0.0,1.0
2018-10-03,-1.3506617903169627,-2.3322013235806343,-0.38671194705677464,-1.9039533263671196,-1.7341518634622082,0.0,1.0
2018-10-04,-1.350831374597371,-2.330112300861844,-0.3880038304169931,-1.9033690258553146,-1.7330895795246801,0.0,1.0
2018-10-05,-1.32371240926374,-2.3122191496716207,-0.356118216384376,-1.909177324576564,-1.7402350501209816,0.0,1.0
2018-10-08,-1.3198827384031728,-2.3070356958096223,-0.35126745990688046,-1.907484048973961,-1.736506294188653,0.0,1.0
2018-10-09,-1.330217259586255,-2.3174932917856834,-0.36241668830606766,-1.910585994979659,-1.7351337314983122,0.0,1.0
2018-10-10,-1.3324392143289778,-2.314614519338929,-0.3648005537769317,-1.9115687462144155,-1.729341524617115,0.0,1.0
2018-10-11,-1.1990983606557377,-2.242459016393443,-0.2189344262295082,-1.8311475409836064,-1.705,0.0,1.0
2018-10-12,-1.1974169741697418,-2.206882721001123,-0.19886090165249476,-1.7769132039146478,-1.6417455478902614,0.0,1.0
2018-10-15,-1.1811785400175903,-2.2258735108339334,-0.17270328615975056,-1.7746861757415848,-1.641080994643,0.0,1.0
2018-10-16,-1.1774749498997996,-2.258276553106213,-0.15334669338677356,-1.780681362725451,-1.6461723446893786,0.0,1.0
2018-10-17,-1.1310269254852847,-2.157013149655604,-0.10903256105197244,-1.7679242329367562,-1.6621790857858483,0.0,1.0
2018-10-18,-1.131477549736573,-2.1597861130769838,-0.11339152315797751,-1.7860344420853975,-1.6728788236219234,0.0,1.0
2018-10-19,-1.1030727343446132,-2.1324776351614156,-0.08043562816024893,-1.7923765071956437,-1.6707117852975495,0.0,1.0
2018-10-22,-1.1066708132483283,-2.1196547970766595,-0.07012906235422173,-1.800497589799409,-1.6779661016949152,0.0,1.0
2018-10-23,-1.11008318432714,-2.1185571017647513,-0.07813107362201664,-1.7936717717484258,-1.6737153074710411,0.0,1.0
2018-10-24,-1.1120306034819267,-2.1365446170661255,-0.07401046139433211,-1.8037317511124988,-1.6805371223358576,0.0,1.0
2018-10-25,-1.0306818181818183,-2.0355303030303027,-0.03507575757575757,-1.8543181818181815,-1.6201515151515151,0.0,1.0
2018-10-26,-0.9970189297957968,-1.998882098673424,-0.0,-1.861082128484126,-1.5956923535549263,0.0,1.0
2018-10-29,-0.9409610983981693,-2.1123569794050345,-0.0,-1.8900839054157133,-1.6843630816170863,0.0,1.0
2018-10-30,-0.9390634533251984,-2.112263575350824,-0.0,-1.8899481391092132,-1.6852501525320318,0.0,1.0
2018-10-31,-0.9437575392038601,-2.0552623642943306,-0.0,-1.875829312424608,-1.6643546441495778,0.0,1.0
2018-11-01,-0.9008893578534821,-2.0925535122098284,-0.0,-1.875866747060597,-1.6676967138981007,0.0,1.0
2018-11-02,-0.9050849985087982,-2.0274381151207876,-0.0,-1.8769758425290788,-1.6465105875335522,0.0,1.0
2018-11-05,-0.8956372329299267,-2.0648438667264304,-0.0,-1.8836844464365754,-1.6263260122516061,0.0,1.0
2018-11-06,-0.9064205097540923,-2.074669257792062,-0.0,-1.8774198370580764,-1.6158905747813739,0.0,1.0
2018-11-07,-0.9041576472344555,-2.073299992535642,-0.0,-1.8734044935433303,-1.613495558707173,0.0,1.0
2018-11-08,-0.8548541192033513,-2.054236789887558,-0.0,-1.8395678694789446,-1.6005732343646655,0.0,1.0
2018-11-09,-0.8561870450702155,-2.0549224321741053,-0.0,-1.839717667818543,-1.6015734137195794,0.0,1.0
2018-11-12,-0.8506318019136658,-2.0274632970564603,-0.0,-1.8369001533854357,-1.5890731137243443,0.0,1.0
2018-11-13,-0.792177803434839,-2.0136383316495885,-0.0,-1.8364121806898541,-1.573820176071583,0.0,1.0
2018-11-14,-0.7994638846627544,-2.0191262768963267,-0.0,-1.8460479605882776,-1.5800912845033686,0.0,1.0
2018-11-15,-0.7979015918958033,-2.022431259044863,-0.0,-1.8534732272069465,-1.5620839363241679,0.0,1.0
2018-11-16,-0.7910845455854817,-2.002664554227279,-0.0,-1.844807720005761,-1.5629410917470832,0.0,1.0
2018-11-19,-0.7873782906599351,-2.0076451496574106,-0.0,-1.8506310854670032,-1.5668229354489722,0.0,1.0
2018-11-20,-0.7129497430039977,-1.9847944031981724,-0.0,-1.8496573386636206,-1.5913049685893774,0.0,1.0
2018-11-21,-0.7296109969531638,-1.976546446538652,-0.0,-1.851697016934741,-1.5277403812088144,0.0,1.0
2018-11-23,-0.732696390658174,-1.9493276716206653,-0.0,-1.8636234961075724,-1.5314225053078556,0.0,1.0
2018-11-26,-0.7309515387336398,-1.957764414573753,-0.0,-1.8591439688715954,-1.5267067562787406,0.0,1.0
2018-11-27,-0.7095415291722249,-1.9579442533174192,-0.0,-1.843431861265183,-1.510004914694938,0.0,1.0
2018-11-28,-0.7116275803960118,-1.9524645414969808,-0.0,-1.845667743294481,-1.5116556663389975,0.0,1.0
2018-11-29,-0.6497931034482759,-1.9138620689655172,-0.0,-1.8246896551724139,-1.5082068965517241,0.0,1.0
2018-11-30,-0.6503207117732257,-1.9151665632112558,-0.0,-1.8275053451962202,-1.5040347610180012,0.0,1.0
2018-12-03,-0.6558184720005552,-1.9263756852404417,-0.0,-1.8408854347373538,-1.5161335091249741,0.0,1.0
2018-12-04,-0.6382361072712193,-1.9317804810616535,-0.0,-1.831628421343655,-1.510091235830799,0.0,1.0
2018-12-06,-0.6246523302353978,-1.7999457295977206,-0.0,-1.8849467471677632,-1.4743233159215792,0.0,1.0
2018-12-07,-0.62062177572631,-1.802063535161553,-0.0,-1.8875237578061361,-1.4777355416779798,0.0,1.0
2018-12-10,-0.5417095777548918,-1.8794370065224852,-0.0,-1.9610024030209405,-1.4836937864744248,0.0,1.0
2018-12-11,-0.5272977624784855,-1.8907401032702238,-0.0,-1.9622719449225474,-1.5044406196213425,0.0,1.0
2018-12-12,-0.5298533158873355,-1.8906411404173267,-0.0,-1.9632256731630053,-1.5029267956752288,0.0,1.0
2018-12-13,-0.5313706563706564,-1.8939602868174297,-0.0,-1.963596249310535,-1.5057225592939878,0.0,1.0
2018-12-14,-0.6236043461970775,-1.9358561258898463,-0.0,-2.245335331584863,-1.6885724990633195,0.0,1.0
2018-12-17,-0.5965186342334301,-1.9252399018076323,-0.0,-2.221379156438295,-1.6956780480547498,0.0,1.0
2018-12-18,-0.5632683106367318,-1.8923076923076925,-0.0,-2.2101582627898417,-1.6953257269046742,0.0,1.0
2018-12-19,-0.5619110718492344,-1.8928886925795056,-0.0,-2.210909893992933,-1.69589222614841,0.0,1.0
2018-12-20,-0.5577666010642175,-1.8574240104963917,-0.0,-2.2005248195932645,-1.6734455864130038,0.0,1.0
2018-12-21,-0.544869011434361,-1.855767839050514,-0.0,-2.2053119119988422,-1.6309885656390215,0.0,1.0
2018-12-24,-0.5031104755094745,-1.8055058991776904,-0.0,-2.1884876653557384,-1.6533428673578834,0.0,1.0
2018-12-26,-0.5099644901804479,-1.9008623813319805,-0.0,-2.173925646785999,-1.662149431118197,0.0,1.0
2018-12-27,-0.3982848975702716,-1.7820730960321243,-0.0,-1.9893826992445383,-1.6362213298849793,0.0,1.0
2018-12-28,-0.3874702076949268,-1.7961865849506298,-0.0,-1.9921007831120192,-1.6339121552604696,0.0,1.0
2018-12-31,-0.3903950953678474,-1.7928474114441413,-0.0,-1.9931198910081742,-1.635626702997275,0.0,1.0
2019-01-02,-0.385420916632667,-1.7902896776825787,-0.0,-1.9892560859513126,-1.6349109207126344,0.0,1.0
2019-01-03,-0.4151691151349505,-1.7919371370003414,-0.0,-2.0230953194396992,-1.6027331738981891,0.0,1.0
2019-01-04,-0.34738125889287896,-1.8102174944101905,-0.0,-2.0005420421437767,-1.617386001761637,0.0,1.0
2019-01-07,-0.29127115831397277,-1.7506803849983403,-0.0,-2.011018918021905,-1.584931961500166,0.0,1.0
2019-01-08,-0.29593388429752066,-1.7235702479338841,-0.0,-2.0170578512396697,-1.5750082644628098,0.0,1.0
2019-01-09,-0.28953273495248155,-1.7003695881731784,-0.0,-2.0191393875395987,-1.590747096092925,0.0,1.0
2019-01-10,-0.29079042784626546,-1.6952996242336345,-0.0,-2.0191179378996638,-1.587184389214846,0.0,1.0
2019-01-11,-0.29618340842830637,-1.6813543599257883,-0.0,-2.033660217333687,-1.614829048502518,0.0,1.0
