Date,CRK,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-10-25,1.0,-2.102691924227318,-2.8996759720837484,-1.2665752741774674,-2.6752243270189426,-2.5185692921236287,0.0
2018-10-26,1.0,-2.063601627018366,-2.870578084555652,-1.2116356464932825,-2.681129052138543,-2.4989522987797366,0.0
2018-10-29,1.0,-2.0271892222902634,-2.883159828536436,-1.1740355174525414,-2.66062461726883,-2.502388242498469,0.0
2018-10-30,1.0,-2.0163814180929096,-2.8794621026894864,-1.1656479217603912,-2.657457212713936,-2.5058679706601468,0.0
2018-10-31,1.0,-1.9993963539780273,-2.8236146323795728,-1.1462030665217915,-2.6306893637570927,-2.472896293613425,0.0
2018-11-01,1.0,-1.9728169352898723,-2.8433966802982917,-1.114866490257397,-2.6261727207120518,-2.4705316333894634,0.0
2018-11-02,1.0,-1.9727923627684965,-2.7840095465393797,-1.094272076372315,-2.629236276849642,-2.452744630071599,0.0
2018-11-05,1.0,-1.9665117387677273,-2.792158264807532,-1.0923608628292218,-2.6255511857943037,-2.4409486354427363,0.0
2018-11-06,1.0,-1.9666070363744783,-2.7952295766249255,-1.0902802623732857,-2.629576624925462,-2.4444841979725704,0.0
2018-11-07,1.0,-1.9643240663405321,-2.797279560911586,-1.0972437656604224,-2.6282066579167163,-2.444696336952631,0.0
2018-11-08,1.0,-1.9059929494712107,-2.78331374853114,-1.0310223266745007,-2.5965922444183316,-2.4340775558166863,0.0
2018-11-09,1.0,-1.9050305594734367,-2.7838504936530324,-1.0322049835448988,-2.5982604607428303,-2.4344146685472494,0.0
2018-11-12,1.0,-1.9299120931337608,-2.7871228320266095,-1.0357567118080304,-2.655975291043003,-2.4706581135661674,0.0
2018-11-13,1.0,-1.8810304449648712,-2.761709601873536,-0.9796252927400467,-2.640632318501171,-2.446604215456674,0.0
2018-11-14,1.0,-1.885201688555347,-2.76500938086304,-0.9801829268292683,-2.645520637898687,-2.45016416510319,0.0
2018-11-15,1.0,-1.8956296383555191,-2.786193897985629,-0.9783248910354577,-2.6688655907645193,-2.450936506066675,0.0
2018-11-16,1.0,-1.8890064667842446,-2.7702527924750147,-0.9673133450911228,-2.6694885361552028,-2.4617283950617286,0.0
2018-11-19,1.0,-1.8904963537991062,-2.7692307692307696,-0.9730651611385557,-2.6679604798870855,-2.461067984003764,0.0
2018-11-20,1.0,-1.8238774799860773,-2.7399930386355726,-0.8981320338786403,-2.6612135978651814,-2.479057895347488,0.0
2018-11-21,1.0,-1.8102816578887109,-2.704030226700252,-0.8901992214334783,-2.6304098923746277,-2.4145866727730705,0.0
2018-11-23,1.0,-1.8094475580464373,-2.683175111517786,-0.8946585840100653,-2.635594189637424,-2.4148461626444013,0.0
2018-11-26,1.0,-1.8101396200503548,-2.6850537880521856,-0.8933394369420921,-2.63847562371252,-2.4171435111009387,0.0
2018-11-27,1.0,-1.806466406787434,-2.716578766337996,-0.861270350836964,-2.6520293510662687,-2.4289153863792707,0.0
2018-11-28,1.0,-1.811559232448581,-2.713891761461565,-0.8628059289900035,-2.663794093990578,-2.438239687464093,0.0
2018-11-29,1.0,-1.7502263467632415,-2.6824354911724764,-0.7945903123585333,-2.6513128112268,-2.438886373924853,0.0
2018-11-30,1.0,-1.7519529038831654,-2.684591871391373,-0.7928223706554963,-2.654364315634552,-2.43745046982905,0.0
2018-12-03,1.0,-1.7501414507185695,-2.687676813398212,-0.7834106597261514,-2.6562181735883215,-2.438497227565916,0.0
2018-12-04,1.0,-1.7292158848014403,-2.682416469794128,-0.771852851839352,-2.641579480256497,-2.424794690066374,0.0
2018-12-06,1.0,-1.660490463215259,-2.522942779291553,-0.7884468664850136,-2.595640326975477,-2.3315531335149866,0.0
2018-12-07,1.0,-1.660708446866485,-2.5230517711171663,-0.7883378746594006,-2.595858310626703,-2.331226158038147,0.0
2018-12-10,1.0,-1.6179726503147382,-2.5495984371608422,-0.7543954851313219,-2.612437594964185,-2.3186455393965706,0.0
2018-12-11,1.0,-1.6147077992613512,-2.555181403432544,-0.7512491853139257,-2.613947425592005,-2.32739517705844,0.0
2018-12-12,1.0,-1.6155770695094096,-2.559991297726531,-0.7508974219514848,-2.6176438594582834,-2.3336234091156314,0.0
2018-12-13,1.0,-1.6279376235449154,-2.57709202723479,-0.7619152207335822,-2.657588403250604,-2.3572369866022402,0.0
2018-12-14,1.0,-1.6400754465771663,-2.629646066792411,-0.7541329191168312,-2.6826805725063796,-2.3885498724065237,0.0
2018-12-17,1.0,-1.6252761820592134,-2.6267123287671232,-0.7300044189129474,-2.6785240830755632,-2.3868758285461777,0.0
2018-12-18,1.0,-1.5949159938904645,-2.589570150556404,-0.697250709142483,-2.6564477416539383,-2.3718088588260966,0.0
2018-12-19,1.0,-1.5934923601187205,-2.6167967461800594,-0.6985819500934374,-2.6859404199186545,-2.3978234582829505,0.0
2018-12-20,1.0,-1.576215505913272,-2.583552343407797,-0.7236092860271572,-2.685611038107753,-2.3816250547525186,0.0
2018-12-21,1.0,-1.5886579703736459,-2.6281229272606677,-0.7155648905593632,-2.735242095954013,-2.3869113420296264,0.0
2018-12-24,1.0,-1.5389221556886228,-2.5682090364725094,-0.7032117583015786,-2.699836690255852,-2.377027762656505,0.0
2018-12-26,1.0,-1.5186850840561088,-2.5531641503372953,-0.6707356247992291,-2.639790127422636,-2.325409572759396,0.0
2018-12-27,1.0,-1.3516516218629104,-2.3710941374863603,-0.5761333201071323,-2.4295208808649935,-2.1911516714611645,0.0
2018-12-28,1.0,-1.3530706141228246,-2.4104820964192837,-0.5694138827765554,-2.455991198239648,-2.213142628525705,0.0
2018-12-31,1.0,-1.353370674134827,-2.4100820164032806,-0.5698139627925585,-2.4557911582316465,-2.2130426085217043,0.0
2019-01-02,1.0,-1.3525583258235707,-2.4173425453089017,-0.557124261540002,-2.4613998197656954,-2.2244918393912085,0.0
2019-01-03,1.0,-1.367642526964561,-2.5124807395993836,-0.5079609655880842,-2.5417565485362092,-2.3424756034925522,0.0
2019-01-04,1.0,-1.3076529568242277,-2.542766523429507,-0.4831184775936157,-2.5299774913034585,-2.3677102516881523,0.0
2019-01-07,1.0,-1.2233306993283288,-2.4420189648360333,-0.47016989332279735,-2.463551955748716,-2.2784472540497824,0.0
2019-01-08,1.0,-1.2174812770989356,-2.434568387859677,-0.4604848245959795,-2.4667914860070947,-2.274931020890816,0.0
2019-01-09,1.0,-1.2117484994588212,-2.415723703630818,-0.4562629144937519,-2.4692512053527502,-2.286627964183804,0.0
2019-01-10,1.0,-1.2099105299380593,-2.4140202536623736,-0.45226624717333597,-2.4703568970602694,-2.285321010716744,0.0
2019-01-11,1.0,-1.2117635487361071,-2.407199763942166,-0.4635585718501033,-2.467296154224452,-2.2858266942067473,0.0
2019-01-14,1.0,-1.22136878385032,-2.4080748399803054,-0.47188577055637615,-2.468439192516002,-2.2775972427375675,0.0
2019-01-15,1.0,-1.215047393364929,-2.4018562401263823,-0.48351105845181674,-2.4734399684044237,-2.2997630331753554,0.0
2019-01-16,1.0,-1.2017336485421592,-2.398936170212766,-0.4727147360126083,-2.46769109535067,-2.3092001576044128,0.0
2019-01-17,1.0,-1.1832813109637144,-2.3806086617245414,-0.4737612173234491,-2.439328911431916,-2.277214202106906,0.0
2019-01-18,1.0,-1.1929911154985193,-2.384106614017769,-0.505528134254689,-2.4608094768015794,-2.3281342546890422,0.0
2019-01-22,1.0,-1.1128256513026054,-2.480360721442886,-0.40210420841683364,-2.6347695390781567,-2.3900801603206414,0.0
2019-01-23,1.0,-1.0993324698615123,-2.4055992826541797,-0.42572481817276075,-2.6249875460795056,-2.407591909933247,0.0
2019-01-24,1.0,-1.0911887279222068,-2.405239134748958,-0.43024409605080377,-2.598134550506053,-2.397896408017464,0.0
2019-01-25,1.0,-1.1391794871794871,-2.4216410256410255,-0.45897435897435895,-2.7210256410256406,-2.5155897435897434,0.0
2019-01-28,1.0,-1.1325707282197937,-2.37871514656317,-0.48820345214993366,-2.7201511592278624,-2.4939229905014813,0.0
2019-01-29,1.0,-1.1386666666666665,-2.3645128205128203,-0.49528205128205127,-2.743076923076923,-2.514871794871795,0.0
2019-01-30,1.0,-1.1352153012171424,-2.354300910299683,-0.49677815280760973,-2.731819576557226,-2.5099723841669226,0.0
2019-01-31,1.0,-1.104541734860884,-2.3807283142389526,-0.49365793780687395,-2.716243862520458,-2.5339607201309327,0.0
2019-02-01,1.0,-1.106332751719183,-2.3863286462075335,-0.4976906496972185,-2.7299599712614184,-2.543467104587909,0.0
2019-02-04,1.0,-1.1027242933224088,-2.3867267513314214,-0.4955960671855797,-2.7224498156493238,-2.534412126177796,0.0
2019-02-05,1.0,-1.090453289675637,-2.3975237900337665,-0.46751253453392,-2.7317098127494117,-2.5450731607490025,0.0
2019-02-06,1.0,-1.08359766704185,-2.4024352808758827,-0.47375422081244245,-2.726491353729663,-2.546198710733654,0.0
2019-02-07,1.0,-1.0798259813840552,-2.378186968838527,-0.48290165924726836,-2.6782679077296643,-2.498178874949413,0.0
2019-02-08,1.0,-1.0779667881733495,-2.369987849331713,-0.4853179424868368,-2.686917780477926,-2.505366545159984,0.0
2019-02-11,1.0,-1.0752807851866841,-2.346149954467267,-0.4857836689264393,-2.6883537387432965,-2.5228169584134372,0.0
2019-02-12,1.0,-1.0796080832823025,-2.393243519085528,-0.4664217187181057,-2.7197387221882017,-2.5470504184527454,0.0
2019-02-13,1.0,-1.0708218196704533,-2.4162317060689795,-0.47948009415617643,-2.7222392795005628,-2.5455941050046054,0.0
2019-02-14,1.0,-1.0715740175117083,-2.344329057218489,-0.5104866625941763,-2.719405416412136,-2.5353288535939726,0.0
2019-02-15,1.0,-1.0771972705978206,-2.3474895610550974,-0.5190956309196456,-2.710764843670435,-2.529789184234647,0.0
2019-02-19,1.0,-1.088683462007314,-2.3185696871190573,-0.5216375457131247,-2.7106867127184073,-2.5187931735067046,0.0
2019-02-20,1.0,-1.081840390879479,-2.342732084690554,-0.5108916938110749,-2.714983713355049,-2.5287052117263844,0.0
2019-02-21,1.0,-1.081528921419132,-2.3489885127579546,-0.5140794957812341,-2.7061095862559723,-2.5149944088644913,0.0
2019-02-22,1.0,-1.0805696846388606,-2.341098677517803,-0.5292980671414039,-2.7125127161749747,-2.5094608341810787,0.0
2019-02-25,1.0,-1.0806830964311278,-2.345843133244708,-0.5449432457306472,-2.7297269659474384,-2.5247980366090603,0.0
2019-02-26,1.0,-1.080130825838103,-2.3424979558462797,-0.544255928045789,-2.7300695012264926,-2.5238143908421917,0.0
2019-02-27,1.0,-1.0828644501278772,-2.3447570332480816,-0.5464961636828645,-2.734219948849105,-2.5217391304347827,0.0
2019-02-28,1.0,-1.0688816855753647,-2.3171596434359807,-0.550141815235008,-2.698440032414911,-2.4950364667747165,0.0
2019-03-01,1.0,-1.0670984718145937,-2.312012954154438,-0.5566238234996458,-2.6972978443477382,-2.4872988563910536,0.0
2019-03-04,1.0,-1.0597694174757282,-2.3089603559870553,-0.5556229773462784,-2.694882686084142,-2.4939320388349517,0.0
2019-03-05,1.0,-1.085632827614296,-2.3052642297118418,-0.5576825170552896,-2.7241625089094796,-2.50952041543631,0.0
2019-03-06,1.0,-1.086234982691916,-2.3032987171655463,-0.5599674200773773,-2.7233760944817758,-2.508348605172063,0.0
2019-03-07,1.0,-1.1000302510839972,-2.233840879298175,-0.576484824039528,-2.700514268427952,-2.47282444287587,0.0
2019-03-08,1.0,-1.0983739837398374,-2.2196138211382115,-0.6467479674796748,-2.7195121951219514,-2.4783536585365855,0.0
2019-03-11,1.0,-1.0787545787545787,-2.2082824582824583,-0.6726699226699226,-2.7122507122507122,-2.503052503052503,0.0
2019-03-12,1.0,-1.0658415339352745,-2.120726387338947,-0.7372425687328802,-2.697473876432992,-2.523790199857969,0.0
2019-03-13,1.0,-1.090128755364807,-2.131310034743511,-0.7819333742080523,-2.6949724095646843,-2.5203351726956877,0.0
2019-03-14,1.0,-1.082553883692558,-2.1262708418056118,-0.7762301748678324,-2.675782838552257,-2.5059983733224884,0.0
2019-03-15,1.0,-1.095597998161577,-2.1242978245327344,-0.7917475232356246,-2.680931467674395,-2.52088652844449,0.0
2019-03-18,1.0,-1.1240461950917715,-2.142503608991545,-0.8396576613734791,-2.6777686120849657,-2.527428335739328,0.0
2019-03-19,1.0,-1.1239121425611271,-2.1571694985495236,-0.8420016576875259,-2.688872772482387,-2.5485909656029837,0.0
2019-03-20,1.0,-1.1191593552336259,-2.1293613548255457,-0.8258518669659253,-2.627218934911243,-2.5004080799836768,0.0
2019-03-21,1.0,-1.144816293112271,-2.1269061508545697,-0.8387063760106437,-2.6430252788865007,-2.4809129055367922,0.0
2019-03-22,1.0,-1.1625805111157281,-2.144920008310825,-0.8949719509661335,-2.6850197382090175,-2.501038853106171,0.0
2019-03-25,1.0,-1.1252027575020276,-1.9958434712084345,-0.9395782643957826,-2.6423357664233573,-2.434914841849148,0.0
2019-03-26,1.0,-1.128247085293516,-2.015851912456535,-0.969932501534056,-2.6514624667621187,-2.461546328492534,0.0
2019-03-27,1.0,-1.1338519042327508,-1.9527224972219417,-0.9793918577634104,-2.614405495504596,-2.421658753409435,0.0
2019-03-28,1.0,-1.1140615570307786,-1.9331120498893584,-1.0037215851941261,-2.590927378797023,-2.416616374974854,0.0
2019-03-29,1.0,-1.1130426045016077,-1.922025723472669,-1.002411575562701,-2.591438906752412,-2.4193127009646305,0.0
2019-04-01,1.0,-1.0930993456276026,-1.9088836010311323,-0.9794765020820939,-2.55175490779298,-2.3815189371405907,0.0
2019-04-02,1.0,-1.1038858049167328,-1.9071173671689137,-1.0223037272006343,-2.5371728786677243,-2.3423869944488502,0.0
2019-04-03,1.0,-1.1085278986941036,-1.9004748713889987,-1.0205777601899486,-2.53205381875742,-2.3314206569054217,0.0
2019-04-04,1.0,-1.1105393369619,-1.8967837704106878,-1.033646709549728,-2.533399307273627,-2.3217219198416625,0.0
2019-04-05,1.0,-1.123826465065718,-1.8802253187073823,-1.0279671904338372,-2.529597786342524,-2.3207826860361696,0.0
2019-04-08,1.0,-1.1231361706329615,-1.873703959711662,-1.0282413350449293,-2.5301668806161746,-2.3193443270465095,0.0
2019-04-09,1.0,-1.1324765200197726,-1.872268907563025,-1.0369747899159663,-2.5277310924369747,-2.3168561542263966,0.0
2019-04-10,1.0,-1.1313350423979491,-1.859692368369158,-1.042397949122461,-2.525635969236837,-2.3010254387694733,0.0
2019-04-11,1.0,-0.0,-1.3977524654078433,-0.0,-3.200061157403868,-2.046785413959177,0.0
2019-04-12,1.0,-0.0,-1.3972173381239965,-0.0,-3.203271921106949,-2.0441862242947786,0.0
2019-04-15,1.0,-0.0,-1.4048037940794003,-0.0,-3.1860322802723164,-2.05851755526658,0.0
2019-04-16,1.0,-0.0,-1.4024166411746712,-0.0,-3.1863719791985323,-2.058810033649434,0.0
2019-04-17,1.0,-0.0,-1.378072123114616,-0.0,-3.228313299134829,-2.0500727356251436,0.0
2019-04-18,1.0,-0.0,-1.3752200198974516,-0.0,-3.222468814571057,-2.055177163847861,0.0
2019-04-22,1.0,-0.0,-1.390371452741675,-0.0,-3.232561716526955,-2.067599784665077,0.0
2019-04-23,1.0,-0.0,-1.39039247436194,-0.0,-3.2606985889428635,-2.0596036702906932,0.0
2019-04-24,1.0,-0.0,-1.3496147919876733,-0.0,-3.26748844375963,-2.087057010785824,0.0
2019-04-25,1.0,-0.0,-1.3461449409585553,-0.0,-3.2816238326773175,-2.090144323531682,0.0
2019-04-26,1.0,-0.0,-1.3557384545038866,-0.0,-3.2293095564700502,-2.03581771071483,0.0
2019-04-29,1.0,-0.0,-1.3227848101265822,-0.0,-3.175557564798071,-2.036317058468957,0.0
2019-04-30,1.0,-0.0,-1.3295172102131507,-0.0,-3.189801913082775,-2.01250282443323,0.0
2019-05-01,1.0,-0.0,-1.307501503307276,-0.0,-3.2181298857486476,-1.9909049909801564,0.0
2019-05-02,1.0,-0.0,-1.2990394717094405,-0.0,-3.2098904397418586,-1.9951973585472011,0.0
2019-05-03,1.0,-0.0,-1.303982599564989,-0.0,-3.205805145128628,-1.9903997599939998,0.0
2019-05-06,1.0,-0.0,-1.217064083457526,-0.0,-3.204918032786885,-2.0295827123695975,0.0
2019-05-07,1.0,-0.0,-1.240466576940332,-0.0,-3.20345446388515,-2.0332735157768806,0.0
2019-05-08,1.0,-0.0,-1.2433395176252318,-0.0,-3.1429313543599258,-2.0348794063079776,0.0
2019-05-09,1.0,-0.0,-1.2413383782179688,-0.0,-3.152014244380147,-2.0255953705764522,0.0
2019-05-10,1.0,-0.0,-1.2369766580214896,-0.0,-3.1544275657650984,-2.01882178584661,0.0
2019-05-13,1.0,-0.0,-1.2399142899364564,-0.0,-3.139943845130782,-2.008866558297621,0.0
2019-05-14,1.0,-0.0,-1.1327728656327005,-0.0,-3.1253804899260764,-1.9893462820698653,0.0
2019-05-15,1.0,-0.0,-1.1342656329251506,-0.0,-3.132744004057677,-1.9787696543728717,0.0
2019-05-16,1.0,-0.0,-1.1452288147827343,-0.0,-3.1077667099754582,-1.9652086040132815,0.0
2019-05-17,1.0,-0.0,-1.1058443886697742,-0.0,-3.0577267837934747,-2.007457870204375,0.0
2019-05-20,1.0,-0.0,-1.088957055214724,-0.0,-3.0452275645598514,-1.9995006420316734,0.0
2019-05-21,1.0,-0.0,-1.089982174688057,-0.0,-3.040356506238859,-1.9997860962566842,0.0
2019-05-22,1.0,-0.0,-1.0696481982623558,-0.0,-3.0564734368323605,-1.9953710297678395,0.0
2019-05-23,1.0,-0.0,-1.0813328556073092,-0.0,-3.051236116087424,-2.033393049086349,0.0
2019-05-24,1.0,-0.0,-1.0348936777508206,-0.0,-3.062651634080206,-2.0381761096046813,0.0
2019-05-28,1.0,-0.0,-1.0231131402482523,-0.0,-3.0689827364816664,-2.0415893850763305,0.0
2019-05-29,1.0,-0.0,-1.024119530416222,-0.0,-3.0683742440412662,-2.022411953041622,0.0
2019-05-30,1.0,-0.0,-1.0175700668658416,-0.0,-3.065514297908664,-2.0302318964290795,0.0
2019-05-31,1.0,-0.0,-1.0424864556601086,-0.0,-3.050256629597947,-2.0358568577131453,0.0
2019-06-03,1.0,-0.0,-1.0590921866216976,-0.0,-3.0127880831928047,-1.954539066891512,0.0
2019-06-04,1.0,-0.0,-1.0290159798149705,-0.0,-2.999088870199047,-1.9805859265489207,0.0
2019-06-05,1.0,-0.0,-1.0107816711590294,-0.0,-3.024949892874421,-1.8755269887345358,0.0
2019-06-06,1.0,-0.0,-1.0323504751257686,-0.0,-2.9750558971492453,-1.9797372833985465,0.0
2019-06-07,1.0,-0.0,-1.0359035136642498,-0.0,-2.9593558282208585,-1.9762967094255437,0.0
2019-06-10,1.0,-0.0,-1.0501249652874203,-0.0,-2.9135656762010553,-1.9788253262982505,0.0
2019-06-11,1.0,-0.0,-1.0596584920244536,-0.0,-2.9494062258449865,-2.017848359215797,0.0
2019-06-12,1.0,-0.0,-1.034228282260332,-0.0,-2.9495361259488333,-2.044560022490863,0.0
2019-06-13,1.0,-0.0,-1.1310206422018347,-0.0,-3.030389908256881,-2.0060206422018347,0.0
2019-06-14,1.0,-0.0,-1.0884604274985559,-0.05668688619295205,-3.097414789139226,-1.9787694974003467,0.0
2019-06-17,1.0,-0.0,-1.0947908388122245,-0.053970088866411386,-3.088143920236977,-1.9879343978036268,0.0
2019-06-18,1.0,-0.0,-1.119775151340444,-0.05693283366964544,-3.0610406457192276,-1.968939175554915,0.0
2019-06-19,1.0,-0.0,-1.094659670811471,-0.08991590598720621,-3.057140803565011,-1.945806080644002,0.0
2019-06-20,1.0,-0.0,-1.1072457505041775,-0.07418611351195621,-3.0662633246902913,-1.9548401037165082,0.0
2019-06-21,1.0,-0.0,-1.1144378868576363,-0.07657981862674536,-3.049949618540377,-1.9563840506693535,0.0
2019-06-24,1.0,-0.0,-1.0926019487549619,-0.0811259473114399,-3.053410321183688,-1.9904005774088778,0.0
2019-06-25,1.0,-0.0,-1.0709696050826656,-0.08952422207782831,-3.0644718792866943,-1.9947296224099342,0.0
2019-06-26,1.0,-0.0,-1.0489153551680137,-0.028427619452715155,-2.9338579327945555,-2.0779810009924855,0.0
2019-06-27,1.0,-0.0,-1.027509240830253,-0.04101506966164344,-2.935029854990048,-2.104705715098095,0.0
2019-06-28,1.0,-0.0,-0.9325017818959372,-0.06486101211689237,-3.0086243763364218,-2.1215965787598003,0.0
2019-07-01,1.0,-0.0,-0.93824686940966,-0.05516994633273702,-3.015169946332737,-2.1470483005366723,0.0
2019-07-02,1.0,-0.0,-0.9225829725829726,-0.05923520923520924,-3.0694805194805195,-2.163780663780664,0.0
2019-07-03,1.0,-0.0,-0.9501338930303251,-0.03966128682058334,-3.0663675182745895,-2.181298400521097,0.0
2019-07-05,1.0,-0.0,-0.9549575687241605,-0.026039022267353305,-3.0715166461159065,-2.2006963081163415,0.0
2019-07-08,1.0,-0.0,-0.9598259608411893,-0.023930384336475707,-3.0686729514140683,-2.1992023205221174,0.0
2019-07-09,1.0,-0.0,-0.9497283592901122,-0.022817819630568635,-3.0672220210068812,-2.2039840637450197,0.0
2019-07-10,1.0,-0.0,-0.9595724569184905,-0.030466080127972077,-3.0796917036282987,-2.2013378899149276,0.0
2019-07-11,1.0,-0.0,-0.9271170587812073,-0.07907043672206633,-3.045255054320455,-2.1432477156629974,0.0
2019-07-12,1.0,-0.0,-0.9351964940010058,-0.07119764350887277,-3.022559091888785,-2.1554709390042386,0.0
2019-07-15,1.0,-0.0,-0.9404316546762589,-0.09733812949640287,-3.0371942446043163,-2.1193525179856114,0.0
2019-07-16,1.0,-0.0,-0.9414588707366008,-0.05854112926339926,-3.0214244769274865,-2.1439524218973918,0.0
2019-07-17,1.0,-0.0,-0.9575657658949178,-0.051895921439323346,-3.0187083363199774,-2.1398466059780663,0.0
2019-07-18,1.0,-0.0,-0.9560958169467286,-0.055130496961029674,-3.0082946013585983,-2.1310690025026817,0.0
2019-07-19,1.0,-0.0,-0.9565778159931214,-0.06900257953568358,-2.999641731155059,-2.1401547721410146,0.0
2019-07-22,1.0,-0.0,-0.9171691070915877,-0.03976457077232271,-3.0099052540913007,-2.210953201263279,0.0
2019-07-23,1.0,-0.0,-0.9154303733964023,-0.04013473804916506,-3.000430015050527,-2.21092238228338,0.0
2019-07-24,1.0,-0.0,-0.9135572584688104,-0.042397765523168374,-3.00057294277734,-2.205256749982096,0.0
2019-07-25,1.0,-0.0,-0.8380992430613962,-0.08010933557611438,-2.9570367255396692,-2.1333753854779927,0.0
2019-07-26,1.0,-0.0,-0.7337566137566138,-0.11005291005291006,-3.0276543209876547,-2.1832804232804235,0.0
2019-07-29,1.0,-0.0,-0.6670693575895394,-0.11867538374076178,-3.0530130756111427,-2.267552586696987,0.0
2019-07-30,1.0,-0.0,-0.6750550934811972,-0.12127674699651667,-3.046491789294093,-2.2660126537285845,0.0
2019-07-31,1.0,-0.0,-0.7750321382659621,-0.1075560634195115,-3.024853592343951,-2.2343950864162263,0.0
2019-08-01,1.0,-0.0,-0.8338246926008485,-0.08628748112461351,-3.0498310203494645,-2.2207521392104694,0.0
2019-08-02,1.0,-0.0,-0.8274718939175556,-0.0745892187950418,-3.0632026520611126,-2.241424041510522,0.0
2019-08-05,1.0,-0.0,-0.8213617388800921,-0.059666042896214196,-3.0721174607744346,-2.244206132143371,0.0
2019-08-06,1.0,-0.0,-0.8160798369527023,-0.05924520345772718,-2.9273315060791343,-2.2251739405439594,0.0
2019-08-07,1.0,-0.0,-0.8093075256795473,-0.03137446719306827,-2.9139123750960803,-2.233037523583258,0.0
2019-08-08,1.0,-0.0,-0.7945320715036803,-0.002874167542937259,-2.9404135997195935,-2.272274798457764,0.0
2019-08-09,1.0,-0.0,-0.7546776100716421,-0.0,-2.8882242470612782,-2.312652152743966,0.0
2019-08-12,1.0,-0.0,-0.7478822385779752,-0.0,-2.905846410220802,-2.289751423413415,0.0
2019-08-13,1.0,-0.0,-0.7312508696257131,-0.0,-2.922290246278002,-2.3034645888409626,0.0
2019-08-14,1.0,-0.0,-0.7606083755816376,-0.0,-2.892492534203764,-2.291825821237586,0.0
2019-08-15,1.0,-0.0,-0.8107666098807497,-0.02923339011925043,-2.831413969335605,-2.1428279386712097,0.0
2019-08-16,1.0,-0.0,-0.7992499147630412,-0.038390726218888505,-2.8397545175588133,-2.1416297306512107,0.0
2019-08-19,1.0,-0.0,-0.7416388529391731,-0.06137184115523466,-2.8778693549485728,-2.1306450514270145,0.0
2019-08-20,1.0,-0.0,-0.731891450724342,-0.0614160375433585,-2.87927633816228,-2.1288172481806433,0.0
2019-08-21,1.0,-0.0,-0.7569702288530344,-0.0,-2.880442854249645,-2.1134138932019173,0.0
2019-08-22,1.0,-0.0,-0.7614148342411404,-0.0058503126891264875,-2.8827920112971555,-2.074372940622688,0.0
