Date,IWF,IWM,MTUM,RCM,SPY,VLUE,VXX
2018-09-24,-1.2908753270870263,-2.461044990292901,-0.5105089896176247,1.0,-1.6742635266312145,-1.504262682535663,0.0
2018-09-25,-1.2970531115426835,-2.4577387486278814,-0.5193785358439585,1.0,-1.6713670522671622,-1.4982690196740691,0.0
2018-09-26,-1.297112462006079,-2.4577845322526173,-0.5196724079702802,1.0,-1.6711415062478892,-1.4973826409996622,0.0
2018-09-27,-1.2972426005565394,-2.4503752424319085,-0.520954549287461,1.0,-1.668774770216713,-1.4951513618348933,0.0
2018-09-28,-1.296349380322064,-2.4498777506112472,-0.5218784250906332,1.0,-1.668156141977911,-1.494814939718405,0.0
2018-10-01,-1.3014256619144602,-2.4716564833672776,-0.524949083503055,1.0,-1.6796503733876442,-1.5084012219959266,0.0
2018-10-02,-1.301510522742702,-2.4712321792260696,-0.5262219959266803,1.0,-1.6789714867617107,-1.5081466395112015,0.0
2018-10-03,-1.3161638669866302,-2.5143983544737742,-0.5332533424751457,1.0,-1.6919780596503258,-1.5147411724374358,0.0
2018-10-04,-1.326471092811803,-2.5018013381369015,-0.5355978727054383,1.0,-1.7055241036198319,-1.5084062446388746,0.0
2018-10-05,-1.2956929637526653,-2.4869083155650324,-0.5019189765458423,1.0,-1.7192324093816633,-1.5251172707889127,0.0
2018-10-08,-1.2941527955612462,-2.4853606487409303,-0.4897994024754588,1.0,-1.7365770379854888,-1.5301749893299188,0.0
2018-10-09,-1.293103448275862,-2.486172755206555,-0.48702628883578014,1.0,-1.7376237623762376,-1.5314953909184021,0.0
2018-10-10,-1.2938667576558902,-2.4839204981659986,-0.4880150132218715,1.0,-1.7374392220421393,-1.526998208649663,0.0
2018-10-11,-1.1584302325581395,-2.419412144702842,-0.34455749354005166,1.0,-1.6527777777777777,-1.4997577519379846,0.0
2018-10-12,-1.1634364369907444,-2.392136698046041,-0.3295625346096037,1.0,-1.5944941064789178,-1.4310576694881736,0.0
2018-10-15,-1.1238902980342422,-2.482006975269499,-0.26252377932783766,1.0,-1.605263157894737,-1.4527584020291693,0.0
2018-10-16,-1.1211568938193344,-2.4900158478605388,-0.2560221870047543,1.0,-1.6047543581616481,-1.4520602218700474,0.0
2018-10-17,-1.0717802738882902,-2.38444376057855,-0.22211109401446374,1.0,-1.5721649484536082,-1.4430681643329741,0.0
2018-10-18,-1.0704615384615386,-2.3823846153846153,-0.22284615384615383,1.0,-1.5736153846153846,-1.4429230769230768,0.0
2018-10-19,-1.042317956538315,-2.3630956919557757,-0.19024018299656884,1.0,-1.5845977887914604,-1.444605413648494,0.0
2018-10-22,-1.0502405130946018,-2.3489348705810493,-0.1717187142093609,1.0,-1.603038863861953,-1.4613270214552951,0.0
2018-10-23,-1.054605162669925,-2.3484802199480677,-0.18076981823736063,1.0,-1.5959981670994348,-1.457155949289751,0.0
2018-10-24,-1.0550640634533253,-2.344493593654668,-0.1678615009151922,1.0,-1.598688224527151,-1.4604942037827946,0.0
2018-10-25,-0.9691439460568747,-2.2304309586631486,-0.13603048959249486,1.0,-1.6144825564350629,-1.3790677220756375,0.0
2018-10-26,-0.9369999279175377,-2.1944064009226554,-0.10105961219635264,1.0,-1.620485835796151,-1.3552944568586462,0.0
2018-10-29,-0.9027418891759976,-2.2273184036749925,-0.06452770600057421,1.0,-1.6091731266149871,-1.374031007751938,0.0
2018-10-30,-0.9110583836640781,-2.229939603106126,-0.06880931837791199,1.0,-1.6110871440897323,-1.369211964337072,0.0
2018-10-31,-0.9319047961458258,-2.1886819587258213,-0.06723232904292803,1.0,-1.6283166750557274,-1.3745595743150931,0.0
2018-11-01,-0.9180175010758859,-2.2008320183617847,-0.0533639363075599,1.0,-1.6268110744512985,-1.3735475541529194,0.0
2018-11-02,-0.9412857142857143,-2.134642857142857,-0.034999999999999996,1.0,-1.6610714285714285,-1.3709285714285713,0.0
2018-11-05,-0.9390391890927262,-2.138339638803626,-0.035048897137554436,1.0,-1.6600042829609538,-1.3658362481262047,0.0
2018-11-06,-0.9606648993336677,-2.160994483055098,-0.024933725012538512,1.0,-1.659955577846242,-1.3582431754675073,0.0
2018-11-07,-0.9604957958828645,-2.189112786314874,-0.04073644534647724,1.0,-1.6778776456944042,-1.380255146419252,0.0
2018-11-08,-1.0134559318232788,-2.217014278238768,-0.09292068475741945,1.0,-1.726545563280257,-1.4255812214995889,0.0
2018-11-09,-1.0115853202780476,-2.216084909186038,-0.09485013827640332,1.0,-1.7271096494506317,-1.4247701621944842,0.0
2018-11-12,-1.0070569009062547,-2.1917248551478234,-0.09389392363690388,1.0,-1.723072351805081,-1.4124944287624426,0.0
2018-11-13,-0.971206111355957,-2.190098428088732,-0.04781842221242838,1.0,-1.7324078154840603,-1.403848978992214,0.0
2018-11-14,-0.9714285714285714,-2.1977172312223856,-0.046170839469808544,1.0,-1.738217967599411,-1.4102356406480119,0.0
2018-11-15,-0.9773919468045806,-2.215072035463613,-0.036645733284078316,1.0,-1.7615072035463613,-1.3975618766161804,0.0
2018-11-16,-0.9710294117647059,-2.1958823529411764,-0.03301470588235294,1.0,-1.753970588235294,-1.3990441176470587,0.0
2018-11-19,-0.9755306603773586,-2.1947228773584904,-0.05100235849056604,1.0,-1.7500000000000002,-1.3990271226415094,0.0
2018-11-20,-0.927695004382121,-2.184779433245691,-0.0,1.0,-1.7611013730645635,-1.4298860648553902,0.0
2018-11-21,-0.9566397652237711,-2.2039618488628028,-0.00586940572267058,1.0,-1.7916360968451943,-1.3787234042553191,0.0
2018-11-23,-0.9562156215621562,-2.2021268793546023,-0.00572057205720572,1.0,-1.791859185918592,-1.378144481114778,0.0
2018-11-26,-0.9553682667643827,-2.2063759618908025,-0.004470502015390253,1.0,-1.7882008061561012,-1.37434957860022,0.0
2018-11-27,-0.934245976844098,-2.2126265200611663,-0.0,1.0,-1.7754314425107405,-1.3594261996650403,0.0
2018-11-28,-0.9396702655383717,-2.1998103297344613,-0.0,1.0,-1.787423402392763,-1.3681062153487016,0.0
2018-11-29,-0.8735492190858288,-2.160409800831064,-0.0,1.0,-1.766083966184267,-1.3643072073362945,0.0
2018-11-30,-0.87322733132789,-2.1605787136513395,-0.0,1.0,-1.7665807190946856,-1.3618392780403954,0.0
2018-12-03,-0.8678152598812798,-2.190531345012306,-0.0,1.0,-1.7944838569567103,-1.386202403358911,0.0
2018-12-04,-0.8497693194925028,-2.196078431372549,-0.0,1.0,-1.784241637831603,-1.3786764705882353,0.0
2018-12-06,-0.8259783513738552,-2.049542048293089,-0.0,1.0,-1.767624202053844,-1.2954482375797947,0.0
2018-12-07,-0.8313671061762665,-2.0494795281054823,-0.0,1.0,-1.7678695350451072,-1.2908396946564886,0.0
2018-12-10,-0.7777701871840416,-2.049733570159858,-0.0,1.0,-1.7570706380653092,-1.2468916518650086,0.0
2018-12-11,-0.7969883641341546,-2.046885694729637,-0.0,1.0,-1.7668720054757014,-1.2338124572210813,0.0
2018-12-12,-0.7965637620644809,-2.046957355055103,-0.0,1.0,-1.7665822438223011,-1.2349921281401877,0.0
2018-12-13,-0.7957727147954983,-2.0412434806478177,-0.0,1.0,-1.788429865495471,-1.2370299203952788,0.0
2018-12-14,-0.8041703820563825,-2.0173537279648808,-0.0,1.0,-1.8003292406886615,-1.2373276630770285,0.0
2018-12-17,-0.7768313458262351,-2.0117206132879044,-0.0,1.0,-1.775741056218058,-1.2500851788756389,0.0
2018-12-18,-0.7493588878391145,-1.9855581050074231,-0.0,1.0,-1.7651504926440815,-1.2484815764610608,0.0
2018-12-19,-0.7394656746702739,-1.9931011159959418,-0.0,1.0,-1.7753128170443015,-1.2556645248562732,0.0
2018-12-20,-0.7334409252908345,-1.9616703651402054,-0.0,1.0,-1.7854885347320286,-1.2438975186604802,0.0
2018-12-21,-0.7236859703089474,-1.965427310418617,-0.0,1.0,-1.7926976059917077,-1.2053631135482143,0.0
2018-12-24,-0.6901455026455027,-1.9251984126984127,-0.0,1.0,-1.776851851851852,-1.221494708994709,0.0
2018-12-26,-0.6879900679560899,-1.939492943021432,-0.0,1.0,-1.7232749607945634,-1.1834161003659174,0.0
2018-12-27,-0.5872308834446919,-1.847129423410047,-0.0,1.0,-1.5785696609750062,-1.1735956446424152,0.0
2018-12-28,-0.5810000618085173,-1.8533901971691702,-0.0,1.0,-1.5771679337412696,-1.1693553371654615,0.0
2018-12-31,-0.5880382181412086,-1.8489887082764613,-0.0,1.0,-1.586859411837697,-1.1803573644372751,0.0
2019-01-02,-0.5814328210213188,-1.848661378284581,-0.0,1.0,-1.5840356965790778,-1.1832548339117501,0.0
2019-01-03,-0.5963814362723837,-1.8436706115620545,-0.0,1.0,-1.5948323935807671,-1.1612863250511183,0.0
2019-01-04,-0.5537809447754776,-1.851465077707476,-0.0,1.0,-1.5744210332329995,-1.1632164137846306,0.0
2019-01-07,-0.5078890748266794,-1.787771934018647,-0.022173081520439876,1.0,-1.5481114032990675,-1.1105665790102799,0.0
2019-01-08,-0.5077842143374366,-1.8227733526430123,-0.011042722664735698,1.0,-1.5595582910934105,-1.1330557566980448,0.0
2019-01-09,-0.5009694619486186,-1.8023509452254,-0.0019389238972370338,1.0,-1.5810712554532236,-1.1728065923412507,0.0
2019-01-10,-0.5016042133301047,-1.7984139475755192,-0.002481990435256371,1.0,-1.5812700526666263,-1.1699255402869422,0.0
2019-01-11,-0.4948334548991004,-1.7943107221006567,-0.012338925358619014,1.0,-1.5918429370289326,-1.1849623146122052,0.0
2019-01-14,-0.5087251575375668,-1.7849006301502668,-0.023448860882210376,1.0,-1.5855550169655843,-1.156507513330102,0.0
2019-01-15,-0.5006067961165048,-1.7777912621359224,-0.03428398058252427,1.0,-1.583373786407767,-1.1719053398058252,0.0
2019-01-16,-0.4864504395271294,-1.7783570779023945,-0.026614125492573505,1.0,-1.578902697787208,-1.192118823886026,0.0
2019-01-17,-0.4842405140016972,-1.771548066432295,-0.037095405503697415,1.0,-1.5786762031761428,-1.1897805794641776,0.0
2019-01-18,-0.48024706457925637,-1.7558096868884538,-0.057424168297455974,1.0,-1.5841487279843445,-1.2378913894324852,0.0
2019-01-22,-0.06794937356174892,-2.0369470723600105,-0.0,1.0,-2.042060854001534,-1.2452058297110713,0.0
2019-01-23,-0.060524459832018984,-1.9838430467397574,-0.0,1.0,-2.072578059883311,-1.2945438225299737,0.0
2019-01-24,-0.06707277973709522,-1.976915678101956,-0.0,1.0,-2.0761141391471627,-1.29220904135941,0.0
2019-01-25,-0.0,-1.9506851128615872,-0.0,1.0,-2.359965578870722,-1.3087972463096578,0.0
2019-01-28,-0.0,-1.921162929944781,-0.0,1.0,-2.4096866475949708,-1.3220677266981573,0.0
2019-01-29,-0.0,-1.8659554730983305,-0.0,1.0,-2.4251921547839914,-1.3349456665783197,0.0
2019-01-30,-0.0,-1.8616293738795566,-0.0,1.0,-2.4263993094748026,-1.3516366775114534,0.0
2019-01-31,-0.0,-1.8927551630254333,-0.0,1.0,-2.3549372468291385,-1.3928547712331496,0.0
2019-02-01,-0.0,-1.8921777304775842,-0.0,1.0,-2.3663030464280963,-1.393175468937076,0.0
2019-02-04,-0.0,-1.841737426518615,-0.0,1.0,-2.3250816459830177,-1.3648595689092096,0.0
2019-02-05,-0.0,-1.827156466135978,-0.0,1.0,-2.3184131541171866,-1.379355343860107,0.0
2019-02-06,-0.0,-1.7954974298913395,-0.0,1.0,-2.3211009174311927,-1.390005855943783,0.0
2019-02-07,-0.0,-1.7919105215242557,-0.0,1.0,-2.326310313434777,-1.384640395370009,0.0
2019-02-08,-0.0,-1.7856956917870626,-0.0,1.0,-2.3470649485877915,-1.375113887804243,0.0
2019-02-11,-0.0,-1.775069722323269,-0.0,1.0,-2.2121983751667273,-1.0755426215593549,0.0
2019-02-12,-0.0,-1.7853810264385694,-0.0,1.0,-2.183694221796866,-1.012501495394186,0.0
2019-02-13,-0.0,-1.8171530673019654,-0.0,1.0,-2.156104824300179,-0.9826682549136391,0.0
2019-02-14,-0.0,-1.825432700886219,-0.0,1.0,-2.147802295842503,-0.9746029857848094,0.0
2019-02-15,-0.0,-1.8642593254677633,-0.0,1.0,-2.131867477058753,-0.9626981289476821,0.0
2019-02-19,-0.0,-1.8355993587840647,-0.0,1.0,-2.149082704981298,-0.9524431514575789,0.0
2019-02-20,-0.0,-1.8453498040147285,-0.0,1.0,-2.145207269271885,-0.9483905451953913,0.0
2019-02-21,-0.0,-1.8266286934852263,-0.0,1.0,-2.148510739290376,-0.9581701673193307,0.0
2019-02-22,-0.0,-1.8093912837517765,-0.0,1.0,-2.16242302226433,-0.9495499763145429,0.0
2019-02-25,-0.0,-1.8105143947070395,-0.0,1.0,-2.1848363831435895,-0.9651904392918876,0.0
2019-02-26,-0.0,-1.7676261507982753,-0.0,1.0,-2.1559841510313484,-0.903216408344016,0.0
2019-02-27,-0.010576811929256733,-1.7495087273147614,-0.0,1.0,-2.161946595769275,-0.8577043116402728,0.0
2019-02-28,-0.003346797461050202,-1.7433352567801499,-0.0,1.0,-2.1555106751298325,-0.8681477207155222,0.0
2019-03-01,-0.0,-1.7506202758063587,-0.0,1.0,-2.149039293751082,-0.8703479314523109,0.0
2019-03-04,-0.0,-1.7438574230014996,-0.0,1.0,-2.140789018341216,-0.8830314915215135,0.0
2019-03-05,-0.006548067450889494,-1.7341948194935388,-0.0,1.0,-2.1535608738482934,-0.9004461957466535,0.0
2019-03-06,-0.008343472970624023,-1.7323715163103308,-0.0,1.0,-2.1534271974042527,-0.8999362651370301,0.0
2019-03-07,-0.008845975948196114,-1.7230573543015726,-0.0,1.0,-2.162754394079556,-0.8870259019426457,0.0
2019-03-08,-0.0,-1.7132899900427576,-0.024365957945293736,1.0,-2.226146547179758,-0.8933989339893399,0.0
2019-03-11,-0.0,-1.7062304005680138,-0.041595171883320514,1.0,-2.2107567599550326,-0.9582273238269926,0.0
2019-03-12,-0.0,-1.6165861801705121,-0.11470816192690635,1.0,-2.2017528170273657,-1.0289155189888513,0.0
2019-03-13,-0.0,-1.6202577165118373,-0.16907401857956247,1.0,-2.176865448007192,-1.0272100689241834,0.0
2019-03-14,-0.0,-1.6238103788831029,-0.16819297300532712,1.0,-2.1687316693601484,-1.02466032202071,0.0
2019-03-15,-0.0,-1.5908274458148723,-0.19752125493952818,1.0,-2.156627948748653,-1.0423901329182135,0.0
2019-03-18,-0.0,-1.6012040939193255,-0.2856110776640578,1.0,-2.0983744732089105,-1.0352197471402769,0.0
2019-03-19,-0.0,-1.609153013723475,-0.2747113233782722,1.0,-2.1004171452753764,-1.0613022187292183,0.0
2019-03-20,-0.0,-1.6116763565891474,-0.2765261627906977,1.0,-2.092902131782946,-1.07515746124031,0.0
2019-03-21,-0.0,-1.6114907771394011,-0.28684608406410644,1.0,-2.1085576050801333,-1.0408224977320835,0.0
2019-03-22,-0.0,-1.5841127171140532,-0.3398518158629904,1.0,-2.1301469695129356,-1.019008866755739,0.0
2019-03-25,-0.0,-1.4067543335325763,-0.4660490137477585,1.0,-2.1102809324566643,-0.9941422594142258,0.0
2019-03-26,-0.0,-1.4133627895868164,-0.5154645330785766,1.0,-2.0449605923095295,-0.9970145689037497,0.0
2019-03-27,-0.0,-1.3766436505553887,-0.535454818372861,1.0,-2.0810567397178024,-1.01110777544281,0.0
2019-03-28,-0.0,-1.368547563247401,-0.554714259960339,1.0,-2.0639985577789797,-1.0219938705606635,0.0
2019-03-29,-0.0,-1.3557091346153847,-0.5674879807692308,1.0,-2.058954326923077,-1.0274639423076923,0.0
2019-04-01,-0.0,-1.3669289446813622,-0.5584119166316295,1.0,-2.055198510421046,-1.0257673133521532,0.0
