Date,HOFT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.6446268114060146,-1.6189165324884434,-0.0,-0.990962447410793,-0.939438009660832,0.0
2018-09-25,1.0,-0.6447826312782423,-1.618656832701397,-0.0,-0.9910143873682024,-0.9395418895756504,0.0
2018-09-26,1.0,-0.6523347925786951,-1.6284657077340006,-0.0,-0.9954138002918491,-0.9353762768396915,0.0
2018-09-27,1.0,-0.6529666093660467,-1.6260874094910662,-0.0,-0.9949992186279106,-0.9350419336354638,0.0
2018-09-28,1.0,-0.6503163729540343,-1.6381320922449405,-0.0,-1.0003137583015216,-0.9405428018616325,0.0
2018-10-01,1.0,-0.6511530617580923,-1.636929352089107,-0.0,-1.0007321027035507,-0.940490508811379,0.0
2018-10-02,1.0,-0.6539627770807194,-1.625888749477206,-0.0,-1.0040255123379338,-0.9440610623170221,0.0
2018-10-03,1.0,-0.6584124652431667,-1.6388437122921147,-0.0,-1.0058234090551388,-0.9432348774985573,0.0
2018-10-04,1.0,-0.6715186802523048,-1.7011698743867596,-0.0,-1.0280338562725755,-0.9904037953528494,0.0
2018-10-05,1.0,-0.6555925289823958,-1.6968656075568913,-0.0,-1.0254937741519965,-0.9891584370974666,0.0
2018-10-08,1.0,-0.6518899239747296,-1.691829960381197,-0.0,-1.0242531320269836,-0.9859192633044224,0.0
2018-10-09,1.0,-0.6512474569011671,-1.6923118106863688,-0.0,-1.0243066709497803,-0.9860263411500161,0.0
2018-10-10,1.0,-0.6508191455187922,-1.6927936609915408,-0.0,-1.0242531320269836,-0.9860263411500161,0.0
2018-10-11,1.0,-0.5207506315409599,-1.6764448110532557,-0.0,-0.9699953601072331,-0.9881940506263854,0.0
2018-10-12,1.0,-0.5630719633943427,-1.711626455906822,-0.0,-0.9584026622296175,-0.966618136439268,0.0
2018-10-15,1.0,-0.5127617460152099,-1.7706531930409417,-0.0,-0.9527554953641003,-0.9727575789144702,0.0
2018-10-16,1.0,-0.5083333333333333,-1.7775520833333331,-0.0,-0.9511979166666665,-0.9712500000000001,0.0
2018-10-17,1.0,-0.4673282442748091,-1.7059033078880408,-0.0,-0.9363867684478371,-0.9793893129770993,0.0
2018-10-18,1.0,-0.47247800286474323,-1.7188970738694496,-0.0,-0.9386638019234704,-0.9855739717618172,0.0
2018-10-19,1.0,-0.4452702361090045,-1.7012993579048488,-0.0,-0.9322008190505081,-0.977147479650134,0.0
2018-10-22,1.0,-0.4456120850805841,-1.6934774920426414,-0.0,-0.9342191683928661,-0.9789319456373465,0.0
2018-10-23,1.0,-0.45636428101099125,-1.6984247581421263,-0.0,-0.9313174289621639,-0.9789798916071519,0.0
2018-10-24,1.0,-0.45659147614440654,-1.6979988797800294,-0.0,-0.9427160242374866,-0.9946025765059321,0.0
2018-10-25,1.0,-0.39393350184717096,-1.6100038887808674,-0.0,-0.9293214077386739,-0.9277658953917948,0.0
2018-10-26,1.0,-0.3649904214559387,-1.5832854406130268,-0.0,-0.9317049808429118,-0.9092911877394636,0.0
2018-10-29,1.0,-0.363008442056792,-1.5885936300844206,-0.0,-0.9350057559478127,-0.9099673829623944,0.0
2018-10-30,1.0,-0.3463660350203886,-1.5897817222355481,-0.0,-0.936579515471336,-0.9245382585751979,0.0
2018-10-31,1.0,-0.3472791384732679,-1.572524540169637,-0.0,-0.929047936719718,-0.9161822167159058,0.0
2018-11-01,1.0,-0.30429565634749217,-1.6237101031917445,-0.0,-0.9413006959443244,-0.930261579073674,0.0
2018-11-02,1.0,-0.3117322159794305,-1.5780401866488905,-0.0,-0.9512427387867822,-0.9204837634510998,0.0
2018-11-05,1.0,-0.30419430261964975,-1.6060027675716944,-0.0,-0.9567686214629956,-0.9047096435558524,0.0
2018-11-06,1.0,-0.3088480801335559,-1.60872883377057,-0.0,-0.9530169329835441,-0.8992606725494873,0.0
2018-11-07,1.0,-0.3074760566064707,-1.6085195597274502,-0.0,-0.9506837566112355,-0.898175060751894,0.0
2018-11-08,1.0,-0.2618475031829113,-1.6126279058801338,-0.0,-0.9346442212477012,-0.9063045220917622,0.0
2018-11-09,1.0,-0.2608490566037736,-1.6128301886792453,-0.0,-0.9367924528301887,-0.9064622641509434,0.0
2018-11-12,1.0,-0.25948356807511735,-1.5863849765258216,-0.0,-0.9472300469483568,-0.9017370892018779,0.0
2018-11-13,1.0,-0.2224592977410826,-1.5824481654993274,-0.0,-0.9429472610046848,-0.890579340414676,0.0
2018-11-14,1.0,-0.2276794035414725,-1.586300093196645,-0.0,-0.9506523765144455,-0.8952003727865796,0.0
2018-11-15,1.0,-0.2259190321079572,-1.5863192182410422,-0.0,-0.9503489995346672,-0.8907398790134946,0.0
2018-11-16,1.0,-0.22120242896212858,-1.5722894358689101,-0.0,-0.94669262504056,-0.8952857738840218,0.0
2018-11-19,1.0,-0.22418988456724304,-1.5716007602800053,-0.0,-0.9452042093551526,-0.8948588382550646,0.0
2018-11-20,1.0,-0.14254619552632797,-1.570092159496133,-0.0,-0.9679062659195109,-0.9505858380030565,0.0
2018-11-21,1.0,-0.1469161786237189,-1.5599835285505124,-0.0,-0.9585010980966325,-0.9100018301610542,0.0
2018-11-23,1.0,-0.147415648033695,-1.5619649315570203,-0.0,-0.9582932747333242,-0.9104060797509499,0.0
2018-11-26,1.0,-0.14708708983570545,-1.5628575351242506,-0.0,-0.9571644318337833,-0.9092947691181181,0.0
2018-11-27,1.0,-0.129409080538444,-1.575770020533881,-0.0,-0.9535477983116586,-0.9043577458361852,0.0
2018-11-28,1.0,-0.129188350223683,-1.5804802337259198,-0.0,-0.951748379439423,-0.9035424084725645,0.0
2018-11-29,1.0,-0.09510112359550563,-1.5573483146067415,-0.0,-0.9396853932584269,-0.9022022471910113,0.0
2018-11-30,1.0,-0.09413670521531746,-1.5592404265850695,-0.0,-0.9406470773522927,-0.9058182963596274,0.0
2018-12-03,1.0,-0.09266253034799028,-1.5588076611815485,-0.0,-0.939708659293229,-0.9048197104576927,0.0
2018-12-04,1.0,-0.08434868303171475,-1.5605178283461747,-0.0,-0.9338828166995162,-0.9007346353700054,0.0
2018-12-06,1.0,-0.08112029546253957,-1.5235666549419626,-0.0,-0.9160657755891664,-0.875967288075976,0.0
2018-12-07,1.0,-0.10888521218083441,-1.5423243750838438,-0.0,-0.9418235478245316,-0.8786388230559407,0.0
2018-12-10,1.0,-0.07982339955849889,-1.5442384105960265,-0.0,-0.9341280353200883,-0.85682119205298,0.0
2018-12-11,1.0,-0.0929060773480663,-1.5409060773480663,-0.0,-0.9394917127071822,-0.8465856353591159,0.0
2018-12-12,1.0,-0.09446556449473963,-1.5404915568915216,-0.0,-0.9401025550349217,-0.845460171514455,0.0
2018-12-13,1.0,-0.09650368266926967,-1.5474753749223535,-0.0,-0.9415209867778862,-0.8514065134439613,0.0
2018-12-14,1.0,-0.10135225005542008,-1.534382620261583,-0.0,-0.9470183994679673,-0.8508534692972733,0.0
2018-12-17,1.0,-0.09539197025364082,-1.5353901996370236,-0.0,-0.9438714532335886,-0.851887919968129,0.0
2018-12-18,1.0,-0.06786347517730497,-1.5298758865248228,-0.0,-0.9584663120567376,-0.8764184397163121,0.0
2018-12-19,1.0,-0.05568662363676831,-1.538838192744269,-0.0,-0.971689294458046,-0.8851546850656578,0.0
2018-12-20,1.0,-0.05403493256688039,-1.5189033827105904,-0.0,-0.9732920627901835,-0.8756135308423613,0.0
2018-12-21,1.0,-0.04621534947063217,-1.5207134384747178,-0.0,-0.974080745068752,-0.8520845231296402,0.0
2018-12-24,1.0,-0.01773575039219104,-1.4949015164720239,-0.0,-0.9681017953634304,-0.8769391668119226,0.0
2018-12-26,1.0,-0.016382134850836352,-1.5082341783066047,-0.0,-0.932100362131402,-0.8543714433523021,0.0
2018-12-27,1.0,-0.0,-1.4461373301953013,-0.0,-0.8242702010817954,-0.8585821049589166,0.0
2018-12-28,1.0,-0.0,-1.4531301618764454,-0.0,-0.8220185001651801,-0.8543524942186984,0.0
2018-12-31,1.0,-0.0,-1.4517634426364914,-0.0,-0.8228710663252664,-0.8552077310646733,0.0
2019-01-02,1.0,-0.0,-1.4511389897655993,-0.0,-0.820939253879168,-0.8546550016507098,0.0
2019-01-03,1.0,-0.0,-1.4580808500041504,-0.0,-0.8150991948202873,-0.8772308458537396,0.0
2019-01-04,1.0,-0.0,-1.4619569697469295,-0.0,-0.7822108647267332,-0.8775039155881625,0.0
2019-01-07,1.0,-0.0,-1.4219366792878434,-0.0,-0.7612180778216386,-0.8448803673568033,0.0
2019-01-08,1.0,-0.0,-1.4033917376627552,-0.0,-0.7735492686063333,-0.8416653271178266,0.0
2019-01-09,1.0,-0.0,-1.392171018329122,-0.0,-0.7720691453094293,-0.8465086431636787,0.0
2019-01-10,1.0,-0.0,-1.3887619734679972,-0.0,-0.7743577411726984,-0.84469560338263,0.0
2019-01-11,1.0,-0.0,-1.3732829946180416,-0.0,-0.7816290465097598,-0.8614748172543979,0.0
2019-01-14,1.0,-0.0,-1.3696711082484603,-0.0,-0.7814097661124754,-0.8745219596634596,0.0
2019-01-15,1.0,-0.0,-1.358805463509254,-0.0,-0.7861068455507961,-0.8961448314879172,0.0
2019-01-16,1.0,-0.0,-1.3510539304931828,-0.0,-0.7724238378443986,-0.9223206699842214,0.0
2019-01-17,1.0,-0.0,-1.346329810923519,-0.0,-0.7770355075104256,-0.9254220818656627,0.0
2019-01-18,1.0,-0.0,-1.326724208126374,-0.0,-0.7840973862063351,-0.9605081019460955,0.0
2019-01-22,1.0,-0.0,-1.4752282963513905,-0.0,-0.7272426759224825,-0.929589686376596,0.0
2019-01-23,1.0,-0.0,-1.4457085911223684,-0.0,-0.7332973466760786,-0.9733006685213637,0.0
2019-01-24,1.0,-0.0,-1.4389969592202274,-0.0,-0.7529470571083434,-0.9735493814304161,0.0
2019-01-25,1.0,-0.0,-1.4331026283384993,-0.0,-0.7820899324869433,-1.0309116385716106,0.0
2019-01-28,1.0,-0.0,-1.4169288325822633,-0.0,-0.8048210186208655,-1.0295893206360003,0.0
2019-01-29,1.0,-0.0,-1.3974167696832773,-0.0,-0.8160194381687199,-1.0492774628074513,0.0
2019-01-30,1.0,-0.0,-1.3938490373147046,-0.0,-0.8109984665189982,-1.0548219458170045,0.0
2019-01-31,1.0,-0.0,-1.4216539948179927,-0.0,-0.7329567174956462,-1.0928938537994306,0.0
2019-02-01,1.0,-0.0,-1.4221295784234482,-0.0,-0.7400774237461182,-1.091802441825839,0.0
2019-02-04,1.0,-0.0,-1.4195045121743572,-0.0,-0.7386344287416994,-1.0986293206197855,0.0
2019-02-05,1.0,-0.0,-1.4175917295144478,-0.0,-0.7166341835437675,-1.1026607914583508,0.0
2019-02-06,1.0,-0.0,-1.4088807837482507,-0.0,-0.7134738538530048,-1.1187073243140082,0.0
2019-02-07,1.0,-0.0,-1.4110223506416248,-0.0,-0.7319197756437494,-1.1062292852893687,0.0
2019-02-08,1.0,-0.0,-1.416340758374426,-0.0,-0.7437085529671824,-1.0909709233123617,0.0
2019-02-11,1.0,-0.0,-1.3935577209480448,-0.0,-0.7553721118250287,-1.1062507978383898,0.0
2019-02-12,1.0,-0.0,-1.3919928293994621,-0.0,-0.7706261470826753,-1.1055956293482436,0.0
2019-02-13,1.0,-0.0,-1.407797636821226,-0.0,-0.7642793157872286,-1.0936313611739112,0.0
2019-02-14,1.0,-0.0,-1.380889212204202,-0.0,-0.7906200522059138,-1.107621207582695,0.0
2019-02-15,1.0,-0.0,-1.4243645248403274,-0.0,-0.7717433237601269,-1.0904453684255648,0.0
2019-02-19,1.0,-0.0,-1.4096612564772388,-0.0,-0.7843347179992292,-1.0885186929895936,0.0
2019-02-20,1.0,-0.0,-1.4036402569593147,-0.0,-0.7857387580299785,-1.0932762312633832,0.0
2019-02-21,1.0,-0.0,-1.3903065593423531,-0.0,-0.7871638979277275,-1.1040846035280014,0.0
2019-02-22,1.0,-0.0,-1.3785124673880502,-0.0,-0.7971857491125273,-1.1012788161327574,0.0
2019-02-25,1.0,-0.0,-1.3694026643747315,-0.0,-0.810786420283627,-1.1171895143962183,0.0
2019-02-26,1.0,-0.0,-1.3675805965652306,-0.0,-0.812465028192657,-1.1242198596823483,0.0
2019-02-27,1.0,-0.0,-1.360582306830907,-0.0,-0.8251356706003963,-1.1212852097510553,0.0
2019-02-28,1.0,-0.0,-1.360854951305697,-0.0,-0.8268120313711972,-1.1215633887787642,0.0
2019-03-01,1.0,-0.0,-1.3591124515295132,-0.0,-0.8267557087462301,-1.1226626454114608,0.0
2019-03-04,1.0,-0.0,-1.3559124967703038,-0.0,-0.8228834725691155,-1.1274653345965033,0.0
2019-03-05,1.0,-0.0,-1.3401398722155067,-0.0,-0.8462269038162665,-1.1306769124503537,0.0
2019-03-06,1.0,-0.0,-1.3358350586611456,-0.0,-0.8481280193236715,-1.129356452726018,0.0
2019-03-07,1.0,-0.0,-1.3221447628883725,-0.0,-0.8595834409157415,-1.1215681211808244,0.0
2019-03-08,1.0,-0.0,-1.30924442520026,-0.0,-0.8953020134228189,-1.125438406581511,0.0
2019-03-11,1.0,-0.0,-1.3108681390771924,-0.0,-0.90680078722939,-1.1558276842335449,0.0
2019-03-12,1.0,-0.0,-1.2521988950276244,-0.0,-0.9379447513812155,-1.2297016574585635,0.0
2019-03-13,1.0,-0.0,-1.2712820285092588,-0.0,-0.9473777698832098,-1.2220347262311826,0.0
2019-03-14,1.0,-0.0,-1.2761524822695036,-0.0,-0.9371010638297872,-1.2193262411347519,0.0
2019-03-15,1.0,-0.0,-1.2719946571682992,-0.0,-0.9429207479964381,-1.2374443455031168,0.0
